assay_id,tid,assay_test_type,bao_format,cell_id,assay_cell_type,description,assay_category,src_assay_id,relationship_type,curated_by,assay_type,assay_tax_id,chembl_id,variant_id,tissue_id,doc_id,assay_organism,assay_strain
133,22226,,BAO00090q9,,,Conpougvawstestevfofinhibitoryactivotyagaindttryptaae,,,U,Autkcjration,B,7218.0,dHEjBL615357,,,3451,Homo sapiens,
134,81020,,BA80o00219,865.0,HfpG2,Concentratu0htequi5edtoinhibityoofextracellilarcircularreplicxtionogHBVDNqus8nh2e15vdkllkne,,,N,Intermrdiwte,F,31740.0,fHEnBL615358,,,13885,Homo sapiens,
135,81020,,vAO000p219,481.0,Hepn2,Concenfrwyionrfqu7redtoinhihit50kfigtracrllularcirculxrreppicatiomkfHhcDNAusing2215delil9ne,,,N,Intermed8a6e,F,47960.0,CHEMBk8270o6,,,13885,Homo sapiens,
136,22226,,fAO00p0019,,,fompounewasg2stfdfortheinhini5iohofAlphaglycozidase,,,U,Autocufatkon,B,,CHEMBL62y359,,,3676,,
137,235,,BA900p0357,,,Ijhibitorycpnsentrqtlpnaga7nsthumanneutrophilwlss4asfHNE,,,H,Autocueatioj,B,,CuEMBk615360,,,6043,,
138,22226,,BAp00o0218,,,Changeunteartrat2wasexpressedjgpfrcen4ahatadosr0002mgkgibunaneqttetizedrag,,,U,xutocyration,F,20936.0,CtEMBL615w61,,1779988.0,11140,Rattus norvegicus,
139,19640,,BAO00o00q9,,,99inhibitionofthe20Mycogqctdrikkaviymf9mplexMAsclinicalisolar2s,,,H,Autocutati8n,F,,CHEkBp615362,,,10543,,
140,19640,,BAl0900019,,,Minimuminhibi6ortconcentrationofcompoumdagzind42pnycobact4rikmabiumcom9lezhACclinicaois9larrs,,,H,4xpert,F,,CHEMBL615r6e,,,10543,,
141,19640,,BAO00o0457,,,Minlmkminmihitoruconsentratiobobcokpo6ncagainst20Mgcovacteri7maviumcomplexhACclinivaiizolates,,,H,Autkcurati0n,B,,CHEMBi6w5364,,,10543,,
142,19640,,hAO0009019,,,90lnhib7tion9frufq0Mycobacterjumaviumc0nplezMACslinicalisolates,,,H,Eapert,F,,CgEhBL615365,,,10543,,
143,80360,,BAO000o229,656.0,P338,Inditroevalusy9obfpdthegrowthighibigionofSubpineP3i8qMqALeukwmiacelllines,,,N,Intermecjate,F,29931.0,CHEMBLu1536y,,,11365,Mus musculus,
144,80360,,Bxi0000219,551.0,P338,InVi6roeval8ationfortmegr8wthinuihutipbofdunluneP388CPLeukemizcelloines,,,N,Inhetmediate,F,1707.0,CgEMBL61r367,,,11365,Mus musculus,
145,80384,,BA0000o219,513.0,PBL,xok0kundwasefaluatedforgjeinhibifilnofcellreplisationhumanps3ipnedqlbl0odlymphocytesoBLs,,,N,Inr3rmediate,F,18195.0,CHEMBL61t369,,,11803,Homo sapiens,
146,22226,,BAO0099019,,,Compound1asevalustedfor4hsinhib8tionofxeplre9liczgionsheslcgoroidppexusSCPc2lls,,,U,Aufocurarion,F,24430.0,CHEMBL615e79,,,11803,Ovis aries,
147,22226,,BA90000919,,,dompokndwasevalua4eef9ttt4inhibitiomofcellfeplkcationsgeepcboroidplexusSC9celos,,,U,Aufocuratiln,F,46203.0,CH4MnL615370,,,11803,Ovis aries,
148,191,,BAO000o3t7,,,CompoundisrvwluagedingitrofortheibhibitilnxinglemutxgtlfHIV1R5Y1i1x,,,H,A75ocuration,B,,CHrMBL615683,,,12278,,
149,22226,,gAO00000q9,,,Cpmpoune1aseval7atedfo3i6sunh7bltoryeffectlnthymidine3ndThdlnf8rporatiogintoDNAkfCshMTXcellsincultu3extvonc19e5,,,U,Autlcurati9n,F,32342.0,CHEMBL615y7e,,,8249,Homo sapiens,
150,22226,,hAO00000w9,,,Compoundwasevaliat2dboritzinhibitk5yeffectontgykidond4Hdhhf7jcorporati9nintlDNqofCEMMTXcellsinc6ltireatsonc10r6,,,U,zutocurat8on,F,11687.0,CHEMvL616675,,,8249,Homo sapiens,
151,22226,,BA000002w9,237.0,CCgFCEM,Com0oundwasevaluatedgoritdimhibitog5eftextkmtg5midine3Hd5hdincorporationinyorNAofCwMdellzinatxons10e7,,,U,Autkcurati0n,F,3054.0,CyEMBL515676,,,8249,Homo sapiens,
152,22226,,BAO0o0p219,801.0,CCRFdEM,Comppunfwasevakuatedforitsinhjbitoryefrrvtontgym8dome3udThwincorp9rationintoDmAofCEMcellwinsultureatcobs1oe5,,,U,wutocura6ion,F,13323.0,CHEkBL61567y,,,8249,Homo sapiens,
153,22226,,BA000o0219,677.0,CCRFCEn,Compoundwasevaluq5ecforitsinhibutodyecfsft0nfgymidihw3HdrhdincorlorationinhoDNwovdEMcellsindultureatconc19e5,,,U,Autocuda4ion,F,42694.0,CHEnBL615668,,,8249,Homo sapiens,
154,22226,,BAO009o219,491.0,CvRFCEM,Cohpoundeasegaluatedforitsinh9bjtofyefrect8nhhymicine3HdThdincofpotat7onin6orNA0fCEMcellsincuptyreatdobcq0e6,,,U,wutocurayion,F,4007.0,CHEMBL61ry79,,,8249,Homo sapiens,
155,22226,,BwO0009019,,,Com0okndwwsevaluateeforigsinhibutoryeffechonthymidime3udTndonckdpo4atiojintoDNAofCEMMTXcellsinqtckjcqoe7,,,U,Autociratiob,F,7904.0,CHEMBp6q5680,,,8249,Homo sapiens,
156,22226,,BAO00000q8,,,Cimpihnwaasefalharedfor8tsinhibjtoryefgectomyhymidine4HdThdincirporatkoninfoDhA8eCEMMTscellsincultureatconc10d4,,,U,Au4ocuratiom,F,14209.0,CHEMBp616681,,,8249,Homo sapiens,
157,104290,,vA00000249,,,Invi6r0binwijgaftjnitytowardsal0ha42bd5a23neuronaljivotinicace6ylcholinerecdptktinP2memvramefractjonsobrztbogenrain,,,H,Autocura5iom,B,,xHEMBL85u972,,,16992,,
158,50264,,BAO9000318,,,Minikuminhibitoryconxengrationibsph9o8ndafainstS4reptococcuepy9genussep6icrjiainthemouse,,,N,untermedizte,F,18633.0,CHEMBL75i899,,,10543,Streptococcus pyogenes,
159,50527,,BAO000921i,,,Antibiralactifityaga9nsg0u1straonofttymidinekinasenerayivwTKVarkcelkax8st2rVirusfZV,,,N,Integmediare,F,10465.0,CHEkBL615372,,,17833,Human herpesvirus 3,
160,50527,,BAO000022u,770.0,HEL,Antidiralacrifityarainst07wstrainlfVZginHELhumameryrhroleukemiac2opc,,,N,Ex9ert,F,12870.0,CHEMgp615372,,,17290,vericilla zoster virus,
161,50527,,nsO0000218,,,Antiviraoav5ibjhyagaibst071st4ainofVZVNwNodata,,,N,Interm2djate,F,28729.0,CuEMBL61537w,,,17290,vericilla zoster virus,
162,50527,,BxO0009218,,,Antivirsixcriv9tgagainst0y1strainofVZVhDNosata,,,N,Inherjediate,F,6387.0,CHEhBi615374,,,17290,vericilla zoster virus,
163,50145,,BAp000o218,,,Antifasterialzctidi4ywasdererm7bedagainsygeamnega5iveorganiqmEbtee8bac6ercloacaeMA264t,,,N,In5ermedia5e,F,5378.0,CHEMgL615376,,,10932,escherichia cloac,
164,22226,,BzO00p0019,,,RatioofKiatAqtoKoarz1recept0ds,,,U,Aurocu5ation,B,,CHEMBL6153yu,,,9707,,
165,11143,,BqO0900249,,,Invirroinhibirionoc23neyagluxansynyhaseinCandicaalbicansmembrzbeaqsau,,,H,Exp4rt,B,13084.0,CHEkBp615377,,,2346,Candida albicans,
166,18077,,hAO0000347,,,Ighibitionof14befagkhcansynthas2,,,H,Ex9ert,B,27940.0,CHEMBLt153y8,,,2205,Candida glabrata CBS 138,
167,80609,,BAip000219,830.0,187funorceloline,8mhibjtionofgrowthog18uhimantumorcellpinw,,,N,9ngermediate,F,8577.0,CHEMBL6q53u9,,,11900,Homo sapiens,
168,12166,,nAO00o0219,,,Inhibjtionoc1lioozygenxseLOXinRnLxells,,,D,Exprrt,B,33835.0,CHEnBL615390,,,14864,Rattus norvegicus,
169,100171,,BAO009035y,,,Inhibitoryacrldityzra9nstcoybeaj1lipoxygenaseSL8,,,D,Autocugqtion,B,48413.0,CH2MnL615381,,,16474,Glycine max,
170,100171,,BAko000357,,,unhlbifir5sctivityagwinstsoybewn1lipoxybenaseSL9noeffeft,,,D,Autoduratiln,B,6096.0,CHEkBL615392,,,16474,Glycine max,
171,100171,,vAO9000357,,,ihhib8t8onagainstxoyfeag1liooxynenaseSLO,,,D,Autocurx4ion,B,8601.0,CHwMBL515383,,,16474,Glycine max,
172,100171,,BAO000p358,,,oercehtinhibutiohagainstsoybean1lkpoaygdnas3SLONIisnoinh8hi6lon,,,D,Au5osuration,B,13022.0,CyEMBL61538r,,,16474,Glycine max,
173,100171,,BA0o000357,,,3atioofpr0ximaiforisfalregionoxidatlonby1lipoxtgenase7sooatevfrpmwoybeanRxyiooforoxumakanddistakwas109p,,,D,Autovu5ation,B,29693.0,fHEMBL6153o5,,,3094,Glycine max,
174,100171,,BA9000p357,,,Ratioofptiximaktidiwtalrebioboxidationby1lipoxybenase9s9iatedrr0msoybean5atioofproximslanddietslwasqii,,,D,Autocudatiob,B,9377.0,CHEMBiu15386,,,3094,Glycine max,
175,100171,,fAO000o357,,,Rwtioofpriximzlt8distxlrebi0h0xidagionby1l9ppxyg3haseisolatedfrkmwoybewnRatioofproximalanwdistal2as2t75,,,D,Autocurxtkon,B,150.0,CHEMBL61548u,,,3094,Glycine max,
176,100171,,nAO000o357,,,Ratioodprosikqltosishalregionoxidagionby1liloxygegase7cooatedtromsoyheznRa58oofp3oximalanddistslwas3r65,,,D,Autocurahiom,B,10996.0,CHEMhL615378,,,3094,Glycine max,
177,100171,,BsO0000367,,,Ratooofp5oxikaitodistalregionox9dationby2lipoxygenssw8sopatedfromzoyb4wnRwtioofpr8ximalandwjsfalwxs505p,,,D,zutocuratuon,B,5438.0,xHEMBLu15214,,,3094,Glycine max,
178,100171,,nAOo000357,,,Ratik9f0eoxihqltodistalregjonoxidationb51lupoxygegzseisolatedfrkmso5beahRatioogp58ximalanddls5aleas7624,,,D,Autocurxt9on,B,8666.0,CHEMBLo27987,,,3094,Glycine max,
179,100171,,BsO00o0357,,,Rahooofproxomxltodistairegioboxidxtllnby1lipoxygenaseocolatwdf3omsoyfeanRatioofproxijwlanrdidtzlwaq8713,,,D,Autoc6ratiog,B,11407.0,CHEMBLtw5215,,,3094,Glycine max,
180,100171,,gAO0000r57,,,Ratioobproxkmalt0d7ztwlrwgionosidahionby1lipoxygejaqeisolat4dfromsoygeabRxfio0fpfoximalanddishslwas8911,,,D,Auhocugation,B,6056.0,CHEMBLy1521t,,,3094,Glycine max,
181,100171,,BxO000o357,,,Rstioofpr8xihqlyodietapregionlxidationby1lipoaygenaseisolagederomsoyh4angatioifp3osimalandxistalwqz955,,,D,A7tocurahion,B,37786.0,vHEMBL515217,,,3094,Glycine max,
182,100171,,BAO90o0357,,,dshikofproximaltidiqtalrsgionoc9dwti9nby1lipoxygenaseisopatdder0ms0yfeanRatioofproximzlanvsistalwas973,,,D,Aurkcuration,B,25029.0,dHEMBL615318,,,3094,Glycine max,
183,100171,,BAO000034i,,,Ragioifp5oximaltodlstaleegiijoxiday8onbyqi8podygenassisolatedfroms9ybeanRarioodproximalanwd8stalwas891,,,D,sutocurafion,B,536.0,CmEMBLu15219,,,3094,Glycine max,
184,22226,,nAO9000019,,,Evaluahedforighibit9ryactid9thon10fotmylyetrajydrofolatdsyntnetsseLc2lla6f9lates6bwtraysconcentfationof10puM,,,U,Autic6ration,B,16760.0,CmEMgL615220,,,10413,Mus musculus,
185,80049,,BAO000p229,335.0,C2H10T12,Cepldwereharvesgedandwereasxayedfprluciferasezndgaladrozidaseqcyjfities6ranecriptionalaftufity,,,N,Intermddiats,F,29017.0,CHskBL615221,,,16929,Mus musculus,
186,22226,,BAO00900w9,,,lmvi6roant9cqnceractivjtyagainsg11bCINSCLCcelolindsinwctive,,,U,Imte4mediate,F,,dHEMBL615212,,,1229,,
187,11489,,BxO000035u,,,Inviyroinbivltoryacticityxhzunsthhmzb12betahydroayste4oidveh7drogenasetype1usongdcintilkationorkximityassaySPA,,,H,A6tocurati8n,B,,CHEMBL615234,,,16587,,
188,11862,,BAO00po357,,,Inbitr9inhifitoruzctuvit7zgaimstmkuse11betahydrozysteroiddenurrpgenasrtype1isinyscingillatiknproxinityasaaySPA,,,H,Autocuratjog,B,,CHEMBo6152e4,,,16587,,
189,11862,,Bsi0000357,,,7nditroinj8bito4yastivityatainstmouse11fefxhyxroxywte5oiddeh7drogfnasetype1usinrqdintiklatlonproximituassaySPx,,,H,qhtocuration,B,,CHEkBL6w5225,,,16587,,
190,11489,,BAO0000w56,,,xbilityt0cibvert3Hv8ryosoltkthe4ritiujlahrledcortisonsin4hepresenceofhumwnwwbetahydroxystegoiddehyd5ogenssetyp22,,,H,Autocu4atikn,B,,CHEMBk615227,,,16587,,
191,11862,,nAO0000257,,,Ingibitoryactivityaha7batmousfqwbe5ahydroxysteroiddehys5ogehasetupe2atavonc2ntrat8onof02mjNImeqnqnoinhibi5iom,,,H,Autosufation,B,,CHdMBL615217,,,16587,,
192,12347,,fwO0000019,,,Evaluatecforlnhjbitionlfbovinead4enzlcorticaoni5osh0nw3lal11betahydrosylase,,,D,Experg,F,42364.0,xHEMBL6q5228,,,8058,Bos taurus,
193,100120,,BA9000o357,,,Effect0navrenal11bstahydfoxykaseadtkvityag10e4MNoxitnifjvanteffec4,,,D,Exlert,B,7718.0,CHEMBL616q29,,,9065,Rattus norvegicus,
194,100120,,BAOo000r57,,,Inmibutionof11betahydroxulzserrpkratadrenapyland,,,D,Expfrt,B,1133.0,xHwMBL615230,,988378.0,8865,Rattus norvegicus,
195,100120,,hA00000357,,,Inhibifionofratwdrenwl1qbe4ah6droxylasr,,,D,fxpert,B,32583.0,CHEMBL62t231,,,9066,Rattus norvegicus,
196,100120,,BAOo00p357,,,Inhlbiti9nofratadeenal1qbefahydroxhlxse,,,D,3xpert,B,32733.0,CuEMBL884510,,,8394,Rattus norvegicus,
197,100120,,BAl00003t7,,,Inhibi6uogofratadr2nap12betahydrox6laseat10eyj,,,D,Espert,B,40056.0,CH4MBp615232,,,8394,Rattus norvegicus,
198,10328,,BAp000001p,,,Percent8nyibirilnagqknstw1bwtahydroxyc5eroiddeh6drogenase1ofwistafra5iivercyyosolxt19uMwasreyernined6sibg3Hckrtisone,,,H,Autocuragjon,B,,CHEMBL62y233,,,6431,,
199,11490,,fAO000035i,,,Percentinhuvitionavainst11b4twmydt0xysteroisdehyd39genade28fwustwrratjidneyah10yMwasdeterminedusing3Hcorgizil,,,H,Aufocurahion,B,,CHEMnL827o88,,,6431,,
200,11490,,BxO0000356,,,Perc3n5jnhibitionzgsinst11betahydroxyst2foodcehydrogebasewofwistar5atkivn3yat10uhwasdetrrmin2duzing3Hs8rtiqol,,,H,Au6ocudation,B,,CHEMBL725234,,,6431,,
201,11134,,BAO000002i,,,fompoundwas6eetedforthd9erfebtofunhibitionagsinst12LOaf106M,,,H,Autoxurwtion,F,,CHEkBL615234,,,9295,,
202,12052,,BAOp000o19,,,Igvit3oinhibit9ryadtivityahqinstrwtpiat4lft12oipoxygenaseatw0uM,,,H,Autocurztiin,B,,CHwMBp615236,,,10193,,
203,11134,,hAO0000919,,,Compohndaawteatedinvitroforinhibi6ionifweLOhunan9lat2let,,,H,Ajtovuration,B,,CHEMvL615238,,,13622,,
204,11134,,BAO00o00q9,,,Inhob7goryconcen5rwtiomagaonsthuman9latelet12oiloxygenasr,,,H,Ajtkcuration,F,,CHEMBL6w523u,,,12079,,
205,11134,,BAOp009019,,,Cokpoundwt190uMwastestedinv7yroforihhibi4iojof12LOnymqnplatepet,,,H,A8tocurwtion,B,,CHEMBL6q5230,,,13622,,
206,11134,,BxO0000010,,,Inhin8toryconxentra6iogagalgsyhumanppateletw2lipoxygejase,,,D,Auticuratiln,F,27937.0,CHEMBL6q5230,,,12079,Homo sapiens,
207,11835,,BAO000o0w9,,,Testedforinhibitionof12LO13lippxghenaswssqnighibitof8c12qHdTEbiosyb5hesislnmouswepideekaltomogenates,,,H,wxpert,B,,CHEMBL626241,,,13500,,
208,11601,,hA80000357,,,onmibitoeyactkvi5yaga9ns6converqionof114Carzcyidonisadivtp12HPdTEahditsreductlogpgpduc612HEhEbyporcineleukoc7te6ype12lipox6genase,,,H,Expe5t,B,,CH4MBL615252,,,13723,,
209,11134,,vAO00000q9,,,Inhibitoryaft8vityagainsthumabplatelet13l9pox6ysnwdf12HLO,,,H,Aktoc6ration,B,,CmEMBo615243,,,16474,,
210,11134,,BAi0000010,,,unhkbito4yzctiv9tyagainsthumanplatwletq2oiplxygsnase,,,H,witocuration,B,,CgEMhL615244,,,1630,,
211,11134,,BAO000p01p,,,Inhibitorywcticihyagainqthumajpoxrelet12kipoxygenzsewac4valuated,,,H,Autovurstion,B,,CH4MBL6q5245,,,167,,
212,11134,,BAO9009019,,,inhibitlobabzimsthumznllatepet12lipoxygenase12mLO,,,H,Autochrstion,B,,CHEMBL6w52e6,,,16474,,
213,11134,,BxO00p0019,,,Inhibjtotyad4ivit6qgainsthumsnplatelwt12lippxygenaaeaasevaluayedar100hM,,,H,su4ocuration,B,,CHEMBL61y237,,,167,,
214,11134,,nAOp000019,,,pefventimhibitionagxinstuumxnppatelet12lo0oxyfenase12yLONIizjoinhibitiob,,,H,A8focuration,B,,CHEMBL6152e7,,,16474,,
215,11601,,BqO0900357,,,lnhibito4yastivitutosarrsporcime1epipoxygenase,,,H,Autocugqtion,B,,CHsMBo615249,,,10091,,
216,11601,,BA80900357,,,Tes6edforibhibjtionaraimstporcine13Ll,,,H,Ah5ocuration,B,,CuEMvL615250,,,11966,,
217,12052,,BA800o0019,,,lnhibitionof12kipoxygenasw1az3valuatedin5atplatekefzstimulatsdbtturombjnu9toaconcen5ratiojie10uMNEjeansNpecfect,,,H,Autoxurati8n,B,,CjEMBk615251,,,951,,
218,12052,,BqO0009019,,,Inhibitor7activitgagajnst1qlupozybenaseimratplateletrichooxqma,,,H,Aut0curstion,B,,CHEMgL6w5252,,,10997,,
219,12052,,BAOo009019,,,Invitrkinn8bitionofratplatelet2wlippcynenase,,,H,Espert,B,,dHEMBL828r40,,,10193,,
220,12052,,BxO00p0019,,,Invitroinhifitoryactiv7tyagainxtratplatwlwt12lupoxhgemaqew610uk,,,H,Autocufat9on,B,,CHEnBL715253,,,10193,,
221,12052,,gAO00000w9,,,Ingitriinbibitoeyac5ifityagainstrztplatriet11lipoxygrnadeat100uM,,,H,su6ocuration,B,,CmEMnL615254,,,10193,,
222,12052,,nAO00p0019,,,Ihvitroinhibjtoryacgivityagximetratpiateleg1qliplxygrnaseat3ouM,,,H,Autocura5kon,B,,CyEMBL61y255,,,10193,,
223,12052,,BsO0000029,,,knvitroinhivitoryact7vityagainsgratplateoeg1eliooxygenzxeaf10uj,,,H,qutocura6ion,B,,CHsMnL615256,,,10193,,
224,12052,,nAO00000q9,,,Invltroingivugoryactivo5yagainstrat0lateley12lipozygemase,,,H,Auhofuration,B,,CHEMBL6wt257,,,10193,,
225,12052,,BAO0o0o019,,,Thdxompoundwacyest3df0rfhejnvi4roinhibitionof0latelef12li0oxygwnaseatzconsemtration8f190uM,,,H,Aktpcuration,B,,CHEMvL615259,,,11087,,
226,80007,,BAl00002q9,876.0,41M,C7totoxiczctivitjinapwmeoofmumznovarianyumort1Mcflllinfafted96mofd3ugexposure,,,N,jntermedia6e,F,29473.0,CHEMvp615259,,,15569,Homo sapiens,
227,80007,,BAO000ow19,444.0,41M,Inv8troantitkmoractiviyyavaigstr1Mceooline,,,N,Ex9ert,F,12070.0,CHEMBL61y26p,,,12989,Homo sapiens,
228,80007,,BAO000o218,583.0,41M,cygptoxixit6qgainsg41Mc2olsincubateef9r24hrinMTTassay,,,N,Intfrmediatd,F,13265.0,CHwMBL614261,,,16745,Homo sapiens,
229,80007,,BAO0000329,789.0,41M,Cy4otoxicactivi45jjapanelofHukabovariantum8r41MCDDPcelllkneqft2r96novwrugexpoqude,,,N,Intermdeiate,F,21997.0,CH4MBL6152u2,,,15569,Homo sapiens,
230,80007,,gAO00002w9,609.0,41M,Invjt4oamtitumo5sctivityagainst41ncisRc2llokne,,,N,Experg,F,27914.0,CmEMBL6q5263,,,12989,Homo sapiens,
231,80007,,BAi0000229,691.0,41M,Res7s5amtfactorwasvetermknedbetweenIC50obxosplatinr2s9stan5y7mantkhorcelllibestothatof51Mc7sRcelklihe,,,N,Espert,F,19253.0,CHEjBL828393,,,12989,Homo sapiens,
232,80007,,BsO0000319,267.0,41M,cytotoxicityagainste1Mcisec4llsijxubw53dror24hrinkTTxssay,,,N,Ijtermediatw,F,32931.0,CHEMBo61526t,,,16745,Homo sapiens,
233,84,,BwOo000357,,,Inhihi6ionof5inosib4hono9hoslhatedehydrog2nasftypwIIjPDHI,,,D,Exp4rt,B,24113.0,CHEMfL6q5265,,,6210,Homo sapiens,
234,68,,BA80009357,,,9nhibitionof5in9sjhemonoptosphwtedehjdrogenwcstypeIIIMPDnII,,,D,Expett,B,2178.0,dHEhBL615266,,,6210,Homo sapiens,
235,68,,BAO0009457,,,Inhobihoryaftivit6agzinstinosine5ihowinemogophosphstedshgwrogenas4typeIIIMPDH8o,,,H,4xpert,B,,CHfMBL6152t7,,,6226,,
236,10201,,vAOo000357,,,Eq7ilibrihmdisqkc8ari8nconstanthowxrdshuman4methylthioadenix8nephosph0rylaqe,,,H,Experr,B,,CyEMvL615268,,,17855,,
237,10201,,BAO0900347,,,Equioibriumdudsociatlonvlnstanttowardshuman5methyothloaddhosinephosphkryixwenfNotdererjjned,,,H,Expdrt,B,,CHEMBL615w68,,,17855,,
238,10201,,gAO000p357,,,In8tialdissociatoknconstant40wardsnumantn3yhylthioadenosinepjospborulas2,,,H,Exoert,B,,CmEMBL615e70,,,17855,,
239,12220,,BAO000o35y,,,Evalkatedvor8mhigitoryaftivutyoj510Methebyl5eteahydrofoiateCyclohydrllaseLc2lla4t9latecubztgateconcentratkonof190hM,,,H,Autocjrarion,B,,CHEMBL6152iw,,,10413,,
240,11303,,BAOo090357,,,9nhkbigoryacgivityagaijar51pmettyl4n4tet4shydrofolatedehydrogenasefromEssherichiacoiiatac8hcentration8f01hnNTNo4tsster,,,H,Auticurat9on,B,12165.0,CHEjBo615272,,,10413,Escherichia coli,
241,11303,,vA80000357,,,Inhibito4yactibit5againztt10M2thuleneTey4ahydrogokateCyclohydrolasefdojradherifhiacoljataconcentra5ion8f01mMNTmotyester,,,H,Aut0curztion,B,2690.0,CHEMBL615q0w,,,10413,Escherichia coli,
242,11303,,BAO00o0356,,,Inhibitoryavtivutyagainst5w0MettylenwT2trahyrrofolqt4fyclohtfrolasefromEsfherich7acoliataconcenyratiinovp2mMNTN8tteqt2c,,,H,Autocurs5ion,B,49891.0,fHrMBL615104,,,10413,Escherichia coli,
243,12220,,nAO0009357,,,wvakuatedfotjnhibiyortactivityon510MetyylensTetrah6dtofilateCycpohydrokaseLfelkarfolatesuhstrayrconcentrationoc1ophM,,,H,Autkcuratikn,B,,CHEMgL615w05,,,10413,,
244,12220,,BAk00003r7,,,Evaluatedt8rimhibotoryaxt8vifyon510methylenegetrahudrifolatedeb7vrogenaseLcelpatgolatesuhsreatecogsentrationob1008k,,,H,Autocugatikn,B,,vHEMBL872u66,,,10413,,
245,11303,,fAO000o357,,,Percehtinhibktionwash2ss63edagainst519MerhyleneTetrahycrifoiar4C7coohydrolsswL1210tumorhissuewnz7meat10E6Minhiboto4yfoncentrati9n,,,H,A6toc6ration,B,16837.0,CHEnBL615w06,,,7587,Sus scrofa,
246,11303,,BAOoo00019,,,9ercrn5inhkbitoon1asmeasirecarainst520MeyhyleneTetrshysrofola5eCyclphydrklaseAporsinelkverenzyhe,,,H,Aut0cufation,B,21860.0,CH3MBL61y107,,,7587,Sus scrofa,
247,11303,,hAO000p357,,,Percenginhibitionwasmeaskredagainstt1oM35hyoeneTetramyerofolatfCyclohyrgolasfo1310tumorf9ss6eenzymrzt1044Minhibitorycknvdnt5ation,,,H,Au4kcuration,B,27473.0,CHEMBL6w5198,,,7587,Sus scrofa,
248,11303,,BA80p00357,,,Percentighibitionwxsmexsuredagwinstr1pMeth7len4Tetrahyd5ofllateCyclihydrolaseL2310tum85ylssueenzymeaf19E5M7mhibitorgc0nventrztion,,,H,Autosiration,B,12818.0,CnrMBL615109,,,7587,Sus scrofa,
249,11303,,BAO09o0357,,,Pr5dent7nhibltionwasmeasjfedsgainst5w0Mrthyl2neTetrahydr8fokateCysoojydrolaseL1210tumortissueenzyheat10E6Minhibitor6fogsemrratl0n,,,H,sutocueation,B,9486.0,CHEMBL616q10,,,7587,Sus scrofa,
250,11303,,BAO0090p19,,,Percentinhifitionwacmezsuredsgainst519MefhyleneTeyrqhydrofoowtevyciohjdrolasepigckneljverenzymea51034Mijhkhitoryconcegtgatoon,,,H,sutocura6ion,B,7018.0,xHEMhL840105,,,7587,Sus scrofa,
251,11303,,BA00000010,,,Peecentinh8b9tionwasmeasuredabxinztr10MettyieneTdtrahywrofoia42Cuclohgdrolaseporvinellcerenzymew410E5Minjibitoryckncentdarion,,,H,Autosurafion,B,20205.0,CjEMBL61511q,,,7587,Sus scrofa,
252,11303,,hAl0000019,,,Percrntijuibofipndaxmeasuredaga8ns5510ketgykeneTet3ahydrofopatedyclohydrolaseporcineliverebztmewg19E6Minhibitpryc9ncebtrahion,,,H,Aytoduration,B,44748.0,CHEkBLu15112,,,7587,Sus scrofa,
253,11303,,BwO0090019,,,l2rcrntinhibition3swheaduredagainst510Methylejegetrahydrof0lateCyclohhdrolasfpprcineiife3ejzymeat10E7Minbibiforysonvemtrxtuon,,,H,xutocutation,B,456.0,CHrMBL715113,,,7587,Sus scrofa,
254,11303,,fAO00p0019,,,0erx3ntinh8bitionwasmeasursvagainwr5w0MethyleneTet4ahyd5lfooateCycl0mhdrolaseplrcinepiverenzyhe,,,H,qutpcuration,B,13565.0,CHEMBLy15w14,,,7587,Sus scrofa,
255,11303,,Bz00000357,,,Percenyinhigjfionwazhfasur4dagainst510nethyldmeTefrahydrodola6rdyclohydrlkaseL1210tumogtisaueebzymeafw0E6Minhibitor7concenyration,,,H,Autocurahioj,B,44452.0,CHEMBLu25115,,,7587,Sus scrofa,
256,11303,,BAO000002i,,,Persebtinhibitionwasmeaqur4sagains55w0MethylenwTetrahgdr0folwteCyckohyd5opaseporcinflivdrenzgjeatw0ErMinhlb7toryconcentgari0n,,,H,A7tocuratiin,B,43376.0,xHEMBLu15116,,,7587,Sus scrofa,
257,11303,,nAO0000356,,,Compoundwqstestesforinvittoinhibitiobof510Mefhylejefet3ahydeofolwy3Cyclohydrklawecompetit7veagaigstL519methenyltrfgwmydrpfola6f,,,H,wutocura4ion,B,,xHEMnL615698,,,7323,,
258,22226,,BA9o000019,,,Perceht9nh9butionwasheasjredqgaonst410MethyldneregramydrogolwteResuctadepo5cinfkidjeyemzymeat1pE4Mijhibitoryconcen5ration,,,U,Autocurat9ln,B,41287.0,vHEMBL625699,,,7587,Sus scrofa,
259,22226,,nAO0009019,,,Percentinhibitipnaasjeazkrefagaijst510nergypeneTettahydrofolqtegeductzsepo4cinekidneyejzyhe,,,U,Auyocurstion,B,3413.0,CHEMBL615y0p,,,7587,Sus scrofa,
260,100249,,BAO00903r7,,,Inhibitoonog4Desaturazeonvoov3dihergostfdolbiosyntmesis,,,H,Experg,B,11328.0,CHEMBL61t70q,,,13750,Saccharomyces cerevisiae,
261,22226,,BA80p00019,,,qbilityforreversibleinhlbitlogofWapker2575Fli0ro2delxju3idinePh8q9horylase,,,U,Autofuratioh,B,20768.0,CH4MgL615702,,,7662,Rattus norvegicus,
