ASSI,DOI,ASST,ASSCT,TISI,Ti,Descr,ASTI,CONFISC,CEI,ASORG,SI,ASSTAI,RELAT,CUB,ASSST,SRASI,CHEI,BFOR,VAI
145,11803,F,PBL,,80384,Compound was evaluated for the inhibition of cell replication human peripheral blood lymphocytes (PBL's).,,1,554.0,Homo sapiens,1,9606.0,N,Intermediate,,,CHEMBL615368,BAO_0000219,
146,11803,F,,,22226,Compound was evaluated for the inhibition of cell replication sheep choroid plexus (SCP) cells,,0,,Ovis aries,1,9940.0,U,Autocuration,,,CHEMBL615369,BAO_0000019,
147,11803,F,,,22226,Compound was evaluated for the inhibition of cell replication sheep choroid plexus (SCP) cells.,,0,,Ovis aries,1,9940.0,U,Autocuration,,,CHEMBL615370,BAO_0000019,
148,12278,B,,,191,Compound is evaluated in vitro for the inhibition single mutant of HIV-1 RT (Y181C),,8,,,1,,H,Autocuration,,,CHEMBL615673,BAO_0000357,
149,8249,F,,,22226,Compound was evaluated for its inhibitory effect on thymidine [3H]dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-5,,0,,Homo sapiens,1,9606.0,U,Autocuration,,,CHEMBL615674,BAO_0000019,
150,8249,F,,,22226,Compound was evaluated for its inhibitory effect on thymidine [3H]-dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-6,,0,,Homo sapiens,1,9606.0,U,Autocuration,,,CHEMBL615675,BAO_0000019,
151,8249,F,CCRF-CEM,,22226,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in at conc. 10e-7,,0,635.0,Homo sapiens,1,9606.0,U,Autocuration,,,CHEMBL615676,BAO_0000219,
152,8249,F,CCRF-CEM,,22226,Compound was evaluated for its inhibitory effect on thymidine ([3H]-dThd) incorporation into DNA of CEM cells in culture at conc. 10e-4,,0,635.0,Homo sapiens,1,9606.0,U,Autocuration,,,CHEMBL615677,BAO_0000219,
153,8249,F,CCRF-CEM,,22226,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in culture at conc. 10e-5,,0,635.0,Homo sapiens,1,9606.0,U,Autocuration,,,CHEMBL615678,BAO_0000219,
154,8249,F,CCRF-CEM,,22226,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in culture at conc. 10e-6,,0,635.0,Homo sapiens,1,9606.0,U,Autocuration,,,CHEMBL615679,BAO_0000219,
155,8249,F,,,22226,Compound was evaluated for its inhibitory effect on thymidine ([3H]-dThd) incorporation into DNA of CEM/MTX cells in at conc. 10e-7.,,0,,Homo sapiens,1,9606.0,U,Autocuration,,,CHEMBL615680,BAO_0000019,
156,8249,F,,,22226,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-4,,0,,Homo sapiens,1,9606.0,U,Autocuration,,,CHEMBL615681,BAO_0000019,
157,16992,B,,,104290,In vitro binding affinity towards (alpha-4)2(beta-2)3 neuronal nicotinic acetylcholine receptor in P2 membrane fractions of rat forebrain,,6,,,1,,H,Autocuration,,,CHEMBL857972,BAO_0000249,
158,10543,F,,,50264,Minimum inhibitory concentration of compound against Streptococcus pyogenus septicemia in the mouse,,1,,Streptococcus pyogenes,1,1314.0,N,Intermediate,,,CHEMBL857899,BAO_0000218,
159,17833,F,,,50527,Antiviral activity against 07/1 strain of thymidine kinase negative (TK-) Varicella-Zoster Virus (VZV),,1,,Human herpesvirus 3,1,10335.0,N,Intermediate,,,CHEMBL615371,BAO_0000218,
160,17290,F,HEL,,50527,Antiviral activity against 07/1 strain of VZV in HEL (human erythroleukemia) cells.,,1,468.0,vericilla zoster virus,1,10335.0,N,Expert,,,CHEMBL615372,BAO_0000218,
161,17290,F,,,50527,Antiviral activity against 07/1 strain of VZV; ND: No data,,1,,vericilla zoster virus,1,10335.0,N,Intermediate,,,CHEMBL615373,BAO_0000218,
162,17290,F,,,50527,Antiviral activity against 07/1 strain of VZV; ND=No data,,1,,vericilla zoster virus,1,10335.0,N,Intermediate,,,CHEMBL615374,BAO_0000218,
163,10932,F,,,50145,"Antibacterial activity was determined against gram negative organism, Enterobacter cloacae (MA2646)",,1,,escherichia cloac,1,561.0,N,Intermediate,,,CHEMBL615375,BAO_0000218,
164,9707,B,,,22226,Ratio of Ki at A2 to Ki at A1 receptors,,0,,,1,,U,Autocuration,,,CHEMBL615376,BAO_0000019,
165,2346,B,,,11143,"In vitro inhibition of 1,3-beta-glucan synthase in Candida albicans membrane assay.",,8,,Candida albicans,1,5476.0,H,Expert,,,CHEMBL615377,BAO_0000249,
166,2205,B,,,18077,"Inhibition of 1,3-beta-glucan synthase",,8,,Candida glabrata CBS 138,1,284593.0,H,Expert,,,CHEMBL615378,BAO_0000357,
167,11900,F,1-87 tumor cell line,,80609,Inhibition of growth of 1-87 human tumor cell line,,1,832.0,Homo sapiens,1,9606.0,N,Intermediate,,,CHEMBL615379,BAO_0000219,
168,14864,B,,,12166,Inhibition of 1-lipoxygenase (LOX)in RBL cells,,9,,Rattus norvegicus,1,10116.0,D,Expert,,,CHEMBL615380,BAO_0000219,
169,16474,B,,,100171,Inhibitory activity against soybean 1-lipoxygenase (SLO),,9,,Glycine max,1,3847.0,D,Autocuration,,,CHEMBL615381,BAO_0000357,
170,16474,B,,,100171,Inhibitory activity against soybean 1-lipoxygenase (SLO); no effect,,9,,Glycine max,1,3847.0,D,Autocuration,,,CHEMBL615382,BAO_0000357,
171,16474,B,,,100171,% inhibition against soybean 1-lipoxygenase (SLO),,9,,Glycine max,1,3847.0,D,Autocuration,,,CHEMBL615383,BAO_0000357,
172,16474,B,,,100171,percent inhibition against soybean 1-lipoxygenase (SLO);NI is no inhibition,,9,,Glycine max,1,3847.0,D,Autocuration,,,CHEMBL615384,BAO_0000357,
173,3094,B,,,100171,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 10:90,,9,,Glycine max,1,3847.0,D,Autocuration,,,CHEMBL615385,BAO_0000357,
174,3094,B,,,100171,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 1:99,,9,,Glycine max,1,3847.0,D,Autocuration,,,CHEMBL615386,BAO_0000357,
175,3094,B,,,100171,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 25:75,,9,,Glycine max,1,3847.0,D,Autocuration,,,CHEMBL615387,BAO_0000357,
176,3094,B,,,100171,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 35:65,,9,,Glycine max,1,3847.0,D,Autocuration,,,CHEMBL615388,BAO_0000357,
177,3094,B,,,100171,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 50:50,,9,,Glycine max,1,3847.0,D,Autocuration,,,CHEMBL615214,BAO_0000357,
178,3094,B,,,100171,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 76:24,,9,,Glycine max,1,3847.0,D,Autocuration,,,CHEMBL827087,BAO_0000357,
179,3094,B,,,100171,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 87:13,,9,,Glycine max,1,3847.0,D,Autocuration,,,CHEMBL615215,BAO_0000357,
180,3094,B,,,100171,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 89:11,,9,,Glycine max,1,3847.0,D,Autocuration,,,CHEMBL615216,BAO_0000357,
181,3094,B,,,100171,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 95:5,,9,,Glycine max,1,3847.0,D,Autocuration,,,CHEMBL615217,BAO_0000357,
182,3094,B,,,100171,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 97:3,,9,,Glycine max,1,3847.0,D,Autocuration,,,CHEMBL615218,BAO_0000357,
183,3094,B,,,100171,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 99:1,,9,,Glycine max,1,3847.0,D,Autocuration,,,CHEMBL615219,BAO_0000357,
184,10413,B,,,22226,Evaluated for inhibitory activity on 10-formyltetrahydrofolate synthetase(L cell) at folate substrate concentration of 100 uM,,0,,Mus musculus,1,10090.0,U,Autocuration,,,CHEMBL615220,BAO_0000019,
185,16929,F,C3H 10T1/2,,80049,Cells were harvested and were assayed for luciferase and -galactosidase activities (Transcriptional activity),,1,294.0,Mus musculus,1,10090.0,N,Intermediate,,,CHEMBL615221,BAO_0000219,
186,1229,F,,,22226,In vitro anticancer activity against 11 NCI NSCLC cell lines; inactive,,0,,,1,,U,Intermediate,,,CHEMBL615222,BAO_0000019,
187,16587,B,,,11489,In vitro inhibitory activity against human 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),,8,,,1,,H,Autocuration,,,CHEMBL615223,BAO_0000357,
188,16587,B,,,11862,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),,8,,,1,,H,Autocuration,,,CHEMBL615224,BAO_0000357,
189,16587,B,,,11862,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA).,,8,,,1,,H,Autocuration,,,CHEMBL615225,BAO_0000357,
190,16587,B,,,11489,Ability to convert [3H]cortisol to the tritium labeled cortisone in the presence of human 11 beta hydroxysteroid dehydrogenase type 2,,8,,,1,,H,Autocuration,,,CHEMBL615226,BAO_0000357,
191,16587,B,,,11862,Inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 2 at a concentration of 0.2 mM; NI means no inhibition,,8,,,1,,H,Autocuration,,,CHEMBL615227,BAO_0000357,
192,8058,F,,,12347,Evaluated for inhibition of bovine adrenal cortical mitochondrial 11 beta-hydroxylase,,9,,Bos taurus,1,9913.0,D,Expert,,,CHEMBL615228,BAO_0000019,
193,9065,B,,,100120,Effect on adrenal 11-beta-hydroxylase activity at 10e-4 M; No significant effect,,9,,Rattus norvegicus,1,10116.0,D,Expert,,,CHEMBL615229,BAO_0000357,
194,8865,B,,2369.0,100120,Inhibition of 11 beta-hydroxylase from rat adrenal gland,Adrenal gland,9,,Rattus norvegicus,1,10116.0,D,Expert,,,CHEMBL615230,BAO_0000357,
195,9066,B,,,100120,Inhibition of rat adrenal 11-beta-hydroxylase,,9,,Rattus norvegicus,1,10116.0,D,Expert,,,CHEMBL615231,BAO_0000357,
196,8394,B,,,100120,Inhibition of rat adrenal 11-beta-hydroxylase,,9,,Rattus norvegicus,1,10116.0,D,Expert,,,CHEMBL884520,BAO_0000357,
197,8394,B,,,100120,Inhibition of rat adrenal 11-beta-hydroxylase at 10e-5 M,,9,,Rattus norvegicus,1,10116.0,D,Expert,,,CHEMBL615232,BAO_0000357,
198,6431,B,,,10328,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 1 of wistar rat liver cytosol at 10 uM was determined using [3H]cortisone,,8,,,1,,H,Autocuration,,,CHEMBL615233,BAO_0000019,
199,6431,B,,,11490,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,,8,,,1,,H,Autocuration,,,CHEMBL827088,BAO_0000357,
200,6431,B,,,11490,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,,8,,,1,,H,Autocuration,,,CHEMBL615234,BAO_0000357,
201,9295,F,,,11134,Compound was tested for the percent of inhibition against 12-LO at 10 uM,,8,,,1,,H,Autocuration,,,CHEMBL615235,BAO_0000019,
202,10193,B,,,12052,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,8,,,1,,H,Autocuration,,,CHEMBL615236,BAO_0000019,
203,13622,B,,,11134,Compound was tested in vitro for inhibition of 12-LO human platelet,,8,,,1,,H,Autocuration,,,CHEMBL615237,BAO_0000019,
204,12079,F,,,11134,Inhibitory concentration against human platelet 12-lipoxygenase,,8,,,1,,H,Autocuration,,,CHEMBL615238,BAO_0000019,
205,13622,B,,,11134,Compound at 100 uM was tested in vitro for inhibition of 12-LO human platelet,,8,,,1,,H,Autocuration,,,CHEMBL615239,BAO_0000019,
206,12079,F,,,11134,Inhibitory concentration against human platelet 12-lipoxygenase,,9,,Homo sapiens,1,9606.0,D,Autocuration,,,CHEMBL615240,BAO_0000019,
207,13500,B,,,11835,Tested for inhibition of 12-LO (12-lipoxygenase) as an inhibitor of 12(S)-HETE biosynthesis in mouse epidermal homogenates,,8,,,1,,H,Expert,,,CHEMBL615241,BAO_0000019,
208,13723,B,,,11601,Inhibitory activity against conversion of [1-14C]arachidonic acid to 12-HPETE and its reduction product 12-HETE by porcine leukocyte type 12-lipoxygenase,,8,,,1,,H,Expert,,,CHEMBL615242,BAO_0000357,
209,16474,B,,,11134,Inhibitory activity against human platelet 12-lipoxygenase (12-HLO),,8,,,1,,H,Autocuration,,,CHEMBL615243,BAO_0000019,
210,1630,B,,,11134,Inhibitory activity against human platelet 12-lipoxygenase,,8,,,1,,H,Autocuration,,,CHEMBL615244,BAO_0000019,
211,167,B,,,11134,Inhibitory activity against human platelet 12-lipoxygenase was evaluated,,8,,,1,,H,Autocuration,,,CHEMBL615245,BAO_0000019,
212,16474,B,,,11134,% inhibition against human platelet 12-lipoxygenase (12-HLO),,8,,,1,,H,Autocuration,,,CHEMBL615246,BAO_0000019,
213,167,B,,,11134,Inhibitory activity against human platelet 12-lipoxygenase was evaluated at 100 uM,,8,,,1,,H,Autocuration,,,CHEMBL615247,BAO_0000019,
214,16474,B,,,11134,percent inhibition against human platelet 12-lipoxygenase (12-HLO); NI is no inhibition,,8,,,1,,H,Autocuration,,,CHEMBL615248,BAO_0000019,
215,10091,B,,,11601,Inhibitory activity towards porcine 12-lipoxygenase,,8,,,1,,H,Autocuration,,,CHEMBL615249,BAO_0000357,
216,11966,B,,,11601,Tested for inhibition against porcine 12-LO,,8,,,1,,H,Autocuration,,,CHEMBL615250,BAO_0000357,
217,951,B,,,12052,Inhibition of 12-lipoxygenase was evaluated in rat platelets stimulated by thrombin up to a concentration of 10 uM; NE means No effect,,8,,,1,,H,Autocuration,,,CHEMBL615251,BAO_0000019,
218,10997,B,,,12052,Inhibitory activity against 12-lipoxygenase in rat platelet rich plasma,,8,,,1,,H,Autocuration,,,CHEMBL615252,BAO_0000019,
219,10193,B,,,12052,In vitro inhibition of rat platelet 12-lipoxygenase,,8,,,1,,H,Expert,,,CHEMBL828340,BAO_0000019,
220,10193,B,,,12052,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,8,,,1,,H,Autocuration,,,CHEMBL615253,BAO_0000019,
221,10193,B,,,12052,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 100 uM,,8,,,1,,H,Autocuration,,,CHEMBL615254,BAO_0000019,
222,10193,B,,,12052,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 30 uM,,8,,,1,,H,Autocuration,,,CHEMBL615255,BAO_0000019,
223,10193,B,,,12052,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,8,,,1,,H,Autocuration,,,CHEMBL615256,BAO_0000019,
224,10193,B,,,12052,In vitro inhibitory activity against rat platelet 12-lipoxygenase,,8,,,1,,H,Autocuration,,,CHEMBL615257,BAO_0000019,
225,11087,B,,,12052,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 uM,,8,,,1,,H,Autocuration,,,CHEMBL615258,BAO_0000019,
226,15569,F,41M,,80007,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,,1,621.0,Homo sapiens,1,9606.0,N,Intermediate,,,CHEMBL615259,BAO_0000219,
227,12989,F,41M,,80007,In vitro antitumor activity against 41M cell line.,,1,621.0,Homo sapiens,1,9606.0,N,Expert,,,CHEMBL615260,BAO_0000219,
228,16745,F,41M,,80007,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,,1,621.0,Homo sapiens,1,9606.0,N,Intermediate,,,CHEMBL615261,BAO_0000219,
229,15569,F,41M,,80007,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,,1,621.0,Homo sapiens,1,9606.0,N,Intermediate,,,CHEMBL615262,BAO_0000219,
230,12989,F,41M,,80007,In vitro antitumor activity against 41McisR cell line.,,1,621.0,Homo sapiens,1,9606.0,N,Expert,,,CHEMBL615263,BAO_0000219,
231,12989,F,41M,,80007,Resistant factor was determined between IC50 of cisplatin-resistant human tumor cell lines to that of 41McisR cell line,,1,621.0,Homo sapiens,1,9606.0,N,Expert,,,CHEMBL838393,BAO_0000219,
232,16745,F,41M,,80007,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,,1,621.0,Homo sapiens,1,9606.0,N,Intermediate,,,CHEMBL615264,BAO_0000219,
233,6210,B,,,84,Inhibition of 5'-inosine monophosphate dehydrogenase type I (IMPDH I),,9,,Homo sapiens,1,9606.0,D,Expert,,,CHEMBL615265,BAO_0000357,
234,6210,B,,,68,Inhibition of 5'-inosine monophosphate dehydrogenase type II (IMPDH II),,9,,Homo sapiens,1,9606.0,D,Expert,,,CHEMBL615266,BAO_0000357,
235,6226,B,,,68,Inhibitory activity against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II),,8,,,1,,H,Expert,,,CHEMBL615267,BAO_0000357,
236,17855,B,,,10201,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase,,8,,,1,,H,Expert,,,CHEMBL615268,BAO_0000357,
237,17855,B,,,10201,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase; nd = Not determined,,8,,,1,,H,Expert,,,CHEMBL615269,BAO_0000357,
238,17855,B,,,10201,Initial dissociation constant towards human 5'-methylthioadenosine phosphorylase,,8,,,1,,H,Expert,,,CHEMBL615270,BAO_0000357,
239,10413,B,,,12220,"Evaluated for inhibitory activity on 5,10-Methenyl Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",,8,,,1,,H,Autocuration,,,CHEMBL615271,BAO_0000357,
240,10413,B,,,11303,"Inhibitory activity against 5,10-methylenetetrahydrofolate dehydrogenase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",,8,,Escherichia coli,1,562.0,H,Autocuration,,,CHEMBL615272,BAO_0000357,
241,10413,B,,,11303,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",,8,,Escherichia coli,1,562.0,H,Autocuration,,,CHEMBL615103,BAO_0000357,
242,10413,B,,,11303,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM;NT=Not tested",,8,,Escherichia coli,1,562.0,H,Autocuration,,,CHEMBL615104,BAO_0000357,
243,10413,B,,,12220,"Evaluated for inhibitory activity on 5,10-Methylene Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",,8,,,1,,H,Autocuration,,,CHEMBL615105,BAO_0000357,
244,10413,B,,,12220,"Evaluated for inhibitory activity on 5,10-methylenetetrahydrofolate dehydrogenase(L cell) at folate substrate concentration of 100 uM",,8,,,1,,H,Autocuration,,,CHEMBL872866,BAO_0000357,
245,7587,B,,,11303,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,8,,Sus scrofa,1,9823.0,H,Autocuration,,,CHEMBL615106,BAO_0000357,
246,7587,B,,,11303,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (A,porcine liver) enzyme.",,8,,Sus scrofa,1,9823.0,H,Autocuration,,,CHEMBL615107,BAO_0000019,
247,7587,B,,,11303,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-4 M inhibitory concentration",,8,,Sus scrofa,1,9823.0,H,Autocuration,,,CHEMBL615108,BAO_0000357,
248,7587,B,,,11303,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-5 M inhibitory concentration",,8,,Sus scrofa,1,9823.0,H,Autocuration,,,CHEMBL615109,BAO_0000357,
249,7587,B,,,11303,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,8,,Sus scrofa,1,9823.0,H,Autocuration,,,CHEMBL615110,BAO_0000357,
250,7587,B,,,11303,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",,8,,Sus scrofa,1,9823.0,H,Autocuration,,,CHEMBL840105,BAO_0000019,
251,7587,B,,,11303,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-5 M inhibitory concentration",,8,,Sus scrofa,1,9823.0,H,Autocuration,,,CHEMBL615111,BAO_0000019,
252,7587,B,,,11303,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-6 M inhibitory concentration",,8,,Sus scrofa,1,9823.0,H,Autocuration,,,CHEMBL615112,BAO_0000019,
