assays_ss_d,assays_ss_sbclllr_frctn,assays_cll_d,assays_td,assays_cnfdnc_scr,assays_src_d,assays_src_ss_d,assays_ss_strn,assays_ss_rgnsm,assays_dc_d,assays_chmbl_d,assays_ss_cll_tp,assays_rltnshp_tp,assays_crtd_b,assays_b_frmt,assays_tss_d,assays_vrnt_d
7766,,,50597,1,1,,,Rattus norvegicus,1465,CHEMBL620498,,N,Intermediate,BAO_0000218,1969.0,
7767,,,50597,1,1,,,Rattus norvegicus,1446,CHEMBL620499,,N,Intermediate,BAO_0000218,1969.0,
7768,,,50597,1,1,,,Rattus norvegicus,6824,CHEMBL620500,,N,Intermediate,BAO_0000218,1969.0,
7769,,,50597,1,1,,,Rattus norvegicus,17533,CHEMBL873809,,N,Intermediate,BAO_0000218,1969.0,
7770,,,50597,1,1,,,Rattus norvegicus,5979,CHEMBL620501,,N,Intermediate,BAO_0000218,,
7771,,,50597,1,1,,,Rattus norvegicus,4689,CHEMBL620502,,N,Intermediate,BAO_0000218,,
7772,,,50597,1,1,,,Rattus norvegicus,4689,CHEMBL620503,,N,Intermediate,BAO_0000218,,
7773,,,50597,1,1,,,Rattus norvegicus,2463,CHEMBL620504,,N,Intermediate,BAO_0000218,,
7774,,,50597,1,1,,,Rattus norvegicus,4883,CHEMBL876605,,N,Intermediate,BAO_0000218,,
7775,,,50597,1,1,,,Rattus norvegicus,4883,CHEMBL620505,,N,Intermediate,BAO_0000218,,
7776,,,50597,1,1,,,Rattus norvegicus,15662,CHEMBL873811,,N,Intermediate,BAO_0000218,1969.0,
7777,,,50597,1,1,,,Rattus norvegicus,3598,CHEMBL624016,,N,Expert,BAO_0000218,,
7778,,,50597,1,1,,,Rattus norvegicus,4576,CHEMBL624017,,N,Intermediate,BAO_0000218,,
7779,,,50597,1,1,,,Rattus norvegicus,4576,CHEMBL624018,,N,Intermediate,BAO_0000218,,
7780,,,50597,1,1,,,Rattus norvegicus,4576,CHEMBL624019,,N,Intermediate,BAO_0000218,,
7781,,,50597,1,1,,,Rattus norvegicus,4910,CHEMBL624020,,N,Intermediate,BAO_0000218,955.0,
7782,,,50597,1,1,,,Rattus norvegicus,4891,CHEMBL624201,,N,Intermediate,BAO_0000218,,
7783,,,50597,1,1,,,Rattus norvegicus,429,CHEMBL872528,,N,Intermediate,BAO_0000218,,
7784,,,50597,1,1,,,Rattus norvegicus,5974,CHEMBL624202,,N,Intermediate,BAO_0000218,,
7785,,,50597,1,1,,,Rattus norvegicus,5974,CHEMBL624203,,N,Intermediate,BAO_0000218,,
7786,,,50597,1,1,,,Rattus norvegicus,5974,CHEMBL624350,,N,Intermediate,BAO_0000218,,
7787,,,50597,1,1,,,Rattus norvegicus,5974,CHEMBL621320,,N,Intermediate,BAO_0000218,,
7788,,,50597,1,1,,,Rattus norvegicus,17582,CHEMBL621321,,N,Intermediate,BAO_0000218,,
7789,,,50597,1,1,,,Rattus norvegicus,4026,CHEMBL621322,,N,Intermediate,BAO_0000218,,
7790,,,50597,1,1,,,Rattus norvegicus,4890,CHEMBL621323,,N,Intermediate,BAO_0000218,,
7791,,,50597,1,1,,,Rattus norvegicus,6571,CHEMBL621324,,N,Intermediate,BAO_0000218,,
7792,,,50597,1,1,,,Rattus norvegicus,4727,CHEMBL621325,,N,Intermediate,BAO_0000218,,
7793,,,50597,1,1,,,Rattus norvegicus,17651,CHEMBL875837,,N,Intermediate,BAO_0000218,1969.0,
7794,,,50597,1,1,,,Rattus norvegicus,17651,CHEMBL621326,,N,Intermediate,BAO_0000218,1969.0,
7795,,,50597,1,1,,,Rattus norvegicus,14465,CHEMBL621327,,N,Intermediate,BAO_0000218,,
7796,,,50597,1,1,,,Rattus norvegicus,14941,CHEMBL621328,,N,Intermediate,BAO_0000218,,
7797,,,50597,1,1,,,Rattus norvegicus,5960,CHEMBL621329,,N,Intermediate,BAO_0000218,,
7798,,,50597,1,1,,,Rattus norvegicus,5022,CHEMBL621330,,N,Intermediate,BAO_0000218,,
7799,,,50597,1,1,,,Rattus norvegicus,4408,CHEMBL621331,,N,Intermediate,BAO_0000218,,
7800,,,50597,1,1,,,Rattus norvegicus,5983,CHEMBL621332,,N,Intermediate,BAO_0000218,,
7801,,,50597,1,1,,,Rattus norvegicus,4689,CHEMBL621333,,N,Intermediate,BAO_0000218,,
7802,,,50597,1,1,,,Rattus norvegicus,2792,CHEMBL621334,,N,Intermediate,BAO_0000218,,
7803,,,50594,1,1,,,Mus musculus,15011,CHEMBL621335,,N,Intermediate,BAO_0000218,,
7804,,,50588,1,1,,,Canis lupus familiaris,14180,CHEMBL621336,,N,Intermediate,BAO_0000218,,
7805,,,50597,1,1,,,Rattus norvegicus,14180,CHEMBL621337,,N,Intermediate,BAO_0000218,,
7806,,,50588,1,1,,,Canis lupus familiaris,14599,CHEMBL621338,,N,Intermediate,BAO_0000218,,
7807,,,50588,1,1,,,Canis lupus familiaris,14599,CHEMBL875838,,N,Intermediate,BAO_0000218,,
7808,,,50588,1,1,,,Canis lupus familiaris,14599,CHEMBL621339,,N,Intermediate,BAO_0000218,,
7809,,,50588,1,1,,,Canis lupus familiaris,14599,CHEMBL621340,,N,Intermediate,BAO_0000218,,
7810,,,22224,0,1,,,,15675,CHEMBL621341,,U,Autocuration,BAO_0000218,,
7811,,,22224,0,1,,,,12706,CHEMBL621342,,U,Autocuration,BAO_0000019,,
7812,,,22224,0,1,,,,12706,CHEMBL621343,,U,Autocuration,BAO_0000019,,
7813,,,50594,1,1,,,Mus musculus,9750,CHEMBL621344,,N,Intermediate,BAO_0000218,,
7814,,,50594,1,1,,,Mus musculus,9750,CHEMBL621345,,N,Intermediate,BAO_0000218,,
7815,,,22224,0,1,,,,14691,CHEMBL621346,,U,Autocuration,BAO_0000019,,
7816,,,22224,0,1,,,,14691,CHEMBL621347,,U,Autocuration,BAO_0000218,,
7817,,,50588,1,1,,,Canis lupus familiaris,14691,CHEMBL621348,,N,Intermediate,BAO_0000218,,
7818,,,22224,0,1,,,,2939,CHEMBL621349,,U,Autocuration,BAO_0000019,178.0,
7819,,,22224,0,1,,,,2939,CHEMBL621350,,U,Autocuration,BAO_0000019,178.0,
7820,,,22224,0,1,,,,2939,CHEMBL875839,,U,Autocuration,BAO_0000019,178.0,
7821,,,22224,0,1,,,,2939,CHEMBL620211,,U,Autocuration,BAO_0000019,178.0,
7822,,,22224,0,1,,,,2939,CHEMBL620212,,U,Autocuration,BAO_0000019,178.0,
7823,,,22224,0,1,,,,2939,CHEMBL620213,,U,Autocuration,BAO_0000019,178.0,
7824,,,50797,1,1,,,Macaca mulatta,9552,CHEMBL620214,,N,Intermediate,BAO_0000218,1969.0,
7825,,,50797,1,1,,,Macaca mulatta,9552,CHEMBL620215,,N,Intermediate,BAO_0000218,1969.0,
7826,,,50797,1,1,,,Macaca mulatta,9552,CHEMBL620216,,N,Intermediate,BAO_0000218,1969.0,
7827,,,50588,1,1,,,Canis lupus familiaris,9552,CHEMBL620888,,N,Intermediate,BAO_0000218,1969.0,
7828,,,50588,1,1,,,Canis lupus familiaris,9552,CHEMBL620889,,N,Intermediate,BAO_0000218,1969.0,
7829,,,22224,0,1,,,,9552,CHEMBL620890,,U,Autocuration,BAO_0000019,1969.0,
7830,,,50597,1,1,,,Rattus norvegicus,11911,CHEMBL620891,,N,Intermediate,BAO_0000218,1969.0,
7831,,,22224,0,1,,,,16618,CHEMBL620892,,U,Autocuration,BAO_0000019,,
7832,,,50594,1,1,,,Mus musculus,14387,CHEMBL621079,,N,Intermediate,BAO_0000218,,
7833,,,50594,1,1,,,Mus musculus,14387,CHEMBL621080,,N,Intermediate,BAO_0000218,,
7834,,,50588,1,1,,,Canis lupus familiaris,12836,CHEMBL621081,,N,Intermediate,BAO_0000218,,
7835,,,100712,1,1,,,Cricetinae,12836,CHEMBL621082,,N,Intermediate,BAO_0000218,,
7836,,,50597,1,1,,,Rattus norvegicus,12836,CHEMBL621083,,N,Intermediate,BAO_0000218,,
7837,,,50588,1,1,,,Canis lupus familiaris,14339,CHEMBL621084,,N,Intermediate,BAO_0000218,,
7838,,,50588,1,1,,,Canis lupus familiaris,14339,CHEMBL621085,,N,Intermediate,BAO_0000218,,
7839,,,50588,1,1,,,Canis lupus familiaris,14339,CHEMBL621086,,N,Intermediate,BAO_0000218,,
7840,,,50588,1,1,,,Canis lupus familiaris,10524,CHEMBL621087,,N,Intermediate,BAO_0000218,,
7841,,,50588,1,1,,,Canis lupus familiaris,9994,CHEMBL622607,,N,Intermediate,BAO_0000218,,
7842,,,50588,1,1,,,Canis lupus familiaris,11325,CHEMBL622608,,N,Intermediate,BAO_0000218,,
7843,,,22224,0,1,,,,12536,CHEMBL624481,,U,Autocuration,BAO_0000019,,
7844,,,22224,0,1,,,,12536,CHEMBL624482,,U,Autocuration,BAO_0000019,,
7845,,,22224,0,1,,,,12536,CHEMBL624483,,U,Autocuration,BAO_0000019,,
7846,,,22224,0,1,,,,12536,CHEMBL624484,,U,Autocuration,BAO_0000019,,
7847,,,22224,0,1,,,,12536,CHEMBL624485,,U,Autocuration,BAO_0000019,,
7848,,,50597,1,1,,,Rattus norvegicus,15556,CHEMBL624486,,N,Intermediate,BAO_0000218,,
7849,,,22224,0,1,,,,2809,CHEMBL624487,,U,Autocuration,BAO_0000019,,
7850,,,22224,0,1,,,,9511,CHEMBL624488,,U,Autocuration,BAO_0000019,,
7851,,,50597,1,1,,,Rattus norvegicus,12818,CHEMBL624489,,N,Intermediate,BAO_0000218,,
7852,,,50597,1,1,,,Rattus norvegicus,12818,CHEMBL625184,,N,Intermediate,BAO_0000218,,
7853,,,22224,0,1,,,,15118,CHEMBL625185,,U,Autocuration,BAO_0000019,,
7854,,,22224,0,1,,,,15118,CHEMBL875954,,U,Autocuration,BAO_0000019,,
7855,,,22224,0,1,,,,15118,CHEMBL625186,,U,Autocuration,BAO_0000019,,
7856,,,22224,0,1,,,,15118,CHEMBL625187,,U,Autocuration,BAO_0000019,,
7857,,,22224,0,1,,,,2632,CHEMBL625188,,U,Autocuration,BAO_0000019,,
7858,,,50588,1,1,,,Canis lupus familiaris,14346,CHEMBL625189,,N,Intermediate,BAO_0000218,,
7859,,,50588,1,1,,,Canis lupus familiaris,14346,CHEMBL625190,,N,Intermediate,BAO_0000218,,
7860,,,50597,1,1,,,Rattus norvegicus,14346,CHEMBL621733,,N,Intermediate,BAO_0000218,,
7861,,,50597,1,1,,,Rattus norvegicus,14346,CHEMBL621734,,N,Intermediate,BAO_0000218,,
7862,,,50597,1,1,,,Rattus norvegicus,11149,CHEMBL621735,,N,Intermediate,BAO_0000218,,
7863,,,50597,1,1,,,Rattus norvegicus,17796,CHEMBL621736,,N,Intermediate,BAO_0000218,1969.0,
7864,,,50597,1,1,,,Rattus norvegicus,5247,CHEMBL621737,,N,Intermediate,BAO_0000218,1969.0,
7865,,,50597,1,1,,,Rattus norvegicus,4727,CHEMBL621738,,N,Intermediate,BAO_0000218,,
7866,,,50597,1,1,,,Rattus norvegicus,5654,CHEMBL622806,,N,Intermediate,BAO_0000218,,
7867,,,50597,1,1,,,Rattus norvegicus,5654,CHEMBL623519,,N,Intermediate,BAO_0000218,,
7868,,,50597,1,1,,,Rattus norvegicus,17260,CHEMBL623520,,N,Intermediate,BAO_0000218,,
7869,,,50597,1,1,,,Rattus norvegicus,17065,CHEMBL623521,,N,Intermediate,BAO_0000218,,
7870,,,50597,1,1,,,Rattus norvegicus,17671,CHEMBL623522,,N,Intermediate,BAO_0000218,,
7871,,,50597,1,1,,,Rattus norvegicus,6672,CHEMBL623523,,N,Intermediate,BAO_0000218,,
7872,,,50597,1,1,,,Rattus norvegicus,6673,CHEMBL623690,,N,Intermediate,BAO_0000218,,
7873,,,50597,1,1,,,Rattus norvegicus,5978,CHEMBL623691,,N,Intermediate,BAO_0000218,,
7874,,,50597,1,1,,,Rattus norvegicus,5978,CHEMBL623692,,N,Intermediate,BAO_0000218,,
7875,,,50597,1,1,,,Rattus norvegicus,5978,CHEMBL623693,,N,Intermediate,BAO_0000218,,
7876,,,50597,1,1,,,Rattus norvegicus,5978,CHEMBL623694,,N,Intermediate,BAO_0000218,,
7877,,,50597,1,1,,,Rattus norvegicus,4413,CHEMBL623695,,N,Intermediate,BAO_0000218,,
7878,,,50597,1,1,,,Rattus norvegicus,2661,CHEMBL623696,,N,Intermediate,BAO_0000218,,
7879,,,50597,1,1,,,Rattus norvegicus,2661,CHEMBL623697,,N,Intermediate,BAO_0000218,,
7880,,,22224,0,1,,,Macaca mulatta,5005,CHEMBL623698,,U,Intermediate,BAO_0000218,1969.0,
7881,,,22224,0,1,,,Rattus norvegicus,5005,CHEMBL623699,,U,Intermediate,BAO_0000218,1969.0,
7882,,,50597,1,1,,,Rattus norvegicus,15765,CHEMBL623700,,N,Intermediate,BAO_0000218,,
7883,,,50597,1,1,,,Rattus norvegicus,3747,CHEMBL623701,,N,Intermediate,BAO_0000218,,
7884,,,50597,1,1,,,Rattus norvegicus,16366,CHEMBL623702,,N,Intermediate,BAO_0000218,1969.0,
7885,,,50597,1,1,,,Rattus norvegicus,4199,CHEMBL623703,,N,Intermediate,BAO_0000218,,
7886,,,50597,1,1,,,Rattus norvegicus,17267,CHEMBL623704,,N,Intermediate,BAO_0000218,,
7887,,,50597,1,1,,,Rattus norvegicus,6535,CHEMBL623705,,N,Intermediate,BAO_0000218,,
7888,,,50597,1,1,,,Rattus norvegicus,6535,CHEMBL623706,,N,Intermediate,BAO_0000218,,
7889,,,50597,1,1,,,Rattus norvegicus,5041,CHEMBL623707,,N,Intermediate,BAO_0000218,,
7890,,,50597,1,1,,,Rattus norvegicus,5960,CHEMBL623708,,N,Intermediate,BAO_0000218,,
7891,,,50597,1,1,,,Rattus norvegicus,5937,CHEMBL623709,,N,Intermediate,BAO_0000218,,
7892,,,50597,1,1,,,Rattus norvegicus,5871,CHEMBL623710,,N,Intermediate,BAO_0000218,,
7893,,,50597,1,1,,,Rattus norvegicus,5874,CHEMBL623711,,N,Intermediate,BAO_0000218,,
7894,,,50597,1,1,,,Rattus norvegicus,6504,CHEMBL623712,,N,Intermediate,BAO_0000218,,
7895,,,50597,1,1,,,Rattus norvegicus,6803,CHEMBL623713,,N,Intermediate,BAO_0000218,,
7896,,,50597,1,1,,,Rattus norvegicus,5041,CHEMBL623714,,N,Intermediate,BAO_0000218,,
7897,,,50597,1,1,,,Rattus norvegicus,5041,CHEMBL623715,,N,Intermediate,BAO_0000218,,
7898,,,50597,1,1,,,Rattus norvegicus,1916,CHEMBL623716,,N,Intermediate,BAO_0000218,,
7899,,,50597,1,1,,,Rattus norvegicus,5199,CHEMBL622980,,N,Intermediate,BAO_0000218,,
7900,,,50597,1,1,,,Rattus norvegicus,16367,CHEMBL622981,,N,Intermediate,BAO_0000218,,
7901,,,50597,1,1,,,Rattus norvegicus,6362,CHEMBL622982,,N,Intermediate,BAO_0000218,,
7902,,,50597,1,1,,,Rattus norvegicus,15662,CHEMBL622983,,N,Intermediate,BAO_0000218,,
7903,,,50597,1,1,,,Rattus norvegicus,6215,CHEMBL622984,,N,Intermediate,BAO_0000218,,
7904,,,50597,1,1,,,Rattus norvegicus,1466,CHEMBL622985,,N,Intermediate,BAO_0000218,,
7905,,,50597,1,1,,,Rattus norvegicus,15662,CHEMBL623631,,N,Intermediate,BAO_0000218,1969.0,
7906,,,50597,1,1,,,Rattus norvegicus,4723,CHEMBL623632,,N,Intermediate,BAO_0000218,,
7907,,,50597,1,1,,,Rattus norvegicus,2792,CHEMBL623633,,N,Intermediate,BAO_0000218,1969.0,
7908,,,50597,1,1,,,Rattus norvegicus,2792,CHEMBL623634,,N,Intermediate,BAO_0000218,1969.0,
7909,,,50597,1,1,,,Rattus norvegicus,5213,CHEMBL623635,,N,Intermediate,BAO_0000218,,
7910,,,50597,1,1,,,Rattus norvegicus,4687,CHEMBL621195,,N,Intermediate,BAO_0000218,,
7911,,,50597,1,1,,,Rattus norvegicus,3371,CHEMBL621196,,N,Intermediate,BAO_0000218,,
7912,,,50597,1,1,,,Rattus norvegicus,4690,CHEMBL875287,,N,Intermediate,BAO_0000218,,
7913,,,50597,1,1,,,Rattus norvegicus,5702,CHEMBL621197,,N,Intermediate,BAO_0000218,,
7914,,,50597,1,1,,,Rattus norvegicus,740,CHEMBL621198,,N,Intermediate,BAO_0000218,1969.0,
7915,,,50597,1,1,,,Rattus norvegicus,4853,CHEMBL621199,,N,Intermediate,BAO_0000218,1969.0,
7916,,,50597,1,1,,,Rattus norvegicus,5789,CHEMBL621200,,N,Intermediate,BAO_0000218,,
7917,,,50597,1,1,,,Rattus norvegicus,4527,CHEMBL621201,,N,Intermediate,BAO_0000218,,
7918,,,50597,1,1,,,Rattus norvegicus,4527,CHEMBL621202,,N,Intermediate,BAO_0000218,,
7919,,,50597,1,1,,,Rattus norvegicus,6518,CHEMBL621203,,N,Intermediate,BAO_0000218,,
7920,,,50597,1,1,,,Rattus norvegicus,6518,CHEMBL621204,,N,Intermediate,BAO_0000218,,
7921,,,50597,1,1,,,Rattus norvegicus,9866,CHEMBL621205,,N,Intermediate,BAO_0000218,948.0,
7922,,,50597,1,1,,,Rattus norvegicus,9866,CHEMBL621206,,N,Intermediate,BAO_0000218,948.0,
7923,,,50597,1,1,,,Rattus norvegicus,9866,CHEMBL621207,,N,Intermediate,BAO_0000218,948.0,
7924,,,50597,1,1,,,Rattus norvegicus,9866,CHEMBL621208,,N,Intermediate,BAO_0000218,948.0,
7925,,,50597,1,1,,,Rattus norvegicus,9866,CHEMBL621209,,N,Intermediate,BAO_0000218,948.0,
7926,,,50597,1,1,,,Rattus norvegicus,9866,CHEMBL876484,,N,Intermediate,BAO_0000218,948.0,
7927,,,50597,1,1,,,Rattus norvegicus,9866,CHEMBL621210,,N,Intermediate,BAO_0000218,948.0,
7928,,,50597,1,1,,,Rattus norvegicus,9866,CHEMBL621211,,N,Intermediate,BAO_0000218,948.0,
7929,,,50597,1,1,,,Rattus norvegicus,9866,CHEMBL621212,,N,Intermediate,BAO_0000218,948.0,
7930,,,50597,1,1,,,Rattus norvegicus,9866,CHEMBL621213,,N,Intermediate,BAO_0000218,948.0,
7931,,,50597,1,1,,,Rattus norvegicus,9866,CHEMBL621214,,N,Intermediate,BAO_0000218,948.0,
7932,,,50597,1,1,,,Rattus norvegicus,9866,CHEMBL621215,,N,Intermediate,BAO_0000218,948.0,
7933,,,50597,1,1,,,Rattus norvegicus,9866,CHEMBL621216,,N,Intermediate,BAO_0000218,948.0,
7934,,,50597,1,1,,,Rattus norvegicus,9866,CHEMBL621217,,N,Intermediate,BAO_0000218,948.0,
7935,,,50597,1,1,,,Rattus norvegicus,9866,CHEMBL621218,,N,Intermediate,BAO_0000218,948.0,
7936,,,50597,1,1,,,Rattus norvegicus,9866,CHEMBL621219,,N,Intermediate,BAO_0000218,948.0,
7937,,,50597,1,1,,,Rattus norvegicus,9866,CHEMBL621220,,N,Intermediate,BAO_0000218,948.0,
7938,,,50597,1,1,,,Rattus norvegicus,9866,CHEMBL621221,,N,Intermediate,BAO_0000218,948.0,
7939,,,50597,1,1,,,Rattus norvegicus,9866,CHEMBL621222,,N,Intermediate,BAO_0000218,948.0,
7940,,,50597,1,1,,,Rattus norvegicus,9866,CHEMBL621223,,N,Intermediate,BAO_0000218,948.0,
7941,,,50597,1,1,,,Rattus norvegicus,9866,CHEMBL876485,,N,Intermediate,BAO_0000218,948.0,
7942,,,50597,1,1,,,Rattus norvegicus,9866,CHEMBL621224,,N,Intermediate,BAO_0000218,948.0,
7943,,,50597,1,1,,,Rattus norvegicus,9866,CHEMBL621225,,N,Intermediate,BAO_0000218,948.0,
7944,,,50597,1,1,,,Rattus norvegicus,9866,CHEMBL621226,,N,Intermediate,BAO_0000218,948.0,
7945,,,50597,1,1,,,Rattus norvegicus,9866,CHEMBL621227,,N,Intermediate,BAO_0000218,2113.0,
7946,,,50597,1,1,,,Rattus norvegicus,9866,CHEMBL621228,,N,Intermediate,BAO_0000218,2113.0,
7947,,,50597,1,1,,,Rattus norvegicus,9866,CHEMBL621229,,N,Intermediate,BAO_0000218,2113.0,
7948,,,50597,1,1,,,Rattus norvegicus,9866,CHEMBL621230,,N,Intermediate,BAO_0000218,2113.0,
7949,,,50597,1,1,,,Rattus norvegicus,9866,CHEMBL621231,,N,Intermediate,BAO_0000218,2113.0,
7950,,,50597,1,1,,,Rattus norvegicus,9866,CHEMBL621232,,N,Intermediate,BAO_0000218,2113.0,
7951,,,50597,1,1,,,Rattus norvegicus,9866,CHEMBL621233,,N,Intermediate,BAO_0000218,2113.0,
7952,,,50597,1,1,,,Rattus norvegicus,9866,CHEMBL621234,,N,Intermediate,BAO_0000218,2113.0,
7953,,,50597,1,1,,,Rattus norvegicus,9866,CHEMBL621235,,N,Intermediate,BAO_0000218,2113.0,
7954,,,50597,1,1,,,Rattus norvegicus,9866,CHEMBL621236,,N,Intermediate,BAO_0000218,2113.0,
7955,,,50597,1,1,,,Rattus norvegicus,9866,CHEMBL621237,,N,Intermediate,BAO_0000218,2113.0,
7956,,,50597,1,1,,,Rattus norvegicus,9866,CHEMBL876486,,N,Intermediate,BAO_0000218,2113.0,
7957,,,50597,1,1,,,Rattus norvegicus,9866,CHEMBL622436,,N,Intermediate,BAO_0000218,160.0,
7958,,,50597,1,1,,,Rattus norvegicus,9866,CHEMBL622437,,N,Intermediate,BAO_0000218,160.0,
7959,,,50597,1,1,,,Rattus norvegicus,9866,CHEMBL622438,,N,Intermediate,BAO_0000218,160.0,
7960,,,50597,1,1,,,Rattus norvegicus,9866,CHEMBL622439,,N,Intermediate,BAO_0000218,2107.0,
7961,,,50597,1,1,,,Rattus norvegicus,9866,CHEMBL622440,,N,Intermediate,BAO_0000218,2107.0,
7962,,,50597,1,1,,,Rattus norvegicus,9866,CHEMBL622441,,N,Intermediate,BAO_0000218,2107.0,
7963,,,50597,1,1,,,Rattus norvegicus,9866,CHEMBL622442,,N,Intermediate,BAO_0000218,2107.0,
7964,,,50597,1,1,,,Rattus norvegicus,9866,CHEMBL622443,,N,Intermediate,BAO_0000218,2107.0,
7965,,,50597,1,1,,,Rattus norvegicus,9866,CHEMBL622444,,N,Intermediate,BAO_0000218,2107.0,
7966,,,50597,1,1,,,Rattus norvegicus,9866,CHEMBL622445,,N,Intermediate,BAO_0000218,2107.0,
7967,,,50597,1,1,,,Rattus norvegicus,9866,CHEMBL622446,,N,Intermediate,BAO_0000218,2107.0,
7968,,,50597,1,1,,,Rattus norvegicus,9866,CHEMBL622447,,N,Intermediate,BAO_0000218,2107.0,
7969,,,50597,1,1,,,Rattus norvegicus,9866,CHEMBL622448,,N,Intermediate,BAO_0000218,2107.0,
7970,,,50597,1,1,,,Rattus norvegicus,9866,CHEMBL622449,,N,Intermediate,BAO_0000218,2107.0,
7971,,,50597,1,1,,,Rattus norvegicus,9866,CHEMBL622450,,N,Intermediate,BAO_0000218,2107.0,
7972,,,50597,1,1,,,Rattus norvegicus,9866,CHEMBL622451,,N,Intermediate,BAO_0000218,2107.0,
7973,,,50597,1,1,,,Rattus norvegicus,9866,CHEMBL622452,,N,Intermediate,BAO_0000218,2107.0,
7974,,,50597,1,1,,,Rattus norvegicus,9866,CHEMBL622453,,N,Intermediate,BAO_0000218,2107.0,
7975,,,50597,1,1,,,Rattus norvegicus,9866,CHEMBL622454,,N,Intermediate,BAO_0000218,2107.0,
7976,,,50597,1,1,,,Rattus norvegicus,9866,CHEMBL622455,,N,Intermediate,BAO_0000218,2107.0,
7977,,,50597,1,1,,,Rattus norvegicus,9866,CHEMBL876024,,N,Intermediate,BAO_0000218,2107.0,
7978,,,50597,1,1,,,Rattus norvegicus,2792,CHEMBL622456,,N,Intermediate,BAO_0000218,,
7979,,,50597,1,1,,,Rattus norvegicus,15078,CHEMBL622457,,N,Intermediate,BAO_0000218,,
7980,,,50597,1,1,,,Rattus norvegicus,15078,CHEMBL622458,,N,Intermediate,BAO_0000218,,
7981,,,50597,1,1,,,Rattus norvegicus,15022,CHEMBL622459,,N,Intermediate,BAO_0000218,,
7982,,,50597,1,1,,,Rattus norvegicus,15022,CHEMBL873343,,N,Intermediate,BAO_0000218,,
7983,,,50597,1,1,,,Rattus norvegicus,15022,CHEMBL622460,,N,Intermediate,BAO_0000218,,
7984,,,50597,1,1,,,Rattus norvegicus,4576,CHEMBL622461,,N,Intermediate,BAO_0000218,1969.0,
7985,,,50597,1,1,,,Rattus norvegicus,6681,CHEMBL622462,,N,Intermediate,BAO_0000218,1969.0,
7986,,,50597,1,1,,,Rattus norvegicus,16365,CHEMBL622463,,N,Intermediate,BAO_0000218,,
7987,,,50597,1,1,,,Rattus norvegicus,16365,CHEMBL622464,,N,Intermediate,BAO_0000218,,
7988,,,50597,1,1,,,Rattus norvegicus,16365,CHEMBL622465,,N,Intermediate,BAO_0000218,,
7989,,,50597,1,1,,,Rattus norvegicus,16365,CHEMBL622466,,N,Intermediate,BAO_0000218,,
7990,,,50597,1,1,,,Rattus norvegicus,16365,CHEMBL622467,,N,Intermediate,BAO_0000218,,
7991,,,50597,1,1,,,Rattus norvegicus,6824,CHEMBL622468,,N,Intermediate,BAO_0000218,1969.0,
7992,,,50597,1,1,,,Rattus norvegicus,6685,CHEMBL876025,,N,Intermediate,BAO_0000218,1969.0,
7993,,,50597,1,1,,,Rattus norvegicus,6685,CHEMBL622469,,N,Intermediate,BAO_0000218,1969.0,
7994,,,50597,1,1,,,Rattus norvegicus,6685,CHEMBL622470,,N,Intermediate,BAO_0000218,1969.0,
7995,,,50597,1,1,,,Rattus norvegicus,15662,CHEMBL622471,,N,Intermediate,BAO_0000218,,
7996,,,50597,1,1,,,Rattus norvegicus,1742,CHEMBL622472,,N,Intermediate,BAO_0000218,1969.0,
7997,,,50597,1,1,,,Rattus norvegicus,2774,CHEMBL622473,,N,Intermediate,BAO_0000218,1969.0,
7998,,,50597,1,1,,,Rattus norvegicus,5199,CHEMBL624282,,N,Intermediate,BAO_0000218,1969.0,
7999,,,50597,1,1,,,Rattus norvegicus,12873,CHEMBL624283,,N,Intermediate,BAO_0000218,1969.0,
8000,,,50597,1,1,,,Rattus norvegicus,12873,CHEMBL624284,,N,Intermediate,BAO_0000218,1969.0,
8001,,,50597,1,1,,,Rattus norvegicus,1916,CHEMBL624285,,N,Intermediate,BAO_0000218,1969.0,
8002,,,50597,1,1,,,Rattus norvegicus,16367,CHEMBL624286,,N,Intermediate,BAO_0000218,,
8003,,,50597,1,1,,,Rattus norvegicus,16366,CHEMBL624287,,N,Intermediate,BAO_0000218,,
8004,,,50597,1,1,,,Rattus norvegicus,216,CHEMBL624288,,N,Intermediate,BAO_0000218,,
8005,,,50597,1,1,,,Rattus norvegicus,6410,CHEMBL624289,,N,Intermediate,BAO_0000218,1969.0,
8006,,,50597,1,1,,,Rattus norvegicus,6410,CHEMBL873344,,N,Intermediate,BAO_0000218,1969.0,
8007,,,50597,1,1,,,Rattus norvegicus,6215,CHEMBL619623,,N,Intermediate,BAO_0000218,,
8008,,,50597,1,1,,,Rattus norvegicus,3598,CHEMBL621399,,N,Expert,BAO_0000218,,
8009,,,50597,1,1,,,Rattus norvegicus,4527,CHEMBL621400,,N,Intermediate,BAO_0000218,,
8010,,,50597,1,1,,,Rattus norvegicus,17670,CHEMBL621401,,N,Intermediate,BAO_0000218,,
8011,,,50597,1,1,,,Rattus norvegicus,1465,CHEMBL621402,,N,Intermediate,BAO_0000218,,
8012,,,50597,1,1,,,Rattus norvegicus,2552,CHEMBL621403,,N,Intermediate,BAO_0000218,,
8013,,,50597,1,1,,,Rattus norvegicus,5656,CHEMBL621121,,N,Intermediate,BAO_0000218,,
8014,,,50597,1,1,,,Rattus norvegicus,17764,CHEMBL872525,,N,Intermediate,BAO_0000218,,
