Fiscal year,Participatory development and good governance,Branch ID,Branch name,CountryRegion ID,Continent name,Organisation sub-class,Section ID,Fund centre name,Regional program (marker),Organisation class,PBA type,Bilateral aid (international marker),Sector name,Climate change adaptation (marker),Project number,Status,Maximum CIDA contribution (project-level),Division ID,Division name,Section name,Fund centre ID,Untied amount(Project-level budget),FSTC percent,IRTC percent,CFLI (marker),CIDA business delivery model (old),Programming process (new),Enviromental sustainability (marker),Climate change mitigation (marker),Desertification (marker),Trade development (marker),Biodiversity (marker)
2009/2010,1,B4400,NGM Americas,50,America,FEDERAL,S4413,*Southern Cone,1,Governmental,Not PBA,1,Family planning,0,A020910001,Closed,1488850.78,D4400,NDD Americas Programming,South America,4422,0.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,1,B4400,NGM Americas,50,America,Unknown,S4413,*Southern Cone,1,Unknown,Not PBA,1,Family planning,0,A020910001,Closed,1488850.78,D4400,NDD Americas Programming,South America,4422,0.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,1,B4400,NGM Americas,50,America,FEDERAL,S4413,*Southern Cone,1,Governmental,Not PBA,1,Public sector policy and administrative management,0,A020910001,Closed,1488850.78,D4400,NDD Americas Programming,South America,4422,0.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,1,B4400,NGM Americas,50,America,Unknown,S4413,*Southern Cone,1,Unknown,Not PBA,1,Public sector policy and administrative management,0,A020910001,Closed,1488850.78,D4400,NDD Americas Programming,South America,4422,0.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,1,B4400,NGM Americas,50,America,FEDERAL,S4413,*Southern Cone,1,Governmental,Not PBA,1,Primary education,0,A020910001,Closed,1488850.78,D4400,NDD Americas Programming,South America,4422,0.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,1,B4400,NGM Americas,50,America,Unknown,S4413,*Southern Cone,1,Unknown,Not PBA,1,Primary education,0,A020910001,Closed,1488850.78,D4400,NDD Americas Programming,South America,4422,0.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,1,B4400,NGM Americas,50,America,FEDERAL,S4413,*Southern Cone,1,Governmental,Not PBA,1,Basic health care,0,A020910001,Closed,1488850.78,D4400,NDD Americas Programming,South America,4422,0.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,1,B4400,NGM Americas,50,America,Unknown,S4413,*Southern Cone,1,Unknown,Not PBA,1,Basic health care,0,A020910001,Closed,1488850.78,D4400,NDD Americas Programming,South America,4422,0.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,1,B4400,NGM Americas,50,America,FEDERAL,S4413,*Southern Cone,1,Governmental,Not PBA,1,Family planning,0,A020910001,Closed,1488850.78,D4400,NDD Americas Programming,South America,4422,0.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,1,B4400,NGM Americas,50,America,Unknown,S4413,*Southern Cone,1,Unknown,Not PBA,1,Family planning,0,A020910001,Closed,1488850.78,D4400,NDD Americas Programming,South America,4422,0.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,1,B4400,NGM Americas,50,America,FEDERAL,S4413,*Southern Cone,1,Governmental,Not PBA,1,Public sector policy and administrative management,0,A020910001,Closed,1488850.78,D4400,NDD Americas Programming,South America,4422,0.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,1,B4400,NGM Americas,50,America,Unknown,S4413,*Southern Cone,1,Unknown,Not PBA,1,Public sector policy and administrative management,0,A020910001,Closed,1488850.78,D4400,NDD Americas Programming,South America,4422,0.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,0,B4400,NGM Americas,PY,America,COLLEGE,S4413,*Southern Cone,1,Civil Society,Not PBA,1,Health policy and administrative management,0,A020910017,Closed,861997.0,D4400,NDD Americas Programming,South America,4422,0.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4400,NGM Americas,PY,America,COLLEGE,S4413,*Southern Cone,1,Civil Society,Not PBA,1,Medical education/training,0,A020910017,Closed,861997.0,D4400,NDD Americas Programming,South America,4422,0.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4400,NGM Americas,PY,America,COLLEGE,S4413,*Southern Cone,1,Civil Society,Not PBA,1,Basic health infrastructure,0,A020910017,Closed,861997.0,D4400,NDD Americas Programming,South America,4422,0.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4400,NGM Americas,PY,America,COLLEGE,S4413,*Southern Cone,1,Civil Society,Not PBA,1,Health personnel development,0,A020910017,Closed,861997.0,D4400,NDD Americas Programming,South America,4422,0.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,1,B4400,NGM Americas,BO,America,PROFESSIONAL ASSOCIATION,S4413,Bolivia,0,Civil Society,Not PBA,1,Legal and judicial development,0,A020910018,Closed,329838.0,D4400,NDD Americas Programming,South America,4416,329838.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,1,B4400,NGM Americas,BO,America,PROFESSIONAL ASSOCIATION,S4413,Bolivia,0,Civil Society,Not PBA,1,Human rights,0,A020910018,Closed,329838.0,D4400,NDD Americas Programming,South America,4416,329838.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,1,B4400,NGM Americas,BR,America,UNIVERSITY,S4413,Brazil,0,Civil Society,Not PBA,1,Public sector policy and administrative management,0,A020911008,Closed,2531353.0,D4400,NDD Americas Programming,South America,4418,0.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,1,B4400,NGM Americas,BR,America,UNIVERSITY,S4413,Brazil,0,Civil Society,Not PBA,1,Media and free flow of information,0,A020911008,Closed,2531353.0,D4400,NDD Americas Programming,South America,4418,0.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,1,B4400,NGM Americas,BR,America,UNIVERSITY,S4413,Brazil,0,Civil Society,Not PBA,1,Environmental policy and administrative management,0,A020911008,Closed,2531353.0,D4400,NDD Americas Programming,South America,4418,0.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,1,B4400,NGM Americas,BR,America,UNIVERSITY,S4413,Brazil,0,Civil Society,Not PBA,1,Health personnel development,0,A020911009,Closed,1713817.92,D4400,NDD Americas Programming,South America,4418,0.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,1,B4400,NGM Americas,BR,America,UNIVERSITY,S4413,Brazil,0,Civil Society,Not PBA,1,Business support services and institutions,0,A020911009,Closed,1713817.92,D4400,NDD Americas Programming,South America,4418,0.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,1,B4400,NGM Americas,BR,America,UNIVERSITY,S4413,Brazil,0,Civil Society,Not PBA,1,Small and medium-sized enterprises (SME) development,0,A020911009,Closed,1713817.92,D4400,NDD Americas Programming,South America,4418,0.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,1,B4200,WGM Sub-Saharan Africa,CD,Africa,ASSOCIATIONS,S4287,Democratic Republic of Congo,0,Civil Society,Not PBA,1,Democratic participation and civil society,0,A020982001,Closed,4899012.2,D4207,WWD West & Central Africa,Central Africa & Great Lakes Program,4298,4899012.2,1.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,1,B4200,WGM Sub-Saharan Africa,CD,Africa,ASSOCIATIONS,S4287,Democratic Republic of Congo,0,Civil Society,Not PBA,1,Informal/semi-formal financial intermediaries,0,A020982001,Closed,4899012.2,D4207,WWD West & Central Africa,Central Africa & Great Lakes Program,4298,4899012.2,1.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,1,B4100,OGM Asia Pacific,BD,Asia,NGO,S4122,Bangladesh,0,Civil Society,Not PBA,1,Legal and judicial development,0,A021170001,Closed,17121139.37,D4100,OAD Asia Programming,Bangladesh Section,4122,17121139.37,1.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,1,B4100,OGM Asia Pacific,BD,Asia,CONSULTING SERVICES,S4122,Bangladesh,0,Civil Society,Not PBA,1,Legal and judicial development,0,A021170001,Closed,17121139.37,D4100,OAD Asia Programming,Bangladesh Section,4122,17121139.37,1.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,1,B4200,WGM Sub-Saharan Africa,CD,Africa,CONSULTANT,S4287,Democratic Republic of Congo,0,Individual,Not PBA,1,Public sector policy and administrative management,0,A021224002,Closed,246397.97,D4207,WWD West & Central Africa,Central Africa & Great Lakes Program,4298,246397.97,1.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,1,B4200,WGM Sub-Saharan Africa,CD,Africa,CONSULTANT,S4287,Democratic Republic of Congo,0,Individual,Not PBA,1,Democratic participation and civil society,0,A021224002,Closed,246397.97,D4207,WWD West & Central Africa,Central Africa & Great Lakes Program,4298,246397.97,1.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,1,B4200,WGM Sub-Saharan Africa,CD,Africa,CONSULTANT,S4287,Democratic Republic of Congo,0,Individual,Not PBA,1,Informal/semi-formal financial intermediaries,0,A021224002,Closed,246397.97,D4207,WWD West & Central Africa,Central Africa & Great Lakes Program,4298,246397.97,1.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4100,OGM Asia Pacific,PK,Asia,CONSULTING SERVICES,S4141,Pakistan,0,Civil Society,Not PBA,1,Health policy and administrative management,0,A021236001,Closed,6566164.53,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4124,6566164.53,1.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4100,OGM Asia Pacific,PK,Asia,CONSULTING SERVICES,S4141,Pakistan,0,Civil Society,Not PBA,1,Health policy and administrative management,0,A021236001,Closed,6566164.53,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4124,6566164.53,1.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4100,OGM Asia Pacific,PK,Asia,CONSULTING SERVICES,S4141,Pakistan,0,Civil Society,Not PBA,1,Health personnel development,0,A021236001,Closed,6566164.53,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4124,6566164.53,1.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4100,OGM Asia Pacific,PK,Asia,CONSULTING SERVICES,S4141,Pakistan,0,Civil Society,Not PBA,1,Health personnel development,0,A021236001,Closed,6566164.53,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4124,6566164.53,1.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,1,B4400,NGM Americas,BO,America,ASSOCIATIONS,S4413,Bolivia,0,Civil Society,Not PBA,1,Higher education,0,A021314PRE,Closed,273083.86,D4400,NDD Americas Programming,South America,4416,0.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,1,B4400,NGM Americas,BO,America,ASSOCIATIONS,S4413,Bolivia,0,Civil Society,Not PBA,1,Oil and gas,0,A021314PRE,Closed,273083.86,D4400,NDD Americas Programming,South America,4416,0.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,1,B4400,NGM Americas,BO,America,ASSOCIATIONS,S4413,Bolivia,0,Civil Society,Not PBA,1,Environmental education/training,0,A021314PRE,Closed,273083.86,D4400,NDD Americas Programming,South America,4416,0.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,1,B4200,WGM Sub-Saharan Africa,X1,Africa,NGO,S4227,PanAfrica,1,Civil Society,Not PBA,1,Democratic participation and civil society,0,A021334002,Terminating,611160.56,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4246,611160.56,1.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,1,B4200,WGM Sub-Saharan Africa,X1,Africa,CONSULTING SERVICES,S4227,PanAfrica,1,Civil Society,Not PBA,1,Democratic participation and civil society,0,A021334002,Terminating,611160.56,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4246,611160.56,1.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,1,B4200,WGM Sub-Saharan Africa,X1,Africa,NGO,S4227,PanAfrica,1,Civil Society,Not PBA,1,Communications policy and administrative management,0,A021334002,Terminating,611160.56,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4246,611160.56,1.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,1,B4200,WGM Sub-Saharan Africa,X1,Africa,CONSULTING SERVICES,S4227,PanAfrica,1,Civil Society,Not PBA,1,Communications policy and administrative management,0,A021334002,Terminating,611160.56,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4246,611160.56,1.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,1,B4200,WGM Sub-Saharan Africa,X1,Africa,NGO,S4227,PanAfrica,1,Civil Society,Not PBA,1,"Energy generation, renewable sources - multiple technologies",0,A021334002,Terminating,611160.56,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4246,611160.56,1.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,1,B4200,WGM Sub-Saharan Africa,X1,Africa,CONSULTING SERVICES,S4227,PanAfrica,1,Civil Society,Not PBA,1,"Energy generation, renewable sources - multiple technologies",0,A021334002,Terminating,611160.56,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4246,611160.56,1.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B3100,"EGM Europe, Middle East and Maghreb",130,Asia,FEDERAL,S4264,Middle East Peace Process,1,Governmental,Not PBA,1,Democratic participation and civil society,0,A021360001,Closed,2694419.4,D3100,EDD Europe-Middle East Programming,West Bank Gaza & Palestinian Refugees,4268,2694419.4,1.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B3100,"EGM Europe, Middle East and Maghreb",130,Asia,UNIVERSITY,S4264,Middle East Peace Process,1,Civil Society,Not PBA,1,Democratic participation and civil society,0,A021360001,Closed,2694419.4,D3100,EDD Europe-Middle East Programming,West Bank Gaza & Palestinian Refugees,4268,2694419.4,1.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B3100,"EGM Europe, Middle East and Maghreb",130,Asia,FEDERAL,S4264,Middle East Peace Process,1,Governmental,Not PBA,1,Democratic participation and civil society,0,A021360001,Closed,2694419.4,D3100,EDD Europe-Middle East Programming,West Bank Gaza & Palestinian Refugees,4268,2694419.4,1.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B3100,"EGM Europe, Middle East and Maghreb",130,Asia,UNIVERSITY,S4264,Middle East Peace Process,1,Civil Society,Not PBA,1,Democratic participation and civil society,0,A021360001,Closed,2694419.4,D3100,EDD Europe-Middle East Programming,West Bank Gaza & Palestinian Refugees,4268,2694419.4,1.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B3100,"EGM Europe, Middle East and Maghreb",130,Asia,FEDERAL,S4264,Middle East Peace Process,1,Governmental,Not PBA,1,Democratic participation and civil society,0,A021360001,Closed,2694419.4,D3100,EDD Europe-Middle East Programming,West Bank Gaza & Palestinian Refugees,4268,2694419.4,1.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B3100,"EGM Europe, Middle East and Maghreb",130,Asia,UNIVERSITY,S4264,Middle East Peace Process,1,Civil Society,Not PBA,1,Democratic participation and civil society,0,A021360001,Closed,2694419.4,D3100,EDD Europe-Middle East Programming,West Bank Gaza & Palestinian Refugees,4268,2694419.4,1.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B3100,"EGM Europe, Middle East and Maghreb",130,Asia,FEDERAL,S4264,Middle East Peace Process,1,Governmental,Not PBA,1,Democratic participation and civil society,0,A021360001,Closed,2694419.4,D3100,EDD Europe-Middle East Programming,West Bank Gaza & Palestinian Refugees,4268,2694419.4,1.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B3100,"EGM Europe, Middle East and Maghreb",130,Asia,UNIVERSITY,S4264,Middle East Peace Process,1,Civil Society,Not PBA,1,Democratic participation and civil society,0,A021360001,Closed,2694419.4,D3100,EDD Europe-Middle East Programming,West Bank Gaza & Palestinian Refugees,4268,2694419.4,1.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B3100,"EGM Europe, Middle East and Maghreb",130,Asia,FEDERAL,S4264,Middle East Peace Process,1,Governmental,Not PBA,1,Democratic participation and civil society,0,A021360001,Closed,2694419.4,D3100,EDD Europe-Middle East Programming,West Bank Gaza & Palestinian Refugees,4268,2694419.4,1.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B3100,"EGM Europe, Middle East and Maghreb",130,Asia,UNIVERSITY,S4264,Middle East Peace Process,1,Civil Society,Not PBA,1,Democratic participation and civil society,0,A021360001,Closed,2694419.4,D3100,EDD Europe-Middle East Programming,West Bank Gaza & Palestinian Refugees,4268,2694419.4,1.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,CD,Africa,CONSULTING SERVICES,S4287,Democratic Republic of Congo,0,Civil Society,Not PBA,1,Basic health care,0,A021363001,Closed,8846131.41,D4207,WWD West & Central Africa,Central Africa & Great Lakes Program,4298,8846131.41,1.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,CD,Africa,CONSULTING SERVICES,S4287,Democratic Republic of Congo,0,Civil Society,Not PBA,1,Basic health care,0,A021363001,Closed,8846131.41,D4207,WWD West & Central Africa,Central Africa & Great Lakes Program,4298,8846131.41,1.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,CD,Africa,CONSULTING SERVICES,S4287,Democratic Republic of Congo,0,Civil Society,Not PBA,1,Basic health infrastructure,0,A021363001,Closed,8846131.41,D4207,WWD West & Central Africa,Central Africa & Great Lakes Program,4298,8846131.41,1.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,CD,Africa,CONSULTING SERVICES,S4287,Democratic Republic of Congo,0,Civil Society,Not PBA,1,Basic health infrastructure,0,A021363001,Closed,8846131.41,D4207,WWD West & Central Africa,Central Africa & Great Lakes Program,4298,8846131.41,1.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,CD,Africa,CONSULTING SERVICES,S4287,Democratic Republic of Congo,0,Civil Society,Not PBA,1,Infectious disease control,0,A021363001,Closed,8846131.41,D4207,WWD West & Central Africa,Central Africa & Great Lakes Program,4298,8846131.41,1.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,CD,Africa,CONSULTING SERVICES,S4287,Democratic Republic of Congo,0,Civil Society,Not PBA,1,Infectious disease control,0,A021363001,Closed,8846131.41,D4207,WWD West & Central Africa,Central Africa & Great Lakes Program,4298,8846131.41,1.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,CD,Africa,CONSULTING SERVICES,S4287,Democratic Republic of Congo,0,Civil Society,Not PBA,1,Health personnel development,0,A021363001,Closed,8846131.41,D4207,WWD West & Central Africa,Central Africa & Great Lakes Program,4298,8846131.41,1.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,CD,Africa,CONSULTING SERVICES,S4287,Democratic Republic of Congo,0,Civil Society,Not PBA,1,Health personnel development,0,A021363001,Closed,8846131.41,D4207,WWD West & Central Africa,Central Africa & Great Lakes Program,4298,8846131.41,1.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,CD,Africa,CONSULTING SERVICES,S4287,Democratic Republic of Congo,0,Civil Society,Not PBA,1,Basic drinking water supply,0,A021363001,Closed,8846131.41,D4207,WWD West & Central Africa,Central Africa & Great Lakes Program,4298,8846131.41,1.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,CD,Africa,CONSULTING SERVICES,S4287,Democratic Republic of Congo,0,Civil Society,Not PBA,1,Basic drinking water supply,0,A021363001,Closed,8846131.41,D4207,WWD West & Central Africa,Central Africa & Great Lakes Program,4298,8846131.41,1.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,CD,Africa,CONSULTING SERVICES,S4287,Democratic Republic of Congo,0,Civil Society,Not PBA,1,Basic sanitation,0,A021363001,Closed,8846131.41,D4207,WWD West & Central Africa,Central Africa & Great Lakes Program,4298,8846131.41,1.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,CD,Africa,CONSULTING SERVICES,S4287,Democratic Republic of Congo,0,Civil Society,Not PBA,1,Basic sanitation,0,A021363001,Closed,8846131.41,D4207,WWD West & Central Africa,Central Africa & Great Lakes Program,4298,8846131.41,1.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,1,B4200,WGM Sub-Saharan Africa,CD,Africa,CONSULTING SERVICES,S4287,Democratic Republic of Congo,0,Civil Society,Not PBA,1,Basic health care,0,A021367002,Closed,320562.14,D4207,WWD West & Central Africa,Central Africa & Great Lakes Program,4298,320562.14,1.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,1,B4200,WGM Sub-Saharan Africa,CD,Africa,CONSULTANT,S4287,Democratic Republic of Congo,0,Individual,Not PBA,1,Basic health care,0,A021367002,Closed,320562.14,D4207,WWD West & Central Africa,Central Africa & Great Lakes Program,4298,320562.14,1.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,1,B4200,WGM Sub-Saharan Africa,CD,Africa,CONSULTING SERVICES,S4287,Democratic Republic of Congo,0,Civil Society,Not PBA,1,Basic nutrition,0,A021367002,Closed,320562.14,D4207,WWD West & Central Africa,Central Africa & Great Lakes Program,4298,320562.14,1.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,1,B4200,WGM Sub-Saharan Africa,CD,Africa,CONSULTANT,S4287,Democratic Republic of Congo,0,Individual,Not PBA,1,Basic nutrition,0,A021367002,Closed,320562.14,D4207,WWD West & Central Africa,Central Africa & Great Lakes Program,4298,320562.14,1.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,1,B4200,WGM Sub-Saharan Africa,CD,Africa,CONSULTING SERVICES,S4287,Democratic Republic of Congo,0,Civil Society,Not PBA,1,Social/welfare services,0,A021367002,Closed,320562.14,D4207,WWD West & Central Africa,Central Africa & Great Lakes Program,4298,320562.14,1.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
