Fiscal year,Fund centre name,Biodiversity (marker),CountryRegion ID,Organisation type,Organisation name,Desertification (marker),Sector name,CountryRegion percent,CountryRegion name,Fund centre ID,CFLI (marker),Youth issues (marker),Organisation class,Urban issues (marker),Project number,Status,Maximum CIDA contribution (project-level),Branch ID,Branch name,Division ID,Division name,Section ID,Section name,Regional program (marker),Untied amount(Project-level budget),FSTC percent,IRTC percent,CIDA business delivery model (old),Programming process (new),Bilateral aid (international marker),PBA type,Enviromental sustainability (marker)
2009/2010,*Southern Cone,0,50,Uncoded,Information not available,0,Basic health care,0.3,South America,4422,0,0,Unknown,0,A020910001,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,1,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,*Southern Cone,0,50,Canadian Non-Profit Making,Department of Foreign Affairs and International Trade,0,Family planning,0.3,South America,4422,0,0,Governmental,0,A020910001,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,1,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,*Southern Cone,0,50,Uncoded,Information not available,0,Family planning,0.3,South America,4422,0,0,Unknown,0,A020910001,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,1,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,*Southern Cone,0,50,Canadian Non-Profit Making,Department of Foreign Affairs and International Trade,0,Public sector policy and administrative management,0.3,South America,4422,0,0,Governmental,0,A020910001,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,1,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,*Southern Cone,0,50,Uncoded,Information not available,0,Public sector policy and administrative management,0.3,South America,4422,0,0,Unknown,0,A020910001,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,1,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,*Southern Cone,0,50,Canadian Non-Profit Making,Department of Foreign Affairs and International Trade,0,Primary education,0.3,South America,4422,0,0,Governmental,0,A020910001,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,1,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,*Southern Cone,0,50,Uncoded,Information not available,0,Primary education,0.3,South America,4422,0,0,Unknown,0,A020910001,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,1,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,*Southern Cone,0,50,Canadian Non-Profit Making,Department of Foreign Affairs and International Trade,0,Basic health care,0.3,South America,4422,0,0,Governmental,0,A020910001,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,1,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,*Southern Cone,0,50,Uncoded,Information not available,0,Basic health care,0.3,South America,4422,0,0,Unknown,0,A020910001,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,1,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,*Southern Cone,0,50,Canadian Non-Profit Making,Department of Foreign Affairs and International Trade,0,Family planning,0.3,South America,4422,0,0,Governmental,0,A020910001,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,1,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,*Southern Cone,0,50,Uncoded,Information not available,0,Family planning,0.3,South America,4422,0,0,Unknown,0,A020910001,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,1,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,*Southern Cone,0,50,Canadian Non-Profit Making,Department of Foreign Affairs and International Trade,0,Public sector policy and administrative management,0.3,South America,4422,0,0,Governmental,0,A020910001,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,1,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,*Southern Cone,0,50,Uncoded,Information not available,0,Public sector policy and administrative management,0.3,South America,4422,0,0,Unknown,0,A020910001,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,1,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,*Southern Cone,0,50,Canadian Non-Profit Making,Department of Foreign Affairs and International Trade,0,Primary education,0.3,South America,4422,0,0,Governmental,0,A020910001,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,1,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,*Southern Cone,0,50,Uncoded,Information not available,0,Primary education,0.3,South America,4422,0,0,Unknown,0,A020910001,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,1,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,*Southern Cone,0,50,Canadian Non-Profit Making,Department of Foreign Affairs and International Trade,0,Basic health care,0.3,South America,4422,0,0,Governmental,0,A020910001,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,1,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,*Southern Cone,0,50,Uncoded,Information not available,0,Basic health care,0.3,South America,4422,0,0,Unknown,0,A020910001,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,1,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,*Southern Cone,0,50,Canadian Non-Profit Making,Department of Foreign Affairs and International Trade,0,Family planning,0.3,South America,4422,0,0,Governmental,0,A020910001,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,1,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,*Southern Cone,0,50,Uncoded,Information not available,0,Family planning,0.3,South America,4422,0,0,Unknown,0,A020910001,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,1,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,*Southern Cone,0,50,Canadian Non-Profit Making,Department of Foreign Affairs and International Trade,0,Public sector policy and administrative management,0.3,South America,4422,0,0,Governmental,0,A020910001,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,1,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,*Southern Cone,0,50,Uncoded,Information not available,0,Public sector policy and administrative management,0.3,South America,4422,0,0,Unknown,0,A020910001,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,1,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,*Southern Cone,0,PY,Canadian Non-Profit Making,Centre for Nursing Studies,0,Health policy and administrative management,1.0,Paraguay,4422,0,0,Civil Society,0,A020910017,Closed,861997.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,1,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,*Southern Cone,0,PY,Canadian Non-Profit Making,Centre for Nursing Studies,0,Medical education/training,1.0,Paraguay,4422,0,0,Civil Society,0,A020910017,Closed,861997.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,1,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,*Southern Cone,0,PY,Canadian Non-Profit Making,Centre for Nursing Studies,0,Basic health infrastructure,1.0,Paraguay,4422,0,0,Civil Society,0,A020910017,Closed,861997.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,1,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,*Southern Cone,0,PY,Canadian Non-Profit Making,Centre for Nursing Studies,0,Health personnel development,1.0,Paraguay,4422,0,0,Civil Society,0,A020910017,Closed,861997.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,1,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Bolivia,0,BO,Canadian Non-Profit Making,Barreau du Qu�bec,0,Legal and judicial development,1.0,Bolivia,4416,0,0,Civil Society,0,A020910018,Closed,329838.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,0,329838.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Bolivia,0,BO,Canadian Non-Profit Making,Barreau du Qu�bec,0,Human rights,1.0,Bolivia,4416,0,0,Civil Society,0,A020910018,Closed,329838.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,0,329838.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Brazil,0,BR,Canadian Non-Profit Making,University of New Brunswick,0,Public sector policy and administrative management,1.0,Brazil,4418,0,0,Civil Society,0,A020911008,Closed,2531353.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,0,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,Brazil,0,BR,Canadian Non-Profit Making,University of New Brunswick,0,Media and free flow of information,1.0,Brazil,4418,0,0,Civil Society,0,A020911008,Closed,2531353.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,0,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,Brazil,0,BR,Canadian Non-Profit Making,University of New Brunswick,0,Environmental policy and administrative management,1.0,Brazil,4418,0,0,Civil Society,0,A020911008,Closed,2531353.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,0,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,Brazil,0,BR,Canadian Non-Profit Making,Ryerson International Development Centre,0,Health personnel development,1.0,Brazil,4418,0,0,Civil Society,0,A020911009,Closed,1713817.92,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,0,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Brazil,0,BR,Canadian Non-Profit Making,Ryerson International Development Centre,0,Business support services and institutions,1.0,Brazil,4418,0,0,Civil Society,0,A020911009,Closed,1713817.92,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,0,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Brazil,0,BR,Canadian Non-Profit Making,Ryerson International Development Centre,0,Small and medium-sized enterprises (SME) development,1.0,Brazil,4418,0,0,Civil Society,0,A020911009,Closed,1713817.92,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,0,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Democratic Republic of Congo,0,CD,Canadian Non-Profit Making,Soci�t� de coop�ration pour le d�veloppement international,0,Democratic participation and civil society,1.0,"Congo, Dem Rep.",4298,0,0,Civil Society,0,A020982001,Closed,4899012.2,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4899012.2,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Democratic Republic of Congo,0,CD,Canadian Non-Profit Making,Soci�t� de coop�ration pour le d�veloppement international,0,Informal/semi-formal financial intermediaries,1.0,"Congo, Dem Rep.",4298,0,0,Civil Society,0,A020982001,Closed,4899012.2,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4899012.2,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Bangladesh,0,BD,Canadian Non-Profit Making,Commonwealth Judicial Education Institute,0,Legal and judicial development,1.0,Bangladesh,4122,0,1,Civil Society,0,A021170001,Closed,17121139.37,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4122,Bangladesh Section,0,17121139.37,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Bangladesh,0,BD,Canadian Profit Making,IBM Canada Ltd. (Formerly Pricewaterhouse Consult.),0,Legal and judicial development,1.0,Bangladesh,4122,0,1,Civil Society,0,A021170001,Closed,17121139.37,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4122,Bangladesh Section,0,17121139.37,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Democratic Republic of Congo,0,CD,Canadian Profit Making,Information not available,0,Public sector policy and administrative management,1.0,"Congo, Dem Rep.",4298,0,0,Individual,0,A021224002,Closed,246397.97,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,246397.97,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Democratic Republic of Congo,0,CD,Canadian Profit Making,Information not available,0,Democratic participation and civil society,1.0,"Congo, Dem Rep.",4298,0,0,Individual,0,A021224002,Closed,246397.97,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,246397.97,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Democratic Republic of Congo,0,CD,Canadian Profit Making,Information not available,0,Informal/semi-formal financial intermediaries,1.0,"Congo, Dem Rep.",4298,0,0,Individual,0,A021224002,Closed,246397.97,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,246397.97,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Pakistan,0,PK,Canadian Profit Making,Agriteam Canada,0,Health policy and administrative management,1.0,Pakistan,4124,0,0,Civil Society,0,A021236001,Closed,6566164.53,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,6566164.53,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Pakistan,0,PK,Canadian Profit Making,The Universalia Management Group Inc.,0,Health policy and administrative management,1.0,Pakistan,4124,0,0,Civil Society,0,A021236001,Closed,6566164.53,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,6566164.53,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Pakistan,0,PK,Canadian Profit Making,Agriteam Canada,0,Health personnel development,1.0,Pakistan,4124,0,0,Civil Society,0,A021236001,Closed,6566164.53,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,6566164.53,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Pakistan,0,PK,Canadian Profit Making,The Universalia Management Group Inc.,0,Health personnel development,1.0,Pakistan,4124,0,0,Civil Society,0,A021236001,Closed,6566164.53,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,6566164.53,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Bolivia,0,BO,Foreign Non-Profit Making,Ingenieros y Arquitectos Asociados La Paz Ltd.,0,Higher education,1.0,Bolivia,4416,0,0,Civil Society,0,A021314PRE,Closed,273083.86,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,0,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,Bolivia,0,BO,Foreign Non-Profit Making,Ingenieros y Arquitectos Asociados La Paz Ltd.,0,Oil and gas,1.0,Bolivia,4416,0,0,Civil Society,0,A021314PRE,Closed,273083.86,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,0,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,Bolivia,0,BO,Foreign Non-Profit Making,Ingenieros y Arquitectos Asociados La Paz Ltd.,0,Environmental education/training,1.0,Bolivia,4416,0,0,Civil Society,0,A021314PRE,Closed,273083.86,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,0,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,PanAfrica,0,X1,Canadian Non-Profit Making,CARE Canada,0,Democratic participation and civil society,1.0,Africa MC,4246,0,0,Civil Society,0,A021334002,Terminating,611160.56,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,611160.56,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,PanAfrica,0,X1,Canadian Profit Making,Project Services International Inc.,0,Democratic participation and civil society,1.0,Africa MC,4246,0,0,Civil Society,0,A021334002,Terminating,611160.56,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,611160.56,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,PanAfrica,0,X1,Canadian Non-Profit Making,CARE Canada,0,Communications policy and administrative management,1.0,Africa MC,4246,0,0,Civil Society,0,A021334002,Terminating,611160.56,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,611160.56,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,PanAfrica,0,X1,Canadian Profit Making,Project Services International Inc.,0,Communications policy and administrative management,1.0,Africa MC,4246,0,0,Civil Society,0,A021334002,Terminating,611160.56,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,611160.56,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,PanAfrica,0,X1,Canadian Non-Profit Making,CARE Canada,0,"Energy generation, renewable sources - multiple technologies",1.0,Africa MC,4246,0,0,Civil Society,0,A021334002,Terminating,611160.56,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,611160.56,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,PanAfrica,0,X1,Canadian Profit Making,Project Services International Inc.,0,"Energy generation, renewable sources - multiple technologies",1.0,Africa MC,4246,0,0,Civil Society,0,A021334002,Terminating,611160.56,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,611160.56,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Middle East Peace Process,0,130,Canadian Non-Profit Making,Department of Foreign Affairs and International Trade,0,Democratic participation and civil society,0.02,Western Asia,4268,0,0,Governmental,0,A021360001,Closed,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,1,2694419.4,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Middle East Peace Process,0,130,Canadian Non-Profit Making,University of Windsor Finance Department,0,Democratic participation and civil society,0.02,Western Asia,4268,0,0,Civil Society,0,A021360001,Closed,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,1,2694419.4,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Middle East Peace Process,0,130,Canadian Non-Profit Making,Department of Foreign Affairs and International Trade,0,Democratic participation and civil society,0.06,Western Asia,4268,0,0,Governmental,0,A021360001,Closed,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,1,2694419.4,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Middle East Peace Process,0,130,Canadian Non-Profit Making,University of Windsor Finance Department,0,Democratic participation and civil society,0.06,Western Asia,4268,0,0,Civil Society,0,A021360001,Closed,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,1,2694419.4,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Middle East Peace Process,0,130,Canadian Non-Profit Making,Department of Foreign Affairs and International Trade,0,Democratic participation and civil society,0.06,Western Asia,4268,0,0,Governmental,0,A021360001,Closed,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,1,2694419.4,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Middle East Peace Process,0,130,Canadian Non-Profit Making,University of Windsor Finance Department,0,Democratic participation and civil society,0.06,Western Asia,4268,0,0,Civil Society,0,A021360001,Closed,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,1,2694419.4,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0
