Fiscal year,Climate change mitigation (marker),Disability issues (marker),Division name,Status,Biodiversity (marker),Programming process (new),FSTC percent,CountryRegion ID,Participatory development and good governance,IRTC percent,Section name,Division ID,Project Browser country ID,Organisation name,Project number,Maximum CIDA contribution (project-level),Branch ID,Branch name,Section ID,Regional program (marker),Fund centre ID,Fund centre name,Untied amount(Project-level budget),CFLI (marker),CIDA business delivery model (old),Bilateral aid (international marker),PBA type,Enviromental sustainability (marker),Climate change adaptation (marker),Desertification (marker),Trade development (marker),Urban issues (marker)
2009/2010,0,0,NDD Americas Programming,Closed,0,Uncoded: Pre-APP,1.0,50,1,0.0,South America,D4400,PY,Department of Foreign Affairs and International Trade,A020910001,1488850.78,B4400,NGM Americas,S4413,1,4422,*Southern Cone,0.0,0,Responsive,1,Not PBA,1,0,0,0,0
2009/2010,0,0,NDD Americas Programming,Closed,0,Uncoded: Pre-APP,1.0,50,1,0.0,South America,D4400,PY,Information not available,A020910001,1488850.78,B4400,NGM Americas,S4413,1,4422,*Southern Cone,0.0,0,Responsive,1,Not PBA,1,0,0,0,0
2009/2010,0,0,NDD Americas Programming,Closed,0,Uncoded: Pre-APP,1.0,50,1,0.0,South America,D4400,PY,Department of Foreign Affairs and International Trade,A020910001,1488850.78,B4400,NGM Americas,S4413,1,4422,*Southern Cone,0.0,0,Responsive,1,Not PBA,1,0,0,0,0
2009/2010,0,0,NDD Americas Programming,Closed,0,Uncoded: Pre-APP,1.0,50,1,0.0,South America,D4400,PY,Information not available,A020910001,1488850.78,B4400,NGM Americas,S4413,1,4422,*Southern Cone,0.0,0,Responsive,1,Not PBA,1,0,0,0,0
2009/2010,0,0,NDD Americas Programming,Closed,0,Uncoded: Pre-APP,1.0,50,1,0.0,South America,D4400,PY,Department of Foreign Affairs and International Trade,A020910001,1488850.78,B4400,NGM Americas,S4413,1,4422,*Southern Cone,0.0,0,Responsive,1,Not PBA,1,0,0,0,0
2009/2010,0,0,NDD Americas Programming,Closed,0,Uncoded: Pre-APP,1.0,50,1,0.0,South America,D4400,PY,Information not available,A020910001,1488850.78,B4400,NGM Americas,S4413,1,4422,*Southern Cone,0.0,0,Responsive,1,Not PBA,1,0,0,0,0
2009/2010,0,0,NDD Americas Programming,Closed,0,Uncoded: Pre-APP,1.0,50,1,0.0,South America,D4400,PY,Department of Foreign Affairs and International Trade,A020910001,1488850.78,B4400,NGM Americas,S4413,1,4422,*Southern Cone,0.0,0,Responsive,1,Not PBA,1,0,0,0,0
2009/2010,0,0,NDD Americas Programming,Closed,0,Uncoded: Pre-APP,1.0,50,1,0.0,South America,D4400,PY,Information not available,A020910001,1488850.78,B4400,NGM Americas,S4413,1,4422,*Southern Cone,0.0,0,Responsive,1,Not PBA,1,0,0,0,0
2009/2010,0,0,NDD Americas Programming,Closed,0,Uncoded: Pre-APP,1.0,PY,0,0.0,South America,D4400,PY,Centre for Nursing Studies,A020910017,861997.0,B4400,NGM Americas,S4413,1,4422,*Southern Cone,0.0,0,Responsive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,NDD Americas Programming,Closed,0,Uncoded: Pre-APP,1.0,PY,0,0.0,South America,D4400,PY,Centre for Nursing Studies,A020910017,861997.0,B4400,NGM Americas,S4413,1,4422,*Southern Cone,0.0,0,Responsive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,NDD Americas Programming,Closed,0,Uncoded: Pre-APP,1.0,PY,0,0.0,South America,D4400,PY,Centre for Nursing Studies,A020910017,861997.0,B4400,NGM Americas,S4413,1,4422,*Southern Cone,0.0,0,Responsive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,NDD Americas Programming,Closed,0,Uncoded: Pre-APP,1.0,PY,0,0.0,South America,D4400,PY,Centre for Nursing Studies,A020910017,861997.0,B4400,NGM Americas,S4413,1,4422,*Southern Cone,0.0,0,Responsive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,NDD Americas Programming,Closed,0,Uncoded: Pre-APP,1.0,BO,1,0.0,South America,D4400,BO,Barreau du Qu�bec,A020910018,329838.0,B4400,NGM Americas,S4413,0,4416,Bolivia,329838.0,0,Responsive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,NDD Americas Programming,Closed,0,Uncoded: Pre-APP,1.0,BO,1,0.0,South America,D4400,BO,Barreau du Qu�bec,A020910018,329838.0,B4400,NGM Americas,S4413,0,4416,Bolivia,329838.0,0,Responsive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,NDD Americas Programming,Closed,0,Uncoded: Pre-APP,1.0,BR,1,0.0,South America,D4400,BR,University of New Brunswick,A020911008,2531353.0,B4400,NGM Americas,S4413,0,4418,Brazil,0.0,0,Responsive,1,Not PBA,1,0,0,0,0
2009/2010,0,0,NDD Americas Programming,Closed,0,Uncoded: Pre-APP,1.0,BR,1,0.0,South America,D4400,BR,University of New Brunswick,A020911008,2531353.0,B4400,NGM Americas,S4413,0,4418,Brazil,0.0,0,Responsive,1,Not PBA,1,0,0,0,0
2009/2010,0,0,NDD Americas Programming,Closed,0,Uncoded: Pre-APP,1.0,BR,1,0.0,South America,D4400,BR,University of New Brunswick,A020911008,2531353.0,B4400,NGM Americas,S4413,0,4418,Brazil,0.0,0,Responsive,1,Not PBA,1,0,0,0,0
2009/2010,0,0,NDD Americas Programming,Closed,0,Uncoded: Pre-APP,1.0,BR,1,0.0,South America,D4400,BR,Ryerson International Development Centre,A020911009,1713817.92,B4400,NGM Americas,S4413,0,4418,Brazil,0.0,0,Responsive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,NDD Americas Programming,Closed,0,Uncoded: Pre-APP,1.0,BR,1,0.0,South America,D4400,BR,Ryerson International Development Centre,A020911009,1713817.92,B4400,NGM Americas,S4413,0,4418,Brazil,0.0,0,Responsive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,NDD Americas Programming,Closed,0,Uncoded: Pre-APP,1.0,BR,1,0.0,South America,D4400,BR,Ryerson International Development Centre,A020911009,1713817.92,B4400,NGM Americas,S4413,0,4418,Brazil,0.0,0,Responsive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,WWD West & Central Africa,Closed,0,Uncoded: Pre-APP,1.0,CD,1,0.0,Central Africa & Great Lakes Program,D4207,CD,Soci�t� de coop�ration pour le d�veloppement international,A020982001,4899012.2,B4200,WGM Sub-Saharan Africa,S4287,0,4298,Democratic Republic of Congo,4899012.2,0,Directive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,WWD West & Central Africa,Closed,0,Uncoded: Pre-APP,1.0,CD,1,0.0,Central Africa & Great Lakes Program,D4207,CD,Soci�t� de coop�ration pour le d�veloppement international,A020982001,4899012.2,B4200,WGM Sub-Saharan Africa,S4287,0,4298,Democratic Republic of Congo,4899012.2,0,Directive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,OAD Asia Programming,Closed,0,Uncoded: Pre-APP,1.0,BD,1,0.0,Bangladesh Section,D4100,BD,Commonwealth Judicial Education Institute,A021170001,17121139.37,B4100,OGM Asia Pacific,S4122,0,4122,Bangladesh,17121139.37,0,Directive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,OAD Asia Programming,Closed,0,Uncoded: Pre-APP,1.0,BD,1,0.0,Bangladesh Section,D4100,BD,IBM Canada Ltd. (Formerly Pricewaterhouse Consult.),A021170001,17121139.37,B4100,OGM Asia Pacific,S4122,0,4122,Bangladesh,17121139.37,0,Directive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,WWD West & Central Africa,Closed,0,Uncoded: Pre-APP,1.0,CD,1,0.0,Central Africa & Great Lakes Program,D4207,CD,Information not available,A021224002,246397.97,B4200,WGM Sub-Saharan Africa,S4287,0,4298,Democratic Republic of Congo,246397.97,0,Directive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,WWD West & Central Africa,Closed,0,Uncoded: Pre-APP,1.0,CD,1,0.0,Central Africa & Great Lakes Program,D4207,CD,Information not available,A021224002,246397.97,B4200,WGM Sub-Saharan Africa,S4287,0,4298,Democratic Republic of Congo,246397.97,0,Directive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,WWD West & Central Africa,Closed,0,Uncoded: Pre-APP,1.0,CD,1,0.0,Central Africa & Great Lakes Program,D4207,CD,Information not available,A021224002,246397.97,B4200,WGM Sub-Saharan Africa,S4287,0,4298,Democratic Republic of Congo,246397.97,0,Directive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,OAD Asia Programming,Closed,0,Uncoded: Pre-APP,1.0,PK,0,0.0,"OAA Afghanistan, Pakistan and Sri Lanka",D4100,PK,Agriteam Canada,A021236001,6566164.53,B4100,OGM Asia Pacific,S4141,0,4124,Pakistan,6566164.53,0,Directive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,OAD Asia Programming,Closed,0,Uncoded: Pre-APP,1.0,PK,0,0.0,"OAA Afghanistan, Pakistan and Sri Lanka",D4100,PK,The Universalia Management Group Inc.,A021236001,6566164.53,B4100,OGM Asia Pacific,S4141,0,4124,Pakistan,6566164.53,0,Directive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,OAD Asia Programming,Closed,0,Uncoded: Pre-APP,1.0,PK,0,0.0,"OAA Afghanistan, Pakistan and Sri Lanka",D4100,PK,Agriteam Canada,A021236001,6566164.53,B4100,OGM Asia Pacific,S4141,0,4124,Pakistan,6566164.53,0,Directive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,OAD Asia Programming,Closed,0,Uncoded: Pre-APP,1.0,PK,0,0.0,"OAA Afghanistan, Pakistan and Sri Lanka",D4100,PK,The Universalia Management Group Inc.,A021236001,6566164.53,B4100,OGM Asia Pacific,S4141,0,4124,Pakistan,6566164.53,0,Directive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,NDD Americas Programming,Closed,0,Uncoded: Pre-APP,1.0,BO,1,0.0,South America,D4400,BO,Ingenieros y Arquitectos Asociados La Paz Ltd.,A021314PRE,273083.86,B4400,NGM Americas,S4413,0,4416,Bolivia,0.0,0,Directive,1,Not PBA,1,0,0,0,0
2009/2010,0,0,NDD Americas Programming,Closed,0,Uncoded: Pre-APP,1.0,BO,1,0.0,South America,D4400,BO,Ingenieros y Arquitectos Asociados La Paz Ltd.,A021314PRE,273083.86,B4400,NGM Americas,S4413,0,4416,Bolivia,0.0,0,Directive,1,Not PBA,1,0,0,0,0
2009/2010,0,0,NDD Americas Programming,Closed,0,Uncoded: Pre-APP,1.0,BO,1,0.0,South America,D4400,BO,Ingenieros y Arquitectos Asociados La Paz Ltd.,A021314PRE,273083.86,B4400,NGM Americas,S4413,0,4416,Bolivia,0.0,0,Directive,1,Not PBA,1,0,0,0,0
2009/2010,0,0,WED Southern & Eastern Africa,Terminating,0,Uncoded: Pre-APP,1.0,X1,1,0.0,"Ethiopia, PanAfrica, SubRegional",D4270,X1,CARE Canada,A021334002,611160.56,B4200,WGM Sub-Saharan Africa,S4227,1,4246,PanAfrica,611160.56,0,Directive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,WED Southern & Eastern Africa,Terminating,0,Uncoded: Pre-APP,1.0,X1,1,0.0,"Ethiopia, PanAfrica, SubRegional",D4270,X1,Project Services International Inc.,A021334002,611160.56,B4200,WGM Sub-Saharan Africa,S4227,1,4246,PanAfrica,611160.56,0,Directive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,WED Southern & Eastern Africa,Terminating,0,Uncoded: Pre-APP,1.0,X1,1,0.0,"Ethiopia, PanAfrica, SubRegional",D4270,X1,CARE Canada,A021334002,611160.56,B4200,WGM Sub-Saharan Africa,S4227,1,4246,PanAfrica,611160.56,0,Directive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,WED Southern & Eastern Africa,Terminating,0,Uncoded: Pre-APP,1.0,X1,1,0.0,"Ethiopia, PanAfrica, SubRegional",D4270,X1,Project Services International Inc.,A021334002,611160.56,B4200,WGM Sub-Saharan Africa,S4227,1,4246,PanAfrica,611160.56,0,Directive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,WED Southern & Eastern Africa,Terminating,0,Uncoded: Pre-APP,1.0,X1,1,0.0,"Ethiopia, PanAfrica, SubRegional",D4270,X1,CARE Canada,A021334002,611160.56,B4200,WGM Sub-Saharan Africa,S4227,1,4246,PanAfrica,611160.56,0,Directive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,WED Southern & Eastern Africa,Terminating,0,Uncoded: Pre-APP,1.0,X1,1,0.0,"Ethiopia, PanAfrica, SubRegional",D4270,X1,Project Services International Inc.,A021334002,611160.56,B4200,WGM Sub-Saharan Africa,S4227,1,4246,PanAfrica,611160.56,0,Directive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,EDD Europe-Middle East Programming,Closed,0,Uncoded: Pre-APP,1.0,130,0,0.0,West Bank Gaza & Palestinian Refugees,D3100,YE,Department of Foreign Affairs and International Trade,A021360001,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",S4264,1,4268,Middle East Peace Process,2694419.4,0,Directive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,EDD Europe-Middle East Programming,Closed,0,Uncoded: Pre-APP,1.0,130,0,0.0,West Bank Gaza & Palestinian Refugees,D3100,YE,University of Windsor Finance Department,A021360001,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",S4264,1,4268,Middle East Peace Process,2694419.4,0,Directive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,EDD Europe-Middle East Programming,Closed,0,Uncoded: Pre-APP,1.0,130,0,0.0,West Bank Gaza & Palestinian Refugees,D3100,JO,Department of Foreign Affairs and International Trade,A021360001,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",S4264,1,4268,Middle East Peace Process,2694419.4,0,Directive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,EDD Europe-Middle East Programming,Closed,0,Uncoded: Pre-APP,1.0,130,0,0.0,West Bank Gaza & Palestinian Refugees,D3100,JO,University of Windsor Finance Department,A021360001,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",S4264,1,4268,Middle East Peace Process,2694419.4,0,Directive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,EDD Europe-Middle East Programming,Closed,0,Uncoded: Pre-APP,1.0,130,0,0.0,West Bank Gaza & Palestinian Refugees,D3100,LB,Department of Foreign Affairs and International Trade,A021360001,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",S4264,1,4268,Middle East Peace Process,2694419.4,0,Directive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,EDD Europe-Middle East Programming,Closed,0,Uncoded: Pre-APP,1.0,130,0,0.0,West Bank Gaza & Palestinian Refugees,D3100,LB,University of Windsor Finance Department,A021360001,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",S4264,1,4268,Middle East Peace Process,2694419.4,0,Directive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,EDD Europe-Middle East Programming,Closed,0,Uncoded: Pre-APP,1.0,130,0,0.0,West Bank Gaza & Palestinian Refugees,D3100,SY,Department of Foreign Affairs and International Trade,A021360001,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",S4264,1,4268,Middle East Peace Process,2694419.4,0,Directive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,EDD Europe-Middle East Programming,Closed,0,Uncoded: Pre-APP,1.0,130,0,0.0,West Bank Gaza & Palestinian Refugees,D3100,SY,University of Windsor Finance Department,A021360001,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",S4264,1,4268,Middle East Peace Process,2694419.4,0,Directive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,EDD Europe-Middle East Programming,Closed,0,Uncoded: Pre-APP,1.0,130,0,0.0,West Bank Gaza & Palestinian Refugees,D3100,PS,Department of Foreign Affairs and International Trade,A021360001,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",S4264,1,4268,Middle East Peace Process,2694419.4,0,Directive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,EDD Europe-Middle East Programming,Closed,0,Uncoded: Pre-APP,1.0,130,0,0.0,West Bank Gaza & Palestinian Refugees,D3100,PS,University of Windsor Finance Department,A021360001,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",S4264,1,4268,Middle East Peace Process,2694419.4,0,Directive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,WWD West & Central Africa,Closed,0,Uncoded: Pre-APP,1.0,CD,0,0.0,Central Africa & Great Lakes Program,D4207,CD,C�RAC Inc.,A021363001,8846131.41,B4200,WGM Sub-Saharan Africa,S4287,0,4298,Democratic Republic of Congo,8846131.41,0,Directive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,WWD West & Central Africa,Closed,0,Uncoded: Pre-APP,1.0,CD,0,0.0,Central Africa & Great Lakes Program,D4207,CD,Groupe Consultation CCISD et MIR,A021363001,8846131.41,B4200,WGM Sub-Saharan Africa,S4287,0,4298,Democratic Republic of Congo,8846131.41,0,Directive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,WWD West & Central Africa,Closed,0,Uncoded: Pre-APP,1.0,CD,0,0.0,Central Africa & Great Lakes Program,D4207,CD,C�RAC Inc.,A021363001,8846131.41,B4200,WGM Sub-Saharan Africa,S4287,0,4298,Democratic Republic of Congo,8846131.41,0,Directive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,WWD West & Central Africa,Closed,0,Uncoded: Pre-APP,1.0,CD,0,0.0,Central Africa & Great Lakes Program,D4207,CD,Groupe Consultation CCISD et MIR,A021363001,8846131.41,B4200,WGM Sub-Saharan Africa,S4287,0,4298,Democratic Republic of Congo,8846131.41,0,Directive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,WWD West & Central Africa,Closed,0,Uncoded: Pre-APP,1.0,CD,0,0.0,Central Africa & Great Lakes Program,D4207,CD,C�RAC Inc.,A021363001,8846131.41,B4200,WGM Sub-Saharan Africa,S4287,0,4298,Democratic Republic of Congo,8846131.41,0,Directive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,WWD West & Central Africa,Closed,0,Uncoded: Pre-APP,1.0,CD,0,0.0,Central Africa & Great Lakes Program,D4207,CD,Groupe Consultation CCISD et MIR,A021363001,8846131.41,B4200,WGM Sub-Saharan Africa,S4287,0,4298,Democratic Republic of Congo,8846131.41,0,Directive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,WWD West & Central Africa,Closed,0,Uncoded: Pre-APP,1.0,CD,0,0.0,Central Africa & Great Lakes Program,D4207,CD,C�RAC Inc.,A021363001,8846131.41,B4200,WGM Sub-Saharan Africa,S4287,0,4298,Democratic Republic of Congo,8846131.41,0,Directive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,WWD West & Central Africa,Closed,0,Uncoded: Pre-APP,1.0,CD,0,0.0,Central Africa & Great Lakes Program,D4207,CD,Groupe Consultation CCISD et MIR,A021363001,8846131.41,B4200,WGM Sub-Saharan Africa,S4287,0,4298,Democratic Republic of Congo,8846131.41,0,Directive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,WWD West & Central Africa,Closed,0,Uncoded: Pre-APP,1.0,CD,0,0.0,Central Africa & Great Lakes Program,D4207,CD,C�RAC Inc.,A021363001,8846131.41,B4200,WGM Sub-Saharan Africa,S4287,0,4298,Democratic Republic of Congo,8846131.41,0,Directive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,WWD West & Central Africa,Closed,0,Uncoded: Pre-APP,1.0,CD,0,0.0,Central Africa & Great Lakes Program,D4207,CD,Groupe Consultation CCISD et MIR,A021363001,8846131.41,B4200,WGM Sub-Saharan Africa,S4287,0,4298,Democratic Republic of Congo,8846131.41,0,Directive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,WWD West & Central Africa,Closed,0,Uncoded: Pre-APP,1.0,CD,0,0.0,Central Africa & Great Lakes Program,D4207,CD,C�RAC Inc.,A021363001,8846131.41,B4200,WGM Sub-Saharan Africa,S4287,0,4298,Democratic Republic of Congo,8846131.41,0,Directive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,WWD West & Central Africa,Closed,0,Uncoded: Pre-APP,1.0,CD,0,0.0,Central Africa & Great Lakes Program,D4207,CD,Groupe Consultation CCISD et MIR,A021363001,8846131.41,B4200,WGM Sub-Saharan Africa,S4287,0,4298,Democratic Republic of Congo,8846131.41,0,Directive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,WWD West & Central Africa,Closed,0,Uncoded: Pre-APP,1.0,CD,1,0.0,Central Africa & Great Lakes Program,D4207,CD,GESTION DE PROJET LB INC.,A021367002,320562.14,B4200,WGM Sub-Saharan Africa,S4287,0,4298,Democratic Republic of Congo,320562.14,0,Directive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,WWD West & Central Africa,Closed,0,Uncoded: Pre-APP,1.0,CD,1,0.0,Central Africa & Great Lakes Program,D4207,CD,Information not available,A021367002,320562.14,B4200,WGM Sub-Saharan Africa,S4287,0,4298,Democratic Republic of Congo,320562.14,0,Directive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,WWD West & Central Africa,Closed,0,Uncoded: Pre-APP,1.0,CD,1,0.0,Central Africa & Great Lakes Program,D4207,CD,GESTION DE PROJET LB INC.,A021367002,320562.14,B4200,WGM Sub-Saharan Africa,S4287,0,4298,Democratic Republic of Congo,320562.14,0,Directive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,WWD West & Central Africa,Closed,0,Uncoded: Pre-APP,1.0,CD,1,0.0,Central Africa & Great Lakes Program,D4207,CD,Information not available,A021367002,320562.14,B4200,WGM Sub-Saharan Africa,S4287,0,4298,Democratic Republic of Congo,320562.14,0,Directive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,WWD West & Central Africa,Closed,0,Uncoded: Pre-APP,1.0,CD,1,0.0,Central Africa & Great Lakes Program,D4207,CD,GESTION DE PROJET LB INC.,A021367002,320562.14,B4200,WGM Sub-Saharan Africa,S4287,0,4298,Democratic Republic of Congo,320562.14,0,Directive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,WWD West & Central Africa,Closed,0,Uncoded: Pre-APP,1.0,CD,1,0.0,Central Africa & Great Lakes Program,D4207,CD,Information not available,A021367002,320562.14,B4200,WGM Sub-Saharan Africa,S4287,0,4298,Democratic Republic of Congo,320562.14,0,Directive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,WWD West & Central Africa,Closed,0,Uncoded: Pre-APP,1.0,CD,1,0.0,Central Africa & Great Lakes Program,D4207,CD,GESTION DE PROJET LB INC.,A021367002,320562.14,B4200,WGM Sub-Saharan Africa,S4287,0,4298,Democratic Republic of Congo,320562.14,0,Directive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,WWD West & Central Africa,Closed,0,Uncoded: Pre-APP,1.0,CD,1,0.0,Central Africa & Great Lakes Program,D4207,CD,Information not available,A021367002,320562.14,B4200,WGM Sub-Saharan Africa,S4287,0,4298,Democratic Republic of Congo,320562.14,0,Directive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,NDD Americas Programming,Closed,0,Uncoded: Pre-APP,1.0,960,1,0.0,Caricom - Adm,D4400,AG,Department of Foreign Affairs and International Trade,A021397004,1735857.03,B4400,NGM Americas,S4429,1,4434,Caribbean Region,1735857.03,0,Directive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,NDD Americas Programming,Closed,0,Uncoded: Pre-APP,1.0,960,1,0.0,Caricom - Adm,D4400,AG,Department of Foreign Affairs and International Trade,A021397004,1735857.03,B4400,NGM Americas,S4429,1,4434,Caribbean Region,1735857.03,0,Directive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,NDD Americas Programming,Closed,0,Uncoded: Pre-APP,1.0,960,1,0.0,Caricom - Adm,D4400,AI,Department of Foreign Affairs and International Trade,A021397004,1735857.03,B4400,NGM Americas,S4429,1,4434,Caribbean Region,1735857.03,0,Directive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,NDD Americas Programming,Closed,0,Uncoded: Pre-APP,1.0,960,1,0.0,Caricom - Adm,D4400,AI,Department of Foreign Affairs and International Trade,A021397004,1735857.03,B4400,NGM Americas,S4429,1,4434,Caribbean Region,1735857.03,0,Directive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,NDD Americas Programming,Closed,0,Uncoded: Pre-APP,1.0,960,1,0.0,Caricom - Adm,D4400,DM,Department of Foreign Affairs and International Trade,A021397004,1735857.03,B4400,NGM Americas,S4429,1,4434,Caribbean Region,1735857.03,0,Directive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,NDD Americas Programming,Closed,0,Uncoded: Pre-APP,1.0,960,1,0.0,Caricom - Adm,D4400,DM,Department of Foreign Affairs and International Trade,A021397004,1735857.03,B4400,NGM Americas,S4429,1,4434,Caribbean Region,1735857.03,0,Directive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,NDD Americas Programming,Closed,0,Uncoded: Pre-APP,1.0,960,1,0.0,Caricom - Adm,D4400,GD,Department of Foreign Affairs and International Trade,A021397004,1735857.03,B4400,NGM Americas,S4429,1,4434,Caribbean Region,1735857.03,0,Directive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,NDD Americas Programming,Closed,0,Uncoded: Pre-APP,1.0,960,1,0.0,Caricom - Adm,D4400,GD,Department of Foreign Affairs and International Trade,A021397004,1735857.03,B4400,NGM Americas,S4429,1,4434,Caribbean Region,1735857.03,0,Directive,1,Not PBA,0,0,0,0,0
2009/2010,0,0,NDD Americas Programming,Closed,0,Uncoded: Pre-APP,1.0,960,1,0.0,Caricom - Adm,D4400,KN,Department of Foreign Affairs and International Trade,A021397004,1735857.03,B4400,NGM Americas,S4429,1,4434,Caribbean Region,1735857.03,0,Directive,1,Not PBA,0,0,0,0,0
