ss_d,tss_d,crtd_b,ss_tss,td,dscrptn,chmbl_d,rltnshp_tp,cnfdnc_scr,cll_d,ss_cll_tp,ss_strn,ss_sbclllr_frctn,src_d,src_ss_d,b_frmt,vrnt_d
167,,Intermediate,,80609,Inhibition of growth of 1-87 human tumor cell line,CHEMBL615379,N,1,832.0,1-87 tumor cell line,,,1,,BAO_0000219,
168,,Expert,,12166,Inhibition of 1-lipoxygenase (LOX)in RBL cells,CHEMBL615380,D,9,,,,,1,,BAO_0000219,
169,,Autocuration,,100171,Inhibitory activity against soybean 1-lipoxygenase (SLO),CHEMBL615381,D,9,,,,,1,,BAO_0000357,
170,,Autocuration,,100171,Inhibitory activity against soybean 1-lipoxygenase (SLO); no effect,CHEMBL615382,D,9,,,,,1,,BAO_0000357,
171,,Autocuration,,100171,% inhibition against soybean 1-lipoxygenase (SLO),CHEMBL615383,D,9,,,,,1,,BAO_0000357,
172,,Autocuration,,100171,percent inhibition against soybean 1-lipoxygenase (SLO);NI is no inhibition,CHEMBL615384,D,9,,,,,1,,BAO_0000357,
173,,Autocuration,,100171,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 10:90,CHEMBL615385,D,9,,,,,1,,BAO_0000357,
174,,Autocuration,,100171,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 1:99,CHEMBL615386,D,9,,,,,1,,BAO_0000357,
175,,Autocuration,,100171,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 25:75,CHEMBL615387,D,9,,,,,1,,BAO_0000357,
176,,Autocuration,,100171,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 35:65,CHEMBL615388,D,9,,,,,1,,BAO_0000357,
177,,Autocuration,,100171,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 50:50,CHEMBL615214,D,9,,,,,1,,BAO_0000357,
178,,Autocuration,,100171,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 76:24,CHEMBL827087,D,9,,,,,1,,BAO_0000357,
179,,Autocuration,,100171,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 87:13,CHEMBL615215,D,9,,,,,1,,BAO_0000357,
180,,Autocuration,,100171,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 89:11,CHEMBL615216,D,9,,,,,1,,BAO_0000357,
181,,Autocuration,,100171,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 95:5,CHEMBL615217,D,9,,,,,1,,BAO_0000357,
182,,Autocuration,,100171,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 97:3,CHEMBL615218,D,9,,,,,1,,BAO_0000357,
183,,Autocuration,,100171,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 99:1,CHEMBL615219,D,9,,,,,1,,BAO_0000357,
184,,Autocuration,,22226,Evaluated for inhibitory activity on 10-formyltetrahydrofolate synthetase(L cell) at folate substrate concentration of 100 uM,CHEMBL615220,U,0,,,,,1,,BAO_0000019,
185,,Intermediate,,80049,Cells were harvested and were assayed for luciferase and -galactosidase activities (Transcriptional activity),CHEMBL615221,N,1,294.0,C3H 10T1/2,,,1,,BAO_0000219,
186,,Intermediate,,22226,In vitro anticancer activity against 11 NCI NSCLC cell lines; inactive,CHEMBL615222,U,0,,,,,1,,BAO_0000019,
187,,Autocuration,,11489,In vitro inhibitory activity against human 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),CHEMBL615223,H,8,,,,,1,,BAO_0000357,
188,,Autocuration,,11862,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),CHEMBL615224,H,8,,,,,1,,BAO_0000357,
189,,Autocuration,,11862,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA).,CHEMBL615225,H,8,,,,,1,,BAO_0000357,
190,,Autocuration,,11489,Ability to convert [3H]cortisol to the tritium labeled cortisone in the presence of human 11 beta hydroxysteroid dehydrogenase type 2,CHEMBL615226,H,8,,,,,1,,BAO_0000357,
191,,Autocuration,,11862,Inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 2 at a concentration of 0.2 mM; NI means no inhibition,CHEMBL615227,H,8,,,,,1,,BAO_0000357,
192,,Expert,,12347,Evaluated for inhibition of bovine adrenal cortical mitochondrial 11 beta-hydroxylase,CHEMBL615228,D,9,,,,,1,,BAO_0000019,
193,,Expert,,100120,Effect on adrenal 11-beta-hydroxylase activity at 10e-4 M; No significant effect,CHEMBL615229,D,9,,,,,1,,BAO_0000357,
194,2369.0,Expert,Adrenal gland,100120,Inhibition of 11 beta-hydroxylase from rat adrenal gland,CHEMBL615230,D,9,,,,,1,,BAO_0000357,
195,,Expert,,100120,Inhibition of rat adrenal 11-beta-hydroxylase,CHEMBL615231,D,9,,,,,1,,BAO_0000357,
196,,Expert,,100120,Inhibition of rat adrenal 11-beta-hydroxylase,CHEMBL884520,D,9,,,,,1,,BAO_0000357,
197,,Expert,,100120,Inhibition of rat adrenal 11-beta-hydroxylase at 10e-5 M,CHEMBL615232,D,9,,,,,1,,BAO_0000357,
198,,Autocuration,,10328,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 1 of wistar rat liver cytosol at 10 uM was determined using [3H]cortisone,CHEMBL615233,H,8,,,,,1,,BAO_0000019,
199,,Autocuration,,11490,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,CHEMBL827088,H,8,,,,,1,,BAO_0000357,
200,,Autocuration,,11490,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,CHEMBL615234,H,8,,,,,1,,BAO_0000357,
201,,Autocuration,,11134,Compound was tested for the percent of inhibition against 12-LO at 10 uM,CHEMBL615235,H,8,,,,,1,,BAO_0000019,
202,,Autocuration,,12052,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,CHEMBL615236,H,8,,,,,1,,BAO_0000019,
203,,Autocuration,,11134,Compound was tested in vitro for inhibition of 12-LO human platelet,CHEMBL615237,H,8,,,,,1,,BAO_0000019,
204,,Autocuration,,11134,Inhibitory concentration against human platelet 12-lipoxygenase,CHEMBL615238,H,8,,,,,1,,BAO_0000019,
205,,Autocuration,,11134,Compound at 100 uM was tested in vitro for inhibition of 12-LO human platelet,CHEMBL615239,H,8,,,,,1,,BAO_0000019,
206,,Autocuration,,11134,Inhibitory concentration against human platelet 12-lipoxygenase,CHEMBL615240,D,9,,,,,1,,BAO_0000019,
207,,Expert,,11835,Tested for inhibition of 12-LO (12-lipoxygenase) as an inhibitor of 12(S)-HETE biosynthesis in mouse epidermal homogenates,CHEMBL615241,H,8,,,,,1,,BAO_0000019,
208,,Expert,,11601,Inhibitory activity against conversion of [1-14C]arachidonic acid to 12-HPETE and its reduction product 12-HETE by porcine leukocyte type 12-lipoxygenase,CHEMBL615242,H,8,,,,,1,,BAO_0000357,
209,,Autocuration,,11134,Inhibitory activity against human platelet 12-lipoxygenase (12-HLO),CHEMBL615243,H,8,,,,,1,,BAO_0000019,
210,,Autocuration,,11134,Inhibitory activity against human platelet 12-lipoxygenase,CHEMBL615244,H,8,,,,,1,,BAO_0000019,
211,,Autocuration,,11134,Inhibitory activity against human platelet 12-lipoxygenase was evaluated,CHEMBL615245,H,8,,,,,1,,BAO_0000019,
212,,Autocuration,,11134,% inhibition against human platelet 12-lipoxygenase (12-HLO),CHEMBL615246,H,8,,,,,1,,BAO_0000019,
213,,Autocuration,,11134,Inhibitory activity against human platelet 12-lipoxygenase was evaluated at 100 uM,CHEMBL615247,H,8,,,,,1,,BAO_0000019,
214,,Autocuration,,11134,percent inhibition against human platelet 12-lipoxygenase (12-HLO); NI is no inhibition,CHEMBL615248,H,8,,,,,1,,BAO_0000019,
215,,Autocuration,,11601,Inhibitory activity towards porcine 12-lipoxygenase,CHEMBL615249,H,8,,,,,1,,BAO_0000357,
216,,Autocuration,,11601,Tested for inhibition against porcine 12-LO,CHEMBL615250,H,8,,,,,1,,BAO_0000357,
217,,Autocuration,,12052,Inhibition of 12-lipoxygenase was evaluated in rat platelets stimulated by thrombin up to a concentration of 10 uM; NE means No effect,CHEMBL615251,H,8,,,,,1,,BAO_0000019,
218,,Autocuration,,12052,Inhibitory activity against 12-lipoxygenase in rat platelet rich plasma,CHEMBL615252,H,8,,,,,1,,BAO_0000019,
219,,Expert,,12052,In vitro inhibition of rat platelet 12-lipoxygenase,CHEMBL828340,H,8,,,,,1,,BAO_0000019,
220,,Autocuration,,12052,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,CHEMBL615253,H,8,,,,,1,,BAO_0000019,
221,,Autocuration,,12052,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 100 uM,CHEMBL615254,H,8,,,,,1,,BAO_0000019,
222,,Autocuration,,12052,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 30 uM,CHEMBL615255,H,8,,,,,1,,BAO_0000019,
223,,Autocuration,,12052,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,CHEMBL615256,H,8,,,,,1,,BAO_0000019,
224,,Autocuration,,12052,In vitro inhibitory activity against rat platelet 12-lipoxygenase,CHEMBL615257,H,8,,,,,1,,BAO_0000019,
225,,Autocuration,,12052,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 uM,CHEMBL615258,H,8,,,,,1,,BAO_0000019,
226,,Intermediate,,80007,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,CHEMBL615259,N,1,621.0,41M,,,1,,BAO_0000219,
227,,Expert,,80007,In vitro antitumor activity against 41M cell line.,CHEMBL615260,N,1,621.0,41M,,,1,,BAO_0000219,
228,,Intermediate,,80007,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,CHEMBL615261,N,1,621.0,41M,,,1,,BAO_0000219,
229,,Intermediate,,80007,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,CHEMBL615262,N,1,621.0,41M,,,1,,BAO_0000219,
230,,Expert,,80007,In vitro antitumor activity against 41McisR cell line.,CHEMBL615263,N,1,621.0,41M,,,1,,BAO_0000219,
231,,Expert,,80007,Resistant factor was determined between IC50 of cisplatin-resistant human tumor cell lines to that of 41McisR cell line,CHEMBL838393,N,1,621.0,41M,,,1,,BAO_0000219,
232,,Intermediate,,80007,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,CHEMBL615264,N,1,621.0,41M,,,1,,BAO_0000219,
233,,Expert,,84,Inhibition of 5'-inosine monophosphate dehydrogenase type I (IMPDH I),CHEMBL615265,D,9,,,,,1,,BAO_0000357,
234,,Expert,,68,Inhibition of 5'-inosine monophosphate dehydrogenase type II (IMPDH II),CHEMBL615266,D,9,,,,,1,,BAO_0000357,
235,,Expert,,68,Inhibitory activity against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II),CHEMBL615267,H,8,,,,,1,,BAO_0000357,
236,,Expert,,10201,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase,CHEMBL615268,H,8,,,,,1,,BAO_0000357,
237,,Expert,,10201,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase; nd = Not determined,CHEMBL615269,H,8,,,,,1,,BAO_0000357,
238,,Expert,,10201,Initial dissociation constant towards human 5'-methylthioadenosine phosphorylase,CHEMBL615270,H,8,,,,,1,,BAO_0000357,
239,,Autocuration,,12220,"Evaluated for inhibitory activity on 5,10-Methenyl Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",CHEMBL615271,H,8,,,,,1,,BAO_0000357,
240,,Autocuration,,11303,"Inhibitory activity against 5,10-methylenetetrahydrofolate dehydrogenase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",CHEMBL615272,H,8,,,,,1,,BAO_0000357,
241,,Autocuration,,11303,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",CHEMBL615103,H,8,,,,,1,,BAO_0000357,
242,,Autocuration,,11303,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM;NT=Not tested",CHEMBL615104,H,8,,,,,1,,BAO_0000357,
243,,Autocuration,,12220,"Evaluated for inhibitory activity on 5,10-Methylene Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",CHEMBL615105,H,8,,,,,1,,BAO_0000357,
244,,Autocuration,,12220,"Evaluated for inhibitory activity on 5,10-methylenetetrahydrofolate dehydrogenase(L cell) at folate substrate concentration of 100 uM",CHEMBL872866,H,8,,,,,1,,BAO_0000357,
245,,Autocuration,,11303,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",CHEMBL615106,H,8,,,,,1,,BAO_0000357,
246,,Autocuration,,11303,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (A,porcine liver) enzyme.",CHEMBL615107,H,8,,,,,1,,BAO_0000019,
247,,Autocuration,,11303,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-4 M inhibitory concentration",CHEMBL615108,H,8,,,,,1,,BAO_0000357,
248,,Autocuration,,11303,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-5 M inhibitory concentration",CHEMBL615109,H,8,,,,,1,,BAO_0000357,
249,,Autocuration,,11303,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",CHEMBL615110,H,8,,,,,1,,BAO_0000357,
250,,Autocuration,,11303,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",CHEMBL840105,H,8,,,,,1,,BAO_0000019,
251,,Autocuration,,11303,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-5 M inhibitory concentration",CHEMBL615111,H,8,,,,,1,,BAO_0000019,
252,,Autocuration,,11303,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-6 M inhibitory concentration",CHEMBL615112,H,8,,,,,1,,BAO_0000019,
253,,Autocuration,,11303,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-7 M inhibitory concentration",CHEMBL615113,H,8,,,,,1,,BAO_0000019,
254,,Autocuration,,11303,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme.",CHEMBL615114,H,8,,,,,1,,BAO_0000019,
255,,Autocuration,,11303,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",CHEMBL615115,H,8,,,,,1,,BAO_0000357,
256,,Autocuration,,11303,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",CHEMBL615116,H,8,,,,,1,,BAO_0000019,
257,,Autocuration,,11303,"Compound was tested for in vitro inhibition of 5,10-Methylene Tetrahydrofolate Cyclohydrolase, competitive against (+)-L-5,10-methenyltetrahydrofolate",CHEMBL615698,H,8,,,,,1,,BAO_0000357,
258,,Autocuration,,22226,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme at 10E-4 M inhibitory concentration",CHEMBL615699,U,0,,,,,1,,BAO_0000019,
259,,Autocuration,,22226,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme.",CHEMBL615700,U,0,,,,,1,,BAO_0000019,
260,,Expert,,100249,Inhibition of 5-Desaturase involved in ergosterol biosynthesis,CHEMBL615701,H,8,,,,,1,,BAO_0000357,
261,,Autocuration,,22226,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,CHEMBL615702,U,0,,,,,1,,BAO_0000019,
262,,Autocuration,,22226,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,CHEMBL615703,U,0,,,,,1,,BAO_0000019,
263,,Autocuration,,22226,"Irreversible inhibition of Walker 256 FUDR phosphorylase; expressed as Vo/Vi, velocity without inhibitor to that of velocity with inhibitor",CHEMBL615704,U,0,,,,,1,,BAO_0000019,
264,,Autocuration,,104698,"Tested for 5-HT 3 receptor antagonist potency by ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",CHEMBL615705,H,6,,,,,1,,BAO_0000019,
265,,Autocuration,,104698,"Compound was tested for its 5-HT 3 receptor antagonist potency by their ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",CHEMBL615706,H,6,,,,,1,,BAO_0000019,
266,2116.0,Intermediate,Ileum,20033,Relative ability to increase cholinergically mediated contractions in isolated ileum of guinea pig,CHEMBL615707,D,9,,,,,1,,BAO_0000221,
267,,Expert,,10623,Stimulatory activity of intragastric pressure was tested in the rat,CHEMBL615708,H,8,,,,,1,,BAO_0000019,
268,,Autocuration,,121,% Decrease of 5-HT carrier-receptor -bound radioactivity using paroxetine as a radioligand.,CHEMBL615709,H,8,,,,,1,,BAO_0000357,
269,,Autocuration,,22226,Dose to reduce neuronal firing against 5-HT cells in rats (iv),CHEMBL615710,U,0,,,,,1,,BAO_0000218,
270,,Autocuration,,12688,Antagonistic activity of corresponding methoxy compound against serotonin 5-HT receptor,CHEMBL615711,H,8,,,,,1,,BAO_0000019,
271,,Expert,,121,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine,CHEMBL615712,D,9,,,,,1,,BAO_0000357,
272,,Expert,,121,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine; No data,CHEMBL836325,D,9,,,,,1,,BAO_0000357,
273,,Autocuration,,12198,Inhibition of high affinity 5-HT uptake at concentration of 1 uM,CHEMBL615713,H,8,,,,,1,,BAO_0000019,
274,,Autocuration,,12198,Inhibition constant of high-affinity 5-HT uptake,CHEMBL615714,H,8,,,,,1,,BAO_0000357,
275,,Autocuration,,12198,Michaelis-Menten constant was reported for high affinity transport of 5-HT,CHEMBL615715,H,8,,,,,1,,BAO_0000019,
276,,Autocuration,,12198,Maximum rate was determined for high affinity transport of 5-HT,CHEMBL615716,H,8,,,,,1,,BAO_0000019,
277,,Autocuration,,104714,Compound was tested for agonistic activity against 5-HT uptake,CHEMBL615717,H,4,,,,,1,,BAO_0000019,
278,,Expert,,10577,Inhibition affinity against 5-HT-1B receptor in rat frontal cortex using radio binding assay,CHEMBL881818,H,8,,,,,1,,BAO_0000019,
279,,Expert,,105,Inhibition affinity against 5-HT-1D receptor in bovine caudate nucleus using radio binding assay,CHEMBL884540,H,8,,,,,1,,BAO_0000357,
280,,Autocuration,,104744,Binding affinity towards 5-hydroxytryptamine 1 receptor using [3H]5-HT as radioligand,CHEMBL615718,D,5,,,,,1,,BAO_0000224,
281,,Autocuration,,104744,The compound was evaluated for the binding affinity towards 5-hydroxytryptamine 1 using [3H]5-HT as radioligand,CHEMBL615719,H,4,,,,,1,,BAO_0000224,
282,,Autocuration,,104744,Percent inhibition of binding of 3.0 nM [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat caudate membranes at 10 e -5 M,CHEMBL615720,H,4,,,,Membranes,1,,BAO_0000249,
283,,Autocuration,,104744,Percent inhibition of binding of 3.0 nM [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat caudate membranes at 10 e -5 M.,CHEMBL615721,H,4,,,,Membranes,1,,BAO_0000249,
284,,Autocuration,,104744,Displacement of binding of [3H]-5-HT to 5-hydroxytryptamine 1 receptor in rat cerebral cortex,CHEMBL615722,H,4,,,,,1,,BAO_0000019,
285,,Autocuration,,51,Dose required to reduce neuronal firing of 5-HT1A cells by 50%,CHEMBL615723,H,8,,,,,1,,BAO_0000019,
