assays_ss_d,assays_cnfdnc_scr,assays_vrnt_d,assays_ss_ctgr,assays_tss_d,assays_ss_sbclllr_frctn,assays_ss_tst_tp,assays_ss_rgnsm,assays_src_ss_d,assays_src_d,assays_rltnshp_tp,assays_ss_cll_tp,assays_td,assays_crtd_b,assays_chmbl_d,assays_cll_d,assays_b_frmt
7766,1,,,1969.0,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620498,,BAO_0000218
7767,1,,,1969.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620499,,BAO_0000218
7768,1,,,1969.0,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620500,,BAO_0000218
7769,1,,,1969.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL873809,,BAO_0000218
7770,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620501,,BAO_0000218
7771,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620502,,BAO_0000218
7772,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620503,,BAO_0000218
7773,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620504,,BAO_0000218
7774,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL876605,,BAO_0000218
7775,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620505,,BAO_0000218
7776,1,,,1969.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL873811,,BAO_0000218
7777,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Expert,CHEMBL624016,,BAO_0000218
7778,1,,,,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL624017,,BAO_0000218
7779,1,,,,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL624018,,BAO_0000218
7780,1,,,,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL624019,,BAO_0000218
7781,1,,,955.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL624020,,BAO_0000218
7782,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL624201,,BAO_0000218
7783,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL872528,,BAO_0000218
7784,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL624202,,BAO_0000218
7785,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL624203,,BAO_0000218
7786,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL624350,,BAO_0000218
7787,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621320,,BAO_0000218
7788,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621321,,BAO_0000218
7789,1,,,,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621322,,BAO_0000218
7790,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621323,,BAO_0000218
7791,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621324,,BAO_0000218
7792,1,,,,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621325,,BAO_0000218
7793,1,,,1969.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL875837,,BAO_0000218
7794,1,,,1969.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621326,,BAO_0000218
7795,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621327,,BAO_0000218
7796,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621328,,BAO_0000218
7797,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621329,,BAO_0000218
7798,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621330,,BAO_0000218
7799,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621331,,BAO_0000218
7800,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621332,,BAO_0000218
7801,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621333,,BAO_0000218
7802,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621334,,BAO_0000218
7803,1,,,,,,Mus musculus,,1,N,,50594,Intermediate,CHEMBL621335,,BAO_0000218
7804,1,,,,,,Canis lupus familiaris,,1,N,,50588,Intermediate,CHEMBL621336,,BAO_0000218
7805,1,,,,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621337,,BAO_0000218
7806,1,,,,,,Canis lupus familiaris,,1,N,,50588,Intermediate,CHEMBL621338,,BAO_0000218
7807,1,,,,,,Canis lupus familiaris,,1,N,,50588,Intermediate,CHEMBL875838,,BAO_0000218
7808,1,,,,,,Canis lupus familiaris,,1,N,,50588,Intermediate,CHEMBL621339,,BAO_0000218
7809,1,,,,,,Canis lupus familiaris,,1,N,,50588,Intermediate,CHEMBL621340,,BAO_0000218
7810,0,,,,,,,,1,U,,22224,Autocuration,CHEMBL621341,,BAO_0000218
7811,0,,,,,,,,1,U,,22224,Autocuration,CHEMBL621342,,BAO_0000019
7812,0,,,,,,,,1,U,,22224,Autocuration,CHEMBL621343,,BAO_0000019
7813,1,,,,,,Mus musculus,,1,N,,50594,Intermediate,CHEMBL621344,,BAO_0000218
7814,1,,,,,,Mus musculus,,1,N,,50594,Intermediate,CHEMBL621345,,BAO_0000218
7815,0,,,,,,,,1,U,,22224,Autocuration,CHEMBL621346,,BAO_0000019
7816,0,,,,,,,,1,U,,22224,Autocuration,CHEMBL621347,,BAO_0000218
7817,1,,,,,,Canis lupus familiaris,,1,N,,50588,Intermediate,CHEMBL621348,,BAO_0000218
7818,0,,,178.0,,,,,1,U,,22224,Autocuration,CHEMBL621349,,BAO_0000019
7819,0,,,178.0,,,,,1,U,,22224,Autocuration,CHEMBL621350,,BAO_0000019
7820,0,,,178.0,,,,,1,U,,22224,Autocuration,CHEMBL875839,,BAO_0000019
7821,0,,,178.0,,,,,1,U,,22224,Autocuration,CHEMBL620211,,BAO_0000019
7822,0,,,178.0,,,,,1,U,,22224,Autocuration,CHEMBL620212,,BAO_0000019
7823,0,,,178.0,,,,,1,U,,22224,Autocuration,CHEMBL620213,,BAO_0000019
7824,1,,,1969.0,,,Macaca mulatta,,1,N,,50797,Intermediate,CHEMBL620214,,BAO_0000218
7825,1,,,1969.0,,,Macaca mulatta,,1,N,,50797,Intermediate,CHEMBL620215,,BAO_0000218
7826,1,,,1969.0,,,Macaca mulatta,,1,N,,50797,Intermediate,CHEMBL620216,,BAO_0000218
7827,1,,,1969.0,,,Canis lupus familiaris,,1,N,,50588,Intermediate,CHEMBL620888,,BAO_0000218
7828,1,,,1969.0,,,Canis lupus familiaris,,1,N,,50588,Intermediate,CHEMBL620889,,BAO_0000218
7829,0,,,1969.0,,,,,1,U,,22224,Autocuration,CHEMBL620890,,BAO_0000019
7830,1,,,1969.0,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620891,,BAO_0000218
7831,0,,,,,,,,1,U,,22224,Autocuration,CHEMBL620892,,BAO_0000019
7832,1,,,,,,Mus musculus,,1,N,,50594,Intermediate,CHEMBL621079,,BAO_0000218
7833,1,,,,,,Mus musculus,,1,N,,50594,Intermediate,CHEMBL621080,,BAO_0000218
7834,1,,,,,,Canis lupus familiaris,,1,N,,50588,Intermediate,CHEMBL621081,,BAO_0000218
7835,1,,,,,,Cricetinae,,1,N,,100712,Intermediate,CHEMBL621082,,BAO_0000218
7836,1,,,,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621083,,BAO_0000218
7837,1,,,,,,Canis lupus familiaris,,1,N,,50588,Intermediate,CHEMBL621084,,BAO_0000218
7838,1,,,,,,Canis lupus familiaris,,1,N,,50588,Intermediate,CHEMBL621085,,BAO_0000218
7839,1,,,,,,Canis lupus familiaris,,1,N,,50588,Intermediate,CHEMBL621086,,BAO_0000218
7840,1,,,,,,Canis lupus familiaris,,1,N,,50588,Intermediate,CHEMBL621087,,BAO_0000218
7841,1,,,,,,Canis lupus familiaris,,1,N,,50588,Intermediate,CHEMBL622607,,BAO_0000218
7842,1,,,,,,Canis lupus familiaris,,1,N,,50588,Intermediate,CHEMBL622608,,BAO_0000218
7843,0,,,,,,,,1,U,,22224,Autocuration,CHEMBL624481,,BAO_0000019
7844,0,,,,,,,,1,U,,22224,Autocuration,CHEMBL624482,,BAO_0000019
7845,0,,,,,,,,1,U,,22224,Autocuration,CHEMBL624483,,BAO_0000019
7846,0,,,,,,,,1,U,,22224,Autocuration,CHEMBL624484,,BAO_0000019
7847,0,,,,,,,,1,U,,22224,Autocuration,CHEMBL624485,,BAO_0000019
7848,1,,,,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL624486,,BAO_0000218
7849,0,,,,,,,,1,U,,22224,Autocuration,CHEMBL624487,,BAO_0000019
7850,0,,,,,,,,1,U,,22224,Autocuration,CHEMBL624488,,BAO_0000019
7851,1,,,,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL624489,,BAO_0000218
7852,1,,,,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL625184,,BAO_0000218
7853,0,,,,,,,,1,U,,22224,Autocuration,CHEMBL625185,,BAO_0000019
7854,0,,,,,,,,1,U,,22224,Autocuration,CHEMBL875954,,BAO_0000019
7855,0,,,,,,,,1,U,,22224,Autocuration,CHEMBL625186,,BAO_0000019
7856,0,,,,,,,,1,U,,22224,Autocuration,CHEMBL625187,,BAO_0000019
7857,0,,,,,,,,1,U,,22224,Autocuration,CHEMBL625188,,BAO_0000019
7858,1,,,,,,Canis lupus familiaris,,1,N,,50588,Intermediate,CHEMBL625189,,BAO_0000218
7859,1,,,,,,Canis lupus familiaris,,1,N,,50588,Intermediate,CHEMBL625190,,BAO_0000218
7860,1,,,,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621733,,BAO_0000218
7861,1,,,,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621734,,BAO_0000218
7862,1,,,,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621735,,BAO_0000218
7863,1,,,1969.0,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621736,,BAO_0000218
7864,1,,,1969.0,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621737,,BAO_0000218
7865,1,,,,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621738,,BAO_0000218
7866,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL622806,,BAO_0000218
7867,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL623519,,BAO_0000218
7868,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL623520,,BAO_0000218
7869,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL623521,,BAO_0000218
7870,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL623522,,BAO_0000218
7871,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL623523,,BAO_0000218
7872,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL623690,,BAO_0000218
7873,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL623691,,BAO_0000218
7874,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL623692,,BAO_0000218
7875,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL623693,,BAO_0000218
7876,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL623694,,BAO_0000218
7877,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL623695,,BAO_0000218
7878,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL623696,,BAO_0000218
7879,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL623697,,BAO_0000218
7880,0,,,1969.0,,In vivo,Macaca mulatta,,1,U,,22224,Intermediate,CHEMBL623698,,BAO_0000218
7881,0,,,1969.0,,In vivo,Rattus norvegicus,,1,U,,22224,Intermediate,CHEMBL623699,,BAO_0000218
7882,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL623700,,BAO_0000218
7883,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL623701,,BAO_0000218
7884,1,,,1969.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL623702,,BAO_0000218
7885,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL623703,,BAO_0000218
7886,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL623704,,BAO_0000218
7887,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL623705,,BAO_0000218
7888,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL623706,,BAO_0000218
7889,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL623707,,BAO_0000218
7890,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL623708,,BAO_0000218
7891,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL623709,,BAO_0000218
7892,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL623710,,BAO_0000218
7893,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL623711,,BAO_0000218
7894,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL623712,,BAO_0000218
7895,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL623713,,BAO_0000218
7896,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL623714,,BAO_0000218
7897,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL623715,,BAO_0000218
7898,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL623716,,BAO_0000218
7899,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL622980,,BAO_0000218
7900,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL622981,,BAO_0000218
7901,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL622982,,BAO_0000218
7902,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL622983,,BAO_0000218
7903,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL622984,,BAO_0000218
7904,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL622985,,BAO_0000218
7905,1,,,1969.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL623631,,BAO_0000218
7906,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL623632,,BAO_0000218
7907,1,,,1969.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL623633,,BAO_0000218
7908,1,,,1969.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL623634,,BAO_0000218
7909,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL623635,,BAO_0000218
7910,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621195,,BAO_0000218
7911,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621196,,BAO_0000218
7912,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL875287,,BAO_0000218
7913,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621197,,BAO_0000218
7914,1,,,1969.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621198,,BAO_0000218
7915,1,,,1969.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621199,,BAO_0000218
7916,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621200,,BAO_0000218
7917,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621201,,BAO_0000218
7918,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621202,,BAO_0000218
7919,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621203,,BAO_0000218
7920,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621204,,BAO_0000218
7921,1,,,948.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621205,,BAO_0000218
7922,1,,,948.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621206,,BAO_0000218
7923,1,,,948.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621207,,BAO_0000218
7924,1,,,948.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621208,,BAO_0000218
7925,1,,,948.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621209,,BAO_0000218
7926,1,,,948.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL876484,,BAO_0000218
7927,1,,,948.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621210,,BAO_0000218
7928,1,,,948.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621211,,BAO_0000218
7929,1,,,948.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621212,,BAO_0000218
7930,1,,,948.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621213,,BAO_0000218
7931,1,,,948.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621214,,BAO_0000218
7932,1,,,948.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621215,,BAO_0000218
7933,1,,,948.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621216,,BAO_0000218
7934,1,,,948.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621217,,BAO_0000218
7935,1,,,948.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621218,,BAO_0000218
7936,1,,,948.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621219,,BAO_0000218
7937,1,,,948.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621220,,BAO_0000218
7938,1,,,948.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621221,,BAO_0000218
7939,1,,,948.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621222,,BAO_0000218
7940,1,,,948.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621223,,BAO_0000218
7941,1,,,948.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL876485,,BAO_0000218
7942,1,,,948.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621224,,BAO_0000218
7943,1,,,948.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621225,,BAO_0000218
7944,1,,,948.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621226,,BAO_0000218
7945,1,,,2113.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621227,,BAO_0000218
7946,1,,,2113.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621228,,BAO_0000218
7947,1,,,2113.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621229,,BAO_0000218
7948,1,,,2113.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621230,,BAO_0000218
7949,1,,,2113.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621231,,BAO_0000218
7950,1,,,2113.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621232,,BAO_0000218
7951,1,,,2113.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621233,,BAO_0000218
7952,1,,,2113.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621234,,BAO_0000218
7953,1,,,2113.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621235,,BAO_0000218
7954,1,,,2113.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621236,,BAO_0000218
7955,1,,,2113.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621237,,BAO_0000218
7956,1,,,2113.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL876486,,BAO_0000218
7957,1,,,160.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL622436,,BAO_0000218
7958,1,,,160.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL622437,,BAO_0000218
7959,1,,,160.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL622438,,BAO_0000218
7960,1,,,2107.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL622439,,BAO_0000218
7961,1,,,2107.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL622440,,BAO_0000218
7962,1,,,2107.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL622441,,BAO_0000218
7963,1,,,2107.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL622442,,BAO_0000218
7964,1,,,2107.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL622443,,BAO_0000218
7965,1,,,2107.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL622444,,BAO_0000218
7966,1,,,2107.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL622445,,BAO_0000218
7967,1,,,2107.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL622446,,BAO_0000218
7968,1,,,2107.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL622447,,BAO_0000218
7969,1,,,2107.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL622448,,BAO_0000218
7970,1,,,2107.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL622449,,BAO_0000218
7971,1,,,2107.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL622450,,BAO_0000218
7972,1,,,2107.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL622451,,BAO_0000218
7973,1,,,2107.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL622452,,BAO_0000218
7974,1,,,2107.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL622453,,BAO_0000218
7975,1,,,2107.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL622454,,BAO_0000218
7976,1,,,2107.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL622455,,BAO_0000218
7977,1,,,2107.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL876024,,BAO_0000218
7978,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL622456,,BAO_0000218
7979,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL622457,,BAO_0000218
7980,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL622458,,BAO_0000218
7981,1,,,,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL622459,,BAO_0000218
7982,1,,,,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL873343,,BAO_0000218
7983,1,,,,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL622460,,BAO_0000218
7984,1,,,1969.0,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL622461,,BAO_0000218
7985,1,,,1969.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL622462,,BAO_0000218
7986,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL622463,,BAO_0000218
7987,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL622464,,BAO_0000218
7988,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL622465,,BAO_0000218
7989,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL622466,,BAO_0000218
7990,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL622467,,BAO_0000218
7991,1,,,1969.0,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL622468,,BAO_0000218
7992,1,,,1969.0,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL876025,,BAO_0000218
7993,1,,,1969.0,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL622469,,BAO_0000218
7994,1,,,1969.0,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL622470,,BAO_0000218
7995,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL622471,,BAO_0000218
7996,1,,,1969.0,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL622472,,BAO_0000218
7997,1,,,1969.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL622473,,BAO_0000218
7998,1,,,1969.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL624282,,BAO_0000218
7999,1,,,1969.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL624283,,BAO_0000218
8000,1,,,1969.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL624284,,BAO_0000218
8001,1,,,1969.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL624285,,BAO_0000218
8002,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL624286,,BAO_0000218
8003,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL624287,,BAO_0000218
8004,1,,,,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL624288,,BAO_0000218
8005,1,,,1969.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL624289,,BAO_0000218
8006,1,,,1969.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL873344,,BAO_0000218
8007,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL619623,,BAO_0000218
8008,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Expert,CHEMBL621399,,BAO_0000218
8009,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621400,,BAO_0000218
8010,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621401,,BAO_0000218
