Fiscal year,ICT as a tool for development (marker),Fund centre ID,Biodiversity (marker),Organisation sub-class,CountryRegion percent,Branch ID,Organisation name,Division name,Maximum CIDA contribution (project-level),Status,Section name,Climate change mitigation (marker),Organisation ID,Continent ID,CIDA business delivery model (old),Enviromental sustainability (marker),CFLI (marker),CountryRegion ID,Trade development (marker),CountryRegion name,Desertification (marker),Regional program (marker),Project number,Untied amount(Project-level budget),Branch name,Division ID,Section ID,Fund centre name,FSTC percent,IRTC percent,Programming process (new),Bilateral aid (international marker),PBA type,Climate change adaptation (marker),Participatory development and good governance,Urban issues (marker),Children issues (marker)
2009/2010,0,4422,0,Unknown,0.3,B4400,Information not available,NDD Americas Programming,1488850.78,Closed,South America,0,Information not available,1,Responsive,1,0,50,0,South America,0,1,A020910001,0.0,NGM Americas,D4400,S4413,*Southern Cone,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,1,0,1
2009/2010,0,4422,0,FEDERAL,0.3,B4400,Department of Foreign Affairs and International Trade,NDD Americas Programming,1488850.78,Closed,South America,0,10050,1,Responsive,1,0,50,0,South America,0,1,A020910001,0.0,NGM Americas,D4400,S4413,*Southern Cone,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,1,0,1
2009/2010,0,4422,0,Unknown,0.3,B4400,Information not available,NDD Americas Programming,1488850.78,Closed,South America,0,Information not available,1,Responsive,1,0,50,0,South America,0,1,A020910001,0.0,NGM Americas,D4400,S4413,*Southern Cone,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,1,0,1
2009/2010,0,4422,0,FEDERAL,0.3,B4400,Department of Foreign Affairs and International Trade,NDD Americas Programming,1488850.78,Closed,South America,0,10050,1,Responsive,1,0,50,0,South America,0,1,A020910001,0.0,NGM Americas,D4400,S4413,*Southern Cone,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,1,0,1
2009/2010,0,4422,0,Unknown,0.3,B4400,Information not available,NDD Americas Programming,1488850.78,Closed,South America,0,Information not available,1,Responsive,1,0,50,0,South America,0,1,A020910001,0.0,NGM Americas,D4400,S4413,*Southern Cone,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,1,0,1
2009/2010,0,4422,0,FEDERAL,0.3,B4400,Department of Foreign Affairs and International Trade,NDD Americas Programming,1488850.78,Closed,South America,0,10050,1,Responsive,1,0,50,0,South America,0,1,A020910001,0.0,NGM Americas,D4400,S4413,*Southern Cone,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,1,0,1
2009/2010,0,4422,0,Unknown,0.3,B4400,Information not available,NDD Americas Programming,1488850.78,Closed,South America,0,Information not available,1,Responsive,1,0,50,0,South America,0,1,A020910001,0.0,NGM Americas,D4400,S4413,*Southern Cone,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,1,0,1
2009/2010,0,4422,0,FEDERAL,0.3,B4400,Department of Foreign Affairs and International Trade,NDD Americas Programming,1488850.78,Closed,South America,0,10050,1,Responsive,1,0,50,0,South America,0,1,A020910001,0.0,NGM Americas,D4400,S4413,*Southern Cone,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,1,0,1
2009/2010,0,4422,0,Unknown,0.3,B4400,Information not available,NDD Americas Programming,1488850.78,Closed,South America,0,Information not available,1,Responsive,1,0,50,0,South America,0,1,A020910001,0.0,NGM Americas,D4400,S4413,*Southern Cone,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,1,0,1
2009/2010,0,4422,0,FEDERAL,0.3,B4400,Department of Foreign Affairs and International Trade,NDD Americas Programming,1488850.78,Closed,South America,0,10050,1,Responsive,1,0,50,0,South America,0,1,A020910001,0.0,NGM Americas,D4400,S4413,*Southern Cone,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,1,0,1
2009/2010,0,4422,0,Unknown,0.3,B4400,Information not available,NDD Americas Programming,1488850.78,Closed,South America,0,Information not available,1,Responsive,1,0,50,0,South America,0,1,A020910001,0.0,NGM Americas,D4400,S4413,*Southern Cone,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,1,0,1
2009/2010,0,4422,0,FEDERAL,0.3,B4400,Department of Foreign Affairs and International Trade,NDD Americas Programming,1488850.78,Closed,South America,0,10050,1,Responsive,1,0,50,0,South America,0,1,A020910001,0.0,NGM Americas,D4400,S4413,*Southern Cone,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,1,0,1
2009/2010,0,4422,0,Unknown,0.3,B4400,Information not available,NDD Americas Programming,1488850.78,Closed,South America,0,Information not available,1,Responsive,1,0,50,0,South America,0,1,A020910001,0.0,NGM Americas,D4400,S4413,*Southern Cone,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,1,0,1
2009/2010,0,4422,0,FEDERAL,0.3,B4400,Department of Foreign Affairs and International Trade,NDD Americas Programming,1488850.78,Closed,South America,0,10050,1,Responsive,1,0,50,0,South America,0,1,A020910001,0.0,NGM Americas,D4400,S4413,*Southern Cone,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,1,0,1
2009/2010,0,4422,0,Unknown,0.3,B4400,Information not available,NDD Americas Programming,1488850.78,Closed,South America,0,Information not available,1,Responsive,1,0,50,0,South America,0,1,A020910001,0.0,NGM Americas,D4400,S4413,*Southern Cone,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,1,0,1
2009/2010,0,4422,0,FEDERAL,0.3,B4400,Department of Foreign Affairs and International Trade,NDD Americas Programming,1488850.78,Closed,South America,0,10050,1,Responsive,1,0,50,0,South America,0,1,A020910001,0.0,NGM Americas,D4400,S4413,*Southern Cone,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,1,0,1
2009/2010,0,4422,0,Unknown,0.3,B4400,Information not available,NDD Americas Programming,1488850.78,Closed,South America,0,Information not available,1,Responsive,1,0,50,0,South America,0,1,A020910001,0.0,NGM Americas,D4400,S4413,*Southern Cone,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,1,0,1
2009/2010,0,4422,0,FEDERAL,0.3,B4400,Department of Foreign Affairs and International Trade,NDD Americas Programming,1488850.78,Closed,South America,0,10050,1,Responsive,1,0,50,0,South America,0,1,A020910001,0.0,NGM Americas,D4400,S4413,*Southern Cone,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,1,0,1
2009/2010,0,4422,0,Unknown,0.3,B4400,Information not available,NDD Americas Programming,1488850.78,Closed,South America,0,Information not available,1,Responsive,1,0,50,0,South America,0,1,A020910001,0.0,NGM Americas,D4400,S4413,*Southern Cone,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,1,0,1
2009/2010,0,4422,0,FEDERAL,0.3,B4400,Department of Foreign Affairs and International Trade,NDD Americas Programming,1488850.78,Closed,South America,0,10050,1,Responsive,1,0,50,0,South America,0,1,A020910001,0.0,NGM Americas,D4400,S4413,*Southern Cone,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,1,0,1
2009/2010,0,4422,0,Unknown,0.3,B4400,Information not available,NDD Americas Programming,1488850.78,Closed,South America,0,Information not available,1,Responsive,1,0,50,0,South America,0,1,A020910001,0.0,NGM Americas,D4400,S4413,*Southern Cone,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,1,0,1
2009/2010,1,4422,0,COLLEGE,1.0,B4400,Centre for Nursing Studies,NDD Americas Programming,861997.0,Closed,South America,0,1005645,1,Responsive,0,0,PY,0,Paraguay,0,1,A020910017,0.0,NGM Americas,D4400,S4413,*Southern Cone,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,0,0
2009/2010,1,4422,0,COLLEGE,1.0,B4400,Centre for Nursing Studies,NDD Americas Programming,861997.0,Closed,South America,0,1005645,1,Responsive,0,0,PY,0,Paraguay,0,1,A020910017,0.0,NGM Americas,D4400,S4413,*Southern Cone,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,0,0
2009/2010,1,4422,0,COLLEGE,1.0,B4400,Centre for Nursing Studies,NDD Americas Programming,861997.0,Closed,South America,0,1005645,1,Responsive,0,0,PY,0,Paraguay,0,1,A020910017,0.0,NGM Americas,D4400,S4413,*Southern Cone,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,0,0
2009/2010,1,4422,0,COLLEGE,1.0,B4400,Centre for Nursing Studies,NDD Americas Programming,861997.0,Closed,South America,0,1005645,1,Responsive,0,0,PY,0,Paraguay,0,1,A020910017,0.0,NGM Americas,D4400,S4413,*Southern Cone,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,0,0
2009/2010,0,4416,0,PROFESSIONAL ASSOCIATION,1.0,B4400,Barreau du Qu�bec,NDD Americas Programming,329838.0,Closed,South America,0,1003044,1,Responsive,0,0,BO,0,Bolivia,0,0,A020910018,329838.0,NGM Americas,D4400,S4413,Bolivia,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,1,0,0
2009/2010,0,4416,0,PROFESSIONAL ASSOCIATION,1.0,B4400,Barreau du Qu�bec,NDD Americas Programming,329838.0,Closed,South America,0,1003044,1,Responsive,0,0,BO,0,Bolivia,0,0,A020910018,329838.0,NGM Americas,D4400,S4413,Bolivia,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,1,0,0
2009/2010,1,4418,0,UNIVERSITY,1.0,B4400,University of New Brunswick,NDD Americas Programming,2531353.0,Closed,South America,0,1000510,1,Responsive,1,0,BR,0,Brazil,0,0,A020911008,0.0,NGM Americas,D4400,S4413,Brazil,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,1,0,0
2009/2010,1,4418,0,UNIVERSITY,1.0,B4400,University of New Brunswick,NDD Americas Programming,2531353.0,Closed,South America,0,1000510,1,Responsive,1,0,BR,0,Brazil,0,0,A020911008,0.0,NGM Americas,D4400,S4413,Brazil,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,1,0,0
2009/2010,1,4418,0,UNIVERSITY,1.0,B4400,University of New Brunswick,NDD Americas Programming,2531353.0,Closed,South America,0,1000510,1,Responsive,1,0,BR,0,Brazil,0,0,A020911008,0.0,NGM Americas,D4400,S4413,Brazil,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,1,0,0
2009/2010,1,4418,0,UNIVERSITY,1.0,B4400,Ryerson International Development Centre,NDD Americas Programming,1713817.92,Closed,South America,0,1000356,1,Responsive,0,0,BR,0,Brazil,0,0,A020911009,0.0,NGM Americas,D4400,S4413,Brazil,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,1,0,0
2009/2010,1,4418,0,UNIVERSITY,1.0,B4400,Ryerson International Development Centre,NDD Americas Programming,1713817.92,Closed,South America,0,1000356,1,Responsive,0,0,BR,0,Brazil,0,0,A020911009,0.0,NGM Americas,D4400,S4413,Brazil,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,1,0,0
2009/2010,1,4418,0,UNIVERSITY,1.0,B4400,Ryerson International Development Centre,NDD Americas Programming,1713817.92,Closed,South America,0,1000356,1,Responsive,0,0,BR,0,Brazil,0,0,A020911009,0.0,NGM Americas,D4400,S4413,Brazil,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,1,0,0
2009/2010,0,4298,0,ASSOCIATIONS,1.0,B4200,Soci�t� de coop�ration pour le d�veloppement international,WWD West & Central Africa,4899012.2,Closed,Central Africa & Great Lakes Program,0,1000282,2,Directive,0,0,CD,0,"Congo, Dem Rep.",0,0,A020982001,4899012.2,WGM Sub-Saharan Africa,D4207,S4287,Democratic Republic of Congo,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,1,0,0
2009/2010,0,4298,0,ASSOCIATIONS,1.0,B4200,Soci�t� de coop�ration pour le d�veloppement international,WWD West & Central Africa,4899012.2,Closed,Central Africa & Great Lakes Program,0,1000282,2,Directive,0,0,CD,0,"Congo, Dem Rep.",0,0,A020982001,4899012.2,WGM Sub-Saharan Africa,D4207,S4287,Democratic Republic of Congo,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,1,0,0
2009/2010,0,4122,0,NGO,1.0,B4100,Commonwealth Judicial Education Institute,OAD Asia Programming,17121139.37,Closed,Bangladesh Section,0,1001114,3,Directive,0,0,BD,0,Bangladesh,0,0,A021170001,17121139.37,OGM Asia Pacific,D4100,S4122,Bangladesh,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,1,0,1
2009/2010,0,4122,0,CONSULTING SERVICES,1.0,B4100,IBM Canada Ltd. (Formerly Pricewaterhouse Consult.),OAD Asia Programming,17121139.37,Closed,Bangladesh Section,0,1009240,3,Directive,0,0,BD,0,Bangladesh,0,0,A021170001,17121139.37,OGM Asia Pacific,D4100,S4122,Bangladesh,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,1,0,1
2009/2010,0,4298,0,CONSULTANT,1.0,B4200,Information not available,WWD West & Central Africa,246397.97,Closed,Central Africa & Great Lakes Program,0,Information not available,2,Directive,0,0,CD,0,"Congo, Dem Rep.",0,0,A021224002,246397.97,WGM Sub-Saharan Africa,D4207,S4287,Democratic Republic of Congo,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,1,0,0
2009/2010,0,4298,0,CONSULTANT,1.0,B4200,Information not available,WWD West & Central Africa,246397.97,Closed,Central Africa & Great Lakes Program,0,Information not available,2,Directive,0,0,CD,0,"Congo, Dem Rep.",0,0,A021224002,246397.97,WGM Sub-Saharan Africa,D4207,S4287,Democratic Republic of Congo,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,1,0,0
2009/2010,0,4298,0,CONSULTANT,1.0,B4200,Information not available,WWD West & Central Africa,246397.97,Closed,Central Africa & Great Lakes Program,0,Information not available,2,Directive,0,0,CD,0,"Congo, Dem Rep.",0,0,A021224002,246397.97,WGM Sub-Saharan Africa,D4207,S4287,Democratic Republic of Congo,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,1,0,0
2009/2010,0,4124,0,CONSULTING SERVICES,1.0,B4100,Agriteam Canada,OAD Asia Programming,6566164.53,Closed,"OAA Afghanistan, Pakistan and Sri Lanka",0,1000601,3,Directive,0,0,PK,0,Pakistan,0,0,A021236001,6566164.53,OGM Asia Pacific,D4100,S4141,Pakistan,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,0,0
2009/2010,0,4124,0,CONSULTING SERVICES,1.0,B4100,The Universalia Management Group Inc.,OAD Asia Programming,6566164.53,Closed,"OAA Afghanistan, Pakistan and Sri Lanka",0,1004565,3,Directive,0,0,PK,0,Pakistan,0,0,A021236001,6566164.53,OGM Asia Pacific,D4100,S4141,Pakistan,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,0,0
2009/2010,0,4124,0,CONSULTING SERVICES,1.0,B4100,Agriteam Canada,OAD Asia Programming,6566164.53,Closed,"OAA Afghanistan, Pakistan and Sri Lanka",0,1000601,3,Directive,0,0,PK,0,Pakistan,0,0,A021236001,6566164.53,OGM Asia Pacific,D4100,S4141,Pakistan,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,0,0
2009/2010,0,4124,0,CONSULTING SERVICES,1.0,B4100,The Universalia Management Group Inc.,OAD Asia Programming,6566164.53,Closed,"OAA Afghanistan, Pakistan and Sri Lanka",0,1004565,3,Directive,0,0,PK,0,Pakistan,0,0,A021236001,6566164.53,OGM Asia Pacific,D4100,S4141,Pakistan,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,0,0
2009/2010,0,4416,0,ASSOCIATIONS,1.0,B4400,Ingenieros y Arquitectos Asociados La Paz Ltd.,NDD Americas Programming,273083.86,Closed,South America,0,1013670,1,Directive,1,0,BO,0,Bolivia,0,0,A021314PRE,0.0,NGM Americas,D4400,S4413,Bolivia,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,1,0,0
2009/2010,0,4416,0,ASSOCIATIONS,1.0,B4400,Ingenieros y Arquitectos Asociados La Paz Ltd.,NDD Americas Programming,273083.86,Closed,South America,0,1013670,1,Directive,1,0,BO,0,Bolivia,0,0,A021314PRE,0.0,NGM Americas,D4400,S4413,Bolivia,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,1,0,0
2009/2010,0,4416,0,ASSOCIATIONS,1.0,B4400,Ingenieros y Arquitectos Asociados La Paz Ltd.,NDD Americas Programming,273083.86,Closed,South America,0,1013670,1,Directive,1,0,BO,0,Bolivia,0,0,A021314PRE,0.0,NGM Americas,D4400,S4413,Bolivia,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,1,0,0
2009/2010,0,4246,0,NGO,1.0,B4200,CARE Canada,WED Southern & Eastern Africa,611160.56,Terminating,"Ethiopia, PanAfrica, SubRegional",0,1000517,2,Directive,0,0,X1,0,Africa MC,0,1,A021334002,611160.56,WGM Sub-Saharan Africa,D4270,S4227,PanAfrica,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,1,0,0
2009/2010,0,4246,0,CONSULTING SERVICES,1.0,B4200,Project Services International Inc.,WED Southern & Eastern Africa,611160.56,Terminating,"Ethiopia, PanAfrica, SubRegional",0,1000932,2,Directive,0,0,X1,0,Africa MC,0,1,A021334002,611160.56,WGM Sub-Saharan Africa,D4270,S4227,PanAfrica,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,1,0,0
2009/2010,0,4246,0,NGO,1.0,B4200,CARE Canada,WED Southern & Eastern Africa,611160.56,Terminating,"Ethiopia, PanAfrica, SubRegional",0,1000517,2,Directive,0,0,X1,0,Africa MC,0,1,A021334002,611160.56,WGM Sub-Saharan Africa,D4270,S4227,PanAfrica,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,1,0,0
2009/2010,0,4246,0,CONSULTING SERVICES,1.0,B4200,Project Services International Inc.,WED Southern & Eastern Africa,611160.56,Terminating,"Ethiopia, PanAfrica, SubRegional",0,1000932,2,Directive,0,0,X1,0,Africa MC,0,1,A021334002,611160.56,WGM Sub-Saharan Africa,D4270,S4227,PanAfrica,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,1,0,0
2009/2010,0,4246,0,NGO,1.0,B4200,CARE Canada,WED Southern & Eastern Africa,611160.56,Terminating,"Ethiopia, PanAfrica, SubRegional",0,1000517,2,Directive,0,0,X1,0,Africa MC,0,1,A021334002,611160.56,WGM Sub-Saharan Africa,D4270,S4227,PanAfrica,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,1,0,0
2009/2010,0,4246,0,CONSULTING SERVICES,1.0,B4200,Project Services International Inc.,WED Southern & Eastern Africa,611160.56,Terminating,"Ethiopia, PanAfrica, SubRegional",0,1000932,2,Directive,0,0,X1,0,Africa MC,0,1,A021334002,611160.56,WGM Sub-Saharan Africa,D4270,S4227,PanAfrica,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,1,0,0
2009/2010,0,4268,0,FEDERAL,0.02,B3100,Department of Foreign Affairs and International Trade,EDD Europe-Middle East Programming,2694419.4,Closed,West Bank Gaza & Palestinian Refugees,0,10050,3,Directive,0,0,130,0,Western Asia,0,1,A021360001,2694419.4,"EGM Europe, Middle East and Maghreb",D3100,S4264,Middle East Peace Process,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,0,0
2009/2010,0,4268,0,UNIVERSITY,0.02,B3100,University of Windsor Finance Department,EDD Europe-Middle East Programming,2694419.4,Closed,West Bank Gaza & Palestinian Refugees,0,1009838,3,Directive,0,0,130,0,Western Asia,0,1,A021360001,2694419.4,"EGM Europe, Middle East and Maghreb",D3100,S4264,Middle East Peace Process,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,0,0
2009/2010,0,4268,0,FEDERAL,0.06,B3100,Department of Foreign Affairs and International Trade,EDD Europe-Middle East Programming,2694419.4,Closed,West Bank Gaza & Palestinian Refugees,0,10050,3,Directive,0,0,130,0,Western Asia,0,1,A021360001,2694419.4,"EGM Europe, Middle East and Maghreb",D3100,S4264,Middle East Peace Process,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,0,0
2009/2010,0,4268,0,UNIVERSITY,0.06,B3100,University of Windsor Finance Department,EDD Europe-Middle East Programming,2694419.4,Closed,West Bank Gaza & Palestinian Refugees,0,1009838,3,Directive,0,0,130,0,Western Asia,0,1,A021360001,2694419.4,"EGM Europe, Middle East and Maghreb",D3100,S4264,Middle East Peace Process,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,0,0
2009/2010,0,4268,0,FEDERAL,0.06,B3100,Department of Foreign Affairs and International Trade,EDD Europe-Middle East Programming,2694419.4,Closed,West Bank Gaza & Palestinian Refugees,0,10050,3,Directive,0,0,130,0,Western Asia,0,1,A021360001,2694419.4,"EGM Europe, Middle East and Maghreb",D3100,S4264,Middle East Peace Process,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,0,0
2009/2010,0,4268,0,UNIVERSITY,0.06,B3100,University of Windsor Finance Department,EDD Europe-Middle East Programming,2694419.4,Closed,West Bank Gaza & Palestinian Refugees,0,1009838,3,Directive,0,0,130,0,Western Asia,0,1,A021360001,2694419.4,"EGM Europe, Middle East and Maghreb",D3100,S4264,Middle East Peace Process,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,0,0
2009/2010,0,4268,0,FEDERAL,0.06,B3100,Department of Foreign Affairs and International Trade,EDD Europe-Middle East Programming,2694419.4,Closed,West Bank Gaza & Palestinian Refugees,0,10050,3,Directive,0,0,130,0,Western Asia,0,1,A021360001,2694419.4,"EGM Europe, Middle East and Maghreb",D3100,S4264,Middle East Peace Process,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,0,0
2009/2010,0,4268,0,UNIVERSITY,0.06,B3100,University of Windsor Finance Department,EDD Europe-Middle East Programming,2694419.4,Closed,West Bank Gaza & Palestinian Refugees,0,1009838,3,Directive,0,0,130,0,Western Asia,0,1,A021360001,2694419.4,"EGM Europe, Middle East and Maghreb",D3100,S4264,Middle East Peace Process,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,0,0
2009/2010,0,4268,0,FEDERAL,0.8,B3100,Department of Foreign Affairs and International Trade,EDD Europe-Middle East Programming,2694419.4,Closed,West Bank Gaza & Palestinian Refugees,0,10050,3,Directive,0,0,130,0,Western Asia,0,1,A021360001,2694419.4,"EGM Europe, Middle East and Maghreb",D3100,S4264,Middle East Peace Process,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,0,0
2009/2010,0,4268,0,UNIVERSITY,0.8,B3100,University of Windsor Finance Department,EDD Europe-Middle East Programming,2694419.4,Closed,West Bank Gaza & Palestinian Refugees,0,1009838,3,Directive,0,0,130,0,Western Asia,0,1,A021360001,2694419.4,"EGM Europe, Middle East and Maghreb",D3100,S4264,Middle East Peace Process,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,0,0
2009/2010,0,4298,0,CONSULTING SERVICES,1.0,B4200,C�RAC Inc.,WWD West & Central Africa,8846131.41,Closed,Central Africa & Great Lakes Program,0,1000647,2,Directive,0,0,CD,0,"Congo, Dem Rep.",0,0,A021363001,8846131.41,WGM Sub-Saharan Africa,D4207,S4287,Democratic Republic of Congo,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,0,0
2009/2010,0,4298,0,CONSULTING SERVICES,1.0,B4200,Groupe Consultation CCISD et MIR,WWD West & Central Africa,8846131.41,Closed,Central Africa & Great Lakes Program,0,1009319,2,Directive,0,0,CD,0,"Congo, Dem Rep.",0,0,A021363001,8846131.41,WGM Sub-Saharan Africa,D4207,S4287,Democratic Republic of Congo,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,0,0
2009/2010,0,4298,0,CONSULTING SERVICES,1.0,B4200,C�RAC Inc.,WWD West & Central Africa,8846131.41,Closed,Central Africa & Great Lakes Program,0,1000647,2,Directive,0,0,CD,0,"Congo, Dem Rep.",0,0,A021363001,8846131.41,WGM Sub-Saharan Africa,D4207,S4287,Democratic Republic of Congo,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,0,0
2009/2010,0,4298,0,CONSULTING SERVICES,1.0,B4200,Groupe Consultation CCISD et MIR,WWD West & Central Africa,8846131.41,Closed,Central Africa & Great Lakes Program,0,1009319,2,Directive,0,0,CD,0,"Congo, Dem Rep.",0,0,A021363001,8846131.41,WGM Sub-Saharan Africa,D4207,S4287,Democratic Republic of Congo,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,0,0
2009/2010,0,4298,0,CONSULTING SERVICES,1.0,B4200,C�RAC Inc.,WWD West & Central Africa,8846131.41,Closed,Central Africa & Great Lakes Program,0,1000647,2,Directive,0,0,CD,0,"Congo, Dem Rep.",0,0,A021363001,8846131.41,WGM Sub-Saharan Africa,D4207,S4287,Democratic Republic of Congo,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,0,0
2009/2010,0,4298,0,CONSULTING SERVICES,1.0,B4200,Groupe Consultation CCISD et MIR,WWD West & Central Africa,8846131.41,Closed,Central Africa & Great Lakes Program,0,1009319,2,Directive,0,0,CD,0,"Congo, Dem Rep.",0,0,A021363001,8846131.41,WGM Sub-Saharan Africa,D4207,S4287,Democratic Republic of Congo,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,0,0
2009/2010,0,4298,0,CONSULTING SERVICES,1.0,B4200,C�RAC Inc.,WWD West & Central Africa,8846131.41,Closed,Central Africa & Great Lakes Program,0,1000647,2,Directive,0,0,CD,0,"Congo, Dem Rep.",0,0,A021363001,8846131.41,WGM Sub-Saharan Africa,D4207,S4287,Democratic Republic of Congo,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,0,0
2009/2010,0,4298,0,CONSULTING SERVICES,1.0,B4200,Groupe Consultation CCISD et MIR,WWD West & Central Africa,8846131.41,Closed,Central Africa & Great Lakes Program,0,1009319,2,Directive,0,0,CD,0,"Congo, Dem Rep.",0,0,A021363001,8846131.41,WGM Sub-Saharan Africa,D4207,S4287,Democratic Republic of Congo,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,0,0
