fsclr,rgnlprgrm(mrkr),prjctbrwsrcntrd,cntrrgnd,cdbsnssdlvrmdl(ld),fndcntrd,mntspnt,sctnd,dsrtfctn(mrkr),prjctnmbr,nvrmntlsstnblt(mrkr),prtcptrdvlpmntndgdgvrnnc,dsbltsss(mrkr),rgnstnnm,cntnntd,bdvrst(mrkr),rbnsss(mrkr),chldrnsss(mrkr),thsss(mrkr),ndgnssss(mrkr),ctstlfrdvlpmnt(mrkr),knwldgfrdvlpmnt(mrkr),gndrqlt(mrkr),rgnstnd,rgnstntp,rgnstnclss,rgnstnsb-clss,cntnntnm,cntrrgnnm,cntrrgnprcnt,sctrd,sctrnm,sctrprcnt
2009/2010,0,GW,GW,Responsive,5461,24000.0,S5460,0,M013185001,1,0,0,World Bank,2,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,Africa,Guinea-Bissau,0.004,31120,Agricultural development,0.2
2009/2010,0,GW,GW,Responsive,5461,12000.0,S5460,0,M013185001,1,0,0,World Bank,2,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,Africa,Guinea-Bissau,0.004,31150,Agricultural inputs,0.1
2009/2010,0,GW,GW,Responsive,5461,12000.0,S5460,0,M013185001,1,0,0,World Bank,2,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,Africa,Guinea-Bissau,0.004,31161,Food crop production,0.1
2009/2010,0,GW,GW,Responsive,5461,12000.0,S5460,0,M013185001,1,0,0,World Bank,2,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,Africa,Guinea-Bissau,0.004,31166,Agricultural extension,0.1
2009/2010,0,GW,GW,Responsive,5461,12000.0,S5460,0,M013185001,1,0,0,World Bank,2,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,Africa,Guinea-Bissau,0.004,31182,Agricultural research,0.1
2009/2010,0,GW,GW,Responsive,5461,12000.0,S5460,0,M013185001,1,0,0,World Bank,2,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,Africa,Guinea-Bissau,0.004,31191,Agricultural services,0.1
2009/2010,0,GW,GW,Responsive,5461,12000.0,S5460,0,M013185001,1,0,0,World Bank,2,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,Africa,Guinea-Bissau,0.004,31193,Agricultural financial services,0.1
2009/2010,0,HN,HN,Responsive,5461,48600.0,S5460,0,M013185001,1,0,0,World Bank,1,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,America,Honduras,0.0081,31110,Agricultural policy and administrative management,0.2
2009/2010,0,HN,HN,Responsive,5461,48600.0,S5460,0,M013185001,1,0,0,World Bank,1,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,America,Honduras,0.0081,31120,Agricultural development,0.2
2009/2010,0,HN,HN,Responsive,5461,24300.0,S5460,0,M013185001,1,0,0,World Bank,1,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,America,Honduras,0.0081,31150,Agricultural inputs,0.1
2009/2010,0,HN,HN,Responsive,5461,24300.0,S5460,0,M013185001,1,0,0,World Bank,1,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,America,Honduras,0.0081,31161,Food crop production,0.1
2009/2010,0,HN,HN,Responsive,5461,24300.0,S5460,0,M013185001,1,0,0,World Bank,1,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,America,Honduras,0.0081,31166,Agricultural extension,0.1
2009/2010,0,HN,HN,Responsive,5461,24300.0,S5460,0,M013185001,1,0,0,World Bank,1,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,America,Honduras,0.0081,31182,Agricultural research,0.1
2009/2010,0,HN,HN,Responsive,5461,24300.0,S5460,0,M013185001,1,0,0,World Bank,1,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,America,Honduras,0.0081,31191,Agricultural services,0.1
2009/2010,0,HN,HN,Responsive,5461,24300.0,S5460,0,M013185001,1,0,0,World Bank,1,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,America,Honduras,0.0081,31193,Agricultural financial services,0.1
2009/2010,0,HT,HT,Responsive,5461,72600.0,S5460,0,M013185001,1,0,0,World Bank,1,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,America,Haiti,0.0121,31110,Agricultural policy and administrative management,0.2
2009/2010,0,HT,HT,Responsive,5461,72600.0,S5460,0,M013185001,1,0,0,World Bank,1,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,America,Haiti,0.0121,31120,Agricultural development,0.2
2009/2010,0,HT,HT,Responsive,5461,36300.0,S5460,0,M013185001,1,0,0,World Bank,1,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,America,Haiti,0.0121,31150,Agricultural inputs,0.1
2009/2010,0,HT,HT,Responsive,5461,36300.0,S5460,0,M013185001,1,0,0,World Bank,1,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,America,Haiti,0.0121,31161,Food crop production,0.1
2009/2010,0,HT,HT,Responsive,5461,36300.0,S5460,0,M013185001,1,0,0,World Bank,1,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,America,Haiti,0.0121,31166,Agricultural extension,0.1
2009/2010,0,HT,HT,Responsive,5461,36300.0,S5460,0,M013185001,1,0,0,World Bank,1,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,America,Haiti,0.0121,31182,Agricultural research,0.1
2009/2010,0,HT,HT,Responsive,5461,36300.0,S5460,0,M013185001,1,0,0,World Bank,1,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,America,Haiti,0.0121,31191,Agricultural services,0.1
2009/2010,0,HT,HT,Responsive,5461,36300.0,S5460,0,M013185001,1,0,0,World Bank,1,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,America,Haiti,0.0121,31193,Agricultural financial services,0.1
2009/2010,0,KE,KE,Responsive,5461,266400.0,S5460,0,M013185001,1,0,0,World Bank,2,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,Africa,Kenya,0.0444,31110,Agricultural policy and administrative management,0.2
2009/2010,0,KE,KE,Responsive,5461,266400.0,S5460,0,M013185001,1,0,0,World Bank,2,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,Africa,Kenya,0.0444,31120,Agricultural development,0.2
2009/2010,0,KE,KE,Responsive,5461,133200.0,S5460,0,M013185001,1,0,0,World Bank,2,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,Africa,Kenya,0.0444,31150,Agricultural inputs,0.1
2009/2010,0,KE,KE,Responsive,5461,133200.0,S5460,0,M013185001,1,0,0,World Bank,2,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,Africa,Kenya,0.0444,31161,Food crop production,0.1
2009/2010,0,KE,KE,Responsive,5461,133200.0,S5460,0,M013185001,1,0,0,World Bank,2,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,Africa,Kenya,0.0444,31166,Agricultural extension,0.1
2009/2010,0,KE,KE,Responsive,5461,133200.0,S5460,0,M013185001,1,0,0,World Bank,2,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,Africa,Kenya,0.0444,31182,Agricultural research,0.1
2009/2010,0,KE,KE,Responsive,5461,133200.0,S5460,0,M013185001,1,0,0,World Bank,2,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,Africa,Kenya,0.0444,31191,Agricultural services,0.1
2009/2010,0,KE,KE,Responsive,5461,133200.0,S5460,0,M013185001,1,0,0,World Bank,2,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,Africa,Kenya,0.0444,31193,Agricultural financial services,0.1
2009/2010,0,KG,KG,Responsive,5461,48600.0,S5460,0,M013185001,1,0,0,World Bank,3,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,Asia,Kyrgyzstan,0.0081,31110,Agricultural policy and administrative management,0.2
2009/2010,0,KG,KG,Responsive,5461,48600.0,S5460,0,M013185001,1,0,0,World Bank,3,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,Asia,Kyrgyzstan,0.0081,31120,Agricultural development,0.2
2009/2010,0,KG,KG,Responsive,5461,24300.0,S5460,0,M013185001,1,0,0,World Bank,3,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,Asia,Kyrgyzstan,0.0081,31150,Agricultural inputs,0.1
2009/2010,0,KG,KG,Responsive,5461,24300.0,S5460,0,M013185001,1,0,0,World Bank,3,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,Asia,Kyrgyzstan,0.0081,31161,Food crop production,0.1
2009/2010,0,KG,KG,Responsive,5461,24300.0,S5460,0,M013185001,1,0,0,World Bank,3,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,Asia,Kyrgyzstan,0.0081,31166,Agricultural extension,0.1
2009/2010,0,KG,KG,Responsive,5461,24300.0,S5460,0,M013185001,1,0,0,World Bank,3,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,Asia,Kyrgyzstan,0.0081,31182,Agricultural research,0.1
2009/2010,0,KG,KG,Responsive,5461,24300.0,S5460,0,M013185001,1,0,0,World Bank,3,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,Asia,Kyrgyzstan,0.0081,31191,Agricultural services,0.1
2009/2010,0,KG,KG,Responsive,5461,24300.0,S5460,0,M013185001,1,0,0,World Bank,3,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,Asia,Kyrgyzstan,0.0081,31193,Agricultural financial services,0.1
2009/2010,0,KH,KH,Responsive,5461,24000.0,S5460,0,M013185001,1,0,0,World Bank,3,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,Asia,Cambodia,0.004,31110,Agricultural policy and administrative management,0.2
2009/2010,0,KH,KH,Responsive,5461,24000.0,S5460,0,M013185001,1,0,0,World Bank,3,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,Asia,Cambodia,0.004,31120,Agricultural development,0.2
2009/2010,0,KH,KH,Responsive,5461,12000.0,S5460,0,M013185001,1,0,0,World Bank,3,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,Asia,Cambodia,0.004,31150,Agricultural inputs,0.1
2009/2010,0,KH,KH,Responsive,5461,12000.0,S5460,0,M013185001,1,0,0,World Bank,3,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,Asia,Cambodia,0.004,31161,Food crop production,0.1
2009/2010,0,KH,KH,Responsive,5461,12000.0,S5460,0,M013185001,1,0,0,World Bank,3,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,Asia,Cambodia,0.004,31166,Agricultural extension,0.1
2009/2010,0,KH,KH,Responsive,5461,12000.0,S5460,0,M013185001,1,0,0,World Bank,3,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,Asia,Cambodia,0.004,31182,Agricultural research,0.1
2009/2010,0,KH,KH,Responsive,5461,12000.0,S5460,0,M013185001,1,0,0,World Bank,3,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,Asia,Cambodia,0.004,31191,Agricultural services,0.1
2009/2010,0,KH,KH,Responsive,5461,12000.0,S5460,0,M013185001,1,0,0,World Bank,3,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,Asia,Cambodia,0.004,31193,Agricultural financial services,0.1
2009/2010,0,KM,KM,Responsive,5461,4800.0,S5460,0,M013185001,1,0,0,World Bank,2,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,Africa,Comoros,0.0008,31110,Agricultural policy and administrative management,0.2
2009/2010,0,KM,KM,Responsive,5461,4800.0,S5460,0,M013185001,1,0,0,World Bank,2,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,Africa,Comoros,0.0008,31120,Agricultural development,0.2
2009/2010,0,KM,KM,Responsive,5461,2400.0,S5460,0,M013185001,1,0,0,World Bank,2,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,Africa,Comoros,0.0008,31150,Agricultural inputs,0.1
2009/2010,0,KM,KM,Responsive,5461,2400.0,S5460,0,M013185001,1,0,0,World Bank,2,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,Africa,Comoros,0.0008,31161,Food crop production,0.1
2009/2010,0,KM,KM,Responsive,5461,2400.0,S5460,0,M013185001,1,0,0,World Bank,2,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,Africa,Comoros,0.0008,31166,Agricultural extension,0.1
2009/2010,0,KM,KM,Responsive,5461,2400.0,S5460,0,M013185001,1,0,0,World Bank,2,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,Africa,Comoros,0.0008,31182,Agricultural research,0.1
2009/2010,0,KM,KM,Responsive,5461,2400.0,S5460,0,M013185001,1,0,0,World Bank,2,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,Africa,Comoros,0.0008,31191,Agricultural services,0.1
2009/2010,0,KM,KM,Responsive,5461,2400.0,S5460,0,M013185001,1,0,0,World Bank,2,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,Africa,Comoros,0.0008,31193,Agricultural financial services,0.1
2009/2010,0,LA,LA,Responsive,5461,24000.0,S5460,0,M013185001,1,0,0,World Bank,3,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,Asia,"Lao, Dem. Rep.",0.004,31110,Agricultural policy and administrative management,0.2
2009/2010,0,LA,LA,Responsive,5461,24000.0,S5460,0,M013185001,1,0,0,World Bank,3,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,Asia,"Lao, Dem. Rep.",0.004,31120,Agricultural development,0.2
2009/2010,0,LA,LA,Responsive,5461,12000.0,S5460,0,M013185001,1,0,0,World Bank,3,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,Asia,"Lao, Dem. Rep.",0.004,31150,Agricultural inputs,0.1
2009/2010,0,LA,LA,Responsive,5461,12000.0,S5460,0,M013185001,1,0,0,World Bank,3,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,Asia,"Lao, Dem. Rep.",0.004,31161,Food crop production,0.1
2009/2010,0,LA,LA,Responsive,5461,12000.0,S5460,0,M013185001,1,0,0,World Bank,3,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,Asia,"Lao, Dem. Rep.",0.004,31166,Agricultural extension,0.1
2009/2010,0,LA,LA,Responsive,5461,12000.0,S5460,0,M013185001,1,0,0,World Bank,3,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,Asia,"Lao, Dem. Rep.",0.004,31182,Agricultural research,0.1
2009/2010,0,LA,LA,Responsive,5461,12000.0,S5460,0,M013185001,1,0,0,World Bank,3,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,Asia,"Lao, Dem. Rep.",0.004,31191,Agricultural services,0.1
2009/2010,0,LA,LA,Responsive,5461,12000.0,S5460,0,M013185001,1,0,0,World Bank,3,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,Asia,"Lao, Dem. Rep.",0.004,31193,Agricultural financial services,0.1
2009/2010,0,LR,LR,Responsive,5461,48600.0,S5460,0,M013185001,1,0,0,World Bank,2,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,Africa,Liberia,0.0081,31110,Agricultural policy and administrative management,0.2
2009/2010,0,LR,LR,Responsive,5461,48600.0,S5460,0,M013185001,1,0,0,World Bank,2,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,Africa,Liberia,0.0081,31120,Agricultural development,0.2
2009/2010,0,LR,LR,Responsive,5461,24300.0,S5460,0,M013185001,1,0,0,World Bank,2,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,Africa,Liberia,0.0081,31150,Agricultural inputs,0.1
2009/2010,0,LR,LR,Responsive,5461,24300.0,S5460,0,M013185001,1,0,0,World Bank,2,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,Africa,Liberia,0.0081,31161,Food crop production,0.1
2009/2010,0,LR,LR,Responsive,5461,24300.0,S5460,0,M013185001,1,0,0,World Bank,2,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,Africa,Liberia,0.0081,31166,Agricultural extension,0.1
2009/2010,0,LR,LR,Responsive,5461,24300.0,S5460,0,M013185001,1,0,0,World Bank,2,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,Africa,Liberia,0.0081,31182,Agricultural research,0.1
2009/2010,0,LR,LR,Responsive,5461,24300.0,S5460,0,M013185001,1,0,0,World Bank,2,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,Africa,Liberia,0.0081,31191,Agricultural services,0.1
2009/2010,0,LR,LR,Responsive,5461,24300.0,S5460,0,M013185001,1,0,0,World Bank,2,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,Africa,Liberia,0.0081,31193,Agricultural financial services,0.1
2009/2010,0,MD,MD,Responsive,5461,33600.0,S5460,0,M013185001,1,0,0,World Bank,5,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,Europe,Moldova,0.0056,31110,Agricultural policy and administrative management,0.2
2009/2010,0,MD,MD,Responsive,5461,33600.0,S5460,0,M013185001,1,0,0,World Bank,5,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,Europe,Moldova,0.0056,31120,Agricultural development,0.2
2009/2010,0,MD,MD,Responsive,5461,16800.0,S5460,0,M013185001,1,0,0,World Bank,5,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,Europe,Moldova,0.0056,31150,Agricultural inputs,0.1
2009/2010,0,MD,MD,Responsive,5461,16800.0,S5460,0,M013185001,1,0,0,World Bank,5,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,Europe,Moldova,0.0056,31161,Food crop production,0.1
2009/2010,0,MD,MD,Responsive,5461,16800.0,S5460,0,M013185001,1,0,0,World Bank,5,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,Europe,Moldova,0.0056,31166,Agricultural extension,0.1
2009/2010,0,MD,MD,Responsive,5461,16800.0,S5460,0,M013185001,1,0,0,World Bank,5,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,Europe,Moldova,0.0056,31182,Agricultural research,0.1
2009/2010,0,MD,MD,Responsive,5461,16800.0,S5460,0,M013185001,1,0,0,World Bank,5,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,Europe,Moldova,0.0056,31191,Agricultural services,0.1
2009/2010,0,MD,MD,Responsive,5461,16800.0,S5460,0,M013185001,1,0,0,World Bank,5,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,Europe,Moldova,0.0056,31193,Agricultural financial services,0.1
2009/2010,0,MG,MG,Responsive,5461,106800.0,S5460,0,M013185001,1,0,0,World Bank,2,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,Africa,Madagascar,0.0178,31110,Agricultural policy and administrative management,0.2
2009/2010,0,MG,MG,Responsive,5461,106800.0,S5460,0,M013185001,1,0,0,World Bank,2,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,Africa,Madagascar,0.0178,31120,Agricultural development,0.2
2009/2010,0,MG,MG,Responsive,5461,53400.0,S5460,0,M013185001,1,0,0,World Bank,2,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,Africa,Madagascar,0.0178,31150,Agricultural inputs,0.1
2009/2010,0,MG,MG,Responsive,5461,53400.0,S5460,0,M013185001,1,0,0,World Bank,2,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,Africa,Madagascar,0.0178,31161,Food crop production,0.1
2009/2010,0,MG,MG,Responsive,5461,53400.0,S5460,0,M013185001,1,0,0,World Bank,2,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,Africa,Madagascar,0.0178,31166,Agricultural extension,0.1
2009/2010,0,MG,MG,Responsive,5461,53400.0,S5460,0,M013185001,1,0,0,World Bank,2,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,Africa,Madagascar,0.0178,31182,Agricultural research,0.1
2009/2010,0,MG,MG,Responsive,5461,53400.0,S5460,0,M013185001,1,0,0,World Bank,2,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,Africa,Madagascar,0.0178,31191,Agricultural services,0.1
2009/2010,0,MG,MG,Responsive,5461,53400.0,S5460,0,M013185001,1,0,0,World Bank,2,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,Africa,Madagascar,0.0178,31193,Agricultural financial services,0.1
2009/2010,0,ML,ML,Responsive,5461,24000.0,S5460,0,M013185001,1,0,0,World Bank,2,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,Africa,Mali,0.004,31110,Agricultural policy and administrative management,0.2
2009/2010,0,ML,ML,Responsive,5461,24000.0,S5460,0,M013185001,1,0,0,World Bank,2,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,Africa,Mali,0.004,31120,Agricultural development,0.2
2009/2010,0,ML,ML,Responsive,5461,12000.0,S5460,0,M013185001,1,0,0,World Bank,2,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,Africa,Mali,0.004,31150,Agricultural inputs,0.1
2009/2010,0,ML,ML,Responsive,5461,12000.0,S5460,0,M013185001,1,0,0,World Bank,2,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,Africa,Mali,0.004,31161,Food crop production,0.1
2009/2010,0,ML,ML,Responsive,5461,12000.0,S5460,0,M013185001,1,0,0,World Bank,2,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,Africa,Mali,0.004,31166,Agricultural extension,0.1
2009/2010,0,ML,ML,Responsive,5461,12000.0,S5460,0,M013185001,1,0,0,World Bank,2,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,Africa,Mali,0.004,31182,Agricultural research,0.1
2009/2010,0,ML,ML,Responsive,5461,12000.0,S5460,0,M013185001,1,0,0,World Bank,2,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,Africa,Mali,0.004,31191,Agricultural services,0.1
2009/2010,0,ML,ML,Responsive,5461,12000.0,S5460,0,M013185001,1,0,0,World Bank,2,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,Africa,Mali,0.004,31193,Agricultural financial services,0.1
2009/2010,0,MZ,MZ,Responsive,5461,97200.0,S5460,0,M013185001,1,0,0,World Bank,2,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,Africa,Mozambique,0.0162,31110,Agricultural policy and administrative management,0.2
2009/2010,0,MZ,MZ,Responsive,5461,97200.0,S5460,0,M013185001,1,0,0,World Bank,2,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,Africa,Mozambique,0.0162,31120,Agricultural development,0.2
2009/2010,0,MZ,MZ,Responsive,5461,48600.0,S5460,0,M013185001,1,0,0,World Bank,2,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,Africa,Mozambique,0.0162,31150,Agricultural inputs,0.1
2009/2010,0,MZ,MZ,Responsive,5461,48600.0,S5460,0,M013185001,1,0,0,World Bank,2,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,Africa,Mozambique,0.0162,31161,Food crop production,0.1
2009/2010,0,MZ,MZ,Responsive,5461,48600.0,S5460,0,M013185001,1,0,0,World Bank,2,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,Africa,Mozambique,0.0162,31166,Agricultural extension,0.1
2009/2010,0,MZ,MZ,Responsive,5461,48600.0,S5460,0,M013185001,1,0,0,World Bank,2,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,Africa,Mozambique,0.0162,31182,Agricultural research,0.1
2009/2010,0,MZ,MZ,Responsive,5461,48600.0,S5460,0,M013185001,1,0,0,World Bank,2,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,Africa,Mozambique,0.0162,31191,Agricultural services,0.1
2009/2010,0,MZ,MZ,Responsive,5461,48600.0,S5460,0,M013185001,1,0,0,World Bank,2,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,Africa,Mozambique,0.0162,31193,Agricultural financial services,0.1
2009/2010,0,NE,NE,Responsive,5461,34200.0,S5460,0,M013185001,1,0,0,World Bank,2,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,Africa,Niger,0.0057,31110,Agricultural policy and administrative management,0.2
2009/2010,0,NE,NE,Responsive,5461,34200.0,S5460,0,M013185001,1,0,0,World Bank,2,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,Africa,Niger,0.0057,31120,Agricultural development,0.2
2009/2010,0,NE,NE,Responsive,5461,17100.0,S5460,0,M013185001,1,0,0,World Bank,2,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,Africa,Niger,0.0057,31150,Agricultural inputs,0.1
2009/2010,0,NE,NE,Responsive,5461,17100.0,S5460,0,M013185001,1,0,0,World Bank,2,0,0,0,0,0,0,0,1,1001306,Foreign Non-Profit Making,Multilateral,IFI,Africa,Niger,0.0057,31161,Food crop production,0.1
