ASI,BFO,DI,CEI,CHEI,ASSTY,TISI,ASTI,ASCT,ASTIS,SASI,Ti,RELATY,CONFISC,CURAB,SRI,VARII
7778,BAO_0000218,4576,,CHEMBL624017,A,,10116.0,,,,50597,N,1,Intermediate,1,
7779,BAO_0000218,4576,,CHEMBL624018,A,,10116.0,,,,50597,N,1,Intermediate,1,
7780,BAO_0000218,4576,,CHEMBL624019,A,,10116.0,,,,50597,N,1,Intermediate,1,
7781,BAO_0000218,4910,,CHEMBL624020,A,955.0,10116.0,,Brain,,50597,N,1,Intermediate,1,
7782,BAO_0000218,4891,,CHEMBL624201,A,,10116.0,,,,50597,N,1,Intermediate,1,
7783,BAO_0000218,429,,CHEMBL872528,A,,10116.0,,,,50597,N,1,Intermediate,1,
7784,BAO_0000218,5974,,CHEMBL624202,A,,10116.0,,,,50597,N,1,Intermediate,1,
7785,BAO_0000218,5974,,CHEMBL624203,A,,10116.0,,,,50597,N,1,Intermediate,1,
7786,BAO_0000218,5974,,CHEMBL624350,A,,10116.0,,,,50597,N,1,Intermediate,1,
7787,BAO_0000218,5974,,CHEMBL621320,A,,10116.0,,,,50597,N,1,Intermediate,1,
7788,BAO_0000218,17582,,CHEMBL621321,A,,10116.0,,,,50597,N,1,Intermediate,1,
7789,BAO_0000218,4026,,CHEMBL621322,A,,10116.0,,,,50597,N,1,Intermediate,1,
7790,BAO_0000218,4890,,CHEMBL621323,A,,10116.0,,,,50597,N,1,Intermediate,1,
7791,BAO_0000218,6571,,CHEMBL621324,A,,10116.0,,,,50597,N,1,Intermediate,1,
7792,BAO_0000218,4727,,CHEMBL621325,A,,10116.0,,,,50597,N,1,Intermediate,1,
7793,BAO_0000218,17651,,CHEMBL875837,A,1969.0,10116.0,,Plasma,,50597,N,1,Intermediate,1,
7794,BAO_0000218,17651,,CHEMBL621326,A,1969.0,10116.0,,Plasma,,50597,N,1,Intermediate,1,
7795,BAO_0000218,14465,,CHEMBL621327,A,,10116.0,,,,50597,N,1,Intermediate,1,
7796,BAO_0000218,14941,,CHEMBL621328,A,,10116.0,,,,50597,N,1,Intermediate,1,
7797,BAO_0000218,5960,,CHEMBL621329,A,,10116.0,,,,50597,N,1,Intermediate,1,
7798,BAO_0000218,5022,,CHEMBL621330,A,,10116.0,,,,50597,N,1,Intermediate,1,
7799,BAO_0000218,4408,,CHEMBL621331,A,,10116.0,,,,50597,N,1,Intermediate,1,
7800,BAO_0000218,5983,,CHEMBL621332,A,,10116.0,,,,50597,N,1,Intermediate,1,
7801,BAO_0000218,4689,,CHEMBL621333,A,,10116.0,,,,50597,N,1,Intermediate,1,
7802,BAO_0000218,2792,,CHEMBL621334,A,,10116.0,,,,50597,N,1,Intermediate,1,
7803,BAO_0000218,15011,,CHEMBL621335,A,,10090.0,,,,50594,N,1,Intermediate,1,
7804,BAO_0000218,14180,,CHEMBL621336,A,,9615.0,,,,50588,N,1,Intermediate,1,
7805,BAO_0000218,14180,,CHEMBL621337,A,,10116.0,,,,50597,N,1,Intermediate,1,
7806,BAO_0000218,14599,,CHEMBL621338,A,,9615.0,,,,50588,N,1,Intermediate,1,
7807,BAO_0000218,14599,,CHEMBL875838,A,,9615.0,,,,50588,N,1,Intermediate,1,
7808,BAO_0000218,14599,,CHEMBL621339,A,,9615.0,,,,50588,N,1,Intermediate,1,
7809,BAO_0000218,14599,,CHEMBL621340,A,,9615.0,,,,50588,N,1,Intermediate,1,
7810,BAO_0000218,15675,,CHEMBL621341,A,,,,,,22224,U,0,Autocuration,1,
7811,BAO_0000019,12706,,CHEMBL621342,A,,,,,,22224,U,0,Autocuration,1,
7812,BAO_0000019,12706,,CHEMBL621343,A,,,,,,22224,U,0,Autocuration,1,
7813,BAO_0000218,9750,,CHEMBL621344,A,,10090.0,,,,50594,N,1,Intermediate,1,
7814,BAO_0000218,9750,,CHEMBL621345,A,,10090.0,,,,50594,N,1,Intermediate,1,
7815,BAO_0000019,14691,,CHEMBL621346,A,,,,,,22224,U,0,Autocuration,1,
7816,BAO_0000218,14691,,CHEMBL621347,A,,,,,,22224,U,0,Autocuration,1,
7817,BAO_0000218,14691,,CHEMBL621348,A,,9615.0,,,,50588,N,1,Intermediate,1,
7818,BAO_0000019,2939,,CHEMBL621349,A,178.0,,,Blood,,22224,U,0,Autocuration,1,
7819,BAO_0000019,2939,,CHEMBL621350,A,178.0,,,Blood,,22224,U,0,Autocuration,1,
7820,BAO_0000019,2939,,CHEMBL875839,A,178.0,,,Blood,,22224,U,0,Autocuration,1,
7821,BAO_0000019,2939,,CHEMBL620211,A,178.0,,,Blood,,22224,U,0,Autocuration,1,
7822,BAO_0000019,2939,,CHEMBL620212,A,178.0,,,Blood,,22224,U,0,Autocuration,1,
7823,BAO_0000019,2939,,CHEMBL620213,A,178.0,,,Blood,,22224,U,0,Autocuration,1,
7824,BAO_0000218,9552,,CHEMBL620214,A,1969.0,9544.0,,Plasma,,50797,N,1,Intermediate,1,
7825,BAO_0000218,9552,,CHEMBL620215,A,1969.0,9544.0,,Plasma,,50797,N,1,Intermediate,1,
7826,BAO_0000218,9552,,CHEMBL620216,A,1969.0,9544.0,,Plasma,,50797,N,1,Intermediate,1,
7827,BAO_0000218,9552,,CHEMBL620888,A,1969.0,9615.0,,Plasma,,50588,N,1,Intermediate,1,
7828,BAO_0000218,9552,,CHEMBL620889,A,1969.0,9615.0,,Plasma,,50588,N,1,Intermediate,1,
7829,BAO_0000019,9552,,CHEMBL620890,A,1969.0,,,Plasma,,22224,U,0,Autocuration,1,
7830,BAO_0000218,11911,,CHEMBL620891,A,1969.0,10116.0,,Plasma,,50597,N,1,Intermediate,1,
7831,BAO_0000019,16618,,CHEMBL620892,A,,,,,,22224,U,0,Autocuration,1,
7832,BAO_0000218,14387,,CHEMBL621079,A,,10090.0,,,,50594,N,1,Intermediate,1,
7833,BAO_0000218,14387,,CHEMBL621080,A,,10090.0,,,,50594,N,1,Intermediate,1,
7834,BAO_0000218,12836,,CHEMBL621081,A,,9615.0,,,,50588,N,1,Intermediate,1,
7835,BAO_0000218,12836,,CHEMBL621082,A,,10026.0,,,,100712,N,1,Intermediate,1,
7836,BAO_0000218,12836,,CHEMBL621083,A,,10116.0,,,,50597,N,1,Intermediate,1,
7837,BAO_0000218,14339,,CHEMBL621084,A,,9615.0,,,,50588,N,1,Intermediate,1,
7838,BAO_0000218,14339,,CHEMBL621085,A,,9615.0,,,,50588,N,1,Intermediate,1,
7839,BAO_0000218,14339,,CHEMBL621086,A,,9615.0,,,,50588,N,1,Intermediate,1,
7840,BAO_0000218,10524,,CHEMBL621087,A,,9615.0,,,,50588,N,1,Intermediate,1,
7841,BAO_0000218,9994,,CHEMBL622607,A,,9615.0,,,,50588,N,1,Intermediate,1,
7842,BAO_0000218,11325,,CHEMBL622608,A,,9615.0,,,,50588,N,1,Intermediate,1,
7843,BAO_0000019,12536,,CHEMBL624481,A,,,,,,22224,U,0,Autocuration,1,
7844,BAO_0000019,12536,,CHEMBL624482,A,,,,,,22224,U,0,Autocuration,1,
7845,BAO_0000019,12536,,CHEMBL624483,A,,,,,,22224,U,0,Autocuration,1,
7846,BAO_0000019,12536,,CHEMBL624484,A,,,,,,22224,U,0,Autocuration,1,
7847,BAO_0000019,12536,,CHEMBL624485,A,,,,,,22224,U,0,Autocuration,1,
7848,BAO_0000218,15556,,CHEMBL624486,A,,10116.0,,,,50597,N,1,Intermediate,1,
7849,BAO_0000019,2809,,CHEMBL624487,A,,,,,,22224,U,0,Autocuration,1,
7850,BAO_0000019,9511,,CHEMBL624488,A,,,,,,22224,U,0,Autocuration,1,
7851,BAO_0000218,12818,,CHEMBL624489,A,,10116.0,,,,50597,N,1,Intermediate,1,
7852,BAO_0000218,12818,,CHEMBL625184,A,,10116.0,,,,50597,N,1,Intermediate,1,
7853,BAO_0000019,15118,,CHEMBL625185,A,,,,,,22224,U,0,Autocuration,1,
7854,BAO_0000019,15118,,CHEMBL875954,A,,,,,,22224,U,0,Autocuration,1,
7855,BAO_0000019,15118,,CHEMBL625186,A,,,,,,22224,U,0,Autocuration,1,
7856,BAO_0000019,15118,,CHEMBL625187,A,,,,,,22224,U,0,Autocuration,1,
7857,BAO_0000019,2632,,CHEMBL625188,A,,,,,,22224,U,0,Autocuration,1,
7858,BAO_0000218,14346,,CHEMBL625189,A,,9615.0,,,,50588,N,1,Intermediate,1,
7859,BAO_0000218,14346,,CHEMBL625190,A,,9615.0,,,,50588,N,1,Intermediate,1,
7860,BAO_0000218,14346,,CHEMBL621733,A,,10116.0,,,,50597,N,1,Intermediate,1,
7861,BAO_0000218,14346,,CHEMBL621734,A,,10116.0,,,,50597,N,1,Intermediate,1,
7862,BAO_0000218,11149,,CHEMBL621735,A,,10116.0,,,,50597,N,1,Intermediate,1,
7863,BAO_0000218,17796,,CHEMBL621736,A,1969.0,10116.0,,Plasma,,50597,N,1,Intermediate,1,
7864,BAO_0000218,5247,,CHEMBL621737,A,1969.0,10116.0,,Plasma,,50597,N,1,Intermediate,1,
7865,BAO_0000218,4727,,CHEMBL621738,A,,10116.0,,,,50597,N,1,Intermediate,1,
7866,BAO_0000218,5654,,CHEMBL622806,A,,10116.0,,,,50597,N,1,Intermediate,1,
7867,BAO_0000218,5654,,CHEMBL623519,A,,10116.0,,,,50597,N,1,Intermediate,1,
7868,BAO_0000218,17260,,CHEMBL623520,A,,10116.0,,,,50597,N,1,Intermediate,1,
7869,BAO_0000218,17065,,CHEMBL623521,A,,10116.0,,,,50597,N,1,Intermediate,1,
7870,BAO_0000218,17671,,CHEMBL623522,A,,10116.0,,,,50597,N,1,Intermediate,1,
7871,BAO_0000218,6672,,CHEMBL623523,A,,10116.0,,,,50597,N,1,Intermediate,1,
7872,BAO_0000218,6673,,CHEMBL623690,A,,10116.0,,,,50597,N,1,Intermediate,1,
7873,BAO_0000218,5978,,CHEMBL623691,A,,10116.0,,,,50597,N,1,Intermediate,1,
7874,BAO_0000218,5978,,CHEMBL623692,A,,10116.0,,,,50597,N,1,Intermediate,1,
7875,BAO_0000218,5978,,CHEMBL623693,A,,10116.0,,,,50597,N,1,Intermediate,1,
7876,BAO_0000218,5978,,CHEMBL623694,A,,10116.0,,,,50597,N,1,Intermediate,1,
7877,BAO_0000218,4413,,CHEMBL623695,A,,10116.0,,,,50597,N,1,Intermediate,1,
7878,BAO_0000218,2661,,CHEMBL623696,A,,10116.0,,,,50597,N,1,Intermediate,1,
7879,BAO_0000218,2661,,CHEMBL623697,A,,10116.0,,,,50597,N,1,Intermediate,1,
7880,BAO_0000218,5005,,CHEMBL623698,A,1969.0,9544.0,,Plasma,,22224,U,0,Intermediate,1,
7881,BAO_0000218,5005,,CHEMBL623699,A,1969.0,10116.0,,Plasma,,22224,U,0,Intermediate,1,
7882,BAO_0000218,15765,,CHEMBL623700,A,,10116.0,,,,50597,N,1,Intermediate,1,
7883,BAO_0000218,3747,,CHEMBL623701,A,,10116.0,,,,50597,N,1,Intermediate,1,
7884,BAO_0000218,16366,,CHEMBL623702,A,1969.0,10116.0,,Plasma,,50597,N,1,Intermediate,1,
7885,BAO_0000218,4199,,CHEMBL623703,A,,10116.0,,,,50597,N,1,Intermediate,1,
7886,BAO_0000218,17267,,CHEMBL623704,A,,10116.0,,,,50597,N,1,Intermediate,1,
7887,BAO_0000218,6535,,CHEMBL623705,A,,10116.0,,,,50597,N,1,Intermediate,1,
7888,BAO_0000218,6535,,CHEMBL623706,A,,10116.0,,,,50597,N,1,Intermediate,1,
7889,BAO_0000218,5041,,CHEMBL623707,A,,10116.0,,,,50597,N,1,Intermediate,1,
7890,BAO_0000218,5960,,CHEMBL623708,A,,10116.0,,,,50597,N,1,Intermediate,1,
7891,BAO_0000218,5937,,CHEMBL623709,A,,10116.0,,,,50597,N,1,Intermediate,1,
7892,BAO_0000218,5871,,CHEMBL623710,A,,10116.0,,,,50597,N,1,Intermediate,1,
7893,BAO_0000218,5874,,CHEMBL623711,A,,10116.0,,,,50597,N,1,Intermediate,1,
7894,BAO_0000218,6504,,CHEMBL623712,A,,10116.0,,,,50597,N,1,Intermediate,1,
7895,BAO_0000218,6803,,CHEMBL623713,A,,10116.0,,,,50597,N,1,Intermediate,1,
7896,BAO_0000218,5041,,CHEMBL623714,A,,10116.0,,,,50597,N,1,Intermediate,1,
7897,BAO_0000218,5041,,CHEMBL623715,A,,10116.0,,,,50597,N,1,Intermediate,1,
7898,BAO_0000218,1916,,CHEMBL623716,A,,10116.0,,,,50597,N,1,Intermediate,1,
7899,BAO_0000218,5199,,CHEMBL622980,A,,10116.0,,,,50597,N,1,Intermediate,1,
7900,BAO_0000218,16367,,CHEMBL622981,A,,10116.0,,,,50597,N,1,Intermediate,1,
7901,BAO_0000218,6362,,CHEMBL622982,A,,10116.0,,,,50597,N,1,Intermediate,1,
7902,BAO_0000218,15662,,CHEMBL622983,A,,10116.0,,,,50597,N,1,Intermediate,1,
7903,BAO_0000218,6215,,CHEMBL622984,A,,10116.0,,,,50597,N,1,Intermediate,1,
7904,BAO_0000218,1466,,CHEMBL622985,A,,10116.0,,,,50597,N,1,Intermediate,1,
7905,BAO_0000218,15662,,CHEMBL623631,A,1969.0,10116.0,,Plasma,,50597,N,1,Intermediate,1,
7906,BAO_0000218,4723,,CHEMBL623632,A,,10116.0,,,,50597,N,1,Intermediate,1,
7907,BAO_0000218,2792,,CHEMBL623633,A,1969.0,10116.0,,Plasma,,50597,N,1,Intermediate,1,
7908,BAO_0000218,2792,,CHEMBL623634,A,1969.0,10116.0,,Plasma,,50597,N,1,Intermediate,1,
7909,BAO_0000218,5213,,CHEMBL623635,A,,10116.0,,,,50597,N,1,Intermediate,1,
7910,BAO_0000218,4687,,CHEMBL621195,A,,10116.0,,,,50597,N,1,Intermediate,1,
7911,BAO_0000218,3371,,CHEMBL621196,A,,10116.0,,,,50597,N,1,Intermediate,1,
7912,BAO_0000218,4690,,CHEMBL875287,A,,10116.0,,,,50597,N,1,Intermediate,1,
7913,BAO_0000218,5702,,CHEMBL621197,A,,10116.0,,,,50597,N,1,Intermediate,1,
7914,BAO_0000218,740,,CHEMBL621198,A,1969.0,10116.0,,Plasma,,50597,N,1,Intermediate,1,
7915,BAO_0000218,4853,,CHEMBL621199,A,1969.0,10116.0,,Plasma,,50597,N,1,Intermediate,1,
7916,BAO_0000218,5789,,CHEMBL621200,A,,10116.0,,,,50597,N,1,Intermediate,1,
7917,BAO_0000218,4527,,CHEMBL621201,A,,10116.0,,,,50597,N,1,Intermediate,1,
7918,BAO_0000218,4527,,CHEMBL621202,A,,10116.0,,,,50597,N,1,Intermediate,1,
7919,BAO_0000218,6518,,CHEMBL621203,A,,10116.0,,,,50597,N,1,Intermediate,1,
7920,BAO_0000218,6518,,CHEMBL621204,A,,10116.0,,,,50597,N,1,Intermediate,1,
7921,BAO_0000218,9866,,CHEMBL621205,A,948.0,10116.0,,Heart,,50597,N,1,Intermediate,1,
7922,BAO_0000218,9866,,CHEMBL621206,A,948.0,10116.0,,Heart,,50597,N,1,Intermediate,1,
7923,BAO_0000218,9866,,CHEMBL621207,A,948.0,10116.0,,Heart,,50597,N,1,Intermediate,1,
7924,BAO_0000218,9866,,CHEMBL621208,A,948.0,10116.0,,Heart,,50597,N,1,Intermediate,1,
7925,BAO_0000218,9866,,CHEMBL621209,A,948.0,10116.0,,Heart,,50597,N,1,Intermediate,1,
7926,BAO_0000218,9866,,CHEMBL876484,A,948.0,10116.0,,Heart,,50597,N,1,Intermediate,1,
7927,BAO_0000218,9866,,CHEMBL621210,A,948.0,10116.0,,Heart,,50597,N,1,Intermediate,1,
7928,BAO_0000218,9866,,CHEMBL621211,A,948.0,10116.0,,Heart,,50597,N,1,Intermediate,1,
7929,BAO_0000218,9866,,CHEMBL621212,A,948.0,10116.0,,Heart,,50597,N,1,Intermediate,1,
7930,BAO_0000218,9866,,CHEMBL621213,A,948.0,10116.0,,Heart,,50597,N,1,Intermediate,1,
7931,BAO_0000218,9866,,CHEMBL621214,A,948.0,10116.0,,Heart,,50597,N,1,Intermediate,1,
7932,BAO_0000218,9866,,CHEMBL621215,A,948.0,10116.0,,Heart,,50597,N,1,Intermediate,1,
7933,BAO_0000218,9866,,CHEMBL621216,A,948.0,10116.0,,Heart,,50597,N,1,Intermediate,1,
7934,BAO_0000218,9866,,CHEMBL621217,A,948.0,10116.0,,Heart,,50597,N,1,Intermediate,1,
7935,BAO_0000218,9866,,CHEMBL621218,A,948.0,10116.0,,Heart,,50597,N,1,Intermediate,1,
7936,BAO_0000218,9866,,CHEMBL621219,A,948.0,10116.0,,Heart,,50597,N,1,Intermediate,1,
7937,BAO_0000218,9866,,CHEMBL621220,A,948.0,10116.0,,Heart,,50597,N,1,Intermediate,1,
7938,BAO_0000218,9866,,CHEMBL621221,A,948.0,10116.0,,Heart,,50597,N,1,Intermediate,1,
7939,BAO_0000218,9866,,CHEMBL621222,A,948.0,10116.0,,Heart,,50597,N,1,Intermediate,1,
7940,BAO_0000218,9866,,CHEMBL621223,A,948.0,10116.0,,Heart,,50597,N,1,Intermediate,1,
7941,BAO_0000218,9866,,CHEMBL876485,A,948.0,10116.0,,Heart,,50597,N,1,Intermediate,1,
7942,BAO_0000218,9866,,CHEMBL621224,A,948.0,10116.0,,Heart,,50597,N,1,Intermediate,1,
7943,BAO_0000218,9866,,CHEMBL621225,A,948.0,10116.0,,Heart,,50597,N,1,Intermediate,1,
7944,BAO_0000218,9866,,CHEMBL621226,A,948.0,10116.0,,Heart,,50597,N,1,Intermediate,1,
7945,BAO_0000218,9866,,CHEMBL621227,A,2113.0,10116.0,,Kidney,,50597,N,1,Intermediate,1,
7946,BAO_0000218,9866,,CHEMBL621228,A,2113.0,10116.0,,Kidney,,50597,N,1,Intermediate,1,
7947,BAO_0000218,9866,,CHEMBL621229,A,2113.0,10116.0,,Kidney,,50597,N,1,Intermediate,1,
7948,BAO_0000218,9866,,CHEMBL621230,A,2113.0,10116.0,,Kidney,,50597,N,1,Intermediate,1,
7949,BAO_0000218,9866,,CHEMBL621231,A,2113.0,10116.0,,Kidney,,50597,N,1,Intermediate,1,
7950,BAO_0000218,9866,,CHEMBL621232,A,2113.0,10116.0,,Kidney,,50597,N,1,Intermediate,1,
7951,BAO_0000218,9866,,CHEMBL621233,A,2113.0,10116.0,,Kidney,,50597,N,1,Intermediate,1,
7952,BAO_0000218,9866,,CHEMBL621234,A,2113.0,10116.0,,Kidney,,50597,N,1,Intermediate,1,
7953,BAO_0000218,9866,,CHEMBL621235,A,2113.0,10116.0,,Kidney,,50597,N,1,Intermediate,1,
7954,BAO_0000218,9866,,CHEMBL621236,A,2113.0,10116.0,,Kidney,,50597,N,1,Intermediate,1,
7955,BAO_0000218,9866,,CHEMBL621237,A,2113.0,10116.0,,Kidney,,50597,N,1,Intermediate,1,
7956,BAO_0000218,9866,,CHEMBL876486,A,2113.0,10116.0,,Kidney,,50597,N,1,Intermediate,1,
7957,BAO_0000218,9866,,CHEMBL622436,A,160.0,10116.0,,Intestine,,50597,N,1,Intermediate,1,
7958,BAO_0000218,9866,,CHEMBL622437,A,160.0,10116.0,,Intestine,,50597,N,1,Intermediate,1,
7959,BAO_0000218,9866,,CHEMBL622438,A,160.0,10116.0,,Intestine,,50597,N,1,Intermediate,1,
7960,BAO_0000218,9866,,CHEMBL622439,A,2107.0,10116.0,,Liver,,50597,N,1,Intermediate,1,
7961,BAO_0000218,9866,,CHEMBL622440,A,2107.0,10116.0,,Liver,,50597,N,1,Intermediate,1,
7962,BAO_0000218,9866,,CHEMBL622441,A,2107.0,10116.0,,Liver,,50597,N,1,Intermediate,1,
7963,BAO_0000218,9866,,CHEMBL622442,A,2107.0,10116.0,,Liver,,50597,N,1,Intermediate,1,
7964,BAO_0000218,9866,,CHEMBL622443,A,2107.0,10116.0,,Liver,,50597,N,1,Intermediate,1,
7965,BAO_0000218,9866,,CHEMBL622444,A,2107.0,10116.0,,Liver,,50597,N,1,Intermediate,1,
7966,BAO_0000218,9866,,CHEMBL622445,A,2107.0,10116.0,,Liver,,50597,N,1,Intermediate,1,
7967,BAO_0000218,9866,,CHEMBL622446,A,2107.0,10116.0,,Liver,,50597,N,1,Intermediate,1,
7968,BAO_0000218,9866,,CHEMBL622447,A,2107.0,10116.0,,Liver,,50597,N,1,Intermediate,1,
7969,BAO_0000218,9866,,CHEMBL622448,A,2107.0,10116.0,,Liver,,50597,N,1,Intermediate,1,
7970,BAO_0000218,9866,,CHEMBL622449,A,2107.0,10116.0,,Liver,,50597,N,1,Intermediate,1,
7971,BAO_0000218,9866,,CHEMBL622450,A,2107.0,10116.0,,Liver,,50597,N,1,Intermediate,1,
7972,BAO_0000218,9866,,CHEMBL622451,A,2107.0,10116.0,,Liver,,50597,N,1,Intermediate,1,
7973,BAO_0000218,9866,,CHEMBL622452,A,2107.0,10116.0,,Liver,,50597,N,1,Intermediate,1,
7974,BAO_0000218,9866,,CHEMBL622453,A,2107.0,10116.0,,Liver,,50597,N,1,Intermediate,1,
7975,BAO_0000218,9866,,CHEMBL622454,A,2107.0,10116.0,,Liver,,50597,N,1,Intermediate,1,
7976,BAO_0000218,9866,,CHEMBL622455,A,2107.0,10116.0,,Liver,,50597,N,1,Intermediate,1,
7977,BAO_0000218,9866,,CHEMBL876024,A,2107.0,10116.0,,Liver,,50597,N,1,Intermediate,1,
7978,BAO_0000218,2792,,CHEMBL622456,A,,10116.0,,,,50597,N,1,Intermediate,1,
7979,BAO_0000218,15078,,CHEMBL622457,A,,10116.0,,,,50597,N,1,Intermediate,1,
7980,BAO_0000218,15078,,CHEMBL622458,A,,10116.0,,,,50597,N,1,Intermediate,1,
7981,BAO_0000218,15022,,CHEMBL622459,A,,10116.0,,,,50597,N,1,Intermediate,1,
7982,BAO_0000218,15022,,CHEMBL873343,A,,10116.0,,,,50597,N,1,Intermediate,1,
7983,BAO_0000218,15022,,CHEMBL622460,A,,10116.0,,,,50597,N,1,Intermediate,1,
7984,BAO_0000218,4576,,CHEMBL622461,A,1969.0,10116.0,,Plasma,,50597,N,1,Intermediate,1,
7985,BAO_0000218,6681,,CHEMBL622462,A,1969.0,10116.0,,Plasma,,50597,N,1,Intermediate,1,
7986,BAO_0000218,16365,,CHEMBL622463,A,,10116.0,,,,50597,N,1,Intermediate,1,
7987,BAO_0000218,16365,,CHEMBL622464,A,,10116.0,,,,50597,N,1,Intermediate,1,
7988,BAO_0000218,16365,,CHEMBL622465,A,,10116.0,,,,50597,N,1,Intermediate,1,
7989,BAO_0000218,16365,,CHEMBL622466,A,,10116.0,,,,50597,N,1,Intermediate,1,
7990,BAO_0000218,16365,,CHEMBL622467,A,,10116.0,,,,50597,N,1,Intermediate,1,
7991,BAO_0000218,6824,,CHEMBL622468,A,1969.0,10116.0,,Plasma,,50597,N,1,Intermediate,1,
7992,BAO_0000218,6685,,CHEMBL876025,A,1969.0,10116.0,,Plasma,,50597,N,1,Intermediate,1,
7993,BAO_0000218,6685,,CHEMBL622469,A,1969.0,10116.0,,Plasma,,50597,N,1,Intermediate,1,
7994,BAO_0000218,6685,,CHEMBL622470,A,1969.0,10116.0,,Plasma,,50597,N,1,Intermediate,1,
7995,BAO_0000218,15662,,CHEMBL622471,A,,10116.0,,,,50597,N,1,Intermediate,1,
7996,BAO_0000218,1742,,CHEMBL622472,A,1969.0,10116.0,,Plasma,,50597,N,1,Intermediate,1,
7997,BAO_0000218,2774,,CHEMBL622473,A,1969.0,10116.0,,Plasma,,50597,N,1,Intermediate,1,
7998,BAO_0000218,5199,,CHEMBL624282,A,1969.0,10116.0,,Plasma,,50597,N,1,Intermediate,1,
7999,BAO_0000218,12873,,CHEMBL624283,A,1969.0,10116.0,,Plasma,,50597,N,1,Intermediate,1,
8000,BAO_0000218,12873,,CHEMBL624284,A,1969.0,10116.0,,Plasma,,50597,N,1,Intermediate,1,
8001,BAO_0000218,1916,,CHEMBL624285,A,1969.0,10116.0,,Plasma,,50597,N,1,Intermediate,1,
8002,BAO_0000218,16367,,CHEMBL624286,A,,10116.0,,,,50597,N,1,Intermediate,1,
8003,BAO_0000218,16366,,CHEMBL624287,A,,10116.0,,,,50597,N,1,Intermediate,1,
8004,BAO_0000218,216,,CHEMBL624288,A,,10116.0,,,,50597,N,1,Intermediate,1,
8005,BAO_0000218,6410,,CHEMBL624289,A,1969.0,10116.0,,Plasma,,50597,N,1,Intermediate,1,
8006,BAO_0000218,6410,,CHEMBL873344,A,1969.0,10116.0,,Plasma,,50597,N,1,Intermediate,1,
8007,BAO_0000218,6215,,CHEMBL619623,A,,10116.0,,,,50597,N,1,Intermediate,1,
8008,BAO_0000218,3598,,CHEMBL621399,A,,10116.0,,,,50597,N,1,Expert,1,
8009,BAO_0000218,4527,,CHEMBL621400,A,,10116.0,,,,50597,N,1,Intermediate,1,
8010,BAO_0000218,17670,,CHEMBL621401,A,,10116.0,,,,50597,N,1,Intermediate,1,
8011,BAO_0000218,1465,,CHEMBL621402,A,,10116.0,,,,50597,N,1,Intermediate,1,
8012,BAO_0000218,2552,,CHEMBL621403,A,,10116.0,,,,50597,N,1,Intermediate,1,
8013,BAO_0000218,5656,,CHEMBL621121,A,,10116.0,,,,50597,N,1,Intermediate,1,
8014,BAO_0000218,17764,,CHEMBL872525,A,,10116.0,,,,50597,N,1,Intermediate,1,
8015,BAO_0000218,5610,,CHEMBL621122,A,,10116.0,,,,50597,N,1,Intermediate,1,
8016,BAO_0000218,6046,,CHEMBL621123,A,,10116.0,,,,50597,N,1,Intermediate,1,
8017,BAO_0000218,5874,,CHEMBL621124,A,,10116.0,,,,50597,N,1,Intermediate,1,
8018,BAO_0000218,17596,,CHEMBL621125,A,,10116.0,,,,50597,N,1,Intermediate,1,
8019,BAO_0000218,17804,,CHEMBL621126,A,,10116.0,,,,50597,N,1,Intermediate,1,
8020,BAO_0000218,1908,,CHEMBL621127,A,,10116.0,,,,50597,N,1,Intermediate,1,
8021,BAO_0000218,2959,,CHEMBL621128,A,,10116.0,,,,50597,N,1,Intermediate,1,
8022,BAO_0000218,6757,,CHEMBL618263,A,,10116.0,,,,50597,N,1,Intermediate,1,
8023,BAO_0000218,6757,,CHEMBL618264,A,,10116.0,,,,50597,N,1,Intermediate,1,
8024,BAO_0000218,6757,,CHEMBL618265,A,,10116.0,,,,50597,N,1,Intermediate,1,
8025,BAO_0000218,4186,,CHEMBL618266,A,1969.0,10116.0,,Plasma,,50597,N,1,Intermediate,1,
8026,BAO_0000218,15662,,CHEMBL618267,A,,10116.0,,,,50597,N,1,Intermediate,1,
8027,BAO_0000218,429,,CHEMBL618450,A,1088.0,10116.0,,Urine,,50597,N,1,Intermediate,1,
8028,BAO_0000218,429,,CHEMBL618451,A,1088.0,10116.0,,Urine,,50597,N,1,Intermediate,1,
8029,BAO_0000218,5546,,CHEMBL618452,A,,10116.0,,,,50597,N,1,Intermediate,1,
8030,BAO_0000218,3173,,CHEMBL618453,A,1088.0,10116.0,,Urine,,50597,N,1,Intermediate,1,
8031,BAO_0000218,3173,,CHEMBL618454,A,1088.0,10116.0,,Urine,,50597,N,1,Intermediate,1,
8032,BAO_0000218,3173,,CHEMBL618455,A,1088.0,10116.0,,Urine,,50597,N,1,Intermediate,1,
8033,BAO_0000218,4257,,CHEMBL618456,A,,10116.0,,,,50597,N,1,Intermediate,1,
8034,BAO_0000218,6011,,CHEMBL618457,A,,10116.0,,,,50597,N,1,Intermediate,1,
8035,BAO_0000218,5472,,CHEMBL618458,A,,10116.0,,,,50597,N,1,Intermediate,1,
8036,BAO_0000218,14346,,CHEMBL618459,A,,10116.0,,,,50597,N,1,Intermediate,1,
8037,BAO_0000218,14346,,CHEMBL876733,A,,10116.0,,,,50597,N,1,Intermediate,1,
