miller2_fsclr,miller2_trddvlpmnt(mrkr),miller2_bdvrst(mrkr),miller2_rbnsss(mrkr),miller2_chldrnsss(mrkr),miller2_thsss(mrkr),miller2_ndgnssss(mrkr),miller2_dsbltsss(mrkr),miller2_ctstlfrdvlpmnt(mrkr),miller2_knwldgfrdvlpmnt(mrkr),miller2_gndrqlt(mrkr),miller2_rgnstnd,miller2_rgnstnnm,miller2_rgnstntp,miller2_rgnstnclss,miller2_rgnstnsb-clss,miller2_cntnntd,miller2_cntnntnm,miller2_prjctbrwsrcntrd,miller2_cntrrgnd,miller2_cntrrgnnm,miller2_cntrrgnprcnt,miller2_sctrd,miller2_sctrnm,miller2_sctrprcnt,miller2_mntspnt
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,KE,KE,Kenya,0.0444,31120,Agricultural development,0.2,266400.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,KE,KE,Kenya,0.0444,31150,Agricultural inputs,0.1,133200.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,KE,KE,Kenya,0.0444,31161,Food crop production,0.1,133200.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,KE,KE,Kenya,0.0444,31166,Agricultural extension,0.1,133200.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,KE,KE,Kenya,0.0444,31182,Agricultural research,0.1,133200.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,KE,KE,Kenya,0.0444,31191,Agricultural services,0.1,133200.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,KE,KE,Kenya,0.0444,31193,Agricultural financial services,0.1,133200.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,3,Asia,KG,KG,Kyrgyzstan,0.0081,31110,Agricultural policy and administrative management,0.2,48600.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,3,Asia,KG,KG,Kyrgyzstan,0.0081,31120,Agricultural development,0.2,48600.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,3,Asia,KG,KG,Kyrgyzstan,0.0081,31150,Agricultural inputs,0.1,24300.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,3,Asia,KG,KG,Kyrgyzstan,0.0081,31161,Food crop production,0.1,24300.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,3,Asia,KG,KG,Kyrgyzstan,0.0081,31166,Agricultural extension,0.1,24300.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,3,Asia,KG,KG,Kyrgyzstan,0.0081,31182,Agricultural research,0.1,24300.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,3,Asia,KG,KG,Kyrgyzstan,0.0081,31191,Agricultural services,0.1,24300.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,3,Asia,KG,KG,Kyrgyzstan,0.0081,31193,Agricultural financial services,0.1,24300.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,3,Asia,KH,KH,Cambodia,0.004,31110,Agricultural policy and administrative management,0.2,24000.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,3,Asia,KH,KH,Cambodia,0.004,31120,Agricultural development,0.2,24000.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,3,Asia,KH,KH,Cambodia,0.004,31150,Agricultural inputs,0.1,12000.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,3,Asia,KH,KH,Cambodia,0.004,31161,Food crop production,0.1,12000.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,3,Asia,KH,KH,Cambodia,0.004,31166,Agricultural extension,0.1,12000.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,3,Asia,KH,KH,Cambodia,0.004,31182,Agricultural research,0.1,12000.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,3,Asia,KH,KH,Cambodia,0.004,31191,Agricultural services,0.1,12000.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,3,Asia,KH,KH,Cambodia,0.004,31193,Agricultural financial services,0.1,12000.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,KM,KM,Comoros,0.0008,31110,Agricultural policy and administrative management,0.2,4800.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,KM,KM,Comoros,0.0008,31120,Agricultural development,0.2,4800.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,KM,KM,Comoros,0.0008,31150,Agricultural inputs,0.1,2400.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,KM,KM,Comoros,0.0008,31161,Food crop production,0.1,2400.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,KM,KM,Comoros,0.0008,31166,Agricultural extension,0.1,2400.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,KM,KM,Comoros,0.0008,31182,Agricultural research,0.1,2400.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,KM,KM,Comoros,0.0008,31191,Agricultural services,0.1,2400.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,KM,KM,Comoros,0.0008,31193,Agricultural financial services,0.1,2400.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,3,Asia,LA,LA,"Lao, Dem. Rep.",0.004,31110,Agricultural policy and administrative management,0.2,24000.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,3,Asia,LA,LA,"Lao, Dem. Rep.",0.004,31120,Agricultural development,0.2,24000.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,3,Asia,LA,LA,"Lao, Dem. Rep.",0.004,31150,Agricultural inputs,0.1,12000.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,3,Asia,LA,LA,"Lao, Dem. Rep.",0.004,31161,Food crop production,0.1,12000.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,3,Asia,LA,LA,"Lao, Dem. Rep.",0.004,31166,Agricultural extension,0.1,12000.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,3,Asia,LA,LA,"Lao, Dem. Rep.",0.004,31182,Agricultural research,0.1,12000.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,3,Asia,LA,LA,"Lao, Dem. Rep.",0.004,31191,Agricultural services,0.1,12000.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,3,Asia,LA,LA,"Lao, Dem. Rep.",0.004,31193,Agricultural financial services,0.1,12000.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,LR,LR,Liberia,0.0081,31110,Agricultural policy and administrative management,0.2,48600.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,LR,LR,Liberia,0.0081,31120,Agricultural development,0.2,48600.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,LR,LR,Liberia,0.0081,31150,Agricultural inputs,0.1,24300.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,LR,LR,Liberia,0.0081,31161,Food crop production,0.1,24300.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,LR,LR,Liberia,0.0081,31166,Agricultural extension,0.1,24300.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,LR,LR,Liberia,0.0081,31182,Agricultural research,0.1,24300.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,LR,LR,Liberia,0.0081,31191,Agricultural services,0.1,24300.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,LR,LR,Liberia,0.0081,31193,Agricultural financial services,0.1,24300.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,5,Europe,MD,MD,Moldova,0.0056,31110,Agricultural policy and administrative management,0.2,33600.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,5,Europe,MD,MD,Moldova,0.0056,31120,Agricultural development,0.2,33600.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,5,Europe,MD,MD,Moldova,0.0056,31150,Agricultural inputs,0.1,16800.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,5,Europe,MD,MD,Moldova,0.0056,31161,Food crop production,0.1,16800.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,5,Europe,MD,MD,Moldova,0.0056,31166,Agricultural extension,0.1,16800.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,5,Europe,MD,MD,Moldova,0.0056,31182,Agricultural research,0.1,16800.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,5,Europe,MD,MD,Moldova,0.0056,31191,Agricultural services,0.1,16800.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,5,Europe,MD,MD,Moldova,0.0056,31193,Agricultural financial services,0.1,16800.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,MG,MG,Madagascar,0.0178,31110,Agricultural policy and administrative management,0.2,106800.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,MG,MG,Madagascar,0.0178,31120,Agricultural development,0.2,106800.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,MG,MG,Madagascar,0.0178,31150,Agricultural inputs,0.1,53400.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,MG,MG,Madagascar,0.0178,31161,Food crop production,0.1,53400.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,MG,MG,Madagascar,0.0178,31166,Agricultural extension,0.1,53400.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,MG,MG,Madagascar,0.0178,31182,Agricultural research,0.1,53400.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,MG,MG,Madagascar,0.0178,31191,Agricultural services,0.1,53400.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,MG,MG,Madagascar,0.0178,31193,Agricultural financial services,0.1,53400.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,ML,ML,Mali,0.004,31110,Agricultural policy and administrative management,0.2,24000.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,ML,ML,Mali,0.004,31120,Agricultural development,0.2,24000.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,ML,ML,Mali,0.004,31150,Agricultural inputs,0.1,12000.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,ML,ML,Mali,0.004,31161,Food crop production,0.1,12000.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,ML,ML,Mali,0.004,31166,Agricultural extension,0.1,12000.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,ML,ML,Mali,0.004,31182,Agricultural research,0.1,12000.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,ML,ML,Mali,0.004,31191,Agricultural services,0.1,12000.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,ML,ML,Mali,0.004,31193,Agricultural financial services,0.1,12000.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,MZ,MZ,Mozambique,0.0162,31110,Agricultural policy and administrative management,0.2,97200.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,MZ,MZ,Mozambique,0.0162,31120,Agricultural development,0.2,97200.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,MZ,MZ,Mozambique,0.0162,31150,Agricultural inputs,0.1,48600.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,MZ,MZ,Mozambique,0.0162,31161,Food crop production,0.1,48600.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,MZ,MZ,Mozambique,0.0162,31166,Agricultural extension,0.1,48600.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,MZ,MZ,Mozambique,0.0162,31182,Agricultural research,0.1,48600.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,MZ,MZ,Mozambique,0.0162,31191,Agricultural services,0.1,48600.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,MZ,MZ,Mozambique,0.0162,31193,Agricultural financial services,0.1,48600.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,NE,NE,Niger,0.0057,31110,Agricultural policy and administrative management,0.2,34200.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,NE,NE,Niger,0.0057,31120,Agricultural development,0.2,34200.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,NE,NE,Niger,0.0057,31150,Agricultural inputs,0.1,17100.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,NE,NE,Niger,0.0057,31161,Food crop production,0.1,17100.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,NE,NE,Niger,0.0057,31166,Agricultural extension,0.1,17100.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,NE,NE,Niger,0.0057,31182,Agricultural research,0.1,17100.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,NE,NE,Niger,0.0057,31191,Agricultural services,0.1,17100.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,NE,NE,Niger,0.0057,31193,Agricultural financial services,0.1,17100.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,1,America,NI,NI,Nicaragua,0.0137,31110,Agricultural policy and administrative management,0.2,82200.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,1,America,NI,NI,Nicaragua,0.0137,31120,Agricultural development,0.2,82200.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,1,America,NI,NI,Nicaragua,0.0137,31150,Agricultural inputs,0.1,41100.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,1,America,NI,NI,Nicaragua,0.0137,31161,Food crop production,0.1,41100.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,1,America,NI,NI,Nicaragua,0.0137,31166,Agricultural extension,0.1,41100.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,1,America,NI,NI,Nicaragua,0.0137,31182,Agricultural research,0.1,41100.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,1,America,NI,NI,Nicaragua,0.0137,31191,Agricultural services,0.1,41100.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,1,America,NI,NI,Nicaragua,0.0137,31193,Agricultural financial services,0.1,41100.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,3,Asia,NP,NP,Nepal,0.0676,31110,Agricultural policy and administrative management,0.2,405600.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,3,Asia,NP,NP,Nepal,0.0676,31120,Agricultural development,0.2,405600.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,3,Asia,NP,NP,Nepal,0.0676,31150,Agricultural inputs,0.1,202800.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,3,Asia,NP,NP,Nepal,0.0676,31161,Food crop production,0.1,202800.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,3,Asia,NP,NP,Nepal,0.0676,31166,Agricultural extension,0.1,202800.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,3,Asia,NP,NP,Nepal,0.0676,31182,Agricultural research,0.1,202800.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,3,Asia,NP,NP,Nepal,0.0676,31191,Agricultural services,0.1,202800.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,3,Asia,NP,NP,Nepal,0.0676,31193,Agricultural financial services,0.1,202800.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,3,Asia,PH,PH,Philippines,0.1615,31110,Agricultural policy and administrative management,0.2,969000.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,3,Asia,PH,PH,Philippines,0.1615,31120,Agricultural development,0.2,969000.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,3,Asia,PH,PH,Philippines,0.1615,31150,Agricultural inputs,0.1,484500.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,3,Asia,PH,PH,Philippines,0.1615,31161,Food crop production,0.1,484500.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,3,Asia,PH,PH,Philippines,0.1615,31166,Agricultural extension,0.1,484500.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,3,Asia,PH,PH,Philippines,0.1615,31182,Agricultural research,0.1,484500.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,3,Asia,PH,PH,Philippines,0.1615,31191,Agricultural services,0.1,484500.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,3,Asia,PH,PH,Philippines,0.1615,31193,Agricultural financial services,0.1,484500.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,3,Asia,PS,PS,West Bank Gaza,0.0068,31110,Agricultural policy and administrative management,0.2,40800.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,3,Asia,PS,PS,West Bank Gaza,0.0068,31120,Agricultural development,0.2,40800.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,3,Asia,PS,PS,West Bank Gaza,0.0068,31150,Agricultural inputs,0.1,20400.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,3,Asia,PS,PS,West Bank Gaza,0.0068,31161,Food crop production,0.1,20400.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,3,Asia,PS,PS,West Bank Gaza,0.0068,31166,Agricultural extension,0.1,20400.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,3,Asia,PS,PS,West Bank Gaza,0.0068,31182,Agricultural research,0.1,20400.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,3,Asia,PS,PS,West Bank Gaza,0.0068,31191,Agricultural services,0.1,20400.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,3,Asia,PS,PS,West Bank Gaza,0.0068,31193,Agricultural financial services,0.1,20400.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,RW,RW,Rwanda,0.0081,31110,Agricultural policy and administrative management,0.2,48600.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,RW,RW,Rwanda,0.0081,31120,Agricultural development,0.2,48600.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,RW,RW,Rwanda,0.0081,31150,Agricultural inputs,0.1,24300.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,RW,RW,Rwanda,0.0081,31161,Food crop production,0.1,24300.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,RW,RW,Rwanda,0.0081,31166,Agricultural extension,0.1,24300.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,RW,RW,Rwanda,0.0081,31182,Agricultural research,0.1,24300.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,RW,RW,Rwanda,0.0081,31191,Agricultural services,0.1,24300.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,RW,RW,Rwanda,0.0081,31193,Agricultural financial services,0.1,24300.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,SD,SD,Sudan,0.004,31110,Agricultural policy and administrative management,0.2,24000.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,SD,SD,Sudan,0.004,31120,Agricultural development,0.2,24000.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,SD,SD,Sudan,0.004,31150,Agricultural inputs,0.1,12000.0
2009/2010,1,0,0,0,0,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,Multilateral,IFI,2,Africa,SD,SD,Sudan,0.004,31161,Food crop production,0.1,12000.0
