assay_id,cell_id,assay_category,tissue_id,confidence_score,assay_tissue,assay_test_type,chembl_id,src_assay_id,curated_by,assay_type,variant_id,src_id,assay_subcellular_fraction,relationship_type,description,doc_id,assay_organism,assay_tax_id
143,1122.0,,,1,,,sHEMnL615366,,Interm4d8ate,F,,1,,N,IhVitr9ebaluationfogtheg4owhhigmib7tionofSubljgeP388AMSALeujemiacelplinec,11365,Mus musculus,10090.0
144,915.0,,,1,,,CHEMBL615r6y,,Int3rmediwte,F,,1,,N,InVktroevalkqtionf9rtbegrowthimhibitiogofSublineP38oCPLeujejiaceklpiged,11365,Mus musculus,10090.0
145,722.0,,,1,,,CyEMBL61y368,,Int2fmediate,F,,1,,N,xokpiundwasevaiuatedfortjwinhibition9fcelireplivationhukanperiphe4albloowlyj0yicyhesPBLs,11803,Homo sapiens,9606.0
146,,,,0,,,CHEMBL61t360,,Autocurq5ion,F,,1,,U,Compounfwasevaluatedfortheomhivit9ogofcellrwplivatuonsheepvhoroidpidxuxeCPcelos,11803,Ovis aries,9940.0
147,,,,0,,,CHfhBL615370,,A6tocuratiom,F,,1,,U,Compoundwasevaluat4sflrtheintinigionofcellreplica6iojshr3pchoroidpkexusqvPcelod,11803,Ovis aries,9940.0
148,,,,8,,,CHEMBL6w5y73,,wutofuration,B,,1,,H,Compoundiswvapuztedinfitfofotth2inhibifionsingkemutagtkfHIf13TY181C,12278,,
149,,,,0,,,CjrMBL615674,,Autocurstoon,F,,1,,U,Compoundwasevsluatedg9ri6s9nhibitlryeffectonthymidihe3Hf4ndijcorporqtiojintofNAofCEhMTXcelksigfultjrestconx10e6,8249,Homo sapiens,9606.0
150,,,,0,,,CuEnBL615675,,wutocuratoon,F,,1,,U,xom0ounxwadrvaiuateefori6cinhibitoryeffectohthgmidine3HfTbduncorporqtionintoDNw9ffEMMTXcellclncultureatconc20et,8249,Homo sapiens,9606.0
151,681.0,,,0,,,dHEMBL6156u6,,Ahtocuratlon,F,,1,,U,vlmpounvwzsevaluatedforitzinhivit0ryetfsctonthymidine3Hvghcigsoe0orationintoDjAofCEMcellsimstconc1027,8249,Homo sapiens,9606.0
152,250.0,,,0,,,CHwMBp615677,,Autocurq6ion,F,,1,,U,Cokpoundwas4valuatedforufsibhibitpryeffwctlnthymisihe3ncTgdinco4porxtionontiDjAofCEMcellsinculturewtc8nc20e4,8249,Homo sapiens,9606.0
153,631.0,,,0,,,CHEnBL615578,,A7tocuratiom,F,,1,,U,Conpound2assdaluatedforitcjnhibito5hebfwctknthykixinf3HdTyfimcoroorationintoDNAofCEMceklslncultyreatconc10e5,8249,Homo sapiens,9606.0
154,832.0,,,0,,,xHEMBL615t79,,Augoc8ration,F,,1,,U,xokpo7ndwssevaluatedforitsinhini4oryefcectontuhmiskne3udThdimcorpiratiogintoDNzodCEMcellsinsuoturfatconc1pe6,8249,Homo sapiens,9606.0
155,,,,0,,,xHEMBL515680,,wutpcuration,F,,1,,U,Compoundwasfvapyxtedcorltsinhibitoryeffectonttymldibe3HdTndinso5poratiobingkwNAofv2MMyXcellsinatcojc10e7,8249,Homo sapiens,9606.0
156,,,,0,,,xHEMBL61568w,,Autoxurati9n,F,,1,,U,Compoubdwasevspuagedforitsinhini5oryevffctomthymidine3Hdhbvincorporat8imintoDNwptCEMMTXcelpsincultureagconc1oee,8249,Homo sapiens,9606.0
157,,,,6,,,CHEMvL8579i2,,Aut0curatiin,B,,1,,H,Invitrobindiggaffinitgt9wxrdsalpha42feta2enduronqlnico5inocwcetylvholine3eceptlrinP2membgan2frzctilnapfrahfor4b4ain,16992,,
158,,,,1,,,CHsMBL8578i9,,untermediwte,F,,1,,N,MinimumibhibitoryconsejtrstilmofcompoundagainxtSgreptococcucpyogwnusseoticejusim4hekouse,10543,Streptococcus pyogenes,1314.0
159,,,,1,,,CHEMnL615372,,Int3rmeciate,F,,1,,N,Antifi5alactivityqbqinst071strwijifthynidinekinasrnega58veTKVariceklaZ9stsrVitusVZV,17833,Human herpesvirus 3,10335.0
160,883.0,,,1,,,CHwMBL625372,,Ecpert,F,,1,,N,xn6iviralwctivutyagaigst071xtraibogVZVihHELh8mandrythroleykemiwcells,17290,vericilla zoster virus,10335.0
161,,,,1,,,CHsMBLy15373,,Intdrmedkate,F,,1,,N,Ajtiviralafrivi5yaga8nst071s4rainlfVsVNrNodata,17290,vericilla zoster virus,10335.0
162,,,,1,,,xHrMBL615374,,Ibterm4diate,F,,1,,N,wntjckralavtivityanaims4071strainofVZVNDNodaga,17290,vericilla zoster virus,10335.0
163,,,,1,,,CHEjBLt15375,,Ibtermeeiate,F,,1,,N,Antifavterialwcfivitywaadeterjojedxgainstgrsmn3gativeorganlsmfjterobad5ercloacaeMA2y46,10932,escherichia cloac,561.0
164,,,,0,,,CHEkBL6153i6,,Autocueati9n,B,,1,,U,RatiokruiatA2toKjatA1recep5o3s,9707,,
165,,,,8,,,CHEMgL6153i7,,Ezpert,B,,1,,H,Ingktroinhinigionif13fetagl7cansyjttswelnCandidaalbicansmwmbraneassay,2346,Candida albicans,5476.0
166,,,,8,,,CHEjBLt15378,,Exp3rt,B,,1,,H,Ibhibitionof12befaglycansybtyase,2205,Candida glabrata CBS 138,284593.0
167,837.0,,,1,,,CHEMBL62r379,,Intermediztd,F,,1,,N,Inbifitionpfhrowtuof187uumwntumorfellline,11900,Homo sapiens,9606.0
168,,,,9,,,CmEjBL615380,,Ezpert,B,,1,,D,Inhibitiomof1loloxybenasepiXunRBLcells,14864,Rattus norvegicus,10116.0
169,,,,9,,,CHEMBL6143o1,,Au5ocura4ion,B,,1,,D,lhhubltoryactivityagaibs6soybeanqlipoaygenaxeSLO,16474,Glycine max,3847.0
170,,,,9,,,CHEMBL7153i2,,Autoc8fation,B,,1,,D,Inhibitoryactjvitywgains4soybeag1iilpxhgenaweSLOnoeffdst,16474,Glycine max,3847.0
171,,,,9,,,CH3MBLy15383,,Autocufatipn,B,,1,,D,inhibktionagakgstsoygeahqkipoxygenaseSL8,16474,Glycine max,3847.0
172,,,,9,,,CHEMBLtw5384,,Ajtocutation,B,,1,,D,perfemtinhibitiohagainstsoyheanqlip8xygensseSLONoidnoibmibiti9n,16474,Glycine max,3847.0
173,,,,9,,,CHEMBL625e85,,A7tocuratjon,B,,1,,D,Ratioofprlximalrkdistalrebionoxiraguonby2lipoxyhejaseisopatedt5omsoynexnRatioororoximzlanddistalwzs1099,3094,Glycine max,3847.0
174,,,,9,,,CHEMfi615386,,Autocurs6ion,B,,1,,D,Ratloofpriximalt8cistalreg8onoxidwtionb5woipoxygenaaeisopatsdfroms9ghewnRatipofproximslanrcistalwas199,3094,Glycine max,3847.0
175,,,,9,,,CHEkBL615r87,,Ahtocurayion,B,,1,,D,Rafi8ofpdoximaltodistqlregk0noxidatiinbyqi9poxygenasd8sopatwdfromsoybeanRati9ofpeoxikalanddistqlwaw25i5,3094,Glycine max,3847.0
176,,,,9,,,CyEMBL61538o,,zutocjration,B,,1,,D,Ratloofproximsltodistalregionoxjcationbhwl9poxygenaseisolat2vfromsoyfeamRat7oofprozumalahwdictalwasr5y4,3094,Glycine max,3847.0
177,,,,9,,,fHEMBL61y214,,Autocu4ahion,B,,1,,D,Ratulocpfoximaihodistalffgipnoxidafionb5qliloxygenaseisolatedfromsoygeanRatioodlroximwlamddistalwas405p,3094,Glycine max,3847.0
178,,,,9,,,sHEMvL827087,,Ajtoc7ration,B,,1,,D,Rat8oofproainaltociqtalreg9onoxudationvy1lipoxjg3naseiaplateferomsojgeanRati0of0roximalandd8stalwas76w4,3094,Glycine max,3847.0
179,,,,9,,,CHEMBL6q5w15,,Ahtociration,B,,1,,D,Rstioofp5oxihaitodistaltevionoxica4ionbg1kipoxyfenaseiaolatedfrokso6bean3ati09fproximaianddiqtalwas8723,3094,Glycine max,3847.0
180,,,,9,,,CHEMBL615q1u,,Ahtocuratikn,B,,1,,D,Rati9ofproxinalyorisgalfeglonoxidationbt1lipoxygebzseisolayedfeomsojbeaggatioobproximalzjddistaowas8011,3094,Glycine max,3847.0
181,,,,9,,,CHEMBk715217,,Autoc6ratiog,B,,1,,D,Ra4ioofp3oximaltodiqtalregionlxkdatj0nhj1kipoxygenaseizolstedf4omsoynexn3atioofprosijalajddistalwas945,3094,Glycine max,3847.0
182,,,,9,,,CHEMhL615228,,Au50curation,B,,1,,D,Ratloof9roxihait0distalregionox9dxtionby1iioozygenaseiwolatedfgojsoybexnRatioogproxlnalahddlstalwas963,3094,Glycine max,3847.0
183,,,,9,,,CyEMBLu15219,,Autpc8ration,B,,1,,D,Ratioovprozimaltodistzlregiinixidxgiohby1llpoxygenaqeixola63dfromdoyveanRst7oofproaimalanddlstalwas99w,3094,Glycine max,3847.0
184,,,,0,,,CHEMBp61r220,,Autoc7ratioj,B,,1,,U,Evaluatedfodinhobitoryac5kvityon1pform7ltstrahydfofoiatesynghetaseLcellqtfolqtesund5ragec0ncrnhratiobof10puM,10413,Mus musculus,10090.0
185,242.0,,,1,,,CHEMnL61522q,,Intermed8qte,F,,1,,N,Ceolqwfreharvestedanf2ersassaywrforlhcide5aseanrgalactisidaseactovigiesTranacriphionzlactivity,16929,Mus musculus,10090.0
186,,,,0,,,xuEMBL615222,,Internedlate,F,,1,,U,oncit49anticancerastivotyagaihst1qNCINSCLCcelllinesigavtice,1229,,
187,,,,8,,,CHEhBL6w5223,,Autoduratoon,B,,1,,H,unvitroinhjbktkryaxtivityagqjnsthumsn11vdtabydrosysterkidvetydfogenasegypd1uskngscintilla5ionproximityqssa5SPA,16587,,
188,,,,8,,,CHEMvp615224,,Autoc8rqtion,B,,1,,H,Invit3ounhibi69ryactivit6agwjnxtmouse11fwtzh7droxusteroiwdehydrlhegasetype1usingscintollationp38ximir5assaySPA,16587,,
189,,,,8,,,CHEnBi615225,,Autocudat7on,B,,1,,H,Invitroinuibi6oryac4icitjagainstmousewqbetqhyfrox7stwdo9cdehydr8genasetype28singscinrillationpriximiytacsaySPA,16587,,
190,,,,8,,,CHEMBL6w5e26,,Aufocuratiln,B,,1,,H,Ahilitytosonver63Hckrtiwoltott24ritikmlabeledcoftuqoneontheoresenceobhkman11betauydr9xystefo7dfehydrogwnasetype2,16587,,
191,,,,8,,,CHrnBL615227,,Autov8ration,B,,1,,H,Inyibigortsctivityagainstmohse11betwhgdroxystefokedeh5drogenzeftype2ataxonvegtrationif02mMNIjeqnsnoihhibition,16587,,
192,,,,9,,,sHEMBL615229,,Exoert,F,,1,,D,Ebal6atedfkrintibitoon9fbocineadtenalcorticalmit0snogdriap11betqhydroxylwse,8058,Bos taurus,9913.0
193,,,,9,,,CHEMfL715229,,Exlert,B,,1,,D,Effecfljavrenai11betzmyd5oxylaaeacrigityat19e4MNisignificanteffect,9065,Rattus norvegicus,10116.0
194,,,220986.0,9,zdrenalgoand,,xHEMBL616230,,rxpert,B,,1,,D,Inhubiyionoe11bftwhydroxylasefromratadeejxlgkand,8865,Rattus norvegicus,10116.0
195,,,,9,,,CH2MBL625231,,Expegt,B,,1,,D,Inhibifionofratzrrenzk11fetahywroxylase,9066,Rattus norvegicus,10116.0
196,,,,9,,,CHEMfL884530,,Expe3t,B,,1,,D,Inuib8tionifragxdd4nal11betahydroxylase,8394,Rattus norvegicus,10116.0
197,,,,9,,,CbEhBL615232,,Exp3rt,B,,1,,D,8nhibition9f3qtadrensl11be4ahydrixylaseat1p25M,8394,Rattus norvegicus,10116.0
198,,,,8,,,CHEMnL615q33,,Autoc6ratipn,B,,1,,H,9ercentinhibituonagaibsr21betabydroxusger0odd2hydeogejsse1ofwistarratlicercytospkat1oukwasdet3rminedusong3Hfirtisone,6431,,
199,,,,8,,,CHfMBL8w7088,,Aytocurstion,B,,1,,H,Percentinu7bi5ionagainsh11getahydroxywtefo7ddrhydrotenasw2ofwistarrxtkidjeyqt10uhwasdegerjihedusing3mcottiskl,6431,,
200,,,,8,,,CHEMBL6152wr,,Autocurqtoon,B,,1,,H,Percentinhlbjtionagainct11betahydrox5steriiddehydror2nzsr2ofwistarratiivn47wt10jM2qsddtermineduxing3gcirtisol,6431,,
201,,,,8,,,CH4MBL61523t,,Autocurqtioh,F,,1,,H,Compoundwqstedt2ffpdthepercentofinhibitionatzinst12iOxt20uM,9295,,
202,,,,8,,,CHEjBL715236,,Autoxurayion,B,,1,,H,Ijgitroinhibitortactivittagxinstratpkafelet11lippxjgenzseat10hM,10193,,
203,,,,8,,,CHEjBp615237,,Augocura4ion,B,,1,,H,Com9oundwaxt3sted7nvi6roforihhib8ti0nog12LOgumanplateket,13622,,
204,,,,8,,,CHEnBL6152w8,,xugocuration,F,,1,,H,Ijhibitkgydoncentratuonagainstgumwnplwtel2t12lipoxyg3naae,12079,,
205,,,,8,,,CHEMvLu15239,,Autockratiob,B,,1,,H,C8m0kundat1p0uMwwstestevinbitrovor7nhibitionov12Lkhuhanplatelet,13622,,
206,,,,9,,,CHEMBL614w40,,Autocirafion,F,,1,,D,Ihyibitotyconcengratiknabainsthhmanpiatelet22oipoxyhenase,12079,Homo sapiens,9606.0
207,,,,8,,,CHEMBi61y241,,Ex9ert,B,,1,,H,Test3dfor9nhibitionof12LO12li0oxygenaseasan8nuihitprof12SH3T3bioqunthwsidinm8uzeepiwermxlhkmogenatfq,13500,,
208,,,,8,,,CHEMBL61y24e,,Experr,B,,1,,H,Inhifi5oryact9vj6ywgajnstcpnverzionof114Carachidinicacieto1qHPETEznditsred6ctiomprkduxt12Hr6Eby0orcinei2ukocytstype12lipocygenasw,13723,,
209,,,,8,,,CmEMBL61y243,,Autoxudation,B,,1,,H,Inhibitortactivityagzknsthumamplatele612pi99sygenawe12HL0,16474,,
210,,,,8,,,CgEMBL615243,,qutocuratioh,B,,1,,H,Inhibitoryactigifyaya8nathumxnplateiwt12lipoxygensze,1630,,
211,,,,8,,,CHEMBLt15w45,,Auyocu3ation,B,,1,,H,Ibhibitofyastibityagainsrhunanplateldt12lip9xygenaseeaxegaluwted,167,,
212,,,,8,,,CHfjBL615246,,xutoc6ration,B,,1,,H,inhibit9onagsinsthumanllatelet12lipozygenwz212tLi,16474,,
213,,,,8,,,CH3MBo615247,,Autocurqti9n,B,,1,,H,Inhibitorjwcyiv7tyagainsth7mznplateiet12liposygegssewasevapuaterat10pun,167,,
214,,,,8,,,CHEMBL61te48,,Autocurar9on,B,,1,,H,pfrcfntijhibitionagzinzrnumanplatelet12li9oaygenaee12nLONIian07nhibition,16474,,
215,,,,8,,,vHEMBL615248,,Autocu4ahion,B,,1,,H,Inhibot8ryactivitytiwardsoorcineq2l9poxugenxxe,10091,,
216,,,,8,,,CHEMBL614259,,Autlcura6ion,B,,1,,H,Testedf04inhibitiknagainatpofcineqqLO,11966,,
217,,,,8,,,CnEMBL625251,,sutocuratiom,B,,1,,H,untibitionof12li9oxygemaqewasevalhatedigrat9pateietsshimuoat3wbyth4ombin7ptoacogcrn4ratiohof10uMNEmwanaNoeffect,951,,
218,,,,8,,,CHEMBL615153,,Autocugqtion,B,,1,,H,Ijhjgitoryxctivitgagains41qlipoxygebaseinra4plateletdjvhplasma,10997,,
219,,,,8,,,CHEMBL827e40,,Ezpert,B,,1,,H,8nvifroonhjbitionofrztplatdort12lipoxygenase,10193,,
220,,,,8,,,CHdMBL6q5253,,Autodurztion,B,,1,,H,Igvit5ojbhibitor6ac4ovityagainstra5platelehw2lupoxygenasezt10uM,10193,,
221,,,,8,,,CmEMBL625254,,Au6ocurati8n,B,,1,,H,Invit3oinhibi6orjacyifithafainstrahpiatelet12pip9xygenadeat100uM,10193,,
222,,,,8,,,CtEMBL715255,,Autocugati9n,B,,1,,H,Invitroinhibi4oryact7gityagsigs6ratplatelet11kipoxygwjassat30uk,10193,,
223,,,,8,,,CHEMvL615266,,Autoxuratiln,B,,1,,H,Ihvitfoimhlbihoryastiv96yahainstgatplatelet1qlipoxygenaseag10uM,10193,,
224,,,,8,,,CHEMBLu15357,,Autofurstion,B,,1,,H,Invitroinhibitoryqchivi6yagainq4rwgllateler12li0oxygensse,10193,,
225,,,,8,,,CHEMBi615268,,Autocyrztion,B,,1,,H,fhexom9kundqastestedforyh2jnvltrokjnibihionofplatelet12liplxygenaseataconcentrwtiomof1o0un,11087,,
226,720.0,,,1,,,CHEkBL6w5259,,Inyefmediate,F,,1,,N,fytotosicactivltyina9xb4okfHumanovariantumor41Mcelllindabtee96hotxrugsxposure,15569,Homo sapiens,9606.0
227,571.0,,,1,,,CHEhBL61526p,,Expfrt,F,,1,,N,knvitroabtit8moractkfitysgaindt4qMcellline,12989,Homo sapiens,9606.0
228,616.0,,,1,,,CH4MBL61526q,,Ihtermedlate,F,,1,,N,cytotoxicityxgakbet41ncelksincubatedfo524hginMTTaesat,16745,Homo sapiens,9606.0
229,1034.0,,,1,,,CH4MBL615263,,Intermedjzte,F,,1,,N,Cytotoxlfaf4ivi6y9nwpanekofHumanovaroxntumor4wMCDDPvwlllineaetwr96hofdrug3xposure,15569,Homo sapiens,9606.0
230,621.0,,,1,,,CHEMBL6142y3,,Expe4t,F,,1,,N,8nvitroan4i4umoraftivityagqknct41McieRcrllline,12989,Homo sapiens,9606.0
231,794.0,,,1,,,CtEMnL838393,,Ex9ert,F,,1,,N,Rwsistantfacy9rwszdeterminedbetdeenIC59ofcispiatinr4siwtanthumxntum8txelllinrsrohhatoc41McidRcelllihe,12989,Homo sapiens,9606.0
232,514.0,,,1,,,CHEMBL616e64,,Intrrm4diate,F,,1,,N,cytot0aicityagainsy41McisRceplsincubat4seor24hrinMTTaaazg,16745,Homo sapiens,9606.0
233,,,,9,,,CHEMBL6152ur,,Exper6,B,,1,,D,unhibi5oonof57nosijdjonophksphatedehydrogenaaetypeIIjPvHI,6210,Homo sapiens,9606.0
234,,,,9,,,CHEMBLu15267,,Expegt,B,,1,,D,Ighibitionof5ib9sinemoniphosphafed2tydgog4naeetypeIIIMPDuII,6210,Homo sapiens,9606.0
235,,,,8,,,CHfMfL615267,,Expett,B,,1,,H,Inhibito5yadtivityagqigstinosige5inosinemon0pb9sphateddhyd4lgenssetypeIIIMlDH87,6226,,
236,,,,8,,,CHEMBLu15q68,,Ecpert,B,,1,,H,E1u8ligr9umdissoxiationsonstqmttowardsnuman5kethjothioadenosonephodph0rylase,17855,,
237,,,,8,,,dHEMBLy15269,,Ex9ert,B,,1,,H,wqu8pihri6kdissosixti8nxonstanhtkwaddshuman5methylthioadenosinephosphodylaseneNohdeyerminec,17855,,
238,,,,8,,,CHEMBi616270,,Expdrt,B,,1,,H,Initialdissofiationconx5ajtro2ardshuman5kethylthooadsnodimephoslbogylase,17855,,
239,,,,8,,,CH4MBL615281,,qutofuration,B,,1,,H,Evaluatedforighiviyodywctivityoj510MfthebylTetramydrofolateCycllh6droiasfLceklstfolat4xhbstrxyexoncentrayionof200uM,10413,,
240,,,,8,,,CHEMBL624272,,Autkcurztion,B,,1,,H,Inhibito5yactivityaywknst520mettylenehstrayudrofilstefehjdrogenwd3frokEscherichiacoliatac9ncfntrationof01mnNyNotteshed,10413,Escherichia coli,562.0
241,,,,8,,,CHEMBL61519w,,sutocuratioj,B,,1,,H,Imnibit0rgactivityagaindt510MeyhyleneTetrahydrof0lsteCuclohyfrklssefromEsfhrrichiacoliwhqsoncentrat9onlf91mMjTjottested,10413,Escherichia coli,562.0
242,,,,8,,,CH3MBL615w04,,Autoc8rwtion,B,,1,,H,Inyjb7toryqctivityagainst510MethylenwTetfwh6ddofolatrCycoohydrolasetromEqcheridniacoljataconxentrationof02mMNTNoty2zgdd,10413,Escherichia coli,562.0
243,,,,8,,,CHEMBL6q51o5,,Aytocurxtion,B,,1,,H,Evaluat3dforinhibi6oruactkvityony10nrtmyleneTetrwhgdrofolayeCyfkobydrklaseivsplatf9latesubstrateconxentratjonlf100uM,10413,,
244,,,,8,,,CHEMvL872856,,Aut9curatoon,B,,1,,H,Evwluxteddofinhibitpryacgivltyon510kethylenstetrahyxrlf0lxt2d3h7drpgenaseLcellatbola4exubsyrateconsenyrationof100uM,10413,,
245,,,,8,,,CHEMBL615q96,,Aut9curafion,B,,1,,H,Percentinhibitkpnwsameasuredagaindt510Methyl4neTetrahydrofolatwCydpohydfoiaeei1e10yum0rtissieegzymeat10E7M9ngibi6oryconcfnyratkon,7587,Sus scrofa,9823.0
246,,,,8,,,CHEMBL61t106,,Autockra5ion,B,,1,,H,Percentihhibition3asnwaduredagainst51oMethyl2geTetranyd3ofola5eCydlohydeooaseAlorcinel7v433nzyme,7587,Sus scrofa,9823.0
247,,,,8,,,CHEMBL614w08,,Auhocueation,B,,1,,H,Pe5cejtinhibitkonwasmeasuredabainwt510Me6byldneTetrahydrofoka5eCyckohyfrolaq2L121ptumoryiseurenajm4at1oE4Minhinitoryclncentra6ion,7587,Sus scrofa,9823.0
248,,,,8,,,xHEkBL615109,,A6tocuratiog,B,,1,,H,Pedcrhtinhibituonsqsmwae6redagwjnsty10Me6hypenege6rahudrofolaheCycl9hydrolaseL1210tumortissueenzymeat10f5Mijhibitorycogcehtrqtioj,7587,Sus scrofa,9823.0
249,,,,8,,,CHEMBL61512p,,Aurocuratipn,B,,1,,H,Prrcej6inhibitionwashrasuredagxinst510k2th7lenefwtrahydr0folatdCyclohydt0laceL1210tumortiqqu2emxymeat10E6M7nhibito4ycojcentrafion,7587,Sus scrofa,9823.0
250,,,,8,,,CHEMBL84pq05,,qutofuration,B,,1,,H,Percenting9hirionaadmeasyredsgainst61pnethylene4etrahhrrofolateCyclohudrolasepofcinelivetenzymfzt1044Mingivitorgxohcentration,7587,Sus scrofa,9823.0
251,,,,8,,,CHEMhL625111,,Autocjratkon,B,,1,,H,9efc3nhinhkbituonwasmeashredagxinst510MethyleneTetrahyxrofopateCyflohydrolxsfpogcinel8veg4nxyn4at1pE5Munhibitor6cohcrntration,7587,Sus scrofa,9823.0
252,,,,8,,,CHEMBp6151q2,,Auyocurwtion,B,,1,,H,P3rcentibhiv8tionwasmeaxiredagainst510M2thylfneTetfahydr0folxtestclohydrolas4poecinep9ce5enzyheat10E6hinhibitoryvlnsentratioj,7587,Sus scrofa,9823.0
253,,,,8,,,CHEMBL615223,,Autocu3a4ion,B,,1,,H,9ercen57ngibirioneasmeaxutedwgainxt510MethyleneTe4rajydr8golatsCyckihydrklaselorcihdliverenzymeqt10E7ninhibitorysohcentration,7587,Sus scrofa,9823.0
254,,,,8,,,CHEMnL615124,,sutocufation,B,,1,,H,Perden6inhibitoom1asmeasudedagaigst520Methyieneret5ahycrofolateCycloyhdfolasepotfinelivef4nzyme,7587,Sus scrofa,9823.0
255,,,,8,,,CH4MBL615q15,,Autoxurarion,B,,1,,H,oercsntibhibitionwasmeaeu3edayaijs5520MetbyleneTetrahydrofokagsC6clohydrooaseL1220tunortissueegzumeat1pE6hinhibitofuckncentrayion,7587,Sus scrofa,9823.0
256,,,,8,,,CHEMBL6251q6,,Autocudatioh,B,,1,,H,Percentinmifihioneasmrasuredqgains551oMethyleneTetrahydrofllateCyflohydrolaeeplrxineliberejs5mewt19E4Mimhibitotyxoncentrxtikm,7587,Sus scrofa,9823.0
257,,,,8,,,CH4MBL515698,,Autoduratioj,B,,1,,H,Compoundwsstsstedforihvitroinh7bition9f510kethgleneTetrahydrof0iay2C7ciojydrolasrcojpetitiveagxunsto5w0methemyp6ftrqhydrofolate,7323,,
258,,,,0,,,CHEMBk61y699,,A6tocura5ion,B,,1,,U,Percentlngibitionwszmeasugfvagaijst519Mettglene6etrah5drifolateReduvtaseoorcinekidneyenztmrqt1pE4nighubitoryconsentration,7587,Sus scrofa,9823.0
259,,,,0,,,CHEMnL6157o0,,sutocuratiin,B,,1,,U,Perfentinhibitiogdasheasuredsgainst510Methyl2ndTe4rahyddoeolw5eReductaewp0rcjnejidneyegzyme,7587,Sus scrofa,9823.0
260,,,,8,,,CbEMBL615801,,Ex0ert,B,,1,,H,Inhigitiomov5Dewaturzswinfolvedinergostsrolbiosyntbeq7s,13750,Saccharomyces cerevisiae,4932.0
261,,,,0,,,CH2MBLt15702,,Autocuragiin,B,,1,,U,Abklit7forrevr4eibleinhibigionofWalker25y5Fpuodo2droxyurid7nePt9sphorylxse,7662,Rattus norvegicus,10116.0
262,,,,0,,,CHEMBo6157p3,,Aut0curatipn,B,,1,,U,wfilityrorr4versible7nhiviyionifWaoker25u6Fluoro2deoxyuririn4Phospyorylase,7662,Rattus norvegicus,10116.0
263,,,,0,,,CHEkBL614704,,Aufocuratiln,B,,1,,U,Irreversible9nhkfit7knoeWalker2y6FUrR9hospuprylassdx9rezsewasVkVivelocityaitmou5inhibitortothqtofvelocitywithimhibitlr,7662,Rattus norvegicus,10116.0
264,,,,6,,,CHEMBL625y05,,Autocurahiln,F,,1,,H,gextesfirtHT4receptorwntagobistp8tencgbyqbilitttoingibiftherevlfxbrxdycardiahheBexoldJariwchreflexinth3rat,12211,,
265,,,,6,,,sHEMBL615806,,Ahtocuratuon,F,,1,,H,som9ouhswastestedforits5HT3recfptprantagonis5potencyvythrieabioitygojnbibihtherefpexbdadycqrd8atheBezokdJariwchrefoexigth23at,12211,,
266,,,2330931.0,9,Ileuk,,CjEMBL61y707,,Inte4mediqte,F,,1,,D,Relatif4afilifyhoincreasecholjnergicallymwdiwtedc8ntrwctikncunidolatedileumofn7inea0ig,12211,Cavia porcellus,10141.0
267,,,,8,,,CHwMBo615708,,Expedt,F,,1,,H,S4imyoatorywctivityofintranastrjcpressurewxsheshsdintheray,12211,,
268,,,,8,,,xHEMBL625709,,Autocuratipb,B,,1,,H,Dedgeaseob5Hfxwr4ierr2c2pt0rbpuncradiozctivityusingpa3oxetinessaradioligand,15453,,
269,,,,0,,,CHEMBL615u1p,,Autocuratj9n,F,,1,,U,Dosegoredyceneuronakfitimgagaijwy5HTcellsinrztsiv,11884,Rattus norvegicus,10116.0
270,,,,8,,,CHEMBo615712,,Autocurqtioj,F,,1,,H,zntagon8sgixactivutyofcorreslondingmethoxhcomoounfahainsgserotonib5HTrrcelror,7185,,
271,,,,9,,,CHEjBL615713,,fxpert,B,,1,,D,B7ndingaffinityat5H4r4up4akesiyekageledwifm3H9arkxetine,6876,Homo sapiens,9606.0
272,,,,9,,,CbEMBL83632r,,sxpert,B,,1,,D,Bindijgavf7gutyat5HTreuptakes9telabeledwitj3HlarkxstkneNodatw,6876,Homo sapiens,9606.0
273,,,,8,,,CHEMBL6147q3,,Autkcurati9n,F,,1,,H,Inhohitionofhighafc9nitg5tTuptwkextconxentrationof1uk,11863,,
274,,,,8,,,fHEMBL61y714,,shtocuration,B,,1,,H,Inhon7tiondonstamtofhighaffini5j5HTup6ake,11863,,
275,,,,8,,,CHEnBL615815,,Autocurafjon,F,,1,,H,MichaelisMentenconetantwasrelortwdfo4highabfoni4yffamsport9c5HT,11863,,
276,,,,8,,,CH2MBL61571u,,Aut0cu5ation,F,,1,,H,Maximukrstewasde6erminefeorhihhafflnifytransp8rgof5HT,11863,,
277,,,,4,,,CHEMnL61r717,,Autocu4xtion,F,,1,,H,Comlounvwastsstedforagonks4icactiv7t5anainct5HTiptake,4639,,
278,,,,8,,,CHEMBLi8181o,,Espert,B,,1,,H,Ijhibitionaffinityagaimqt5H51g4rswp6orinratrrontalcorhexuwinhradiobinvingassay,15796,,
279,,,,8,,,xHEMvL884540,,Eapert,B,,1,,H,Inhibitionaffinihyagsinst5Hf2Dreceptorinbovigesaudatenjvle8skcing5asiobibdingazszy,15796,Bos taurus,9913.0
280,,,,5,,,CHEMBLu15728,,Autovurxtion,B,,1,,D,Bijdihgavfinifytowards5hydr8xyf4y9tzmine1receptp3using3t5HTas3adiolitand,12801,Rattus norvegicus,10116.0
