geniusNameLabel,websiteLabel,familyNameLabel,motherLabel,birthDate,givenNameLabel,numberOfChildren,recordLabelLabel,cityLabel,musicianLabel,genreLabel,activityStart,religionLabel,fatherLabel,partner,musician,genderLabel,ethnicityLabel,residenceLabel,twitterNameLabel
,,Callier,,1945-05-24T00:00:00Z,Terry,,Cadet Records,Chicago,Terry Callier,jazz,1962-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q14541,male,,,
Blake-jenner,,Jenner,,1992-08-27T00:00:00Z,Blake,,,Miami,Blake Jenner,,2010-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q40638,male,,,blake_jenner
Anastacia,http://anastacia.com/,,,1968-09-17T00:00:00Z,Anastacia,,Epic,Chicago,Anastacia,contemporary R&B,1997-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q34584,female,,,AnastaciaMusic
Alicia-keys,https://aliciakeys.com/,Keys,,1981-01-25T00:00:00Z,Alicia,2.0,Arista,Harlem,Alicia Keys,neo soul,1996-01-01T00:00:00Z,,,Swizz Beatz,http://www.wikidata.org/entity/Q121507,female,African Americans,,aliciakeys
Q-tip,http://qtiponline.com,Davis,,1970-04-10T00:00:00Z,Jonathan,,Epic,Harlem,Q-Tip,hip hop music,1985-01-01T00:00:00Z,Islam,,,http://www.wikidata.org/entity/Q42025,male,,,qtiptheabstract
,http://arielwinter.net/,Workman,,1998-01-28T00:00:00Z,Ariel,,,Fairfax,Ariel Winter,,2002-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q26378,female,,,arielwinter1
,,Sunshine,,1995-09-05T00:00:00Z,Caroline,,Hollywood Records,Atlanta,Caroline Sunshine,pop music,,,,,http://www.wikidata.org/entity/Q27326,female,,,CSunshine
,http://www.martinomalley.com,O'Malley,Barbara  O'Malley,1963-01-18T00:00:00Z,Martin Joseph,4.0,,"Washington\, D.C.",Martin O'Malley,Celtic music,1988-01-01T00:00:00Z,Catholicism,Thomas Martin O'Malley,Katie O'Malley,http://www.wikidata.org/entity/Q120260,male,,Baltimore,MartinOMalley
,,Johansson,,1984-11-22T00:00:00Z,Scarlett,,Atco Records,Manhattan,Scarlett Johansson,pop music,1994-01-01T00:00:00Z,,,Romain Dauriac,http://www.wikidata.org/entity/Q34436,female,Danish American,,
Chris-jericho,http://www.chris-jericho.com/,,,1970-11-09T00:00:00Z,Christopher,,Megaforce Records,New York City,Chris Jericho,rock music,1999-01-01T00:00:00Z,,Ted Irvine,,http://www.wikidata.org/entity/Q44144,male,,,IAmJericho
,,,,1976-09-06T00:00:00Z,N.,,Penalty Recordings,Queens,N.O.R.E.,hip hop music,1995-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q53549,male,African Americans,,noreaga
,http://www.candyekane.com,Kane,,1961-11-13T00:00:00Z,,,,Ventura,Candye Kane,blues,1986-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q44909,female,,,CandyeKaneBand
,http://www.q-productions.com,Quintanilla,,1971-04-16T00:00:00Z,Selena,,Capitol Records,Lake Jackson,Selena,rhythm and blues,1982-01-01T00:00:00Z,Jehovah's Witnesses,"Abraham Quintanilla, Jr.",Chris Pérez,http://www.wikidata.org/entity/Q23543,female,chicano,,SelenaLaLeyenda
,,,,1985-10-23T00:00:00Z,,,,Tirana,Masiela Lusha,,1998-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q37944,female,Albanian American,,
David-draiman,http://www.disturbed1.com/,,,1973-03-13T00:00:00Z,David,,Giant Records,Brooklyn,David Draiman,alternative metal,1996-01-01T00:00:00Z,,,Lena Yada,http://www.wikidata.org/entity/Q30570,male,,Brooklyn,
Solomon-burke,http://www.thekingsolomonburke.com/,Burke,,1940-03-21T00:00:00Z,Solomon,,Bell Records,Philadelphia,Solomon Burke,soul music,1955-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q49888,male,African Americans,,
,,Wilson,,1951-01-06T00:00:00Z,Kim,,Severn Records,Detroit,Kim Wilson,blues,,,,,http://www.wikidata.org/entity/Q122881,male,,,
,http://www.liladowns.com,Downs,,1968-09-19T00:00:00Z,Lila,,Sony Music,Oaxaca,Lila Downs,contemporary folk music,1992-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q23880,female,,,liladowns
Beth-ditto,http://www.bethditto.com,Patterson,,1981-02-19T00:00:00Z,Beth,,Kill Rock Stars,Searcy,Beth Ditto,rock music,,atheism,,,http://www.wikidata.org/entity/Q12827,female,,,bethditto
Brad-paisley,http://www.bradpaisley.com/,Paisley,,1972-10-28T00:00:00Z,Brad,,Arista Nashville,Glen Dale,Brad Paisley,country music,1998-01-01T00:00:00Z,,,Kimberly Williams-Paisley,http://www.wikidata.org/entity/Q39639,male,,,bradpaisley
Hilary-duff,http://hilaryduff.com,Duff,,1987-09-28T00:00:00Z,Hilary,2.0,Walt Disney Records,Houston,Hilary Duff,pop rock,1993-01-01T00:00:00Z,,,Mike Comrie,http://www.wikidata.org/entity/Q122020,female,,,HilaryDuff
,https://www.akon.com/,Thiam,,1973-04-16T00:00:00Z,,,Republic Records,St. Louis,Akon,contemporary R&B,2003-01-01T00:00:00Z,Islam,,,http://www.wikidata.org/entity/Q32849,male,,,Akon
Gwyneth-paltrow,,Paltrow,Blythe Danner,1972-09-27T00:00:00Z,Gwyneth,2.0,,Los Angeles,Gwyneth Paltrow,,1989-01-01T00:00:00Z,,Bruce Paltrow,Luke Wilson,http://www.wikidata.org/entity/Q34460,female,,,GwynethPaltrow
Pharrell-williams,http://www.pharrellwilliams.com/,Williams,,1973-04-05T00:00:00Z,,4.0,I Am Other,Virginia Beach,Pharrell Williams,rhythm and blues,1994-01-01T00:00:00Z,,,Helen Lasichanh,http://www.wikidata.org/entity/Q14313,male,African Americans,Beverly Hills,Pharrell
John-michael-talbot,http://www.johnmichaeltalbot.com/,,,1954-05-08T00:00:00Z,John,,Sparrow Records,Oklahoma City,John Michael Talbot,contemporary Christian music,1960-01-01T00:00:00Z,Catholic Church,,,http://www.wikidata.org/entity/Q37355,male,,,
Major-harris,,Harris,,1947-02-09T00:00:00Z,,,Atlantic Records,Richmond,Major Harris,rhythm and blues,2011-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q26869,male,,,
,http://www.sinatra.com,Sinatra,Dolly Sinatra,1915-12-12T00:00:00Z,Albert,,Warner Bros. Records,Hoboken,Frank Sinatra,jazz,1935-01-01T00:00:00Z,Catholic Church,Anthony Martin Sinatra,Ava Gardner,http://www.wikidata.org/entity/Q40912,male,Italian American,Hoboken,
,http://www.logan-henderson.com/,Henderson,,1989-09-14T00:00:00Z,Logan,,Columbia Records,North Richland Hills,Logan Henderson,pop rock,2008-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q26294,male,,,1loganhenderson
Skrillex,http://skrillex.com,Moore,,1988-01-15T00:00:00Z,John,,Big Beat Records,Los Angeles,Skrillex,electronic dance music,2004-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q19004,male,,,Skrillex
,,,,1969-09-07T00:00:00Z,Jimmy,,,New York City,James Euringer,alternative rock,,,,Chantal Claret,http://www.wikidata.org/entity/Q19417,male,,,
,,Peña,,1989-08-15T00:00:00Z,Carlos Roberto,,Columbia Records,Columbia,Carlos Pena Jr,pop music,2009-01-01T00:00:00Z,Christianity,,Alexa Vega,http://www.wikidata.org/entity/Q26053,male,,Weston,TheCarlosPena
,http://www.sararamirez.com/,Ramírez,,1975-08-31T00:00:00Z,Sara,,,"La Chingada\, Veracruz",Sara Ramirez,,,,,,http://www.wikidata.org/entity/Q40069,female,,,sararamirez
Brie-larson,,Larson,,1989-10-01T00:00:00Z,Brie,,Casablanca Records,Sacramento,Brie Larson,pop music,1998-01-01T00:00:00Z,,,Alex Greenwald,http://www.wikidata.org/entity/Q29328,female,,Los Angeles,brielarson
,http://www.tayzonday.com/,,,1982-05-21T00:00:00Z,Adam,,,Minneapolis,Tay Zonday,,2007-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q55449,male,African Americans,,
,,Goffin,,1939-02-11T00:00:00Z,Gerald,,Manticore,Brooklyn,Gerry Goffin,pop music,,,,Carole King,http://www.wikidata.org/entity/Q48774,male,American Jews,,
Nate-dogg,,Hale,,1969-08-19T00:00:00Z,Dwayne,,Death Row Records,Clarksdale,Nate Dogg,rhythm and blues,1992-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q47159,male,African Americans,,
Ll-cool-j,http://llcoolj.com/,Smith,,1968-01-14T00:00:00Z,James Todd,,Def Jam Recordings,Queens,LL Cool J,New school hip hop,1984-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q52440,male,African Americans,,llcoolj
,http://tarylljackson.com/,Jackson,,1975-08-08T00:00:00Z,Taryll,,Epic,Los Angeles,Taryll Jackson,pop music,,,Tito Jackson,,http://www.wikidata.org/entity/Q24356,male,,,
John-legend,http://www.johnlegend.com,Stephens,,1978-12-28T00:00:00Z,John,2.0,Sony Music,Springfield,John Legend,rhythm and blues,2000-01-01T00:00:00Z,,,Chrissy Teigen,http://www.wikidata.org/entity/Q44857,male,African Americans,Beverly Hills,johnlegend
,,Mizell,,1923-11-09T00:00:00Z,Hank,,,Daytona Beach,Hank Mizell,rock and roll,1956-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q14078,male,,,
Chord-overstreet,http://chordoverstreet.com,,,1989-02-17T00:00:00Z,,,Safehouse Records,Nashville,Chord Overstreet,pop music,2009-01-01T00:00:00Z,,Paul Overstreet,,http://www.wikidata.org/entity/Q53714,male,,,chordoverstreet
,http://www.howlinwolffoundation.org,Wolf,,1910-06-10T00:00:00Z,,,Chess Records,United States Military Academy,Howlin' Wolf,blues,1976-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q44780,male,African Americans,,
,http://www.myspace.com/djlazmusicpage,,,1971-12-02T00:00:00Z,,,TVT Records,Miami,DJ Laz,hip hop music,1990-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q21087,male,,,therealdjlaz
,http://www.stanridgway.com/,,,1954-04-05T00:00:00Z,Joe,,I.R.S. Records,Barstow,Stan Ridgway,new wave,1977-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q50825,male,,,Stan_Ridgway
Patti-labelle,http://www.pattilabelle.com,,,1944-05-24T00:00:00Z,Patti,,Epic,Philadelphia,Patti LaBelle,rhythm and blues,1958-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q31013,female,African Americans,,mspattipatti
,,,,1934-07-31T00:00:00Z,Barry,,Columbia Records,New York City,Barry De Vorzon,,,,,,http://www.wikidata.org/entity/Q123684,male,,,
Anna-margaret,http://www.annamargaret.com/,Collins,,1996-06-12T00:00:00Z,Anna,,Walt Disney Records,Lecompte,Anna Margaret,pop music,2009-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q54861,female,,,talktoanna
,,Kelliher,,1971-03-23T00:00:00Z,Bill,,,Atlanta,Bill Kelliher,heavy metal,1995-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q121956,male,,,
,,,,1969-07-05T00:00:00Z,Robert,,Epic,Brownsville,RZA,hip hop music,1989-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q52447,male,African Americans,,rza
,http://www.clinteastwood.net,Eastwood,,1930-05-31T00:00:00Z,Clinton,,,San Francisco,Clint Eastwood,country music,1955-01-01T00:00:00Z,,,Sondra Locke,http://www.wikidata.org/entity/Q43203,male,,,
Whoopi-goldberg,,Goldberg,,1955-11-13T00:00:00Z,Elaine,,MCA Records,Manhattan,Whoopi Goldberg,,1981-01-01T00:00:00Z,,,Alvin Martin,http://www.wikidata.org/entity/Q49001,female,African Americans,,WhoopiGoldberg
Justin-timberlake,https://www.justintimberlake.com/,Timberlake,,1981-01-31T00:00:00Z,Randall,1.0,Tennman Records,Memphis,Justin Timberlake,rhythm and blues,1997-01-01T00:00:00Z,,,Cameron Diaz,http://www.wikidata.org/entity/Q43432,male,,Los Angeles,jtimberlake
,,Swayze,Patsy Swayze,1952-08-18T00:00:00Z,Patrick,,,Houston,Patrick Swayze,,1979-01-01T00:00:00Z,Catholic Church,,Lisa Niemi,http://www.wikidata.org/entity/Q49004,male,,,
,http://www.kaleycuoco.org/,Cuoco,,1985-11-30T00:00:00Z,Kaley,,,Camarillo,Kaley Cuoco,,1992-01-01T00:00:00Z,,,Karl Cook,http://www.wikidata.org/entity/Q16759,female,,,
,,Broderick,Patricia Broderick,1962-03-21T00:00:00Z,Matthew,,,New York City,Matthew Broderick,,1981-01-01T00:00:00Z,,James Broderick,Sarah Jessica Parker,http://www.wikidata.org/entity/Q28755,male,,,
Robert-mitchum,,Mitchum,,1917-08-06T00:00:00Z,Robert,,Capitol Records,Bridgeport,Robert Mitchum,calypso music,1942-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q16472,male,,,
,http://www.casselliot.com/,Elliott,,1941-09-19T00:00:00Z,Naomi,1.0,Revolver Music,Baltimore,Cass Elliot,contemporary folk music,1959-01-01T00:00:00Z,,,Donald von Wiedenman,http://www.wikidata.org/entity/Q49734,female,,,
Lady-gaga,http://www.ladygaga.com,Germanotta,,1986-03-28T00:00:00Z,Angelina,,Interscope Records,Manhattan,Lady Gaga,Europop,2005-01-01T00:00:00Z,Catholic Church,,Taylor Kinney,http://www.wikidata.org/entity/Q19848,female,French people,Los Angeles,ladygaga
Trace-cyrus,,Cyrus,Tish Cyrus,1989-02-24T00:00:00Z,Trace,,Columbia Records,Ashland,Trace Cyrus,synth-pop,2006-01-01T00:00:00Z,,Billy Ray Cyrus,Brenda Song,http://www.wikidata.org/entity/Q54867,male,,,TraceCyrus
,,,,1963-07-16T00:00:00Z,Phoebe,,,New York City,Phoebe Cates Kline,,1982-01-01T00:00:00Z,,,Kevin Kline,http://www.wikidata.org/entity/Q14439,female,,,
Lil-wayne,http://www.lilwayne-online.com,Carter,,1982-09-27T00:00:00Z,Dwayne,,Young Money Entertainment,New Orleans,Lil Wayne,contemporary R&B,1996-01-01T00:00:00Z,,,Trina,http://www.wikidata.org/entity/Q15615,male,African Americans,New Orleans,LilTunechi
Eddie-murphy,,Murphy,,1961-04-03T00:00:00Z,Edward,10.0,Motown,Brooklyn,Eddie Murphy,comedy film,1976-01-01T00:00:00Z,Baptists,,Tracey Edmonds,http://www.wikidata.org/entity/Q43874,male,African Americans,,
Jacob-artist,,Artist,,1992-10-17T00:00:00Z,Jacob,,,Buffalo,Jacob Artist,,2011-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q43950,male,African Americans,,jacobartist
,https://www.johnnycash.com/,Cash,Carrie Cloveree Rivers,1932-02-26T00:00:00Z,Johnny,,Charly Records,Kingsland,Johnny Cash,Outlaw country,1954-01-01T00:00:00Z,Baptists,Ray Cash,June Carter Cash,http://www.wikidata.org/entity/Q42775,male,,,
Dina-rae,http://www.dinarae.net,Ray,,1978-05-16T00:00:00Z,Dina,,,Los Angeles,Dina Rae,,,,,,http://www.wikidata.org/entity/Q54815,female,,,
Vanessa-hudgens,http://vanessahudgensofficial.com,Hudgens,,1988-12-14T00:00:00Z,Vanessa,,Hollywood Records,Salinas,Vanessa Hudgens,dance music,2002-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q123174,female,Multiracial American,,VanessaHudgens
Zac-efron,http://zacefron.com,Efron,,1987-10-18T00:00:00Z,Alexander,,,San Luis Obispo,Zac Efron,,2002-01-01T00:00:00Z,agnosticism,,,http://www.wikidata.org/entity/Q45229,male,,Los Angeles,zacefron
Georg-kreisler,,Kreisler,,1922-07-18T00:00:00Z,Georg,,,Vienna,Georg Kreisler,satire,,,,Topsy Küppers,http://www.wikidata.org/entity/Q45275,male,,,
,https://www.willsmith.com/,Smith,,1968-09-25T00:00:00Z,Will,,Columbia Records,Philadelphia,Will Smith,hip hop music,1986-01-01T00:00:00Z,Christianity,,Jada Pinkett Smith,http://www.wikidata.org/entity/Q40096,male,African Americans,Los Angeles,
Robbie-nevil,http://www.robbienevil.com/,,,1958-10-02T00:00:00Z,Robbie,,Manhattan Records,Los Angeles,Robbie Nevil,pop music,1986-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q162732,male,,,
,http://www.fernandodelvalle.de/,,,1964-02-28T00:00:00Z,Fernando,,,New Orleans,Fernando del Valle,opera,,,,,http://www.wikidata.org/entity/Q140043,male,,,
,https://www.katgraham.com/,Graham,,1989-09-05T00:00:00Z,Katerina,,,Geneva,Katerina Graham,contemporary R&B,1998-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q151118,female,African Americans,,KatGraham
,,Pfeiff,,1958-04-29T00:00:00Z,Michelle,6.0,,Santa Ana,Michelle Pfeiffer,,1979-01-01T00:00:00Z,,,David E. Kelley,http://www.wikidata.org/entity/Q159778,female,Swedish American,Orange County,
,http://www.cmgww.com/stars/baker/,Wells,,1906-06-03T00:00:00Z,Freda,,Mercury Records,St. Louis,Josephine Baker,cabaret,1921-01-01T00:00:00Z,Catholicism,,,http://www.wikidata.org/entity/Q151972,female,African Americans,Paris,
Ruth-brown,http://www.ruthbrown.net,Weston,,1928-01-31T00:00:00Z,Ruth,,Atlantic Records,Portsmouth,Ruth Brown,rhythm and blues,1949-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q144669,female,African Americans,,
Nicki-minaj,http://mypinkfriday.com,Minaj,,1982-12-08T00:00:00Z,Nicki,,Republic Records,Port of Spain,Nicki Minaj,rhythm and blues,2004-01-01T00:00:00Z,Christianity,,Safaree Samuels,http://www.wikidata.org/entity/Q162202,female,African Americans,,NICKIMINAJ
,https://www.missy-elliott.com/,Elliott,,1971-07-01T00:00:00Z,Missy,,Elektra,Portsmouth,Missy Elliott,rapping,1993-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q155079,female,African Americans,,MissyElliott
,,,,1984-05-16T00:00:00Z,James,,Roc Nation,Inglewood,James Fauntleroy II,contemporary R&B,2006-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q152330,male,African Americans,,
Emma-stone,,Stone,,1988-11-06T00:00:00Z,Emma,,,Scottsdale,Emma Stone,,2004-01-01T00:00:00Z,Lutheranism,,Dave McCary,http://www.wikidata.org/entity/Q147077,female,Swedish American,Los Angeles,
Betty-hutton,http://www.satinsandspurs.com/,Hutton,,1921-02-26T00:00:00Z,Betty,,Capitol Records,Battle Creek,Betty Hutton,,1938-01-01T00:00:00Z,Catholic Church,,Alan W. Livingston,http://www.wikidata.org/entity/Q152713,female,,,
Jack-antonoff,,Antonoff,,1984-03-31T00:00:00Z,Jack,,,New Jersey,Jack Antonoff,indie pop,2000-01-01T00:00:00Z,,,Lena Dunham,http://www.wikidata.org/entity/Q151304,male,,,jackantonoff
Melody-thornton,http://www.melodythornton.com/,Thornton,,1984-09-28T00:00:00Z,Melody,,A&M Records,Phoenix,Melody Thornton,contemporary R&B,,,,,http://www.wikidata.org/entity/Q143286,female,African Americans,,MelodyThornton
Scatman-john,https://www.scatmanjohnlarkin.com,Larkin,,1942-03-13T00:00:00Z,John,,America Records,El Monte,Scatman John,jazz,1976-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q153141,male,,,
Glen-campbell,http://www.glencampbell.com,Campbell,,1936-04-22T00:00:00Z,Glen,,Liberty,Delight,Glen Campbell,contemporary folk music,1958-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q162667,male,,Arkansas,glencampbell
,,Janowski,,1944-12-19T00:00:00Z,,,,Toronto,Zal Yanovsky,rock and roll,1964-01-01T00:00:00Z,Judaism,Avrom Yanovsky,Jackie Burroughs,http://www.wikidata.org/entity/Q144904,male,,,
Fanny-brice,,Brice,,1891-10-29T00:00:00Z,Fanny,,Victor Talking Machine Company,Manhattan,Fanny Brice,traditional pop music,1951-01-01T00:00:00Z,,,Billy Rose,http://www.wikidata.org/entity/Q153358,female,American Jews,,
,,Gibbs,,1931-06-14T00:00:00Z,Marla,3.0,,"John H. Stroger\, Jr. Hospital of Cook County",Marla Gibbs,,,,,,http://www.wikidata.org/entity/Q133665,female,African Americans,,
,,Hill,,1935-09-30T00:00:00Z,,,Kent,Naples,Z. Z. Hill,blues,1984-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q135815,male,African Americans,,
,http://www.petercriss.net/,Criss,,1947-12-20T00:00:00Z,Peter,,Casablanca Records,Brooklyn,Peter Criss,rock music,1964-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q137881,male,,,
,,Simmons,,1948-10-19T00:00:00Z,Patrick,,Elektra,Aberdeen,Patrick Simmons,rock music,1970-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q132506,male,,,
Moondog,http://www.moondogscorner.de/,,,1916-05-26T00:00:00Z,Louis,,Epic,Marysville,Moondog,outsider music,1932-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q134864,male,,,
,,Stevens,,1966-03-05T00:00:00Z,Zachary,,,Tampa,Zachary Stevens,rock music,,,,,http://www.wikidata.org/entity/Q139649,male,,,
,http://www.tooshortworld.com/,,,1966-04-28T00:00:00Z,,,Jive,Los Angeles,Too Short,crunk,1983-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q158223,male,African Americans,,TooShort
,http://www.kerihilson.com/,Hilson,,1982-12-05T00:00:00Z,Keri,,Interscope Records,Decatur,Keri Hilson,rhythm and blues,2004-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q152453,female,African Americans,,MissKeriBaby
Jay-rock,http://www.jayrockmusic.com/,Rock,,1986-03-31T00:00:00Z,Jay,,Warner Bros. Records,Watts,Jay Rock,hip hop music,2005-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q152632,male,African Americans,,jayrock
,,,,1910-07-04T00:00:00Z,William,,Apollo Records,New Orleans,Champion Jack Dupree,blues,,,,,http://www.wikidata.org/entity/Q161805,male,African Americans,,
,http://www.caitlyntaylorlove.com/band.php,Love,,1994-06-16T00:00:00Z,Caitlyn,,,Corpus Christi,Caitlyn Taylor Love,,2006-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q152020,female,,,CaitlynTLove
,http://www.linhnga.net,,,1982-01-03T00:00:00Z,,2.0,,Hanoi,Linh Nga,documentary,,,,Thuyet Buon Vua,http://www.wikidata.org/entity/Q153576,female,Vietnamese people,California,LinhNga_
,,Dante,,1945-08-22T00:00:00Z,Ron,,,Staten Island,Ron Dante,,,,,,http://www.wikidata.org/entity/Q132443,male,,,
Adam-sandler,http://www.adamsandler.com,Sandler,Judy Sandler,1966-09-09T00:00:00Z,Adam,2.0,,Brooklyn,Adam Sandler,,1987-01-01T00:00:00Z,Judaism,Stanley Sandler,Jackie Sandler,http://www.wikidata.org/entity/Q132952,male,American Jews,Los Angeles,AdamSandler
,http://www.revgarydavis.com,Davis,,1896-04-30T00:00:00Z,Gary,,,Laurens County,Reverend Gary Davis,blues,,Baptists,,,http://www.wikidata.org/entity/Q159098,male,African Americans,,
Chris-brown,https://www.chrisbrownworld.com/home/,Brown,,1989-05-05T00:00:00Z,Maurice,2.0,RCA,Tappahannock,Chris Brown,dance music,2005-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q155700,male,African Americans,,chrisbrown
,http://www.bernicejohnsonreagon.com/,,,1942-10-04T00:00:00Z,Bernice,,,Dougherty County,Bernice Johnson Reagon,a cappella,1966-01-01T00:00:00Z,,,Cordell Reagon,http://www.wikidata.org/entity/Q162209,female,African Americans,,
Toni-braxton,http://www.tonibraxton.com/,Braxton,,1967-10-07T00:00:00Z,Toni,,Arista,Atlanta,Toni Braxton,rhythm and blues,1989-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q155412,female,African Americans,,tonibraxton
Charli-baltimore,,,,1974-08-16T00:00:00Z,,,The Inc. Records,Philadelphia,Charli Baltimore,hip hop music,1995-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q162053,female,,,charlibaltimore
Idina-menzel,https://www.idinamenzel.com/,Mentzel,,1971-05-30T00:00:00Z,Idina,1.0,Warner Bros. Records,Queens,Idina Menzel,orchestra,1998-01-01T00:00:00Z,,,Aaron Lohr,http://www.wikidata.org/entity/Q157400,female,,,IDINAMENZEL
,http://www.bonjovi.com/,Bongiovi,Carol Sharkey,1962-03-02T00:00:00Z,John Francis,,Mercury Records,Perth Amboy,Jon Bon Jovi,soft rock,1983-01-01T00:00:00Z,,,Dorothea Hurley,http://www.wikidata.org/entity/Q150916,male,Italian American,,JonBonJoviJBJ
Sophie-tucker,,Tucker,,1887-01-13T00:00:00Z,Sophie,,OKeh,Tulchyn,Sophie Tucker,,1903-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q152520,female,,,
