Fiscal year,Organisation ID,Urban issues (marker),Trade development (marker),IRTC percent,Status,Children issues (marker),Project number,Organisation sub-class,Fund centre ID,Desertification (marker),Gender equality (marker),Section name,Amount spent,Biodiversity (marker),Maximum CIDA contribution (project-level),Branch ID,Branch name,Division ID,Division name,Section ID,Regional program (marker),Fund centre name,Untied amount(Project-level budget),FSTC percent,CFLI (marker),CIDA business delivery model (old),Programming process (new),Bilateral aid (international marker),PBA type,Enviromental sustainability (marker),Climate change adaptation (marker),Climate change mitigation (marker)
2009/2010,10050,0,0,0.0,Closed,1,A020910001,FEDERAL,4422,0,0,South America,193.389,0,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,1,*Southern Cone,0.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0
2009/2010,Information not available,0,0,0.0,Closed,1,A020910001,Unknown,4422,0,0,South America,72.003,0,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,1,*Southern Cone,0.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0
2009/2010,10050,0,0,0.0,Closed,1,A020910001,FEDERAL,4422,0,0,South America,154.7112,0,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,1,*Southern Cone,0.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0
2009/2010,Information not available,0,0,0.0,Closed,1,A020910001,Unknown,4422,0,0,South America,57.6024,0,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,1,*Southern Cone,0.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0
2009/2010,10050,0,0,0.0,Closed,1,A020910001,FEDERAL,4422,0,0,South America,38.6778,0,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,1,*Southern Cone,0.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0
2009/2010,Information not available,0,0,0.0,Closed,1,A020910001,Unknown,4422,0,0,South America,14.4006,0,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,1,*Southern Cone,0.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0
2009/2010,10050,0,0,0.0,Closed,1,A020910001,FEDERAL,4422,0,0,South America,1547.112,0,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,1,*Southern Cone,0.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0
2009/2010,Information not available,0,0,0.0,Closed,1,A020910001,Unknown,4422,0,0,South America,576.024,0,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,1,*Southern Cone,0.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0
2009/2010,1005645,0,0,0.0,Closed,0,A020910017,COLLEGE,4422,0,1,South America,73790.0,0,861997.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,1,*Southern Cone,0.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1005645,0,0,0.0,Closed,0,A020910017,COLLEGE,4422,0,1,South America,29516.0,0,861997.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,1,*Southern Cone,0.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1005645,0,0,0.0,Closed,0,A020910017,COLLEGE,4422,0,1,South America,73790.0,0,861997.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,1,*Southern Cone,0.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1005645,0,0,0.0,Closed,0,A020910017,COLLEGE,4422,0,1,South America,118064.0,0,861997.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,1,*Southern Cone,0.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1003044,0,0,0.0,Closed,0,A020910018,PROFESSIONAL ASSOCIATION,4416,0,2,South America,95109.75,0,329838.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,0,Bolivia,329838.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1003044,0,0,0.0,Closed,0,A020910018,PROFESSIONAL ASSOCIATION,4416,0,2,South America,31703.25,0,329838.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,0,Bolivia,329838.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1000510,0,0,0.0,Closed,0,A020911008,UNIVERSITY,4418,0,0,South America,114314.0,0,2531353.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,0,Brazil,0.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0
2009/2010,1000510,0,0,0.0,Closed,0,A020911008,UNIVERSITY,4418,0,0,South America,22862.8,0,2531353.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,0,Brazil,0.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0
2009/2010,1000510,0,0,0.0,Closed,0,A020911008,UNIVERSITY,4418,0,0,South America,91451.2,0,2531353.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,0,Brazil,0.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0
2009/2010,1000356,0,0,0.0,Closed,0,A020911009,UNIVERSITY,4418,0,2,South America,34455.201,0,1713817.92,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,0,Brazil,0.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1000356,0,0,0.0,Closed,0,A020911009,UNIVERSITY,4418,0,2,South America,45940.268,0,1713817.92,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,0,Brazil,0.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1000356,0,0,0.0,Closed,0,A020911009,UNIVERSITY,4418,0,2,South America,34455.201,0,1713817.92,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,0,Brazil,0.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1000282,0,0,0.0,Closed,0,A020982001,ASSOCIATIONS,4298,0,2,Central Africa & Great Lakes Program,189293.25600000002,0,4899012.2,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,0,Democratic Republic of Congo,4899012.2,1.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1000282,0,0,0.0,Closed,0,A020982001,ASSOCIATIONS,4298,0,2,Central Africa & Great Lakes Program,126195.504,0,4899012.2,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,0,Democratic Republic of Congo,4899012.2,1.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1001114,0,0,0.0,Closed,1,A021170001,NGO,4122,0,1,Bangladesh Section,1295.0,0,17121139.37,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4122,0,Bangladesh,17121139.37,1.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1009240,0,0,0.0,Closed,1,A021170001,CONSULTING SERVICES,4122,0,1,Bangladesh Section,815612.94,0,17121139.37,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4122,0,Bangladesh,17121139.37,1.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,Information not available,0,0,0.0,Closed,0,A021224002,CONSULTANT,4298,0,1,Central Africa & Great Lakes Program,2197.7129999999997,0,246397.97,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,0,Democratic Republic of Congo,246397.97,1.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,Information not available,0,0,0.0,Closed,0,A021224002,CONSULTANT,4298,0,1,Central Africa & Great Lakes Program,2197.7129999999997,0,246397.97,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,0,Democratic Republic of Congo,246397.97,1.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,Information not available,0,0,0.0,Closed,0,A021224002,CONSULTANT,4298,0,1,Central Africa & Great Lakes Program,2930.284,0,246397.97,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,0,Democratic Republic of Congo,246397.97,1.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1000601,0,0,0.0,Closed,0,A021236001,CONSULTING SERVICES,4124,0,1,"OAA Afghanistan, Pakistan and Sri Lanka",701241.285,0,6566164.53,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4141,0,Pakistan,6566164.53,1.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1004565,0,0,0.0,Closed,0,A021236001,CONSULTING SERVICES,4124,0,1,"OAA Afghanistan, Pakistan and Sri Lanka",13194.325,0,6566164.53,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4141,0,Pakistan,6566164.53,1.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1000601,0,0,0.0,Closed,0,A021236001,CONSULTING SERVICES,4124,0,1,"OAA Afghanistan, Pakistan and Sri Lanka",701241.285,0,6566164.53,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4141,0,Pakistan,6566164.53,1.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1004565,0,0,0.0,Closed,0,A021236001,CONSULTING SERVICES,4124,0,1,"OAA Afghanistan, Pakistan and Sri Lanka",13194.325,0,6566164.53,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4141,0,Pakistan,6566164.53,1.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1013670,0,0,0.0,Closed,0,A021314PRE,ASSOCIATIONS,4416,0,1,South America,13714.68,0,273083.86,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,0,Bolivia,0.0,1.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0
2009/2010,1013670,0,0,0.0,Closed,0,A021314PRE,ASSOCIATIONS,4416,0,1,South America,13714.68,0,273083.86,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,0,Bolivia,0.0,1.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0
2009/2010,1013670,0,0,0.0,Closed,0,A021314PRE,ASSOCIATIONS,4416,0,1,South America,6857.34,0,273083.86,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,0,Bolivia,0.0,1.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0
2009/2010,1000517,0,0,0.0,Terminating,0,A021334002,NGO,4246,0,0,"Ethiopia, PanAfrica, SubRegional",4329.733,0,611160.56,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,1,PanAfrica,611160.56,1.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1000932,0,0,0.0,Terminating,0,A021334002,CONSULTING SERVICES,4246,0,0,"Ethiopia, PanAfrica, SubRegional",2565.288,0,611160.56,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,1,PanAfrica,611160.56,1.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1000517,0,0,0.0,Terminating,0,A021334002,NGO,4246,0,0,"Ethiopia, PanAfrica, SubRegional",25978.397999999997,0,611160.56,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,1,PanAfrica,611160.56,1.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1000932,0,0,0.0,Terminating,0,A021334002,CONSULTING SERVICES,4246,0,0,"Ethiopia, PanAfrica, SubRegional",15391.728000000001,0,611160.56,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,1,PanAfrica,611160.56,1.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1000517,0,0,0.0,Terminating,0,A021334002,NGO,4246,0,0,"Ethiopia, PanAfrica, SubRegional",12989.198999999999,0,611160.56,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,1,PanAfrica,611160.56,1.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1000932,0,0,0.0,Terminating,0,A021334002,CONSULTING SERVICES,4246,0,0,"Ethiopia, PanAfrica, SubRegional",7695.8640000000005,0,611160.56,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,1,PanAfrica,611160.56,1.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,10050,0,0,0.0,Closed,0,A021360001,FEDERAL,4268,0,0,West Bank Gaza & Palestinian Refugees,3966.9448,0,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4264,1,Middle East Peace Process,2694419.4,1.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1009838,0,0,0.0,Closed,0,A021360001,UNIVERSITY,4268,0,0,West Bank Gaza & Palestinian Refugees,370.56699999999995,0,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4264,1,Middle East Peace Process,2694419.4,1.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,10050,0,0,0.0,Closed,0,A021360001,FEDERAL,4268,0,0,West Bank Gaza & Palestinian Refugees,11900.8344,0,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4264,1,Middle East Peace Process,2694419.4,1.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1009838,0,0,0.0,Closed,0,A021360001,UNIVERSITY,4268,0,0,West Bank Gaza & Palestinian Refugees,1111.701,0,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4264,1,Middle East Peace Process,2694419.4,1.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,10050,0,0,0.0,Closed,0,A021360001,FEDERAL,4268,0,0,West Bank Gaza & Palestinian Refugees,11900.8344,0,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4264,1,Middle East Peace Process,2694419.4,1.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1009838,0,0,0.0,Closed,0,A021360001,UNIVERSITY,4268,0,0,West Bank Gaza & Palestinian Refugees,1111.701,0,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4264,1,Middle East Peace Process,2694419.4,1.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,10050,0,0,0.0,Closed,0,A021360001,FEDERAL,4268,0,0,West Bank Gaza & Palestinian Refugees,11900.8344,0,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4264,1,Middle East Peace Process,2694419.4,1.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1009838,0,0,0.0,Closed,0,A021360001,UNIVERSITY,4268,0,0,West Bank Gaza & Palestinian Refugees,1111.701,0,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4264,1,Middle East Peace Process,2694419.4,1.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,10050,0,0,0.0,Closed,0,A021360001,FEDERAL,4268,0,0,West Bank Gaza & Palestinian Refugees,158677.792,0,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4264,1,Middle East Peace Process,2694419.4,1.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1009838,0,0,0.0,Closed,0,A021360001,UNIVERSITY,4268,0,0,West Bank Gaza & Palestinian Refugees,14822.68,0,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4264,1,Middle East Peace Process,2694419.4,1.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1000647,0,0,0.0,Closed,0,A021363001,CONSULTING SERVICES,4298,0,0,Central Africa & Great Lakes Program,13252.456,0,8846131.41,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,0,Democratic Republic of Congo,8846131.41,1.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1009319,0,0,0.0,Closed,0,A021363001,CONSULTING SERVICES,4298,0,0,Central Africa & Great Lakes Program,491765.76399999997,0,8846131.41,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,0,Democratic Republic of Congo,8846131.41,1.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1000647,0,0,0.0,Closed,0,A021363001,CONSULTING SERVICES,4298,0,0,Central Africa & Great Lakes Program,3313.114,0,8846131.41,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,0,Democratic Republic of Congo,8846131.41,1.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1009319,0,0,0.0,Closed,0,A021363001,CONSULTING SERVICES,4298,0,0,Central Africa & Great Lakes Program,122941.44099999999,0,8846131.41,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,0,Democratic Republic of Congo,8846131.41,1.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1000647,0,0,0.0,Closed,0,A021363001,CONSULTING SERVICES,4298,0,0,Central Africa & Great Lakes Program,6626.228,0,8846131.41,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,0,Democratic Republic of Congo,8846131.41,1.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1009319,0,0,0.0,Closed,0,A021363001,CONSULTING SERVICES,4298,0,0,Central Africa & Great Lakes Program,245882.88199999998,0,8846131.41,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,0,Democratic Republic of Congo,8846131.41,1.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1000647,0,0,0.0,Closed,0,A021363001,CONSULTING SERVICES,4298,0,0,Central Africa & Great Lakes Program,3313.114,0,8846131.41,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,0,Democratic Republic of Congo,8846131.41,1.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1009319,0,0,0.0,Closed,0,A021363001,CONSULTING SERVICES,4298,0,0,Central Africa & Great Lakes Program,122941.44099999999,0,8846131.41,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,0,Democratic Republic of Congo,8846131.41,1.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1000647,0,0,0.0,Closed,0,A021363001,CONSULTING SERVICES,4298,0,0,Central Africa & Great Lakes Program,3313.114,0,8846131.41,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,0,Democratic Republic of Congo,8846131.41,1.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1009319,0,0,0.0,Closed,0,A021363001,CONSULTING SERVICES,4298,0,0,Central Africa & Great Lakes Program,122941.44099999999,0,8846131.41,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,0,Democratic Republic of Congo,8846131.41,1.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1000647,0,0,0.0,Closed,0,A021363001,CONSULTING SERVICES,4298,0,0,Central Africa & Great Lakes Program,3313.114,0,8846131.41,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,0,Democratic Republic of Congo,8846131.41,1.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1009319,0,0,0.0,Closed,0,A021363001,CONSULTING SERVICES,4298,0,0,Central Africa & Great Lakes Program,122941.44099999999,0,8846131.41,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,0,Democratic Republic of Congo,8846131.41,1.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1012369,0,0,0.0,Closed,0,A021367002,CONSULTING SERVICES,4298,0,1,Central Africa & Great Lakes Program,3982.808,0,320562.14,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,0,Democratic Republic of Congo,320562.14,1.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,Information not available,0,0,0.0,Closed,0,A021367002,CONSULTANT,4298,0,1,Central Africa & Great Lakes Program,14088.412,0,320562.14,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,0,Democratic Republic of Congo,320562.14,1.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1012369,0,0,0.0,Closed,0,A021367002,CONSULTING SERVICES,4298,0,1,Central Africa & Great Lakes Program,1991.404,0,320562.14,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,0,Democratic Republic of Congo,320562.14,1.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,Information not available,0,0,0.0,Closed,0,A021367002,CONSULTANT,4298,0,1,Central Africa & Great Lakes Program,7044.206,0,320562.14,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,0,Democratic Republic of Congo,320562.14,1.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1012369,0,0,0.0,Closed,0,A021367002,CONSULTING SERVICES,4298,0,1,Central Africa & Great Lakes Program,1991.404,0,320562.14,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,0,Democratic Republic of Congo,320562.14,1.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,Information not available,0,0,0.0,Closed,0,A021367002,CONSULTANT,4298,0,1,Central Africa & Great Lakes Program,7044.206,0,320562.14,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,0,Democratic Republic of Congo,320562.14,1.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1012369,0,0,0.0,Closed,0,A021367002,CONSULTING SERVICES,4298,0,1,Central Africa & Great Lakes Program,1991.404,0,320562.14,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,0,Democratic Republic of Congo,320562.14,1.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,Information not available,0,0,0.0,Closed,0,A021367002,CONSULTANT,4298,0,1,Central Africa & Great Lakes Program,7044.206,0,320562.14,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,0,Democratic Republic of Congo,320562.14,1.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,10050,0,0,0.0,Closed,0,A021397004,FEDERAL,4434,0,3,Caricom - Adm,9182.535,0,1735857.03,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,1,Caribbean Region,1735857.03,1.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,10050,0,0,0.0,Closed,0,A021397004,FEDERAL,4434,0,3,Caricom - Adm,9182.535,0,1735857.03,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,1,Caribbean Region,1735857.03,1.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,10050,0,0,0.0,Closed,0,A021397004,FEDERAL,4434,0,3,Caricom - Adm,9182.535,0,1735857.03,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,1,Caribbean Region,1735857.03,1.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,10050,0,0,0.0,Closed,0,A021397004,FEDERAL,4434,0,3,Caricom - Adm,9182.535,0,1735857.03,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,1,Caribbean Region,1735857.03,1.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,10050,0,0,0.0,Closed,0,A021397004,FEDERAL,4434,0,3,Caricom - Adm,9182.535,0,1735857.03,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,1,Caribbean Region,1735857.03,1.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,10050,0,0,0.0,Closed,0,A021397004,FEDERAL,4434,0,3,Caricom - Adm,9182.535,0,1735857.03,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,1,Caribbean Region,1735857.03,1.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,10050,0,0,0.0,Closed,0,A021397004,FEDERAL,4434,0,3,Caricom - Adm,9182.535,0,1735857.03,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,1,Caribbean Region,1735857.03,1.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,10050,0,0,0.0,Closed,0,A021397004,FEDERAL,4434,0,3,Caricom - Adm,9182.535,0,1735857.03,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,1,Caribbean Region,1735857.03,1.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,10050,0,0,0.0,Closed,0,A021397004,FEDERAL,4434,0,3,Caricom - Adm,9182.535,0,1735857.03,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,1,Caribbean Region,1735857.03,1.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,10050,0,0,0.0,Closed,0,A021397004,FEDERAL,4434,0,3,Caricom - Adm,9182.535,0,1735857.03,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,1,Caribbean Region,1735857.03,1.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,10050,0,0,0.0,Closed,0,A021397004,FEDERAL,4434,0,3,Caricom - Adm,9182.535,0,1735857.03,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,1,Caribbean Region,1735857.03,1.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,10050,0,0,0.0,Closed,0,A021397004,FEDERAL,4434,0,3,Caricom - Adm,9182.535,0,1735857.03,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,1,Caribbean Region,1735857.03,1.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,10050,0,0,0.0,Closed,0,A021397004,FEDERAL,4434,0,3,Caricom - Adm,9182.535,0,1735857.03,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,1,Caribbean Region,1735857.03,1.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,10050,0,0,0.0,Closed,0,A021397004,FEDERAL,4434,0,3,Caricom - Adm,9182.535,0,1735857.03,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,1,Caribbean Region,1735857.03,1.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,10050,0,0,0.0,Closed,0,A021397004,FEDERAL,4434,0,3,Caricom - Adm,9182.535,0,1735857.03,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,1,Caribbean Region,1735857.03,1.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,10050,0,0,0.0,Closed,0,A021397004,FEDERAL,4434,0,3,Caricom - Adm,9182.535,0,1735857.03,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,1,Caribbean Region,1735857.03,1.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0
