assays_Des,assays_ASCETY,assays_CONFSCO,assays_CHI,assays_CURB,assays_SASI,assays_CI,assays_ASTY,assays_RELTY,assays_SI,assays_ASSI,assays_TISI,assays_ASSOR,assays_ASSTET,assays_ASSSTR,assays_T,assays_VARII,assays_DOI,assays_ASSTAI,assays_ASSCATE,assays_ASSTIS,assays_BFOR,assays_ASSUBCELFR
In vivo biodistribution in rats after an intravenous injection at 2 min was determined in liver; Expressed as percent dose/organ,,1,CHEMBL627031,Intermediate,,,A,N,1,7662,2107.0,Rattus norvegicus,,,50597,,10130,10116.0,,Liver,BAO_0000218,
In vivo biodistribution in rats after an intravenous injection at 2 min was determined in lung; Expressed as percent dose/organ,,1,CHEMBL627032,Intermediate,,,A,N,1,7663,2048.0,Rattus norvegicus,,,50597,,10130,10116.0,,Lung,BAO_0000218,
In vivo biodistribution in rats after an intravenous injection at 2 min was determined in muscle; Expressed as percent dose/organ,,1,CHEMBL627033,Intermediate,,,A,N,1,7664,2385.0,Rattus norvegicus,,,50597,,10130,10116.0,,Muscle tissue,BAO_0000218,
In vivo biodistribution in rats after an intravenous injection at 2 min was determined in skin; Expressed as percent dose/organ,,1,CHEMBL627034,Intermediate,,,A,N,1,7665,,Rattus norvegicus,,,50597,,10130,10116.0,,,BAO_0000218,
In vivo biodistribution in rats after an intravenous injection at 2 min was determined in spleen; Expressed as percent dose/organ,,1,CHEMBL627035,Intermediate,,,A,N,1,7666,2106.0,Rattus norvegicus,,,50597,,10130,10116.0,,Spleen,BAO_0000218,
In vivo biodistribution in rats after an intravenous injection at 2 min was determined in thyroid; Expressed as percent dose/organ,,1,CHEMBL627036,Intermediate,,,A,N,1,7667,2046.0,Rattus norvegicus,,,50597,,10130,10116.0,,Thyroid gland,BAO_0000218,
In vivo biodistribution in rats after an intravenous injection at 60 min was determined in blood; Expressed as percent dose/organ,,1,CHEMBL875340,Intermediate,,,A,N,1,7668,178.0,Rattus norvegicus,,,50597,,10130,10116.0,,Blood,BAO_0000218,
In vivo biodistribution in rats after an intravenous injection at 60 min was determined in heart; Expressed as percent dose/organ,,1,CHEMBL627037,Intermediate,,,A,N,1,7669,948.0,Rattus norvegicus,,,50597,,10130,10116.0,,Heart,BAO_0000218,
In vivo biodistribution in rats after an intravenous injection at 60 min was determined in kidney; Expressed as percent dose/organ,,1,CHEMBL627038,Intermediate,,,A,N,1,7670,2113.0,Rattus norvegicus,,,50597,,10130,10116.0,,Kidney,BAO_0000218,
In vivo biodistribution in rats after an intravenous injection at 60 min was determined in liver; Expressed as percent dose/organ,,1,CHEMBL627039,Intermediate,,,A,N,1,7671,2107.0,Rattus norvegicus,,,50597,,10130,10116.0,,Liver,BAO_0000218,
In vivo biodistribution in rats after an intravenous injection at 60 min was determined in muscle; Expressed as percent dose/organ,,1,CHEMBL627040,Intermediate,,,A,N,1,7672,2385.0,Rattus norvegicus,,,50597,,10130,10116.0,,Muscle tissue,BAO_0000218,
In vivo biodistribution in rats after an intravenous injection at 60 min was determined in spleen; Expressed as percent dose/organ,,1,CHEMBL624663,Intermediate,,,A,N,1,7673,2106.0,Rattus norvegicus,,,50597,,10130,10116.0,,Spleen,BAO_0000218,
In vivo biodistribution in rats after an intravenous injection at 60 min was determined in thyroid; Expressed as percent dose/organ,,1,CHEMBL625963,Intermediate,,,A,N,1,7674,2046.0,Rattus norvegicus,,,50597,,10130,10116.0,,Thyroid gland,BAO_0000218,
In vivo biodistribution in rats after an intravenous injection at 60 min was determined in brain; Expressed as percent dose/organ,,1,CHEMBL876799,Intermediate,,,A,N,1,7675,955.0,Rattus norvegicus,,,50597,,10130,10116.0,,Brain,BAO_0000218,
In vivo biodistribution in rats after an intravenous injection at 60 min was determined in lung; Expressed as percent dose/organ,,1,CHEMBL626133,Intermediate,,,A,N,1,7676,2048.0,Rattus norvegicus,,,50597,,10130,10116.0,,Lung,BAO_0000218,
In vivo biodistribution in rats after an intravenous injection at 60 min was determined in skin; Expressed as percent dose/organ,,1,CHEMBL626134,Intermediate,,,A,N,1,7677,,Rattus norvegicus,,,50597,,10130,10116.0,,,BAO_0000218,
In vivo concentration in rat liver exposure 8 hour after oral administration 50 mg/kg,,1,CHEMBL626135,Intermediate,,,A,N,1,7678,,Rattus norvegicus,,,50597,,6295,10116.0,,,BAO_0000218,
In vivo concentration in rat liver exposure 8 hour after oral administration 50 mg/kg,,1,CHEMBL626136,Intermediate,,,A,N,1,7679,,Rattus norvegicus,,,50597,,6296,10116.0,,,BAO_0000218,
In vivo concentration in rat liver exposure 8 hour after oral administration 50 mg/kg; Below detection limit,,1,CHEMBL626137,Intermediate,,,A,N,1,7680,,Rattus norvegicus,,,50597,,6296,10116.0,,,BAO_0000218,
In vivo concentration in rat plasma exposure at 8 hour after oral administration 50 mg/kg,,1,CHEMBL626138,Intermediate,,,A,N,1,7681,,Rattus norvegicus,,,50597,,6295,10116.0,,,BAO_0000218,
In vivo concentration in rat plasma exposure at 8 hour after oral administration 50 mg/kg,,1,CHEMBL626139,Intermediate,,,A,N,1,7682,,Rattus norvegicus,,,50597,,6296,10116.0,,,BAO_0000218,
C max at a dose of 10 mg/Kg administered intravenously in female hanover-wistar rat,,1,CHEMBL626140,Intermediate,,,A,N,1,7683,,Rattus norvegicus,In vivo,,50597,,17260,10116.0,,,BAO_0000218,
C max at a dose of 10 mg/Kg administered perorally in female hanover-wistar rat,,1,CHEMBL626141,Intermediate,,,A,N,1,7684,,Rattus norvegicus,In vivo,,50597,,17260,10116.0,,,BAO_0000218,
C24h in rat p.o. at 20 mg/kg concentration,,1,CHEMBL626142,Intermediate,,,A,N,1,7685,,Rattus norvegicus,,,50597,,17686,10116.0,,,BAO_0000218,
Biodistribution in normal rat muscle in the presence of 0.005 M Gd/0.01 M lig at 2 hr,,1,CHEMBL627930,Intermediate,,,A,N,1,7686,2385.0,Rattus norvegicus,In vivo,,50597,,9866,10116.0,,Muscle tissue,BAO_0000218,
Biodistribution in normal rat muscle in the presence of 0.01 M Gd/0.05 M lig,,1,CHEMBL627931,Intermediate,,,A,N,1,7687,2385.0,Rattus norvegicus,In vivo,,50597,,9866,10116.0,,Muscle tissue,BAO_0000218,
Biodistribution in normal rat muscle in the presence of NAC Gd 0.01 M lig at 2 hr,,1,CHEMBL627932,Intermediate,,,A,N,1,7688,2385.0,Rattus norvegicus,In vivo,,50597,,9866,10116.0,,Muscle tissue,BAO_0000218,
Biodistribution in normal rat spleen in the presence of 0.005 M Gd/0.01 M lig at 2 hr,,1,CHEMBL627933,Intermediate,,,A,N,1,7689,2106.0,Rattus norvegicus,In vivo,,50597,,9866,10116.0,,Spleen,BAO_0000218,
Biodistribution in normal rat spleen in the presence of 0.01 M Gd/0.05 M lig,,1,CHEMBL627934,Intermediate,,,A,N,1,7690,2106.0,Rattus norvegicus,In vivo,,50597,,9866,10116.0,,Spleen,BAO_0000218,
Biodistribution in normal rat spleen in the presence of NAC Gd 0.01 M lig at 2 hr,,1,CHEMBL627935,Intermediate,,,A,N,1,7691,2106.0,Rattus norvegicus,In vivo,,50597,,9866,10116.0,,Spleen,BAO_0000218,
Biodistribution in rat blood in the presence of 0.001 M/0.008 M GdDTPA-AEP,,1,CHEMBL627936,Intermediate,,,A,N,1,7692,178.0,Rattus norvegicus,In vivo,,50597,,9866,10116.0,,Blood,BAO_0000218,
Biodistribution in rat blood in the presence of 0.01 M GdDTPA-BDP,,1,CHEMBL627937,Intermediate,,,A,N,1,7693,178.0,Rattus norvegicus,In vivo,,50597,,9866,10116.0,,Blood,BAO_0000218,
Biodistribution in rat blood in the presence of 0.01 M/0.01 M GdDTPA-AEP,,1,CHEMBL627938,Intermediate,,,A,N,1,7694,178.0,Rattus norvegicus,In vivo,,50597,,9866,10116.0,,Blood,BAO_0000218,
Biodistribution in rat blood in the presence of 0.05 M Gd/0.15 M lig,,1,CHEMBL627939,Intermediate,,,A,N,1,7695,178.0,Rattus norvegicus,In vivo,,50597,,9866,10116.0,,Blood,BAO_0000218,
Biodistribution in rat blood in the presence of 0.05 M GdDTPA-BDP,,1,CHEMBL627940,Intermediate,,,A,N,1,7696,178.0,Rattus norvegicus,In vivo,,50597,,9866,10116.0,,Blood,BAO_0000218,
Biodistribution in rat blood in the presence of 0.05 M/0.05 M GdDTPA-AEP,,1,CHEMBL627941,Intermediate,,,A,N,1,7697,178.0,Rattus norvegicus,In vivo,,50597,,9866,10116.0,,Blood,BAO_0000218,
Biodistribution in rat blood in the presence of 0.05 M/0.08 M GdDTPA-HPDP,,1,CHEMBL876800,Intermediate,,,A,N,1,7698,178.0,Rattus norvegicus,In vivo,,50597,,9866,10116.0,,Blood,BAO_0000218,
Biodistribution in rat blood in the presence of 0.10 M GdDTPA-BDP,,1,CHEMBL627942,Intermediate,,,A,N,1,7699,178.0,Rattus norvegicus,In vivo,,50597,,9866,10116.0,,Blood,BAO_0000218,
Biodistribution in rat blood in the presence of 0.10 M/0.11 M GdDTPA-AEP,,1,CHEMBL627943,Intermediate,,,A,N,1,7700,178.0,Rattus norvegicus,In vivo,,50597,,9866,10116.0,,Blood,BAO_0000218,
Biodistribution in rat blood in the presence of 50 Gd/kg at 15 min,,1,CHEMBL627944,Intermediate,,,A,N,1,7701,178.0,Rattus norvegicus,In vivo,,50597,,9866,10116.0,,Blood,BAO_0000218,
Biodistribution in rat blood in the presence of 50 Gd/kg at 2 hr,,1,CHEMBL627945,Intermediate,,,A,N,1,7702,178.0,Rattus norvegicus,In vivo,,50597,,9866,10116.0,,Blood,BAO_0000218,
Biodistribution in rat blood in the presence of 50 Gd/kg at 6 hr,,1,CHEMBL628584,Intermediate,,,A,N,1,7703,178.0,Rattus norvegicus,In vivo,,50597,,9866,10116.0,,Blood,BAO_0000218,
Biodistribution in rat blood in the presence of GdDTPA at 15 min,,1,CHEMBL628585,Intermediate,,,A,N,1,7704,178.0,Rattus norvegicus,In vivo,,50597,,9866,10116.0,,Blood,BAO_0000218,
Biodistribution in rat blood in the presence of GdDTPA at 1 hr,,1,CHEMBL628586,Intermediate,,,A,N,1,7705,178.0,Rattus norvegicus,In vivo,,50597,,9866,10116.0,,Blood,BAO_0000218,
Biodistribution in rat blood in the presence of GdDTPA at 30 min,,1,CHEMBL628587,Intermediate,,,A,N,1,7706,178.0,Rattus norvegicus,In vivo,,50597,,9866,10116.0,,Blood,BAO_0000218,
Biodistribution in rat blood in the presence of GdDTPA at 4 hr,,1,CHEMBL628588,Intermediate,,,A,N,1,7707,178.0,Rattus norvegicus,In vivo,,50597,,9866,10116.0,,Blood,BAO_0000218,
Biodistribution in rat blood in the presence of GdDTPA-BDP at 15 min,,1,CHEMBL628589,Intermediate,,,A,N,1,7708,178.0,Rattus norvegicus,In vivo,,50597,,9866,10116.0,,Blood,BAO_0000218,
Biodistribution in rat blood in the presence of GdDTPA-BDP at 30 min,,1,CHEMBL625304,Intermediate,,,A,N,1,7709,178.0,Rattus norvegicus,In vivo,,50597,,9866,10116.0,,Blood,BAO_0000218,
Biodistribution in rat blood in the presence of GdDTPA-BDP at 4 hr,,1,CHEMBL625305,Intermediate,,,A,N,1,7710,178.0,Rattus norvegicus,In vivo,,50597,,9866,10116.0,,Blood,BAO_0000218,
Biodistribution in rat blood in the presence of GdDTPA-BDPat 1 hr,,1,CHEMBL625306,Intermediate,,,A,N,1,7711,178.0,Rattus norvegicus,In vivo,,50597,,9866,10116.0,,Blood,BAO_0000218,
Biodistribution in rat blood in the presence of GdDTPA-HPDP at 15 min,,1,CHEMBL625307,Intermediate,,,A,N,1,7712,178.0,Rattus norvegicus,In vivo,,50597,,9866,10116.0,,Blood,BAO_0000218,
Biodistribution in rat blood in the presence of GdDTPA-HPDP at 30 min,,1,CHEMBL625308,Intermediate,,,A,N,1,7713,178.0,Rattus norvegicus,In vivo,,50597,,9866,10116.0,,Blood,BAO_0000218,
Biodistribution in rat blood in the presence of GdDTPA-HPDP at 4 hr,,1,CHEMBL627740,Intermediate,,,A,N,1,7714,178.0,Rattus norvegicus,In vivo,,50597,,9866,10116.0,,Blood,BAO_0000218,
Biodistribution in rat blood in the presence of GdDTPA-HPDPat 1 hr,,1,CHEMBL627741,Intermediate,,,A,N,1,7715,178.0,Rattus norvegicus,In vivo,,50597,,9866,10116.0,,Blood,BAO_0000218,
Biodistribution in rat blood in the presence of NAC Gd/0.01 M GdDTPA-HPDP,,1,CHEMBL627742,Intermediate,,,A,N,1,7716,178.0,Rattus norvegicus,In vivo,,50597,,9866,10116.0,,Blood,BAO_0000218,
Biodistribution in rat blood in the presence of NCA Gd/0.01 M lip,,1,CHEMBL627743,Intermediate,,,A,N,1,7717,178.0,Rattus norvegicus,In vivo,,50597,,9866,10116.0,,Blood,BAO_0000218,
Biodistribution in rat blood in the presence of NCAGd/0.01 M lig,,1,CHEMBL627744,Intermediate,,,A,N,1,7718,178.0,Rattus norvegicus,In vivo,,50597,,9866,10116.0,,Blood,BAO_0000218,
Biodistribution in rat bone in the presence of 0.01 M GdDTPA-BDP,,1,CHEMBL627745,Intermediate,,,A,N,1,7719,10000001.0,Rattus norvegicus,In vivo,,50597,,9866,10116.0,,Bone,BAO_0000218,
Biodistribution in rat bone in the presence of 0.01 M/0.01 M GdDTPA-AEP,,1,CHEMBL627746,Intermediate,,,A,N,1,7720,10000001.0,Rattus norvegicus,In vivo,,50597,,9866,10116.0,,Bone,BAO_0000218,
Biodistribution in rat bone in the presence of 0.01 M/0.08 M GdDTPA-AEP,,1,CHEMBL627747,Intermediate,,,A,N,1,7721,10000001.0,Rattus norvegicus,In vivo,,50597,,9866,10116.0,,Bone,BAO_0000218,
Biodistribution in rat bone in the presence of 0.05 M Gd/0.15 M lig,,1,CHEMBL876810,Intermediate,,,A,N,1,7722,10000001.0,Rattus norvegicus,In vivo,,50597,,9866,10116.0,,Bone,BAO_0000218,
Biodistribution in rat bone in the presence of 0.05 M GdDTPA-BDP,,1,CHEMBL627748,Intermediate,,,A,N,1,7723,10000001.0,Rattus norvegicus,In vivo,,50597,,9866,10116.0,,Bone,BAO_0000218,
Biodistribution in rat bone in the presence of 0.05 M/0.05 M GdDTPA-AEP,,1,CHEMBL627749,Intermediate,,,A,N,1,7724,10000001.0,Rattus norvegicus,In vivo,,50597,,9866,10116.0,,Bone,BAO_0000218,
Biodistribution in rat bone in the presence of 0.05 M/0.08 M GdDTPA-HPDP,,1,CHEMBL627750,Intermediate,,,A,N,1,7725,10000001.0,Rattus norvegicus,In vivo,,50597,,9866,10116.0,,Bone,BAO_0000218,
Biodistribution in rat bone in the presence of 0.10 M GdDTPA-BDP,,1,CHEMBL618728,Intermediate,,,A,N,1,7726,10000001.0,Rattus norvegicus,In vivo,,50597,,9866,10116.0,,Bone,BAO_0000218,
Biodistribution in rat bone in the presence of 0.10 M/0.11 M GdDTPA-AEP,,1,CHEMBL618729,Intermediate,,,A,N,1,7727,10000001.0,Rattus norvegicus,In vivo,,50597,,9866,10116.0,,Bone,BAO_0000218,
Biodistribution in rat bone in the presence of GdDTPA at 15 min,,1,CHEMBL618730,Intermediate,,,A,N,1,7728,10000001.0,Rattus norvegicus,In vivo,,50597,,9866,10116.0,,Bone,BAO_0000218,
Biodistribution in rat bone in the presence of GdDTPA at 1 hr,,1,CHEMBL618731,Intermediate,,,A,N,1,7729,10000001.0,Rattus norvegicus,In vivo,,50597,,9866,10116.0,,Bone,BAO_0000218,
Biodistribution in rat bone in the presence of GdDTPA at 30 min,,1,CHEMBL618732,Intermediate,,,A,N,1,7730,10000001.0,Rattus norvegicus,In vivo,,50597,,9866,10116.0,,Bone,BAO_0000218,
Biodistribution in rat bone in the presence of GdDTPA at 4 hr,,1,CHEMBL618733,Intermediate,,,A,N,1,7731,10000001.0,Rattus norvegicus,In vivo,,50597,,9866,10116.0,,Bone,BAO_0000218,
Biodistribution in rat bone in the presence of GdDTPA-BDP at 15 min,,1,CHEMBL618734,Intermediate,,,A,N,1,7732,10000001.0,Rattus norvegicus,In vivo,,50597,,9866,10116.0,,Bone,BAO_0000218,
Biodistribution in rat bone in the presence of GdDTPA-BDP at 1 hr,,1,CHEMBL618735,Intermediate,,,A,N,1,7733,10000001.0,Rattus norvegicus,In vivo,,50597,,9866,10116.0,,Bone,BAO_0000218,
Biodistribution in rat bone in the presence of GdDTPA-BDP at 30 min,,1,CHEMBL876602,Intermediate,,,A,N,1,7734,10000001.0,Rattus norvegicus,In vivo,,50597,,9866,10116.0,,Bone,BAO_0000218,
Biodistribution in rat bone in the presence of GdDTPA-BDP at 4 hr,,1,CHEMBL618736,Intermediate,,,A,N,1,7735,10000001.0,Rattus norvegicus,In vivo,,50597,,9866,10116.0,,Bone,BAO_0000218,
Biodistribution in rat bone in the presence of GdDTPA-HPDP at 15 min,,1,CHEMBL618737,Intermediate,,,A,N,1,7736,10000001.0,Rattus norvegicus,In vivo,,50597,,9866,10116.0,,Bone,BAO_0000218,
Biodistribution in rat bone in the presence of GdDTPA-HPDP at 1 hr,,1,CHEMBL618738,Intermediate,,,A,N,1,7737,10000001.0,Rattus norvegicus,In vivo,,50597,,9866,10116.0,,Bone,BAO_0000218,
Biodistribution in rat bone in the presence of GdDTPA-HPDP at 30 min,,1,CHEMBL618739,Intermediate,,,A,N,1,7738,10000001.0,Rattus norvegicus,In vivo,,50597,,9866,10116.0,,Bone,BAO_0000218,
Biodistribution in rat bone in the presence of GdDTPA-HPDP at 4 hr,,1,CHEMBL618740,Intermediate,,,A,N,1,7739,10000001.0,Rattus norvegicus,In vivo,,50597,,9866,10116.0,,Bone,BAO_0000218,
Biodistribution in rat bone in the presence of NAC Gd/0.01 M GdDTPA-HPDP,,1,CHEMBL618741,Intermediate,,,A,N,1,7740,10000001.0,Rattus norvegicus,In vivo,,50597,,9866,10116.0,,Bone,BAO_0000218,
Biodistribution in rat bone in the presence of NCA Gd/0.01 M lip,,1,CHEMBL618742,Intermediate,,,A,N,1,7741,10000001.0,Rattus norvegicus,In vivo,,50597,,9866,10116.0,,Bone,BAO_0000218,
Biodistribution in rat bone in the presence of NCAGd/0.01 M lig,,1,CHEMBL618743,Intermediate,,,A,N,1,7742,10000001.0,Rattus norvegicus,In vivo,,50597,,9866,10116.0,,Bone,BAO_0000218,
Half-life from rat plasma at a single oral dose of 25 mg/kg,,1,CHEMBL618744,Intermediate,,,A,N,1,7743,1969.0,Rattus norvegicus,In vivo,,50597,,17752,10116.0,,Plasma,BAO_0000218,
Half-life in male rat,,1,CHEMBL618745,Intermediate,,,A,N,1,7744,,Rattus norvegicus,,,50597,,5610,10116.0,,,BAO_0000218,
Half-life in rat after peroral administration at 10 mg/kg concentration,,1,CHEMBL620479,Intermediate,,,A,N,1,7745,,Rattus norvegicus,In vivo,,50597,,5939,10116.0,,,BAO_0000218,
Half-life in rat after peroral administration at 5 mg/kg concentration,,1,CHEMBL620480,Intermediate,,,A,N,1,7746,,Rattus norvegicus,In vivo,,50597,,5939,10116.0,,,BAO_0000218,
Half-life in rat at a dose of 3 mg/kg,,1,CHEMBL620481,Intermediate,,,A,N,1,7747,,Rattus norvegicus,In vivo,,50597,,17771,10116.0,,,BAO_0000218,
Half-life was evaluated in rats,,1,CHEMBL620482,Intermediate,,,A,N,1,7748,,Rattus norvegicus,,,50597,,1974,10116.0,,,BAO_0000218,
Half-life was measured in rat,,1,CHEMBL876603,Intermediate,,,A,N,1,7749,,Rattus norvegicus,,,50597,,4239,10116.0,,,BAO_0000218,
Half-life period for the compound was determined in rats at 50 mg/kg dose,,1,CHEMBL620483,Intermediate,,,A,N,1,7750,,Rattus norvegicus,In vivo,,50597,,6681,10116.0,,,BAO_0000218,
Half-life period in rats after intravenous administration at 5 mg/kg,,1,CHEMBL620484,Intermediate,,,A,N,1,7751,,Rattus norvegicus,In vivo,,50597,,17752,10116.0,,,BAO_0000218,
Half-life period in rat at 10 mg/kg,,1,CHEMBL620485,Intermediate,,,A,N,1,7752,,Rattus norvegicus,In vivo,,50597,,6046,10116.0,,,BAO_0000218,
"Half-life period was determined in rats at 10 mg/kg, p.o. dose",,1,CHEMBL620486,Intermediate,,,A,N,1,7753,,Rattus norvegicus,In vivo,,50597,,6685,10116.0,,,BAO_0000218,
"Half-life period was determined in rats at 20 mg/kg, i.p. dose",,1,CHEMBL620487,Intermediate,,,A,N,1,7754,,Rattus norvegicus,In vivo,,50597,,6685,10116.0,,,BAO_0000218,
"Half-life period was determined in rats at 2 mg/kg, i.v. dose",,1,CHEMBL620488,Intermediate,,,A,N,1,7755,,Rattus norvegicus,In vivo,,50597,,6685,10116.0,,,BAO_0000218,
Half-life time in rat the dose of 2 mg/kg,,1,CHEMBL620489,Intermediate,,,A,N,1,7756,,Rattus norvegicus,In vivo,,50597,,4727,10116.0,,,BAO_0000218,
Half-life was estimated from the elimination phase of the oral [C] vs time curves in 4 rats,,1,CHEMBL620490,Intermediate,,,A,N,1,7757,,Rattus norvegicus,In vivo,,50597,,1088,10116.0,,,BAO_0000218,
In vivo activity against Staphylococcus aureus when administered orally for 1 hr in rat at a dose of 15 mg/kg,,1,CHEMBL620491,Intermediate,,,A,N,1,7758,,Rattus norvegicus,In vivo,,50597,,5610,10116.0,,,BAO_0000218,
"In vivo half life of compound in rat plasma after a oral dose of 10 mg/kg (in water, N=4)",,1,CHEMBL876604,Intermediate,,,A,N,1,7759,1969.0,Rattus norvegicus,In vivo,,50597,,3032,10116.0,,Plasma,BAO_0000218,
Oral half life was determined,,1,CHEMBL620492,Intermediate,,,A,N,1,7760,,Rattus norvegicus,In vivo,,50597,,5199,10116.0,,,BAO_0000218,
"Pharmacokinetic Parameter, half life period measured in Female Wistar Rats at 100 mg/kg by po administration",,1,CHEMBL620493,Intermediate,,,A,N,1,7761,,Rattus norvegicus,In vivo,,50597,,14941,10116.0,,,BAO_0000218,
Pharmacokinetic property (t1/2) in rat,,1,CHEMBL620494,Intermediate,,,A,N,1,7762,,Rattus norvegicus,In vivo,,50597,,4408,10116.0,,,BAO_0000218,
Plasma elimination half-life was determined,,1,CHEMBL620495,Intermediate,,,A,N,1,7763,1969.0,Rattus norvegicus,,,50597,,2552,10116.0,,Plasma,BAO_0000218,
