assays_ASI,assays_ASCA,assays_ASTIS,assays_VAI,assays_ASSOR,assays_CHI,assays_DI,assays_ASSTR,assays_Ti,assays_CURAB,assays_ASSTAI,assays_CONFISCO,assays_SRI,assays_SRASI,assays_CEI,assays_BAFOR,assays_TII
263,,,,Rattus norvegicus,CHEMBL615704,7662,,22226,Autocuration,10116.0,0,1,,,BAO_0000019,
264,,,,,CHEMBL615705,12211,,104698,Autocuration,,6,1,,,BAO_0000019,
265,,,,,CHEMBL615706,12211,,104698,Autocuration,,6,1,,,BAO_0000019,
266,,Ileum,,Cavia porcellus,CHEMBL615707,12211,,20033,Intermediate,10141.0,9,1,,,BAO_0000221,2116.0
267,,,,,CHEMBL615708,12211,,10623,Expert,,8,1,,,BAO_0000019,
268,,,,,CHEMBL615709,15453,,121,Autocuration,,8,1,,,BAO_0000357,
269,,,,Rattus norvegicus,CHEMBL615710,11884,,22226,Autocuration,10116.0,0,1,,,BAO_0000218,
270,,,,,CHEMBL615711,7185,,12688,Autocuration,,8,1,,,BAO_0000019,
271,,,,Homo sapiens,CHEMBL615712,6876,,121,Expert,9606.0,9,1,,,BAO_0000357,
272,,,,Homo sapiens,CHEMBL836325,6876,,121,Expert,9606.0,9,1,,,BAO_0000357,
273,,,,,CHEMBL615713,11863,,12198,Autocuration,,8,1,,,BAO_0000019,
274,,,,,CHEMBL615714,11863,,12198,Autocuration,,8,1,,,BAO_0000357,
275,,,,,CHEMBL615715,11863,,12198,Autocuration,,8,1,,,BAO_0000019,
276,,,,,CHEMBL615716,11863,,12198,Autocuration,,8,1,,,BAO_0000019,
277,,,,,CHEMBL615717,4639,,104714,Autocuration,,4,1,,,BAO_0000019,
278,,,,,CHEMBL881818,15796,,10577,Expert,,8,1,,,BAO_0000019,
279,,,,Bos taurus,CHEMBL884540,15796,,105,Expert,9913.0,8,1,,,BAO_0000357,
280,,,,Rattus norvegicus,CHEMBL615718,12801,,104744,Autocuration,10116.0,5,1,,,BAO_0000224,
281,,,,,CHEMBL615719,12801,,104744,Autocuration,,4,1,,,BAO_0000224,
282,,,,,CHEMBL615720,12120,,104744,Autocuration,,4,1,,,BAO_0000249,
283,,,,,CHEMBL615721,12120,,104744,Autocuration,,4,1,,,BAO_0000249,
284,,,,,CHEMBL615722,11963,,104744,Autocuration,,4,1,,,BAO_0000019,
285,,,,,CHEMBL615723,11701,,51,Autocuration,,8,1,,,BAO_0000019,
286,,Hippocampus,,,CHEMBL615724,9995,,51,Autocuration,,8,1,,,BAO_0000221,10000000.0
287,,Hippocampus,,,CHEMBL615725,9995,,51,Autocuration,,8,1,,,BAO_0000221,10000000.0
288,,Hippocampus,,,CHEMBL615726,9995,,51,Autocuration,,8,1,,,BAO_0000221,10000000.0
289,,,,,CHEMBL615727,16394,,10576,Autocuration,,8,1,,,BAO_0000218,
290,,,,Cavia porcellus,CHEMBL615728,11574,,105570,Intermediate,10141.0,9,1,,,BAO_0000019,
291,,,,,CHEMBL857971,15779,,279,Autocuration,,8,1,,449.0,BAO_0000219,
292,,,,,CHEMBL615729,15363,,107,Autocuration,,8,1,,,BAO_0000357,
293,,,,Rattus norvegicus,CHEMBL615730,15363,,12687,Expert,10116.0,9,1,,,BAO_0000019,
294,,,,,CHEMBL615731,15329,,12687,Expert,,8,1,,,BAO_0000019,
295,,,,,CHEMBL615732,15329,,12687,Expert,,8,1,,,BAO_0000019,
296,,,,,CHEMBL615733,15329,,12687,Expert,,8,1,,,BAO_0000019,
297,,,,,CHEMBL615734,15329,,12687,Expert,,8,1,,,BAO_0000019,
298,,,,,CHEMBL615735,15329,,12687,Autocuration,,8,1,,,BAO_0000019,
299,,,,,CHEMBL615736,15329,,12687,Expert,,8,1,,,BAO_0000019,
300,,Ileum,,Cavia porcellus,CHEMBL615737,273,,20033,Intermediate,10141.0,9,1,,,BAO_0000221,2116.0
301,,Ileum,,Cavia porcellus,CHEMBL615738,273,,20033,Intermediate,10141.0,9,1,,,BAO_0000221,2116.0
302,,Ileum,,Cavia porcellus,CHEMBL615739,273,,20033,Intermediate,10141.0,9,1,,,BAO_0000221,2116.0
303,,,,,CHEMBL615278,12092,,10623,Autocuration,,8,1,,,BAO_0000357,
304,,,,Rattus norvegicus,CHEMBL615279,1317,,10623,Expert,10116.0,9,1,,,BAO_0000019,
305,,,,,CHEMBL615280,12409,,168,Expert,,8,1,,,BAO_0000357,
306,,,,Gallus gallus,CHEMBL615281,11126,,22226,Autocuration,9031.0,0,1,,,BAO_0000019,
307,,,,Homo sapiens,CHEMBL615282,11126,,22226,Autocuration,9606.0,0,1,,,BAO_0000019,
308,,,,Homo sapiens,CHEMBL615283,11126,,22226,Autocuration,9606.0,0,1,,,BAO_0000019,
309,,,,Homo sapiens,CHEMBL615284,11126,,80156,Autocuration,9606.0,1,1,,649.0,BAO_0000219,
310,,,,Homo sapiens,CHEMBL615285,11126,,22226,Autocuration,9606.0,0,1,,,BAO_0000019,
311,,,,Homo sapiens,CHEMBL615286,11126,,22226,Autocuration,9606.0,0,1,,,BAO_0000019,
312,,,,Homo sapiens,CHEMBL615287,17807,,104703,Autocuration,9606.0,7,1,,,BAO_0000219,
313,,,,,CHEMBL615288,16575,,100256,Intermediate,,2,1,,,BAO_0000220,
314,,,,,CHEMBL615289,15407,,100256,Intermediate,,2,1,,,BAO_0000220,
315,,,,Homo sapiens,CHEMBL615290,10797,,81034,Intermediate,9606.0,1,1,,478.0,BAO_0000219,
316,,,,Homo sapiens,CHEMBL884522,10797,,81034,Intermediate,9606.0,1,1,,478.0,BAO_0000219,
317,,,,Homo sapiens,CHEMBL615291,3469,,22226,Autocuration,9606.0,0,1,,,BAO_0000019,
318,,,,,CHEMBL615292,16037,,22222,Intermediate,,3,1,,,BAO_0000225,
319,,,,,CHEMBL615293,16037,,22222,Intermediate,,3,1,,,BAO_0000225,
320,,,,,CHEMBL615294,16037,,22222,Intermediate,,3,1,,,BAO_0000225,
321,,,,,CHEMBL615295,16037,,22222,Intermediate,,3,1,,,BAO_0000225,
322,,,,Homo sapiens,CHEMBL825021,16524,,22226,Autocuration,9606.0,0,1,,,BAO_0000019,
323,,,,Homo sapiens,CHEMBL615296,16524,,22226,Autocuration,9606.0,0,1,,,BAO_0000019,
324,,,,Homo sapiens,CHEMBL615297,16524,,22226,Autocuration,9606.0,0,1,,,BAO_0000019,
325,,,,Cricetulus griseus,CHEMBL615298,16758,,22226,Autocuration,10029.0,0,1,,,BAO_0000019,
326,,,,Cricetulus griseus,CHEMBL615299,16758,,22226,Autocuration,10029.0,0,1,,,BAO_0000019,
327,,,,Cricetulus griseus,CHEMBL615300,16758,,22226,Autocuration,10029.0,0,1,,,BAO_0000019,
328,,,,,CHEMBL615301,14360,,241,Autocuration,,8,1,,,BAO_0000357,
329,,,,Homo sapiens,CHEMBL615302,14360,,241,Expert,9606.0,9,1,,,BAO_0000357,
330,,,,Rattus norvegicus,CHEMBL615303,9964,,22226,Autocuration,10116.0,0,1,,,BAO_0000019,
331,,,,,CHEMBL615304,9964,,12132,Autocuration,,8,1,,,BAO_0000019,
332,,,,,CHEMBL615305,9964,,12132,Autocuration,,8,1,,,BAO_0000019,
333,,,,,CHEMBL615306,9964,,12132,Autocuration,,8,1,,,BAO_0000218,
334,,,,,CHEMBL615307,9964,,12132,Autocuration,,8,1,,,BAO_0000218,
335,,,,,CHEMBL615308,9964,,12132,Autocuration,,8,1,,,BAO_0000218,
336,,,,,CHEMBL615309,9964,,12132,Autocuration,,8,1,,,BAO_0000218,
337,,,,,CHEMBL615310,9964,,22226,Autocuration,,0,1,,,BAO_0000019,
338,,,,,CHEMBL615311,9964,,12132,Autocuration,,8,1,,,BAO_0000019,
339,,,,Homo sapiens,CHEMBL615312,9964,,22226,Autocuration,9606.0,0,1,,,BAO_0000019,
340,,,,,CHEMBL615313,9964,,12132,Autocuration,,8,1,,,BAO_0000019,
341,,,,,CHEMBL615314,9964,,12132,Autocuration,,8,1,,,BAO_0000019,
342,,,,,CHEMBL615315,9964,,12132,Autocuration,,8,1,,,BAO_0000019,
343,,,,Rattus norvegicus,CHEMBL615316,9964,,22226,Autocuration,10116.0,0,1,,,BAO_0000218,
344,,,,,CHEMBL615317,9964,,12132,Autocuration,,8,1,,,BAO_0000218,
345,,,,,CHEMBL615318,9964,,12132,Autocuration,,8,1,,,BAO_0000218,
346,,,,Rattus norvegicus,CHEMBL615319,9964,,22226,Autocuration,10116.0,0,1,,,BAO_0000218,
347,,,,,CHEMBL615320,9964,,12132,Autocuration,,8,1,,,BAO_0000019,
348,,,,,CHEMBL615321,9964,,12132,Autocuration,,8,1,,,BAO_0000019,
349,,,,Rattus norvegicus,CHEMBL615322,3796,,22226,Autocuration,10116.0,0,1,,,BAO_0000019,
350,,,,Escherichia coli,CHEMBL615323,4251,,19690,Autocuration,562.0,8,1,,,BAO_0000357,
351,,,,Escherichia coli,CHEMBL615407,4251,,19690,Autocuration,562.0,8,1,,,BAO_0000357,
352,,,,Escherichia coli,CHEMBL857267,4251,,19690,Autocuration,562.0,8,1,,,BAO_0000357,
353,,,,Escherichia coli,CHEMBL615408,4251,,19690,Autocuration,562.0,8,1,,,BAO_0000357,
354,,,,,CHEMBL615409,166,,19690,Autocuration,,8,1,,,BAO_0000357,
355,,,,,CHEMBL615410,17861,,19690,Autocuration,,8,1,,,BAO_0000357,
356,,,,,CHEMBL615411,166,,19690,Autocuration,,8,1,,,BAO_0000357,
357,,,,,CHEMBL615412,166,,19690,Autocuration,,8,1,,,BAO_0000357,
358,,,,,CHEMBL615413,166,,19690,Autocuration,,8,1,,,BAO_0000357,
359,,,,,CHEMBL615414,3548,,22226,Autocuration,,0,1,,,BAO_0000019,
360,,Liver,,Rattus norvegicus,CHEMBL615415,9877,,12236,Autocuration,10116.0,9,1,,,BAO_0000251,2107.0
361,,Liver,,Rattus norvegicus,CHEMBL615416,9877,,12236,Autocuration,10116.0,9,1,,,BAO_0000251,2107.0
362,,Liver,,Rattus norvegicus,CHEMBL615417,9877,,12236,Autocuration,10116.0,9,1,,,BAO_0000251,2107.0
363,,Liver,,Rattus norvegicus,CHEMBL615418,9877,,12236,Autocuration,10116.0,9,1,,,BAO_0000251,2107.0
364,,Liver,,Rattus norvegicus,CHEMBL615419,9877,,12236,Autocuration,10116.0,9,1,,,BAO_0000251,2107.0
365,,Liver,,Rattus norvegicus,CHEMBL615420,9877,,12236,Autocuration,10116.0,9,1,,,BAO_0000251,2107.0
366,,Liver,,Rattus norvegicus,CHEMBL615421,9877,,12236,Autocuration,10116.0,9,1,,,BAO_0000251,2107.0
367,,Liver,,Rattus norvegicus,CHEMBL615422,9877,,12236,Autocuration,10116.0,9,1,,,BAO_0000251,2107.0
368,,Liver,,Rattus norvegicus,CHEMBL615423,9877,,12236,Autocuration,10116.0,9,1,,,BAO_0000251,2107.0
369,,Liver,,Rattus norvegicus,CHEMBL872868,9877,,12236,Autocuration,10116.0,9,1,,,BAO_0000251,2107.0
370,,Liver,,Rattus norvegicus,CHEMBL615424,9877,,12236,Autocuration,10116.0,9,1,,,BAO_0000251,2107.0
371,,,,,CHEMBL825022,3003,,104832,Autocuration,,4,1,,,BAO_0000224,
372,,,,,CHEMBL615425,3003,,104832,Autocuration,,4,1,,,BAO_0000224,
373,,,,,CHEMBL615426,3003,,104832,Autocuration,,4,1,,,BAO_0000224,
374,,,,Homo sapiens,CHEMBL615427,17185,,10612,Expert,9606.0,9,1,,,BAO_0000357,
375,,,,Homo sapiens,CHEMBL615428,6072,,80616,Intermediate,9606.0,1,1,,844.0,BAO_0000219,
376,,,,Homo sapiens,CHEMBL615429,6072,,80616,Intermediate,9606.0,1,1,,844.0,BAO_0000219,
377,,,,Mus musculus,CHEMBL615430,5018,,80617,Intermediate,10090.0,1,1,,700.0,BAO_0000219,
378,,,,Homo sapiens,CHEMBL615431,2852,,22226,Intermediate,9606.0,0,1,,,BAO_0000019,
379,,,,,CHEMBL615432,8663,,22226,Autocuration,,0,1,,798.0,BAO_0000218,
380,,,,,CHEMBL615433,8663,,22226,Autocuration,,0,1,,798.0,BAO_0000218,
381,,,,Human rhinovirus 14,CHEMBL615434,3245,,12464,Expert,12131.0,9,1,,,BAO_0000019,
382,,,,Human rhinovirus sp.,CHEMBL615435,3245,,50085,Intermediate,169066.0,1,1,,,BAO_0000218,
383,,,,human rhinovirus type 14,CHEMBL615436,3877,,50679,Intermediate,169066.0,1,1,,,BAO_0000218,
384,,,,human rhinovirus type 14,CHEMBL615437,3877,,50679,Intermediate,169066.0,1,1,,,BAO_0000218,
385,,,,Human rhinovirus 14,CHEMBL615438,5861,,12464,Expert,12131.0,9,1,,,BAO_0000019,
386,,,,Human rhinovirus 14,CHEMBL615439,5861,,12464,Expert,12131.0,9,1,,,BAO_0000019,
387,,,,Human rhinovirus 14,CHEMBL615440,5861,,12464,Expert,12131.0,9,1,,,BAO_0000019,
388,,,,Human rhinovirus 14,CHEMBL615441,5861,,12464,Expert,12131.0,9,1,,,BAO_0000019,
389,,,,Enterovirus,CHEMBL615641,13748,,50665,Intermediate,12059.0,1,1,,,BAO_0000218,
390,,,,Enterovirus,CHEMBL872065,13748,,50665,Intermediate,12059.0,1,1,,,BAO_0000218,
391,,,,Enterovirus,CHEMBL825023,13748,,50665,Intermediate,12059.0,1,1,,,BAO_0000218,
392,,,,Enterovirus,CHEMBL615642,13748,,50665,Intermediate,12059.0,1,1,,,BAO_0000218,
393,,,,Human rhinovirus B,CHEMBL615643,13748,,12464,Expert,147712.0,8,1,,,BAO_0000357,
394,,,,Homo sapiens,CHEMBL615644,17699,,22226,Autocuration,9606.0,0,1,,,BAO_0000019,
395,,,,Mus musculus,CHEMBL615645,7145,,80619,Intermediate,10090.0,1,1,,833.0,BAO_0000218,
396,,,,Mus musculus,CHEMBL615646,7145,,80619,Intermediate,10090.0,1,1,,833.0,BAO_0000218,
397,,,,Mus musculus,CHEMBL615647,7145,,80619,Intermediate,10090.0,1,1,,833.0,BAO_0000218,
398,,,,Mus musculus,CHEMBL615648,7145,,80619,Intermediate,10090.0,1,1,,833.0,BAO_0000218,
399,,,,Mus musculus,CHEMBL615649,7145,,80619,Intermediate,10090.0,1,1,,833.0,BAO_0000218,
400,,,,Mus musculus,CHEMBL615650,7145,,80619,Intermediate,10090.0,1,1,,833.0,BAO_0000218,
401,,,,Mus musculus,CHEMBL615651,5325,,80620,Intermediate,10090.0,1,1,,847.0,BAO_0000218,
402,,,,Mus musculus,CHEMBL615652,5325,,80620,Intermediate,10090.0,1,1,,847.0,BAO_0000218,
403,,,,Mus musculus,CHEMBL615653,5325,,80620,Expert,10090.0,1,1,,847.0,BAO_0000218,
404,,,,Mus musculus,CHEMBL615654,16169,,80620,Intermediate,10090.0,1,1,,847.0,BAO_0000219,
405,,,,Mus musculus,CHEMBL615655,16169,,80620,Intermediate,10090.0,1,1,,847.0,BAO_0000219,
406,,,,Mus musculus,CHEMBL825024,16169,,80620,Intermediate,10090.0,1,1,,847.0,BAO_0000219,
407,,,,Mus musculus,CHEMBL615656,16169,,80620,Intermediate,10090.0,1,1,,847.0,BAO_0000219,
408,,,,Mus musculus,CHEMBL615657,16169,,80620,Intermediate,10090.0,1,1,,847.0,BAO_0000219,
409,,,,Mus musculus,CHEMBL615658,16169,,80620,Intermediate,10090.0,1,1,,847.0,BAO_0000219,
410,,,,Mus musculus,CHEMBL615659,16169,,80620,Intermediate,10090.0,1,1,,847.0,BAO_0000219,
411,,,,Mus musculus,CHEMBL615660,16169,,80620,Intermediate,10090.0,1,1,,847.0,BAO_0000219,
412,,,,Mus musculus,CHEMBL615661,16169,,80620,Intermediate,10090.0,1,1,,847.0,BAO_0000219,
413,,,,Mus musculus,CHEMBL615662,16169,,80620,Intermediate,10090.0,1,1,,847.0,BAO_0000219,
414,,,,Mus musculus,CHEMBL615663,16169,,80620,Intermediate,10090.0,1,1,,847.0,BAO_0000219,
415,,,,Mus musculus,CHEMBL615664,16169,,80620,Intermediate,10090.0,1,1,,847.0,BAO_0000219,
416,,,,Mus musculus,CHEMBL615665,16169,,80620,Intermediate,10090.0,1,1,,847.0,BAO_0000219,
417,,,,Mus musculus,CHEMBL615666,16169,,80620,Intermediate,10090.0,1,1,,847.0,BAO_0000219,
418,,,,Mus musculus,CHEMBL615667,16169,,80620,Intermediate,10090.0,1,1,,847.0,BAO_0000219,
419,,,,Mus musculus,CHEMBL615668,16169,,80620,Intermediate,10090.0,1,1,,847.0,BAO_0000219,
420,,,,Mus musculus,CHEMBL615669,16169,,80620,Intermediate,10090.0,1,1,,847.0,BAO_0000219,
421,,,,Mus musculus,CHEMBL615670,16169,,80620,Intermediate,10090.0,1,1,,847.0,BAO_0000219,
422,,,,Mus musculus,CHEMBL836739,16169,,80620,Intermediate,10090.0,1,1,,847.0,BAO_0000219,
423,,,,Mus musculus,CHEMBL615671,16169,,80620,Intermediate,10090.0,1,1,,847.0,BAO_0000219,
424,,,,Mus musculus,CHEMBL615672,16169,,80620,Intermediate,10090.0,1,1,,847.0,BAO_0000219,
425,,,,Mus musculus,CHEMBL615791,16169,,80620,Intermediate,10090.0,1,1,,847.0,BAO_0000219,
426,,,,Mus musculus,CHEMBL615792,16169,,80620,Intermediate,10090.0,1,1,,847.0,BAO_0000219,
427,,,,Mus musculus,CHEMBL615793,16169,,80620,Intermediate,10090.0,1,1,,847.0,BAO_0000219,
428,,,,Mus musculus,CHEMBL615794,16169,,80620,Intermediate,10090.0,1,1,,847.0,BAO_0000219,
429,,,,Mus musculus,CHEMBL615795,16169,,80620,Intermediate,10090.0,1,1,,847.0,BAO_0000219,
430,,,,Homo sapiens,CHEMBL615590,15547,,80621,Intermediate,9606.0,1,1,,971.0,BAO_0000219,
431,,,,,CHEMBL615591,8663,,22226,Autocuration,,0,1,,,BAO_0000218,
432,,,,,CHEMBL615592,8663,,22226,Autocuration,,0,1,,,BAO_0000218,
433,,,,,CHEMBL615593,8663,,22226,Autocuration,,0,1,,,BAO_0000218,
434,,,,,CHEMBL615594,8663,,22226,Autocuration,,0,1,,,BAO_0000218,
435,,,,Mus musculus,CHEMBL615595,4504,,80951,Intermediate,10090.0,1,1,,723.0,BAO_0000219,
436,,,,Mus musculus,CHEMBL615596,4504,,80951,Intermediate,10090.0,1,1,,723.0,BAO_0000219,
437,,,,,CHEMBL615597,12695,,11169,Expert,,8,1,,723.0,BAO_0000219,
438,,,,Mus musculus,CHEMBL615598,12695,,80951,Intermediate,10090.0,1,1,,723.0,BAO_0000219,
439,,,,Mus musculus,CHEMBL615599,12695,,80951,Intermediate,10090.0,1,1,,723.0,BAO_0000219,
440,,,,Mus musculus,CHEMBL615600,17642,,80951,Expert,10090.0,1,1,,723.0,BAO_0000219,
441,,,,Mus musculus,CHEMBL615601,17642,,80951,Expert,10090.0,1,1,,723.0,BAO_0000219,
442,,,,Mus musculus,CHEMBL615602,12340,,80951,Expert,10090.0,1,1,,723.0,BAO_0000219,
443,,,,Mus musculus,CHEMBL615603,12340,,80951,Expert,10090.0,1,1,,723.0,BAO_0000219,
444,,,,Mus musculus,CHEMBL615604,12716,,80951,Intermediate,10090.0,1,1,,723.0,BAO_0000219,
445,,,,Mus musculus,CHEMBL615605,6277,,80951,Intermediate,10090.0,1,1,,723.0,BAO_0000219,
446,,,,Mus musculus,CHEMBL615606,6277,,80951,Intermediate,10090.0,1,1,,723.0,BAO_0000219,
447,,,,Mus musculus,CHEMBL884526,6277,,80951,Expert,10090.0,1,1,,723.0,BAO_0000219,
448,,,,Mus musculus,CHEMBL615607,6277,,80951,Expert,10090.0,1,1,,723.0,BAO_0000219,
449,,,,Mus musculus,CHEMBL615608,6277,,80951,Intermediate,10090.0,1,1,,723.0,BAO_0000219,
450,,,,Mus musculus,CHEMBL615609,6277,,80951,Expert,10090.0,1,1,,723.0,BAO_0000219,
451,,,,Mus musculus,CHEMBL615682,6277,,80951,Expert,10090.0,1,1,,723.0,BAO_0000219,
452,,,,Mus musculus,CHEMBL615683,6277,,80951,Intermediate,10090.0,1,1,,723.0,BAO_0000219,
453,,,,Mus musculus,CHEMBL615684,17780,,80951,Expert,10090.0,1,1,,723.0,BAO_0000218,
454,,,,Mus musculus,CHEMBL615685,12751,,104860,Autocuration,10090.0,7,1,,,BAO_0000219,
455,,,,Mus musculus,CHEMBL615686,12380,,80951,Expert,10090.0,1,1,,723.0,BAO_0000219,
456,,,,Mus musculus,CHEMBL615687,14892,,80951,Intermediate,10090.0,1,1,,723.0,BAO_0000219,
457,,,,Mus musculus,CHEMBL884523,12695,,80951,Intermediate,10090.0,1,1,,723.0,BAO_0000219,
458,,,,,CHEMBL615688,12695,,11169,Expert,,8,1,,,BAO_0000019,
459,,,,Mus musculus,CHEMBL615689,12695,,80951,Intermediate,10090.0,1,1,,723.0,BAO_0000219,
460,,,,Mus musculus,CHEMBL615690,12695,,80951,Intermediate,10090.0,1,1,,723.0,BAO_0000219,
461,,,,,CHEMBL615691,12695,,11169,Expert,,8,1,,,BAO_0000019,
462,,,,,CHEMBL615692,12695,,11169,Expert,,8,1,,,BAO_0000019,
463,,,,Mus musculus,CHEMBL615693,6277,,80951,Intermediate,10090.0,1,1,,723.0,BAO_0000219,
464,,,,Mus musculus,CHEMBL615324,6277,,80951,Expert,10090.0,1,1,,723.0,BAO_0000219,
465,,,,Homo sapiens,CHEMBL615325,4959,,9,Expert,9606.0,9,1,,723.0,BAO_0000219,
466,,,,Homo sapiens,CHEMBL615490,4959,,9,Expert,9606.0,9,1,,723.0,BAO_0000219,
467,,,,Homo sapiens,CHEMBL615491,4959,,188,Expert,9606.0,9,1,,723.0,BAO_0000219,
468,,,,Homo sapiens,CHEMBL615492,4959,,188,Expert,9606.0,9,1,,723.0,BAO_0000219,
469,,,,Mus musculus,CHEMBL615493,12082,,80951,Intermediate,10090.0,1,1,,723.0,BAO_0000219,
470,,,,Mus musculus,CHEMBL615494,12082,,80951,Intermediate,10090.0,1,1,,723.0,BAO_0000219,
471,,,,Mus musculus,CHEMBL615495,12082,,80951,Intermediate,10090.0,1,1,,723.0,BAO_0000219,
472,,,,Mus musculus,CHEMBL615496,12082,,80951,Intermediate,10090.0,1,1,,723.0,BAO_0000219,
473,,,,Mus musculus,CHEMBL615497,2643,,80951,Intermediate,10090.0,1,1,,723.0,BAO_0000219,
474,,,,Mus musculus,CHEMBL615498,11926,,80951,Expert,10090.0,1,1,,723.0,BAO_0000219,
475,,,,Mus musculus,CHEMBL615499,15204,,80951,Intermediate,10090.0,1,1,,723.0,BAO_0000219,
476,,,,Mus musculus,CHEMBL835522,15992,,80951,Expert,10090.0,1,1,,723.0,BAO_0000219,
477,,,,Mus musculus,CHEMBL615500,16279,,80951,Intermediate,10090.0,1,1,,723.0,BAO_0000219,
478,,,,Mus musculus,CHEMBL615501,16279,,80951,Intermediate,10090.0,1,1,,723.0,BAO_0000219,
479,,,,Mus musculus,CHEMBL615502,16279,,80951,Intermediate,10090.0,1,1,,723.0,BAO_0000219,
480,,,,Mus musculus,CHEMBL615503,16279,,80951,Intermediate,10090.0,1,1,,723.0,BAO_0000219,
481,,,,Mus musculus,CHEMBL615504,16279,,80951,Intermediate,10090.0,1,1,,723.0,BAO_0000219,
482,,,,Mus musculus,CHEMBL615505,16279,,80951,Intermediate,10090.0,1,1,,723.0,BAO_0000219,
483,,,,Mus musculus,CHEMBL615506,12831,,80951,Expert,10090.0,1,1,,723.0,BAO_0000219,
484,,,,Mus musculus,CHEMBL615507,13497,,80951,Intermediate,10090.0,1,1,,723.0,BAO_0000219,
485,,,,,CHEMBL615508,13715,,80006,Intermediate,,1,1,,620.0,BAO_0000218,
486,,,,Mus musculus,CHEMBL615509,13618,,80006,Intermediate,10090.0,1,1,,620.0,BAO_0000219,
487,,,,Mus musculus,CHEMBL615510,11902,,80006,Intermediate,10090.0,1,1,,620.0,BAO_0000219,
488,,,,Mus musculus,CHEMBL615511,11902,,80006,Intermediate,10090.0,1,1,,620.0,BAO_0000219,
489,,,,Mus musculus,CHEMBL615512,11902,,80006,Intermediate,10090.0,1,1,,620.0,BAO_0000219,
490,,,,Mus musculus,CHEMBL615513,14840,,80006,Intermediate,10090.0,1,1,,620.0,BAO_0000218,
491,,,,Mus musculus,CHEMBL615514,14840,,80006,Intermediate,10090.0,1,1,,620.0,BAO_0000218,
492,,,,,CHEMBL615515,13715,,80006,Intermediate,,1,1,,620.0,BAO_0000219,
493,,,,,CHEMBL615516,13715,,80006,Intermediate,,1,1,,620.0,BAO_0000219,
494,,,,,CHEMBL615517,13715,,80006,Intermediate,,1,1,,620.0,BAO_0000219,
495,,,,,CHEMBL615518,13715,,80006,Intermediate,,1,1,,620.0,BAO_0000219,
496,,,,,CHEMBL615519,13715,,80006,Intermediate,,1,1,,620.0,BAO_0000219,
497,,,,,CHEMBL615520,13715,,80006,Intermediate,,1,1,,620.0,BAO_0000218,
498,,,,,CHEMBL615521,13715,,80006,Intermediate,,1,1,,620.0,BAO_0000218,
499,,,,,CHEMBL615522,13715,,80006,Intermediate,,1,1,,620.0,BAO_0000218,
500,,,,,CHEMBL615523,13715,,80006,Intermediate,,1,1,,620.0,BAO_0000218,
501,,,,,CHEMBL615524,13715,,80006,Expert,,1,1,,620.0,BAO_0000218,
502,,,,,CHEMBL615525,13715,,80006,Expert,,1,1,,620.0,BAO_0000218,
503,,,,,CHEMBL615526,13715,,80006,Intermediate,,1,1,,620.0,BAO_0000218,
504,,,,,CHEMBL615527,13715,,80006,Intermediate,,1,1,,620.0,BAO_0000218,
505,,,,,CHEMBL615528,13715,,80006,Intermediate,,1,1,,620.0,BAO_0000218,
506,,,,,CHEMBL615529,13715,,80006,Expert,,1,1,,620.0,BAO_0000218,
507,,,,,CHEMBL615530,13715,,80006,Expert,,1,1,,620.0,BAO_0000218,
508,,,,,CHEMBL615531,13715,,80006,Expert,,1,1,,620.0,BAO_0000218,
509,,,,,CHEMBL615532,13715,,80006,Intermediate,,1,1,,620.0,BAO_0000219,
510,,,,,CHEMBL615533,13715,,80006,Intermediate,,1,1,,620.0,BAO_0000219,
511,,,,,CHEMBL615534,13715,,80006,Intermediate,,1,1,,620.0,BAO_0000219,
512,,,,,CHEMBL615535,13715,,80006,Intermediate,,1,1,,620.0,BAO_0000218,
513,,,,,CHEMBL615536,13715,,80006,Intermediate,,1,1,,620.0,BAO_0000218,
514,,,,,CHEMBL615537,13715,,80006,Intermediate,,1,1,,620.0,BAO_0000218,
515,,,,,CHEMBL615538,13715,,80006,Intermediate,,1,1,,620.0,BAO_0000218,
516,,,,,CHEMBL836166,13715,,80006,Intermediate,,1,1,,620.0,BAO_0000218,
517,,,,,CHEMBL615539,6411,,11214,Expert,,8,1,,620.0,BAO_0000219,
518,,,,Mus musculus,CHEMBL615540,6411,,80006,Intermediate,10090.0,1,1,,620.0,BAO_0000219,
519,,,,,CHEMBL615541,6411,,11214,Expert,,8,1,,620.0,BAO_0000219,
520,,,,Mus musculus,CHEMBL615542,3966,,80006,Expert,10090.0,1,1,,620.0,BAO_0000219,
521,,,,Mus musculus,CHEMBL615543,3966,,80006,Intermediate,10090.0,1,1,,620.0,BAO_0000219,
522,,,,Mus musculus,CHEMBL615544,15556,,80006,Expert,10090.0,1,1,,620.0,BAO_0000219,
523,,,,Mus musculus,CHEMBL615545,5845,,80006,Expert,10090.0,1,1,,620.0,BAO_0000219,
524,,,,Mus musculus,CHEMBL615546,14422,,80006,Expert,10090.0,1,1,,620.0,BAO_0000219,
525,,,,Mus musculus,CHEMBL615547,5845,,80006,Expert,10090.0,1,1,,620.0,BAO_0000219,
526,,,,Mus musculus,CHEMBL615548,14508,,80006,Expert,10090.0,1,1,,620.0,BAO_0000219,
527,,,,Mus musculus,CHEMBL615549,14508,,80006,Expert,10090.0,1,1,,620.0,BAO_0000219,
