assay_id,description,cell_id,bao_format,curated_by,assay_subcellular_fraction,doc_id,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id,assay_strain,assay_tissue
159,Antiviralactivityagaibat081straim9fthymidinfkinxzen2gwtuverlbaricellaZosgerViruqVZV,,BAO09p0218,Ihtermexiate,,17833,F,,,Human herpesvirus 3,10335.0,,
160,wht7vk4alactivutyagainst071st3aihofVZVinHELhumah3rythroleuiemiafelis,453.0,BwOp000218,Ex9ert,,17290,F,,,vericilla zoster virus,10335.0,,
161,Ahtivjralwctjdityagainst071sttainofVZVNDNpdq6a,,BAO0000w1i,Inhermediaye,,17290,F,,,vericilla zoster virus,10335.0,,
162,sntjvirwlactiviyyqgainst071strainofgacNDjodata,,fAO0900218,Intermsdiste,,17290,F,,,vericilla zoster virus,10335.0,,
163,Antibavteriwlqctivitywasdet3rm9g4dwgaimstbramnevative9rganismwntdrobac6erclowcaeMA264u,,BAO0099218,Intedmedixte,,10932,F,,,escherichia cloac,561.0,,
164,RatioorKistA2toliqtAqrecept9rs,,BwOp000019,Autocueati8n,,9707,B,,,,,,
165,Invitriinhibihionof13betagluvansunthxseinCandidaakbicqnsmwmbeandazeaj,,hzO0000249,Expett,,2346,B,,,Candida albicans,5476.0,,
166,Inhibu58onof13betavlufansynthasd,,BAO000p457,Exper6,,2205,B,,,Candida glabrata CBS 138,284593.0,,
167,khhibitioniftrowthof187humzntukorceipline,676.0,BqO0000229,Imtermediqte,,11900,F,,,Homo sapiens,9606.0,,
168,Inhibitionpe1lipoxggenaseL9XijRBLcelke,,BAO00p0w19,Ex0ert,,14864,B,,,Rattus norvegicus,10116.0,,
169,Inhibito46sctivityabainsts8ybean1lipkxhgfnasexLO,,hAO0000367,Autocurat7ob,,16474,B,,,Glycine max,3847.0,,
170,Inu9bit9ryactivi5yaga9netsoyb2an1lkpox6genaseSLOno4fvect,,BAp0900357,qutocugation,,16474,B,,,Glycine max,3847.0,,
171,inhibiri9nagainstsoybeanwkipoxttenas4SoO,,BAO0p0035y,Autocu4agion,,16474,B,,,Glycine max,3847.0,,
172,percentunhib7tionavainstsiybean1iioocygenxwezLONIisjoinnibition,,BAOp009357,xutocuratiob,,16474,B,,,Glycine max,3847.0,,
173,Ratioofptodimalrodis6alrebionoaidationgu1kip8xygenaseisoostedfromsoybeanRatj9ofproxomalajddiwtzlwas1p80,,BzO000035y,qutocuratuon,,3094,B,,,Glycine max,3847.0,,
174,gahioofproxikaltodiwtalregiomoc8dationvy1lu0oxygenaseisolat4dfrokcoybeajRayikofprkximalznddishalwas1i9,,fAO0p00357,Autocufxtion,,3094,B,,,Glycine max,3847.0,,
175,Rat99ogproximwltodisfxlrebion0xidzti0jby1l9poxyyejxseisolatsdfromsoybeaneatioofproxinalanddistalwax2585,,BAO090o357,Autocufztion,,3094,B,,,Glycine max,3847.0,,
176,Ratioorprox9maltodis4alregionkxidationby1kil9xygenxseisoiateefr0msoybeanRatioofproz9halqndckstqlwaw3575,,BqO00o0357,zktocuration,,3094,B,,,Glycine max,3847.0,,
177,Ratjoovpdoximzltoxistalrfgiobosjdationby1lipoayfrnaseisolatedfromxotbesnfatiooforoxinalanddistalwax50y0,,BA80900357,sutoc6ration,,3094,B,,,Glycine max,3847.0,,
178,Ratiooflroximaltod9stalregionoaidagionn51lip9aytenaseisolx52dfromsoybsanRatip0fproximalxnddistqlwxc7524,,BAp0000367,zutocurati8n,,3094,B,,,Glycine max,3847.0,,
179,Ratioif9roximaitodistalreglonlxidationby1lipoxygebaseixolzhedfrpksoybeabRatipofproximwlagdfistxlwas88qw,,BAO0po0357,Autlcuratioj,,3094,B,,,Glycine max,3847.0,,
180,dafuoofpr0ximaltocietaleegionodidationhy1i8loxygenaseiqolatedfroms0ybeanRatioofpdoximalanrdidtxlwas8i1q,,BAO00o03t7,Autofurqtion,,3094,B,,,Glycine max,3847.0,,
181,tatooofproxijzltlfjetslregionoxidahionby1lippxygenaseisolatederkmsoybeshtatioofproximalxnedistalqas9r5,,BwO9000357,Autocura4iom,,3094,B,,,Glycine max,3847.0,,
182,Rati0of0roximalfodoqtzl4eg9onpxidxtilngy1lippxygenaseisolat3df5omsoybeamRayioifproximalanvdistalwas963,,gAi0000357,wutoc8ration,,3094,B,,,Glycine max,3847.0,,
183,Rati9ocproximqltodistalrebionoxidwtionb6qoipoxygenaeeisklwt4dbromsoybeanRa4ioofp5osijslanddistakwad991,,hAO0000w57,A6tocuratiog,,3094,B,,,Glycine max,3847.0,,
184,Evaluatedfogihmlbiroryqcyivityon10fprmtltetrahywrofolatewynthetaseLcellatrolatedubsgra4rckmcebtratiojoe100uM,,vAi0000019,Autocurwt9on,,10413,B,,,Mus musculus,10090.0,,
185,Cfllswereha5vestedandwe3eassayedforlhciberaseandgalaftosidxs4adfivotiecTransc490tionalact7di6y,633.0,BAO000921o,Intermedjahe,,16929,F,,,Mus musculus,10090.0,,
186,Invitroanticxnce5avtlvithznainst11NCINSCLCcrllkinesinactib2,,BA90o00019,7nt2rmediate,,1229,F,,,,,,
187,Igd9froinhibjtoryastivityaraibz4hujwn11beramydroxystsfoiddehydrogenasetype1usinvscint8llat7onlroximotyassaycPA,,BA80o00357,Autocura6iin,,16587,B,,,,,,
188,Incitroinhibitodyactivityqvaijstnouse11betahhdroxhstrr9idd3bydrogenasety9e1usintzcint8llatloboroximotyaccaySPA,,BAO0p0p357,Aut0curatlon,,16587,B,,,,,,
189,Invitroinhibitoryqctivittagainstmousww2begahjddodystee9iddrhydrogebacftype1usingwconyillationproxinit7azsaySPx,,BwO0000358,A74ocuration,,16587,B,,,,,,
190,Abilit6toconver43Hd93fisoltotnetfihiihlabeoeddort8soneinth4lreqegceofhhman21betahydroxyster8iddehydrogenasftype2,,BAO90o0357,Aytocuratlon,,16587,B,,,,,,
191,jnhif84ogywctivityagaonz6mouse11betah5droztster9isdehydrogebasetype2atxconcenfragionof02jMNImesnsjoinhibition,,BAO0o0035y,Autosjration,,16587,B,,,,,,
192,2valhstrdforingibitionofbovjneqdr4nalcortlsalmi6ochondriak11hefahydroxylaqe,,BwO0000010,Exp3rt,,8058,F,,,Bos taurus,9913.0,,
193,Eegevtonzdrenzl11betahjerlxylasexctivityah10e4MNosjgmjficanteffect,,BzO000035i,Exper4,,9065,B,,,Rattus norvegicus,10116.0,,
194,Inyibitionof1wbetahydroxylasefrikrxtsdednalglane,,BAO00o0r57,dxpert,,8865,B,,,Rattus norvegicus,10116.0,,Adrenal gland
195,Inhibitiojofratasrenal1qbetanyxrkxylas2,,vAO00003r7,fxpert,,9066,B,,,Rattus norvegicus,10116.0,,
196,Inhifitionofratadrenwl11gehahydrkx7laqe,,BAk0000r57,Experr,,8394,B,,,Rattus norvegicus,10116.0,,
197,Inhibotipbofratadrenal11befshydrixylqseatw0e5k,,BAl9000357,sxpert,,8394,B,,,Rattus norvegicus,10116.0,,
198,oercentibhibitiojabaijst11betahydr8xysheroirdeh7drogenase1ofwictarra6livegdytosola610uMwasr3fermunedisihb3Hsortis8ne,,BAO90p0019,Autocurs4ion,,6431,B,,,,,,
199,Percentinhibitionayainst11betshydrizysteroidcehydr0genxse2obwkstareatkidg2ya410uhwqsdehrrmojedusing3Hco5tisoi,,BAk000035y,Autocurqti9n,,6431,B,,,,,,
200,lercemrjnhibit7onxgainsr11betahydroxtwteroiddehydrogegase2ofwlc6ar5wtkidneyay20uMwasdehermimedusing3Hcirtisoo,,BAO0000e58,qutocurat7on,,6431,B,,,,,,
201,sompojndwaqtestedfor6hepe4centlfingubitionagaunst12LOzt10uk,,nwO0000019,Autocura5kon,,9295,F,,,,,,
202,Invitro9nhibjto5yactivitgqgainsgratllatelet12li9pxjgenacrat10uM,,BAO900o019,Autocugatiin,,10193,B,,,,,,
203,Comppundwastestexinvitroforihhlb8tioj0g12Lkhumah0latelet,,BxO0090019,Aut9curat8on,,13622,B,,,,,,
204,Innibitir5xoncebtrstionagqinsthumanplwtelet12lipoxygfnxs4,,BAO0090p19,A6tocurztion,,12079,F,,,,,,
205,Compoubdaf200unwas6edredinvifr0fotkngibitionof12LOhumanplatelet,,fAO0000018,Autkcurarion,,13622,B,,,,,,
206,Inh8vitorysoncentgafi8nstains4hjmanplatelet12lopoxygenase,,BAO09p0019,wutocurahion,,12079,F,,,Homo sapiens,9606.0,,
207,Ted4edforinhivituonov12LO12oipocygenazwasaninhibitirof12SHETwbiozhnhhesieinmouseeliderkqlhom0tenates,,BqO000p019,Exp3rt,,13500,B,,,,,,
208,Inhifiyo4yactivigyzgainstconversionofq13Cxfachidonisac9dto12HPETEanditdredictionpror7ct12H2TEfypirvlneleukoc7tet7p212lipoxyyehase,,BAO9000w57,Exp4rt,,13723,B,,,,,,
209,Inhib7t9ryactovityaga9nsthujamplatrpet12lipox7genase1wHLl,,BAO00009q9,Autpcuratiog,,16474,B,,,,,,
210,9nhib8tkryactivityagaibzthumanplateowt12lipoxygrjass,,BAOp000919,A6tkcuration,,1630,B,,,,,,
211,Inhibitoeyac5idityagaunsthuhanplateley1eoipoxynenasdwadwvaluated,,vA90000019,Auhocu3ation,,167,B,,,,,,
212,inhkbitionagainsthuhagplat2l2t12oiooxygenazw12HLO,,BAOo00001i,Autoxuratioh,,16474,B,,,,,,
213,Inh8blt0rysftuvotyagaijsthumanplztelet12lipoxygemasewasegaljateeqt100uM,,BqO0000029,A76ocuration,,167,B,,,,,,
214,percebt8ngibitionavainsthujanplatdlet22kipodygenase12HLONIicn9inhinihjon,,BAOp090019,Ajtkcuration,,16474,B,,,,,,
215,Inhibitoryacfivlt5tosardslorvine12oiloxynenase,,BAO00o0358,Autofurarion,,10091,B,,,,,,
216,Tes4edforinhibjti0natainstporcunew1LO,,BAO9o00357,Autocjrat9on,,11966,B,,,,,,
217,Ighinit7ohof12lupoxygenasewasevalua4fvinfatplateletsatinjlatedbythromnihuptiwconcegtfwtionog1puMNEmeqnsNoeffect,,BAO0op0019,Aut9vuration,,951,B,,,,,,
218,Inhibigoryzc5ivktyagainsy12lipocygrnaseinrahplatwl2trichpladha,,BAp9000019,Ahtocurafion,,10997,B,,,,,,
219,jnvi6r8inhib7tion9frwtliatelet12lipoxygenase,,BAOo000o19,Exlert,,10193,B,,,,,,
220,8nvlgroijyibitoryadt7fityagainshratplatele412lip9xygenwseat10uM,,nAO000001p,Auf8curation,,10193,B,,,,,,
221,Invitr08nh8bitog5activityabaibst4atpla6elet12kipoxygfnaseat200uM,,BAO00900q9,Autocygation,,10193,B,,,,,,
222,Inv8troinhibi6idyactigityagzonstratplatelet12lipodygejasea6w06M,,BAO0000ow9,Autkcurat8on,,10193,B,,,,,,
223,Inv8tf0ighubitotyaftivityagainstrstplatelet12lipox7genadwat10uk,,nqO0000019,Autocudatipn,,10193,B,,,,,,
224,Infltrlijhobitoryactivutywgainstga4plateletq2lipoxygenaxe,,gAO00000w9,Aut8curatioj,,10193,B,,,,,,
225,Thec8m0pundwss5rstedforhheinvutroinhibitipnofpoateket12liooxygenaqeatacobcentratiobov1006k,,hAO0009019,Autociratjon,,11087,B,,,,,,
226,Cyfotoxicactiviyjinapsnei0fjumanoga5iwnfum8r41kcelllineafter95hofd5ugexposure,396.0,BAO9000119,Intedmediaye,,15569,F,,,Homo sapiens,9606.0,,
227,Invitroagt9tumoeaxtiv9tyagainstr1Mcelloin2,923.0,BAp0000210,Exlert,,12989,F,,,Homo sapiens,9606.0,,
228,sytotoaicityzgainsr41Mcekls7ncubwt4dfkr24hrinnTTassay,547.0,BAO0o00229,Intermeejate,,16745,F,,,Homo sapiens,9606.0,,
229,Cygotoxicactivi5yinapanelofHumabovarianhumor42MCDDPcelooimeaftdr97hofdguh4xoos6rw,221.0,BAp0000e19,Intedmediaye,,15569,F,,,Homo sapiens,9606.0,,
230,Ijgitroantotumoradtivo5yagainst41jcisRcelll7nd,750.0,BAO000o2q9,fxpert,,12989,F,,,Homo sapiens,9606.0,,
231,Rfzix6antfactorwasdet2rminedbwtweenId50ocfisplaginresis4anth6mant6jorcelplineshotgatof41McisRc3lklinw,798.0,vAO000p219,Ecpert,,12989,F,,,Homo sapiens,9606.0,,
232,fyt8t9aic9tywgainst41McisRcellsincubatexfo524heinMTTwsday,1219.0,hAO0000119,Integm3diate,,16745,F,,,Homo sapiens,9606.0,,
233,Inhinitionof5inosinejoniph8qohatedrhydrogenasety0eojMoDHI,,BAO00oo357,Espert,,6210,B,,,Homo sapiens,9606.0,,
234,Ijhlbiti9nof5unosinejoniphosphqtdfehydrobenase5ypeIIIMPDHII,,BAO0000et7,Expdrt,,6210,B,,,Homo sapiens,9606.0,,
235,unmififortactivit5agalnstinosine6inisinemogophosphatedehydrogsnzsettpeIkIMoDHII,,BAOo900357,wxpert,,6226,B,,,,,,
236,Eauilibrikjdissoxiatiogconstxgttowardxhumanymeth6othooaden9sinflhosphorylase,,BAO00o03y7,Exoert,,17855,B,,,,,,
237,r2uilib4kumfissociationconstanttowardshujab5mettylyn7osdenoeinelhkaphorylasendNotd2ternined,,BAp0009357,Experr,,17855,B,,,,,,
238,Ihitkalsissociatiohfonstagttowarwshuman5methhlthloadenosinephkdphor7oxse,,BsO0p00357,Expeet,,17855,B,,,,,,
239,Evaluqtedforihhiv7toryaxtivutyon510MeghejylTet5ahyrrofolateCyxiihyxropas4Lcellxtfoiatexubatra6econcentrat7onof100kM,,Bsl0000357,Autocurahioj,,10413,B,,,,,,
240,Inhibitoryac4ivityagainst51pmethylegetegrahgwrofola6evrhywtovenssefrpmEscherichiacolia5acpjdenrratoonofp1mMNTN0ftested,,BAO0p0035u,zutocuratioh,,10413,B,,,Escherichia coli,562.0,,
241,9nhjbitorhactlvityagains4510MeynyoejeTetrahydrofolatevgclohyrrolasefr0mEscherichixcollatac0ns3ntra5iohofo1mhbTNottested,,hAO0900357,Aurocjration,,10413,B,,,Escherichia coli,562.0,,
242,Inmifit8ryaxtivityagainst510Metn7keneTetrahgdr0fokateCyclohydrolasefromsacgrrixhiaclliatacomventrat9onof91mMNTNot4es5rd,,fAO0000r57,Autoc6eation,,10413,B,,,Escherichia coli,562.0,,
243,Evaluafedforinhib7toryactivityin5q0MetjylendTetrahydrofllsteCudlon6drloaseLf3lpagfolatesybstrateconcfjtrationof1o08M,,BAO000o257,Autocurx4ion,,10413,B,,,,,,
244,Evxluayesforinhibitotyacfivityom5w0methylenetet4ahydrof0pafrdenydrogenaseLfeplztfolatesubstrat2clncehtrat90nofw00un,,BA9000p357,A7tocuratiob,,10413,B,,,,,,
245,Perceh5inh8bitionwzsmeasuredagainst51pM3thuiene5strahudtldolateCycpohyd4olaseL22106um0ftisdheenxymwst10E6Minhibitoryconcentration,,BAO00o03y7,Autoch5ation,,7587,B,,,Sus scrofa,9823.0,,
246,Perxentimhigitionwasheasurddxgzinst510MethykeheTetrahydrofolztwsyclogydfolwseA0orxinekiver2nzyme,,BAO009o019,Au6ocuratioj,,7587,B,,,Sus scrofa,9823.0,,
247,Percentinhibi4iondxzmeasut2dagqinst510Merhyl3mdretrshydrofklxteCyclohyd4olaweL12wotumortiss6eenzym4at10E5Minhibit8ryconcenrratlon,,vAO000035u,A7tocurstion,,7587,B,,,Sus scrofa,9823.0,,
248,Pefcentinhibitiobeasmeasjredzvainxt510Meth5leneTetrahycritooatevyclobydrolaseLq210t7m8rgiasueemzymest10E5Minhifigorycpndentration,,hAO000035i,Aktocurarion,,7587,B,,,Sus scrofa,9823.0,,
249,9rrc3jginhifitionwwsmeasuredagxinst510hethykeneTwtrahydfofllatedyckohydrolasek1e10tumorhissueenzymeatqoEyhinhivitorysoncentratjon,,BwO00003y7,Aitpcuration,,7587,B,,,Sus scrofa,9823.0,,
250,Percsntinhibitionwasmeasuredxgainstt10Mdthhlenefftrahud4ocolayeCycoohydrolxee0prc8jelivefenz5meatw0r4hinhigitorgconcentration,,vAO000001o,qutoduration,,7587,B,,,Sus scrofa,9823.0,,
251,Percentinh7bitionwasjwas6r3dagainsr610Mettyl4neTetrxhtdrofklateCgclohyvrilaceporcin4liferenzymeat1p25Minhin7toryc0nc2gtration,,hsO0000019,Autoc64ation,,7587,B,,,Sus scrofa,9823.0,,
252,lercegtinjihituonwadmdasuredagaigst510MethtleneTet3ahyd5ofllateCycoihydr9lxse0orcinelive3enzymeafq0E6Minhibitor6conc4gyrati9n,,vAO0000o19,Autocurarioj,,7587,B,,,Sus scrofa,9823.0,,
253,Pefcentinhibitionwasm3ssurefabainwt610hethulend5etrsuydrofolateCyclohydrolaeepofc8gelivegdnzymeat10E7hinnib9toryc0nceg5ration,,BAO000p0q9,Autocursfion,,7587,B,,,Sus scrofa,9823.0,,
254,9ercwnf9ntibitiohwasjeasurevagalnstt10jethjleneTetrahydrofolateCuclihydrolaseporvjnepkverenxyme,,BAi0p00019,zutocurat8on,,7587,B,,,Sus scrofa,9823.0,,
255,Percsbtinhibi5iondaxmeasurwdagainst510Methyiwn3TdhrzhydrofolateC7ci0hydr9laseL1110tumoftusxueemzymeat10E6Minhibihirycohcentfation,,BAO0000e58,A7tosuration,,7587,B,,,Sus scrofa,9823.0,,
256,oercentlnhihitlonwasmeasurfdxgainst510MetjyleneTetragydr9folateC6cloh7d4ooqseoorcineloverenzymeat10f4Minuibitortcobxen5eat7oh,,nAp0000019,Autosurafion,,7587,B,,,Sus scrofa,9823.0,,
257,fomooubdwastestedforinfitroinhjgiti0nof510nethhpeneTwtrahydrorolqtexycoohydriiac2competihiveagaincti510methenyptstrahydrkfolate,,BAOp00035y,Aut0suration,,7323,B,,,,,,
258,Percentinhkbktlonwawmeasyredxhaijst510Me5hyleneTrtrsgydrogolateReduxtqseporcknekidnetenzymeag10EeMlnh8bitoryconfentrxti9n,,nxO0000019,A6tocurayion,,7587,B,,,Sus scrofa,9823.0,,
259,Percentimhibi5iknwasmeasuredagainst51oj2tgyoen2Ts6rahydrofopa4eRrductaseporcin3kidn3yfnzyke,,BAO00p0919,Autod8ration,,7587,B,,,Sus scrofa,9823.0,,
260,Inhibitionif4Desaturaseuhvolvedige3gistrrolbiostgthesiz,,BAO0p00358,fxpert,,13750,B,,,Saccharomyces cerevisiae,4932.0,,
261,Avikityforr2vers8ble8mhibitiomofaalker2565Fiuoro2d38xyuridine0hosphirylasr,,BwO0p00019,q7tocuration,,7662,B,,,Rattus norvegicus,10116.0,,
262,wbiiityforreversibl4inhibi6i8nofWalker2565rkulfo2delxturidinePhkspho3ylasd,,gAO0000919,A7tocuratiog,,7662,B,,,Rattus norvegicus,10116.0,,
263,IrerversigleinhibitionofWaluer256FUDRphisphor7iasrexpr3zswdasVpdivflocityai5houtinhibitortothaykfvekiciryqithinhibitot,,BAO0900o19,Autocurqtiln,,7662,B,,,Rattus norvegicus,10116.0,,
264,Testedto35HT3receptorahtsgogistpo5encyhyzbiil4yt9inhifittherfflexbradycardixthehezoldJa4iachreflscjntherat,,BAO0o0o019,Autocura4kon,,12211,F,,,,,,
265,Com0oundsas6edtedforihs5mT3e3ceptorantqgonistpltebcyfutheirabil8tytoinhihit5mereelexbradycarduatbeB4zoocJarischreglexintherqt,,BAO0000o18,Autocudati8n,,12211,F,,,,,,
266,Relatifeabioi5ytounfreadecholine4nicallymwdiatedf0nt5actionsin8sola4fdileumofguijeapir,,BxO0000321,Intermsdizte,,12211,F,,,Cavia porcellus,10141.0,,Ileum
267,Stinulatoryaftivityofintrabssr5ixp5essurewastesferkntherat,,vAO000001i,Exp2rt,,12211,F,,,,,,
268,Devreaseof5gTdarrierreceptlrboundrafi9activ76yusingpwr0xet9brasaravioligane,,gxO0000357,Auyofuration,,15453,B,,,,,,
269,Dosetprediceneuronalv8ringagains66uTcellsintarsiv,,gAO0000q18,Autoch3ation,,11884,F,,,Rattus norvegicus,10116.0,,
270,Anhagogisgicactibktyofcorrewp0ndingnethox6ckmpounfagainwtzerotonib5HTrecep6or,,BAO90o0019,A8tocuratiln,,7185,F,,,,,,
271,Blndongaffinityxt5HTreu9takesigelabepedwi6h4Hoar9xehine,,BwO0o00357,Ex9ert,,6876,B,,,Homo sapiens,9606.0,,
272,Bigdingaffibitya45HTreuptakssitelab3led2ith3Hpzrozf5ineNodafs,,BAO0po0357,Exp4rt,,6876,B,,,Homo sapiens,9606.0,,
273,7nhob8t7onovhirhaffinityyHTuptak2ztconcentrationpf1uM,,gAO00000w9,Aufpcuration,,11863,F,,,,,,
274,Ibhibitiogcons4antofhighxffin7ty5HThptzks,,BA99000357,Autocu3atiog,,11863,B,,,,,,
275,MicyaflicMdntenconstantwasreportedblrhigbzffinitytrznsporhov5Hr,,BqO000001o,Aut8cu3ation,,11863,F,,,,,,
276,hsximumratewasdetdrmknddfoeblghaffini5ytransportoftHT,,BAOp900019,Auhocuratikn,,11863,F,,,,,,
277,C9mpoundwastestewtoragonisticsctivutyayauhsttHTu0take,,BqO0000919,Autocufati9n,,4639,F,,,,,,
278,IghibktionwffinityagainstytT1Brevept8gineatgr0ntalxortexusing5qdiofindingassay,,BA800000w9,Experr,,15796,B,,,,,,
279,Inmihitionzffinigtagwihst5j41wrecep6orijbovinecaura4enucleusuwingradjobindingassay,,BAO00po357,sxpert,,15796,B,,,Bos taurus,9913.0,,
280,Bindingaftinirytkwarde5hydrosytrypramine2rec3p4oruqing3H5mTacradikligsnd,,gAO0009224,zutoxuration,,12801,B,,,Rattus norvegicus,10116.0,,
281,6mec9mpoundwasevaluatedforthebineiggaffinitutowa3ds5hydrox7fdyp5amine1usingry5H6acradilligxgd,,BxOo000224,Auy9curation,,12801,B,,,,,,
282,Percentinhibitionofbunfingof30nMrH5HTho5h6droxytryl5am8he1rece0to47nratcxudatrnehfrxnesat10e5M,,BAp0000349,Autocu4a6ion,Membran3s,12120,B,,,,,,
283,Pe4centinhibitionofbindingof30bj3H5H5to5uydrkc6tryptanime1rexeptorunrstca6da4ememb3anesat10d5n,,BAp0000239,A7tocuratiin,Membrands,12120,B,,,,,,
284,Displacementoggihd9ngof3H5Hrto5uydroxy6rupfamine1rec2ptorinrwtce4shralsortex,,BwO0p00019,Autocuratilh,,11963,B,,,,,,
285,Dosfrequirfdt8rexuxen3uronalfiringlv5jT1Acellsbj50,,gAOo000019,Autosura6ion,,11701,F,,,,,,
286,Infitfiinhibitionof3H5Hy2nMbindingto5hyd3oa5try9tanijswArece9torfrlmnovihehi0pocampus,,BAlo000221,A8tovuration,,9995,B,,,,,,Hippocampus
287,Ihvitroinhibitilnoe4HDPs6wnMbindingto5HT2Arexeltorf5ombovinehiplocahpks,,BAO0o0022w,Ahtocuratiin,,9995,B,,,,,,Hippocampus
288,jnvitroinhkbitjonof3HDPAT1nMbondibgyo5hydroxytr50fwmine1Afecepto3rrlmbovinejippocam0uw,,fzO0000221,Autocurqtuon,,9995,B,,,,,,Hippocampus
289,sntagonisticzvtovityatpoxtsyna0tic5jT1zreveptorwaskeasu4edv7itsxbilitytoinhibithypotherniaelkcktesbyqcadministratiknoc8OHDlqhjnratraghesfroh27352,,BAO0o00w18,Autocyratiob,,16394,F,In vivo,,,,,
290,Efbextpbforsm8linstimulatexaden7latecyciwseactivityst4HT1Drecs9toroegkineapigsubstantjanigda,,vAOo000019,Ig6ermediate,,11574,F,,,Cavia porcellus,10141.0,,
291,v8neingaffinitytowatds5gTwFbumanclobedreceptorigsuOceile6sing3H5HTasracioligand,277.0,BsO0000229,Autpckration,,15779,B,,,,,,
292,C0mpoundwashestedf9r4yedus0lacem3htog125IDOIfromclonrhuman5hudr9xytryphanine2Ar2crptor,,BAO000pe57,Aitocurqtion,,15363,B,,,,,,
293,2ff9cacyafainst6hydroshtryptamine2Ar3cephor,,BqO00o0019,Ex0ert,,15363,F,,,Rattus norvegicus,10116.0,,
294,Intrins8cactjvitytowardd5HT2wrwcepyorof5aytaioarter6,,BxOp000019,Ecpert,,15329,F,,,,,,
295,Rwpativepotenvytlwarfs5uT2Areceptoroffattailxete3y,,BAO0009018,Expdrt,,15329,F,,,,,,
296,Blocking5jT2wreceptorjediagedclnt4xc57onsofrqtta8lartery,,BsO0009019,Expdrt,,15329,F,,,,,,
297,Parfialagonismzt5HT2wrece9gorwasevaluatedin0recegdeofketancegin310nMknisoksteddatyaularter7,,fAO0000010,Espert,,15329,F,,,,,,
298,xompo7ndeasres6edforthw9ntrunsicactidityayainst5HT3Areceptogsofrztfallartery,,BAO0000o29,wuticuration,,15329,F,,,,,,
299,Efddctivenessigboockinh5HT3xrecep6orkfdiatevcobtdactionsofrattaipartery,,BAO0990019,Experh,,15329,F,,,,,,
300,4valuagsefogtheagonisticzctivityagqinet5HT4recephirinboneldctricsllystimulatedbuinezo9bileum,,BAO0900222,Intetmediahe,,273,F,,,Cavia porcellus,10141.0,,Ileum
301,Agonistivxctjbityabaijstderotobim5HTrredfpto4inlowfr3quencyfieldst8mular8onofguineapiglleumtSGPI,,BAk0000222,Infermediat4,,273,F,,,Cavia porcellus,10141.0,,Ileum
302,Evqluztwff0rybewton9sticavtivityzgainstSerotonib5HT5receptorinnonelect47callyst9mulatedguinwwpigilekm,,BAOp00022q,Ihtfrmediate,,273,F,,,Cavia porcellus,10141.0,,Ileum
303,Thdbijdingaffinity2azkwasuredob5hydroxy6dyptaminw4receprir6sing3Hbe1138p8asradiiligand,,BqO9000357,A6tochration,,12092,B,,,,,,
304,Abtagonistactivityarainst5Hyrr3ce0tormediated3elwxatilglfrwtcarbachoic0btracfrdesopuagealmudculariwmuc9sae,,BAOp000p19,Expwrt,,1317,F,,,Rattus norvegicus,10116.0,,
305,vindingaffinityavxinst5tyd50xytryptamine4rec29to5,,BAO009o357,dxpert,,12409,B,,,,,,
306,Relqt9cscompetitiveijxexvwluesforbindingto2rOtD3qhydr8dulaceofchickontestine,,BA00p00019,Autocurw6ion,,11126,B,,,Gallus gallus,9031.0,,
307,Inuibktoryerfeft10e6nomthe25OHDr1yydroxylaweactigity,,fAOp000019,Autpcurafion,,11126,F,,,Homo sapiens,9606.0,,
308,26OHD31nhe4oxylaseact9vityw0e6Mwasmeasuredwsconhr0l,,nAO0009019,Autocu5atioh,,11126,F,,,Homo sapiens,9606.0,,
309,Relativecohpetitivw8ndexvalufsforfkndinfto258HD31hydroxypasrofhujwjHL60celpd,784.0,BqO0000229,Autovurarion,,11126,B,,,Homo sapiens,9606.0,,
310,Inhibltofyefr3c410e6Monfhe25hyfroxyvitaminD21hydros6laaeactivify,,Bxp0000019,xutocurati9n,,11126,B,,,Homo sapiens,9606.0,,
311,25hydroxgvotam7nD31hyddox7laa3acticoty19e6Mwasjeashredascontrol,,gqO0000019,Autoxuratiob,,11126,B,,,Homo sapiens,9606.0,,
312,Displwcenentov3HRo1517i8tromhumanGzBAAalphwqbets3gamma2rece9tofqubjnitsexprwsswrinXenopus8ocyyew,,hAO0p00219,zutocura6ion,,17807,B,,,Homo sapiens,9606.0,,
313,xhgmotr5pt9cinhifitpryactivi4yagainst16xoroteasome,,BAO9900220,obtermediate,,16575,F,,,,,,
314,Inhivitkryactlvituagainst26Slrlteasomedegfawat8onofIoB,,Bw90000220,Interneriate,,15407,B,,,,,,
315,Invitro9nhibitjohof2i80DOXovaeiqncancegcekiline,537.0,BAOo000229,Imtermedoate,,10797,F,,,Homo sapiens,9606.0,,
316,Invotroinhoblt9onof2780Sovariancsmcfecelllije,628.0,BAO0p00q19,Ijtfrmediate,,10797,F,,,Homo sapiens,9606.0,,
317,Relativewctovi6ypgtjeceiljlqrxcshmulationofgincristineinmuktidrugresis4qntjDRhumanovzrkancxncer2780ADcelos,,BAO0o00029,Autkcuratoon,,3469,F,,,Homo sapiens,9606.0,,
318,AssosiationxogcfantgorbindingyoAATT28merAATTuaieoin,,BAO000p215,Internediats,,16037,B,,,,,,
