ss_tst_tp,vrnt_d,ss_tp,src_ss_d,crtd_b,cnfdnc_scr,ss_ctgr,td,chmbl_d,tss_d,ss_d,ss_rgnsm,ss_cll_tp,ss_tx_d,rltnshp_tp,ss_tss,src_d,cll_d,dscrptn,ss_sbclllr_frctn,b_frmt,dc_d,ss_strn
,,A,,Intermediate,1,,50597,CHEMBL627031,2107.0,7662,Rattus norvegicus,,10116.0,N,Liver,1,,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in liver; Expressed as percent dose/organ,,BAO_0000218,10130,
,,A,,Intermediate,1,,50597,CHEMBL627032,2048.0,7663,Rattus norvegicus,,10116.0,N,Lung,1,,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in lung; Expressed as percent dose/organ,,BAO_0000218,10130,
,,A,,Intermediate,1,,50597,CHEMBL627033,2385.0,7664,Rattus norvegicus,,10116.0,N,Muscle tissue,1,,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in muscle; Expressed as percent dose/organ,,BAO_0000218,10130,
,,A,,Intermediate,1,,50597,CHEMBL627034,,7665,Rattus norvegicus,,10116.0,N,,1,,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in skin; Expressed as percent dose/organ,,BAO_0000218,10130,
,,A,,Intermediate,1,,50597,CHEMBL627035,2106.0,7666,Rattus norvegicus,,10116.0,N,Spleen,1,,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in spleen; Expressed as percent dose/organ,,BAO_0000218,10130,
,,A,,Intermediate,1,,50597,CHEMBL627036,2046.0,7667,Rattus norvegicus,,10116.0,N,Thyroid gland,1,,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in thyroid; Expressed as percent dose/organ,,BAO_0000218,10130,
,,A,,Intermediate,1,,50597,CHEMBL875340,178.0,7668,Rattus norvegicus,,10116.0,N,Blood,1,,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in blood; Expressed as percent dose/organ,,BAO_0000218,10130,
,,A,,Intermediate,1,,50597,CHEMBL627037,948.0,7669,Rattus norvegicus,,10116.0,N,Heart,1,,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in heart; Expressed as percent dose/organ,,BAO_0000218,10130,
,,A,,Intermediate,1,,50597,CHEMBL627038,2113.0,7670,Rattus norvegicus,,10116.0,N,Kidney,1,,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in kidney; Expressed as percent dose/organ,,BAO_0000218,10130,
,,A,,Intermediate,1,,50597,CHEMBL627039,2107.0,7671,Rattus norvegicus,,10116.0,N,Liver,1,,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in liver; Expressed as percent dose/organ,,BAO_0000218,10130,
,,A,,Intermediate,1,,50597,CHEMBL627040,2385.0,7672,Rattus norvegicus,,10116.0,N,Muscle tissue,1,,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in muscle; Expressed as percent dose/organ,,BAO_0000218,10130,
,,A,,Intermediate,1,,50597,CHEMBL624663,2106.0,7673,Rattus norvegicus,,10116.0,N,Spleen,1,,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in spleen; Expressed as percent dose/organ,,BAO_0000218,10130,
,,A,,Intermediate,1,,50597,CHEMBL625963,2046.0,7674,Rattus norvegicus,,10116.0,N,Thyroid gland,1,,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in thyroid; Expressed as percent dose/organ,,BAO_0000218,10130,
,,A,,Intermediate,1,,50597,CHEMBL876799,955.0,7675,Rattus norvegicus,,10116.0,N,Brain,1,,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in brain; Expressed as percent dose/organ,,BAO_0000218,10130,
,,A,,Intermediate,1,,50597,CHEMBL626133,2048.0,7676,Rattus norvegicus,,10116.0,N,Lung,1,,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in lung; Expressed as percent dose/organ,,BAO_0000218,10130,
,,A,,Intermediate,1,,50597,CHEMBL626134,,7677,Rattus norvegicus,,10116.0,N,,1,,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in skin; Expressed as percent dose/organ,,BAO_0000218,10130,
,,A,,Intermediate,1,,50597,CHEMBL626135,,7678,Rattus norvegicus,,10116.0,N,,1,,In vivo concentration in rat liver exposure 8 hour after oral administration 50 mg/kg,,BAO_0000218,6295,
,,A,,Intermediate,1,,50597,CHEMBL626136,,7679,Rattus norvegicus,,10116.0,N,,1,,In vivo concentration in rat liver exposure 8 hour after oral administration 50 mg/kg,,BAO_0000218,6296,
,,A,,Intermediate,1,,50597,CHEMBL626137,,7680,Rattus norvegicus,,10116.0,N,,1,,In vivo concentration in rat liver exposure 8 hour after oral administration 50 mg/kg; Below detection limit,,BAO_0000218,6296,
,,A,,Intermediate,1,,50597,CHEMBL626138,,7681,Rattus norvegicus,,10116.0,N,,1,,In vivo concentration in rat plasma exposure at 8 hour after oral administration 50 mg/kg,,BAO_0000218,6295,
,,A,,Intermediate,1,,50597,CHEMBL626139,,7682,Rattus norvegicus,,10116.0,N,,1,,In vivo concentration in rat plasma exposure at 8 hour after oral administration 50 mg/kg,,BAO_0000218,6296,
In vivo,,A,,Intermediate,1,,50597,CHEMBL626140,,7683,Rattus norvegicus,,10116.0,N,,1,,C max at a dose of 10 mg/Kg administered intravenously in female hanover-wistar rat,,BAO_0000218,17260,
In vivo,,A,,Intermediate,1,,50597,CHEMBL626141,,7684,Rattus norvegicus,,10116.0,N,,1,,C max at a dose of 10 mg/Kg administered perorally in female hanover-wistar rat,,BAO_0000218,17260,
,,A,,Intermediate,1,,50597,CHEMBL626142,,7685,Rattus norvegicus,,10116.0,N,,1,,C24h in rat p.o. at 20 mg/kg concentration,,BAO_0000218,17686,
In vivo,,A,,Intermediate,1,,50597,CHEMBL627930,2385.0,7686,Rattus norvegicus,,10116.0,N,Muscle tissue,1,,Biodistribution in normal rat muscle in the presence of 0.005 M Gd/0.01 M lig at 2 hr,,BAO_0000218,9866,
In vivo,,A,,Intermediate,1,,50597,CHEMBL627931,2385.0,7687,Rattus norvegicus,,10116.0,N,Muscle tissue,1,,Biodistribution in normal rat muscle in the presence of 0.01 M Gd/0.05 M lig,,BAO_0000218,9866,
In vivo,,A,,Intermediate,1,,50597,CHEMBL627932,2385.0,7688,Rattus norvegicus,,10116.0,N,Muscle tissue,1,,Biodistribution in normal rat muscle in the presence of NAC Gd 0.01 M lig at 2 hr,,BAO_0000218,9866,
In vivo,,A,,Intermediate,1,,50597,CHEMBL627933,2106.0,7689,Rattus norvegicus,,10116.0,N,Spleen,1,,Biodistribution in normal rat spleen in the presence of 0.005 M Gd/0.01 M lig at 2 hr,,BAO_0000218,9866,
In vivo,,A,,Intermediate,1,,50597,CHEMBL627934,2106.0,7690,Rattus norvegicus,,10116.0,N,Spleen,1,,Biodistribution in normal rat spleen in the presence of 0.01 M Gd/0.05 M lig,,BAO_0000218,9866,
In vivo,,A,,Intermediate,1,,50597,CHEMBL627935,2106.0,7691,Rattus norvegicus,,10116.0,N,Spleen,1,,Biodistribution in normal rat spleen in the presence of NAC Gd 0.01 M lig at 2 hr,,BAO_0000218,9866,
In vivo,,A,,Intermediate,1,,50597,CHEMBL627936,178.0,7692,Rattus norvegicus,,10116.0,N,Blood,1,,Biodistribution in rat blood in the presence of 0.001 M/0.008 M GdDTPA-AEP,,BAO_0000218,9866,
In vivo,,A,,Intermediate,1,,50597,CHEMBL627937,178.0,7693,Rattus norvegicus,,10116.0,N,Blood,1,,Biodistribution in rat blood in the presence of 0.01 M GdDTPA-BDP,,BAO_0000218,9866,
In vivo,,A,,Intermediate,1,,50597,CHEMBL627938,178.0,7694,Rattus norvegicus,,10116.0,N,Blood,1,,Biodistribution in rat blood in the presence of 0.01 M/0.01 M GdDTPA-AEP,,BAO_0000218,9866,
In vivo,,A,,Intermediate,1,,50597,CHEMBL627939,178.0,7695,Rattus norvegicus,,10116.0,N,Blood,1,,Biodistribution in rat blood in the presence of 0.05 M Gd/0.15 M lig,,BAO_0000218,9866,
In vivo,,A,,Intermediate,1,,50597,CHEMBL627940,178.0,7696,Rattus norvegicus,,10116.0,N,Blood,1,,Biodistribution in rat blood in the presence of 0.05 M GdDTPA-BDP,,BAO_0000218,9866,
In vivo,,A,,Intermediate,1,,50597,CHEMBL627941,178.0,7697,Rattus norvegicus,,10116.0,N,Blood,1,,Biodistribution in rat blood in the presence of 0.05 M/0.05 M GdDTPA-AEP,,BAO_0000218,9866,
In vivo,,A,,Intermediate,1,,50597,CHEMBL876800,178.0,7698,Rattus norvegicus,,10116.0,N,Blood,1,,Biodistribution in rat blood in the presence of 0.05 M/0.08 M GdDTPA-HPDP,,BAO_0000218,9866,
In vivo,,A,,Intermediate,1,,50597,CHEMBL627942,178.0,7699,Rattus norvegicus,,10116.0,N,Blood,1,,Biodistribution in rat blood in the presence of 0.10 M GdDTPA-BDP,,BAO_0000218,9866,
In vivo,,A,,Intermediate,1,,50597,CHEMBL627943,178.0,7700,Rattus norvegicus,,10116.0,N,Blood,1,,Biodistribution in rat blood in the presence of 0.10 M/0.11 M GdDTPA-AEP,,BAO_0000218,9866,
In vivo,,A,,Intermediate,1,,50597,CHEMBL627944,178.0,7701,Rattus norvegicus,,10116.0,N,Blood,1,,Biodistribution in rat blood in the presence of 50 Gd/kg at 15 min,,BAO_0000218,9866,
In vivo,,A,,Intermediate,1,,50597,CHEMBL627945,178.0,7702,Rattus norvegicus,,10116.0,N,Blood,1,,Biodistribution in rat blood in the presence of 50 Gd/kg at 2 hr,,BAO_0000218,9866,
In vivo,,A,,Intermediate,1,,50597,CHEMBL628584,178.0,7703,Rattus norvegicus,,10116.0,N,Blood,1,,Biodistribution in rat blood in the presence of 50 Gd/kg at 6 hr,,BAO_0000218,9866,
In vivo,,A,,Intermediate,1,,50597,CHEMBL628585,178.0,7704,Rattus norvegicus,,10116.0,N,Blood,1,,Biodistribution in rat blood in the presence of GdDTPA at 15 min,,BAO_0000218,9866,
In vivo,,A,,Intermediate,1,,50597,CHEMBL628586,178.0,7705,Rattus norvegicus,,10116.0,N,Blood,1,,Biodistribution in rat blood in the presence of GdDTPA at 1 hr,,BAO_0000218,9866,
In vivo,,A,,Intermediate,1,,50597,CHEMBL628587,178.0,7706,Rattus norvegicus,,10116.0,N,Blood,1,,Biodistribution in rat blood in the presence of GdDTPA at 30 min,,BAO_0000218,9866,
In vivo,,A,,Intermediate,1,,50597,CHEMBL628588,178.0,7707,Rattus norvegicus,,10116.0,N,Blood,1,,Biodistribution in rat blood in the presence of GdDTPA at 4 hr,,BAO_0000218,9866,
In vivo,,A,,Intermediate,1,,50597,CHEMBL628589,178.0,7708,Rattus norvegicus,,10116.0,N,Blood,1,,Biodistribution in rat blood in the presence of GdDTPA-BDP at 15 min,,BAO_0000218,9866,
In vivo,,A,,Intermediate,1,,50597,CHEMBL625304,178.0,7709,Rattus norvegicus,,10116.0,N,Blood,1,,Biodistribution in rat blood in the presence of GdDTPA-BDP at 30 min,,BAO_0000218,9866,
In vivo,,A,,Intermediate,1,,50597,CHEMBL625305,178.0,7710,Rattus norvegicus,,10116.0,N,Blood,1,,Biodistribution in rat blood in the presence of GdDTPA-BDP at 4 hr,,BAO_0000218,9866,
In vivo,,A,,Intermediate,1,,50597,CHEMBL625306,178.0,7711,Rattus norvegicus,,10116.0,N,Blood,1,,Biodistribution in rat blood in the presence of GdDTPA-BDPat 1 hr,,BAO_0000218,9866,
In vivo,,A,,Intermediate,1,,50597,CHEMBL625307,178.0,7712,Rattus norvegicus,,10116.0,N,Blood,1,,Biodistribution in rat blood in the presence of GdDTPA-HPDP at 15 min,,BAO_0000218,9866,
In vivo,,A,,Intermediate,1,,50597,CHEMBL625308,178.0,7713,Rattus norvegicus,,10116.0,N,Blood,1,,Biodistribution in rat blood in the presence of GdDTPA-HPDP at 30 min,,BAO_0000218,9866,
In vivo,,A,,Intermediate,1,,50597,CHEMBL627740,178.0,7714,Rattus norvegicus,,10116.0,N,Blood,1,,Biodistribution in rat blood in the presence of GdDTPA-HPDP at 4 hr,,BAO_0000218,9866,
In vivo,,A,,Intermediate,1,,50597,CHEMBL627741,178.0,7715,Rattus norvegicus,,10116.0,N,Blood,1,,Biodistribution in rat blood in the presence of GdDTPA-HPDPat 1 hr,,BAO_0000218,9866,
In vivo,,A,,Intermediate,1,,50597,CHEMBL627742,178.0,7716,Rattus norvegicus,,10116.0,N,Blood,1,,Biodistribution in rat blood in the presence of NAC Gd/0.01 M GdDTPA-HPDP,,BAO_0000218,9866,
In vivo,,A,,Intermediate,1,,50597,CHEMBL627743,178.0,7717,Rattus norvegicus,,10116.0,N,Blood,1,,Biodistribution in rat blood in the presence of NCA Gd/0.01 M lip,,BAO_0000218,9866,
In vivo,,A,,Intermediate,1,,50597,CHEMBL627744,178.0,7718,Rattus norvegicus,,10116.0,N,Blood,1,,Biodistribution in rat blood in the presence of NCAGd/0.01 M lig,,BAO_0000218,9866,
In vivo,,A,,Intermediate,1,,50597,CHEMBL627745,10000001.0,7719,Rattus norvegicus,,10116.0,N,Bone,1,,Biodistribution in rat bone in the presence of 0.01 M GdDTPA-BDP,,BAO_0000218,9866,
In vivo,,A,,Intermediate,1,,50597,CHEMBL627746,10000001.0,7720,Rattus norvegicus,,10116.0,N,Bone,1,,Biodistribution in rat bone in the presence of 0.01 M/0.01 M GdDTPA-AEP,,BAO_0000218,9866,
In vivo,,A,,Intermediate,1,,50597,CHEMBL627747,10000001.0,7721,Rattus norvegicus,,10116.0,N,Bone,1,,Biodistribution in rat bone in the presence of 0.01 M/0.08 M GdDTPA-AEP,,BAO_0000218,9866,
In vivo,,A,,Intermediate,1,,50597,CHEMBL876810,10000001.0,7722,Rattus norvegicus,,10116.0,N,Bone,1,,Biodistribution in rat bone in the presence of 0.05 M Gd/0.15 M lig,,BAO_0000218,9866,
In vivo,,A,,Intermediate,1,,50597,CHEMBL627748,10000001.0,7723,Rattus norvegicus,,10116.0,N,Bone,1,,Biodistribution in rat bone in the presence of 0.05 M GdDTPA-BDP,,BAO_0000218,9866,
In vivo,,A,,Intermediate,1,,50597,CHEMBL627749,10000001.0,7724,Rattus norvegicus,,10116.0,N,Bone,1,,Biodistribution in rat bone in the presence of 0.05 M/0.05 M GdDTPA-AEP,,BAO_0000218,9866,
In vivo,,A,,Intermediate,1,,50597,CHEMBL627750,10000001.0,7725,Rattus norvegicus,,10116.0,N,Bone,1,,Biodistribution in rat bone in the presence of 0.05 M/0.08 M GdDTPA-HPDP,,BAO_0000218,9866,
In vivo,,A,,Intermediate,1,,50597,CHEMBL618728,10000001.0,7726,Rattus norvegicus,,10116.0,N,Bone,1,,Biodistribution in rat bone in the presence of 0.10 M GdDTPA-BDP,,BAO_0000218,9866,
In vivo,,A,,Intermediate,1,,50597,CHEMBL618729,10000001.0,7727,Rattus norvegicus,,10116.0,N,Bone,1,,Biodistribution in rat bone in the presence of 0.10 M/0.11 M GdDTPA-AEP,,BAO_0000218,9866,
In vivo,,A,,Intermediate,1,,50597,CHEMBL618730,10000001.0,7728,Rattus norvegicus,,10116.0,N,Bone,1,,Biodistribution in rat bone in the presence of GdDTPA at 15 min,,BAO_0000218,9866,
In vivo,,A,,Intermediate,1,,50597,CHEMBL618731,10000001.0,7729,Rattus norvegicus,,10116.0,N,Bone,1,,Biodistribution in rat bone in the presence of GdDTPA at 1 hr,,BAO_0000218,9866,
In vivo,,A,,Intermediate,1,,50597,CHEMBL618732,10000001.0,7730,Rattus norvegicus,,10116.0,N,Bone,1,,Biodistribution in rat bone in the presence of GdDTPA at 30 min,,BAO_0000218,9866,
In vivo,,A,,Intermediate,1,,50597,CHEMBL618733,10000001.0,7731,Rattus norvegicus,,10116.0,N,Bone,1,,Biodistribution in rat bone in the presence of GdDTPA at 4 hr,,BAO_0000218,9866,
In vivo,,A,,Intermediate,1,,50597,CHEMBL618734,10000001.0,7732,Rattus norvegicus,,10116.0,N,Bone,1,,Biodistribution in rat bone in the presence of GdDTPA-BDP at 15 min,,BAO_0000218,9866,
In vivo,,A,,Intermediate,1,,50597,CHEMBL618735,10000001.0,7733,Rattus norvegicus,,10116.0,N,Bone,1,,Biodistribution in rat bone in the presence of GdDTPA-BDP at 1 hr,,BAO_0000218,9866,
In vivo,,A,,Intermediate,1,,50597,CHEMBL876602,10000001.0,7734,Rattus norvegicus,,10116.0,N,Bone,1,,Biodistribution in rat bone in the presence of GdDTPA-BDP at 30 min,,BAO_0000218,9866,
In vivo,,A,,Intermediate,1,,50597,CHEMBL618736,10000001.0,7735,Rattus norvegicus,,10116.0,N,Bone,1,,Biodistribution in rat bone in the presence of GdDTPA-BDP at 4 hr,,BAO_0000218,9866,
In vivo,,A,,Intermediate,1,,50597,CHEMBL618737,10000001.0,7736,Rattus norvegicus,,10116.0,N,Bone,1,,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 15 min,,BAO_0000218,9866,
In vivo,,A,,Intermediate,1,,50597,CHEMBL618738,10000001.0,7737,Rattus norvegicus,,10116.0,N,Bone,1,,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 1 hr,,BAO_0000218,9866,
In vivo,,A,,Intermediate,1,,50597,CHEMBL618739,10000001.0,7738,Rattus norvegicus,,10116.0,N,Bone,1,,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 30 min,,BAO_0000218,9866,
In vivo,,A,,Intermediate,1,,50597,CHEMBL618740,10000001.0,7739,Rattus norvegicus,,10116.0,N,Bone,1,,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 4 hr,,BAO_0000218,9866,
In vivo,,A,,Intermediate,1,,50597,CHEMBL618741,10000001.0,7740,Rattus norvegicus,,10116.0,N,Bone,1,,Biodistribution in rat bone in the presence of NAC Gd/0.01 M GdDTPA-HPDP,,BAO_0000218,9866,
In vivo,,A,,Intermediate,1,,50597,CHEMBL618742,10000001.0,7741,Rattus norvegicus,,10116.0,N,Bone,1,,Biodistribution in rat bone in the presence of NCA Gd/0.01 M lip,,BAO_0000218,9866,
In vivo,,A,,Intermediate,1,,50597,CHEMBL618743,10000001.0,7742,Rattus norvegicus,,10116.0,N,Bone,1,,Biodistribution in rat bone in the presence of NCAGd/0.01 M lig,,BAO_0000218,9866,
In vivo,,A,,Intermediate,1,,50597,CHEMBL618744,1969.0,7743,Rattus norvegicus,,10116.0,N,Plasma,1,,Half-life from rat plasma at a single oral dose of 25 mg/kg,,BAO_0000218,17752,
,,A,,Intermediate,1,,50597,CHEMBL618745,,7744,Rattus norvegicus,,10116.0,N,,1,,Half-life in male rat,,BAO_0000218,5610,
In vivo,,A,,Intermediate,1,,50597,CHEMBL620479,,7745,Rattus norvegicus,,10116.0,N,,1,,Half-life in rat after peroral administration at 10 mg/kg concentration,,BAO_0000218,5939,
In vivo,,A,,Intermediate,1,,50597,CHEMBL620480,,7746,Rattus norvegicus,,10116.0,N,,1,,Half-life in rat after peroral administration at 5 mg/kg concentration,,BAO_0000218,5939,
In vivo,,A,,Intermediate,1,,50597,CHEMBL620481,,7747,Rattus norvegicus,,10116.0,N,,1,,Half-life in rat at a dose of 3 mg/kg,,BAO_0000218,17771,
,,A,,Intermediate,1,,50597,CHEMBL620482,,7748,Rattus norvegicus,,10116.0,N,,1,,Half-life was evaluated in rats,,BAO_0000218,1974,
,,A,,Intermediate,1,,50597,CHEMBL876603,,7749,Rattus norvegicus,,10116.0,N,,1,,Half-life was measured in rat,,BAO_0000218,4239,
In vivo,,A,,Intermediate,1,,50597,CHEMBL620483,,7750,Rattus norvegicus,,10116.0,N,,1,,Half-life period for the compound was determined in rats at 50 mg/kg dose,,BAO_0000218,6681,
In vivo,,A,,Intermediate,1,,50597,CHEMBL620484,,7751,Rattus norvegicus,,10116.0,N,,1,,Half-life period in rats after intravenous administration at 5 mg/kg,,BAO_0000218,17752,
In vivo,,A,,Intermediate,1,,50597,CHEMBL620485,,7752,Rattus norvegicus,,10116.0,N,,1,,Half-life period in rat at 10 mg/kg,,BAO_0000218,6046,
In vivo,,A,,Intermediate,1,,50597,CHEMBL620486,,7753,Rattus norvegicus,,10116.0,N,,1,,"Half-life period was determined in rats at 10 mg/kg, p.o. dose",,BAO_0000218,6685,
In vivo,,A,,Intermediate,1,,50597,CHEMBL620487,,7754,Rattus norvegicus,,10116.0,N,,1,,"Half-life period was determined in rats at 20 mg/kg, i.p. dose",,BAO_0000218,6685,
In vivo,,A,,Intermediate,1,,50597,CHEMBL620488,,7755,Rattus norvegicus,,10116.0,N,,1,,"Half-life period was determined in rats at 2 mg/kg, i.v. dose",,BAO_0000218,6685,
In vivo,,A,,Intermediate,1,,50597,CHEMBL620489,,7756,Rattus norvegicus,,10116.0,N,,1,,Half-life time in rat the dose of 2 mg/kg,,BAO_0000218,4727,
In vivo,,A,,Intermediate,1,,50597,CHEMBL620490,,7757,Rattus norvegicus,,10116.0,N,,1,,Half-life was estimated from the elimination phase of the oral [C] vs time curves in 4 rats,,BAO_0000218,1088,
In vivo,,A,,Intermediate,1,,50597,CHEMBL620491,,7758,Rattus norvegicus,,10116.0,N,,1,,In vivo activity against Staphylococcus aureus when administered orally for 1 hr in rat at a dose of 15 mg/kg,,BAO_0000218,5610,
In vivo,,A,,Intermediate,1,,50597,CHEMBL876604,1969.0,7759,Rattus norvegicus,,10116.0,N,Plasma,1,,"In vivo half life of compound in rat plasma after a oral dose of 10 mg/kg (in water, N=4)",,BAO_0000218,3032,
In vivo,,A,,Intermediate,1,,50597,CHEMBL620492,,7760,Rattus norvegicus,,10116.0,N,,1,,Oral half life was determined,,BAO_0000218,5199,
In vivo,,A,,Intermediate,1,,50597,CHEMBL620493,,7761,Rattus norvegicus,,10116.0,N,,1,,"Pharmacokinetic Parameter, half life period measured in Female Wistar Rats at 100 mg/kg by po administration",,BAO_0000218,14941,
In vivo,,A,,Intermediate,1,,50597,CHEMBL620494,,7762,Rattus norvegicus,,10116.0,N,,1,,Pharmacokinetic property (t1/2) in rat,,BAO_0000218,4408,
,,A,,Intermediate,1,,50597,CHEMBL620495,1969.0,7763,Rattus norvegicus,,10116.0,N,Plasma,1,,Plasma elimination half-life was determined,,BAO_0000218,2552,
In vivo,,A,,Intermediate,1,,50597,CHEMBL620496,1969.0,7764,Rattus norvegicus,,10116.0,N,Plasma,1,,Plasma elimination half-life was determined in female Sprague-Dawley rats following intravenous (iv) administration of drug (1 mg/kg).,,BAO_0000218,5199,
