assay_id,variant_id,src_id,assay_subcellular_fraction,assay_organism,cell_id,doc_id,description,assay_type,assay_test_type,assay_category,assay_tax_id,assay_strain,assay_tissue
209,,1,,,,16474,Inhibitory activity against human platelet 12-lipoxygenase (12-HLO),B,,,,,
210,,1,,,,1630,Inhibitory activity against human platelet 12-lipoxygenase,B,,,,,
211,,1,,,,167,Inhibitory activity against human platelet 12-lipoxygenase was evaluated,B,,,,,
212,,1,,,,16474,% inhibition against human platelet 12-lipoxygenase (12-HLO),B,,,,,
213,,1,,,,167,Inhibitory activity against human platelet 12-lipoxygenase was evaluated at 100 uM,B,,,,,
214,,1,,,,16474,percent inhibition against human platelet 12-lipoxygenase (12-HLO); NI is no inhibition,B,,,,,
215,,1,,,,10091,Inhibitory activity towards porcine 12-lipoxygenase,B,,,,,
216,,1,,,,11966,Tested for inhibition against porcine 12-LO,B,,,,,
217,,1,,,,951,Inhibition of 12-lipoxygenase was evaluated in rat platelets stimulated by thrombin up to a concentration of 10 uM; NE means No effect,B,,,,,
218,,1,,,,10997,Inhibitory activity against 12-lipoxygenase in rat platelet rich plasma,B,,,,,
219,,1,,,,10193,In vitro inhibition of rat platelet 12-lipoxygenase,B,,,,,
220,,1,,,,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,B,,,,,
221,,1,,,,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 100 uM,B,,,,,
222,,1,,,,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 30 uM,B,,,,,
223,,1,,,,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,B,,,,,
224,,1,,,,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase,B,,,,,
225,,1,,,,11087,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 uM,B,,,,,
226,,1,,Homo sapiens,621.0,15569,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,F,,,9606.0,,
227,,1,,Homo sapiens,621.0,12989,In vitro antitumor activity against 41M cell line.,F,,,9606.0,,
228,,1,,Homo sapiens,621.0,16745,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,F,,,9606.0,,
229,,1,,Homo sapiens,621.0,15569,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,F,,,9606.0,,
230,,1,,Homo sapiens,621.0,12989,In vitro antitumor activity against 41McisR cell line.,F,,,9606.0,,
231,,1,,Homo sapiens,621.0,12989,Resistant factor was determined between IC50 of cisplatin-resistant human tumor cell lines to that of 41McisR cell line,F,,,9606.0,,
232,,1,,Homo sapiens,621.0,16745,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,F,,,9606.0,,
233,,1,,Homo sapiens,,6210,Inhibition of 5'-inosine monophosphate dehydrogenase type I (IMPDH I),B,,,9606.0,,
234,,1,,Homo sapiens,,6210,Inhibition of 5'-inosine monophosphate dehydrogenase type II (IMPDH II),B,,,9606.0,,
235,,1,,,,6226,Inhibitory activity against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II),B,,,,,
236,,1,,,,17855,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase,B,,,,,
237,,1,,,,17855,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase; nd = Not determined,B,,,,,
238,,1,,,,17855,Initial dissociation constant towards human 5'-methylthioadenosine phosphorylase,B,,,,,
239,,1,,,,10413,"Evaluated for inhibitory activity on 5,10-Methenyl Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",B,,,,,
240,,1,,Escherichia coli,,10413,"Inhibitory activity against 5,10-methylenetetrahydrofolate dehydrogenase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",B,,,562.0,,
241,,1,,Escherichia coli,,10413,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",B,,,562.0,,
242,,1,,Escherichia coli,,10413,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM;NT=Not tested",B,,,562.0,,
243,,1,,,,10413,"Evaluated for inhibitory activity on 5,10-Methylene Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",B,,,,,
244,,1,,,,10413,"Evaluated for inhibitory activity on 5,10-methylenetetrahydrofolate dehydrogenase(L cell) at folate substrate concentration of 100 uM",B,,,,,
245,,1,,Sus scrofa,,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",B,,,9823.0,,
246,,1,,Sus scrofa,,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (A,porcine liver) enzyme.",B,,,9823.0,,
247,,1,,Sus scrofa,,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-4 M inhibitory concentration",B,,,9823.0,,
248,,1,,Sus scrofa,,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-5 M inhibitory concentration",B,,,9823.0,,
249,,1,,Sus scrofa,,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",B,,,9823.0,,
250,,1,,Sus scrofa,,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",B,,,9823.0,,
251,,1,,Sus scrofa,,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-5 M inhibitory concentration",B,,,9823.0,,
252,,1,,Sus scrofa,,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-6 M inhibitory concentration",B,,,9823.0,,
253,,1,,Sus scrofa,,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-7 M inhibitory concentration",B,,,9823.0,,
254,,1,,Sus scrofa,,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme.",B,,,9823.0,,
255,,1,,Sus scrofa,,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",B,,,9823.0,,
256,,1,,Sus scrofa,,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",B,,,9823.0,,
257,,1,,,,7323,"Compound was tested for in vitro inhibition of 5,10-Methylene Tetrahydrofolate Cyclohydrolase, competitive against (+)-L-5,10-methenyltetrahydrofolate",B,,,,,
258,,1,,Sus scrofa,,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme at 10E-4 M inhibitory concentration",B,,,9823.0,,
259,,1,,Sus scrofa,,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme.",B,,,9823.0,,
260,,1,,Saccharomyces cerevisiae,,13750,Inhibition of 5-Desaturase involved in ergosterol biosynthesis,B,,,4932.0,,
261,,1,,Rattus norvegicus,,7662,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,B,,,10116.0,,
262,,1,,Rattus norvegicus,,7662,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,B,,,10116.0,,
263,,1,,Rattus norvegicus,,7662,"Irreversible inhibition of Walker 256 FUDR phosphorylase; expressed as Vo/Vi, velocity without inhibitor to that of velocity with inhibitor",B,,,10116.0,,
264,,1,,,,12211,"Tested for 5-HT 3 receptor antagonist potency by ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",F,,,,,
265,,1,,,,12211,"Compound was tested for its 5-HT 3 receptor antagonist potency by their ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",F,,,,,
266,,1,,Cavia porcellus,,12211,Relative ability to increase cholinergically mediated contractions in isolated ileum of guinea pig,F,,,10141.0,,Ileum
267,,1,,,,12211,Stimulatory activity of intragastric pressure was tested in the rat,F,,,,,
268,,1,,,,15453,% Decrease of 5-HT carrier-receptor -bound radioactivity using paroxetine as a radioligand.,B,,,,,
269,,1,,Rattus norvegicus,,11884,Dose to reduce neuronal firing against 5-HT cells in rats (iv),F,,,10116.0,,
270,,1,,,,7185,Antagonistic activity of corresponding methoxy compound against serotonin 5-HT receptor,F,,,,,
271,,1,,Homo sapiens,,6876,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine,B,,,9606.0,,
272,,1,,Homo sapiens,,6876,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine; No data,B,,,9606.0,,
273,,1,,,,11863,Inhibition of high affinity 5-HT uptake at concentration of 1 uM,F,,,,,
274,,1,,,,11863,Inhibition constant of high-affinity 5-HT uptake,B,,,,,
275,,1,,,,11863,Michaelis-Menten constant was reported for high affinity transport of 5-HT,F,,,,,
276,,1,,,,11863,Maximum rate was determined for high affinity transport of 5-HT,F,,,,,
277,,1,,,,4639,Compound was tested for agonistic activity against 5-HT uptake,F,,,,,
278,,1,,,,15796,Inhibition affinity against 5-HT-1B receptor in rat frontal cortex using radio binding assay,B,,,,,
279,,1,,Bos taurus,,15796,Inhibition affinity against 5-HT-1D receptor in bovine caudate nucleus using radio binding assay,B,,,9913.0,,
280,,1,,Rattus norvegicus,,12801,Binding affinity towards 5-hydroxytryptamine 1 receptor using [3H]5-HT as radioligand,B,,,10116.0,,
281,,1,,,,12801,The compound was evaluated for the binding affinity towards 5-hydroxytryptamine 1 using [3H]5-HT as radioligand,B,,,,,
282,,1,Membranes,,,12120,Percent inhibition of binding of 3.0 nM [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat caudate membranes at 10 e -5 M,B,,,,,
283,,1,Membranes,,,12120,Percent inhibition of binding of 3.0 nM [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat caudate membranes at 10 e -5 M.,B,,,,,
284,,1,,,,11963,Displacement of binding of [3H]-5-HT to 5-hydroxytryptamine 1 receptor in rat cerebral cortex,B,,,,,
285,,1,,,,11701,Dose required to reduce neuronal firing of 5-HT1A cells by 50%,F,,,,,
286,,1,,,,9995,In vitro inhibition of [3H]5-HT (2 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,B,,,,,Hippocampus
287,,1,,,,9995,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-HT1A receptor from bovine hippocampus,B,,,,,Hippocampus
288,,1,,,,9995,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,B,,,,,Hippocampus
289,,1,,,,16394,Antagonistic activity at postsynaptic 5-HT1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (.26-3.52),F,In vivo,,,,
290,,1,,Cavia porcellus,,11574,Effect on forskolin stimulated adenylate cyclase activity at 5-HT1D receptor of guinea pig substantia nigra.,F,,,10141.0,,
291,,1,,,449.0,15779,Binding affinity towards 5-HT1F (human cloned receptor) in CHO cells using [3H]5-HT as radioligand.,B,,,,,
292,,1,,,,15363,Compound was tested for the displacement of [125I]DOI from clone human 5-hydroxytryptamine 2A receptor,B,,,,,
293,,1,,Rattus norvegicus,,15363,Efficacy against 5-hydroxytryptamine 2A receptor,F,,,10116.0,,
294,,1,,,,15329,Intrinsic activity towards 5-HT2A receptor of rat tail artery,F,,,,,
295,,1,,,,15329,Relative potency towards 5-HT2A receptor of rat tail artery,F,,,,,
296,,1,,,,15329,Blocking 5-HT2A receptor-mediated contractions of rat tail artery,F,,,,,
297,,1,,,,15329,Partial agonism at 5-HT2A receptor was evaluated in presence of ketanserin (3-10 nM) in isolated rat tail artery,F,,,,,
298,,1,,,,15329,Compound was tested for the intrinsic activity against 5-HT2A receptors of rat tail artery.,F,,,,,
299,,1,,,,15329,Effectiveness in blocking 5-HT2A receptor-mediated contractions of rat tail artery,F,,,,,
300,,1,,Cavia porcellus,,273,Evaluated for the agonistic activity against 5-HT4 receptor in non-electrically stimulated guinea-pig ileum.,F,,,10141.0,,Ileum
301,,1,,Cavia porcellus,,273,Agonistic activity against Serotonin 5-HT4 receptor in low frequency field stimulation of guinea-pig ileum (FSGPI),F,,,10141.0,,Ileum
302,,1,,Cavia porcellus,,273,Evaluated for the agonistic activity against Serotonin 5-HT4 receptor in non-electrically stimulated guinea-pig ileum.,F,,,10141.0,,Ileum
303,,1,,,,12092,The binding affinity was measured on 5-hydroxytryptamine 4 receptor using [3H]- GR-113808 as radioligand.,B,,,,,
304,,1,,Rattus norvegicus,,1317,Antagonist activity against 5-HT4 receptor mediated relaxation of rat carbachol contracted esophageal muscularis mucosae,F,,,10116.0,,
305,,1,,,,12409,Binding affinity against 5-hydroxytryptamine 4 receptor,B,,,,,
306,,1,,Gallus gallus,,11126,Relative competitive index values for binding to 25-OH-D3-1-hydroxylase of chick intestine,B,,,9031.0,,
307,,1,,Homo sapiens,,11126,Inhibitory effect (10e-6 M) on the 25-OH-D3-1-hydroxylase activity,F,,,9606.0,,
308,,1,,Homo sapiens,,11126,25-OH-D3-1-hydroxylase activity (10e-6 M) was measured as %control,F,,,9606.0,,
309,,1,,Homo sapiens,649.0,11126,Relative competitive index values for binding to 25-OH-D3-1-hydroxylase of human HL-60 cells,B,,,9606.0,,
310,,1,,Homo sapiens,,11126,Inhibitory effect (10e-6 M) on the 25-hydroxyvitamin D3-1-hydroxylase activity,B,,,9606.0,,
311,,1,,Homo sapiens,,11126,25-hydroxyvitamin D3-1-hydroxylase activity (10e-6 M) was measured as %control,B,,,9606.0,,
312,,1,,Homo sapiens,,17807,Displacement of [3H]-Ro- 15-1788 from human GABA-A alpha-1-beta-3-gamma-2 receptor subunits expressed in Xenopus oocytes,B,,,9606.0,,
313,,1,,,,16575,Chymotryptic inhibitory activity against 26S proteasome,F,,,,,
314,,1,,,,15407,Inhibitory activity against 26S proteasome degradation of IkB,B,,,,,
315,,1,,Homo sapiens,478.0,10797,In vitro inhibition of 2780/DOX ovarian cancer cell line,F,,,9606.0,,
316,,1,,Homo sapiens,478.0,10797,In vitro inhibition of 2780/S ovarian cancer cell line,F,,,9606.0,,
317,,1,,Homo sapiens,,3469,Relative activity on the cellular accumulation of vincristine in multidrug-resistant (MDR) human ovarian cancer 2780AD cells,F,,,9606.0,,
318,,1,,,,16037,Association constant for binding to AATT 28-mer AATT hairpin,B,,,,,
319,,1,,,,16037,Kinetically Defined Association Constant for 28-mer AATT hairpin.,B,,,,,
320,,1,,,,16037,Reaction Rate Parameter for 28-mer AATT hairpin,B,,,,,
321,,1,,,,16037,Reaction Rate Parameter for 28-mer AATT hairpin,B,,,,,
322,,1,,Homo sapiens,,16524,Antiviral activity against envelope deficient HIV-1 in a single cycle replication assay (experiment 1),F,,,9606.0,,
323,,1,,Homo sapiens,,16524,Antiviral activity against envelope deficient HIV-1 in a single cycle replication assay (experiment 2),F,,,9606.0,,
324,,1,,Homo sapiens,,16524,Inhibitory concentration by single cycle replication assay using envelope deficient HIV-1,F,,,9606.0,,
325,,1,,Cricetulus griseus,,16758,Cytotoxicity against cell line 2SC/20 determined by MTT test,F,,,10029.0,,
326,,1,,Cricetulus griseus,,16758,Cytotoxicity against cell line 2SC/20 of hamster determined by MTT test,F,,,10029.0,,
327,,1,,Cricetulus griseus,,16758,Inhibitory concentration against the growth of 2SC/20 cell line after 72 hr of drug exposure by MTT test,F,,,10029.0,,
328,,1,,,,14360,Binding affinity on 3 beta-hydroxysteroid dehydrogenase,B,,,,,
329,,1,,Homo sapiens,,14360,Binding affinity for 3-beta-hydroxysteroid dehydrogenase,B,,,9606.0,,
330,,1,,Rattus norvegicus,,9964,Selectivity ratio of ID50 in liver and heart,B,,,10116.0,,
331,,1,,,,9964,"Selectivity, ratio of relative ID50 in liver and heart",B,,,,,
332,,1,,,,9964,Binding affinity to the receptor was determined in isolated nuclei of heart(In vitro) relative to T3,B,,,,,
333,,1,,,,9964,"Binding affinity to the receptor was determined in nuclei of heart In vivo 1 hour after intravenous administration relative to 3,5,3' triiodothyronine receptor",B,,,,,
334,,1,,,,9964,"Binding affinity to the receptor was determined in nuclei of liver In vivo 1 hour after intravenous administration relative to 3,5,3' triiodothyronine receptor",B,,,,,
335,,1,,,,9964,"Binding affinity to the receptor was determined in nuclei of liver in vivo 1 hour after intravenous administration relative to 3,5,3' triiodothyronine receptor",B,In vivo,,,,
336,,1,,,,9964,"Binding affinity to the receptor was determined in nuclei of liver in vivo 1 hour after intravenous administration relative to 3,5,3' triiodothyronine receptor",F,In vivo,,,,
337,,1,,,,9964,"Binding affinity to the thyroid hormone receptor was determined in vitro in isolated nuclei of rat liver relative to 3,5,3' triiodothyronine",B,,,,,
338,,1,,,,9964,Binding affinity to the receptor was determined in vitro in isolated nuclei of rat liver relative to T3,B,,,,,
339,,1,,Homo sapiens,,9964,"Binding affinity to thyroid hormone receptor beta, relative to 3,5,3' triiodothyronine receptor, in isolated nuclei of heart",B,,,9606.0,,
340,,1,,,,9964,In vitro binding affinity to the receptor was determined in isolated nuclei of heart relative to T3,B,,,,,
341,,1,,,,9964,In vitro binding affinity to the receptor was determined in isolated nuclei of heart relative to T3,F,,,,,
342,,1,,,,9964,"Binding affinity to the receptor was determined in isolated nuclei of heart(In vitro) relative to 3,5,3' triiodothyronine receptor",B,,,,,
343,,1,,Rattus norvegicus,,9964,"In vivo binding affinity for 3,5,3'' triiodothyronine receptor of heart nuclei 1 hr after intravenous administration",B,,,10116.0,,
344,,1,,,,9964,Binding affinity to the receptor was determined in nuclei of heart in vivo 1 hour after intravenous administration relative to T3,B,In vivo,,,,
345,,1,,,,9964,"Binding affinity to the receptor was determined in nuclei of liver In vivo 1 hour after intravenous administration relative to 3,5,3' triiodothyronine receptor",B,,,,,
