assay_id,assay_test_type,curated_by,confidence_score,cell_id,bao_format,doc_id,description,assay_type,assay_category,assay_organism,assay_tax_id,assay_strain,assay_tissue
176,,Autocutatiog,9,,BsO0000457,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 35:65,B,,Glycine max,3847.0,,
177,,xutockration,9,,BAO00p0r57,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 50:50,B,,Glycine max,3847.0,,
178,,zutocyration,9,,BAp0o00357,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 76:24,B,,Glycine max,3847.0,,
179,,A8tocuratiog,9,,BsO0p00357,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 87:13,B,,Glycine max,3847.0,,
180,,Autkcuratlon,9,,BAO000p35y,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 89:11,B,,Glycine max,3847.0,,
181,,Autocurxti0n,9,,BA80000356,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 95:5,B,,Glycine max,3847.0,,
182,,Augocu3ation,9,,BAOp0o0357,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 97:3,B,,Glycine max,3847.0,,
183,,Autocurztiln,9,,hAp0000357,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 99:1,B,,Glycine max,3847.0,,
184,,Augochration,0,,BAO90000q9,10413,Evaluated for inhibitory activity on 10-formyltetrahydrofolate synthetase(L cell) at folate substrate concentration of 100 uM,B,,Mus musculus,10090.0,,
185,,Inte4med8ate,1,368.0,BAO0000e29,16929,Cells were harvested and were assayed for luciferase and -galactosidase activities (Transcriptional activity),F,,Mus musculus,10090.0,,
186,,Igtegmediate,0,,BAOp000p19,1229,In vitro anticancer activity against 11 NCI NSCLC cell lines; inactive,F,,,,,
187,,Au4ocuratiin,8,,BAl9000357,16587,In vitro inhibitory activity against human 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),B,,,,,
188,,A8tocurat9on,8,,BAp000o357,16587,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),B,,,,,
189,,Autocura6iin,8,,BAOo00035y,16587,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA).,B,,,,,
190,,w6tocuration,8,,BzO0000r57,16587,Ability to convert [3H]cortisol to the tritium labeled cortisone in the presence of human 11 beta hydroxysteroid dehydrogenase type 2,B,,,,,
191,,xutocurayion,8,,BxO0090357,16587,Inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 2 at a concentration of 0.2 mM; NI means no inhibition,B,,,,,
192,,Expwrt,9,,BsO0000029,8058,Evaluated for inhibition of bovine adrenal cortical mitochondrial 11 beta-hydroxylase,F,,Bos taurus,9913.0,,
193,,Experr,9,,BAO000pw57,9065,Effect on adrenal 11-beta-hydroxylase activity at 10e-4 M; No significant effect,B,,Rattus norvegicus,10116.0,,
194,,Experh,9,,BAOoo00357,8865,Inhibition of 11 beta-hydroxylase from rat adrenal gland,B,,Rattus norvegicus,10116.0,,Adrenal gland
195,,rxpert,9,,BAO00p0457,9066,Inhibition of rat adrenal 11-beta-hydroxylase,B,,Rattus norvegicus,10116.0,,
196,,Expery,9,,BAO0o00257,8394,Inhibition of rat adrenal 11-beta-hydroxylase,B,,Rattus norvegicus,10116.0,,
197,,Edpert,9,,BzO000035y,8394,Inhibition of rat adrenal 11-beta-hydroxylase at 10e-5 M,B,,Rattus norvegicus,10116.0,,
198,,Autocudqtion,8,,BzO0p00019,6431,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 1 of wistar rat liver cytosol at 10 uM was determined using [3H]cortisone,B,,,,,
199,,zutocurati9n,8,,BAO0090w57,6431,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,B,,,,,
200,,Autocuratu9n,8,,BAO0o00367,6431,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,B,,,,,
201,,Aytoduration,8,,BAO0o00018,9295,Compound was tested for the percent of inhibition against 12-LO at 10 uM,F,,,,,
202,,Autpcu3ation,8,,BAO90p0019,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,B,,,,,
203,,sut9curation,8,,BAO00o0p19,13622,Compound was tested in vitro for inhibition of 12-LO human platelet,B,,,,,
204,,Augocurwtion,8,,BAO00009w9,12079,Inhibitory concentration against human platelet 12-lipoxygenase,F,,,,,
205,,A6tocuratioj,8,,BAlp000019,13622,Compound at 100 uM was tested in vitro for inhibition of 12-LO human platelet,B,,,,,
206,,Autocurzyion,9,,BAO00000wo,12079,Inhibitory concentration against human platelet 12-lipoxygenase,F,,Homo sapiens,9606.0,,
207,,Expe5t,8,,BxO00000w9,13500,Tested for inhibition of 12-LO (12-lipoxygenase) as an inhibitor of 12(S)-HETE biosynthesis in mouse epidermal homogenates,B,,,,,
208,,Exprrt,8,,BAO00093t7,13723,Inhibitory activity against conversion of [1-14C]arachidonic acid to 12-HPETE and its reduction product 12-HETE by porcine leukocyte type 12-lipoxygenase,B,,,,,
209,,Autocurafi0n,8,,BAk000001p,16474,Inhibitory activity against human platelet 12-lipoxygenase (12-HLO),B,,,,,
210,,A8tocueation,8,,BwO00p0019,1630,Inhibitory activity against human platelet 12-lipoxygenase,B,,,,,
211,,Autlcuratioj,8,,vA90000019,167,Inhibitory activity against human platelet 12-lipoxygenase was evaluated,B,,,,,
212,,Autosurstion,8,,Bq00000019,16474,% inhibition against human platelet 12-lipoxygenase (12-HLO),B,,,,,
213,,Autocyratioj,8,,BAO0000o18,167,Inhibitory activity against human platelet 12-lipoxygenase was evaluated at 100 uM,B,,,,,
214,,zutockration,8,,hAO0000p19,16474,percent inhibition against human platelet 12-lipoxygenase (12-HLO); NI is no inhibition,B,,,,,
215,,A6tocu4ation,8,,fAO00o0357,10091,Inhibitory activity towards porcine 12-lipoxygenase,B,,,,,
216,,Autkcuratikn,8,,BAO0p0p357,11966,Tested for inhibition against porcine 12-LO,B,,,,,
217,,Ait9curation,8,,BAOp000o19,951,Inhibition of 12-lipoxygenase was evaluated in rat platelets stimulated by thrombin up to a concentration of 10 uM; NE means No effect,B,,,,,
218,,Auyocueation,8,,BAk0o00019,10997,Inhibitory activity against 12-lipoxygenase in rat platelet rich plasma,B,,,,,
219,,Expeft,8,,BAO00900q9,10193,In vitro inhibition of rat platelet 12-lipoxygenase,B,,,,,
220,,Autodjration,8,,BAl0009019,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,B,,,,,
221,,wutoc7ration,8,,BxO0009019,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 100 uM,B,,,,,
222,,Autocu3wtion,8,,nAO0090019,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 30 uM,B,,,,,
223,,Auticjration,8,,Bx80000019,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,B,,,,,
224,,Au6oduration,8,,vAO0000018,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase,B,,,,,
225,,zutocudation,8,,BzO00000w9,11087,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 uM,B,,,,,
226,,Imtermedlate,1,379.0,BA9000o219,15569,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,F,,Homo sapiens,9606.0,,
227,,Exoert,1,217.0,BAp0000e19,12989,In vitro antitumor activity against 41M cell line.,F,,Homo sapiens,9606.0,,
228,,Igt3rmediate,1,116.0,BAp00002q9,16745,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,F,,Homo sapiens,9606.0,,
229,,Intermwduate,1,146.0,BAO0o0021o,15569,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,F,,Homo sapiens,9606.0,,
230,,Expe3t,1,417.0,BAO000011o,12989,In vitro antitumor activity against 41McisR cell line.,F,,Homo sapiens,9606.0,,
231,,Expeft,1,177.0,BAO00002wo,12989,Resistant factor was determined between IC50 of cisplatin-resistant human tumor cell lines to that of 41McisR cell line,F,,Homo sapiens,9606.0,,
232,,Intermediahw,1,352.0,BAOp0p0219,16745,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,F,,Homo sapiens,9606.0,,
233,,Exlert,9,,BAO0090e57,6210,Inhibition of 5'-inosine monophosphate dehydrogenase type I (IMPDH I),B,,Homo sapiens,9606.0,,
234,,fxpert,9,,BAO0000366,6210,Inhibition of 5'-inosine monophosphate dehydrogenase type II (IMPDH II),B,,Homo sapiens,9606.0,,
235,,Experg,8,,BAO000oe57,6226,Inhibitory activity against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II),B,,,,,
236,,dxpert,8,,hAO00p0357,17855,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase,B,,,,,
237,,Exp2rt,8,,BAO0009356,17855,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase; nd = Not determined,B,,,,,
238,,Ex0ert,8,,BAO00p0358,17855,Initial dissociation constant towards human 5'-methylthioadenosine phosphorylase,B,,,,,
239,,Autocurstiom,8,,BAO0000348,10413,"Evaluated for inhibitory activity on 5,10-Methenyl Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",B,,,,,
240,,Aut0curatiln,8,,BAk0900357,10413,"Inhibitory activity against 5,10-methylenetetrahydrofolate dehydrogenase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",B,,Escherichia coli,562.0,,
241,,Au6ocurayion,8,,nAk0000357,10413,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",B,,Escherichia coli,562.0,,
242,,Aut9c6ration,8,,BAO0o0o357,10413,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM;NT=Not tested",B,,Escherichia coli,562.0,,
243,,Aut8curat7on,8,,nAO0000358,10413,"Evaluated for inhibitory activity on 5,10-Methylene Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",B,,,,,
244,,Aurocura5ion,8,,BAO9009357,10413,"Evaluated for inhibitory activity on 5,10-methylenetetrahydrofolate dehydrogenase(L cell) at folate substrate concentration of 100 uM",B,,,,,
245,,wutocurahion,8,,BAp000p357,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",B,,Sus scrofa,9823.0,,
246,,sutosuration,8,,hAO0000029,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (A,porcine liver) enzyme.",B,,Sus scrofa,9823.0,,
247,,Autovura6ion,8,,BAOo00o357,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-4 M inhibitory concentration",B,,Sus scrofa,9823.0,,
248,,Autodiration,8,,BwO00o0357,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-5 M inhibitory concentration",B,,Sus scrofa,9823.0,,
249,,Autovurati0n,8,,BAO09p0357,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",B,,Sus scrofa,9823.0,,
250,,qutocueation,8,,hqO0000019,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",B,,Sus scrofa,9823.0,,
251,,Autlcurqtion,8,,BAO0090o19,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-5 M inhibitory concentration",B,,Sus scrofa,9823.0,,
252,,Autoc6rztion,8,,nAO00000q9,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-6 M inhibitory concentration",B,,Sus scrofa,9823.0,,
253,,Autlcuratuon,8,,BAi00o0019,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-7 M inhibitory concentration",B,,Sus scrofa,9823.0,,
254,,Auticurati8n,8,,BqO0000p19,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme.",B,,Sus scrofa,9823.0,,
255,,Autocudatioj,8,,BsO00p0357,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",B,,Sus scrofa,9823.0,,
256,,Autocuratkin,8,,fwO0000019,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",B,,Sus scrofa,9823.0,,
257,,zutocudation,8,,BAO900p357,7323,"Compound was tested for in vitro inhibition of 5,10-Methylene Tetrahydrofolate Cyclohydrolase, competitive against (+)-L-5,10-methenyltetrahydrofolate",B,,,,,
258,,Au68curation,0,,BAl0000010,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme at 10E-4 M inhibitory concentration",B,,Sus scrofa,9823.0,,
259,,Autocuratj9n,0,,BAO009001i,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme.",B,,Sus scrofa,9823.0,,
260,,Experh,8,,BAO0000456,13750,Inhibition of 5-Desaturase involved in ergosterol biosynthesis,B,,Saccharomyces cerevisiae,4932.0,,
261,,Au6ocuratikn,0,,fsO0000019,7662,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,B,,Rattus norvegicus,10116.0,,
262,,Aitocuratioj,0,,BAOp000029,7662,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,B,,Rattus norvegicus,10116.0,,
263,,Augocurarion,0,,BAO00o0010,7662,"Irreversible inhibition of Walker 256 FUDR phosphorylase; expressed as Vo/Vi, velocity without inhibitor to that of velocity with inhibitor",B,,Rattus norvegicus,10116.0,,
264,,Augocurati0n,6,,fAO0p00019,12211,"Tested for 5-HT 3 receptor antagonist potency by ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",F,,,,,
265,,Auhoduration,6,,BAO00000wo,12211,"Compound was tested for its 5-HT 3 receptor antagonist potency by their ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",F,,,,,
266,,Intermddkate,9,,BAl00o0221,12211,Relative ability to increase cholinergically mediated contractions in isolated ileum of guinea pig,F,,Cavia porcellus,10141.0,,Ileum
267,,wxpert,8,,BxO0000919,12211,Stimulatory activity of intragastric pressure was tested in the rat,F,,,,,
268,,Autlcurxtion,8,,BAl00o0357,15453,% Decrease of 5-HT carrier-receptor -bound radioactivity using paroxetine as a radioligand.,B,,,,,
269,,Autockratikn,0,,BAO000921u,11884,Dose to reduce neuronal firing against 5-HT cells in rats (iv),F,,Rattus norvegicus,10116.0,,
270,,Autosutation,8,,BAi0p00019,7185,Antagonistic activity of corresponding methoxy compound against serotonin 5-HT receptor,F,,,,,
271,,3xpert,9,,BwO0000e57,6876,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine,B,,Homo sapiens,9606.0,,
272,,Experf,9,,BAp0000r57,6876,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine; No data,B,,Homo sapiens,9606.0,,
273,,Auticuratoon,8,,hAO0o00019,11863,Inhibition of high affinity 5-HT uptake at concentration of 1 uM,F,,,,,
274,,A8tocurqtion,8,,BAOo0003y7,11863,Inhibition constant of high-affinity 5-HT uptake,B,,,,,
275,,Au5ocurwtion,8,,BAOpp00019,11863,Michaelis-Menten constant was reported for high affinity transport of 5-HT,F,,,,,
276,,sutocudation,8,,BAO9090019,11863,Maximum rate was determined for high affinity transport of 5-HT,F,,,,,
277,,Autodhration,4,,BAO0op0019,4639,Compound was tested for agonistic activity against 5-HT uptake,F,,,,,
278,,Edpert,8,,BAO000o919,15796,Inhibition affinity against 5-HT-1B receptor in rat frontal cortex using radio binding assay,B,,,,,
279,,Expeft,8,,gAO000p357,15796,Inhibition affinity against 5-HT-1D receptor in bovine caudate nucleus using radio binding assay,B,,Bos taurus,9913.0,,
280,,Ahtocugation,5,,BAOo0p0224,12801,Binding affinity towards 5-hydroxytryptamine 1 receptor using [3H]5-HT as radioligand,B,,Rattus norvegicus,10116.0,,
281,,Autocjragion,4,,BwO0000225,12801,The compound was evaluated for the binding affinity towards 5-hydroxytryptamine 1 using [3H]5-HT as radioligand,B,,,,,
282,,Aitocuratiom,4,,gAOp000249,12120,Percent inhibition of binding of 3.0 nM [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat caudate membranes at 10 e -5 M,B,,,,,
283,,Aktocurat9on,4,,BAO00pp249,12120,Percent inhibition of binding of 3.0 nM [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat caudate membranes at 10 e -5 M.,B,,,,,
284,,sutocurarion,4,,nAl0000019,11963,Displacement of binding of [3H]-5-HT to 5-hydroxytryptamine 1 receptor in rat cerebral cortex,B,,,,,
285,,Autocura5iog,8,,BA90000p19,11701,Dose required to reduce neuronal firing of 5-HT1A cells by 50%,F,,,,,
286,,Au6ocuratiob,8,,BxO00o0221,9995,In vitro inhibition of [3H]5-HT (2 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,B,,,,,Hippocampus
287,,sutocuratioj,8,,BAO0000w11,9995,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-HT1A receptor from bovine hippocampus,B,,,,,Hippocampus
288,,Autocirat8on,8,,BAO000p222,9995,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,B,,,,,Hippocampus
289,Ihvivo,Autic8ration,8,,BxO0009218,16394,Antagonistic activity at postsynaptic 5-HT1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (.26-3.52),F,,,,,
290,,Intermevjate,9,,gAO000001p,11574,Effect on forskolin stimulated adenylate cyclase activity at 5-HT1D receptor of guinea pig substantia nigra.,F,,Cavia porcellus,10141.0,,
291,,Autocyratiob,8,262.0,BA09000219,15779,Binding affinity towards 5-HT1F (human cloned receptor) in CHO cells using [3H]5-HT as radioligand.,B,,,,,
292,,Aufocurqtion,8,,BAOo000257,15363,Compound was tested for the displacement of [125I]DOI from clone human 5-hydroxytryptamine 2A receptor,B,,,,,
293,,Expsrt,9,,fAO0p00019,15363,Efficacy against 5-hydroxytryptamine 2A receptor,F,,Rattus norvegicus,10116.0,,
294,,Exp4rt,8,,BwO0000029,15329,Intrinsic activity towards 5-HT2A receptor of rat tail artery,F,,,,,
295,,Ex0ert,8,,BA09000019,15329,Relative potency towards 5-HT2A receptor of rat tail artery,F,,,,,
296,,Expeet,8,,BAO00p0o19,15329,Blocking 5-HT2A receptor-mediated contractions of rat tail artery,F,,,,,
297,,Ex0ert,8,,Bz00000019,15329,Partial agonism at 5-HT2A receptor was evaluated in presence of ketanserin (3-10 nM) in isolated rat tail artery,F,,,,,
298,,Autocurayiom,8,,BAOp000p19,15329,Compound was tested for the intrinsic activity against 5-HT2A receptors of rat tail artery.,F,,,,,
