rental_duration,description,film_id,title,rental_rate,rating,length,original_language_id,replacement_cost,release_year,language
5,A Amazing Epistle of a Squirrel And a Lumberjack who must Succumb a Database Administrator in A U-Boat,903,TRAFFIC HOBBIT,4.99,G,139,,13.99,2006,English
3,A Thrilling Character Study of a Robot And a Squirrel who must Face a Dog in Ancient India,904,TRAIN BUNCH,4.99,R,71,,26.99,2006,English
7,A Fast-Paced Drama of a Pioneer And a Mad Cow who must Challenge a Madman in Ancient Japan,905,TRAINSPOTTING STRANGERS,4.99,PG-13,132,,10.99,2006,English
4,A Brilliant Display of a Composer And a Cat who must Succumb a A Shark in Ancient India,906,TRAMP OTHERS,0.99,PG,171,,27.99,2006,English
4,A Touching Reflection of a Man And a Monkey who must Pursue a Womanizer in A MySQL Convention,907,TRANSLATION SUMMER,0.99,PG-13,168,,10.99,2006,English
3,A Unbelieveable Story of a Boy And a Mad Cow who must Challenge a Database Administrator in The Sahara Desert,908,TRAP GUYS,4.99,G,110,,11.99,2006,English
3,A Emotional Saga of a Car And a Madman who must Discover a Pioneer in California,909,TREASURE COMMAND,0.99,PG-13,102,,28.99,2006,English
7,A Fanciful Character Study of a Lumberjack And a Car who must Discover a Cat in An Abandoned Amusement Park,911,TRIP NEWTON,4.99,PG-13,64,,14.99,2006,English
3,A Astounding Panorama of a Husband And a Sumo Wrestler who must Pursue a Boat in Ancient India,912,TROJAN TOMORROW,2.99,PG,52,,9.99,2006,English
3,A Fanciful Drama of a Monkey And a Feminist who must Sink a Man in Berlin,913,TROOPERS METAL,0.99,R,115,,20.99,2006,English
6,A Lacklusture Panorama of a Forensic Psychologist And a Woman who must Kill a Explorer in Ancient Japan,914,TROUBLE DATE,2.99,PG,61,,13.99,2006,English
7,A Thrilling Epistle of a Moose And a Boy who must Meet a Database Administrator in A Monastery,915,TRUMAN CRAZY,4.99,G,92,,9.99,2006,English
3,A Boring Drama of a Man And a Forensic Psychologist who must Face a Frisbee in Ancient India,917,TUXEDO MILE,2.99,R,152,,24.99,2006,English
4,A Touching Display of a Frisbee And a Boat who must Kill a Girl in A MySQL Convention,918,TWISTED PIRATES,4.99,PG,152,,23.99,2006,English
3,A Emotional Display of a Husband And a A Shark who must Succumb a Madman in A Manhattan Penthouse,919,TYCOON GATHERING,4.99,G,82,,17.99,2006,English
3,A Amazing Character Study of a Robot And a Student who must Chase a Robot in Australia,920,UNBREAKABLE KARATE,0.99,G,62,,16.99,2006,English
7,A Intrepid Yarn of a Explorer And a Pastry Chef who must Pursue a Mad Cow in A U-Boat,921,UNCUT SUICIDES,2.99,PG-13,172,,29.99,2006,English
7,A Unbelieveable Display of a Crocodile And a Feminist who must Overcome a Moose in An Abandoned Amusement Park,922,UNDEFEATED DALMATIONS,4.99,PG-13,107,,22.99,2006,English
7,A Taut Documentary of a Waitress And a Mad Scientist who must Battle a Technical Writer in New Orleans,923,UNFAITHFUL KILL,2.99,R,78,,12.99,2006,English
7,A Taut Epistle of a Monkey And a Sumo Wrestler who must Vanquish a A Shark in A Baloon Factory,924,UNFORGIVEN ZOOLANDER,0.99,PG,129,,15.99,2006,English
3,A Fast-Paced Reflection of a Cat And a Mad Cow who must Fight a Car in The Sahara Desert,925,UNITED PILOT,0.99,R,164,,27.99,2006,English
5,A Amazing Documentary of a Woman And a Astronaut who must Outrace a Teacher in An Abandoned Fun House,926,UNTOUCHABLES SUNRISE,2.99,NC-17,120,,11.99,2006,English
6,A Fanciful Reflection of a Boy And a Butler who must Pursue a Woman in Berlin,927,UPRISING UPTOWN,2.99,NC-17,174,,16.99,2006,English
5,A Fateful Documentary of a Dog And a Hunter who must Pursue a Teacher in An Abandoned Amusement Park,928,UPTOWN YOUNG,2.99,PG,84,,16.99,2006,English
5,A Touching Display of a Explorer And a Lumberjack who must Fight a Forensic Psychologist in A Shark Tank,929,USUAL UNTOUCHABLES,4.99,PG-13,128,,21.99,2006,English
4,A Fanciful Character Study of a Secret Agent And a Mad Scientist who must Reach a Teacher in Australia,930,VACATION BOONDOCK,2.99,R,145,,23.99,2006,English
7,A Thrilling Display of a Husband And a Butler who must Reach a Pastry Chef in California,931,VALENTINE VANISHING,0.99,PG-13,48,,9.99,2006,English
3,A Astounding Documentary of a Astronaut And a Boy who must Outrace a Sumo Wrestler in Berlin,932,VALLEY PACKER,0.99,G,73,,21.99,2006,English
4,A Epic Story of a Lumberjack And a Monkey who must Confront a Pioneer in A MySQL Convention,933,VAMPIRE WHALE,4.99,NC-17,126,,11.99,2006,English
5,A Intrepid Character Study of a Squirrel And a A Shark who must Kill a Lumberjack in California,935,VANISHED GARDEN,0.99,R,142,,17.99,2006,English
3,A Brilliant Reflection of a Man And a Woman who must Conquer a Pioneer in A MySQL Convention,936,VANISHING ROCKY,2.99,NC-17,123,,21.99,2006,English
3,A Lacklusture Tale of a Pastry Chef And a Technical Writer who must Confront a Crocodile in An Abandoned Amusement Park,938,VELVET TERMINATOR,4.99,R,173,,14.99,2006,English
4,A Unbelieveable Display of a Mad Scientist And a Mad Scientist who must Outgun a Mad Cow in Ancient Japan,939,VERTIGO NORTHWEST,2.99,R,90,,17.99,2006,English
6,A Insightful Epistle of a Mad Scientist And a Explorer who must Challenge a Cat in The Sahara Desert,940,VICTORY ACADEMY,0.99,PG-13,64,,19.99,2006,English
4,A Lacklusture Display of a Girl And a Astronaut who must Succumb a Student in Australia,941,VIDEOTAPE ARSENIC,4.99,NC-17,145,,10.99,2006,English
7,A Lacklusture Display of a Butler And a Man who must Sink a Explorer in Soviet Georgia,942,VIETNAM SMOOCHY,0.99,PG-13,174,,27.99,2006,English
4,A Boring Yarn of a Pioneer And a Feminist who must Redeem a Cat in An Abandoned Amusement Park,943,VILLAIN DESPERATE,4.99,PG-13,76,,27.99,2006,English
6,A Awe-Inspiring Documentary of a Robot And a Mad Scientist who must Reach a Database Administrator in A Shark Tank,944,VIRGIN DAISY,4.99,PG-13,179,,29.99,2006,English
5,A Emotional Panorama of a Dentist And a Crocodile who must Meet a Boy in Berlin,945,VIRGINIAN PLUTO,0.99,R,164,,22.99,2006,English
3,A Fateful Tale of a Database Administrator And a Squirrel who must Discover a Student in Soviet Georgia,946,VIRTUAL SPOILERS,4.99,NC-17,144,,14.99,2006,English
5,A Thoughtful Documentary of a Dog And a Man who must Sink a Man in A Shark Tank,947,VISION TORQUE,0.99,PG-13,59,,16.99,2006,English
6,A Amazing Panorama of a Pioneer And a Student who must Overcome a Mad Scientist in A Manhattan Penthouse,948,VOICE PEACH,0.99,PG-13,139,,22.99,2006,English
6,A Awe-Inspiring Yarn of a Hunter And a Feminist who must Challenge a Dentist in The Outback,949,VOLCANO TEXAS,0.99,NC-17,157,,27.99,2006,English
7,A Boring Tale of a Dog And a Woman who must Meet a Dentist in California,950,VOLUME HOUSE,4.99,PG,132,,12.99,2006,English
6,A Epic Tale of a Squirrel And a Hunter who must Conquer a Boy in An Abandoned Mine Shaft,951,VOYAGE LEGALLY,0.99,PG-13,78,,28.99,2006,English
7,A Intrepid Drama of a Moose And a Boat who must Kill a Explorer in A Manhattan Penthouse,952,WAGON JAWS,2.99,PG,152,,17.99,2006,English
3,A Intrepid Epistle of a Woman And a Forensic Psychologist who must Succumb a Astronaut in A Manhattan Penthouse,953,WAIT CIDER,0.99,PG-13,112,,9.99,2006,English
7,A Beautiful Saga of a Feminist And a Composer who must Challenge a Moose in Berlin,954,WAKE JAWS,4.99,G,73,,18.99,2006,English
7,A Insightful Panorama of a Teacher And a Teacher who must Overcome a Mad Cow in An Abandoned Fun House,955,WALLS ARTIST,4.99,PG,135,,19.99,2006,English
7,A Insightful Drama of a A Shark And a Pioneer who must Find a Womanizer in The Outback,956,WANDA CHAMBER,4.99,PG-13,107,,23.99,2006,English
7,A Boring Drama of a Teacher And a Sumo Wrestler who must Challenge a Secret Agent in The Canadian Rockies,957,WAR NOTTING,4.99,G,80,,26.99,2006,English
6,A Action-Packed Display of a Mad Cow And a Astronaut who must Kill a Car in Ancient India,958,WARDROBE PHANTOM,2.99,G,178,,19.99,2006,English
6,A Astounding Yarn of a Pioneer And a Crocodile who must Defeat a A Shark in The Outback,959,WARLOCK WEREWOLF,2.99,G,83,,10.99,2006,English
5,A Taut Reflection of a Teacher And a Database Administrator who must Chase a Madman in The Sahara Desert,960,WARS PLUTO,2.99,G,128,,15.99,2006,English
7,A Awe-Inspiring Reflection of a Cat And a Pioneer who must Escape a Hunter in Ancient China,961,WASH HEAVENLY,4.99,R,161,,22.99,2006,English
7,A Fanciful Story of a Database Administrator And a Womanizer who must Fight a Database Administrator in Ancient China,962,WASTELAND DIVINE,2.99,PG,85,,18.99,2006,English
5,A Fast-Paced Yarn of a Dog And a Frisbee who must Conquer a Hunter in Nigeria,963,WATCH TRACY,0.99,PG,78,,12.99,2006,English
4,A Unbelieveable Documentary of a Dentist And a Technical Writer who must Build a Womanizer in Nigeria,964,WATERFRONT DELIVERANCE,4.99,G,61,,17.99,2006,English
6,A Emotional Yarn of a Boat And a Crocodile who must Meet a Moose in Soviet Georgia,965,WATERSHIP FRONTIER,0.99,G,112,,28.99,2006,English
3,A Action-Packed Tale of a Student And a Waitress who must Conquer a Lumberjack in An Abandoned Mine Shaft,966,WEDDING APOLLO,0.99,PG,70,,14.99,2006,English
5,A Fast-Paced Documentary of a Car And a Butler who must Find a Frisbee in A Jet Boat,967,WEEKEND PERSONAL,2.99,R,134,,26.99,2006,English
4,A Intrepid Drama of a Butler And a Lumberjack who must Challenge a Database Administrator in A Manhattan Penthouse,969,WEST LION,4.99,G,159,,29.99,2006,English
7,A Lacklusture Tale of a Butler And a Husband who must Face a Boy in Ancient China,970,WESTWARD SEABISCUIT,0.99,NC-17,52,,11.99,2006,English
4,A Intrepid Story of a Pastry Chef And a Database Administrator who must Kill a Feminist in A MySQL Convention,971,WHALE BIKINI,4.99,PG-13,109,,11.99,2006,English
4,A Intrepid Story of a Dentist And a Hunter who must Confront a Monkey in Ancient Japan,972,WHISPERER GIANT,4.99,PG-13,59,,24.99,2006,English
3,A Awe-Inspiring Epistle of a Teacher And a Feminist who must Confront a Pioneer in Ancient Japan,973,WIFE TURN,4.99,NC-17,183,,27.99,2006,English
4,A Beautiful Story of a Monkey And a Sumo Wrestler who must Conquer a A Shark in A MySQL Convention,974,WILD APOLLO,0.99,R,181,,24.99,2006,English
6,A Touching Saga of a Madman And a Forensic Psychologist who must Build a Sumo Wrestler in An Abandoned Mine Shaft,976,WIND PHANTOM,0.99,R,111,,12.99,2006,English
3,A Astounding Character Study of a Womanizer And a Hunter who must Escape a Robot in A Monastery,977,WINDOW SIDE,2.99,R,85,,25.99,2006,English
3,A Unbelieveable Saga of a Forensic Psychologist And a Student who must Face a Squirrel in The First Manned Space Station,978,WISDOM WORKER,0.99,R,98,,12.99,2006,English
6,A Awe-Inspiring Drama of a Secret Agent And a Hunter who must Fight a Moose in Nigeria,979,WITCHES PANIC,4.99,NC-17,100,,10.99,2006,English
4,A Lacklusture Display of a Robot And a Girl who must Defeat a Sumo Wrestler in A MySQL Convention,980,WIZARD COLDBLOODED,4.99,PG,75,,12.99,2006,English
7,A Fast-Paced Drama of a Squirrel And a Robot who must Succumb a Technical Writer in A Manhattan Penthouse,981,WOLVES DESIRE,0.99,NC-17,55,,13.99,2006,English
4,A Insightful Documentary of a Waitress And a Butler who must Vanquish a Composer in Australia,982,WOMEN DORADO,0.99,R,126,,23.99,2006,English
7,A Unbelieveable Documentary of a Teacher And a Monkey who must Defeat a Explorer in A U-Boat,983,WON DARES,2.99,PG,105,,18.99,2006,English
4,A Awe-Inspiring Character Study of a Waitress And a Car who must Pursue a Mad Scientist in The First Manned Space Station,985,WONDERLAND CHRISTMAS,4.99,PG,111,,19.99,2006,English
7,A Action-Packed Yarn of a Secret Agent And a Technical Writer who must Battle a Sumo Wrestler in The First Manned Space Station,988,WORKER TARZAN,2.99,R,139,,26.99,2006,English
3,A Unbelieveable Tale of a Pioneer And a Astronaut who must Overcome a Robot in An Abandoned Amusement Park,990,WORLD LEATHERNECKS,0.99,PG-13,171,,13.99,2006,English
4,A Thrilling Drama of a Madman And a Dentist who must Conquer a Boy in The Outback,991,WORST BANGER,2.99,PG,185,,26.99,2006,English
5,A Intrepid Reflection of a Technical Writer And a Hunter who must Defeat a Sumo Wrestler in A Monastery,992,WRATH MILE,0.99,NC-17,176,,17.99,2006,English
6,A Emotional Saga of a Crocodile And a Sumo Wrestler who must Discover a Mad Cow in New Orleans,993,WRONG BEHAVIOR,2.99,PG-13,178,,10.99,2006,English
6,A Awe-Inspiring Panorama of a Robot And a Boat who must Overcome a Feminist in A U-Boat,994,WYOMING STORM,4.99,PG-13,100,,29.99,2006,English
5,A Amazing Display of a Robot And a Astronaut who must Fight a Womanizer in Berlin,995,YENTL IDAHO,4.99,R,86,,11.99,2006,English
6,A Unbelieveable Yarn of a Boat And a Database Administrator who must Meet a Boy in The First Manned Space Station,996,YOUNG LANGUAGE,0.99,G,183,,9.99,2006,English
4,A Touching Drama of a Teacher And a Cat who must Challenge a Technical Writer in A U-Boat,997,YOUTH KICK,0.99,NC-17,179,,14.99,2006,English
6,A Fateful Yarn of a Composer And a Man who must Face a Boy in The Canadian Rockies,998,ZHIVAGO CORE,0.99,NC-17,105,,10.99,2006,English
5,A Fateful Reflection of a Waitress And a Boat who must Discover a Sumo Wrestler in Ancient China,999,ZOOLANDER FICTION,2.99,R,101,,28.99,2006,English
