assays_ASSI,assays_CEI,assays_ASORG,assays_BFO,assays_ASCT,assays_SI,assays_AST,assays_CURAB,assays_ASTET,assays_CONSCO,assays_Des,assays_T,assays_RELTY,assays_SASSI,assays_CHEI,assays_TISI,assays_VARI
155,,Homo sapiens,BAO_0000019,,1,F,Autocuration,,0,Compound was evaluated for its inhibitory effect on thymidine ([3H]-dThd) incorporation into DNA of CEM/MTX cells in at conc. 10e-7.,22226,U,,CHEMBL615680,,
156,,Homo sapiens,BAO_0000019,,1,F,Autocuration,,0,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-4,22226,U,,CHEMBL615681,,
157,,,BAO_0000249,,1,B,Autocuration,,6,In vitro binding affinity towards (alpha-4)2(beta-2)3 neuronal nicotinic acetylcholine receptor in P2 membrane fractions of rat forebrain,104290,H,,CHEMBL857972,,
158,,Streptococcus pyogenes,BAO_0000218,,1,F,Intermediate,,1,Minimum inhibitory concentration of compound against Streptococcus pyogenus septicemia in the mouse,50264,N,,CHEMBL857899,,
159,,Human herpesvirus 3,BAO_0000218,,1,F,Intermediate,,1,Antiviral activity against 07/1 strain of thymidine kinase negative (TK-) Varicella-Zoster Virus (VZV),50527,N,,CHEMBL615371,,
160,468.0,vericilla zoster virus,BAO_0000218,HEL,1,F,Expert,,1,Antiviral activity against 07/1 strain of VZV in HEL (human erythroleukemia) cells.,50527,N,,CHEMBL615372,,
161,,vericilla zoster virus,BAO_0000218,,1,F,Intermediate,,1,Antiviral activity against 07/1 strain of VZV; ND: No data,50527,N,,CHEMBL615373,,
162,,vericilla zoster virus,BAO_0000218,,1,F,Intermediate,,1,Antiviral activity against 07/1 strain of VZV; ND=No data,50527,N,,CHEMBL615374,,
163,,escherichia cloac,BAO_0000218,,1,F,Intermediate,,1,"Antibacterial activity was determined against gram negative organism, Enterobacter cloacae (MA2646)",50145,N,,CHEMBL615375,,
164,,,BAO_0000019,,1,B,Autocuration,,0,Ratio of Ki at A2 to Ki at A1 receptors,22226,U,,CHEMBL615376,,
165,,Candida albicans,BAO_0000249,,1,B,Expert,,8,"In vitro inhibition of 1,3-beta-glucan synthase in Candida albicans membrane assay.",11143,H,,CHEMBL615377,,
166,,Candida glabrata CBS 138,BAO_0000357,,1,B,Expert,,8,"Inhibition of 1,3-beta-glucan synthase",18077,H,,CHEMBL615378,,
167,832.0,Homo sapiens,BAO_0000219,1-87 tumor cell line,1,F,Intermediate,,1,Inhibition of growth of 1-87 human tumor cell line,80609,N,,CHEMBL615379,,
168,,Rattus norvegicus,BAO_0000219,,1,B,Expert,,9,Inhibition of 1-lipoxygenase (LOX)in RBL cells,12166,D,,CHEMBL615380,,
169,,Glycine max,BAO_0000357,,1,B,Autocuration,,9,Inhibitory activity against soybean 1-lipoxygenase (SLO),100171,D,,CHEMBL615381,,
170,,Glycine max,BAO_0000357,,1,B,Autocuration,,9,Inhibitory activity against soybean 1-lipoxygenase (SLO); no effect,100171,D,,CHEMBL615382,,
171,,Glycine max,BAO_0000357,,1,B,Autocuration,,9,% inhibition against soybean 1-lipoxygenase (SLO),100171,D,,CHEMBL615383,,
172,,Glycine max,BAO_0000357,,1,B,Autocuration,,9,percent inhibition against soybean 1-lipoxygenase (SLO);NI is no inhibition,100171,D,,CHEMBL615384,,
173,,Glycine max,BAO_0000357,,1,B,Autocuration,,9,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 10:90,100171,D,,CHEMBL615385,,
174,,Glycine max,BAO_0000357,,1,B,Autocuration,,9,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 1:99,100171,D,,CHEMBL615386,,
175,,Glycine max,BAO_0000357,,1,B,Autocuration,,9,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 25:75,100171,D,,CHEMBL615387,,
176,,Glycine max,BAO_0000357,,1,B,Autocuration,,9,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 35:65,100171,D,,CHEMBL615388,,
177,,Glycine max,BAO_0000357,,1,B,Autocuration,,9,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 50:50,100171,D,,CHEMBL615214,,
178,,Glycine max,BAO_0000357,,1,B,Autocuration,,9,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 76:24,100171,D,,CHEMBL827087,,
179,,Glycine max,BAO_0000357,,1,B,Autocuration,,9,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 87:13,100171,D,,CHEMBL615215,,
180,,Glycine max,BAO_0000357,,1,B,Autocuration,,9,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 89:11,100171,D,,CHEMBL615216,,
181,,Glycine max,BAO_0000357,,1,B,Autocuration,,9,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 95:5,100171,D,,CHEMBL615217,,
182,,Glycine max,BAO_0000357,,1,B,Autocuration,,9,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 97:3,100171,D,,CHEMBL615218,,
183,,Glycine max,BAO_0000357,,1,B,Autocuration,,9,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 99:1,100171,D,,CHEMBL615219,,
184,,Mus musculus,BAO_0000019,,1,B,Autocuration,,0,Evaluated for inhibitory activity on 10-formyltetrahydrofolate synthetase(L cell) at folate substrate concentration of 100 uM,22226,U,,CHEMBL615220,,
185,294.0,Mus musculus,BAO_0000219,C3H 10T1/2,1,F,Intermediate,,1,Cells were harvested and were assayed for luciferase and -galactosidase activities (Transcriptional activity),80049,N,,CHEMBL615221,,
186,,,BAO_0000019,,1,F,Intermediate,,0,In vitro anticancer activity against 11 NCI NSCLC cell lines; inactive,22226,U,,CHEMBL615222,,
187,,,BAO_0000357,,1,B,Autocuration,,8,In vitro inhibitory activity against human 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),11489,H,,CHEMBL615223,,
188,,,BAO_0000357,,1,B,Autocuration,,8,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),11862,H,,CHEMBL615224,,
189,,,BAO_0000357,,1,B,Autocuration,,8,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA).,11862,H,,CHEMBL615225,,
190,,,BAO_0000357,,1,B,Autocuration,,8,Ability to convert [3H]cortisol to the tritium labeled cortisone in the presence of human 11 beta hydroxysteroid dehydrogenase type 2,11489,H,,CHEMBL615226,,
191,,,BAO_0000357,,1,B,Autocuration,,8,Inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 2 at a concentration of 0.2 mM; NI means no inhibition,11862,H,,CHEMBL615227,,
192,,Bos taurus,BAO_0000019,,1,F,Expert,,9,Evaluated for inhibition of bovine adrenal cortical mitochondrial 11 beta-hydroxylase,12347,D,,CHEMBL615228,,
193,,Rattus norvegicus,BAO_0000357,,1,B,Expert,,9,Effect on adrenal 11-beta-hydroxylase activity at 10e-4 M; No significant effect,100120,D,,CHEMBL615229,,
194,,Rattus norvegicus,BAO_0000357,,1,B,Expert,,9,Inhibition of 11 beta-hydroxylase from rat adrenal gland,100120,D,,CHEMBL615230,2369.0,
195,,Rattus norvegicus,BAO_0000357,,1,B,Expert,,9,Inhibition of rat adrenal 11-beta-hydroxylase,100120,D,,CHEMBL615231,,
196,,Rattus norvegicus,BAO_0000357,,1,B,Expert,,9,Inhibition of rat adrenal 11-beta-hydroxylase,100120,D,,CHEMBL884520,,
197,,Rattus norvegicus,BAO_0000357,,1,B,Expert,,9,Inhibition of rat adrenal 11-beta-hydroxylase at 10e-5 M,100120,D,,CHEMBL615232,,
198,,,BAO_0000019,,1,B,Autocuration,,8,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 1 of wistar rat liver cytosol at 10 uM was determined using [3H]cortisone,10328,H,,CHEMBL615233,,
199,,,BAO_0000357,,1,B,Autocuration,,8,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,11490,H,,CHEMBL827088,,
200,,,BAO_0000357,,1,B,Autocuration,,8,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,11490,H,,CHEMBL615234,,
201,,,BAO_0000019,,1,F,Autocuration,,8,Compound was tested for the percent of inhibition against 12-LO at 10 uM,11134,H,,CHEMBL615235,,
202,,,BAO_0000019,,1,B,Autocuration,,8,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,12052,H,,CHEMBL615236,,
203,,,BAO_0000019,,1,B,Autocuration,,8,Compound was tested in vitro for inhibition of 12-LO human platelet,11134,H,,CHEMBL615237,,
204,,,BAO_0000019,,1,F,Autocuration,,8,Inhibitory concentration against human platelet 12-lipoxygenase,11134,H,,CHEMBL615238,,
205,,,BAO_0000019,,1,B,Autocuration,,8,Compound at 100 uM was tested in vitro for inhibition of 12-LO human platelet,11134,H,,CHEMBL615239,,
206,,Homo sapiens,BAO_0000019,,1,F,Autocuration,,9,Inhibitory concentration against human platelet 12-lipoxygenase,11134,D,,CHEMBL615240,,
207,,,BAO_0000019,,1,B,Expert,,8,Tested for inhibition of 12-LO (12-lipoxygenase) as an inhibitor of 12(S)-HETE biosynthesis in mouse epidermal homogenates,11835,H,,CHEMBL615241,,
208,,,BAO_0000357,,1,B,Expert,,8,Inhibitory activity against conversion of [1-14C]arachidonic acid to 12-HPETE and its reduction product 12-HETE by porcine leukocyte type 12-lipoxygenase,11601,H,,CHEMBL615242,,
209,,,BAO_0000019,,1,B,Autocuration,,8,Inhibitory activity against human platelet 12-lipoxygenase (12-HLO),11134,H,,CHEMBL615243,,
210,,,BAO_0000019,,1,B,Autocuration,,8,Inhibitory activity against human platelet 12-lipoxygenase,11134,H,,CHEMBL615244,,
211,,,BAO_0000019,,1,B,Autocuration,,8,Inhibitory activity against human platelet 12-lipoxygenase was evaluated,11134,H,,CHEMBL615245,,
212,,,BAO_0000019,,1,B,Autocuration,,8,% inhibition against human platelet 12-lipoxygenase (12-HLO),11134,H,,CHEMBL615246,,
213,,,BAO_0000019,,1,B,Autocuration,,8,Inhibitory activity against human platelet 12-lipoxygenase was evaluated at 100 uM,11134,H,,CHEMBL615247,,
214,,,BAO_0000019,,1,B,Autocuration,,8,percent inhibition against human platelet 12-lipoxygenase (12-HLO); NI is no inhibition,11134,H,,CHEMBL615248,,
215,,,BAO_0000357,,1,B,Autocuration,,8,Inhibitory activity towards porcine 12-lipoxygenase,11601,H,,CHEMBL615249,,
216,,,BAO_0000357,,1,B,Autocuration,,8,Tested for inhibition against porcine 12-LO,11601,H,,CHEMBL615250,,
217,,,BAO_0000019,,1,B,Autocuration,,8,Inhibition of 12-lipoxygenase was evaluated in rat platelets stimulated by thrombin up to a concentration of 10 uM; NE means No effect,12052,H,,CHEMBL615251,,
218,,,BAO_0000019,,1,B,Autocuration,,8,Inhibitory activity against 12-lipoxygenase in rat platelet rich plasma,12052,H,,CHEMBL615252,,
219,,,BAO_0000019,,1,B,Expert,,8,In vitro inhibition of rat platelet 12-lipoxygenase,12052,H,,CHEMBL828340,,
220,,,BAO_0000019,,1,B,Autocuration,,8,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,12052,H,,CHEMBL615253,,
221,,,BAO_0000019,,1,B,Autocuration,,8,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 100 uM,12052,H,,CHEMBL615254,,
222,,,BAO_0000019,,1,B,Autocuration,,8,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 30 uM,12052,H,,CHEMBL615255,,
223,,,BAO_0000019,,1,B,Autocuration,,8,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,12052,H,,CHEMBL615256,,
224,,,BAO_0000019,,1,B,Autocuration,,8,In vitro inhibitory activity against rat platelet 12-lipoxygenase,12052,H,,CHEMBL615257,,
225,,,BAO_0000019,,1,B,Autocuration,,8,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 uM,12052,H,,CHEMBL615258,,
226,621.0,Homo sapiens,BAO_0000219,41M,1,F,Intermediate,,1,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,80007,N,,CHEMBL615259,,
227,621.0,Homo sapiens,BAO_0000219,41M,1,F,Expert,,1,In vitro antitumor activity against 41M cell line.,80007,N,,CHEMBL615260,,
228,621.0,Homo sapiens,BAO_0000219,41M,1,F,Intermediate,,1,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,80007,N,,CHEMBL615261,,
229,621.0,Homo sapiens,BAO_0000219,41M,1,F,Intermediate,,1,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,80007,N,,CHEMBL615262,,
230,621.0,Homo sapiens,BAO_0000219,41M,1,F,Expert,,1,In vitro antitumor activity against 41McisR cell line.,80007,N,,CHEMBL615263,,
231,621.0,Homo sapiens,BAO_0000219,41M,1,F,Expert,,1,Resistant factor was determined between IC50 of cisplatin-resistant human tumor cell lines to that of 41McisR cell line,80007,N,,CHEMBL838393,,
232,621.0,Homo sapiens,BAO_0000219,41M,1,F,Intermediate,,1,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,80007,N,,CHEMBL615264,,
233,,Homo sapiens,BAO_0000357,,1,B,Expert,,9,Inhibition of 5'-inosine monophosphate dehydrogenase type I (IMPDH I),84,D,,CHEMBL615265,,
234,,Homo sapiens,BAO_0000357,,1,B,Expert,,9,Inhibition of 5'-inosine monophosphate dehydrogenase type II (IMPDH II),68,D,,CHEMBL615266,,
235,,,BAO_0000357,,1,B,Expert,,8,Inhibitory activity against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II),68,H,,CHEMBL615267,,
236,,,BAO_0000357,,1,B,Expert,,8,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase,10201,H,,CHEMBL615268,,
237,,,BAO_0000357,,1,B,Expert,,8,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase; nd = Not determined,10201,H,,CHEMBL615269,,
238,,,BAO_0000357,,1,B,Expert,,8,Initial dissociation constant towards human 5'-methylthioadenosine phosphorylase,10201,H,,CHEMBL615270,,
239,,,BAO_0000357,,1,B,Autocuration,,8,"Evaluated for inhibitory activity on 5,10-Methenyl Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",12220,H,,CHEMBL615271,,
240,,Escherichia coli,BAO_0000357,,1,B,Autocuration,,8,"Inhibitory activity against 5,10-methylenetetrahydrofolate dehydrogenase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",11303,H,,CHEMBL615272,,
241,,Escherichia coli,BAO_0000357,,1,B,Autocuration,,8,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",11303,H,,CHEMBL615103,,
242,,Escherichia coli,BAO_0000357,,1,B,Autocuration,,8,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM;NT=Not tested",11303,H,,CHEMBL615104,,
243,,,BAO_0000357,,1,B,Autocuration,,8,"Evaluated for inhibitory activity on 5,10-Methylene Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",12220,H,,CHEMBL615105,,
244,,,BAO_0000357,,1,B,Autocuration,,8,"Evaluated for inhibitory activity on 5,10-methylenetetrahydrofolate dehydrogenase(L cell) at folate substrate concentration of 100 uM",12220,H,,CHEMBL872866,,
245,,Sus scrofa,BAO_0000357,,1,B,Autocuration,,8,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",11303,H,,CHEMBL615106,,
246,,Sus scrofa,BAO_0000019,,1,B,Autocuration,,8,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (A,porcine liver) enzyme.",11303,H,,CHEMBL615107,,
247,,Sus scrofa,BAO_0000357,,1,B,Autocuration,,8,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-4 M inhibitory concentration",11303,H,,CHEMBL615108,,
248,,Sus scrofa,BAO_0000357,,1,B,Autocuration,,8,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-5 M inhibitory concentration",11303,H,,CHEMBL615109,,
249,,Sus scrofa,BAO_0000357,,1,B,Autocuration,,8,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",11303,H,,CHEMBL615110,,
250,,Sus scrofa,BAO_0000019,,1,B,Autocuration,,8,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",11303,H,,CHEMBL840105,,
251,,Sus scrofa,BAO_0000019,,1,B,Autocuration,,8,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-5 M inhibitory concentration",11303,H,,CHEMBL615111,,
252,,Sus scrofa,BAO_0000019,,1,B,Autocuration,,8,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-6 M inhibitory concentration",11303,H,,CHEMBL615112,,
253,,Sus scrofa,BAO_0000019,,1,B,Autocuration,,8,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-7 M inhibitory concentration",11303,H,,CHEMBL615113,,
254,,Sus scrofa,BAO_0000019,,1,B,Autocuration,,8,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme.",11303,H,,CHEMBL615114,,
255,,Sus scrofa,BAO_0000357,,1,B,Autocuration,,8,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",11303,H,,CHEMBL615115,,
256,,Sus scrofa,BAO_0000019,,1,B,Autocuration,,8,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",11303,H,,CHEMBL615116,,
257,,,BAO_0000357,,1,B,Autocuration,,8,"Compound was tested for in vitro inhibition of 5,10-Methylene Tetrahydrofolate Cyclohydrolase, competitive against (+)-L-5,10-methenyltetrahydrofolate",11303,H,,CHEMBL615698,,
258,,Sus scrofa,BAO_0000019,,1,B,Autocuration,,0,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme at 10E-4 M inhibitory concentration",22226,U,,CHEMBL615699,,
259,,Sus scrofa,BAO_0000019,,1,B,Autocuration,,0,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme.",22226,U,,CHEMBL615700,,
260,,Saccharomyces cerevisiae,BAO_0000357,,1,B,Expert,,8,Inhibition of 5-Desaturase involved in ergosterol biosynthesis,100249,H,,CHEMBL615701,,
261,,Rattus norvegicus,BAO_0000019,,1,B,Autocuration,,0,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,22226,U,,CHEMBL615702,,
262,,Rattus norvegicus,BAO_0000019,,1,B,Autocuration,,0,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,22226,U,,CHEMBL615703,,
263,,Rattus norvegicus,BAO_0000019,,1,B,Autocuration,,0,"Irreversible inhibition of Walker 256 FUDR phosphorylase; expressed as Vo/Vi, velocity without inhibitor to that of velocity with inhibitor",22226,U,,CHEMBL615704,,
264,,,BAO_0000019,,1,F,Autocuration,,6,"Tested for 5-HT 3 receptor antagonist potency by ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",104698,H,,CHEMBL615705,,
265,,,BAO_0000019,,1,F,Autocuration,,6,"Compound was tested for its 5-HT 3 receptor antagonist potency by their ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",104698,H,,CHEMBL615706,,
266,,Cavia porcellus,BAO_0000221,,1,F,Intermediate,,9,Relative ability to increase cholinergically mediated contractions in isolated ileum of guinea pig,20033,D,,CHEMBL615707,2116.0,
267,,,BAO_0000019,,1,F,Expert,,8,Stimulatory activity of intragastric pressure was tested in the rat,10623,H,,CHEMBL615708,,
