assay_tissue,bao_format,assay_id,relationship_type,description,curated_by,cell_id,tid,variant_id,doc_id,tissue_id,assay_tax_id,assay_organism,assay_category,chembl_id,assay_cell_type,src_assay_id,assay_test_type,assay_subcellular_fraction,assay_type,src_id,confidence_score,assay_strain
,BAO_0000019,139,H,90% inhibition of the 20 Mycobacterium avium complex (MAC) clinical isolates,Autocuration,,19640,,10543,,,,,CHEMBL615362,,,,,F,1,8,
,BAO_0000019,140,H,Minimum inhibitory concentration of compound against 20 Mycobacterium avium complex (MAC) clinical isolates,Expert,,19640,,10543,,,,,CHEMBL615363,,,,,F,1,8,
,BAO_0000357,141,H,Minimum inhibitory concentration of compound against 20 Mycobacterium avium complex (MAC) clinical isolates,Autocuration,,19640,,10543,,,,,CHEMBL615364,,,,,B,1,8,
,BAO_0000019,142,H,90% inhibition of the 20 Mycobacterium avium complex (MAC) clinical isolates,Expert,,19640,,10543,,,,,CHEMBL615365,,,,,F,1,8,
,BAO_0000219,143,N,In Vitro evaluation for the growth inhibition of Subline (P388/AMSA) Leukemia cell lines,Intermediate,524.0,80360,,11365,,10090.0,Mus musculus,,CHEMBL615366,P338,,,,F,1,1,
,BAO_0000219,144,N,In Vitro evaluation for the growth inhibition of Subline (P388/CP) Leukemia cell lines,Intermediate,524.0,80360,,11365,,10090.0,Mus musculus,,CHEMBL615367,P338,,,,F,1,1,
,BAO_0000219,145,N,Compound was evaluated for the inhibition of cell replication human peripheral blood lymphocytes (PBL's).,Intermediate,554.0,80384,,11803,,9606.0,Homo sapiens,,CHEMBL615368,PBL,,,,F,1,1,
,BAO_0000019,146,U,Compound was evaluated for the inhibition of cell replication sheep choroid plexus (SCP) cells,Autocuration,,22226,,11803,,9940.0,Ovis aries,,CHEMBL615369,,,,,F,1,0,
,BAO_0000019,147,U,Compound was evaluated for the inhibition of cell replication sheep choroid plexus (SCP) cells.,Autocuration,,22226,,11803,,9940.0,Ovis aries,,CHEMBL615370,,,,,F,1,0,
,BAO_0000357,148,H,Compound is evaluated in vitro for the inhibition single mutant of HIV-1 RT (Y181C),Autocuration,,191,,12278,,,,,CHEMBL615673,,,,,B,1,8,
,BAO_0000019,149,U,Compound was evaluated for its inhibitory effect on thymidine [3H]dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-5,Autocuration,,22226,,8249,,9606.0,Homo sapiens,,CHEMBL615674,,,,,F,1,0,
,BAO_0000019,150,U,Compound was evaluated for its inhibitory effect on thymidine [3H]-dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-6,Autocuration,,22226,,8249,,9606.0,Homo sapiens,,CHEMBL615675,,,,,F,1,0,
,BAO_0000219,151,U,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in at conc. 10e-7,Autocuration,635.0,22226,,8249,,9606.0,Homo sapiens,,CHEMBL615676,CCRF-CEM,,,,F,1,0,
,BAO_0000219,152,U,Compound was evaluated for its inhibitory effect on thymidine ([3H]-dThd) incorporation into DNA of CEM cells in culture at conc. 10e-4,Autocuration,635.0,22226,,8249,,9606.0,Homo sapiens,,CHEMBL615677,CCRF-CEM,,,,F,1,0,
,BAO_0000219,153,U,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in culture at conc. 10e-5,Autocuration,635.0,22226,,8249,,9606.0,Homo sapiens,,CHEMBL615678,CCRF-CEM,,,,F,1,0,
,BAO_0000219,154,U,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in culture at conc. 10e-6,Autocuration,635.0,22226,,8249,,9606.0,Homo sapiens,,CHEMBL615679,CCRF-CEM,,,,F,1,0,
,BAO_0000019,155,U,Compound was evaluated for its inhibitory effect on thymidine ([3H]-dThd) incorporation into DNA of CEM/MTX cells in at conc. 10e-7.,Autocuration,,22226,,8249,,9606.0,Homo sapiens,,CHEMBL615680,,,,,F,1,0,
,BAO_0000019,156,U,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-4,Autocuration,,22226,,8249,,9606.0,Homo sapiens,,CHEMBL615681,,,,,F,1,0,
,BAO_0000249,157,H,In vitro binding affinity towards (alpha-4)2(beta-2)3 neuronal nicotinic acetylcholine receptor in P2 membrane fractions of rat forebrain,Autocuration,,104290,,16992,,,,,CHEMBL857972,,,,,B,1,6,
,BAO_0000218,158,N,Minimum inhibitory concentration of compound against Streptococcus pyogenus septicemia in the mouse,Intermediate,,50264,,10543,,1314.0,Streptococcus pyogenes,,CHEMBL857899,,,,,F,1,1,
,BAO_0000218,159,N,Antiviral activity against 07/1 strain of thymidine kinase negative (TK-) Varicella-Zoster Virus (VZV),Intermediate,,50527,,17833,,10335.0,Human herpesvirus 3,,CHEMBL615371,,,,,F,1,1,
,BAO_0000218,160,N,Antiviral activity against 07/1 strain of VZV in HEL (human erythroleukemia) cells.,Expert,468.0,50527,,17290,,10335.0,vericilla zoster virus,,CHEMBL615372,HEL,,,,F,1,1,
,BAO_0000218,161,N,Antiviral activity against 07/1 strain of VZV; ND: No data,Intermediate,,50527,,17290,,10335.0,vericilla zoster virus,,CHEMBL615373,,,,,F,1,1,
,BAO_0000218,162,N,Antiviral activity against 07/1 strain of VZV; ND=No data,Intermediate,,50527,,17290,,10335.0,vericilla zoster virus,,CHEMBL615374,,,,,F,1,1,
,BAO_0000218,163,N,"Antibacterial activity was determined against gram negative organism, Enterobacter cloacae (MA2646)",Intermediate,,50145,,10932,,561.0,escherichia cloac,,CHEMBL615375,,,,,F,1,1,
,BAO_0000019,164,U,Ratio of Ki at A2 to Ki at A1 receptors,Autocuration,,22226,,9707,,,,,CHEMBL615376,,,,,B,1,0,
,BAO_0000249,165,H,"In vitro inhibition of 1,3-beta-glucan synthase in Candida albicans membrane assay.",Expert,,11143,,2346,,5476.0,Candida albicans,,CHEMBL615377,,,,,B,1,8,
,BAO_0000357,166,H,"Inhibition of 1,3-beta-glucan synthase",Expert,,18077,,2205,,284593.0,Candida glabrata CBS 138,,CHEMBL615378,,,,,B,1,8,
,BAO_0000219,167,N,Inhibition of growth of 1-87 human tumor cell line,Intermediate,832.0,80609,,11900,,9606.0,Homo sapiens,,CHEMBL615379,1-87 tumor cell line,,,,F,1,1,
,BAO_0000219,168,D,Inhibition of 1-lipoxygenase (LOX)in RBL cells,Expert,,12166,,14864,,10116.0,Rattus norvegicus,,CHEMBL615380,,,,,B,1,9,
,BAO_0000357,169,D,Inhibitory activity against soybean 1-lipoxygenase (SLO),Autocuration,,100171,,16474,,3847.0,Glycine max,,CHEMBL615381,,,,,B,1,9,
,BAO_0000357,170,D,Inhibitory activity against soybean 1-lipoxygenase (SLO); no effect,Autocuration,,100171,,16474,,3847.0,Glycine max,,CHEMBL615382,,,,,B,1,9,
,BAO_0000357,171,D,% inhibition against soybean 1-lipoxygenase (SLO),Autocuration,,100171,,16474,,3847.0,Glycine max,,CHEMBL615383,,,,,B,1,9,
,BAO_0000357,172,D,percent inhibition against soybean 1-lipoxygenase (SLO);NI is no inhibition,Autocuration,,100171,,16474,,3847.0,Glycine max,,CHEMBL615384,,,,,B,1,9,
,BAO_0000357,173,D,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 10:90,Autocuration,,100171,,3094,,3847.0,Glycine max,,CHEMBL615385,,,,,B,1,9,
,BAO_0000357,174,D,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 1:99,Autocuration,,100171,,3094,,3847.0,Glycine max,,CHEMBL615386,,,,,B,1,9,
,BAO_0000357,175,D,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 25:75,Autocuration,,100171,,3094,,3847.0,Glycine max,,CHEMBL615387,,,,,B,1,9,
,BAO_0000357,176,D,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 35:65,Autocuration,,100171,,3094,,3847.0,Glycine max,,CHEMBL615388,,,,,B,1,9,
,BAO_0000357,177,D,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 50:50,Autocuration,,100171,,3094,,3847.0,Glycine max,,CHEMBL615214,,,,,B,1,9,
,BAO_0000357,178,D,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 76:24,Autocuration,,100171,,3094,,3847.0,Glycine max,,CHEMBL827087,,,,,B,1,9,
,BAO_0000357,179,D,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 87:13,Autocuration,,100171,,3094,,3847.0,Glycine max,,CHEMBL615215,,,,,B,1,9,
,BAO_0000357,180,D,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 89:11,Autocuration,,100171,,3094,,3847.0,Glycine max,,CHEMBL615216,,,,,B,1,9,
,BAO_0000357,181,D,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 95:5,Autocuration,,100171,,3094,,3847.0,Glycine max,,CHEMBL615217,,,,,B,1,9,
,BAO_0000357,182,D,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 97:3,Autocuration,,100171,,3094,,3847.0,Glycine max,,CHEMBL615218,,,,,B,1,9,
,BAO_0000357,183,D,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 99:1,Autocuration,,100171,,3094,,3847.0,Glycine max,,CHEMBL615219,,,,,B,1,9,
,BAO_0000019,184,U,Evaluated for inhibitory activity on 10-formyltetrahydrofolate synthetase(L cell) at folate substrate concentration of 100 uM,Autocuration,,22226,,10413,,10090.0,Mus musculus,,CHEMBL615220,,,,,B,1,0,
,BAO_0000219,185,N,Cells were harvested and were assayed for luciferase and -galactosidase activities (Transcriptional activity),Intermediate,294.0,80049,,16929,,10090.0,Mus musculus,,CHEMBL615221,C3H 10T1/2,,,,F,1,1,
,BAO_0000019,186,U,In vitro anticancer activity against 11 NCI NSCLC cell lines; inactive,Intermediate,,22226,,1229,,,,,CHEMBL615222,,,,,F,1,0,
,BAO_0000357,187,H,In vitro inhibitory activity against human 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),Autocuration,,11489,,16587,,,,,CHEMBL615223,,,,,B,1,8,
,BAO_0000357,188,H,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),Autocuration,,11862,,16587,,,,,CHEMBL615224,,,,,B,1,8,
,BAO_0000357,189,H,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA).,Autocuration,,11862,,16587,,,,,CHEMBL615225,,,,,B,1,8,
,BAO_0000357,190,H,Ability to convert [3H]cortisol to the tritium labeled cortisone in the presence of human 11 beta hydroxysteroid dehydrogenase type 2,Autocuration,,11489,,16587,,,,,CHEMBL615226,,,,,B,1,8,
,BAO_0000357,191,H,Inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 2 at a concentration of 0.2 mM; NI means no inhibition,Autocuration,,11862,,16587,,,,,CHEMBL615227,,,,,B,1,8,
,BAO_0000019,192,D,Evaluated for inhibition of bovine adrenal cortical mitochondrial 11 beta-hydroxylase,Expert,,12347,,8058,,9913.0,Bos taurus,,CHEMBL615228,,,,,F,1,9,
,BAO_0000357,193,D,Effect on adrenal 11-beta-hydroxylase activity at 10e-4 M; No significant effect,Expert,,100120,,9065,,10116.0,Rattus norvegicus,,CHEMBL615229,,,,,B,1,9,
Adrenal gland,BAO_0000357,194,D,Inhibition of 11 beta-hydroxylase from rat adrenal gland,Expert,,100120,,8865,2369.0,10116.0,Rattus norvegicus,,CHEMBL615230,,,,,B,1,9,
,BAO_0000357,195,D,Inhibition of rat adrenal 11-beta-hydroxylase,Expert,,100120,,9066,,10116.0,Rattus norvegicus,,CHEMBL615231,,,,,B,1,9,
,BAO_0000357,196,D,Inhibition of rat adrenal 11-beta-hydroxylase,Expert,,100120,,8394,,10116.0,Rattus norvegicus,,CHEMBL884520,,,,,B,1,9,
,BAO_0000357,197,D,Inhibition of rat adrenal 11-beta-hydroxylase at 10e-5 M,Expert,,100120,,8394,,10116.0,Rattus norvegicus,,CHEMBL615232,,,,,B,1,9,
,BAO_0000019,198,H,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 1 of wistar rat liver cytosol at 10 uM was determined using [3H]cortisone,Autocuration,,10328,,6431,,,,,CHEMBL615233,,,,,B,1,8,
,BAO_0000357,199,H,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,Autocuration,,11490,,6431,,,,,CHEMBL827088,,,,,B,1,8,
,BAO_0000357,200,H,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,Autocuration,,11490,,6431,,,,,CHEMBL615234,,,,,B,1,8,
,BAO_0000019,201,H,Compound was tested for the percent of inhibition against 12-LO at 10 uM,Autocuration,,11134,,9295,,,,,CHEMBL615235,,,,,F,1,8,
,BAO_0000019,202,H,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,Autocuration,,12052,,10193,,,,,CHEMBL615236,,,,,B,1,8,
,BAO_0000019,203,H,Compound was tested in vitro for inhibition of 12-LO human platelet,Autocuration,,11134,,13622,,,,,CHEMBL615237,,,,,B,1,8,
,BAO_0000019,204,H,Inhibitory concentration against human platelet 12-lipoxygenase,Autocuration,,11134,,12079,,,,,CHEMBL615238,,,,,F,1,8,
,BAO_0000019,205,H,Compound at 100 uM was tested in vitro for inhibition of 12-LO human platelet,Autocuration,,11134,,13622,,,,,CHEMBL615239,,,,,B,1,8,
,BAO_0000019,206,D,Inhibitory concentration against human platelet 12-lipoxygenase,Autocuration,,11134,,12079,,9606.0,Homo sapiens,,CHEMBL615240,,,,,F,1,9,
,BAO_0000019,207,H,Tested for inhibition of 12-LO (12-lipoxygenase) as an inhibitor of 12(S)-HETE biosynthesis in mouse epidermal homogenates,Expert,,11835,,13500,,,,,CHEMBL615241,,,,,B,1,8,
,BAO_0000357,208,H,Inhibitory activity against conversion of [1-14C]arachidonic acid to 12-HPETE and its reduction product 12-HETE by porcine leukocyte type 12-lipoxygenase,Expert,,11601,,13723,,,,,CHEMBL615242,,,,,B,1,8,
,BAO_0000019,209,H,Inhibitory activity against human platelet 12-lipoxygenase (12-HLO),Autocuration,,11134,,16474,,,,,CHEMBL615243,,,,,B,1,8,
,BAO_0000019,210,H,Inhibitory activity against human platelet 12-lipoxygenase,Autocuration,,11134,,1630,,,,,CHEMBL615244,,,,,B,1,8,
,BAO_0000019,211,H,Inhibitory activity against human platelet 12-lipoxygenase was evaluated,Autocuration,,11134,,167,,,,,CHEMBL615245,,,,,B,1,8,
,BAO_0000019,212,H,% inhibition against human platelet 12-lipoxygenase (12-HLO),Autocuration,,11134,,16474,,,,,CHEMBL615246,,,,,B,1,8,
,BAO_0000019,213,H,Inhibitory activity against human platelet 12-lipoxygenase was evaluated at 100 uM,Autocuration,,11134,,167,,,,,CHEMBL615247,,,,,B,1,8,
,BAO_0000019,214,H,percent inhibition against human platelet 12-lipoxygenase (12-HLO); NI is no inhibition,Autocuration,,11134,,16474,,,,,CHEMBL615248,,,,,B,1,8,
,BAO_0000357,215,H,Inhibitory activity towards porcine 12-lipoxygenase,Autocuration,,11601,,10091,,,,,CHEMBL615249,,,,,B,1,8,
,BAO_0000357,216,H,Tested for inhibition against porcine 12-LO,Autocuration,,11601,,11966,,,,,CHEMBL615250,,,,,B,1,8,
,BAO_0000019,217,H,Inhibition of 12-lipoxygenase was evaluated in rat platelets stimulated by thrombin up to a concentration of 10 uM; NE means No effect,Autocuration,,12052,,951,,,,,CHEMBL615251,,,,,B,1,8,
,BAO_0000019,218,H,Inhibitory activity against 12-lipoxygenase in rat platelet rich plasma,Autocuration,,12052,,10997,,,,,CHEMBL615252,,,,,B,1,8,
,BAO_0000019,219,H,In vitro inhibition of rat platelet 12-lipoxygenase,Expert,,12052,,10193,,,,,CHEMBL828340,,,,,B,1,8,
,BAO_0000019,220,H,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,Autocuration,,12052,,10193,,,,,CHEMBL615253,,,,,B,1,8,
,BAO_0000019,221,H,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 100 uM,Autocuration,,12052,,10193,,,,,CHEMBL615254,,,,,B,1,8,
,BAO_0000019,222,H,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 30 uM,Autocuration,,12052,,10193,,,,,CHEMBL615255,,,,,B,1,8,
,BAO_0000019,223,H,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,Autocuration,,12052,,10193,,,,,CHEMBL615256,,,,,B,1,8,
,BAO_0000019,224,H,In vitro inhibitory activity against rat platelet 12-lipoxygenase,Autocuration,,12052,,10193,,,,,CHEMBL615257,,,,,B,1,8,
,BAO_0000019,225,H,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 uM,Autocuration,,12052,,11087,,,,,CHEMBL615258,,,,,B,1,8,
,BAO_0000219,226,N,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,Intermediate,621.0,80007,,15569,,9606.0,Homo sapiens,,CHEMBL615259,41M,,,,F,1,1,
,BAO_0000219,227,N,In vitro antitumor activity against 41M cell line.,Expert,621.0,80007,,12989,,9606.0,Homo sapiens,,CHEMBL615260,41M,,,,F,1,1,
,BAO_0000219,228,N,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,Intermediate,621.0,80007,,16745,,9606.0,Homo sapiens,,CHEMBL615261,41M,,,,F,1,1,
,BAO_0000219,229,N,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,Intermediate,621.0,80007,,15569,,9606.0,Homo sapiens,,CHEMBL615262,41M,,,,F,1,1,
,BAO_0000219,230,N,In vitro antitumor activity against 41McisR cell line.,Expert,621.0,80007,,12989,,9606.0,Homo sapiens,,CHEMBL615263,41M,,,,F,1,1,
,BAO_0000219,231,N,Resistant factor was determined between IC50 of cisplatin-resistant human tumor cell lines to that of 41McisR cell line,Expert,621.0,80007,,12989,,9606.0,Homo sapiens,,CHEMBL838393,41M,,,,F,1,1,
,BAO_0000219,232,N,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,Intermediate,621.0,80007,,16745,,9606.0,Homo sapiens,,CHEMBL615264,41M,,,,F,1,1,
,BAO_0000357,233,D,Inhibition of 5'-inosine monophosphate dehydrogenase type I (IMPDH I),Expert,,84,,6210,,9606.0,Homo sapiens,,CHEMBL615265,,,,,B,1,9,
,BAO_0000357,234,D,Inhibition of 5'-inosine monophosphate dehydrogenase type II (IMPDH II),Expert,,68,,6210,,9606.0,Homo sapiens,,CHEMBL615266,,,,,B,1,9,
,BAO_0000357,235,H,Inhibitory activity against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II),Expert,,68,,6226,,,,,CHEMBL615267,,,,,B,1,8,
,BAO_0000357,236,H,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase,Expert,,10201,,17855,,,,,CHEMBL615268,,,,,B,1,8,
,BAO_0000357,237,H,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase; nd = Not determined,Expert,,10201,,17855,,,,,CHEMBL615269,,,,,B,1,8,
,BAO_0000357,238,H,Initial dissociation constant towards human 5'-methylthioadenosine phosphorylase,Expert,,10201,,17855,,,,,CHEMBL615270,,,,,B,1,8,
,BAO_0000357,239,H,"Evaluated for inhibitory activity on 5,10-Methenyl Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",Autocuration,,12220,,10413,,,,,CHEMBL615271,,,,,B,1,8,
,BAO_0000357,240,H,"Inhibitory activity against 5,10-methylenetetrahydrofolate dehydrogenase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",Autocuration,,11303,,10413,,562.0,Escherichia coli,,CHEMBL615272,,,,,B,1,8,
,BAO_0000357,241,H,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",Autocuration,,11303,,10413,,562.0,Escherichia coli,,CHEMBL615103,,,,,B,1,8,
,BAO_0000357,242,H,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM;NT=Not tested",Autocuration,,11303,,10413,,562.0,Escherichia coli,,CHEMBL615104,,,,,B,1,8,
,BAO_0000357,243,H,"Evaluated for inhibitory activity on 5,10-Methylene Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",Autocuration,,12220,,10413,,,,,CHEMBL615105,,,,,B,1,8,
,BAO_0000357,244,H,"Evaluated for inhibitory activity on 5,10-methylenetetrahydrofolate dehydrogenase(L cell) at folate substrate concentration of 100 uM",Autocuration,,12220,,10413,,,,,CHEMBL872866,,,,,B,1,8,
,BAO_0000357,245,H,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",Autocuration,,11303,,7587,,9823.0,Sus scrofa,,CHEMBL615106,,,,,B,1,8,
,BAO_0000019,246,H,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (A,porcine liver) enzyme.",Autocuration,,11303,,7587,,9823.0,Sus scrofa,,CHEMBL615107,,,,,B,1,8,
,BAO_0000357,247,H,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-4 M inhibitory concentration",Autocuration,,11303,,7587,,9823.0,Sus scrofa,,CHEMBL615108,,,,,B,1,8,
,BAO_0000357,248,H,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-5 M inhibitory concentration",Autocuration,,11303,,7587,,9823.0,Sus scrofa,,CHEMBL615109,,,,,B,1,8,
