film_id,titolo,descrizione,data_rilascio,lingua_id,lingua_originale_id,durata_noleggio,tariffa_noleggio,durata,costo_sostituzione,voto
529,LONELY ELEPHANT,A Intrepid Story of a Student And a Dog who must Challenge a Explorer in Soviet Georgia,2006,1,,3,2.99,67,12.99,G
354,GHOST GROUNDHOG,A Brilliant Panorama of a Madman And a Composer who must Succumb a Car in Ancient India,2006,1,,6,4.99,85,18.99,G
174,CONFIDENTIAL INTERVIEW,A Stunning Reflection of a Cat And a Woman who must Find a Astronaut in Ancient Japan,2006,1,,6,4.99,180,13.99,NC-17
115,CAMPUS REMEMBER,A Astounding Drama of a Crocodile And a Mad Cow who must Build a Robot in A Jet Boat,2006,1,,5,2.99,167,27.99,R
687,POCUS PULP,A Intrepid Yarn of a Frisbee And a Dog who must Build a Astronaut in A Baloon Factory,2006,1,,6,0.99,138,15.99,NC-17
809,SLIPPER FIDELITY,A Taut Reflection of a Secret Agent And a Man who must Redeem a Explorer in A MySQL Convention,2006,1,,5,0.99,156,14.99,PG-13
123,CASABLANCA SUPER,A Amazing Panorama of a Crocodile And a Forensic Psychologist who must Pursue a Secret Agent in The First Manned Space Station,2006,1,,6,4.99,85,22.99,G
525,LOATHING LEGALLY,A Boring Epistle of a Pioneer And a Mad Scientist who must Escape a Frisbee in The Gulf of Mexico,2006,1,,4,0.99,140,29.99,R
843,STEEL SANTA,A Fast-Paced Yarn of a Composer And a Frisbee who must Face a Moose in Nigeria,2006,1,,4,4.99,143,15.99,NC-17
975,WILLOW TRACY,A Brilliant Panorama of a Boat And a Astronaut who must Challenge a Teacher in A Manhattan Penthouse,2006,1,,6,2.99,137,22.99,R
177,CONNECTICUT TRAMP,A Unbelieveable Drama of a Crocodile And a Mad Cow who must Reach a Dentist in A Shark Tank,2006,1,,4,4.99,172,20.99,R
545,MADNESS ATTACKS,A Fanciful Tale of a Squirrel And a Boat who must Defeat a Crocodile in The Gulf of Mexico,2006,1,,4,0.99,178,14.99,PG-13
882,TENENBAUMS COMMAND,A Taut Display of a Pioneer And a Man who must Reach a Girl in The Gulf of Mexico,2006,1,,4,0.99,99,24.99,PG-13
452,ILLUSION AMELIE,A Emotional Epistle of a Boat And a Mad Scientist who must Outrace a Robot in An Abandoned Mine Shaft,2006,1,,4,0.99,122,15.99,R
395,HANDICAP BOONDOCK,A Beautiful Display of a Pioneer And a Squirrel who must Vanquish a Sumo Wrestler in Soviet Georgia,2006,1,,4,0.99,108,28.99,R
494,KARATE MOON,A Astounding Yarn of a Womanizer And a Dog who must Reach a Waitress in A MySQL Convention,2006,1,,4,0.99,120,21.99,PG-13
589,MODERN DORADO,A Awe-Inspiring Story of a Butler And a Sumo Wrestler who must Redeem a Boy in New Orleans,2006,1,,3,0.99,74,20.99,PG
859,SUGAR WONKA,A Touching Story of a Dentist And a Database Administrator who must Conquer a Astronaut in An Abandoned Amusement Park,2006,1,,3,4.99,114,20.99,PG
698,PRINCESS GIANT,A Thrilling Yarn of a Pastry Chef And a Monkey who must Battle a Monkey in A Shark Tank,2006,1,,3,2.99,71,29.99,NC-17
573,MICROCOSMOS PARADISE,A Touching Character Study of a Boat And a Student who must Sink a A Shark in Nigeria,2006,1,,6,2.99,105,22.99,PG-13
127,CAT CONEHEADS,A Fast-Paced Panorama of a Girl And a A Shark who must Confront a Boy in Ancient India,2006,1,,5,4.99,112,14.99,G
535,LOVE SUICIDES,A Brilliant Panorama of a Hunter And a Explorer who must Pursue a Dentist in An Abandoned Fun House,2006,1,,6,0.99,181,21.99,R
128,CATCH AMISTAD,A Boring Reflection of a Lumberjack And a Feminist who must Discover a Woman in Nigeria,2006,1,,7,0.99,183,10.99,G
493,KANE EXORCIST,A Epic Documentary of a Composer And a Robot who must Overcome a Car in Berlin,2006,1,,5,0.99,92,18.99,R
755,SABRINA MIDNIGHT,A Emotional Story of a Squirrel And a Crocodile who must Succumb a Husband in The Sahara Desert,2006,1,,5,4.99,99,11.99,PG
854,STRANGERS GRAFFITI,A Brilliant Character Study of a Secret Agent And a Man who must Find a Cat in The Gulf of Mexico,2006,1,,4,4.99,119,22.99,R
116,CANDIDATE PERDITION,A Brilliant Epistle of a Composer And a Database Administrator who must Vanquish a Mad Scientist in The First Manned Space Station,2006,1,,4,2.99,70,10.99,R
3,ADAPTATION HOLES,A Astounding Reflection of a Lumberjack And a Car who must Sink a Lumberjack in A Baloon Factory,2006,1,,7,2.99,50,18.99,NC-17
45,ATTRACTION NEWTON,A Astounding Panorama of a Composer And a Frisbee who must Reach a Husband in Ancient Japan,2006,1,,5,4.99,83,14.99,PG-13
276,ELEMENT FREDDY,A Awe-Inspiring Reflection of a Waitress And a Squirrel who must Kill a Mad Cow in A Jet Boat,2006,1,,6,4.99,115,28.99,NC-17
982,WOMEN DORADO,A Insightful Documentary of a Waitress And a Butler who must Vanquish a Composer in Australia,2006,1,,4,0.99,126,23.99,R
825,SPEAKEASY DATE,A Lacklusture Drama of a Forensic Psychologist And a Car who must Redeem a Man in A Manhattan Penthouse,2006,1,,6,2.99,165,22.99,PG-13
388,GUNFIGHT MOON,A Epic Reflection of a Pastry Chef And a Explorer who must Reach a Dentist in The Sahara Desert,2006,1,,5,0.99,70,16.99,NC-17
538,LOVERBOY ATTACKS,A Boring Story of a Car And a Butler who must Build a Girl in Soviet Georgia,2006,1,,7,0.99,162,19.99,PG-13
284,ENEMY ODDS,A Fanciful Panorama of a Mad Scientist And a Woman who must Pursue a Astronaut in Ancient India,2006,1,,5,4.99,77,23.99,NC-17
385,GROUNDHOG UNCUT,A Brilliant Panorama of a Astronaut And a Technical Writer who must Discover a Butler in A Manhattan Penthouse,2006,1,,6,4.99,139,26.99,PG-13
343,FULL FLATLINERS,A Beautiful Documentary of a Astronaut And a Moose who must Pursue a Monkey in A Shark Tank,2006,1,,6,2.99,94,14.99,PG
954,WAKE JAWS,A Beautiful Saga of a Feminist And a Composer who must Challenge a Moose in Berlin,2006,1,,7,4.99,73,18.99,G
417,HILLS NEIGHBORS,A Epic Display of a Hunter And a Feminist who must Sink a Car in A U-Boat,2006,1,,5,0.99,93,29.99,G
219,DEEP CRUSADE,A Amazing Tale of a Crocodile And a Squirrel who must Discover a Composer in Australia,2006,1,,6,4.99,51,20.99,PG-13
976,WIND PHANTOM,A Touching Saga of a Madman And a Forensic Psychologist who must Build a Sumo Wrestler in An Abandoned Mine Shaft,2006,1,,6,0.99,111,12.99,R
433,HORN WORKING,A Stunning Display of a Mad Scientist And a Technical Writer who must Succumb a Monkey in A Shark Tank,2006,1,,4,2.99,95,23.99,PG
802,SKY MIRACLE,A Epic Drama of a Mad Scientist And a Explorer who must Succumb a Waitress in An Abandoned Fun House,2006,1,,7,2.99,132,15.99,PG
632,NUTS TIES,A Thoughtful Drama of a Explorer And a Womanizer who must Meet a Teacher in California,2006,1,,5,4.99,145,10.99,NC-17
518,LIAISONS SWEET,A Boring Drama of a A Shark And a Explorer who must Redeem a Waitress in The Canadian Rockies,2006,1,,5,4.99,140,15.99,PG
149,CHRISTMAS MOONSHINE,A Action-Packed Epistle of a Feminist And a Astronaut who must Conquer a Boat in A Manhattan Penthouse,2006,1,,7,0.99,150,21.99,NC-17
615,NASH CHOCOLAT,A Epic Reflection of a Monkey And a Mad Cow who must Kill a Forensic Psychologist in An Abandoned Mine Shaft,2006,1,,6,2.99,180,21.99,PG-13
937,VARSITY TRIP,A Action-Packed Character Study of a Astronaut And a Explorer who must Reach a Monkey in A MySQL Convention,2006,1,,7,2.99,85,14.99,NC-17
230,DIARY PANIC,A Thoughtful Character Study of a Frisbee And a Mad Cow who must Outgun a Man in Ancient India,2006,1,,7,2.99,107,20.99,G
534,LOUISIANA HARRY,A Lacklusture Drama of a Girl And a Technical Writer who must Redeem a Monkey in A Shark Tank,2006,1,,5,0.99,70,18.99,PG-13
724,REMEMBER DIARY,A Insightful Tale of a Technical Writer And a Waitress who must Conquer a Monkey in Ancient India,2006,1,,5,2.99,110,15.99,R
164,COAST RAINBOW,A Astounding Documentary of a Mad Cow And a Pioneer who must Challenge a Butler in The Sahara Desert,2006,1,,4,0.99,55,20.99,PG
888,THIN SAGEBRUSH,A Emotional Drama of a Husband And a Lumberjack who must Build a Cat in Ancient India,2006,1,,5,4.99,53,9.99,PG-13
815,SNATCHERS MONTEZUMA,A Boring Epistle of a Sumo Wrestler And a Woman who must Escape a Man in The Canadian Rockies,2006,1,,4,2.99,74,14.99,PG-13
364,GODFATHER DIARY,A Stunning Saga of a Lumberjack And a Squirrel who must Chase a Car in The Outback,2006,1,,3,2.99,73,14.99,NC-17
462,INSIDER ARIZONA,A Astounding Saga of a Mad Scientist And a Hunter who must Pursue a Robot in A Baloon Factory,2006,1,,5,2.99,78,17.99,NC-17
785,SHAWSHANK BUBBLE,A Lacklusture Story of a Moose And a Monkey who must Confront a Butler in An Abandoned Amusement Park,2006,1,,6,4.99,80,20.99,PG
864,SUNDANCE INVASION,A Epic Drama of a Lumberjack And a Explorer who must Confront a Hunter in A Baloon Factory,2006,1,,5,0.99,92,21.99,NC-17
255,DRIVING POLISH,A Action-Packed Yarn of a Feminist And a Technical Writer who must Sink a Boat in An Abandoned Mine Shaft,2006,1,,6,4.99,175,21.99,NC-17
468,INVASION CYCLONE,A Lacklusture Character Study of a Mad Scientist And a Womanizer who must Outrace a Explorer in A Monastery,2006,1,,5,2.99,97,12.99,PG
514,LEBOWSKI SOLDIERS,A Beautiful Epistle of a Secret Agent And a Pioneer who must Chase a Astronaut in Ancient China,2006,1,,6,2.99,69,17.99,PG-13
678,PICKUP DRIVING,A Touching Documentary of a Husband And a Boat who must Meet a Pastry Chef in A Baloon Factory,2006,1,,3,2.99,77,23.99,G
554,MALKOVICH PET,A Intrepid Reflection of a Waitress And a A Shark who must Kill a Squirrel in The Outback,2006,1,,6,2.99,159,22.99,G
531,LOSE INCH,A Stunning Reflection of a Student And a Technical Writer who must Battle a Butler in The First Manned Space Station,2006,1,,3,0.99,137,18.99,R
422,HOLLOW JEOPARDY,A Beautiful Character Study of a Robot And a Astronaut who must Overcome a Boat in A Monastery,2006,1,,7,4.99,136,25.99,NC-17
77,BIRDS PERDITION,A Boring Story of a Womanizer And a Pioneer who must Face a Dog in California,2006,1,,5,4.99,61,15.99,G
520,LICENSE WEEKEND,A Insightful Story of a Man And a Husband who must Overcome a Madman in A Monastery,2006,1,,7,2.99,91,28.99,NC-17
170,COMMAND DARLING,A Awe-Inspiring Tale of a Forensic Psychologist And a Woman who must Challenge a Database Administrator in Ancient Japan,2006,1,,5,4.99,120,28.99,PG-13
353,GENTLEMEN STAGE,A Awe-Inspiring Reflection of a Monkey And a Student who must Overcome a Dentist in The First Manned Space Station,2006,1,,6,2.99,125,22.99,NC-17
932,VALLEY PACKER,A Astounding Documentary of a Astronaut And a Boy who must Outrace a Sumo Wrestler in Berlin,2006,1,,3,0.99,73,21.99,G
382,GRIT CLOCKWORK,A Thoughtful Display of a Dentist And a Squirrel who must Confront a Lumberjack in A Shark Tank,2006,1,,3,0.99,137,21.99,PG
537,LOVER TRUMAN,A Emotional Yarn of a Robot And a Boy who must Outgun a Technical Writer in A U-Boat,2006,1,,3,2.99,75,29.99,G
312,FIDDLER LOST,A Boring Tale of a Squirrel And a Dog who must Challenge a Madman in The Gulf of Mexico,2006,1,,4,4.99,75,20.99,R
79,BLADE POLISH,A Thoughtful Character Study of a Frisbee And a Pastry Chef who must Fight a Dentist in The First Manned Space Station,2006,1,,5,0.99,114,10.99,PG-13
668,PEAK FOREVER,A Insightful Reflection of a Boat And a Secret Agent who must Vanquish a Astronaut in An Abandoned Mine Shaft,2006,1,,7,4.99,80,25.99,PG
204,DALMATIONS SWEDEN,A Emotional Epistle of a Moose And a Hunter who must Overcome a Robot in A Manhattan Penthouse,2006,1,,4,0.99,106,25.99,PG
885,TEXAS WATCH,A Awe-Inspiring Yarn of a Student And a Teacher who must Fight a Teacher in An Abandoned Amusement Park,2006,1,,7,0.99,179,22.99,NC-17
