prospect_AgencyID,prospect_State,prospect_AddressLine2,prospect_Country,prospect_Employer,prospect_CreditRating,prospect_Income,prospect_NumberCars,prospect_NumberChildren,prospect_MaritalStatus,prospect_Age,prospect_OwnOrRentFlag,prospect_NumberCreditCards,prospect_NetWorth
Pee249,Newfoundland,,United States of America,Mutual of America Life,666.0,232945.0,4.0,3.0,M,58.0,U,0.0,3727580.0
bli250,OR,,United States of America,JetBlue Airways,567.0,390626.0,2.0,3.0,D,98.0,O,4.0,2993662.0
Lea251,NM,,United States of America,Western Refining,574.0,286207.0,5.0,3.0,,76.0,O,5.0,2886788.0
Wil252,FL,,United States of America,Western Refining,498.0,391468.0,5.0,0.0,S,59.0,,2.0,3672610.0
kom253,MS,,Canada,Bristol-Myers Squibb,836.0,171326.0,5.0,2.0,U,81.0,R,9.0,3245637.0
Wel254,Saskatchewan,,United States of America,AutoNation,759.0,294972.0,2.0,3.0,M,31.0,,8.0,959636.0
Lac255,NE,,United States of America,Boeing,563.0,131039.0,3.0,5.0,S,1.0,O,6.0,1037702.0
Hon256,TN,,United States of America,Advanced Micro Devices,313.0,480287.0,1.0,5.0,S,28.0,U,8.0,69141.0
Con257,OR,,United States of America,Unitrin,771.0,276404.0,0.0,4.0,M,36.0,O,6.0,2818725.0
han258,ID,,United States of America,Liberty Media,717.0,435481.0,0.0,5.0,S,47.0,O,1.0,3153373.0
WOJ259,WV,,United States of America,Jarden,355.0,,4.0,4.0,D,77.0,O,2.0,616608.0
Ami260,MI,,United States of America,Cincinnati Financial,383.0,499891.0,4.0,4.0,U,91.0,O,10.0,1014586.0
Mo261,AL,,United States of America,Steel Dynamics,579.0,394640.0,5.0,5.0,S,46.0,O,1.0,1679903.0
BUR262,TN,,Canada,OGE Energy,324.0,359040.0,4.0,3.0,M,36.0,O,5.0,1062919.0
Kos263,Manitoba,,United States of America,Hartford Financial Services,752.0,429949.0,5.0,2.0,M,18.0,R,0.0,3684297.0
Bor264,CO,,Canada,Penske Automotive Group,723.0,333500.0,5.0,2.0,D,27.0,O,2.0,1805618.0
LAR265,OR,,United States of America,Amkor Technology,349.0,480399.0,2.0,,S,79.0,U,1.0,1852935.0
BOU266,CO,,United States of America,Psychiatric Solutions,643.0,73398.0,2.0,5.0,W,72.0,O,4.0,1528702.0
Pan267,NC,,United States of America,Calpine,390.0,,3.0,0.0,W,26.0,O,0.0,178411.0
Wal268,Alberta,,United States of America,Saks,801.0,446105.0,4.0,4.0,U,31.0,O,7.0,2245432.0
Mue269,VT,,Canada,BE Aerospace,741.0,128126.0,0.0,4.0,S,2.0,O,2.0,3058077.0
Zub270,VT,Apt. 986,Canada,Exterran Holdings,821.0,371101.0,2.0,1.0,D,81.0,O,8.0,723251.0
Sei271,SC,,United States of America,Penn National Gaming,830.0,263066.0,3.0,,M,69.0,O,5.0,3755553.0
Cav272,SD,,United States of America,PetSmart,441.0,,0.0,1.0,M,69.0,R,,757755.0
Har273,New Brunswick,,United States of America,First Data,484.0,453776.0,3.0,1.0,D,80.0,R,2.0,3610784.0
Nau274,Manitoba,,United States of America,Liz Claiborne,653.0,494609.0,4.0,5.0,,14.0,O,8.0,2994154.0
Ste275,NJ,,Canada,Alcoa,727.0,233618.0,0.0,2.0,D,39.0,R,7.0,612241.0
Cho276,TX,,United States of America,Perini,535.0,,1.0,,U,0.0,O,0.0,1352198.0
Lux277,MD,,United States of America,Hudson City Bancorp,320.0,154521.0,5.0,4.0,W,59.0,R,9.0,2534935.0
Far278,WV,,United States of America,Sigma-Aldrich,775.0,438162.0,4.0,4.0,W,60.0,O,1.0,3189762.0
Shi279,OH,,United States of America,Plains Exploration,606.0,352602.0,3.0,4.0,M,4.0,O,,447872.0
Pip280,NH,,United States of America,W.R. Berkley,,194788.0,4.0,2.0,S,74.0,O,5.0,3207012.0
Sug281,IL,,Canada,Cooper-Standard Holdings,685.0,437119.0,0.0,1.0,W,66.0,O,6.0,303926.0
Kum282,SD,,Canada,Ryder System,770.0,66431.0,0.0,5.0,M,36.0,O,5.0,3685802.0
LOR283,DC,,United States of America,Merck,694.0,380368.0,4.0,4.0,M,55.0,O,4.0,3180558.0
KUR284,MO,Apt. 247,United States of America,Chubb,530.0,7377.0,1.0,3.0,D,57.0,O,4.0,
ser285,NJ,,Canada,Cummins,609.0,87533.0,5.0,0.0,S,76.0,O,1.0,3507884.0
Ado286,SD,,Canada,Advance Auto Parts,619.0,76061.0,2.0,4.0,M,63.0,O,3.0,2230968.0
Bol287,AK,,United States of America,Airgas,821.0,486482.0,4.0,3.0,M,76.0,O,7.0,814197.0
sav288,Newfoundland,,United States of America,Mattel,553.0,436307.0,4.0,,M,22.0,O,6.0,2254862.0
Mar289,PA,,United States of America,Rite Aid,529.0,420621.0,,0.0,D,,O,,91935.0
Bar290,NJ,,United States of America,Forest Laboratories,507.0,187944.0,1.0,1.0,W,7.0,O,4.0,1818938.0
Woo291,NJ,,United States of America,Pioneer Natural Resources,726.0,146651.0,0.0,2.0,S,4.0,O,8.0,177543.0
Bir292,IL,,United States of America,H&R Block,684.0,118757.0,2.0,1.0,,39.0,O,8.0,3078579.0
Lav293,Ontario,,United States of America,Colgate-Palmolive,,467906.0,1.0,1.0,U,84.0,O,4.0,1222308.0
Mcm294,MI,,United States of America,CBS,314.0,89920.0,0.0,0.0,S,26.0,O,7.0,3341105.0
Pau295,TN,,United States of America,Cytec Industries,,43770.0,,1.0,S,72.0,O,4.0,3128005.0
Lea296,MD,Suite 130,United States of America,Calumet Specialty Products,645.0,435272.0,2.0,4.0,W,20.0,U,9.0,
Seh297,CO,,United States of America,Popular,713.0,464094.0,3.0,1.0,U,100.0,R,8.0,
hit298,NC,,United States of America,Patterson-UTI Energy,357.0,474686.0,0.0,3.0,U,83.0,O,9.0,594723.0
GAS299,Manitoba,,United States of America,Viacom,649.0,106730.0,1.0,,D,45.0,U,5.0,787771.0
hue300,OR,apt. 35,United States of America,Calumet Specialty Products,835.0,97186.0,1.0,1.0,M,56.0,,0.0,148371.0
Kle301,UT,,United States of America,AMR,,161132.0,4.0,1.0,M,65.0,O,0.0,2760822.0
Win302,IL,,United States of America,Olin,629.0,393718.0,2.0,,M,96.0,R,1.0,2240874.0
Mar303,CA,,United States of America,Bon-Ton Stores,587.0,31765.0,3.0,2.0,U,40.0,O,1.0,3676798.0
SWA304,ID,Suite 113,Canada,Werner Enterprises,786.0,411526.0,0.0,3.0,M,51.0,R,8.0,1137557.0
Joy305,LA,,United States of America,PepsiCo,415.0,316374.0,4.0,3.0,M,85.0,O,10.0,978089.0
mcr306,WV,suite 308,United States of America,American Electric Power,791.0,233970.0,5.0,4.0,S,11.0,O,5.0,3268379.0
Pre307,MN,,United States of America,Community Health Systems,413.0,185988.0,3.0,5.0,M,100.0,R,0.0,2476914.0
HIN308,Quebec,,United States of America,IAC/InterActiveCorp,428.0,443246.0,2.0,5.0,M,51.0,O,7.0,
Sel309,Quebec,,United States of America,Jack in the Box,810.0,474421.0,1.0,1.0,W,,O,10.0,3405002.0
Wea310,MD,,United States of America,U.S. Bancorp,324.0,256222.0,2.0,0.0,U,39.0,U,2.0,1958810.0
TOM311,UT,,United States of America,PharMerica,587.0,396342.0,4.0,1.0,,47.0,O,6.0,1941022.0
Ens312,RI,,United States of America,AGL Resources,700.0,4870.0,0.0,1.0,,,,1.0,1309748.0
Ger313,MA,,United States of America,Arkansas Best,734.0,379475.0,2.0,3.0,S,66.0,O,,3632370.0
Bat314,MN,,Canada,BorgWarner,651.0,422366.0,4.0,2.0,S,83.0,,0.0,2475001.0
LON315,TX,,United States of America,Pride International,555.0,67927.0,4.0,4.0,W,49.0,R,,2075664.0
Tun316,WI,,Canada,DaVita,614.0,363160.0,4.0,2.0,M,,R,1.0,1250329.0
eis317,New Brunswick,,Canada,Xerox,794.0,419888.0,4.0,2.0,M,73.0,O,8.0,212451.0
Vuc318,ID,,Canada,Republic Services,482.0,229870.0,1.0,5.0,D,86.0,U,8.0,3049747.0
bea319,British Columbia,Apt. 453,United States of America,Cephalon,591.0,158840.0,0.0,5.0,U,48.0,O,2.0,2417447.0
Fer320,NV,,Canada,,566.0,430061.0,1.0,0.0,U,,O,8.0,2612998.0
Soo321,MN,,United States of America,National Fuel Gas,381.0,194526.0,0.0,,M,37.0,O,6.0,734375.0
Bir322,IL,,United States of America,Target,374.0,424188.0,0.0,2.0,D,68.0,O,7.0,3717995.0
Ver323,Manitoba,,United States of America,Expedia,328.0,470701.0,0.0,0.0,U,,O,,956825.0
De 324,Alberta,,United States of America,Hudson City Bancorp,807.0,404911.0,1.0,,S,66.0,O,8.0,
Bla325,TN,,Canada,PharMerica,311.0,,3.0,4.0,S,14.0,O,1.0,2390111.0
Hur326,ME,,United States of America,Men's Wearhouse,647.0,436285.0,5.0,3.0,S,69.0,O,5.0,3576639.0
ray327,GA,,United States of America,Williams,622.0,391695.0,0.0,4.0,,35.0,O,,339669.0
nix328,AK,,Canada,SPX,570.0,479851.0,3.0,0.0,U,78.0,R,7.0,2731417.0
zag329,CT,,United States of America,BE Aerospace,840.0,409873.0,4.0,5.0,S,33.0,R,8.0,2179616.0
Roi330,WI,,United States of America,Wells Fargo,389.0,245133.0,0.0,4.0,M,77.0,O,2.0,
Hog331,MO,,United States of America,,467.0,181694.0,,5.0,M,94.0,,2.0,2950835.0
Mar332,MS,Apt. 345,United States of America,Lincoln National,793.0,106385.0,2.0,2.0,S,19.0,O,8.0,1515524.0
Col333,NY,APT. 492,United States of America,Targa Resources,749.0,488485.0,4.0,2.0,,50.0,O,3.0,2007473.0
neg334,MI,,United States of America,Spherion,789.0,90218.0,3.0,2.0,D,65.0,O,8.0,1757951.0
Wil335,MD,,Canada,Family Insurance Group,768.0,308552.0,2.0,1.0,,29.0,O,8.0,1980948.0
Gos336,SD,,United States of America,Adobe Systems,625.0,380031.0,5.0,5.0,U,37.0,O,6.0,1630998.0
Ntp337,Prince Edward Island,,United States of America,Blockbuster,751.0,348345.0,2.0,5.0,M,56.0,O,0.0,463905.0
mil338,TN,,United States of America,Radian Group,460.0,406014.0,1.0,4.0,S,,O,3.0,352542.0
TEL339,ID,,United States of America,M&F Worldwide,812.0,55811.0,,4.0,U,46.0,R,8.0,3243615.0
RIV340,MO,,United States of America,MeadWestvaco,532.0,456536.0,4.0,4.0,M,28.0,O,0.0,156383.0
hol341,Ontario,,United States of America,RadioShack,509.0,42908.0,4.0,1.0,U,31.0,R,8.0,3366650.0
Fry342,UT,,United States of America,Abbott Laboratories,461.0,319596.0,5.0,4.0,U,55.0,R,0.0,3762007.0
Esc343,CT,,United States of America,Phoenix,,146636.0,2.0,,S,26.0,O,2.0,2915479.0
LID344,CA,,United States of America,Medical Mutual of Ohio,332.0,282004.0,5.0,2.0,M,93.0,,4.0,518175.0
BAY345,IN,,United States of America,National Oilwell Varco,371.0,339377.0,5.0,4.0,M,14.0,R,1.0,3240188.0
SED346,NE,Apt. 449,United States of America,Cincinnati Financial,546.0,391590.0,1.0,1.0,U,30.0,O,8.0,492570.0
SHU347,VT,,United States of America,Ecolab,754.0,319668.0,3.0,1.0,M,18.0,U,6.0,3189432.0
hin348,HI,,United States of America,Baldor Electric,516.0,251066.0,4.0,,U,69.0,O,2.0,1862636.0
Luw349,WA,Apt. 954,United States of America,Smithfield Foods,737.0,122433.0,1.0,1.0,W,60.0,O,1.0,1891784.0
PCB350,Saskatchewan,,United States of America,Hormel Foods,404.0,229086.0,4.0,2.0,D,77.0,O,1.0,2999683.0
BEZ351,SC,,United States of America,Patterson,583.0,387138.0,4.0,2.0,M,,O,0.0,1482145.0
Buc352,OK,,United States of America,Anadarko Petroleum,461.0,192643.0,5.0,3.0,U,62.0,O,8.0,2237352.0
RAM353,NJ,,United States of America,Michael Foods,343.0,301108.0,5.0,3.0,M,96.0,O,2.0,2903967.0
THR354,KY,,United States of America,International Game Technology,431.0,448626.0,3.0,0.0,W,45.0,O,0.0,2208391.0
RAU355,ME,,United States of America,Western Digital,319.0,432792.0,1.0,4.0,M,65.0,R,10.0,1052954.0
Gol356,WY,,United States of America,Sonoco Products,504.0,499596.0,5.0,2.0,M,12.0,O,0.0,3751568.0
Upd357,MO,,Canada,Verizon Communications,611.0,30189.0,4.0,4.0,M,71.0,O,6.0,1980882.0
MOR358,AK,,United States of America,Securian Financial Group,359.0,111428.0,4.0,2.0,,38.0,O,2.0,579641.0
SHA359,CT,,Canada,Electronic Arts,398.0,146638.0,5.0,2.0,W,7.0,O,2.0,3476510.0
Cla360,SD,,United States of America,LandAmerica Financial Group,,40323.0,3.0,4.0,M,30.0,O,4.0,505464.0
LIC361,IA,,United States of America,C.H. Robinson Worldwide,537.0,461807.0,0.0,0.0,,58.0,O,0.0,2494978.0
PEL362,UT,Suite 471,United States of America,Alaska Air Group,743.0,184868.0,5.0,5.0,U,8.0,O,1.0,1609289.0
Ash363,Newfoundland,,Canada,Buildings Materials Corp.,432.0,125814.0,5.0,3.0,M,18.0,O,8.0,
DYN364,ID,,United States of America,Interactive Brokers Group,614.0,267270.0,2.0,3.0,S,83.0,R,10.0,1681770.0
Lar365,MI,,United States of America,Rockwell Automation,704.0,408878.0,0.0,1.0,M,50.0,O,6.0,
ENG366,CA,,Canada,Pantry,604.0,418717.0,2.0,3.0,M,88.0,R,0.0,2933990.0
Har368,MD,,United States of America,Werner Enterprises,556.0,345984.0,0.0,2.0,U,60.0,R,5.0,2112951.0
Hey369,KS,,United States of America,Cisco Systems,344.0,171271.0,2.0,5.0,U,52.0,O,1.0,3418282.0
leh370,WI,,Canada,Lockheed Martin,388.0,448397.0,0.0,3.0,W,48.0,O,6.0,2898609.0
Co-371,NC,apt. 926,Canada,SanDisk,416.0,359271.0,4.0,,U,40.0,O,8.0,1765032.0
Elt372,TN,,Canada,News Corp.,709.0,322068.0,2.0,2.0,M,69.0,O,6.0,3176317.0
Alv373,IL,,United States of America,Markel,426.0,76346.0,2.0,,M,42.0,O,5.0,461490.0
YOK374,OR,,United States of America,Silgan Holdings,665.0,469442.0,0.0,1.0,M,39.0,R,2.0,3164372.0
ZIN375,DC,,United States of America,SPX,547.0,167918.0,2.0,0.0,M,19.0,O,3.0,1294197.0
zim376,Saskatchewan,,United States of America,L-3 Communications,558.0,104354.0,0.0,4.0,U,10.0,O,,661877.0
laf377,KS,,United States of America,Thermo Fisher Scientific,511.0,467285.0,4.0,4.0,M,47.0,O,9.0,2709193.0
POP378,British Columbia,,Canada,Kimberly-Clark,504.0,,1.0,,S,83.0,R,7.0,1744304.0
men379,MI,,United States of America,Church & Dwight,693.0,72940.0,5.0,2.0,S,,O,6.0,1670195.0
TUR380,CT,,Canada,Vanguard Health Systems,454.0,150336.0,5.0,4.0,M,42.0,O,0.0,1443342.0
fee381,IA,,United States of America,Embarq,372.0,81333.0,0.0,4.0,D,2.0,O,10.0,681302.0
ter382,NH,,United States of America,AMC Entertainment,568.0,117399.0,0.0,3.0,S,67.0,O,9.0,3406439.0
BAR383,TN,,Canada,Sigma-Aldrich,530.0,489099.0,4.0,4.0,M,,R,4.0,315234.0
Tap384,MS,,United States of America,Leap Wireless International,770.0,201358.0,0.0,5.0,M,77.0,O,7.0,2584094.0
Mod385,Ontario,Apt. 936,United States of America,CME Group,646.0,47401.0,1.0,4.0,,19.0,O,2.0,
cim386,CT,APT. 587,United States of America,Allstate,397.0,259459.0,4.0,4.0,U,8.0,O,1.0,977864.0
Sal387,RI,,United States of America,Curtiss-Wright,713.0,351789.0,3.0,1.0,M,,O,1.0,1163838.0
bru388,TX,,United States of America,Family Dollar Stores,346.0,206326.0,2.0,1.0,M,83.0,O,9.0,69460.0
GAU389,Saskatchewan,,United States of America,Spectrum Brands,482.0,341402.0,4.0,3.0,D,43.0,O,8.0,3599223.0
LOB390,CA,,United States of America,Comerica,753.0,438918.0,5.0,3.0,D,46.0,O,2.0,1381885.0
DAN391,MN,,Canada,CenturyTel,691.0,413943.0,1.0,5.0,M,14.0,,10.0,171313.0
SAL392,AK,,United States of America,Scholastic,587.0,211789.0,1.0,0.0,M,72.0,R,6.0,1373558.0
Mar393,KS,,Canada,Boise,566.0,237314.0,0.0,5.0,S,29.0,R,0.0,2335796.0
Bra394,PA,,United States of America,Amkor Technology,323.0,22080.0,3.0,1.0,M,51.0,O,7.0,2494081.0
Koc395,IA,,Canada,Ameren,344.0,481195.0,5.0,4.0,M,81.0,O,8.0,252245.0
Pla396,OH,,Canada,DirecTV Group,765.0,208298.0,0.0,0.0,W,67.0,O,4.0,3970725.0
mcc397,ND,,United States of America,Williams,,221.0,1.0,4.0,W,91.0,O,7.0,2030035.0
Des398,IN,,United States of America,U.S. Bancorp,650.0,207979.0,0.0,4.0,M,43.0,O,6.0,2227601.0
NOR399,CA,,Canada,Spherion,466.0,,4.0,2.0,M,27.0,R,,1012111.0
Paq400,VT,,United States of America,Nasdaq OMX Group,538.0,,4.0,,W,1.0,U,3.0,1927066.0
Sfi401,IN,,United States of America,Nicor,780.0,287081.0,2.0,4.0,M,91.0,O,8.0,2530133.0
Amo402,KY,,United States of America,Coventry Health Care,690.0,126706.0,4.0,0.0,M,55.0,O,5.0,2695189.0
Say403,MN,,United States of America,Winn-Dixie Stores,660.0,435365.0,3.0,4.0,W,46.0,O,5.0,392585.0
ang404,NH,,United States of America,Pepsi Bottling,369.0,257974.0,3.0,3.0,U,62.0,R,2.0,3170355.0
lig405,GA,,United States of America,Oceaneering International,368.0,145250.0,3.0,4.0,M,67.0,O,6.0,57156.0
Sch406,WY,,United States of America,Lexmark International,434.0,340395.0,0.0,0.0,,51.0,O,4.0,237138.0
BRA407,Ontario,,United States of America,WellPoint,500.0,121125.0,2.0,5.0,U,49.0,O,9.0,2960029.0
Coa408,IA,,Canada,Capital One Financial,521.0,328766.0,4.0,3.0,M,40.0,O,1.0,2645718.0
NAR409,WY,,United States of America,Aleris International,573.0,223976.0,0.0,0.0,M,59.0,O,4.0,2500380.0
cai410,MT,,United States of America,Sentry Insurance Group,474.0,338008.0,3.0,5.0,S,83.0,O,2.0,
hol411,WI,,United States of America,Atmos Energy,,36596.0,3.0,4.0,D,49.0,U,2.0,823819.0
YED412,British Columbia,,United States of America,Visteon,702.0,289137.0,4.0,3.0,D,22.0,R,6.0,1279474.0
GIA413,Quebec,,United States of America,Molex,314.0,454271.0,1.0,3.0,U,16.0,R,7.0,1723410.0
TOO414,OK,,United States of America,OfficeMax,363.0,296199.0,1.0,1.0,M,71.0,O,1.0,3099344.0
Sei415,WI,,Canada,VeraSun Energy,467.0,439149.0,5.0,1.0,M,84.0,O,10.0,3268514.0
REN416,SD,Apt. 250,United States of America,Oil States International,494.0,304065.0,3.0,0.0,S,36.0,O,6.0,3782981.0
Sax417,New Brunswick,,United States of America,Ruddick,653.0,228020.0,,4.0,D,94.0,O,1.0,103988.0
des418,NV,,Canada,Public Storage,337.0,158386.0,2.0,5.0,W,86.0,R,3.0,2211238.0
KUH419,MS,,United States of America,PG&E Corp.,701.0,,1.0,5.0,S,,O,0.0,1719692.0
men420,MT,,Canada,Portland General Electric,632.0,334302.0,5.0,5.0,S,44.0,O,10.0,1068987.0
Ado421,NE,,United States of America,Northrop Grumman,774.0,461356.0,1.0,5.0,D,62.0,O,1.0,3841340.0
SHA422,Quebec,apt. 68,United States of America,UGI,589.0,68100.0,3.0,3.0,M,31.0,O,2.0,3119163.0
mcm423,British Columbia,,Canada,PC Connection,574.0,426915.0,1.0,,M,39.0,O,7.0,428749.0
ver424,OK,Suite 162,United States of America,Alaska Air Group,342.0,415992.0,0.0,1.0,S,32.0,U,6.0,2815691.0
Bur425,WY,,United States of America,Kroger,305.0,,4.0,5.0,M,97.0,O,4.0,
kau426,VA,,United States of America,Dean Foods,647.0,152237.0,2.0,2.0,M,84.0,O,2.0,1842060.0
mcc427,New Brunswick,Apt. 486,United States of America,Flowserve,595.0,200548.0,,5.0,D,37.0,O,7.0,798572.0
Ube428,MD,,United States of America,,426.0,84477.0,0.0,1.0,M,68.0,O,2.0,1392742.0
Sel429,OH,,United States of America,Quest Diagnostics,589.0,4497.0,4.0,0.0,,14.0,O,0.0,408801.0
mai430,RI,,United States of America,Bob Evans Farms,777.0,118996.0,5.0,1.0,W,34.0,O,9.0,3118464.0
NIS431,LA,,United States of America,FMC Technologies,768.0,,3.0,4.0,U,52.0,O,9.0,2876206.0
Hol432,WI,,United States of America,HealthSouth,505.0,249611.0,5.0,3.0,M,98.0,O,6.0,2351716.0
log433,New Brunswick,,United States of America,Calumet Specialty Products,,198480.0,5.0,4.0,,20.0,O,2.0,524711.0
Fra434,New Brunswick,,United States of America,Sovereign Bancorp,418.0,323601.0,0.0,0.0,U,,O,6.0,2574607.0
str435,AK,,United States of America,Spansion,729.0,279066.0,2.0,0.0,D,48.0,O,10.0,545131.0
pon436,NV,,United States of America,Valassis Communications,676.0,195110.0,3.0,3.0,U,14.0,O,9.0,2543419.0
cro437,TN,,Canada,Dr Pepper Snapple Group,322.0,437319.0,5.0,2.0,S,0.0,O,8.0,3500291.0
HAR438,RI,,United States of America,Jabil Circuit,608.0,208507.0,0.0,0.0,W,70.0,O,3.0,838235.0
Mat439,Manitoba,,United States of America,Altria Group,742.0,398251.0,4.0,3.0,D,47.0,O,6.0,1330041.0
Shi440,LA,,United States of America,Assurant,706.0,202621.0,0.0,0.0,M,55.0,U,9.0,1893527.0
LAN441,MT,,United States of America,Expedia,522.0,33679.0,0.0,4.0,U,61.0,,5.0,1803737.0
Pas442,AK,,Canada,American Express,530.0,439541.0,3.0,5.0,U,20.0,U,2.0,3766589.0
PRO443,Quebec,,Canada,Owens-Illinois,771.0,78673.0,3.0,4.0,M,67.0,O,7.0,
mar444,TN,suite 169,Canada,U.S. Bancorp,575.0,432392.0,3.0,3.0,U,53.0,O,4.0,
san445,MN,,United States of America,Coca-Cola,471.0,94915.0,1.0,5.0,W,90.0,R,3.0,3980032.0
RUD446,MT,,Canada,Saks,660.0,395989.0,1.0,0.0,M,46.0,O,8.0,3241950.0
doy447,MN,,United States of America,PSS World Medical,640.0,303420.0,1.0,2.0,S,,O,,2433890.0
Wie448,WV,,United States of America,Eaton,337.0,316111.0,1.0,3.0,S,16.0,R,5.0,3625876.0
Kie449,Saskatchewan,,United States of America,Western Refining,630.0,202658.0,5.0,,M,46.0,O,8.0,744412.0
mor450,AR,,Canada,,757.0,212833.0,3.0,4.0,W,2.0,,9.0,234398.0
Mas451,Ontario,,Canada,Avis Budget Group,847.0,493326.0,0.0,,D,68.0,O,9.0,3576329.0
tho452,VT,,Canada,Applied Industrial Tech,389.0,51832.0,3.0,0.0,U,17.0,,0.0,143729.0
Sob453,KY,,United States of America,Great Plains Energy,810.0,498023.0,1.0,1.0,S,91.0,R,1.0,2710947.0
CAS454,OK,,United States of America,MeadWestvaco,791.0,310857.0,3.0,4.0,S,62.0,R,4.0,1054420.0
Gab455,CO,,United States of America,"Toys ""R"" Us",836.0,85788.0,1.0,2.0,M,71.0,O,0.0,604158.0
SYL456,Manitoba,,United States of America,NVR,308.0,,0.0,4.0,U,20.0,U,7.0,304729.0
Das457,CA,,United States of America,Northern Trust Corp.,,376334.0,1.0,,M,72.0,R,9.0,2629774.0
Chu458,WV,,United States of America,Graybar Electric,770.0,419994.0,3.0,0.0,U,45.0,O,,1539610.0
Pap459,WI,,United States of America,MEMC Electronic Materials,679.0,164193.0,4.0,3.0,D,38.0,O,0.0,695204.0
skr460,ME,,United States of America,Wesco International,495.0,486399.0,4.0,1.0,U,14.0,R,3.0,2061858.0
Mia461,WI,,United States of America,,479.0,238480.0,5.0,0.0,D,23.0,O,8.0,223131.0
Jew462,NH,,United States of America,Norfolk Southern,838.0,298035.0,4.0,4.0,M,,U,1.0,267988.0
Dar463,DE,,United States of America,CIT Group,774.0,74811.0,,0.0,U,62.0,R,0.0,914656.0
Net464,MS,,United States of America,Huntington Bancshares,443.0,,1.0,4.0,U,47.0,O,6.0,138885.0
HIC465,AZ,,Canada,Cooper Tire & Rubber,543.0,113676.0,3.0,4.0,S,10.0,O,2.0,3756665.0
Arc466,HI,,United States of America,Embarq,559.0,237438.0,4.0,0.0,M,80.0,O,4.0,1253224.0
Rud467,NM,,United States of America,Harley-Davidson,396.0,3050.0,5.0,1.0,U,63.0,O,1.0,3978208.0
MOR468,Newfoundland,,United States of America,Pride International,,407509.0,2.0,3.0,M,15.0,O,5.0,2610979.0
ras469,British Columbia,,United States of America,Old Republic International,653.0,188569.0,1.0,4.0,M,74.0,O,9.0,885854.0
Bov470,NJ,,United States of America,Mohawk Industries,848.0,40764.0,,2.0,M,41.0,U,0.0,130442.0
vel471,SD,,United States of America,Dole Food,709.0,331388.0,2.0,0.0,M,63.0,O,5.0,172409.0
Mit472,NJ,,United States of America,Penske Automotive Group,668.0,,2.0,5.0,M,,O,2.0,1443338.0
van473,OK,,United States of America,WGL Holdings,351.0,20788.0,1.0,3.0,W,99.0,O,0.0,2212253.0
Til474,MI,,United States of America,News Corp.,824.0,193702.0,1.0,0.0,,15.0,O,9.0,1621145.0
Lar475,IL,,United States of America,Newell Rubbermaid,624.0,348826.0,1.0,0.0,M,34.0,R,6.0,1030748.0
tro476,WI,,Canada,SunGard Data Systems,348.0,447160.0,2.0,0.0,U,26.0,U,9.0,2099326.0
WAI477,KY,,United States of America,Aleris International,620.0,,4.0,1.0,S,84.0,O,10.0,725432.0
TOT478,NE,,Canada,Autodesk,809.0,225668.0,4.0,0.0,U,41.0,O,8.0,959416.0
sue479,VT,,United States of America,Bon-Ton Stores,412.0,459394.0,1.0,3.0,U,24.0,O,10.0,3426171.0
Yau480,NE,,United States of America,Equity Residential,316.0,368744.0,5.0,0.0,S,,R,7.0,2979891.0
Den481,IL,,United States of America,Beazer Homes USA,692.0,480862.0,3.0,,W,20.0,R,9.0,1741992.0
kot482,NC,,United States of America,Select Medical Holdings,642.0,178589.0,3.0,3.0,,37.0,U,4.0,3141622.0
trp483,ND,,Canada,Tech Data,830.0,154122.0,3.0,3.0,S,22.0,R,1.0,3210202.0
Baz484,OR,,United States of America,Target,692.0,479326.0,0.0,1.0,U,,O,6.0,557419.0
New485,Nova Scotia,,United States of America,Diebold,788.0,353490.0,4.0,3.0,U,81.0,U,6.0,3753669.0
