ss_d,chmbl_d,cnfdnc_scr,dc_d,crtd_b,ss_ctgr,ss_sbclllr_frctn,td,rltnshp_tp,src_d,src_ss_d,cll_d,b_frmt,tss_d,vrnt_d
7826,CHEMBL620216,1,9552,Intermediate,,,50797,N,1,,,BAO_0000218,1969.0,
7827,CHEMBL620888,1,9552,Intermediate,,,50588,N,1,,,BAO_0000218,1969.0,
7828,CHEMBL620889,1,9552,Intermediate,,,50588,N,1,,,BAO_0000218,1969.0,
7829,CHEMBL620890,0,9552,Autocuration,,,22224,U,1,,,BAO_0000019,1969.0,
7830,CHEMBL620891,1,11911,Intermediate,,,50597,N,1,,,BAO_0000218,1969.0,
7831,CHEMBL620892,0,16618,Autocuration,,,22224,U,1,,,BAO_0000019,,
7832,CHEMBL621079,1,14387,Intermediate,,,50594,N,1,,,BAO_0000218,,
7833,CHEMBL621080,1,14387,Intermediate,,,50594,N,1,,,BAO_0000218,,
7834,CHEMBL621081,1,12836,Intermediate,,,50588,N,1,,,BAO_0000218,,
7835,CHEMBL621082,1,12836,Intermediate,,,100712,N,1,,,BAO_0000218,,
7836,CHEMBL621083,1,12836,Intermediate,,,50597,N,1,,,BAO_0000218,,
7837,CHEMBL621084,1,14339,Intermediate,,,50588,N,1,,,BAO_0000218,,
7838,CHEMBL621085,1,14339,Intermediate,,,50588,N,1,,,BAO_0000218,,
7839,CHEMBL621086,1,14339,Intermediate,,,50588,N,1,,,BAO_0000218,,
7840,CHEMBL621087,1,10524,Intermediate,,,50588,N,1,,,BAO_0000218,,
7841,CHEMBL622607,1,9994,Intermediate,,,50588,N,1,,,BAO_0000218,,
7842,CHEMBL622608,1,11325,Intermediate,,,50588,N,1,,,BAO_0000218,,
7843,CHEMBL624481,0,12536,Autocuration,,,22224,U,1,,,BAO_0000019,,
7844,CHEMBL624482,0,12536,Autocuration,,,22224,U,1,,,BAO_0000019,,
7845,CHEMBL624483,0,12536,Autocuration,,,22224,U,1,,,BAO_0000019,,
7846,CHEMBL624484,0,12536,Autocuration,,,22224,U,1,,,BAO_0000019,,
7847,CHEMBL624485,0,12536,Autocuration,,,22224,U,1,,,BAO_0000019,,
7848,CHEMBL624486,1,15556,Intermediate,,,50597,N,1,,,BAO_0000218,,
7849,CHEMBL624487,0,2809,Autocuration,,,22224,U,1,,,BAO_0000019,,
7850,CHEMBL624488,0,9511,Autocuration,,,22224,U,1,,,BAO_0000019,,
7851,CHEMBL624489,1,12818,Intermediate,,,50597,N,1,,,BAO_0000218,,
7852,CHEMBL625184,1,12818,Intermediate,,,50597,N,1,,,BAO_0000218,,
7853,CHEMBL625185,0,15118,Autocuration,,,22224,U,1,,,BAO_0000019,,
7854,CHEMBL875954,0,15118,Autocuration,,,22224,U,1,,,BAO_0000019,,
7855,CHEMBL625186,0,15118,Autocuration,,,22224,U,1,,,BAO_0000019,,
7856,CHEMBL625187,0,15118,Autocuration,,,22224,U,1,,,BAO_0000019,,
7857,CHEMBL625188,0,2632,Autocuration,,,22224,U,1,,,BAO_0000019,,
7858,CHEMBL625189,1,14346,Intermediate,,,50588,N,1,,,BAO_0000218,,
7859,CHEMBL625190,1,14346,Intermediate,,,50588,N,1,,,BAO_0000218,,
7860,CHEMBL621733,1,14346,Intermediate,,,50597,N,1,,,BAO_0000218,,
7861,CHEMBL621734,1,14346,Intermediate,,,50597,N,1,,,BAO_0000218,,
7862,CHEMBL621735,1,11149,Intermediate,,,50597,N,1,,,BAO_0000218,,
7863,CHEMBL621736,1,17796,Intermediate,,,50597,N,1,,,BAO_0000218,1969.0,
7864,CHEMBL621737,1,5247,Intermediate,,,50597,N,1,,,BAO_0000218,1969.0,
7865,CHEMBL621738,1,4727,Intermediate,,,50597,N,1,,,BAO_0000218,,
7866,CHEMBL622806,1,5654,Intermediate,,,50597,N,1,,,BAO_0000218,,
7867,CHEMBL623519,1,5654,Intermediate,,,50597,N,1,,,BAO_0000218,,
7868,CHEMBL623520,1,17260,Intermediate,,,50597,N,1,,,BAO_0000218,,
7869,CHEMBL623521,1,17065,Intermediate,,,50597,N,1,,,BAO_0000218,,
7870,CHEMBL623522,1,17671,Intermediate,,,50597,N,1,,,BAO_0000218,,
7871,CHEMBL623523,1,6672,Intermediate,,,50597,N,1,,,BAO_0000218,,
7872,CHEMBL623690,1,6673,Intermediate,,,50597,N,1,,,BAO_0000218,,
7873,CHEMBL623691,1,5978,Intermediate,,,50597,N,1,,,BAO_0000218,,
7874,CHEMBL623692,1,5978,Intermediate,,,50597,N,1,,,BAO_0000218,,
7875,CHEMBL623693,1,5978,Intermediate,,,50597,N,1,,,BAO_0000218,,
7876,CHEMBL623694,1,5978,Intermediate,,,50597,N,1,,,BAO_0000218,,
7877,CHEMBL623695,1,4413,Intermediate,,,50597,N,1,,,BAO_0000218,,
7878,CHEMBL623696,1,2661,Intermediate,,,50597,N,1,,,BAO_0000218,,
7879,CHEMBL623697,1,2661,Intermediate,,,50597,N,1,,,BAO_0000218,,
7880,CHEMBL623698,0,5005,Intermediate,,,22224,U,1,,,BAO_0000218,1969.0,
7881,CHEMBL623699,0,5005,Intermediate,,,22224,U,1,,,BAO_0000218,1969.0,
7882,CHEMBL623700,1,15765,Intermediate,,,50597,N,1,,,BAO_0000218,,
7883,CHEMBL623701,1,3747,Intermediate,,,50597,N,1,,,BAO_0000218,,
7884,CHEMBL623702,1,16366,Intermediate,,,50597,N,1,,,BAO_0000218,1969.0,
7885,CHEMBL623703,1,4199,Intermediate,,,50597,N,1,,,BAO_0000218,,
7886,CHEMBL623704,1,17267,Intermediate,,,50597,N,1,,,BAO_0000218,,
7887,CHEMBL623705,1,6535,Intermediate,,,50597,N,1,,,BAO_0000218,,
7888,CHEMBL623706,1,6535,Intermediate,,,50597,N,1,,,BAO_0000218,,
7889,CHEMBL623707,1,5041,Intermediate,,,50597,N,1,,,BAO_0000218,,
7890,CHEMBL623708,1,5960,Intermediate,,,50597,N,1,,,BAO_0000218,,
7891,CHEMBL623709,1,5937,Intermediate,,,50597,N,1,,,BAO_0000218,,
7892,CHEMBL623710,1,5871,Intermediate,,,50597,N,1,,,BAO_0000218,,
7893,CHEMBL623711,1,5874,Intermediate,,,50597,N,1,,,BAO_0000218,,
7894,CHEMBL623712,1,6504,Intermediate,,,50597,N,1,,,BAO_0000218,,
7895,CHEMBL623713,1,6803,Intermediate,,,50597,N,1,,,BAO_0000218,,
7896,CHEMBL623714,1,5041,Intermediate,,,50597,N,1,,,BAO_0000218,,
7897,CHEMBL623715,1,5041,Intermediate,,,50597,N,1,,,BAO_0000218,,
7898,CHEMBL623716,1,1916,Intermediate,,,50597,N,1,,,BAO_0000218,,
7899,CHEMBL622980,1,5199,Intermediate,,,50597,N,1,,,BAO_0000218,,
7900,CHEMBL622981,1,16367,Intermediate,,,50597,N,1,,,BAO_0000218,,
7901,CHEMBL622982,1,6362,Intermediate,,,50597,N,1,,,BAO_0000218,,
7902,CHEMBL622983,1,15662,Intermediate,,,50597,N,1,,,BAO_0000218,,
7903,CHEMBL622984,1,6215,Intermediate,,,50597,N,1,,,BAO_0000218,,
7904,CHEMBL622985,1,1466,Intermediate,,,50597,N,1,,,BAO_0000218,,
7905,CHEMBL623631,1,15662,Intermediate,,,50597,N,1,,,BAO_0000218,1969.0,
7906,CHEMBL623632,1,4723,Intermediate,,,50597,N,1,,,BAO_0000218,,
7907,CHEMBL623633,1,2792,Intermediate,,,50597,N,1,,,BAO_0000218,1969.0,
7908,CHEMBL623634,1,2792,Intermediate,,,50597,N,1,,,BAO_0000218,1969.0,
7909,CHEMBL623635,1,5213,Intermediate,,,50597,N,1,,,BAO_0000218,,
7910,CHEMBL621195,1,4687,Intermediate,,,50597,N,1,,,BAO_0000218,,
7911,CHEMBL621196,1,3371,Intermediate,,,50597,N,1,,,BAO_0000218,,
7912,CHEMBL875287,1,4690,Intermediate,,,50597,N,1,,,BAO_0000218,,
7913,CHEMBL621197,1,5702,Intermediate,,,50597,N,1,,,BAO_0000218,,
7914,CHEMBL621198,1,740,Intermediate,,,50597,N,1,,,BAO_0000218,1969.0,
7915,CHEMBL621199,1,4853,Intermediate,,,50597,N,1,,,BAO_0000218,1969.0,
7916,CHEMBL621200,1,5789,Intermediate,,,50597,N,1,,,BAO_0000218,,
7917,CHEMBL621201,1,4527,Intermediate,,,50597,N,1,,,BAO_0000218,,
7918,CHEMBL621202,1,4527,Intermediate,,,50597,N,1,,,BAO_0000218,,
7919,CHEMBL621203,1,6518,Intermediate,,,50597,N,1,,,BAO_0000218,,
7920,CHEMBL621204,1,6518,Intermediate,,,50597,N,1,,,BAO_0000218,,
7921,CHEMBL621205,1,9866,Intermediate,,,50597,N,1,,,BAO_0000218,948.0,
7922,CHEMBL621206,1,9866,Intermediate,,,50597,N,1,,,BAO_0000218,948.0,
7923,CHEMBL621207,1,9866,Intermediate,,,50597,N,1,,,BAO_0000218,948.0,
7924,CHEMBL621208,1,9866,Intermediate,,,50597,N,1,,,BAO_0000218,948.0,
7925,CHEMBL621209,1,9866,Intermediate,,,50597,N,1,,,BAO_0000218,948.0,
7926,CHEMBL876484,1,9866,Intermediate,,,50597,N,1,,,BAO_0000218,948.0,
7927,CHEMBL621210,1,9866,Intermediate,,,50597,N,1,,,BAO_0000218,948.0,
7928,CHEMBL621211,1,9866,Intermediate,,,50597,N,1,,,BAO_0000218,948.0,
7929,CHEMBL621212,1,9866,Intermediate,,,50597,N,1,,,BAO_0000218,948.0,
7930,CHEMBL621213,1,9866,Intermediate,,,50597,N,1,,,BAO_0000218,948.0,
7931,CHEMBL621214,1,9866,Intermediate,,,50597,N,1,,,BAO_0000218,948.0,
7932,CHEMBL621215,1,9866,Intermediate,,,50597,N,1,,,BAO_0000218,948.0,
7933,CHEMBL621216,1,9866,Intermediate,,,50597,N,1,,,BAO_0000218,948.0,
7934,CHEMBL621217,1,9866,Intermediate,,,50597,N,1,,,BAO_0000218,948.0,
7935,CHEMBL621218,1,9866,Intermediate,,,50597,N,1,,,BAO_0000218,948.0,
7936,CHEMBL621219,1,9866,Intermediate,,,50597,N,1,,,BAO_0000218,948.0,
7937,CHEMBL621220,1,9866,Intermediate,,,50597,N,1,,,BAO_0000218,948.0,
7938,CHEMBL621221,1,9866,Intermediate,,,50597,N,1,,,BAO_0000218,948.0,
7939,CHEMBL621222,1,9866,Intermediate,,,50597,N,1,,,BAO_0000218,948.0,
7940,CHEMBL621223,1,9866,Intermediate,,,50597,N,1,,,BAO_0000218,948.0,
7941,CHEMBL876485,1,9866,Intermediate,,,50597,N,1,,,BAO_0000218,948.0,
7942,CHEMBL621224,1,9866,Intermediate,,,50597,N,1,,,BAO_0000218,948.0,
7943,CHEMBL621225,1,9866,Intermediate,,,50597,N,1,,,BAO_0000218,948.0,
7944,CHEMBL621226,1,9866,Intermediate,,,50597,N,1,,,BAO_0000218,948.0,
7945,CHEMBL621227,1,9866,Intermediate,,,50597,N,1,,,BAO_0000218,2113.0,
7946,CHEMBL621228,1,9866,Intermediate,,,50597,N,1,,,BAO_0000218,2113.0,
7947,CHEMBL621229,1,9866,Intermediate,,,50597,N,1,,,BAO_0000218,2113.0,
7948,CHEMBL621230,1,9866,Intermediate,,,50597,N,1,,,BAO_0000218,2113.0,
7949,CHEMBL621231,1,9866,Intermediate,,,50597,N,1,,,BAO_0000218,2113.0,
7950,CHEMBL621232,1,9866,Intermediate,,,50597,N,1,,,BAO_0000218,2113.0,
7951,CHEMBL621233,1,9866,Intermediate,,,50597,N,1,,,BAO_0000218,2113.0,
7952,CHEMBL621234,1,9866,Intermediate,,,50597,N,1,,,BAO_0000218,2113.0,
7953,CHEMBL621235,1,9866,Intermediate,,,50597,N,1,,,BAO_0000218,2113.0,
7954,CHEMBL621236,1,9866,Intermediate,,,50597,N,1,,,BAO_0000218,2113.0,
7955,CHEMBL621237,1,9866,Intermediate,,,50597,N,1,,,BAO_0000218,2113.0,
7956,CHEMBL876486,1,9866,Intermediate,,,50597,N,1,,,BAO_0000218,2113.0,
7957,CHEMBL622436,1,9866,Intermediate,,,50597,N,1,,,BAO_0000218,160.0,
7958,CHEMBL622437,1,9866,Intermediate,,,50597,N,1,,,BAO_0000218,160.0,
7959,CHEMBL622438,1,9866,Intermediate,,,50597,N,1,,,BAO_0000218,160.0,
7960,CHEMBL622439,1,9866,Intermediate,,,50597,N,1,,,BAO_0000218,2107.0,
7961,CHEMBL622440,1,9866,Intermediate,,,50597,N,1,,,BAO_0000218,2107.0,
7962,CHEMBL622441,1,9866,Intermediate,,,50597,N,1,,,BAO_0000218,2107.0,
7963,CHEMBL622442,1,9866,Intermediate,,,50597,N,1,,,BAO_0000218,2107.0,
7964,CHEMBL622443,1,9866,Intermediate,,,50597,N,1,,,BAO_0000218,2107.0,
7965,CHEMBL622444,1,9866,Intermediate,,,50597,N,1,,,BAO_0000218,2107.0,
7966,CHEMBL622445,1,9866,Intermediate,,,50597,N,1,,,BAO_0000218,2107.0,
7967,CHEMBL622446,1,9866,Intermediate,,,50597,N,1,,,BAO_0000218,2107.0,
7968,CHEMBL622447,1,9866,Intermediate,,,50597,N,1,,,BAO_0000218,2107.0,
7969,CHEMBL622448,1,9866,Intermediate,,,50597,N,1,,,BAO_0000218,2107.0,
7970,CHEMBL622449,1,9866,Intermediate,,,50597,N,1,,,BAO_0000218,2107.0,
7971,CHEMBL622450,1,9866,Intermediate,,,50597,N,1,,,BAO_0000218,2107.0,
7972,CHEMBL622451,1,9866,Intermediate,,,50597,N,1,,,BAO_0000218,2107.0,
7973,CHEMBL622452,1,9866,Intermediate,,,50597,N,1,,,BAO_0000218,2107.0,
7974,CHEMBL622453,1,9866,Intermediate,,,50597,N,1,,,BAO_0000218,2107.0,
7975,CHEMBL622454,1,9866,Intermediate,,,50597,N,1,,,BAO_0000218,2107.0,
7976,CHEMBL622455,1,9866,Intermediate,,,50597,N,1,,,BAO_0000218,2107.0,
7977,CHEMBL876024,1,9866,Intermediate,,,50597,N,1,,,BAO_0000218,2107.0,
7978,CHEMBL622456,1,2792,Intermediate,,,50597,N,1,,,BAO_0000218,,
7979,CHEMBL622457,1,15078,Intermediate,,,50597,N,1,,,BAO_0000218,,
7980,CHEMBL622458,1,15078,Intermediate,,,50597,N,1,,,BAO_0000218,,
7981,CHEMBL622459,1,15022,Intermediate,,,50597,N,1,,,BAO_0000218,,
7982,CHEMBL873343,1,15022,Intermediate,,,50597,N,1,,,BAO_0000218,,
7983,CHEMBL622460,1,15022,Intermediate,,,50597,N,1,,,BAO_0000218,,
7984,CHEMBL622461,1,4576,Intermediate,,,50597,N,1,,,BAO_0000218,1969.0,
7985,CHEMBL622462,1,6681,Intermediate,,,50597,N,1,,,BAO_0000218,1969.0,
7986,CHEMBL622463,1,16365,Intermediate,,,50597,N,1,,,BAO_0000218,,
7987,CHEMBL622464,1,16365,Intermediate,,,50597,N,1,,,BAO_0000218,,
7988,CHEMBL622465,1,16365,Intermediate,,,50597,N,1,,,BAO_0000218,,
7989,CHEMBL622466,1,16365,Intermediate,,,50597,N,1,,,BAO_0000218,,
7990,CHEMBL622467,1,16365,Intermediate,,,50597,N,1,,,BAO_0000218,,
7991,CHEMBL622468,1,6824,Intermediate,,,50597,N,1,,,BAO_0000218,1969.0,
7992,CHEMBL876025,1,6685,Intermediate,,,50597,N,1,,,BAO_0000218,1969.0,
7993,CHEMBL622469,1,6685,Intermediate,,,50597,N,1,,,BAO_0000218,1969.0,
7994,CHEMBL622470,1,6685,Intermediate,,,50597,N,1,,,BAO_0000218,1969.0,
7995,CHEMBL622471,1,15662,Intermediate,,,50597,N,1,,,BAO_0000218,,
7996,CHEMBL622472,1,1742,Intermediate,,,50597,N,1,,,BAO_0000218,1969.0,
7997,CHEMBL622473,1,2774,Intermediate,,,50597,N,1,,,BAO_0000218,1969.0,
7998,CHEMBL624282,1,5199,Intermediate,,,50597,N,1,,,BAO_0000218,1969.0,
7999,CHEMBL624283,1,12873,Intermediate,,,50597,N,1,,,BAO_0000218,1969.0,
8000,CHEMBL624284,1,12873,Intermediate,,,50597,N,1,,,BAO_0000218,1969.0,
8001,CHEMBL624285,1,1916,Intermediate,,,50597,N,1,,,BAO_0000218,1969.0,
8002,CHEMBL624286,1,16367,Intermediate,,,50597,N,1,,,BAO_0000218,,
8003,CHEMBL624287,1,16366,Intermediate,,,50597,N,1,,,BAO_0000218,,
8004,CHEMBL624288,1,216,Intermediate,,,50597,N,1,,,BAO_0000218,,
8005,CHEMBL624289,1,6410,Intermediate,,,50597,N,1,,,BAO_0000218,1969.0,
8006,CHEMBL873344,1,6410,Intermediate,,,50597,N,1,,,BAO_0000218,1969.0,
8007,CHEMBL619623,1,6215,Intermediate,,,50597,N,1,,,BAO_0000218,,
8008,CHEMBL621399,1,3598,Expert,,,50597,N,1,,,BAO_0000218,,
8009,CHEMBL621400,1,4527,Intermediate,,,50597,N,1,,,BAO_0000218,,
8010,CHEMBL621401,1,17670,Intermediate,,,50597,N,1,,,BAO_0000218,,
8011,CHEMBL621402,1,1465,Intermediate,,,50597,N,1,,,BAO_0000218,,
8012,CHEMBL621403,1,2552,Intermediate,,,50597,N,1,,,BAO_0000218,,
8013,CHEMBL621121,1,5656,Intermediate,,,50597,N,1,,,BAO_0000218,,
8014,CHEMBL872525,1,17764,Intermediate,,,50597,N,1,,,BAO_0000218,,
8015,CHEMBL621122,1,5610,Intermediate,,,50597,N,1,,,BAO_0000218,,
8016,CHEMBL621123,1,6046,Intermediate,,,50597,N,1,,,BAO_0000218,,
8017,CHEMBL621124,1,5874,Intermediate,,,50597,N,1,,,BAO_0000218,,
8018,CHEMBL621125,1,17596,Intermediate,,,50597,N,1,,,BAO_0000218,,
8019,CHEMBL621126,1,17804,Intermediate,,,50597,N,1,,,BAO_0000218,,
8020,CHEMBL621127,1,1908,Intermediate,,,50597,N,1,,,BAO_0000218,,
8021,CHEMBL621128,1,2959,Intermediate,,,50597,N,1,,,BAO_0000218,,
8022,CHEMBL618263,1,6757,Intermediate,,,50597,N,1,,,BAO_0000218,,
8023,CHEMBL618264,1,6757,Intermediate,,,50597,N,1,,,BAO_0000218,,
8024,CHEMBL618265,1,6757,Intermediate,,,50597,N,1,,,BAO_0000218,,
8025,CHEMBL618266,1,4186,Intermediate,,,50597,N,1,,,BAO_0000218,1969.0,
8026,CHEMBL618267,1,15662,Intermediate,,,50597,N,1,,,BAO_0000218,,
8027,CHEMBL618450,1,429,Intermediate,,,50597,N,1,,,BAO_0000218,1088.0,
8028,CHEMBL618451,1,429,Intermediate,,,50597,N,1,,,BAO_0000218,1088.0,
8029,CHEMBL618452,1,5546,Intermediate,,,50597,N,1,,,BAO_0000218,,
8030,CHEMBL618453,1,3173,Intermediate,,,50597,N,1,,,BAO_0000218,1088.0,
8031,CHEMBL618454,1,3173,Intermediate,,,50597,N,1,,,BAO_0000218,1088.0,
8032,CHEMBL618455,1,3173,Intermediate,,,50597,N,1,,,BAO_0000218,1088.0,
8033,CHEMBL618456,1,4257,Intermediate,,,50597,N,1,,,BAO_0000218,,
8034,CHEMBL618457,1,6011,Intermediate,,,50597,N,1,,,BAO_0000218,,
8035,CHEMBL618458,1,5472,Intermediate,,,50597,N,1,,,BAO_0000218,,
8036,CHEMBL618459,1,14346,Intermediate,,,50597,N,1,,,BAO_0000218,,
8037,CHEMBL876733,1,14346,Intermediate,,,50597,N,1,,,BAO_0000218,,
8038,CHEMBL618460,1,14346,Intermediate,,,50588,N,1,,,BAO_0000218,,
8039,CHEMBL618461,1,14346,Intermediate,,,50597,N,1,,,BAO_0000218,,
8040,CHEMBL618462,0,15469,Autocuration,,,22224,U,1,,,BAO_0000019,,
8041,CHEMBL618463,1,14346,Intermediate,,,50597,N,1,,,BAO_0000218,,
8042,CHEMBL618464,1,14346,Intermediate,,,50597,N,1,,,BAO_0000218,,
8043,CHEMBL618465,1,14346,Intermediate,,,50597,N,1,,,BAO_0000218,,
8044,CHEMBL618466,1,14346,Intermediate,,,50597,N,1,,,BAO_0000218,,
8045,CHEMBL618467,1,14346,Intermediate,,,50597,N,1,,,BAO_0000218,,
8046,CHEMBL618468,1,15372,Intermediate,,,50597,N,1,,,BAO_0000218,,
8047,CHEMBL618469,1,12935,Intermediate,,,50588,N,1,,,BAO_0000218,1969.0,
8048,CHEMBL618470,1,12935,Intermediate,,,50588,N,1,,,BAO_0000218,1969.0,
8049,CHEMBL618471,0,14813,Autocuration,,,22224,U,1,,,BAO_0000218,,
8050,CHEMBL618472,1,15792,Intermediate,,,50594,N,1,,,BAO_0000218,,
8051,CHEMBL618473,0,3579,Autocuration,,,22224,U,1,,,BAO_0000218,,
8052,CHEMBL621699,1,12487,Intermediate,,,50506,N,1,,,BAO_0000218,,
8053,CHEMBL621700,1,12487,Intermediate,,,50597,N,1,,,BAO_0000218,,
8054,CHEMBL621701,1,12487,Intermediate,,,50597,N,1,,,BAO_0000218,,
8055,CHEMBL621702,1,12487,Intermediate,,,50506,N,1,,,BAO_0000218,,
8056,CHEMBL621703,1,12487,Intermediate,,,50588,N,1,,,BAO_0000218,,
8057,CHEMBL621704,1,12487,Intermediate,,,50588,N,1,,,BAO_0000218,,
8058,CHEMBL624259,1,12902,Intermediate,,,50597,N,1,,,BAO_0000218,,
8059,CHEMBL624260,1,12902,Intermediate,,,50597,N,1,,,BAO_0000218,,
8060,CHEMBL624430,1,12902,Intermediate,,,50597,N,1,,,BAO_0000218,,
8061,CHEMBL624431,1,12902,Intermediate,,,50597,N,1,,,BAO_0000218,,
8062,CHEMBL624432,1,12902,Intermediate,,,50597,N,1,,,BAO_0000218,,
8063,CHEMBL624433,1,12902,Intermediate,,,50597,N,1,,,BAO_0000218,,
8064,CHEMBL624434,1,12902,Intermediate,,,50597,N,1,,,BAO_0000218,,
8065,CHEMBL624435,1,12902,Intermediate,,,50597,N,1,,,BAO_0000218,,
8066,CHEMBL618570,1,12745,Intermediate,,,50594,N,1,,,BAO_0000218,,
8067,CHEMBL618571,1,12745,Intermediate,,,50594,N,1,,,BAO_0000218,,
8068,CHEMBL618572,1,12745,Intermediate,,,50594,N,1,,,BAO_0000218,,
8069,CHEMBL618573,1,12745,Intermediate,,,50594,N,1,,,BAO_0000218,,
8070,CHEMBL619267,1,12745,Intermediate,,,50594,N,1,,,BAO_0000218,,
8071,CHEMBL619431,1,12745,Intermediate,,,50594,N,1,,,BAO_0000218,,
8072,CHEMBL619432,1,12745,Intermediate,,,50594,N,1,,,BAO_0000218,,
8073,CHEMBL619433,1,12745,Intermediate,,,50594,N,1,,,BAO_0000218,,
8074,CHEMBL619434,0,13298,Autocuration,,,22224,U,1,,,BAO_0000218,1969.0,
8075,CHEMBL619435,1,12226,Intermediate,,,50594,N,1,,,BAO_0000218,1977.0,
8076,CHEMBL619436,0,12634,Autocuration,,,22224,U,1,,,BAO_0000019,1969.0,
8077,CHEMBL619437,1,14810,Intermediate,,,50597,N,1,,,BAO_0000218,,
8078,CHEMBL619438,0,13889,Autocuration,,,22224,U,1,,,BAO_0000218,,
8079,CHEMBL619439,1,10018,Intermediate,,,50594,N,1,,,BAO_0000218,,
8080,CHEMBL619440,1,8758,Intermediate,,,50597,N,1,,,BAO_0000218,,
8081,CHEMBL619441,0,8758,Autocuration,,,22224,U,1,,,BAO_0000218,,
8082,CHEMBL619442,1,8758,Intermediate,,,50597,N,1,,,BAO_0000218,,
8083,CHEMBL875156,0,2249,Autocuration,,,22224,U,1,,,BAO_0000019,,
8084,CHEMBL619443,0,2249,Autocuration,,,22224,U,1,,,BAO_0000019,,
8085,CHEMBL619444,0,2249,Autocuration,,,22224,U,1,,,BAO_0000019,,
8086,CHEMBL623464,0,2249,Autocuration,,,22224,U,1,,,BAO_0000019,,
8087,CHEMBL623465,1,15115,Intermediate,,,50594,N,1,,,BAO_0000218,,
8088,CHEMBL623466,1,6518,Intermediate,,,50597,N,1,,,BAO_0000218,,
8089,CHEMBL623467,1,6518,Intermediate,,,50597,N,1,,,BAO_0000218,,
8090,CHEMBL623468,1,6249,Intermediate,,,50597,N,1,,,BAO_0000218,,
8091,CHEMBL622660,1,2463,Intermediate,,,50597,N,1,,,BAO_0000218,,
8092,CHEMBL622661,1,4969,Intermediate,,,50597,N,1,,,BAO_0000218,,
8093,CHEMBL622662,1,17720,Intermediate,,,50597,N,1,,,BAO_0000218,,
8094,CHEMBL622663,1,3457,Intermediate,,,50597,N,1,,,BAO_0000218,,
8095,CHEMBL622664,1,5983,Intermediate,,,50597,N,1,,,BAO_0000218,,
8096,CHEMBL622665,1,6295,Intermediate,,,50597,N,1,,,BAO_0000218,,
8097,CHEMBL622666,1,6296,Intermediate,,,50597,N,1,,,BAO_0000218,,
8098,CHEMBL621615,1,17686,Intermediate,,,50597,N,1,,,BAO_0000218,,
8099,CHEMBL621616,1,17764,Intermediate,,,50597,N,1,,,BAO_0000218,,
8100,CHEMBL621617,1,5503,Intermediate,,,50597,N,1,,,BAO_0000218,,
8101,CHEMBL621618,1,4368,Intermediate,,,50597,N,1,,,BAO_0000218,,
8102,CHEMBL621619,1,6005,Intermediate,,,50597,N,1,,,BAO_0000218,,
8103,CHEMBL621620,1,5031,Intermediate,,,50597,N,1,,,BAO_0000218,,
8104,CHEMBL621786,1,4890,Intermediate,,,50597,N,1,,,BAO_0000218,,
8105,CHEMBL621787,1,5182,Intermediate,,,50597,N,1,,,BAO_0000218,,
8106,CHEMBL621788,1,5979,Intermediate,,,50597,N,1,,,BAO_0000218,,
8107,CHEMBL621789,1,5656,Intermediate,,,50597,N,1,,,BAO_0000218,,
8108,CHEMBL621790,1,17804,Intermediate,,,50597,N,1,,,BAO_0000218,,
8109,CHEMBL621791,1,4839,Intermediate,,,50597,N,1,,,BAO_0000218,1969.0,
8110,CHEMBL621792,1,5041,Intermediate,,Microsomes,50597,N,1,,,BAO_0000218,,
8111,CHEMBL621793,1,5041,Intermediate,,Microsomes,50597,N,1,,,BAO_0000218,,
8112,CHEMBL621794,1,5974,Intermediate,,,50597,N,1,,,BAO_0000218,,
8113,CHEMBL621795,1,5496,Intermediate,,,50597,N,1,,,BAO_0000218,1969.0,
8114,CHEMBL621796,1,5739,Intermediate,,,50597,N,1,,,BAO_0000218,,
8115,CHEMBL621797,1,5676,Intermediate,,,50597,N,1,,401.0,BAO_0000218,2107.0,
8116,CHEMBL621798,1,4239,Intermediate,,,50597,N,1,,,BAO_0000218,,
8117,CHEMBL621799,1,5676,Intermediate,,,50597,N,1,,,BAO_0000218,,
8118,CHEMBL621800,1,1918,Intermediate,,,50597,N,1,,,BAO_0000218,,
8119,CHEMBL621801,1,17800,Intermediate,,,50597,N,1,,,BAO_0000218,,
8120,CHEMBL621802,1,6056,Intermediate,,,50597,N,1,,,BAO_0000218,,
8121,CHEMBL618596,1,5496,Intermediate,,,50597,N,1,,,BAO_0000218,,
8122,CHEMBL618597,1,5939,Intermediate,,,50597,N,1,,,BAO_0000218,,
8123,CHEMBL618598,1,5939,Intermediate,,,50597,N,1,,,BAO_0000218,,
8124,CHEMBL618599,1,17752,Intermediate,,,50597,N,1,,,BAO_0000218,,
8125,CHEMBL618600,1,4576,Intermediate,,,50597,N,1,,,BAO_0000218,,
8126,CHEMBL618601,1,6011,Intermediate,,,50597,N,1,,,BAO_0000218,,
8127,CHEMBL618602,1,5510,Intermediate,,,50597,N,1,,,BAO_0000218,,
8128,CHEMBL618603,1,5948,Intermediate,,,50597,N,1,,,BAO_0000218,,
8129,CHEMBL618604,1,6125,Intermediate,,,50597,N,1,,,BAO_0000218,2107.0,
8130,CHEMBL618605,1,4839,Intermediate,,,50597,N,1,,,BAO_0000218,,
8131,CHEMBL618606,1,17686,Intermediate,,,50597,N,1,,,BAO_0000218,,
8132,CHEMBL618607,1,6571,Intermediate,,,50597,N,1,,,BAO_0000218,,
