miller2_fsclr,miller2_brnchd,miller2_rgnstnsb-clss,miller2_cntnntd,miller2_sctrprcnt,miller2_sctrnm,miller2_stts,miller2_prjctnmbr,miller2_clmtchngmtgtn(mrkr),miller2_gndrqlt(mrkr),miller2_prtcptrdvlpmntndgdgvrnnc,miller2_mxmmcdcntrbtn(prjct-lvl),miller2_rgnlprgrm(mrkr),miller2_sctnd,miller2_ntdmnt(prjct-lvlbdgt),miller2_rbnsss(mrkr),miller2_chldrnsss(mrkr),miller2_thsss(mrkr),miller2_ndgnssss(mrkr),miller2_dsbltsss(mrkr),miller2_ctstlfrdvlpmnt(mrkr),miller2_knwldgfrdvlpmnt(mrkr),miller2_rgnstnd,miller2_rgnstnnm,miller2_rgnstntp,miller2_rgnstnclss,miller2_cntnntnm,miller2_prjctbrwsrcntrd,miller2_cntrrgnd,miller2_cntrrgnnm,miller2_cntrrgnprcnt,miller2_sctrd,miller2_mntspnt
2009/2010,B5100,IFI,2,0.1,Agricultural inputs,Operational,M013185001,0,1,0,30000000.0,0,S5460,30000000.0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,Africa,GN,GN,Guinea,0.0081,31150,24300.0
2009/2010,B5100,IFI,2,0.1,Food crop production,Operational,M013185001,0,1,0,30000000.0,0,S5460,30000000.0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,Africa,GN,GN,Guinea,0.0081,31161,24300.0
2009/2010,B5100,IFI,2,0.1,Agricultural extension,Operational,M013185001,0,1,0,30000000.0,0,S5460,30000000.0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,Africa,GN,GN,Guinea,0.0081,31166,24300.0
2009/2010,B5100,IFI,2,0.1,Agricultural research,Operational,M013185001,0,1,0,30000000.0,0,S5460,30000000.0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,Africa,GN,GN,Guinea,0.0081,31182,24300.0
2009/2010,B5100,IFI,2,0.1,Agricultural services,Operational,M013185001,0,1,0,30000000.0,0,S5460,30000000.0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,Africa,GN,GN,Guinea,0.0081,31191,24300.0
2009/2010,B5100,IFI,2,0.1,Agricultural financial services,Operational,M013185001,0,1,0,30000000.0,0,S5460,30000000.0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,Africa,GN,GN,Guinea,0.0081,31193,24300.0
2009/2010,B5100,IFI,2,0.2,Agricultural policy and administrative management,Operational,M013185001,0,1,0,30000000.0,0,S5460,30000000.0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,Africa,GW,GW,Guinea-Bissau,0.004,31110,24000.0
2009/2010,B5100,IFI,2,0.2,Agricultural development,Operational,M013185001,0,1,0,30000000.0,0,S5460,30000000.0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,Africa,GW,GW,Guinea-Bissau,0.004,31120,24000.0
2009/2010,B5100,IFI,2,0.1,Agricultural inputs,Operational,M013185001,0,1,0,30000000.0,0,S5460,30000000.0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,Africa,GW,GW,Guinea-Bissau,0.004,31150,12000.0
2009/2010,B5100,IFI,2,0.1,Food crop production,Operational,M013185001,0,1,0,30000000.0,0,S5460,30000000.0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,Africa,GW,GW,Guinea-Bissau,0.004,31161,12000.0
2009/2010,B5100,IFI,2,0.1,Agricultural extension,Operational,M013185001,0,1,0,30000000.0,0,S5460,30000000.0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,Africa,GW,GW,Guinea-Bissau,0.004,31166,12000.0
2009/2010,B5100,IFI,2,0.1,Agricultural research,Operational,M013185001,0,1,0,30000000.0,0,S5460,30000000.0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,Africa,GW,GW,Guinea-Bissau,0.004,31182,12000.0
2009/2010,B5100,IFI,2,0.1,Agricultural services,Operational,M013185001,0,1,0,30000000.0,0,S5460,30000000.0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,Africa,GW,GW,Guinea-Bissau,0.004,31191,12000.0
2009/2010,B5100,IFI,2,0.1,Agricultural financial services,Operational,M013185001,0,1,0,30000000.0,0,S5460,30000000.0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,Africa,GW,GW,Guinea-Bissau,0.004,31193,12000.0
2009/2010,B5100,IFI,1,0.2,Agricultural policy and administrative management,Operational,M013185001,0,1,0,30000000.0,0,S5460,30000000.0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,America,HN,HN,Honduras,0.0081,31110,48600.0
2009/2010,B5100,IFI,1,0.2,Agricultural development,Operational,M013185001,0,1,0,30000000.0,0,S5460,30000000.0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,America,HN,HN,Honduras,0.0081,31120,48600.0
2009/2010,B5100,IFI,1,0.1,Agricultural inputs,Operational,M013185001,0,1,0,30000000.0,0,S5460,30000000.0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,America,HN,HN,Honduras,0.0081,31150,24300.0
2009/2010,B5100,IFI,1,0.1,Food crop production,Operational,M013185001,0,1,0,30000000.0,0,S5460,30000000.0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,America,HN,HN,Honduras,0.0081,31161,24300.0
2009/2010,B5100,IFI,1,0.1,Agricultural extension,Operational,M013185001,0,1,0,30000000.0,0,S5460,30000000.0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,America,HN,HN,Honduras,0.0081,31166,24300.0
2009/2010,B5100,IFI,1,0.1,Agricultural research,Operational,M013185001,0,1,0,30000000.0,0,S5460,30000000.0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,America,HN,HN,Honduras,0.0081,31182,24300.0
2009/2010,B5100,IFI,1,0.1,Agricultural services,Operational,M013185001,0,1,0,30000000.0,0,S5460,30000000.0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,America,HN,HN,Honduras,0.0081,31191,24300.0
2009/2010,B5100,IFI,1,0.1,Agricultural financial services,Operational,M013185001,0,1,0,30000000.0,0,S5460,30000000.0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,America,HN,HN,Honduras,0.0081,31193,24300.0
2009/2010,B5100,IFI,1,0.2,Agricultural policy and administrative management,Operational,M013185001,0,1,0,30000000.0,0,S5460,30000000.0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,America,HT,HT,Haiti,0.0121,31110,72600.0
2009/2010,B5100,IFI,1,0.2,Agricultural development,Operational,M013185001,0,1,0,30000000.0,0,S5460,30000000.0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,America,HT,HT,Haiti,0.0121,31120,72600.0
2009/2010,B5100,IFI,1,0.1,Agricultural inputs,Operational,M013185001,0,1,0,30000000.0,0,S5460,30000000.0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,America,HT,HT,Haiti,0.0121,31150,36300.0
2009/2010,B5100,IFI,1,0.1,Food crop production,Operational,M013185001,0,1,0,30000000.0,0,S5460,30000000.0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,America,HT,HT,Haiti,0.0121,31161,36300.0
2009/2010,B5100,IFI,1,0.1,Agricultural extension,Operational,M013185001,0,1,0,30000000.0,0,S5460,30000000.0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,America,HT,HT,Haiti,0.0121,31166,36300.0
2009/2010,B5100,IFI,1,0.1,Agricultural research,Operational,M013185001,0,1,0,30000000.0,0,S5460,30000000.0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,America,HT,HT,Haiti,0.0121,31182,36300.0
2009/2010,B5100,IFI,1,0.1,Agricultural services,Operational,M013185001,0,1,0,30000000.0,0,S5460,30000000.0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,America,HT,HT,Haiti,0.0121,31191,36300.0
2009/2010,B5100,IFI,1,0.1,Agricultural financial services,Operational,M013185001,0,1,0,30000000.0,0,S5460,30000000.0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,America,HT,HT,Haiti,0.0121,31193,36300.0
2009/2010,B5100,IFI,2,0.2,Agricultural policy and administrative management,Operational,M013185001,0,1,0,30000000.0,0,S5460,30000000.0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,Africa,KE,KE,Kenya,0.0444,31110,266400.0
2009/2010,B5100,IFI,2,0.2,Agricultural development,Operational,M013185001,0,1,0,30000000.0,0,S5460,30000000.0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,Africa,KE,KE,Kenya,0.0444,31120,266400.0
2009/2010,B5100,IFI,2,0.1,Agricultural inputs,Operational,M013185001,0,1,0,30000000.0,0,S5460,30000000.0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,Africa,KE,KE,Kenya,0.0444,31150,133200.0
2009/2010,B5100,IFI,2,0.1,Food crop production,Operational,M013185001,0,1,0,30000000.0,0,S5460,30000000.0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,Africa,KE,KE,Kenya,0.0444,31161,133200.0
2009/2010,B5100,IFI,2,0.1,Agricultural extension,Operational,M013185001,0,1,0,30000000.0,0,S5460,30000000.0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,Africa,KE,KE,Kenya,0.0444,31166,133200.0
2009/2010,B5100,IFI,2,0.1,Agricultural research,Operational,M013185001,0,1,0,30000000.0,0,S5460,30000000.0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,Africa,KE,KE,Kenya,0.0444,31182,133200.0
2009/2010,B5100,IFI,2,0.1,Agricultural services,Operational,M013185001,0,1,0,30000000.0,0,S5460,30000000.0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,Africa,KE,KE,Kenya,0.0444,31191,133200.0
2009/2010,B5100,IFI,2,0.1,Agricultural financial services,Operational,M013185001,0,1,0,30000000.0,0,S5460,30000000.0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,Africa,KE,KE,Kenya,0.0444,31193,133200.0
2009/2010,B5100,IFI,3,0.2,Agricultural policy and administrative management,Operational,M013185001,0,1,0,30000000.0,0,S5460,30000000.0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,Asia,KG,KG,Kyrgyzstan,0.0081,31110,48600.0
2009/2010,B5100,IFI,3,0.2,Agricultural development,Operational,M013185001,0,1,0,30000000.0,0,S5460,30000000.0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,Asia,KG,KG,Kyrgyzstan,0.0081,31120,48600.0
2009/2010,B5100,IFI,3,0.1,Agricultural inputs,Operational,M013185001,0,1,0,30000000.0,0,S5460,30000000.0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,Asia,KG,KG,Kyrgyzstan,0.0081,31150,24300.0
2009/2010,B5100,IFI,3,0.1,Food crop production,Operational,M013185001,0,1,0,30000000.0,0,S5460,30000000.0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,Asia,KG,KG,Kyrgyzstan,0.0081,31161,24300.0
2009/2010,B5100,IFI,3,0.1,Agricultural extension,Operational,M013185001,0,1,0,30000000.0,0,S5460,30000000.0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,Asia,KG,KG,Kyrgyzstan,0.0081,31166,24300.0
2009/2010,B5100,IFI,3,0.1,Agricultural research,Operational,M013185001,0,1,0,30000000.0,0,S5460,30000000.0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,Asia,KG,KG,Kyrgyzstan,0.0081,31182,24300.0
2009/2010,B5100,IFI,3,0.1,Agricultural services,Operational,M013185001,0,1,0,30000000.0,0,S5460,30000000.0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,Asia,KG,KG,Kyrgyzstan,0.0081,31191,24300.0
2009/2010,B5100,IFI,3,0.1,Agricultural financial services,Operational,M013185001,0,1,0,30000000.0,0,S5460,30000000.0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,Asia,KG,KG,Kyrgyzstan,0.0081,31193,24300.0
2009/2010,B5100,IFI,3,0.2,Agricultural policy and administrative management,Operational,M013185001,0,1,0,30000000.0,0,S5460,30000000.0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,Asia,KH,KH,Cambodia,0.004,31110,24000.0
2009/2010,B5100,IFI,3,0.2,Agricultural development,Operational,M013185001,0,1,0,30000000.0,0,S5460,30000000.0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,Asia,KH,KH,Cambodia,0.004,31120,24000.0
2009/2010,B5100,IFI,3,0.1,Agricultural inputs,Operational,M013185001,0,1,0,30000000.0,0,S5460,30000000.0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,Asia,KH,KH,Cambodia,0.004,31150,12000.0
2009/2010,B5100,IFI,3,0.1,Food crop production,Operational,M013185001,0,1,0,30000000.0,0,S5460,30000000.0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,Asia,KH,KH,Cambodia,0.004,31161,12000.0
2009/2010,B5100,IFI,3,0.1,Agricultural extension,Operational,M013185001,0,1,0,30000000.0,0,S5460,30000000.0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,Asia,KH,KH,Cambodia,0.004,31166,12000.0
2009/2010,B5100,IFI,3,0.1,Agricultural research,Operational,M013185001,0,1,0,30000000.0,0,S5460,30000000.0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,Asia,KH,KH,Cambodia,0.004,31182,12000.0
2009/2010,B5100,IFI,3,0.1,Agricultural services,Operational,M013185001,0,1,0,30000000.0,0,S5460,30000000.0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,Asia,KH,KH,Cambodia,0.004,31191,12000.0
2009/2010,B5100,IFI,3,0.1,Agricultural financial services,Operational,M013185001,0,1,0,30000000.0,0,S5460,30000000.0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,Asia,KH,KH,Cambodia,0.004,31193,12000.0
2009/2010,B5100,IFI,2,0.2,Agricultural policy and administrative management,Operational,M013185001,0,1,0,30000000.0,0,S5460,30000000.0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,Africa,KM,KM,Comoros,0.0008,31110,4800.0
2009/2010,B5100,IFI,2,0.2,Agricultural development,Operational,M013185001,0,1,0,30000000.0,0,S5460,30000000.0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,Africa,KM,KM,Comoros,0.0008,31120,4800.0
2009/2010,B5100,IFI,2,0.1,Agricultural inputs,Operational,M013185001,0,1,0,30000000.0,0,S5460,30000000.0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,Africa,KM,KM,Comoros,0.0008,31150,2400.0
2009/2010,B5100,IFI,2,0.1,Food crop production,Operational,M013185001,0,1,0,30000000.0,0,S5460,30000000.0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,Africa,KM,KM,Comoros,0.0008,31161,2400.0
2009/2010,B5100,IFI,2,0.1,Agricultural extension,Operational,M013185001,0,1,0,30000000.0,0,S5460,30000000.0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,Africa,KM,KM,Comoros,0.0008,31166,2400.0
2009/2010,B5100,IFI,2,0.1,Agricultural research,Operational,M013185001,0,1,0,30000000.0,0,S5460,30000000.0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,Africa,KM,KM,Comoros,0.0008,31182,2400.0
2009/2010,B5100,IFI,2,0.1,Agricultural services,Operational,M013185001,0,1,0,30000000.0,0,S5460,30000000.0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,Africa,KM,KM,Comoros,0.0008,31191,2400.0
2009/2010,B5100,IFI,2,0.1,Agricultural financial services,Operational,M013185001,0,1,0,30000000.0,0,S5460,30000000.0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,Africa,KM,KM,Comoros,0.0008,31193,2400.0
2009/2010,B5100,IFI,3,0.2,Agricultural policy and administrative management,Operational,M013185001,0,1,0,30000000.0,0,S5460,30000000.0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,Asia,LA,LA,"Lao, Dem. Rep.",0.004,31110,24000.0
2009/2010,B5100,IFI,3,0.2,Agricultural development,Operational,M013185001,0,1,0,30000000.0,0,S5460,30000000.0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,Asia,LA,LA,"Lao, Dem. Rep.",0.004,31120,24000.0
2009/2010,B5100,IFI,3,0.1,Agricultural inputs,Operational,M013185001,0,1,0,30000000.0,0,S5460,30000000.0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,Asia,LA,LA,"Lao, Dem. Rep.",0.004,31150,12000.0
2009/2010,B5100,IFI,3,0.1,Food crop production,Operational,M013185001,0,1,0,30000000.0,0,S5460,30000000.0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,Asia,LA,LA,"Lao, Dem. Rep.",0.004,31161,12000.0
2009/2010,B5100,IFI,3,0.1,Agricultural extension,Operational,M013185001,0,1,0,30000000.0,0,S5460,30000000.0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,Asia,LA,LA,"Lao, Dem. Rep.",0.004,31166,12000.0
2009/2010,B5100,IFI,3,0.1,Agricultural research,Operational,M013185001,0,1,0,30000000.0,0,S5460,30000000.0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,Asia,LA,LA,"Lao, Dem. Rep.",0.004,31182,12000.0
2009/2010,B5100,IFI,3,0.1,Agricultural services,Operational,M013185001,0,1,0,30000000.0,0,S5460,30000000.0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,Asia,LA,LA,"Lao, Dem. Rep.",0.004,31191,12000.0
2009/2010,B5100,IFI,3,0.1,Agricultural financial services,Operational,M013185001,0,1,0,30000000.0,0,S5460,30000000.0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,Asia,LA,LA,"Lao, Dem. Rep.",0.004,31193,12000.0
2009/2010,B5100,IFI,2,0.2,Agricultural policy and administrative management,Operational,M013185001,0,1,0,30000000.0,0,S5460,30000000.0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,Africa,LR,LR,Liberia,0.0081,31110,48600.0
2009/2010,B5100,IFI,2,0.2,Agricultural development,Operational,M013185001,0,1,0,30000000.0,0,S5460,30000000.0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,Africa,LR,LR,Liberia,0.0081,31120,48600.0
2009/2010,B5100,IFI,2,0.1,Agricultural inputs,Operational,M013185001,0,1,0,30000000.0,0,S5460,30000000.0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,Africa,LR,LR,Liberia,0.0081,31150,24300.0
2009/2010,B5100,IFI,2,0.1,Food crop production,Operational,M013185001,0,1,0,30000000.0,0,S5460,30000000.0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,Africa,LR,LR,Liberia,0.0081,31161,24300.0
2009/2010,B5100,IFI,2,0.1,Agricultural extension,Operational,M013185001,0,1,0,30000000.0,0,S5460,30000000.0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,Africa,LR,LR,Liberia,0.0081,31166,24300.0
2009/2010,B5100,IFI,2,0.1,Agricultural research,Operational,M013185001,0,1,0,30000000.0,0,S5460,30000000.0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,Africa,LR,LR,Liberia,0.0081,31182,24300.0
2009/2010,B5100,IFI,2,0.1,Agricultural services,Operational,M013185001,0,1,0,30000000.0,0,S5460,30000000.0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,Africa,LR,LR,Liberia,0.0081,31191,24300.0
2009/2010,B5100,IFI,2,0.1,Agricultural financial services,Operational,M013185001,0,1,0,30000000.0,0,S5460,30000000.0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,Africa,LR,LR,Liberia,0.0081,31193,24300.0
2009/2010,B5100,IFI,5,0.2,Agricultural policy and administrative management,Operational,M013185001,0,1,0,30000000.0,0,S5460,30000000.0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,Europe,MD,MD,Moldova,0.0056,31110,33600.0
2009/2010,B5100,IFI,5,0.2,Agricultural development,Operational,M013185001,0,1,0,30000000.0,0,S5460,30000000.0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,Europe,MD,MD,Moldova,0.0056,31120,33600.0
2009/2010,B5100,IFI,5,0.1,Agricultural inputs,Operational,M013185001,0,1,0,30000000.0,0,S5460,30000000.0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,Europe,MD,MD,Moldova,0.0056,31150,16800.0
2009/2010,B5100,IFI,5,0.1,Food crop production,Operational,M013185001,0,1,0,30000000.0,0,S5460,30000000.0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,Europe,MD,MD,Moldova,0.0056,31161,16800.0
2009/2010,B5100,IFI,5,0.1,Agricultural extension,Operational,M013185001,0,1,0,30000000.0,0,S5460,30000000.0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,Europe,MD,MD,Moldova,0.0056,31166,16800.0
2009/2010,B5100,IFI,5,0.1,Agricultural research,Operational,M013185001,0,1,0,30000000.0,0,S5460,30000000.0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,Europe,MD,MD,Moldova,0.0056,31182,16800.0
2009/2010,B5100,IFI,5,0.1,Agricultural services,Operational,M013185001,0,1,0,30000000.0,0,S5460,30000000.0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,Europe,MD,MD,Moldova,0.0056,31191,16800.0
2009/2010,B5100,IFI,5,0.1,Agricultural financial services,Operational,M013185001,0,1,0,30000000.0,0,S5460,30000000.0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,Europe,MD,MD,Moldova,0.0056,31193,16800.0
2009/2010,B5100,IFI,2,0.2,Agricultural policy and administrative management,Operational,M013185001,0,1,0,30000000.0,0,S5460,30000000.0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,Africa,MG,MG,Madagascar,0.0178,31110,106800.0
2009/2010,B5100,IFI,2,0.2,Agricultural development,Operational,M013185001,0,1,0,30000000.0,0,S5460,30000000.0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,Africa,MG,MG,Madagascar,0.0178,31120,106800.0
2009/2010,B5100,IFI,2,0.1,Agricultural inputs,Operational,M013185001,0,1,0,30000000.0,0,S5460,30000000.0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,Africa,MG,MG,Madagascar,0.0178,31150,53400.0
2009/2010,B5100,IFI,2,0.1,Food crop production,Operational,M013185001,0,1,0,30000000.0,0,S5460,30000000.0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,Africa,MG,MG,Madagascar,0.0178,31161,53400.0
2009/2010,B5100,IFI,2,0.1,Agricultural extension,Operational,M013185001,0,1,0,30000000.0,0,S5460,30000000.0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,Africa,MG,MG,Madagascar,0.0178,31166,53400.0
2009/2010,B5100,IFI,2,0.1,Agricultural research,Operational,M013185001,0,1,0,30000000.0,0,S5460,30000000.0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,Africa,MG,MG,Madagascar,0.0178,31182,53400.0
2009/2010,B5100,IFI,2,0.1,Agricultural services,Operational,M013185001,0,1,0,30000000.0,0,S5460,30000000.0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,Africa,MG,MG,Madagascar,0.0178,31191,53400.0
2009/2010,B5100,IFI,2,0.1,Agricultural financial services,Operational,M013185001,0,1,0,30000000.0,0,S5460,30000000.0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,Africa,MG,MG,Madagascar,0.0178,31193,53400.0
2009/2010,B5100,IFI,2,0.2,Agricultural policy and administrative management,Operational,M013185001,0,1,0,30000000.0,0,S5460,30000000.0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,Africa,ML,ML,Mali,0.004,31110,24000.0
2009/2010,B5100,IFI,2,0.2,Agricultural development,Operational,M013185001,0,1,0,30000000.0,0,S5460,30000000.0,0,0,0,0,0,0,0,1001306,World Bank,Foreign Non-Profit Making,Multilateral,Africa,ML,ML,Mali,0.004,31120,24000.0
