variant_id,relationship_type,bao_format,assay_category,description,assay_id,curated_by,tissue_id,confidence_score,assay_subcellular_fraction,assay_test_type,cell_id,src_assay_id,assay_tax_id,src_id,assay_cell_type,tid,assay_type,assay_organism,assay_strain,chembl_id,doc_id,assay_tissue
,H,BAO_0000019,,90% inhibition of the 20 Mycobacterium avium complex (MAC) clinical isolates,139,Autocuration,,8,,,,,,1,,19640,F,,,CHEMBL615362,10543,
,H,BAO_0000019,,Minimum inhibitory concentration of compound against 20 Mycobacterium avium complex (MAC) clinical isolates,140,Expert,,8,,,,,,1,,19640,F,,,CHEMBL615363,10543,
,H,BAO_0000357,,Minimum inhibitory concentration of compound against 20 Mycobacterium avium complex (MAC) clinical isolates,141,Autocuration,,8,,,,,,1,,19640,B,,,CHEMBL615364,10543,
,H,BAO_0000019,,90% inhibition of the 20 Mycobacterium avium complex (MAC) clinical isolates,142,Expert,,8,,,,,,1,,19640,F,,,CHEMBL615365,10543,
,N,BAO_0000219,,In Vitro evaluation for the growth inhibition of Subline (P388/AMSA) Leukemia cell lines,143,Intermediate,,1,,,524.0,,10090.0,1,P338,80360,F,Mus musculus,,CHEMBL615366,11365,
,N,BAO_0000219,,In Vitro evaluation for the growth inhibition of Subline (P388/CP) Leukemia cell lines,144,Intermediate,,1,,,524.0,,10090.0,1,P338,80360,F,Mus musculus,,CHEMBL615367,11365,
,N,BAO_0000219,,Compound was evaluated for the inhibition of cell replication human peripheral blood lymphocytes (PBL's).,145,Intermediate,,1,,,554.0,,9606.0,1,PBL,80384,F,Homo sapiens,,CHEMBL615368,11803,
,U,BAO_0000019,,Compound was evaluated for the inhibition of cell replication sheep choroid plexus (SCP) cells,146,Autocuration,,0,,,,,9940.0,1,,22226,F,Ovis aries,,CHEMBL615369,11803,
,U,BAO_0000019,,Compound was evaluated for the inhibition of cell replication sheep choroid plexus (SCP) cells.,147,Autocuration,,0,,,,,9940.0,1,,22226,F,Ovis aries,,CHEMBL615370,11803,
,H,BAO_0000357,,Compound is evaluated in vitro for the inhibition single mutant of HIV-1 RT (Y181C),148,Autocuration,,8,,,,,,1,,191,B,,,CHEMBL615673,12278,
,U,BAO_0000019,,Compound was evaluated for its inhibitory effect on thymidine [3H]dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-5,149,Autocuration,,0,,,,,9606.0,1,,22226,F,Homo sapiens,,CHEMBL615674,8249,
,U,BAO_0000019,,Compound was evaluated for its inhibitory effect on thymidine [3H]-dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-6,150,Autocuration,,0,,,,,9606.0,1,,22226,F,Homo sapiens,,CHEMBL615675,8249,
,U,BAO_0000219,,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in at conc. 10e-7,151,Autocuration,,0,,,635.0,,9606.0,1,CCRF-CEM,22226,F,Homo sapiens,,CHEMBL615676,8249,
,U,BAO_0000219,,Compound was evaluated for its inhibitory effect on thymidine ([3H]-dThd) incorporation into DNA of CEM cells in culture at conc. 10e-4,152,Autocuration,,0,,,635.0,,9606.0,1,CCRF-CEM,22226,F,Homo sapiens,,CHEMBL615677,8249,
,U,BAO_0000219,,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in culture at conc. 10e-5,153,Autocuration,,0,,,635.0,,9606.0,1,CCRF-CEM,22226,F,Homo sapiens,,CHEMBL615678,8249,
,U,BAO_0000219,,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in culture at conc. 10e-6,154,Autocuration,,0,,,635.0,,9606.0,1,CCRF-CEM,22226,F,Homo sapiens,,CHEMBL615679,8249,
,U,BAO_0000019,,Compound was evaluated for its inhibitory effect on thymidine ([3H]-dThd) incorporation into DNA of CEM/MTX cells in at conc. 10e-7.,155,Autocuration,,0,,,,,9606.0,1,,22226,F,Homo sapiens,,CHEMBL615680,8249,
,U,BAO_0000019,,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-4,156,Autocuration,,0,,,,,9606.0,1,,22226,F,Homo sapiens,,CHEMBL615681,8249,
,H,BAO_0000249,,In vitro binding affinity towards (alpha-4)2(beta-2)3 neuronal nicotinic acetylcholine receptor in P2 membrane fractions of rat forebrain,157,Autocuration,,6,,,,,,1,,104290,B,,,CHEMBL857972,16992,
,N,BAO_0000218,,Minimum inhibitory concentration of compound against Streptococcus pyogenus septicemia in the mouse,158,Intermediate,,1,,,,,1314.0,1,,50264,F,Streptococcus pyogenes,,CHEMBL857899,10543,
,N,BAO_0000218,,Antiviral activity against 07/1 strain of thymidine kinase negative (TK-) Varicella-Zoster Virus (VZV),159,Intermediate,,1,,,,,10335.0,1,,50527,F,Human herpesvirus 3,,CHEMBL615371,17833,
,N,BAO_0000218,,Antiviral activity against 07/1 strain of VZV in HEL (human erythroleukemia) cells.,160,Expert,,1,,,468.0,,10335.0,1,HEL,50527,F,vericilla zoster virus,,CHEMBL615372,17290,
,N,BAO_0000218,,Antiviral activity against 07/1 strain of VZV; ND: No data,161,Intermediate,,1,,,,,10335.0,1,,50527,F,vericilla zoster virus,,CHEMBL615373,17290,
,N,BAO_0000218,,Antiviral activity against 07/1 strain of VZV; ND=No data,162,Intermediate,,1,,,,,10335.0,1,,50527,F,vericilla zoster virus,,CHEMBL615374,17290,
,N,BAO_0000218,,"Antibacterial activity was determined against gram negative organism, Enterobacter cloacae (MA2646)",163,Intermediate,,1,,,,,561.0,1,,50145,F,escherichia cloac,,CHEMBL615375,10932,
,U,BAO_0000019,,Ratio of Ki at A2 to Ki at A1 receptors,164,Autocuration,,0,,,,,,1,,22226,B,,,CHEMBL615376,9707,
,H,BAO_0000249,,"In vitro inhibition of 1,3-beta-glucan synthase in Candida albicans membrane assay.",165,Expert,,8,,,,,5476.0,1,,11143,B,Candida albicans,,CHEMBL615377,2346,
,H,BAO_0000357,,"Inhibition of 1,3-beta-glucan synthase",166,Expert,,8,,,,,284593.0,1,,18077,B,Candida glabrata CBS 138,,CHEMBL615378,2205,
,N,BAO_0000219,,Inhibition of growth of 1-87 human tumor cell line,167,Intermediate,,1,,,832.0,,9606.0,1,1-87 tumor cell line,80609,F,Homo sapiens,,CHEMBL615379,11900,
,D,BAO_0000219,,Inhibition of 1-lipoxygenase (LOX)in RBL cells,168,Expert,,9,,,,,10116.0,1,,12166,B,Rattus norvegicus,,CHEMBL615380,14864,
,D,BAO_0000357,,Inhibitory activity against soybean 1-lipoxygenase (SLO),169,Autocuration,,9,,,,,3847.0,1,,100171,B,Glycine max,,CHEMBL615381,16474,
,D,BAO_0000357,,Inhibitory activity against soybean 1-lipoxygenase (SLO); no effect,170,Autocuration,,9,,,,,3847.0,1,,100171,B,Glycine max,,CHEMBL615382,16474,
,D,BAO_0000357,,% inhibition against soybean 1-lipoxygenase (SLO),171,Autocuration,,9,,,,,3847.0,1,,100171,B,Glycine max,,CHEMBL615383,16474,
,D,BAO_0000357,,percent inhibition against soybean 1-lipoxygenase (SLO);NI is no inhibition,172,Autocuration,,9,,,,,3847.0,1,,100171,B,Glycine max,,CHEMBL615384,16474,
,D,BAO_0000357,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 10:90,173,Autocuration,,9,,,,,3847.0,1,,100171,B,Glycine max,,CHEMBL615385,3094,
,D,BAO_0000357,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 1:99,174,Autocuration,,9,,,,,3847.0,1,,100171,B,Glycine max,,CHEMBL615386,3094,
,D,BAO_0000357,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 25:75,175,Autocuration,,9,,,,,3847.0,1,,100171,B,Glycine max,,CHEMBL615387,3094,
,D,BAO_0000357,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 35:65,176,Autocuration,,9,,,,,3847.0,1,,100171,B,Glycine max,,CHEMBL615388,3094,
,D,BAO_0000357,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 50:50,177,Autocuration,,9,,,,,3847.0,1,,100171,B,Glycine max,,CHEMBL615214,3094,
,D,BAO_0000357,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 76:24,178,Autocuration,,9,,,,,3847.0,1,,100171,B,Glycine max,,CHEMBL827087,3094,
,D,BAO_0000357,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 87:13,179,Autocuration,,9,,,,,3847.0,1,,100171,B,Glycine max,,CHEMBL615215,3094,
,D,BAO_0000357,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 89:11,180,Autocuration,,9,,,,,3847.0,1,,100171,B,Glycine max,,CHEMBL615216,3094,
,D,BAO_0000357,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 95:5,181,Autocuration,,9,,,,,3847.0,1,,100171,B,Glycine max,,CHEMBL615217,3094,
,D,BAO_0000357,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 97:3,182,Autocuration,,9,,,,,3847.0,1,,100171,B,Glycine max,,CHEMBL615218,3094,
,D,BAO_0000357,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 99:1,183,Autocuration,,9,,,,,3847.0,1,,100171,B,Glycine max,,CHEMBL615219,3094,
,U,BAO_0000019,,Evaluated for inhibitory activity on 10-formyltetrahydrofolate synthetase(L cell) at folate substrate concentration of 100 uM,184,Autocuration,,0,,,,,10090.0,1,,22226,B,Mus musculus,,CHEMBL615220,10413,
,N,BAO_0000219,,Cells were harvested and were assayed for luciferase and -galactosidase activities (Transcriptional activity),185,Intermediate,,1,,,294.0,,10090.0,1,C3H 10T1/2,80049,F,Mus musculus,,CHEMBL615221,16929,
,U,BAO_0000019,,In vitro anticancer activity against 11 NCI NSCLC cell lines; inactive,186,Intermediate,,0,,,,,,1,,22226,F,,,CHEMBL615222,1229,
,H,BAO_0000357,,In vitro inhibitory activity against human 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),187,Autocuration,,8,,,,,,1,,11489,B,,,CHEMBL615223,16587,
,H,BAO_0000357,,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),188,Autocuration,,8,,,,,,1,,11862,B,,,CHEMBL615224,16587,
,H,BAO_0000357,,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA).,189,Autocuration,,8,,,,,,1,,11862,B,,,CHEMBL615225,16587,
,H,BAO_0000357,,Ability to convert [3H]cortisol to the tritium labeled cortisone in the presence of human 11 beta hydroxysteroid dehydrogenase type 2,190,Autocuration,,8,,,,,,1,,11489,B,,,CHEMBL615226,16587,
,H,BAO_0000357,,Inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 2 at a concentration of 0.2 mM; NI means no inhibition,191,Autocuration,,8,,,,,,1,,11862,B,,,CHEMBL615227,16587,
,D,BAO_0000019,,Evaluated for inhibition of bovine adrenal cortical mitochondrial 11 beta-hydroxylase,192,Expert,,9,,,,,9913.0,1,,12347,F,Bos taurus,,CHEMBL615228,8058,
,D,BAO_0000357,,Effect on adrenal 11-beta-hydroxylase activity at 10e-4 M; No significant effect,193,Expert,,9,,,,,10116.0,1,,100120,B,Rattus norvegicus,,CHEMBL615229,9065,
,D,BAO_0000357,,Inhibition of 11 beta-hydroxylase from rat adrenal gland,194,Expert,2369.0,9,,,,,10116.0,1,,100120,B,Rattus norvegicus,,CHEMBL615230,8865,Adrenal gland
,D,BAO_0000357,,Inhibition of rat adrenal 11-beta-hydroxylase,195,Expert,,9,,,,,10116.0,1,,100120,B,Rattus norvegicus,,CHEMBL615231,9066,
,D,BAO_0000357,,Inhibition of rat adrenal 11-beta-hydroxylase,196,Expert,,9,,,,,10116.0,1,,100120,B,Rattus norvegicus,,CHEMBL884520,8394,
,D,BAO_0000357,,Inhibition of rat adrenal 11-beta-hydroxylase at 10e-5 M,197,Expert,,9,,,,,10116.0,1,,100120,B,Rattus norvegicus,,CHEMBL615232,8394,
,H,BAO_0000019,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 1 of wistar rat liver cytosol at 10 uM was determined using [3H]cortisone,198,Autocuration,,8,,,,,,1,,10328,B,,,CHEMBL615233,6431,
,H,BAO_0000357,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,199,Autocuration,,8,,,,,,1,,11490,B,,,CHEMBL827088,6431,
,H,BAO_0000357,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,200,Autocuration,,8,,,,,,1,,11490,B,,,CHEMBL615234,6431,
,H,BAO_0000019,,Compound was tested for the percent of inhibition against 12-LO at 10 uM,201,Autocuration,,8,,,,,,1,,11134,F,,,CHEMBL615235,9295,
,H,BAO_0000019,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,202,Autocuration,,8,,,,,,1,,12052,B,,,CHEMBL615236,10193,
,H,BAO_0000019,,Compound was tested in vitro for inhibition of 12-LO human platelet,203,Autocuration,,8,,,,,,1,,11134,B,,,CHEMBL615237,13622,
,H,BAO_0000019,,Inhibitory concentration against human platelet 12-lipoxygenase,204,Autocuration,,8,,,,,,1,,11134,F,,,CHEMBL615238,12079,
,H,BAO_0000019,,Compound at 100 uM was tested in vitro for inhibition of 12-LO human platelet,205,Autocuration,,8,,,,,,1,,11134,B,,,CHEMBL615239,13622,
,D,BAO_0000019,,Inhibitory concentration against human platelet 12-lipoxygenase,206,Autocuration,,9,,,,,9606.0,1,,11134,F,Homo sapiens,,CHEMBL615240,12079,
,H,BAO_0000019,,Tested for inhibition of 12-LO (12-lipoxygenase) as an inhibitor of 12(S)-HETE biosynthesis in mouse epidermal homogenates,207,Expert,,8,,,,,,1,,11835,B,,,CHEMBL615241,13500,
,H,BAO_0000357,,Inhibitory activity against conversion of [1-14C]arachidonic acid to 12-HPETE and its reduction product 12-HETE by porcine leukocyte type 12-lipoxygenase,208,Expert,,8,,,,,,1,,11601,B,,,CHEMBL615242,13723,
,H,BAO_0000019,,Inhibitory activity against human platelet 12-lipoxygenase (12-HLO),209,Autocuration,,8,,,,,,1,,11134,B,,,CHEMBL615243,16474,
,H,BAO_0000019,,Inhibitory activity against human platelet 12-lipoxygenase,210,Autocuration,,8,,,,,,1,,11134,B,,,CHEMBL615244,1630,
,H,BAO_0000019,,Inhibitory activity against human platelet 12-lipoxygenase was evaluated,211,Autocuration,,8,,,,,,1,,11134,B,,,CHEMBL615245,167,
,H,BAO_0000019,,% inhibition against human platelet 12-lipoxygenase (12-HLO),212,Autocuration,,8,,,,,,1,,11134,B,,,CHEMBL615246,16474,
,H,BAO_0000019,,Inhibitory activity against human platelet 12-lipoxygenase was evaluated at 100 uM,213,Autocuration,,8,,,,,,1,,11134,B,,,CHEMBL615247,167,
,H,BAO_0000019,,percent inhibition against human platelet 12-lipoxygenase (12-HLO); NI is no inhibition,214,Autocuration,,8,,,,,,1,,11134,B,,,CHEMBL615248,16474,
,H,BAO_0000357,,Inhibitory activity towards porcine 12-lipoxygenase,215,Autocuration,,8,,,,,,1,,11601,B,,,CHEMBL615249,10091,
,H,BAO_0000357,,Tested for inhibition against porcine 12-LO,216,Autocuration,,8,,,,,,1,,11601,B,,,CHEMBL615250,11966,
,H,BAO_0000019,,Inhibition of 12-lipoxygenase was evaluated in rat platelets stimulated by thrombin up to a concentration of 10 uM; NE means No effect,217,Autocuration,,8,,,,,,1,,12052,B,,,CHEMBL615251,951,
,H,BAO_0000019,,Inhibitory activity against 12-lipoxygenase in rat platelet rich plasma,218,Autocuration,,8,,,,,,1,,12052,B,,,CHEMBL615252,10997,
,H,BAO_0000019,,In vitro inhibition of rat platelet 12-lipoxygenase,219,Expert,,8,,,,,,1,,12052,B,,,CHEMBL828340,10193,
,H,BAO_0000019,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,220,Autocuration,,8,,,,,,1,,12052,B,,,CHEMBL615253,10193,
,H,BAO_0000019,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 100 uM,221,Autocuration,,8,,,,,,1,,12052,B,,,CHEMBL615254,10193,
,H,BAO_0000019,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 30 uM,222,Autocuration,,8,,,,,,1,,12052,B,,,CHEMBL615255,10193,
,H,BAO_0000019,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,223,Autocuration,,8,,,,,,1,,12052,B,,,CHEMBL615256,10193,
,H,BAO_0000019,,In vitro inhibitory activity against rat platelet 12-lipoxygenase,224,Autocuration,,8,,,,,,1,,12052,B,,,CHEMBL615257,10193,
,H,BAO_0000019,,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 uM,225,Autocuration,,8,,,,,,1,,12052,B,,,CHEMBL615258,11087,
,N,BAO_0000219,,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,226,Intermediate,,1,,,621.0,,9606.0,1,41M,80007,F,Homo sapiens,,CHEMBL615259,15569,
,N,BAO_0000219,,In vitro antitumor activity against 41M cell line.,227,Expert,,1,,,621.0,,9606.0,1,41M,80007,F,Homo sapiens,,CHEMBL615260,12989,
,N,BAO_0000219,,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,228,Intermediate,,1,,,621.0,,9606.0,1,41M,80007,F,Homo sapiens,,CHEMBL615261,16745,
,N,BAO_0000219,,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,229,Intermediate,,1,,,621.0,,9606.0,1,41M,80007,F,Homo sapiens,,CHEMBL615262,15569,
,N,BAO_0000219,,In vitro antitumor activity against 41McisR cell line.,230,Expert,,1,,,621.0,,9606.0,1,41M,80007,F,Homo sapiens,,CHEMBL615263,12989,
,N,BAO_0000219,,Resistant factor was determined between IC50 of cisplatin-resistant human tumor cell lines to that of 41McisR cell line,231,Expert,,1,,,621.0,,9606.0,1,41M,80007,F,Homo sapiens,,CHEMBL838393,12989,
,N,BAO_0000219,,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,232,Intermediate,,1,,,621.0,,9606.0,1,41M,80007,F,Homo sapiens,,CHEMBL615264,16745,
,D,BAO_0000357,,Inhibition of 5'-inosine monophosphate dehydrogenase type I (IMPDH I),233,Expert,,9,,,,,9606.0,1,,84,B,Homo sapiens,,CHEMBL615265,6210,
,D,BAO_0000357,,Inhibition of 5'-inosine monophosphate dehydrogenase type II (IMPDH II),234,Expert,,9,,,,,9606.0,1,,68,B,Homo sapiens,,CHEMBL615266,6210,
,H,BAO_0000357,,Inhibitory activity against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II),235,Expert,,8,,,,,,1,,68,B,,,CHEMBL615267,6226,
,H,BAO_0000357,,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase,236,Expert,,8,,,,,,1,,10201,B,,,CHEMBL615268,17855,
,H,BAO_0000357,,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase; nd = Not determined,237,Expert,,8,,,,,,1,,10201,B,,,CHEMBL615269,17855,
,H,BAO_0000357,,Initial dissociation constant towards human 5'-methylthioadenosine phosphorylase,238,Expert,,8,,,,,,1,,10201,B,,,CHEMBL615270,17855,
,H,BAO_0000357,,"Evaluated for inhibitory activity on 5,10-Methenyl Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",239,Autocuration,,8,,,,,,1,,12220,B,,,CHEMBL615271,10413,
,H,BAO_0000357,,"Inhibitory activity against 5,10-methylenetetrahydrofolate dehydrogenase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",240,Autocuration,,8,,,,,562.0,1,,11303,B,Escherichia coli,,CHEMBL615272,10413,
,H,BAO_0000357,,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",241,Autocuration,,8,,,,,562.0,1,,11303,B,Escherichia coli,,CHEMBL615103,10413,
,H,BAO_0000357,,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM;NT=Not tested",242,Autocuration,,8,,,,,562.0,1,,11303,B,Escherichia coli,,CHEMBL615104,10413,
,H,BAO_0000357,,"Evaluated for inhibitory activity on 5,10-Methylene Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",243,Autocuration,,8,,,,,,1,,12220,B,,,CHEMBL615105,10413,
,H,BAO_0000357,,"Evaluated for inhibitory activity on 5,10-methylenetetrahydrofolate dehydrogenase(L cell) at folate substrate concentration of 100 uM",244,Autocuration,,8,,,,,,1,,12220,B,,,CHEMBL872866,10413,
,H,BAO_0000357,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",245,Autocuration,,8,,,,,9823.0,1,,11303,B,Sus scrofa,,CHEMBL615106,7587,
,H,BAO_0000019,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (A,porcine liver) enzyme.",246,Autocuration,,8,,,,,9823.0,1,,11303,B,Sus scrofa,,CHEMBL615107,7587,
,H,BAO_0000357,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-4 M inhibitory concentration",247,Autocuration,,8,,,,,9823.0,1,,11303,B,Sus scrofa,,CHEMBL615108,7587,
,H,BAO_0000357,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-5 M inhibitory concentration",248,Autocuration,,8,,,,,9823.0,1,,11303,B,Sus scrofa,,CHEMBL615109,7587,
