assay_id,assay_subcellular_fraction,assay_cell_type,assay_type,confidence_score,curated_by,assay_test_type,doc_id,assay_organism,bao_format,cell_id,assay_tissue,assay_category,variant_id,tid,src_id,description,assay_tax_id,assay_strain
158,,,F,1,Intermediate,,10543,Streptococcus pyogenes,BAO_0000218,,,,,50264,1,Minimum inhibitory concentration of compound against Streptococcus pyogenus septicemia in the mouse,1314.0,
159,,,F,1,Intermediate,,17833,Human herpesvirus 3,BAO_0000218,,,,,50527,1,Antiviral activity against 07/1 strain of thymidine kinase negative (TK-) Varicella-Zoster Virus (VZV),10335.0,
160,,HEL,F,1,Expert,,17290,vericilla zoster virus,BAO_0000218,468.0,,,,50527,1,Antiviral activity against 07/1 strain of VZV in HEL (human erythroleukemia) cells.,10335.0,
161,,,F,1,Intermediate,,17290,vericilla zoster virus,BAO_0000218,,,,,50527,1,Antiviral activity against 07/1 strain of VZV; ND: No data,10335.0,
162,,,F,1,Intermediate,,17290,vericilla zoster virus,BAO_0000218,,,,,50527,1,Antiviral activity against 07/1 strain of VZV; ND=No data,10335.0,
163,,,F,1,Intermediate,,10932,escherichia cloac,BAO_0000218,,,,,50145,1,"Antibacterial activity was determined against gram negative organism, Enterobacter cloacae (MA2646)",561.0,
164,,,B,0,Autocuration,,9707,,BAO_0000019,,,,,22226,1,Ratio of Ki at A2 to Ki at A1 receptors,,
165,,,B,8,Expert,,2346,Candida albicans,BAO_0000249,,,,,11143,1,"In vitro inhibition of 1,3-beta-glucan synthase in Candida albicans membrane assay.",5476.0,
166,,,B,8,Expert,,2205,Candida glabrata CBS 138,BAO_0000357,,,,,18077,1,"Inhibition of 1,3-beta-glucan synthase",284593.0,
167,,1-87 tumor cell line,F,1,Intermediate,,11900,Homo sapiens,BAO_0000219,832.0,,,,80609,1,Inhibition of growth of 1-87 human tumor cell line,9606.0,
168,,,B,9,Expert,,14864,Rattus norvegicus,BAO_0000219,,,,,12166,1,Inhibition of 1-lipoxygenase (LOX)in RBL cells,10116.0,
169,,,B,9,Autocuration,,16474,Glycine max,BAO_0000357,,,,,100171,1,Inhibitory activity against soybean 1-lipoxygenase (SLO),3847.0,
170,,,B,9,Autocuration,,16474,Glycine max,BAO_0000357,,,,,100171,1,Inhibitory activity against soybean 1-lipoxygenase (SLO); no effect,3847.0,
171,,,B,9,Autocuration,,16474,Glycine max,BAO_0000357,,,,,100171,1,% inhibition against soybean 1-lipoxygenase (SLO),3847.0,
172,,,B,9,Autocuration,,16474,Glycine max,BAO_0000357,,,,,100171,1,percent inhibition against soybean 1-lipoxygenase (SLO);NI is no inhibition,3847.0,
173,,,B,9,Autocuration,,3094,Glycine max,BAO_0000357,,,,,100171,1,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 10:90,3847.0,
174,,,B,9,Autocuration,,3094,Glycine max,BAO_0000357,,,,,100171,1,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 1:99,3847.0,
175,,,B,9,Autocuration,,3094,Glycine max,BAO_0000357,,,,,100171,1,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 25:75,3847.0,
176,,,B,9,Autocuration,,3094,Glycine max,BAO_0000357,,,,,100171,1,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 35:65,3847.0,
177,,,B,9,Autocuration,,3094,Glycine max,BAO_0000357,,,,,100171,1,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 50:50,3847.0,
178,,,B,9,Autocuration,,3094,Glycine max,BAO_0000357,,,,,100171,1,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 76:24,3847.0,
179,,,B,9,Autocuration,,3094,Glycine max,BAO_0000357,,,,,100171,1,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 87:13,3847.0,
180,,,B,9,Autocuration,,3094,Glycine max,BAO_0000357,,,,,100171,1,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 89:11,3847.0,
181,,,B,9,Autocuration,,3094,Glycine max,BAO_0000357,,,,,100171,1,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 95:5,3847.0,
182,,,B,9,Autocuration,,3094,Glycine max,BAO_0000357,,,,,100171,1,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 97:3,3847.0,
183,,,B,9,Autocuration,,3094,Glycine max,BAO_0000357,,,,,100171,1,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 99:1,3847.0,
184,,,B,0,Autocuration,,10413,Mus musculus,BAO_0000019,,,,,22226,1,Evaluated for inhibitory activity on 10-formyltetrahydrofolate synthetase(L cell) at folate substrate concentration of 100 uM,10090.0,
185,,C3H 10T1/2,F,1,Intermediate,,16929,Mus musculus,BAO_0000219,294.0,,,,80049,1,Cells were harvested and were assayed for luciferase and -galactosidase activities (Transcriptional activity),10090.0,
186,,,F,0,Intermediate,,1229,,BAO_0000019,,,,,22226,1,In vitro anticancer activity against 11 NCI NSCLC cell lines; inactive,,
187,,,B,8,Autocuration,,16587,,BAO_0000357,,,,,11489,1,In vitro inhibitory activity against human 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),,
188,,,B,8,Autocuration,,16587,,BAO_0000357,,,,,11862,1,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),,
189,,,B,8,Autocuration,,16587,,BAO_0000357,,,,,11862,1,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA).,,
190,,,B,8,Autocuration,,16587,,BAO_0000357,,,,,11489,1,Ability to convert [3H]cortisol to the tritium labeled cortisone in the presence of human 11 beta hydroxysteroid dehydrogenase type 2,,
191,,,B,8,Autocuration,,16587,,BAO_0000357,,,,,11862,1,Inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 2 at a concentration of 0.2 mM; NI means no inhibition,,
192,,,F,9,Expert,,8058,Bos taurus,BAO_0000019,,,,,12347,1,Evaluated for inhibition of bovine adrenal cortical mitochondrial 11 beta-hydroxylase,9913.0,
193,,,B,9,Expert,,9065,Rattus norvegicus,BAO_0000357,,,,,100120,1,Effect on adrenal 11-beta-hydroxylase activity at 10e-4 M; No significant effect,10116.0,
194,,,B,9,Expert,,8865,Rattus norvegicus,BAO_0000357,,Adrenal gland,,,100120,1,Inhibition of 11 beta-hydroxylase from rat adrenal gland,10116.0,
195,,,B,9,Expert,,9066,Rattus norvegicus,BAO_0000357,,,,,100120,1,Inhibition of rat adrenal 11-beta-hydroxylase,10116.0,
196,,,B,9,Expert,,8394,Rattus norvegicus,BAO_0000357,,,,,100120,1,Inhibition of rat adrenal 11-beta-hydroxylase,10116.0,
197,,,B,9,Expert,,8394,Rattus norvegicus,BAO_0000357,,,,,100120,1,Inhibition of rat adrenal 11-beta-hydroxylase at 10e-5 M,10116.0,
198,,,B,8,Autocuration,,6431,,BAO_0000019,,,,,10328,1,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 1 of wistar rat liver cytosol at 10 uM was determined using [3H]cortisone,,
199,,,B,8,Autocuration,,6431,,BAO_0000357,,,,,11490,1,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,,
200,,,B,8,Autocuration,,6431,,BAO_0000357,,,,,11490,1,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,,
201,,,F,8,Autocuration,,9295,,BAO_0000019,,,,,11134,1,Compound was tested for the percent of inhibition against 12-LO at 10 uM,,
202,,,B,8,Autocuration,,10193,,BAO_0000019,,,,,12052,1,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,
203,,,B,8,Autocuration,,13622,,BAO_0000019,,,,,11134,1,Compound was tested in vitro for inhibition of 12-LO human platelet,,
204,,,F,8,Autocuration,,12079,,BAO_0000019,,,,,11134,1,Inhibitory concentration against human platelet 12-lipoxygenase,,
205,,,B,8,Autocuration,,13622,,BAO_0000019,,,,,11134,1,Compound at 100 uM was tested in vitro for inhibition of 12-LO human platelet,,
206,,,F,9,Autocuration,,12079,Homo sapiens,BAO_0000019,,,,,11134,1,Inhibitory concentration against human platelet 12-lipoxygenase,9606.0,
207,,,B,8,Expert,,13500,,BAO_0000019,,,,,11835,1,Tested for inhibition of 12-LO (12-lipoxygenase) as an inhibitor of 12(S)-HETE biosynthesis in mouse epidermal homogenates,,
208,,,B,8,Expert,,13723,,BAO_0000357,,,,,11601,1,Inhibitory activity against conversion of [1-14C]arachidonic acid to 12-HPETE and its reduction product 12-HETE by porcine leukocyte type 12-lipoxygenase,,
209,,,B,8,Autocuration,,16474,,BAO_0000019,,,,,11134,1,Inhibitory activity against human platelet 12-lipoxygenase (12-HLO),,
210,,,B,8,Autocuration,,1630,,BAO_0000019,,,,,11134,1,Inhibitory activity against human platelet 12-lipoxygenase,,
211,,,B,8,Autocuration,,167,,BAO_0000019,,,,,11134,1,Inhibitory activity against human platelet 12-lipoxygenase was evaluated,,
212,,,B,8,Autocuration,,16474,,BAO_0000019,,,,,11134,1,% inhibition against human platelet 12-lipoxygenase (12-HLO),,
213,,,B,8,Autocuration,,167,,BAO_0000019,,,,,11134,1,Inhibitory activity against human platelet 12-lipoxygenase was evaluated at 100 uM,,
214,,,B,8,Autocuration,,16474,,BAO_0000019,,,,,11134,1,percent inhibition against human platelet 12-lipoxygenase (12-HLO); NI is no inhibition,,
215,,,B,8,Autocuration,,10091,,BAO_0000357,,,,,11601,1,Inhibitory activity towards porcine 12-lipoxygenase,,
216,,,B,8,Autocuration,,11966,,BAO_0000357,,,,,11601,1,Tested for inhibition against porcine 12-LO,,
217,,,B,8,Autocuration,,951,,BAO_0000019,,,,,12052,1,Inhibition of 12-lipoxygenase was evaluated in rat platelets stimulated by thrombin up to a concentration of 10 uM; NE means No effect,,
218,,,B,8,Autocuration,,10997,,BAO_0000019,,,,,12052,1,Inhibitory activity against 12-lipoxygenase in rat platelet rich plasma,,
219,,,B,8,Expert,,10193,,BAO_0000019,,,,,12052,1,In vitro inhibition of rat platelet 12-lipoxygenase,,
220,,,B,8,Autocuration,,10193,,BAO_0000019,,,,,12052,1,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,
221,,,B,8,Autocuration,,10193,,BAO_0000019,,,,,12052,1,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 100 uM,,
222,,,B,8,Autocuration,,10193,,BAO_0000019,,,,,12052,1,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 30 uM,,
223,,,B,8,Autocuration,,10193,,BAO_0000019,,,,,12052,1,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,
224,,,B,8,Autocuration,,10193,,BAO_0000019,,,,,12052,1,In vitro inhibitory activity against rat platelet 12-lipoxygenase,,
225,,,B,8,Autocuration,,11087,,BAO_0000019,,,,,12052,1,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 uM,,
226,,41M,F,1,Intermediate,,15569,Homo sapiens,BAO_0000219,621.0,,,,80007,1,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,9606.0,
227,,41M,F,1,Expert,,12989,Homo sapiens,BAO_0000219,621.0,,,,80007,1,In vitro antitumor activity against 41M cell line.,9606.0,
228,,41M,F,1,Intermediate,,16745,Homo sapiens,BAO_0000219,621.0,,,,80007,1,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,9606.0,
229,,41M,F,1,Intermediate,,15569,Homo sapiens,BAO_0000219,621.0,,,,80007,1,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,9606.0,
230,,41M,F,1,Expert,,12989,Homo sapiens,BAO_0000219,621.0,,,,80007,1,In vitro antitumor activity against 41McisR cell line.,9606.0,
231,,41M,F,1,Expert,,12989,Homo sapiens,BAO_0000219,621.0,,,,80007,1,Resistant factor was determined between IC50 of cisplatin-resistant human tumor cell lines to that of 41McisR cell line,9606.0,
232,,41M,F,1,Intermediate,,16745,Homo sapiens,BAO_0000219,621.0,,,,80007,1,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,9606.0,
233,,,B,9,Expert,,6210,Homo sapiens,BAO_0000357,,,,,84,1,Inhibition of 5'-inosine monophosphate dehydrogenase type I (IMPDH I),9606.0,
234,,,B,9,Expert,,6210,Homo sapiens,BAO_0000357,,,,,68,1,Inhibition of 5'-inosine monophosphate dehydrogenase type II (IMPDH II),9606.0,
235,,,B,8,Expert,,6226,,BAO_0000357,,,,,68,1,Inhibitory activity against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II),,
236,,,B,8,Expert,,17855,,BAO_0000357,,,,,10201,1,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase,,
237,,,B,8,Expert,,17855,,BAO_0000357,,,,,10201,1,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase; nd = Not determined,,
238,,,B,8,Expert,,17855,,BAO_0000357,,,,,10201,1,Initial dissociation constant towards human 5'-methylthioadenosine phosphorylase,,
239,,,B,8,Autocuration,,10413,,BAO_0000357,,,,,12220,1,"Evaluated for inhibitory activity on 5,10-Methenyl Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",,
240,,,B,8,Autocuration,,10413,Escherichia coli,BAO_0000357,,,,,11303,1,"Inhibitory activity against 5,10-methylenetetrahydrofolate dehydrogenase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",562.0,
241,,,B,8,Autocuration,,10413,Escherichia coli,BAO_0000357,,,,,11303,1,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",562.0,
242,,,B,8,Autocuration,,10413,Escherichia coli,BAO_0000357,,,,,11303,1,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM;NT=Not tested",562.0,
243,,,B,8,Autocuration,,10413,,BAO_0000357,,,,,12220,1,"Evaluated for inhibitory activity on 5,10-Methylene Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",,
244,,,B,8,Autocuration,,10413,,BAO_0000357,,,,,12220,1,"Evaluated for inhibitory activity on 5,10-methylenetetrahydrofolate dehydrogenase(L cell) at folate substrate concentration of 100 uM",,
245,,,B,8,Autocuration,,7587,Sus scrofa,BAO_0000357,,,,,11303,1,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",9823.0,
246,,,B,8,Autocuration,,7587,Sus scrofa,BAO_0000019,,,,,11303,1,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (A,porcine liver) enzyme.",9823.0,
247,,,B,8,Autocuration,,7587,Sus scrofa,BAO_0000357,,,,,11303,1,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-4 M inhibitory concentration",9823.0,
248,,,B,8,Autocuration,,7587,Sus scrofa,BAO_0000357,,,,,11303,1,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-5 M inhibitory concentration",9823.0,
249,,,B,8,Autocuration,,7587,Sus scrofa,BAO_0000357,,,,,11303,1,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",9823.0,
250,,,B,8,Autocuration,,7587,Sus scrofa,BAO_0000019,,,,,11303,1,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",9823.0,
251,,,B,8,Autocuration,,7587,Sus scrofa,BAO_0000019,,,,,11303,1,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-5 M inhibitory concentration",9823.0,
252,,,B,8,Autocuration,,7587,Sus scrofa,BAO_0000019,,,,,11303,1,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-6 M inhibitory concentration",9823.0,
253,,,B,8,Autocuration,,7587,Sus scrofa,BAO_0000019,,,,,11303,1,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-7 M inhibitory concentration",9823.0,
254,,,B,8,Autocuration,,7587,Sus scrofa,BAO_0000019,,,,,11303,1,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme.",9823.0,
255,,,B,8,Autocuration,,7587,Sus scrofa,BAO_0000357,,,,,11303,1,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",9823.0,
256,,,B,8,Autocuration,,7587,Sus scrofa,BAO_0000019,,,,,11303,1,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",9823.0,
257,,,B,8,Autocuration,,7323,,BAO_0000357,,,,,11303,1,"Compound was tested for in vitro inhibition of 5,10-Methylene Tetrahydrofolate Cyclohydrolase, competitive against (+)-L-5,10-methenyltetrahydrofolate",,
258,,,B,0,Autocuration,,7587,Sus scrofa,BAO_0000019,,,,,22226,1,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme at 10E-4 M inhibitory concentration",9823.0,
259,,,B,0,Autocuration,,7587,Sus scrofa,BAO_0000019,,,,,22226,1,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme.",9823.0,
260,,,B,8,Expert,,13750,Saccharomyces cerevisiae,BAO_0000357,,,,,100249,1,Inhibition of 5-Desaturase involved in ergosterol biosynthesis,4932.0,
261,,,B,0,Autocuration,,7662,Rattus norvegicus,BAO_0000019,,,,,22226,1,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,10116.0,
262,,,B,0,Autocuration,,7662,Rattus norvegicus,BAO_0000019,,,,,22226,1,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,10116.0,
263,,,B,0,Autocuration,,7662,Rattus norvegicus,BAO_0000019,,,,,22226,1,"Irreversible inhibition of Walker 256 FUDR phosphorylase; expressed as Vo/Vi, velocity without inhibitor to that of velocity with inhibitor",10116.0,
264,,,F,6,Autocuration,,12211,,BAO_0000019,,,,,104698,1,"Tested for 5-HT 3 receptor antagonist potency by ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",,
265,,,F,6,Autocuration,,12211,,BAO_0000019,,,,,104698,1,"Compound was tested for its 5-HT 3 receptor antagonist potency by their ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",,
266,,,F,9,Intermediate,,12211,Cavia porcellus,BAO_0000221,,Ileum,,,20033,1,Relative ability to increase cholinergically mediated contractions in isolated ileum of guinea pig,10141.0,
267,,,F,8,Expert,,12211,,BAO_0000019,,,,,10623,1,Stimulatory activity of intragastric pressure was tested in the rat,,
268,,,B,8,Autocuration,,15453,,BAO_0000357,,,,,121,1,% Decrease of 5-HT carrier-receptor -bound radioactivity using paroxetine as a radioligand.,,
269,,,F,0,Autocuration,,11884,Rattus norvegicus,BAO_0000218,,,,,22226,1,Dose to reduce neuronal firing against 5-HT cells in rats (iv),10116.0,
270,,,F,8,Autocuration,,7185,,BAO_0000019,,,,,12688,1,Antagonistic activity of corresponding methoxy compound against serotonin 5-HT receptor,,
