assays_assay_id,assays_src_id,assays_description,assays_assay_tissue,assays_bao_format,assays_src_assay_id,assays_assay_organism,assays_assay_category,assays_curated_by,assays_doc_id,assays_assay_test_type,assays_relationship_type,assays_confidence_score,assays_chembl_id,assays_cell_id,assays_tissue_id,assays_variant_id
158,1,Minimum inhibitory concentration of compound against Streptococcus pyogenus septicemia in the mouse,,BAO_0000218,,Streptococcus pyogenes,,Intermediate,10543,,N,1,CHEMBL857899,,,
159,1,Antiviral activity against 07/1 strain of thymidine kinase negative (TK-) Varicella-Zoster Virus (VZV),,BAO_0000218,,Human herpesvirus 3,,Intermediate,17833,,N,1,CHEMBL615371,,,
160,1,Antiviral activity against 07/1 strain of VZV in HEL (human erythroleukemia) cells.,,BAO_0000218,,vericilla zoster virus,,Expert,17290,,N,1,CHEMBL615372,468.0,,
161,1,Antiviral activity against 07/1 strain of VZV; ND: No data,,BAO_0000218,,vericilla zoster virus,,Intermediate,17290,,N,1,CHEMBL615373,,,
162,1,Antiviral activity against 07/1 strain of VZV; ND=No data,,BAO_0000218,,vericilla zoster virus,,Intermediate,17290,,N,1,CHEMBL615374,,,
163,1,"Antibacterial activity was determined against gram negative organism, Enterobacter cloacae (MA2646)",,BAO_0000218,,escherichia cloac,,Intermediate,10932,,N,1,CHEMBL615375,,,
164,1,Ratio of Ki at A2 to Ki at A1 receptors,,BAO_0000019,,,,Autocuration,9707,,U,0,CHEMBL615376,,,
165,1,"In vitro inhibition of 1,3-beta-glucan synthase in Candida albicans membrane assay.",,BAO_0000249,,Candida albicans,,Expert,2346,,H,8,CHEMBL615377,,,
166,1,"Inhibition of 1,3-beta-glucan synthase",,BAO_0000357,,Candida glabrata CBS 138,,Expert,2205,,H,8,CHEMBL615378,,,
167,1,Inhibition of growth of 1-87 human tumor cell line,,BAO_0000219,,Homo sapiens,,Intermediate,11900,,N,1,CHEMBL615379,832.0,,
168,1,Inhibition of 1-lipoxygenase (LOX)in RBL cells,,BAO_0000219,,Rattus norvegicus,,Expert,14864,,D,9,CHEMBL615380,,,
169,1,Inhibitory activity against soybean 1-lipoxygenase (SLO),,BAO_0000357,,Glycine max,,Autocuration,16474,,D,9,CHEMBL615381,,,
170,1,Inhibitory activity against soybean 1-lipoxygenase (SLO); no effect,,BAO_0000357,,Glycine max,,Autocuration,16474,,D,9,CHEMBL615382,,,
171,1,% inhibition against soybean 1-lipoxygenase (SLO),,BAO_0000357,,Glycine max,,Autocuration,16474,,D,9,CHEMBL615383,,,
172,1,percent inhibition against soybean 1-lipoxygenase (SLO);NI is no inhibition,,BAO_0000357,,Glycine max,,Autocuration,16474,,D,9,CHEMBL615384,,,
173,1,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 10:90,,BAO_0000357,,Glycine max,,Autocuration,3094,,D,9,CHEMBL615385,,,
174,1,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 1:99,,BAO_0000357,,Glycine max,,Autocuration,3094,,D,9,CHEMBL615386,,,
175,1,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 25:75,,BAO_0000357,,Glycine max,,Autocuration,3094,,D,9,CHEMBL615387,,,
176,1,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 35:65,,BAO_0000357,,Glycine max,,Autocuration,3094,,D,9,CHEMBL615388,,,
177,1,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 50:50,,BAO_0000357,,Glycine max,,Autocuration,3094,,D,9,CHEMBL615214,,,
178,1,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 76:24,,BAO_0000357,,Glycine max,,Autocuration,3094,,D,9,CHEMBL827087,,,
179,1,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 87:13,,BAO_0000357,,Glycine max,,Autocuration,3094,,D,9,CHEMBL615215,,,
180,1,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 89:11,,BAO_0000357,,Glycine max,,Autocuration,3094,,D,9,CHEMBL615216,,,
181,1,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 95:5,,BAO_0000357,,Glycine max,,Autocuration,3094,,D,9,CHEMBL615217,,,
182,1,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 97:3,,BAO_0000357,,Glycine max,,Autocuration,3094,,D,9,CHEMBL615218,,,
183,1,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 99:1,,BAO_0000357,,Glycine max,,Autocuration,3094,,D,9,CHEMBL615219,,,
184,1,Evaluated for inhibitory activity on 10-formyltetrahydrofolate synthetase(L cell) at folate substrate concentration of 100 uM,,BAO_0000019,,Mus musculus,,Autocuration,10413,,U,0,CHEMBL615220,,,
185,1,Cells were harvested and were assayed for luciferase and -galactosidase activities (Transcriptional activity),,BAO_0000219,,Mus musculus,,Intermediate,16929,,N,1,CHEMBL615221,294.0,,
186,1,In vitro anticancer activity against 11 NCI NSCLC cell lines; inactive,,BAO_0000019,,,,Intermediate,1229,,U,0,CHEMBL615222,,,
187,1,In vitro inhibitory activity against human 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),,BAO_0000357,,,,Autocuration,16587,,H,8,CHEMBL615223,,,
188,1,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),,BAO_0000357,,,,Autocuration,16587,,H,8,CHEMBL615224,,,
189,1,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA).,,BAO_0000357,,,,Autocuration,16587,,H,8,CHEMBL615225,,,
190,1,Ability to convert [3H]cortisol to the tritium labeled cortisone in the presence of human 11 beta hydroxysteroid dehydrogenase type 2,,BAO_0000357,,,,Autocuration,16587,,H,8,CHEMBL615226,,,
191,1,Inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 2 at a concentration of 0.2 mM; NI means no inhibition,,BAO_0000357,,,,Autocuration,16587,,H,8,CHEMBL615227,,,
192,1,Evaluated for inhibition of bovine adrenal cortical mitochondrial 11 beta-hydroxylase,,BAO_0000019,,Bos taurus,,Expert,8058,,D,9,CHEMBL615228,,,
193,1,Effect on adrenal 11-beta-hydroxylase activity at 10e-4 M; No significant effect,,BAO_0000357,,Rattus norvegicus,,Expert,9065,,D,9,CHEMBL615229,,,
194,1,Inhibition of 11 beta-hydroxylase from rat adrenal gland,Adrenal gland,BAO_0000357,,Rattus norvegicus,,Expert,8865,,D,9,CHEMBL615230,,2369.0,
195,1,Inhibition of rat adrenal 11-beta-hydroxylase,,BAO_0000357,,Rattus norvegicus,,Expert,9066,,D,9,CHEMBL615231,,,
196,1,Inhibition of rat adrenal 11-beta-hydroxylase,,BAO_0000357,,Rattus norvegicus,,Expert,8394,,D,9,CHEMBL884520,,,
197,1,Inhibition of rat adrenal 11-beta-hydroxylase at 10e-5 M,,BAO_0000357,,Rattus norvegicus,,Expert,8394,,D,9,CHEMBL615232,,,
198,1,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 1 of wistar rat liver cytosol at 10 uM was determined using [3H]cortisone,,BAO_0000019,,,,Autocuration,6431,,H,8,CHEMBL615233,,,
199,1,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,,BAO_0000357,,,,Autocuration,6431,,H,8,CHEMBL827088,,,
200,1,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,,BAO_0000357,,,,Autocuration,6431,,H,8,CHEMBL615234,,,
201,1,Compound was tested for the percent of inhibition against 12-LO at 10 uM,,BAO_0000019,,,,Autocuration,9295,,H,8,CHEMBL615235,,,
202,1,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,BAO_0000019,,,,Autocuration,10193,,H,8,CHEMBL615236,,,
203,1,Compound was tested in vitro for inhibition of 12-LO human platelet,,BAO_0000019,,,,Autocuration,13622,,H,8,CHEMBL615237,,,
204,1,Inhibitory concentration against human platelet 12-lipoxygenase,,BAO_0000019,,,,Autocuration,12079,,H,8,CHEMBL615238,,,
205,1,Compound at 100 uM was tested in vitro for inhibition of 12-LO human platelet,,BAO_0000019,,,,Autocuration,13622,,H,8,CHEMBL615239,,,
206,1,Inhibitory concentration against human platelet 12-lipoxygenase,,BAO_0000019,,Homo sapiens,,Autocuration,12079,,D,9,CHEMBL615240,,,
207,1,Tested for inhibition of 12-LO (12-lipoxygenase) as an inhibitor of 12(S)-HETE biosynthesis in mouse epidermal homogenates,,BAO_0000019,,,,Expert,13500,,H,8,CHEMBL615241,,,
208,1,Inhibitory activity against conversion of [1-14C]arachidonic acid to 12-HPETE and its reduction product 12-HETE by porcine leukocyte type 12-lipoxygenase,,BAO_0000357,,,,Expert,13723,,H,8,CHEMBL615242,,,
209,1,Inhibitory activity against human platelet 12-lipoxygenase (12-HLO),,BAO_0000019,,,,Autocuration,16474,,H,8,CHEMBL615243,,,
210,1,Inhibitory activity against human platelet 12-lipoxygenase,,BAO_0000019,,,,Autocuration,1630,,H,8,CHEMBL615244,,,
211,1,Inhibitory activity against human platelet 12-lipoxygenase was evaluated,,BAO_0000019,,,,Autocuration,167,,H,8,CHEMBL615245,,,
212,1,% inhibition against human platelet 12-lipoxygenase (12-HLO),,BAO_0000019,,,,Autocuration,16474,,H,8,CHEMBL615246,,,
213,1,Inhibitory activity against human platelet 12-lipoxygenase was evaluated at 100 uM,,BAO_0000019,,,,Autocuration,167,,H,8,CHEMBL615247,,,
214,1,percent inhibition against human platelet 12-lipoxygenase (12-HLO); NI is no inhibition,,BAO_0000019,,,,Autocuration,16474,,H,8,CHEMBL615248,,,
215,1,Inhibitory activity towards porcine 12-lipoxygenase,,BAO_0000357,,,,Autocuration,10091,,H,8,CHEMBL615249,,,
216,1,Tested for inhibition against porcine 12-LO,,BAO_0000357,,,,Autocuration,11966,,H,8,CHEMBL615250,,,
217,1,Inhibition of 12-lipoxygenase was evaluated in rat platelets stimulated by thrombin up to a concentration of 10 uM; NE means No effect,,BAO_0000019,,,,Autocuration,951,,H,8,CHEMBL615251,,,
218,1,Inhibitory activity against 12-lipoxygenase in rat platelet rich plasma,,BAO_0000019,,,,Autocuration,10997,,H,8,CHEMBL615252,,,
219,1,In vitro inhibition of rat platelet 12-lipoxygenase,,BAO_0000019,,,,Expert,10193,,H,8,CHEMBL828340,,,
220,1,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,BAO_0000019,,,,Autocuration,10193,,H,8,CHEMBL615253,,,
221,1,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 100 uM,,BAO_0000019,,,,Autocuration,10193,,H,8,CHEMBL615254,,,
222,1,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 30 uM,,BAO_0000019,,,,Autocuration,10193,,H,8,CHEMBL615255,,,
223,1,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,BAO_0000019,,,,Autocuration,10193,,H,8,CHEMBL615256,,,
224,1,In vitro inhibitory activity against rat platelet 12-lipoxygenase,,BAO_0000019,,,,Autocuration,10193,,H,8,CHEMBL615257,,,
225,1,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 uM,,BAO_0000019,,,,Autocuration,11087,,H,8,CHEMBL615258,,,
226,1,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,,BAO_0000219,,Homo sapiens,,Intermediate,15569,,N,1,CHEMBL615259,621.0,,
227,1,In vitro antitumor activity against 41M cell line.,,BAO_0000219,,Homo sapiens,,Expert,12989,,N,1,CHEMBL615260,621.0,,
228,1,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,,BAO_0000219,,Homo sapiens,,Intermediate,16745,,N,1,CHEMBL615261,621.0,,
229,1,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,,BAO_0000219,,Homo sapiens,,Intermediate,15569,,N,1,CHEMBL615262,621.0,,
230,1,In vitro antitumor activity against 41McisR cell line.,,BAO_0000219,,Homo sapiens,,Expert,12989,,N,1,CHEMBL615263,621.0,,
231,1,Resistant factor was determined between IC50 of cisplatin-resistant human tumor cell lines to that of 41McisR cell line,,BAO_0000219,,Homo sapiens,,Expert,12989,,N,1,CHEMBL838393,621.0,,
232,1,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,,BAO_0000219,,Homo sapiens,,Intermediate,16745,,N,1,CHEMBL615264,621.0,,
233,1,Inhibition of 5'-inosine monophosphate dehydrogenase type I (IMPDH I),,BAO_0000357,,Homo sapiens,,Expert,6210,,D,9,CHEMBL615265,,,
234,1,Inhibition of 5'-inosine monophosphate dehydrogenase type II (IMPDH II),,BAO_0000357,,Homo sapiens,,Expert,6210,,D,9,CHEMBL615266,,,
235,1,Inhibitory activity against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II),,BAO_0000357,,,,Expert,6226,,H,8,CHEMBL615267,,,
236,1,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase,,BAO_0000357,,,,Expert,17855,,H,8,CHEMBL615268,,,
237,1,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase; nd = Not determined,,BAO_0000357,,,,Expert,17855,,H,8,CHEMBL615269,,,
238,1,Initial dissociation constant towards human 5'-methylthioadenosine phosphorylase,,BAO_0000357,,,,Expert,17855,,H,8,CHEMBL615270,,,
239,1,"Evaluated for inhibitory activity on 5,10-Methenyl Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",,BAO_0000357,,,,Autocuration,10413,,H,8,CHEMBL615271,,,
240,1,"Inhibitory activity against 5,10-methylenetetrahydrofolate dehydrogenase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",,BAO_0000357,,Escherichia coli,,Autocuration,10413,,H,8,CHEMBL615272,,,
241,1,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",,BAO_0000357,,Escherichia coli,,Autocuration,10413,,H,8,CHEMBL615103,,,
242,1,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM;NT=Not tested",,BAO_0000357,,Escherichia coli,,Autocuration,10413,,H,8,CHEMBL615104,,,
243,1,"Evaluated for inhibitory activity on 5,10-Methylene Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",,BAO_0000357,,,,Autocuration,10413,,H,8,CHEMBL615105,,,
244,1,"Evaluated for inhibitory activity on 5,10-methylenetetrahydrofolate dehydrogenase(L cell) at folate substrate concentration of 100 uM",,BAO_0000357,,,,Autocuration,10413,,H,8,CHEMBL872866,,,
245,1,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,BAO_0000357,,Sus scrofa,,Autocuration,7587,,H,8,CHEMBL615106,,,
246,1,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (A,porcine liver) enzyme.",,BAO_0000019,,Sus scrofa,,Autocuration,7587,,H,8,CHEMBL615107,,,
247,1,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-4 M inhibitory concentration",,BAO_0000357,,Sus scrofa,,Autocuration,7587,,H,8,CHEMBL615108,,,
248,1,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-5 M inhibitory concentration",,BAO_0000357,,Sus scrofa,,Autocuration,7587,,H,8,CHEMBL615109,,,
249,1,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,BAO_0000357,,Sus scrofa,,Autocuration,7587,,H,8,CHEMBL615110,,,
250,1,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",,BAO_0000019,,Sus scrofa,,Autocuration,7587,,H,8,CHEMBL840105,,,
251,1,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-5 M inhibitory concentration",,BAO_0000019,,Sus scrofa,,Autocuration,7587,,H,8,CHEMBL615111,,,
252,1,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-6 M inhibitory concentration",,BAO_0000019,,Sus scrofa,,Autocuration,7587,,H,8,CHEMBL615112,,,
253,1,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-7 M inhibitory concentration",,BAO_0000019,,Sus scrofa,,Autocuration,7587,,H,8,CHEMBL615113,,,
254,1,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme.",,BAO_0000019,,Sus scrofa,,Autocuration,7587,,H,8,CHEMBL615114,,,
255,1,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,BAO_0000357,,Sus scrofa,,Autocuration,7587,,H,8,CHEMBL615115,,,
256,1,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",,BAO_0000019,,Sus scrofa,,Autocuration,7587,,H,8,CHEMBL615116,,,
257,1,"Compound was tested for in vitro inhibition of 5,10-Methylene Tetrahydrofolate Cyclohydrolase, competitive against (+)-L-5,10-methenyltetrahydrofolate",,BAO_0000357,,,,Autocuration,7323,,H,8,CHEMBL615698,,,
258,1,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme at 10E-4 M inhibitory concentration",,BAO_0000019,,Sus scrofa,,Autocuration,7587,,U,0,CHEMBL615699,,,
259,1,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme.",,BAO_0000019,,Sus scrofa,,Autocuration,7587,,U,0,CHEMBL615700,,,
260,1,Inhibition of 5-Desaturase involved in ergosterol biosynthesis,,BAO_0000357,,Saccharomyces cerevisiae,,Expert,13750,,H,8,CHEMBL615701,,,
261,1,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,,BAO_0000019,,Rattus norvegicus,,Autocuration,7662,,U,0,CHEMBL615702,,,
262,1,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,,BAO_0000019,,Rattus norvegicus,,Autocuration,7662,,U,0,CHEMBL615703,,,
263,1,"Irreversible inhibition of Walker 256 FUDR phosphorylase; expressed as Vo/Vi, velocity without inhibitor to that of velocity with inhibitor",,BAO_0000019,,Rattus norvegicus,,Autocuration,7662,,U,0,CHEMBL615704,,,
264,1,"Tested for 5-HT 3 receptor antagonist potency by ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",,BAO_0000019,,,,Autocuration,12211,,H,6,CHEMBL615705,,,
265,1,"Compound was tested for its 5-HT 3 receptor antagonist potency by their ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",,BAO_0000019,,,,Autocuration,12211,,H,6,CHEMBL615706,,,
266,1,Relative ability to increase cholinergically mediated contractions in isolated ileum of guinea pig,Ileum,BAO_0000221,,Cavia porcellus,,Intermediate,12211,,D,9,CHEMBL615707,,2116.0,
267,1,Stimulatory activity of intragastric pressure was tested in the rat,,BAO_0000019,,,,Expert,12211,,H,8,CHEMBL615708,,,
268,1,% Decrease of 5-HT carrier-receptor -bound radioactivity using paroxetine as a radioligand.,,BAO_0000357,,,,Autocuration,15453,,H,8,CHEMBL615709,,,
269,1,Dose to reduce neuronal firing against 5-HT cells in rats (iv),,BAO_0000218,,Rattus norvegicus,,Autocuration,11884,,U,0,CHEMBL615710,,,
270,1,Antagonistic activity of corresponding methoxy compound against serotonin 5-HT receptor,,BAO_0000019,,,,Autocuration,7185,,H,8,CHEMBL615711,,,
271,1,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine,,BAO_0000357,,Homo sapiens,,Expert,6876,,D,9,CHEMBL615712,,,
