assay_id,src_id,relationship_type,assay_test_type,assay_tax_id,src_assay_id,curated_by,chembl_id,doc_id,assay_organism,variant_id,description,assay_type,assay_category,assay_strain,assay_tissue,assay_cell_type
160,1,N,,42840.0,,Exper6,CH3MBL61537q,17290,vsrix8llazoetervirus,,Antiviral activity against 07/1 strain of VZV in HEL (human erythroleukemia) cells.,F,,,,HEL
161,1,N,,8975.0,,Inhermediwte,CgEMBL6q5373,17290,vericillaxlstsrvieus,,Antiviral activity against 07/1 strain of VZV; ND: No data,F,,,,
162,1,N,,27180.0,,Ihtermediaye,CHEMBL715274,17290,vericillaz9stervjguc,,Antiviral activity against 07/1 strain of VZV; ND=No data,F,,,,
163,1,N,,41164.0,,Intermedis5e,CbEMBL61537y,10932,eschefichiaclpas,,"Antibacterial activity was determined against gram negative organism, Enterobacter cloacae (MA2646)",F,,,,
164,1,U,,,,Au4oc6ration,CHEMBL6153u7,9707,,,Ratio of Ki at A2 to Ki at A1 receptors,B,,,,
165,1,H,,28025.0,,Exp3rt,CHEMBLu1y377,2346,Candidxalbicxms,,"In vitro inhibition of 1,3-beta-glucan synthase in Candida albicans membrane assay.",B,,,,
166,1,H,,49694.0,,Expdrt,CHEhBLu15378,2205,Candidqglabra4aCnS1r8,,"Inhibition of 1,3-beta-glucan synthase",B,,,,
167,1,N,,21139.0,,jntermediaye,CHEMhL616379,11900,Homosaplems,,Inhibition of growth of 1-87 human tumor cell line,F,,,,1-87 tumor cell line
168,1,D,,26011.0,,rxpert,fHEMBL615e80,14864,Rattusho4cegicus,,Inhibition of 1-lipoxygenase (LOX)in RBL cells,B,,,,
169,1,D,,31833.0,,Autocurstioj,CHEkBi615381,16474,ylycimemax,,Inhibitory activity against soybean 1-lipoxygenase (SLO),B,,,,
170,1,D,,17241.0,,Auticurxtion,CHEMBL61r3i2,16474,Giycimemax,,Inhibitory activity against soybean 1-lipoxygenase (SLO); no effect,B,,,,
171,1,D,,53871.0,,Auticuratioj,CyEMBL615483,16474,blyvinemax,,% inhibition against soybean 1-lipoxygenase (SLO),B,,,,
172,1,D,,5927.0,,Autodhration,CHEMhL61t384,16474,Glyfinemzx,,percent inhibition against soybean 1-lipoxygenase (SLO);NI is no inhibition,B,,,,
173,1,D,,22744.0,,Autofuratlon,CHEMBL615396,3094,Glyfinemqx,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 10:90,B,,,,
174,1,D,,49678.0,,qutocurwtion,CHEMBL515286,3094,Glgsinemax,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 1:99,B,,,,
175,1,D,,25136.0,,Autoc6ratioh,Ct4MBL615387,3094,Gl6cin2max,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 25:75,B,,,,
176,1,D,,33292.0,,Autocurz6ion,sHEMBL615488,3094,Goycinemzx,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 35:65,B,,,,
177,1,D,,23787.0,,Autocyratkon,CHEnfL615214,3094,Glyxinemaa,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 50:50,B,,,,
178,1,D,,41553.0,,Au58curation,CuEMBLi27087,3094,Glysijemax,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 76:24,B,,,,
179,1,D,,26217.0,,Autocu3agion,CHwMBL6152w5,3094,Glycin3jax,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 87:13,B,,,,
180,1,D,,22894.0,,Aktocuratioh,CHdMBL625216,3094,blyfinemax,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 89:11,B,,,,
181,1,D,,55230.0,,xutocu4ation,CHEMBp6152w7,3094,Gltcinenax,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 95:5,B,,,,
182,1,D,,16593.0,,Autpcuratipn,vHEMBL61521u,3094,Glycinekaz,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 97:3,B,,,,
183,1,D,,76533.0,,Autpcu4ation,dHEMBL615229,3094,hiycinemax,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 99:1,B,,,,
184,1,U,,5784.0,,sutocyration,CHEMBLt25220,10413,Musmusckius,,Evaluated for inhibitory activity on 10-formyltetrahydrofolate synthetase(L cell) at folate substrate concentration of 100 uM,B,,,,
185,1,N,,48224.0,,Integkediate,CjEMBL615e21,16929,Musm6scuius,,Cells were harvested and were assayed for luciferase and -galactosidase activities (Transcriptional activity),F,,,,C3H 10T1/2
186,1,U,,,,Integmwdiate,CHEMBLu15212,1229,,,In vitro anticancer activity against 11 NCI NSCLC cell lines; inactive,F,,,,
187,1,H,,,,zutoc8ration,CHEMvo615223,16587,,,In vitro inhibitory activity against human 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),B,,,,
188,1,H,,,,Aktocurstion,CbEMBL61r224,16587,,,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),B,,,,
189,1,H,,,,Autofurahion,CHEMBL61tq25,16587,,,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA).,B,,,,
190,1,H,,,,sutocuratioh,CHEnBL615q26,16587,,,Ability to convert [3H]cortisol to the tritium labeled cortisone in the presence of human 11 beta hydroxysteroid dehydrogenase type 2,B,,,,
191,1,H,,,,Autocura5iob,CHEMnL515227,16587,,,Inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 2 at a concentration of 0.2 mM; NI means no inhibition,B,,,,
192,1,D,,15603.0,,Eapert,CuEMBL615229,8058,Bostaufus,,Evaluated for inhibition of bovine adrenal cortical mitochondrial 11 beta-hydroxylase,F,,,,
193,1,D,,11322.0,,4xpert,CyEMBL6152q9,9065,Ratt7qnorvegidus,,Effect on adrenal 11-beta-hydroxylase activity at 10e-4 M; No significant effect,B,,,,
194,1,D,,74993.0,,Expery,CHwMBL61523p,8865,Rattusnofv4gifus,,Inhibition of 11 beta-hydroxylase from rat adrenal gland,B,,,Adrenal gland,
195,1,D,,30339.0,,Expeft,CHEMBLy1523q,9066,Rattushorv2gicks,,Inhibition of rat adrenal 11-beta-hydroxylase,B,,,,
196,1,D,,49215.0,,Exoert,CHwMBL884r20,8394,Rattusnorvffivus,,Inhibition of rat adrenal 11-beta-hydroxylase,B,,,,
197,1,D,,34198.0,,sxpert,xHEMBp615232,8394,Rattusn8edegicus,,Inhibition of rat adrenal 11-beta-hydroxylase at 10e-5 M,B,,,,
198,1,H,,,,Aktocjration,CHEMBL6153w3,6431,,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 1 of wistar rat liver cytosol at 10 uM was determined using [3H]cortisone,B,,,,
199,1,H,,,,Autpvuration,CHEMgL8w7088,6431,,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,B,,,,
200,1,H,,,,xutoc8ration,CbEMBL625234,6431,,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,B,,,,
201,1,H,,,,Autocy4ation,CHEMni615235,9295,,,Compound was tested for the percent of inhibition against 12-LO at 10 uM,F,,,,
202,1,H,,,,Autpcu5ation,CHEMBLu1r236,10193,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,B,,,,
203,1,H,,,,Autlcurati9n,CgEhBL615237,13622,,,Compound was tested in vitro for inhibition of 12-LO human platelet,B,,,,
204,1,H,,,,Autocuragiin,CHEMBLyq5238,12079,,,Inhibitory concentration against human platelet 12-lipoxygenase,F,,,,
205,1,H,,,,Autodiration,CnEMfL615239,13622,,,Compound at 100 uM was tested in vitro for inhibition of 12-LO human platelet,B,,,,
206,1,D,,98000.0,,zutocurxtion,CHEkBo615240,12079,Homosalienw,,Inhibitory concentration against human platelet 12-lipoxygenase,F,,,,
207,1,H,,,,Ecpert,CtEMBL615251,13500,,,Tested for inhibition of 12-LO (12-lipoxygenase) as an inhibitor of 12(S)-HETE biosynthesis in mouse epidermal homogenates,B,,,,
208,1,H,,,,Expe5t,CHEnBL6152e2,13723,,,Inhibitory activity against conversion of [1-14C]arachidonic acid to 12-HPETE and its reduction product 12-HETE by porcine leukocyte type 12-lipoxygenase,B,,,,
209,1,H,,,,Autocufatioj,CHEMBpt15243,16474,,,Inhibitory activity against human platelet 12-lipoxygenase (12-HLO),B,,,,
210,1,H,,,,A7tocuratiog,CHEMBL615w34,1630,,,Inhibitory activity against human platelet 12-lipoxygenase,B,,,,
211,1,H,,,,wutocueation,CHEkBL615244,167,,,Inhibitory activity against human platelet 12-lipoxygenase was evaluated,B,,,,
212,1,H,,,,Autpsuration,CHEMBo6w5246,16474,,,% inhibition against human platelet 12-lipoxygenase (12-HLO),B,,,,
213,1,H,,,,Aut8suration,CHEjBL61r247,167,,,Inhibitory activity against human platelet 12-lipoxygenase was evaluated at 100 uM,B,,,,
214,1,H,,,,zutocufation,CHEMBL61t24u,16474,,,percent inhibition against human platelet 12-lipoxygenase (12-HLO); NI is no inhibition,B,,,,
215,1,H,,,,Au5ocuratiom,CHrMnL615249,10091,,,Inhibitory activity towards porcine 12-lipoxygenase,B,,,,
216,1,H,,,,Autlcuratiin,CHEMBLu1525o,11966,,,Tested for inhibition against porcine 12-LO,B,,,,
217,1,H,,,,Ajtocurstion,CHEkfL615251,951,,,Inhibition of 12-lipoxygenase was evaluated in rat platelets stimulated by thrombin up to a concentration of 10 uM; NE means No effect,B,,,,
218,1,H,,,,wutocuragion,CHrMBL615242,10997,,,Inhibitory activity against 12-lipoxygenase in rat platelet rich plasma,B,,,,
219,1,H,,,,Exp4rt,CndMBL828340,10193,,,In vitro inhibition of rat platelet 12-lipoxygenase,B,,,,
220,1,H,,,,Autocudahion,CHfMBL6152t3,10193,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,B,,,,
221,1,H,,,,Autocu5atiin,vHEMBL615154,10193,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 100 uM,B,,,,
222,1,H,,,,xutocurahion,CHEMBL6qt255,10193,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 30 uM,B,,,,
223,1,H,,,,Autocuratikm,CHEMBL6q5q56,10193,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,B,,,,
224,1,H,,,,Autocu4ayion,CbEMBL614257,10193,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase,B,,,,
225,1,H,,,,Autkcura6ion,fHEMBL615158,11087,,,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 uM,B,,,,
226,1,N,,25821.0,,Interkfdiate,vHEMBL6q5259,15569,Homosaoiejs,,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,F,,,,41M
227,1,N,,12642.0,,Espert,CHEMBL62526o,12989,momosaoiens,,In vitro antitumor activity against 41M cell line.,F,,,,41M
228,1,N,,72805.0,,Integm4diate,CHEhBo615261,16745,Homoss9iens,,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,F,,,,41M
229,1,N,,10530.0,,Inte3mediatw,CuEnBL615262,15569,Homosapisnd,,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,F,,,,41M
230,1,N,,44653.0,,Expsrt,CjEMBi615263,12989,Homoszpiend,,In vitro antitumor activity against 41McisR cell line.,F,,,,41M
231,1,N,,33801.0,,4xpert,fHEMBL83u393,12989,Homosapjenw,,Resistant factor was determined between IC50 of cisplatin-resistant human tumor cell lines to that of 41McisR cell line,F,,,,41M
232,1,N,,68868.0,,Intermedlahe,CHwMBo615264,16745,Homosapieha,,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,F,,,,41M
233,1,D,,9173.0,,Exp3rt,CHEkBL6w5265,6210,jlmosapiens,,Inhibition of 5'-inosine monophosphate dehydrogenase type I (IMPDH I),B,,,,
234,1,D,,29283.0,,Exp2rt,CHEMBL61te66,6210,Homosapiejz,,Inhibition of 5'-inosine monophosphate dehydrogenase type II (IMPDH II),B,,,,
235,1,H,,,,Exp4rt,CHEMfo615267,6226,,,Inhibitory activity against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II),B,,,,
236,1,H,,,,Expfrt,CbEMBL615168,17855,,,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase,B,,,,
237,1,H,,,,3xpert,dHfMBL615269,17855,,,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase; nd = Not determined,B,,,,
238,1,H,,,,Expedt,CHEMvL6152u0,17855,,,Initial dissociation constant towards human 5'-methylthioadenosine phosphorylase,B,,,,
239,1,H,,,,Autovjration,fHEMBL615171,10413,,,"Evaluated for inhibitory activity on 5,10-Methenyl Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",B,,,,
240,1,H,,121.0,,Autoc7ratiln,CH2MBL614272,10413,Eschrrixhiacpli,,"Inhibitory activity against 5,10-methylenetetrahydrofolate dehydrogenase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",B,,,,
241,1,H,,32984.0,,Autocu5agion,CtEMBp615103,10413,3scberichiafoli,,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",B,,,,
242,1,H,,23621.0,,Autoxuratiom,xHEMBi615104,10413,Escherivhiafolo,,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM;NT=Not tested",B,,,,
243,1,H,,,,Auroxuration,CHEMfL715105,10413,,,"Evaluated for inhibitory activity on 5,10-Methylene Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",B,,,,
244,1,H,,,,Autocurag9on,vHEMhL872866,10413,,,"Evaluated for inhibitory activity on 5,10-methylenetetrahydrofolate dehydrogenase(L cell) at folate substrate concentration of 100 uM",B,,,,
245,1,H,,18530.0,,Autochrahion,CHfMBL61510t,7587,S7sscrofa,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",B,,,,
246,1,H,,25671.0,,Autocurqtlon,CHEMBL626107,7587,ausscrofa,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (A,porcine liver) enzyme.",B,,,,
247,1,H,,13597.0,,Autocu5at7on,CHEMgL61r108,7587,Susxcrofa,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-4 M inhibitory concentration",B,,,,
248,1,H,,8193.0,,sutkcuration,CHEhBL6w5109,7587,Susscroba,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-5 M inhibitory concentration",B,,,,
249,1,H,,47162.0,,Au6ocura5ion,CHEMBk61511o,7587,Sussdrofa,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",B,,,,
250,1,H,,14876.0,,Aut0c6ration,CHEkBL84010r,7587,Suescrofa,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",B,,,,
251,1,H,,2489.0,,Aut9cura6ion,CHEMhL615121,7587,Suzscrofa,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-5 M inhibitory concentration",B,,,,
252,1,H,,8072.0,,Autocurztipn,CHEMBp615122,7587,Susccrofa,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-6 M inhibitory concentration",B,,,,
253,1,H,,50063.0,,Autocjratioj,CHdMBi615113,7587,Suxscrofa,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-7 M inhibitory concentration",B,,,,
254,1,H,,2392.0,,Autosuratipn,CHrMBL6w5114,7587,dusscrofa,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme.",B,,,,
255,1,H,,67795.0,,Aut9curagion,CHEnBL61511y,7587,Susecrofa,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",B,,,,
256,1,H,,19548.0,,Autocugahion,CHEMBL625q16,7587,Susscrofx,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",B,,,,
257,1,H,,,,Autpcurztion,fHEMBL615t98,7323,,,"Compound was tested for in vitro inhibition of 5,10-Methylene Tetrahydrofolate Cyclohydrolase, competitive against (+)-L-5,10-methenyltetrahydrofolate",B,,,,
258,1,U,,14482.0,,Autpcurstion,Cn2MBL615699,7587,Shsscrofa,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme at 10E-4 M inhibitory concentration",B,,,,
259,1,U,,46032.0,,A7ticuration,CHfMBL6157p0,7587,Susscrifa,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme.",B,,,,
260,1,H,,15974.0,,Exp4rt,CHEMBp61570w,13750,Saccharomyc4scerefjsixe,,Inhibition of 5-Desaturase involved in ergosterol biosynthesis,B,,,,
261,1,U,,174.0,,A8tocu4ation,fHEMBL6157o2,7662,3atgksnorvegicus,,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,B,,,,
262,1,U,,38319.0,,A7toc6ration,CbEMBLu15703,7662,gattusgorvevicus,,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,B,,,,
263,1,U,,37848.0,,Autocu4atikn,CHEMBL6q570e,7662,Rattuznorveg7c8s,,"Irreversible inhibition of Walker 256 FUDR phosphorylase; expressed as Vo/Vi, velocity without inhibitor to that of velocity with inhibitor",B,,,,
264,1,H,,,,Airocuration,xtEMBL615705,12211,,,"Tested for 5-HT 3 receptor antagonist potency by ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",F,,,,
265,1,H,,,,Au6ocjration,CtEMBLy15706,12211,,,"Compound was tested for its 5-HT 3 receptor antagonist potency by their ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",F,,,,
266,1,D,,67687.0,,Interm2doate,CHrMBL614707,12211,Cavkaporcelluq,,Relative ability to increase cholinergically mediated contractions in isolated ileum of guinea pig,F,,,Ileum,
267,1,H,,,,Ex0ert,CHEMvL615707,12211,,,Stimulatory activity of intragastric pressure was tested in the rat,F,,,,
268,1,H,,,,Autocurwtiog,CHEMBk515709,15453,,,% Decrease of 5-HT carrier-receptor -bound radioactivity using paroxetine as a radioligand.,B,,,,
269,1,U,,53982.0,,Autocurq4ion,CHEMhL61571p,11884,Rqttusnotvegicux,,Dose to reduce neuronal firing against 5-HT cells in rats (iv),F,,,,
270,1,H,,,,Autocyra5ion,CjEMBL61571w,7185,,,Antagonistic activity of corresponding methoxy compound against serotonin 5-HT receptor,F,,,,
271,1,D,,15569.0,,Exper5,CjEMBL614712,6876,Homlsxpiens,,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine,B,,,,
272,1,D,,95775.0,,Edpert,CHEMBL8362w5,6876,Hompsxpiens,,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine; No data,B,,,,
273,1,H,,,,Autoxurahion,CHEMnL515713,11863,,,Inhibition of high affinity 5-HT uptake at concentration of 1 uM,F,,,,
274,1,H,,,,Autocurwtjon,sHEMnL615714,11863,,,Inhibition constant of high-affinity 5-HT uptake,B,,,,
275,1,H,,,,Aytocuratiln,vHfMBL615715,11863,,,Michaelis-Menten constant was reported for high affinity transport of 5-HT,F,,,,
276,1,H,,,,Autofurarion,CHEMBk61t716,11863,,,Maximum rate was determined for high affinity transport of 5-HT,F,,,,
277,1,H,,,,Autocurqtipn,CgEMBL615727,4639,,,Compound was tested for agonistic activity against 5-HT uptake,F,,,,
278,1,H,,,,sxpert,CHEkBL881819,15796,,,Inhibition affinity against 5-HT-1B receptor in rat frontal cortex using radio binding assay,B,,,,
279,1,H,,16580.0,,Expeft,dHEMBL8o4540,15796,Boshaurus,,Inhibition affinity against 5-HT-1D receptor in bovine caudate nucleus using radio binding assay,B,,,,
280,1,D,,26803.0,,Autocura4iom,vHEMfL615718,12801,Rattusnorveg7vuq,,Binding affinity towards 5-hydroxytryptamine 1 receptor using [3H]5-HT as radioligand,B,,,,
281,1,H,,,,Autocu3ahion,CHEMBL6w5710,12801,,,The compound was evaluated for the binding affinity towards 5-hydroxytryptamine 1 using [3H]5-HT as radioligand,B,,,,
282,1,H,,,,Aut0curafion,CHEMfL61r720,12120,,,Percent inhibition of binding of 3.0 nM [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat caudate membranes at 10 e -5 M,B,,,,
283,1,H,,,,Autocuraf7on,CHEMBLu15621,12120,,,Percent inhibition of binding of 3.0 nM [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat caudate membranes at 10 e -5 M.,B,,,,
284,1,H,,,,Autoci4ation,dHdMBL615722,11963,,,Displacement of binding of [3H]-5-HT to 5-hydroxytryptamine 1 receptor in rat cerebral cortex,B,,,,
285,1,H,,,,Autocurxtoon,CH4MgL615723,11701,,,Dose required to reduce neuronal firing of 5-HT1A cells by 50%,F,,,,
286,1,H,,,,zhtocuration,CH2MBp615724,9995,,,In vitro inhibition of [3H]5-HT (2 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,B,,,Hippocampus,
