Fiscal year,Children issues (marker),Organisation ID,IRTC percent,Sector percent,Organisation name,Enviromental sustainability (marker),Continent ID,FSTC percent,Project number,Urban issues (marker),PBA type,CountryRegion ID,Continent name,Branch ID,Maximum CIDA contribution (project-level),Climate change adaptation (marker),Project Browser country ID,Sector name,Trade development (marker),Fund centre ID,Programming process (new),Disability issues (marker),Gender equality (marker),Climate change mitigation (marker),Status,Branch name,Division ID,Division name,Section ID,Section name,Regional program (marker),Fund centre name,Untied amount(Project-level budget),CFLI (marker),CIDA business delivery model (old),Bilateral aid (international marker),Desertification (marker)
2009/2010,1,Information not available,0.0,0.08,Information not available,1,1,1.0,A020910001,0,Not PBA,50,America,B4400,1488850.78,0,AR,Basic health care,0,4422,Uncoded: Pre-APP,0,0,0,Closed,NGM Americas,D4400,NDD Americas Programming,S4413,South America,1,*Southern Cone,0.0,0,Responsive,1,0
2009/2010,1,10050,0.0,0.02,Department of Foreign Affairs and International Trade,1,1,1.0,A020910001,0,Not PBA,50,America,B4400,1488850.78,0,AR,Family planning,0,4422,Uncoded: Pre-APP,0,0,0,Closed,NGM Americas,D4400,NDD Americas Programming,S4413,South America,1,*Southern Cone,0.0,0,Responsive,1,0
2009/2010,1,Information not available,0.0,0.02,Information not available,1,1,1.0,A020910001,0,Not PBA,50,America,B4400,1488850.78,0,AR,Family planning,0,4422,Uncoded: Pre-APP,0,0,0,Closed,NGM Americas,D4400,NDD Americas Programming,S4413,South America,1,*Southern Cone,0.0,0,Responsive,1,0
2009/2010,1,10050,0.0,0.8,Department of Foreign Affairs and International Trade,1,1,1.0,A020910001,0,Not PBA,50,America,B4400,1488850.78,0,AR,Public sector policy and administrative management,0,4422,Uncoded: Pre-APP,0,0,0,Closed,NGM Americas,D4400,NDD Americas Programming,S4413,South America,1,*Southern Cone,0.0,0,Responsive,1,0
2009/2010,1,Information not available,0.0,0.8,Information not available,1,1,1.0,A020910001,0,Not PBA,50,America,B4400,1488850.78,0,AR,Public sector policy and administrative management,0,4422,Uncoded: Pre-APP,0,0,0,Closed,NGM Americas,D4400,NDD Americas Programming,S4413,South America,1,*Southern Cone,0.0,0,Responsive,1,0
2009/2010,1,10050,0.0,0.1,Department of Foreign Affairs and International Trade,1,1,1.0,A020910001,0,Not PBA,50,America,B4400,1488850.78,0,CL,Primary education,0,4422,Uncoded: Pre-APP,0,0,0,Closed,NGM Americas,D4400,NDD Americas Programming,S4413,South America,1,*Southern Cone,0.0,0,Responsive,1,0
2009/2010,1,Information not available,0.0,0.1,Information not available,1,1,1.0,A020910001,0,Not PBA,50,America,B4400,1488850.78,0,CL,Primary education,0,4422,Uncoded: Pre-APP,0,0,0,Closed,NGM Americas,D4400,NDD Americas Programming,S4413,South America,1,*Southern Cone,0.0,0,Responsive,1,0
2009/2010,1,10050,0.0,0.08,Department of Foreign Affairs and International Trade,1,1,1.0,A020910001,0,Not PBA,50,America,B4400,1488850.78,0,CL,Basic health care,0,4422,Uncoded: Pre-APP,0,0,0,Closed,NGM Americas,D4400,NDD Americas Programming,S4413,South America,1,*Southern Cone,0.0,0,Responsive,1,0
2009/2010,1,Information not available,0.0,0.08,Information not available,1,1,1.0,A020910001,0,Not PBA,50,America,B4400,1488850.78,0,CL,Basic health care,0,4422,Uncoded: Pre-APP,0,0,0,Closed,NGM Americas,D4400,NDD Americas Programming,S4413,South America,1,*Southern Cone,0.0,0,Responsive,1,0
2009/2010,1,10050,0.0,0.02,Department of Foreign Affairs and International Trade,1,1,1.0,A020910001,0,Not PBA,50,America,B4400,1488850.78,0,CL,Family planning,0,4422,Uncoded: Pre-APP,0,0,0,Closed,NGM Americas,D4400,NDD Americas Programming,S4413,South America,1,*Southern Cone,0.0,0,Responsive,1,0
2009/2010,1,Information not available,0.0,0.02,Information not available,1,1,1.0,A020910001,0,Not PBA,50,America,B4400,1488850.78,0,CL,Family planning,0,4422,Uncoded: Pre-APP,0,0,0,Closed,NGM Americas,D4400,NDD Americas Programming,S4413,South America,1,*Southern Cone,0.0,0,Responsive,1,0
2009/2010,1,10050,0.0,0.8,Department of Foreign Affairs and International Trade,1,1,1.0,A020910001,0,Not PBA,50,America,B4400,1488850.78,0,CL,Public sector policy and administrative management,0,4422,Uncoded: Pre-APP,0,0,0,Closed,NGM Americas,D4400,NDD Americas Programming,S4413,South America,1,*Southern Cone,0.0,0,Responsive,1,0
2009/2010,1,Information not available,0.0,0.8,Information not available,1,1,1.0,A020910001,0,Not PBA,50,America,B4400,1488850.78,0,CL,Public sector policy and administrative management,0,4422,Uncoded: Pre-APP,0,0,0,Closed,NGM Americas,D4400,NDD Americas Programming,S4413,South America,1,*Southern Cone,0.0,0,Responsive,1,0
2009/2010,1,10050,0.0,0.1,Department of Foreign Affairs and International Trade,1,1,1.0,A020910001,0,Not PBA,50,America,B4400,1488850.78,0,PY,Primary education,0,4422,Uncoded: Pre-APP,0,0,0,Closed,NGM Americas,D4400,NDD Americas Programming,S4413,South America,1,*Southern Cone,0.0,0,Responsive,1,0
2009/2010,1,Information not available,0.0,0.1,Information not available,1,1,1.0,A020910001,0,Not PBA,50,America,B4400,1488850.78,0,PY,Primary education,0,4422,Uncoded: Pre-APP,0,0,0,Closed,NGM Americas,D4400,NDD Americas Programming,S4413,South America,1,*Southern Cone,0.0,0,Responsive,1,0
2009/2010,1,10050,0.0,0.08,Department of Foreign Affairs and International Trade,1,1,1.0,A020910001,0,Not PBA,50,America,B4400,1488850.78,0,PY,Basic health care,0,4422,Uncoded: Pre-APP,0,0,0,Closed,NGM Americas,D4400,NDD Americas Programming,S4413,South America,1,*Southern Cone,0.0,0,Responsive,1,0
2009/2010,1,Information not available,0.0,0.08,Information not available,1,1,1.0,A020910001,0,Not PBA,50,America,B4400,1488850.78,0,PY,Basic health care,0,4422,Uncoded: Pre-APP,0,0,0,Closed,NGM Americas,D4400,NDD Americas Programming,S4413,South America,1,*Southern Cone,0.0,0,Responsive,1,0
2009/2010,1,10050,0.0,0.02,Department of Foreign Affairs and International Trade,1,1,1.0,A020910001,0,Not PBA,50,America,B4400,1488850.78,0,PY,Family planning,0,4422,Uncoded: Pre-APP,0,0,0,Closed,NGM Americas,D4400,NDD Americas Programming,S4413,South America,1,*Southern Cone,0.0,0,Responsive,1,0
2009/2010,1,Information not available,0.0,0.02,Information not available,1,1,1.0,A020910001,0,Not PBA,50,America,B4400,1488850.78,0,PY,Family planning,0,4422,Uncoded: Pre-APP,0,0,0,Closed,NGM Americas,D4400,NDD Americas Programming,S4413,South America,1,*Southern Cone,0.0,0,Responsive,1,0
2009/2010,1,10050,0.0,0.8,Department of Foreign Affairs and International Trade,1,1,1.0,A020910001,0,Not PBA,50,America,B4400,1488850.78,0,PY,Public sector policy and administrative management,0,4422,Uncoded: Pre-APP,0,0,0,Closed,NGM Americas,D4400,NDD Americas Programming,S4413,South America,1,*Southern Cone,0.0,0,Responsive,1,0
2009/2010,1,Information not available,0.0,0.8,Information not available,1,1,1.0,A020910001,0,Not PBA,50,America,B4400,1488850.78,0,PY,Public sector policy and administrative management,0,4422,Uncoded: Pre-APP,0,0,0,Closed,NGM Americas,D4400,NDD Americas Programming,S4413,South America,1,*Southern Cone,0.0,0,Responsive,1,0
2009/2010,0,1005645,0.0,0.25,Centre for Nursing Studies,0,1,1.0,A020910017,0,Not PBA,PY,America,B4400,861997.0,0,PY,Health policy and administrative management,0,4422,Uncoded: Pre-APP,0,1,0,Closed,NGM Americas,D4400,NDD Americas Programming,S4413,South America,1,*Southern Cone,0.0,0,Responsive,1,0
2009/2010,0,1005645,0.0,0.1,Centre for Nursing Studies,0,1,1.0,A020910017,0,Not PBA,PY,America,B4400,861997.0,0,PY,Medical education/training,0,4422,Uncoded: Pre-APP,0,1,0,Closed,NGM Americas,D4400,NDD Americas Programming,S4413,South America,1,*Southern Cone,0.0,0,Responsive,1,0
2009/2010,0,1005645,0.0,0.25,Centre for Nursing Studies,0,1,1.0,A020910017,0,Not PBA,PY,America,B4400,861997.0,0,PY,Basic health infrastructure,0,4422,Uncoded: Pre-APP,0,1,0,Closed,NGM Americas,D4400,NDD Americas Programming,S4413,South America,1,*Southern Cone,0.0,0,Responsive,1,0
2009/2010,0,1005645,0.0,0.4,Centre for Nursing Studies,0,1,1.0,A020910017,0,Not PBA,PY,America,B4400,861997.0,0,PY,Health personnel development,0,4422,Uncoded: Pre-APP,0,1,0,Closed,NGM Americas,D4400,NDD Americas Programming,S4413,South America,1,*Southern Cone,0.0,0,Responsive,1,0
2009/2010,0,1003044,0.0,0.75,Barreau du Qu�bec,0,1,1.0,A020910018,0,Not PBA,BO,America,B4400,329838.0,0,BO,Legal and judicial development,0,4416,Uncoded: Pre-APP,0,2,0,Closed,NGM Americas,D4400,NDD Americas Programming,S4413,South America,0,Bolivia,329838.0,0,Responsive,1,0
2009/2010,0,1003044,0.0,0.25,Barreau du Qu�bec,0,1,1.0,A020910018,0,Not PBA,BO,America,B4400,329838.0,0,BO,Human rights,0,4416,Uncoded: Pre-APP,0,2,0,Closed,NGM Americas,D4400,NDD Americas Programming,S4413,South America,0,Bolivia,329838.0,0,Responsive,1,0
2009/2010,0,1000510,0.0,0.5,University of New Brunswick,1,1,1.0,A020911008,0,Not PBA,BR,America,B4400,2531353.0,0,BR,Public sector policy and administrative management,0,4418,Uncoded: Pre-APP,0,0,0,Closed,NGM Americas,D4400,NDD Americas Programming,S4413,South America,0,Brazil,0.0,0,Responsive,1,0
2009/2010,0,1000510,0.0,0.1,University of New Brunswick,1,1,1.0,A020911008,0,Not PBA,BR,America,B4400,2531353.0,0,BR,Media and free flow of information,0,4418,Uncoded: Pre-APP,0,0,0,Closed,NGM Americas,D4400,NDD Americas Programming,S4413,South America,0,Brazil,0.0,0,Responsive,1,0
2009/2010,0,1000510,0.0,0.4,University of New Brunswick,1,1,1.0,A020911008,0,Not PBA,BR,America,B4400,2531353.0,0,BR,Environmental policy and administrative management,0,4418,Uncoded: Pre-APP,0,0,0,Closed,NGM Americas,D4400,NDD Americas Programming,S4413,South America,0,Brazil,0.0,0,Responsive,1,0
2009/2010,0,1000356,0.0,0.3,Ryerson International Development Centre,0,1,1.0,A020911009,0,Not PBA,BR,America,B4400,1713817.92,0,BR,Health personnel development,0,4418,Uncoded: Pre-APP,0,2,0,Closed,NGM Americas,D4400,NDD Americas Programming,S4413,South America,0,Brazil,0.0,0,Responsive,1,0
2009/2010,0,1000356,0.0,0.4,Ryerson International Development Centre,0,1,1.0,A020911009,0,Not PBA,BR,America,B4400,1713817.92,0,BR,Business support services and institutions,0,4418,Uncoded: Pre-APP,0,2,0,Closed,NGM Americas,D4400,NDD Americas Programming,S4413,South America,0,Brazil,0.0,0,Responsive,1,0
2009/2010,0,1000356,0.0,0.3,Ryerson International Development Centre,0,1,1.0,A020911009,0,Not PBA,BR,America,B4400,1713817.92,0,BR,Small and medium-sized enterprises (SME) development,0,4418,Uncoded: Pre-APP,0,2,0,Closed,NGM Americas,D4400,NDD Americas Programming,S4413,South America,0,Brazil,0.0,0,Responsive,1,0
2009/2010,0,1000282,0.0,0.6,Soci�t� de coop�ration pour le d�veloppement international,0,2,1.0,A020982001,0,Not PBA,CD,Africa,B4200,4899012.2,0,CD,Democratic participation and civil society,0,4298,Uncoded: Pre-APP,0,2,0,Closed,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,Democratic Republic of Congo,4899012.2,0,Directive,1,0
2009/2010,0,1000282,0.0,0.4,Soci�t� de coop�ration pour le d�veloppement international,0,2,1.0,A020982001,0,Not PBA,CD,Africa,B4200,4899012.2,0,CD,Informal/semi-formal financial intermediaries,0,4298,Uncoded: Pre-APP,0,2,0,Closed,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,Democratic Republic of Congo,4899012.2,0,Directive,1,0
2009/2010,1,1001114,0.0,1.0,Commonwealth Judicial Education Institute,0,3,1.0,A021170001,0,Not PBA,BD,Asia,B4100,17121139.37,0,BD,Legal and judicial development,0,4122,Uncoded: Pre-APP,0,1,0,Closed,OGM Asia Pacific,D4100,OAD Asia Programming,S4122,Bangladesh Section,0,Bangladesh,17121139.37,0,Directive,1,0
2009/2010,1,1009240,0.0,1.0,IBM Canada Ltd. (Formerly Pricewaterhouse Consult.),0,3,1.0,A021170001,0,Not PBA,BD,Asia,B4100,17121139.37,0,BD,Legal and judicial development,0,4122,Uncoded: Pre-APP,0,1,0,Closed,OGM Asia Pacific,D4100,OAD Asia Programming,S4122,Bangladesh Section,0,Bangladesh,17121139.37,0,Directive,1,0
2009/2010,0,Information not available,0.0,0.3,Information not available,0,2,1.0,A021224002,0,Not PBA,CD,Africa,B4200,246397.97,0,CD,Public sector policy and administrative management,0,4298,Uncoded: Pre-APP,0,1,0,Closed,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,Democratic Republic of Congo,246397.97,0,Directive,1,0
2009/2010,0,Information not available,0.0,0.3,Information not available,0,2,1.0,A021224002,0,Not PBA,CD,Africa,B4200,246397.97,0,CD,Democratic participation and civil society,0,4298,Uncoded: Pre-APP,0,1,0,Closed,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,Democratic Republic of Congo,246397.97,0,Directive,1,0
2009/2010,0,Information not available,0.0,0.4,Information not available,0,2,1.0,A021224002,0,Not PBA,CD,Africa,B4200,246397.97,0,CD,Informal/semi-formal financial intermediaries,0,4298,Uncoded: Pre-APP,0,1,0,Closed,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,Democratic Republic of Congo,246397.97,0,Directive,1,0
2009/2010,0,1000601,0.0,0.5,Agriteam Canada,0,3,1.0,A021236001,0,Not PBA,PK,Asia,B4100,6566164.53,0,PK,Health policy and administrative management,0,4124,Uncoded: Pre-APP,0,1,0,Closed,OGM Asia Pacific,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,Pakistan,6566164.53,0,Directive,1,0
2009/2010,0,1004565,0.0,0.5,The Universalia Management Group Inc.,0,3,1.0,A021236001,0,Not PBA,PK,Asia,B4100,6566164.53,0,PK,Health policy and administrative management,0,4124,Uncoded: Pre-APP,0,1,0,Closed,OGM Asia Pacific,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,Pakistan,6566164.53,0,Directive,1,0
2009/2010,0,1000601,0.0,0.5,Agriteam Canada,0,3,1.0,A021236001,0,Not PBA,PK,Asia,B4100,6566164.53,0,PK,Health personnel development,0,4124,Uncoded: Pre-APP,0,1,0,Closed,OGM Asia Pacific,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,Pakistan,6566164.53,0,Directive,1,0
2009/2010,0,1004565,0.0,0.5,The Universalia Management Group Inc.,0,3,1.0,A021236001,0,Not PBA,PK,Asia,B4100,6566164.53,0,PK,Health personnel development,0,4124,Uncoded: Pre-APP,0,1,0,Closed,OGM Asia Pacific,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,Pakistan,6566164.53,0,Directive,1,0
2009/2010,0,1013670,0.0,0.4,Ingenieros y Arquitectos Asociados La Paz Ltd.,1,1,1.0,A021314PRE,0,Not PBA,BO,America,B4400,273083.86,0,BO,Higher education,0,4416,Uncoded: Pre-APP,0,1,0,Closed,NGM Americas,D4400,NDD Americas Programming,S4413,South America,0,Bolivia,0.0,0,Directive,1,0
2009/2010,0,1013670,0.0,0.4,Ingenieros y Arquitectos Asociados La Paz Ltd.,1,1,1.0,A021314PRE,0,Not PBA,BO,America,B4400,273083.86,0,BO,Oil and gas,0,4416,Uncoded: Pre-APP,0,1,0,Closed,NGM Americas,D4400,NDD Americas Programming,S4413,South America,0,Bolivia,0.0,0,Directive,1,0
2009/2010,0,1013670,0.0,0.2,Ingenieros y Arquitectos Asociados La Paz Ltd.,1,1,1.0,A021314PRE,0,Not PBA,BO,America,B4400,273083.86,0,BO,Environmental education/training,0,4416,Uncoded: Pre-APP,0,1,0,Closed,NGM Americas,D4400,NDD Americas Programming,S4413,South America,0,Bolivia,0.0,0,Directive,1,0
2009/2010,0,1000517,0.0,0.1,CARE Canada,0,2,1.0,A021334002,0,Not PBA,X1,Africa,B4200,611160.56,0,X1,Democratic participation and civil society,0,4246,Uncoded: Pre-APP,0,0,0,Terminating,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,611160.56,0,Directive,1,0
2009/2010,0,1000932,0.0,0.1,Project Services International Inc.,0,2,1.0,A021334002,0,Not PBA,X1,Africa,B4200,611160.56,0,X1,Democratic participation and civil society,0,4246,Uncoded: Pre-APP,0,0,0,Terminating,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,611160.56,0,Directive,1,0
2009/2010,0,1000517,0.0,0.6,CARE Canada,0,2,1.0,A021334002,0,Not PBA,X1,Africa,B4200,611160.56,0,X1,Communications policy and administrative management,0,4246,Uncoded: Pre-APP,0,0,0,Terminating,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,611160.56,0,Directive,1,0
2009/2010,0,1000932,0.0,0.6,Project Services International Inc.,0,2,1.0,A021334002,0,Not PBA,X1,Africa,B4200,611160.56,0,X1,Communications policy and administrative management,0,4246,Uncoded: Pre-APP,0,0,0,Terminating,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,611160.56,0,Directive,1,0
2009/2010,0,1000517,0.0,0.3,CARE Canada,0,2,1.0,A021334002,0,Not PBA,X1,Africa,B4200,611160.56,0,X1,"Energy generation, renewable sources - multiple technologies",0,4246,Uncoded: Pre-APP,0,0,0,Terminating,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,611160.56,0,Directive,1,0
2009/2010,0,1000932,0.0,0.3,Project Services International Inc.,0,2,1.0,A021334002,0,Not PBA,X1,Africa,B4200,611160.56,0,X1,"Energy generation, renewable sources - multiple technologies",0,4246,Uncoded: Pre-APP,0,0,0,Terminating,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,611160.56,0,Directive,1,0
2009/2010,0,10050,0.0,1.0,Department of Foreign Affairs and International Trade,0,3,1.0,A021360001,0,Not PBA,130,Asia,B3100,2694419.4,0,YE,Democratic participation and civil society,0,4268,Uncoded: Pre-APP,0,0,0,Closed,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,1,Middle East Peace Process,2694419.4,0,Directive,1,0
2009/2010,0,1009838,0.0,1.0,University of Windsor Finance Department,0,3,1.0,A021360001,0,Not PBA,130,Asia,B3100,2694419.4,0,YE,Democratic participation and civil society,0,4268,Uncoded: Pre-APP,0,0,0,Closed,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,1,Middle East Peace Process,2694419.4,0,Directive,1,0
2009/2010,0,10050,0.0,1.0,Department of Foreign Affairs and International Trade,0,3,1.0,A021360001,0,Not PBA,130,Asia,B3100,2694419.4,0,JO,Democratic participation and civil society,0,4268,Uncoded: Pre-APP,0,0,0,Closed,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,1,Middle East Peace Process,2694419.4,0,Directive,1,0
2009/2010,0,1009838,0.0,1.0,University of Windsor Finance Department,0,3,1.0,A021360001,0,Not PBA,130,Asia,B3100,2694419.4,0,JO,Democratic participation and civil society,0,4268,Uncoded: Pre-APP,0,0,0,Closed,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,1,Middle East Peace Process,2694419.4,0,Directive,1,0
2009/2010,0,10050,0.0,1.0,Department of Foreign Affairs and International Trade,0,3,1.0,A021360001,0,Not PBA,130,Asia,B3100,2694419.4,0,LB,Democratic participation and civil society,0,4268,Uncoded: Pre-APP,0,0,0,Closed,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,1,Middle East Peace Process,2694419.4,0,Directive,1,0
2009/2010,0,1009838,0.0,1.0,University of Windsor Finance Department,0,3,1.0,A021360001,0,Not PBA,130,Asia,B3100,2694419.4,0,LB,Democratic participation and civil society,0,4268,Uncoded: Pre-APP,0,0,0,Closed,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,1,Middle East Peace Process,2694419.4,0,Directive,1,0
2009/2010,0,10050,0.0,1.0,Department of Foreign Affairs and International Trade,0,3,1.0,A021360001,0,Not PBA,130,Asia,B3100,2694419.4,0,SY,Democratic participation and civil society,0,4268,Uncoded: Pre-APP,0,0,0,Closed,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,1,Middle East Peace Process,2694419.4,0,Directive,1,0
2009/2010,0,1009838,0.0,1.0,University of Windsor Finance Department,0,3,1.0,A021360001,0,Not PBA,130,Asia,B3100,2694419.4,0,SY,Democratic participation and civil society,0,4268,Uncoded: Pre-APP,0,0,0,Closed,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,1,Middle East Peace Process,2694419.4,0,Directive,1,0
2009/2010,0,10050,0.0,1.0,Department of Foreign Affairs and International Trade,0,3,1.0,A021360001,0,Not PBA,130,Asia,B3100,2694419.4,0,PS,Democratic participation and civil society,0,4268,Uncoded: Pre-APP,0,0,0,Closed,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,1,Middle East Peace Process,2694419.4,0,Directive,1,0
2009/2010,0,1009838,0.0,1.0,University of Windsor Finance Department,0,3,1.0,A021360001,0,Not PBA,130,Asia,B3100,2694419.4,0,PS,Democratic participation and civil society,0,4268,Uncoded: Pre-APP,0,0,0,Closed,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,1,Middle East Peace Process,2694419.4,0,Directive,1,0
2009/2010,0,1000647,0.0,0.4,C�RAC Inc.,0,2,1.0,A021363001,0,Not PBA,CD,Africa,B4200,8846131.41,0,CD,Basic health care,0,4298,Uncoded: Pre-APP,0,0,0,Closed,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,Democratic Republic of Congo,8846131.41,0,Directive,1,0
