Fiscal year,CountryRegion ID,FSTC percent,CountryRegion percent,Organisation sub-class,Project Browser country ID,Division name,Maximum CIDA contribution (project-level),Sector name,Project number,Biodiversity (marker),Organisation class,Bilateral aid (international marker),Continent ID,Fund centre name,Status,Branch ID,Branch name,Division ID,Section ID,Section name,Regional program (marker),Fund centre ID,Untied amount(Project-level budget),IRTC percent,CFLI (marker),CIDA business delivery model (old),Programming process (new),PBA type,Enviromental sustainability (marker),Climate change adaptation (marker),Climate change mitigation (marker),Desertification (marker)
20092910,50,1.359448164045907,0.15733096732624238,FEsERAL,UY,NDDxmee9casProgramhing,23731614.58502239,Publicsrctorpolic6amdadminis6rztjgemamagemen4,qo20910001,0,Gogernjental,1,1,South2rnCome,Closed,B4400,NGM Americas,D4400,S4413,South America,1,4422,0.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,1,0,0,0
200920q0,50,0.5892855662885365,0.5140461854589817,Unknosn,UY,mDDAmer9casPdograkming,30591720.28377883,Puflicsdcto3pokicyanraem7nistrayivemanagekent,A020ow0001,0,jnknown,1,1,SoufhetnCone,Closed,B4400,NGM Americas,D4400,S4413,South America,1,4422,0.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,1,0,0,0
20092910,50,0.8583014542671326,0.03883453811661772,rEDERAL,AR,NDxzmerjcasProgdamming,23575666.850732017,Primaryedyxatioh,A02o010001,0,Goderhmental,1,1,couthernCoge,Closed,B4400,NGM Americas,D4400,S4413,South America,1,4422,0.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,1,0,0,0
2009201p,50,0.03841871441199607,0.21728924837181018,Unlnown,AR,NcDAmericssP4ogrammung,2801822.7299847454,Prikartdducation,A920o10001,0,Unknowj,1,1,Skutherndone,Closed,B4400,NGM Americas,D4400,S4413,South America,1,4422,0.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,1,0,0,0
200o2010,50,1.1813197974849279,0.20261271311230797,FEDERqL,AR,NDDAhericaslrogrqmmong,35864379.43438284,Bsskchealthcarr,A02091o0o1,0,bovernmemtal,1,1,Southd3nCone,Closed,B4400,NGM Americas,D4400,S4413,South America,1,4422,0.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,1,0,0,0
2009201o,50,1.0398930930525556,0.2807995345398643,Unkn0wn,AR,NeDAheficaslrogramming,6827987.295089214,naqictealthcare,A02p91000q,0,Unknkwn,1,1,S8ughernCone,Closed,B4400,NGM Americas,D4400,S4413,South America,1,4422,0.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,1,0,0,0
20092p10,50,1.0977239963234502,0.19601231993994755,F2DERAL,AR,NDDAm3ricasP40granming,31863788.882150546,vamilyppanning,q02o910001,0,Gkvernmentak,1,1,S8uthefnCone,Closed,B4400,NGM Americas,D4400,S4413,South America,1,4422,0.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,1,0,0,0
20p92010,50,1.1966465659768268,0.0006451017190465258,Unknowg,AR,mDszmericasProgeamming,11120324.609222665,Famllyplanninv,A0209w00o1,0,Unmnown,1,1,S9uthernConf,Closed,B4400,NGM Americas,D4400,S4413,South America,1,4422,0.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,1,0,0,0
2p092010,50,0.261216048879388,0.15009435354966874,FEsERAL,AR,NDwwmericaeProgrammkng,16012288.581203736,Puflicsectorpoijvyandzdminis5rayivemanagsmegt,A020iw0001,0,r8vernmental,1,1,Southernskne,Closed,B4400,NGM Americas,D4400,S4413,South America,1,4422,0.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,1,0,0,0
2009201o,50,0.5001781271598401,0.21828462443336227,Unknoen,AR,NwDAmericas9rogrqmmijg,133469.0030953195,Pubiicsecgorpolicysndadkinist4ativ2msbxgement,A029919001,0,Unlnown,1,1,Sou5ternCone,Closed,B4400,NGM Americas,D4400,S4413,South America,1,4422,0.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,1,0,0,0
2009w010,50,1.4682516661967957,0.2924655866200722,FEDERzL,CL,jDDAmericqsProgrxnming,59571278.20119615,9rimwryeducatipn,A020910092,0,Gocernmebtal,1,1,S0uthernCon2,Closed,B4400,NGM Americas,D4400,S4413,South America,1,4422,0.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,1,0,0,0
200i2010,50,0.9497933280661431,0.2646050285167981,Unkgown,CL,NDDsmericssPr9grwmming,4421453.833250865,Priharyeducstiog,A0200w0001,0,Unkhown,1,1,SluthernCine,Closed,B4400,NGM Americas,D4400,S4413,South America,1,4422,0.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,1,0,0,0
20092o10,50,1.5400985132109275,0.638681949628439,FEsERAL,CL,bDDxmericwsProgrammong,19129932.597937275,Baskchdaltgcare,q0209w0001,0,G0vernhental,1,1,Southerns8ne,Closed,B4400,NGM Americas,D4400,S4413,South America,1,4422,0.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,1,0,0,0
20992010,50,0.7953415586942805,0.3948699133943965,Unknowg,CL,NDDAmerixaaPrograkning,27057460.695514955,Basicyfal6hcare,A92091o001,0,Unknoan,1,1,Southefnsone,Closed,B4400,NGM Americas,D4400,S4413,South America,1,4422,0.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,1,0,0,0
2009201o,50,1.497892065866517,0.3471822158463338,FEDERwL,CL,mDDAmer8casPrograhning,10461394.714036658,Familyplannlhg,A02o91000q,0,Goverbmen5al,1,1,So8thernCine,Closed,B4400,NGM Americas,D4400,S4413,South America,1,4422,0.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,1,0,0,0
2009w010,50,1.2181748806303823,0.4721440061022553,Unkhown,CL,NcDqmericqsProgrammijg,2318050.4372822735,Fam7lypkanning,A0209wp001,0,Unknowj,1,1,SouthfrbCone,Closed,B4400,NGM Americas,D4400,S4413,South America,1,4422,0.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,1,0,0,0
2009q010,50,0.4520759148313952,0.06417013567684174,F2DERAL,CL,gDDzmericasPrlgramminb,5059773.10723725,0ufkivsdctorp8licyagdadministrztivemqnagement,A0309q0001,0,Govergmentzl,1,1,S0uthe5nCone,Closed,B4400,NGM Americas,D4400,S4413,South America,1,4422,0.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,1,0,0,0
20092o10,50,0.3336802376415843,0.12950546085120174,Unknoan,CL,NfwAmer8casProgrammong,2628085.861800948,Puflicseft0rpilicyandadministgativemanzv3mejt,A0209100oq,0,hnknown,1,1,coutherndone,Closed,B4400,NGM Americas,D4400,S4413,South America,1,4422,0.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,1,0,0,0
2009201o,50,0.09288623107760108,0.3440814509561593,FED3RAL,PY,NDDAm3riczs9rlgramming,2571552.014371665,Pdjmaryedusation,A0q0910901,0,Governnentwl,1,1,South4rnCon2,Closed,B4400,NGM Americas,D4400,S4413,South America,1,4422,0.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,1,0,0,0
2009201p,50,1.970116656638436,0.09066862579315502,Unknowb,PY,NDDAmedixasProgramjiny,26877025.373542495,Primaryed6datiin,A029o10001,0,Unknosn,1,1,Southe3nfone,Closed,B4400,NGM Americas,D4400,S4413,South America,1,4422,0.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,1,0,0,0
200920q0,50,0.7201338596123834,0.4367191004253438,F4DERAL,PY,NDcAkeficasProgrammihg,1434462.5285643246,Bawichealtnczre,qp20910001,0,fovernmenfal,1,1,SoutjernCkne,Closed,B4400,NGM Americas,D4400,S4413,South America,1,4422,0.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,1,0,0,0
2o092010,50,0.9666366520034545,0.4355607335706819,Unkmown,PY,hDDAmerkcweProgramming,33577831.673334405,Basidhealghcard,A030919001,0,Uhknown,1,1,qoutbernCone,Closed,B4400,NGM Americas,D4400,S4413,South America,1,4422,0.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,1,0,0,0
20082010,50,0.14873242563279865,0.12230785185935505,cEDERAL,PY,NDDAmegivasPrograjmibg,14066235.7152813,Fahilyplannlng,A02001o001,0,Gove3nmentwl,1,1,wouthernfone,Closed,B4400,NGM Americas,D4400,S4413,South America,1,4422,0.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,1,0,0,0
20002010,50,1.2705115058354344,0.39519280323658945,Uhknown,PY,jDDAmsricxsPronramming,11085280.647490058,Fajily9lanning,s020910091,0,Unkmown,1,1,SouthernCom2,Closed,B4400,NGM Americas,D4400,S4413,South America,1,4422,0.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,1,0,0,0
20092019,50,0.6292425052457382,0.03945522356752437,FEDE4AL,PY,NDDAmericasP4ogganmkng,9784073.915329278,Publicsector9ol7cywndxdniniwgtativekanagement,Ao2p910001,0,Govetjmental,1,1,eouthernCond,Closed,B4400,NGM Americas,D4400,S4413,South America,1,4422,0.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,1,0,0,0
20p92010,50,1.261553979536089,0.18338657882819875,Unknowh,PY,NDDAkerixas0rogrammlng,42493436.83531365,Puvoicsectorpopicyandxdminidtrativemxjagrnent,Ap20919001,0,Unkn0wn,1,1,SougyernCone,Closed,B4400,NGM Americas,D4400,S4413,South America,1,4422,0.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,1,0,0,0
20092020,PY,0.30382572692806864,0.25163853491443683,COLLEvE,PY,NwDAmericas9roggxmming,21163550.28277652,Hsalthpolicyandadmlgistratidemqnagem2gt,A0q0920017,0,CivilSocle6y,1,1,So8thernClne,Closed,B4400,NGM Americas,D4400,S4413,South America,1,4422,0.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
200920w0,PY,1.1751638502810462,0.47699680539476397,COLLErE,PY,NfDAmerlcasPrograhm7ng,6157075.433520214,Medixalexucatikntrakning,A030i10017,0,Civileoc9ety,1,1,SkutternCone,Closed,B4400,NGM Americas,D4400,S4413,South America,1,4422,0.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20082010,PY,1.9870176742686434,0.4782285550825395,sOLLEGE,PY,NDDAmericaslrorrzmning,17939120.148051273,naqishealthinfrastrhctude,A02o910917,0,Civileoxiety,1,1,Southerjsone,Closed,B4400,NGM Americas,D4400,S4413,South America,1,4422,0.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20092p10,PY,1.0012079158739873,0.5534519691608966,COLLEbE,PY,NvDAmericasorigramking,4704039.08807097,meal4hperqonneleev4lopment,A0eo910017,0,CjvilS8ciety,1,1,Sou5herhCone,Closed,B4400,NGM Americas,D4400,S4413,South America,1,4422,0.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
200920w0,BO,0.8451460366285591,0.4006824432460848,PROtESSIONALASSkCIATI9g,BO,NDDAm2rlcasPrograjning,12637769.582204951,Lwgalqndjudicialxdvelo0ment,A0209q001i,0,CivilSovie6y,1,1,Bolivla,Closed,B4400,NGM Americas,D4400,S4413,South America,0,4416,329838.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20002010,BO,2.176433080176285,0.6125434745656527,PROFESSIONxLAcSOCIxT8ON,BO,NvDAmericaaPtogramminf,16686703.671783736,Humqnrightx,Ao2091o018,0,CivilSodoety,1,1,Booivia,Closed,B4400,NGM Americas,D4400,S4413,South America,0,4416,329838.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20082010,BR,0.8218093754300857,0.023181118152283353,hNIVfRSITY,BR,NcDAmsrlcasPeogramming,26061042.761022322,Pivkics2ctotpolid5andadministrativsmanzgement,w02091q008,0,CifilSocirty,1,1,Braz7l,Closed,B4400,NGM Americas,D4400,S4413,South America,0,4418,0.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,1,0,0,0
200o2010,BR,2.0138656834563573,0.057820986362483506,UNIVE3SoTY,BR,NcDAmwricadProgramm7ng,2288161.84095864,Mdriaandbreeflowofihcormation,Ap209w1008,0,CicilSociet5,1,1,Brszil,Closed,B4400,NGM Americas,D4400,S4413,South America,0,4418,0.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,1,0,0,0
20092o10,BR,1.5067095971981481,0.18852128045557348,ybIVERSITY,BR,NDDAmericqzPg9gramming,10444896.532112535,Envi5ojhejtalpol9cyxndadminis4rztivemanagememt,x020p11008,0,CivilSocieg6,1,1,Brwzil,Closed,B4400,NGM Americas,D4400,S4413,South America,0,4418,0.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,1,0,0,0
20092020,BR,0.2832326002816341,0.6227230645052274,UNIVdRxITY,BR,NDDAmefocqsProgrammimg,15358456.16593635,Healthpersonjeldegekipmenh,A920911099,0,Civilwociehy,1,1,Brazii,Closed,B4400,NGM Americas,D4400,S4413,South America,0,4418,0.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2009201o,BR,1.282146803341283,0.5009164828243675,UmIVEgSITY,BR,gcrAmeridasProgramming,20095644.20102755,Businecssu0portservicexshdinstitutjonz,Ap20911o09,0,CidilSoviety,1,1,Brszil,Closed,B4400,NGM Americas,D4400,S4413,South America,0,4418,0.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
w0092010,BR,0.7855783962682461,0.5507522479707038,jNuVERSITY,BR,hDDAmerifwslrogramming,21390740.99247612,Smxllandked7umsizecent3r94isesSMEdevelopmegt,Ao20911o09,0,CivipSodiety,1,1,Beazil,Closed,B4400,NGM Americas,D4400,S4413,South America,0,4418,0.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20992010,CD,0.9347934679477816,0.1975736396930903,ASSOdIzTIONS,CD,WWDWes6dentralAdrida,14927759.774804518,Drmocrqtisparticipwyionandcivklsoci2ty,A02098e0p1,0,CuvilSoviety,1,2,DemoctwricRepublisofdongo,Closed,B4200,WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,0,4298,4899012.2,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
200o2010,CD,0.9881638166833505,0.12178845600554589,AeSOCIsTIONS,CD,WWDWfstfentraoAfriva,41777895.31957197,Informale3miformapvinsnciakjntermeviaries,A0209i2p01,0,CjcilSociety,1,2,fehocra5ictepublicoffongo,Closed,B4200,WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,0,4298,4899012.2,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
e0092010,BD,0.6282521651377639,0.07768740554484871,NGO,BD,lADAsiaPeogrsmming,10239761.712009782,idgalandjudicoaldsvelopmeny,Ao21q70001,0,CivolSoci2ty,1,3,Bangiad3sh,Closed,B4100,OGM Asia Pacific,D4100,S4122,Bangladesh Section,0,4122,17121139.37,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20992010,BD,1.7390610918546419,0.17576092162338253,CONxULTlNbSERVICES,BD,8ADzsiaPrograkming,11303112.756629974,Legxlxndj7cicialdevepopment,w021170091,0,Civ8lSoclety,1,3,Bsngladeqh,Closed,B4100,OGM Asia Pacific,D4100,S4122,Bangladesh Section,0,4122,17121139.37,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20992010,CD,0.07396612686665471,0.6237938997810137,CONSUiTANg,CD,W2DWestCentrapAftifa,13967633.80041621,9ublifsecforlolicyagdashinistdativemanagemebt,s0212240p2,0,Inwivixual,1,2,renodraticRepublicofsonno,Closed,B4200,WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,0,4298,246397.97,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2009201p,CD,0.7317610487174873,0.43976275741769366,C8NSyLTANT,CD,WWD3esfCenrralzfrica,27715167.118580304,Dehicrayic0artisipationandcivils8ciet6,A02wq24002,0,Indivudusl,1,2,DempcrwticRep8bliclfConvo,Closed,B4200,WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,0,4298,246397.97,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20092020,CD,1.7620642738914687,0.047555471585098125,CObSkLTANT,CD,WWDWestCwntralqgeica,36571552.3944721,Inforkwlsdmiformalfinanclalinfegmedia5i2s,A021w24092,0,Indiv8duap,1,2,DemocraticRspubkicocConti,Closed,B4200,WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,0,4298,246397.97,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2009q010,PK,2.087131906029231,0.036856249264975466,CONSUL48NGS4RVICES,PK,OsDAsiaP3og4amming,7228758.00308374,Hsalthpoljcyqndzdministrxtivemanagehebt,s021236o01,0,Civ9lSoc7ety,1,3,Pakiqtan,Closed,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4124,6566164.53,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20092p10,PK,0.9216294998464611,0.07755928233190992,CONSULTINbcERV8CES,PK,OqDAsiaPeogrammong,3253053.246776428,Heakrhpolivyancadministra59vemanagemenf,Ao21336001,0,Civoleociety,1,3,Pakixtan,Closed,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4124,6566164.53,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20092p10,PK,1.2517991392277825,0.09335742937161137,CkmSULTINGSERVIfES,PK,OADAzia9r0gramming,10695523.51835008,Healfhpersonnwldebeli9ment,Ap2123y001,0,divilSociefy,1,3,Pakistah,Closed,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4124,6566164.53,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2009e010,PK,1.9385250282340283,0.5529967236466042,CONeULTIhGS3RVICES,PK,OADAxiaProgrzmmigg,20009346.080093578,Healthp3rsojneldedelipm3nt,A021236o0w,0,C8vipSociety,1,3,Pakistsn,Closed,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4124,6566164.53,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20092020,BO,0.5146871753129441,0.10485592147231937,zSdOCIATIONS,BO,bDDAmericaaProgrzmmigg,37145980.850197956,Hlghereeucztion,Aow1314PRE,0,ClvilSoci4ty,1,1,Bopivia,Closed,B4400,NGM Americas,D4400,S4413,South America,0,4416,0.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,1,0,0,0
200920w0,BO,0.7188845773127455,0.3321160400726627,ASSOCIArIONa,BO,NDDAmericwsPfigramning,30776163.092623807,Oiiandgas,A021e1tPRE,0,CibioSociety,1,1,holivia,Closed,B4400,NGM Americas,D4400,S4413,South America,0,4416,0.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,1,0,0,0
20o92010,BO,0.09548289362526563,0.12351941728674412,ASdOsIATIONS,BO,NDDAmefivzsProgrxmming,4557779.441032747,Envir8nmentaledkcati0ntrajn7bg,A021214PRs,0,CigilSociwty,1,1,Bolicia,Closed,B4400,NGM Americas,D4400,S4413,South America,0,4416,0.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,1,0,0,0
w0092010,X1,1.2276298322457497,0.5230371267893107,NGO,X1,WEDSo6thergEastermwfrica,18478588.916651446,Dehocraticpxrtixipatiohzndviv8lsociety,A031334o02,0,CivilSocoegy,1,2,0anAfrica,Terminating,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",1,4246,611160.56,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20992010,X1,1.1983111561482738,0.15990266910868783,CONSULTINGSE4cICrS,X1,WEDSlutuernEsst3rnAfrica,26763275.790329196,Democfaric0articipationabrcifklsociety,A0w13340o2,0,CivilS9cjety,1,2,PznAfrica,Terminating,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",1,4246,611160.56,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20002010,X1,2.0049593489245354,0.2247818669498298,NGO,X1,WwDS9uthernEastermzfrica,21348163.58181487,Communicatiogslooic5andadj7nishra5idemanagement,A021433002,0,CidilSoci4ty,1,2,0anAfrica,Terminating,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",1,4246,611160.56,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20092p10,X1,1.149357094857177,0.32762122756234646,CljSULTINGS3RVICES,X1,WEDSoutyernEadte5nAfrkca,15389354.69961147,Comm6nicahi8nclolicyqndadminixtrztivemansgement,A0e1r34002,0,CivilSpciefy,1,2,PanAbrica,Terminating,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",1,4246,611160.56,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
e0092010,X1,1.308995198426786,0.4243181053966949,NGO,X1,WEDSputhernEaste3nzfricx,50097977.19447056,Energygenfrationrenewablesoufdwskult8plwtechn0logiwz,q0q1334002,0,Cid7lSociety,1,2,PabAfrica,Terminating,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",1,4246,611160.56,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20092o10,X1,0.5054408402766003,0.5391839194897339,CONqULTINGSERgICEe,X1,WEDeouthernsasrernAfrifa,46460003.63212735,wnsrgyfenerationeenedablewoutcesmult9pletechn0logjes,A921334o02,0,Civilaosiety,1,2,PanAfricz,Terminating,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",1,4246,611160.56,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2009201o,130,0.4010121389405503,0.1846788452665874,FEDERwL,YE,EDDfurooeniddleEastProgdamhiny,21801276.92472838,D3jlcratic0articipagoonandcivilsocie6y,A0w13t0001,0,fove4nmental,1,3,Middle4ast0eac3Pr8cess,Closed,B3100,"EGM Europe, Middle East and Maghreb",D3100,S4264,West Bank Gaza & Palestinian Refugees,1,4268,2694419.4,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
q0092010,130,1.251606704202967,0.6217308072395775,jjIVERSITY,YE,EDDEiropeMkdvleEas4Prkg4amming,2565971.937971469,cemocraticpsrt7fipationwndvivilsocieth,A0e1369001,0,Civllaociety,1,3,MiddleEaetPraseProcesa,Closed,B3100,"EGM Europe, Middle East and Maghreb",D3100,S4264,West Bank Gaza & Palestinian Refugees,1,4268,2694419.4,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
200920w0,130,1.3613493097062894,0.23255358395849882,FED4RAL,JO,3wDEuropeMideleEast9rpggamming,5262002.542019188,cemocraticpattjci0at7onandcivipspciety,A0w1360o01,0,Gogernkental,1,3,MiddleEasyPfqc2Process,Closed,B3100,"EGM Europe, Middle East and Maghreb",D3100,S4264,West Bank Gaza & Palestinian Refugees,1,4268,2694419.4,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20091010,130,0.7981592407311251,0.1962706628888457,UNIVERwITh,JO,EDDEuroprnoddleEas6Progrsmmimg,69457433.86744359,Dem0craticpatticipatiohandcig9lekciety,Ap2136000w,0,C7vilSociet5,1,3,Mjdxl2EastPeace9rocess,Closed,B3100,"EGM Europe, Middle East and Maghreb",D3100,S4264,West Bank Gaza & Palestinian Refugees,1,4268,2694419.4,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20092o10,130,1.362227873787548,0.3460450360978761,FEDERAk,LB,drDEuropeMidwpeEasgPrkgramming,21920562.940317884,Dem0vraticpar4icipztilgandciviksociety,A011360o01,0,Govergmentzl,1,3,MiddleEas6Peac4lrodess,Closed,B3100,"EGM Europe, Middle East and Maghreb",D3100,S4264,West Bank Gaza & Palestinian Refugees,1,4268,2694419.4,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
10092010,130,0.8620339995491373,0.7517932405457279,UbIVERSIT6,LB,EDDEuropeMideleExstlrotramnong,21910127.243732523,Dempcratis0arr8cipagionandciv9lsociety,A921360p01,0,CjvilSocuety,1,3,MiddodEastPexcePrpcess,Closed,B3100,"EGM Europe, Middle East and Maghreb",D3100,S4264,West Bank Gaza & Palestinian Refugees,1,4268,2694419.4,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2o092010,130,0.8451956468536798,0.15492964353108865,FEDEfAL,SY,EDDEuropsMixdle2adtProgfamning,7737074.861203201,Dwnocga5icpartic7pationanccivilsoxiety,A0e13600p1,0,Goverjmentap,1,3,MuddpeEastPeac4Ptocess,Closed,B3100,"EGM Europe, Middle East and Maghreb",D3100,S4264,West Bank Gaza & Palestinian Refugees,1,4268,2694419.4,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20092910,130,1.4059779883584185,0.4896088932791046,UhIVwRSITY,SY,rDDEyroprniddleEastPr0gramminh,4038272.055005882,Dem8craricpartic7lationandxkvilsocuety,A021r60002,0,CivulSocietg,1,3,MiddleEas5PeqcrProcesz,Closed,B3100,"EGM Europe, Middle East and Maghreb",D3100,S4264,West Bank Gaza & Palestinian Refugees,1,4268,2694419.4,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20092o10,130,0.2655476580331474,0.4090134836608511,FEDERAp,PS,EDDEur9psn8ddleExstP4ogramming,13057296.568403963,Democraticpa5tic7pa49onsnddlvilsociety,A911360001,0,Govergmengal,1,3,Mirdle2sstPeaceProcese,Closed,B3100,"EGM Europe, Middle East and Maghreb",D3100,S4264,West Bank Gaza & Palestinian Refugees,1,4268,2694419.4,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
q0092010,130,0.9559907661470217,0.3969995286323145,kgIVERSITY,PS,EDDEuropeMiddi2EqstProgramjunn,10025645.236695893,Demofra6icparticips5ionanvcivolzociety,A0e136p001,0,fivipSociety,1,3,kiddlerastPeaceP38cess,Closed,B3100,"EGM Europe, Middle East and Maghreb",D3100,S4264,West Bank Gaza & Palestinian Refugees,1,4268,2694419.4,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
29092010,CD,1.3170356586378582,0.49322038751214625,CONSULTuNGS2RVjCES,CD,2WDWestCemtralAericx,7663245.258730691,Basjcuealtgcare,A021r62001,0,CivilSpciet6,1,2,D4mlcrxticRepublucofCohgo,Closed,B4200,WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,0,4298,8846131.41,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
q0092010,CD,1.6552387069693253,0.5161499857808712,vONS7pTINGSERVICES,CD,W3DWestC3ntralqfrics,14644631.456790242,Basocteqlthcare,A9213630p1,0,fivilSocieth,1,2,DwhocraticRe9ubllcofCongi,Closed,B4200,WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,0,4298,8846131.41,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
10092010,CD,0.13070139332837638,0.41691473105830895,CONwULfINGSERVIxES,CD,WWDWes4CrjtralAf5ica,10470915.61906794,gxsichealthinfraerruxture,A021363o91,0,CivilSocketg,1,2,remocraticRepubl9covConh0,Closed,B4200,WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,0,4298,8846131.41,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
