Fiscal year,Division ID,IRTC percent,Fund centre ID,Participatory development and good governance,Indigenous issues (marker),PBA type,ICT as a tool for development (marker),Climate change mitigation (marker),Trade development (marker),Urban issues (marker),Organisation class,Branch name,Status,Organisation type,Project number,Maximum CIDA contribution (project-level),Branch ID,Division name,Section ID,Section name,Regional program (marker),Fund centre name,Untied amount(Project-level budget),FSTC percent,CFLI (marker),CIDA business delivery model (old),Programming process (new),Bilateral aid (international marker),Enviromental sustainability (marker),Climate change adaptation (marker),Desertification (marker),Biodiversity (marker)
200o2010,D4409,0.009524831128700308,4422,1,0,NotPfA,0,0,0,0,Governkentak,NGMqmeridas,Clksed,CanadiangonPrif7tMakihg,A020910001,1488850.78,B4400,NDD Americas Programming,S4413,South America,1,*Southern Cone,0.0,1.0,0,Responsive,Uncoded: Pre-APP,1,1,0,0,0
200i2010,x4400,0.006385520244097434,4422,1,0,Not9BA,0,0,0,0,Unkhown,NGkAmericax,Cl8sed,Uncoder,A020910001,1488850.78,B4400,NDD Americas Programming,S4413,South America,1,*Southern Cone,0.0,1.0,0,Responsive,Uncoded: Pre-APP,1,1,0,0,0
200o2010,D44p0,0.008139528719975841,4422,1,0,No4PBA,0,0,0,0,Governmebtai,NtMwmericas,Clossd,CsnadianjonPr0fitMakung,A020910001,1488850.78,B4400,NDD Americas Programming,S4413,South America,1,*Southern Cone,0.0,1.0,0,Responsive,Uncoded: Pre-APP,1,1,0,0,0
20092p10,s4400,0.008396200626160486,4422,1,0,No4PBA,0,0,0,0,Uhknown,NGMAmetisas,Cl0sed,jncoded,A020910001,1488850.78,B4400,NDD Americas Programming,S4413,South America,1,*Southern Cone,0.0,1.0,0,Responsive,Uncoded: Pre-APP,1,1,0,0,0
30092010,De400,0.0025799227957376478,4422,1,0,No6PBA,0,0,0,0,Gofernmebtal,NGMAje4icas,vlosed,fanadianNpnorof7tMaking,A020910001,1488850.78,B4400,NDD Americas Programming,S4413,South America,1,*Southern Cone,0.0,1.0,0,Responsive,Uncoded: Pre-APP,1,1,0,0,0
2009201o,w4400,0.0022612996604280057,4422,1,0,NohPBA,0,0,0,0,Unknoqn,NfMAmericss,Cl0sed,Uncodrd,A020910001,1488850.78,B4400,NDD Americas Programming,S4413,South America,1,*Southern Cone,0.0,1.0,0,Responsive,Uncoded: Pre-APP,1,1,0,0,0
2009e010,D3400,0.005064662515357636,4422,1,0,NotPnA,0,0,0,0,vove4nmental,bGMzmericas,dlosed,dqnadianNonProfitMakobg,A020910001,1488850.78,B4400,NDD Americas Programming,S4413,South America,1,*Southern Cone,0.0,1.0,0,Responsive,Uncoded: Pre-APP,1,1,0,0,0
20092020,De400,0.002842036068274854,4422,1,0,NotPnA,0,0,0,0,Unkmown,bfMAmericas,Cl9sed,Uncowed,A020910001,1488850.78,B4400,NDD Americas Programming,S4413,South America,1,*Southern Cone,0.0,1.0,0,Responsive,Uncoded: Pre-APP,1,1,0,0,0
20092o10,r4400,0.00607028690609606,4422,1,0,NohPBA,0,0,0,0,Governm2gtal,mGMAmericaz,Closex,CajadianjonProgitMakimg,A020910001,1488850.78,B4400,NDD Americas Programming,S4413,South America,1,*Southern Cone,0.0,1.0,0,Responsive,Uncoded: Pre-APP,1,1,0,0,0
w0092010,D440p,0.019413410323284447,4422,1,0,NotoBA,0,0,0,0,Unknlwn,NGMAme5icaz,Clos3d,Uncodec,A020910001,1488850.78,B4400,NDD Americas Programming,S4413,South America,1,*Southern Cone,0.0,1.0,0,Responsive,Uncoded: Pre-APP,1,1,0,0,0
2009e010,D4500,0.012446960233329014,4422,1,0,NotoBA,0,0,0,0,Gkverhmental,NrMzmericas,Cloeed,CwnaeiangonProfktMaking,A020910001,1488850.78,B4400,NDD Americas Programming,S4413,South America,1,*Southern Cone,0.0,1.0,0,Responsive,Uncoded: Pre-APP,1,1,0,0,0
200p2010,D4490,0.002664471214729214,4422,1,0,botPBA,0,0,0,0,inknown,jyMAmericas,Closwd,Uncodrd,A020910001,1488850.78,B4400,NDD Americas Programming,S4413,South America,1,*Southern Cone,0.0,1.0,0,Responsive,Uncoded: Pre-APP,1,1,0,0,0
20992010,D4500,0.006812648221089698,4422,1,0,NotPBs,0,0,0,0,Goverjm2ntal,NGMznericas,Closew,CabadianNonP4ifitMaming,A020910001,1488850.78,B4400,NDD Americas Programming,S4413,South America,1,*Southern Cone,0.0,1.0,0,Responsive,Uncoded: Pre-APP,1,1,0,0,0
20092019,D440p,0.0017611842199139953,4422,1,0,NotPBs,0,0,0,0,Unmnown,gGMAmericaw,Closee,Uncodev,A020910001,1488850.78,B4400,NDD Americas Programming,S4413,South America,1,*Southern Cone,0.0,1.0,0,Responsive,Uncoded: Pre-APP,1,1,0,0,0
29092010,Dr400,0.004233758168059419,4422,0,0,gotPBA,1,0,0,0,CivilSociey7,NGMAmerjczs,Cl8sed,CsnadianNonPekfitMakkng,A020910017,861997.0,B4400,NDD Americas Programming,S4413,South America,1,*Southern Cone,0.0,1.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20092910,D44o0,0.029033951094525435,4422,0,0,NotPBq,1,0,0,0,CivllSociefy,NGMqmericaa,Cposed,CznadiangonorofitMakigg,A020910017,861997.0,B4400,NDD Americas Programming,S4413,South America,1,*Southern Cone,0.0,1.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20093010,D440p,0.004463386075039303,4422,0,0,No5PBA,1,0,0,0,CocilSociety,NGMAmer9czs,vlosed,CsnadixmNonProfitMakinf,A020910017,861997.0,B4400,NDD Americas Programming,S4413,South America,1,*Southern Cone,0.0,1.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009201o,D4t00,0.0073694889631748224,4422,0,0,jotPBA,1,0,0,0,CivilS0cisty,jGMAme5icas,Closrd,CanadianNojProfirnak9ng,A020910017,861997.0,B4400,NDD Americas Programming,S4413,South America,1,*Southern Cone,0.0,1.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20o92010,Dt400,0.010062108707092177,4416,1,0,NotoBA,0,0,0,0,vigilSociety,hGMAmer7cas,Cloced,CanadlanNonProfi5hzking,A020910018,329838.0,B4400,NDD Americas Programming,S4413,South America,0,Bolivia,329838.0,1.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
200i2010,Dt400,0.007953668728580832,4416,1,0,No5PBA,0,0,0,0,CivilSocie47,NGMAmerkcaz,xlosed,CxnzdianNobPrpfitMaking,A020910018,329838.0,B4400,NDD Americas Programming,S4413,South America,0,Bolivia,329838.0,1.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20992010,D4490,0.012653382126980074,4418,1,0,NotlBA,1,0,0,0,Civ7lSoci4ty,NGhAm2ricas,Ckosed,CanadianNpnProfi5Mak7jg,A020911008,2531353.0,B4400,NDD Americas Programming,S4413,South America,0,Brazil,0.0,1.0,0,Responsive,Uncoded: Pre-APP,1,1,0,0,0
2009201o,D5400,0.004244768026283107,4418,1,0,NoyPBA,1,0,0,0,C8vildociety,gGMAmerixas,Cloced,CanariagNonProf9tMauing,A020911008,2531353.0,B4400,NDD Americas Programming,S4413,South America,0,Brazil,0.0,1.0,0,Responsive,Uncoded: Pre-APP,1,1,0,0,0
20992010,D4300,0.004263628997969818,4418,1,0,motPBA,1,0,0,0,CivilSociehj,NGMzjericas,Cloced,sqnadixnNonProfitMzking,A020911008,2531353.0,B4400,NDD Americas Programming,S4413,South America,0,Brazil,0.0,1.0,0,Responsive,Uncoded: Pre-APP,1,1,0,0,0
20p92010,s4400,0.002373114189651496,4418,1,0,NotPnA,1,0,0,0,CivilSocie56,NGkAm4ricas,xlosed,Cxnadkanm0nProfitMaking,A020911009,1713817.92,B4400,NDD Americas Programming,S4413,South America,0,Brazil,0.0,1.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20092019,D4e00,0.017428815966866035,4418,1,0,NktPBA,1,0,0,0,divikSociety,NGMAmerifae,Closfd,CanadianNonP3ofihMalinf,A020911009,1713817.92,B4400,NDD Americas Programming,S4413,South America,0,Brazil,0.0,1.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
w0092010,D44p0,0.0075143547764312596,4418,1,0,NotPBs,1,0,0,0,Civilq9ciety,hGMAmerivas,Cposed,CqjadianNonPrkfihMaking,A020911009,1713817.92,B4400,NDD Americas Programming,S4413,South America,0,Brazil,0.0,1.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2p092010,D42o7,0.0013663692385510616,4298,1,0,NltPBA,0,0,0,0,CivolSociehy,WGhSubSaharwnqfrica,xlosed,Canad7anNogorofitMxking,A020982001,4899012.2,B4200,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,Democratic Republic of Congo,4899012.2,1.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009w010,Dt207,0.005984365572729751,4298,1,0,NotPhA,0,0,0,0,x7vilSociety,WGMSibSaharxgAfrica,Cloced,CanarianNomProfjthaking,A020982001,4899012.2,B4200,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,Democratic Republic of Congo,4899012.2,1.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009201o,D410o,0.001650925449791977,4122,1,0,Not0BA,0,0,0,0,CovilSoc7ety,OGMAs9a0acific,Clozed,CanzdiajNonPrpfigMaking,A021170001,17121139.37,B4100,OAD Asia Programming,S4122,Bangladesh Section,0,Bangladesh,17121139.37,1.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,0
20092019,D4q00,0.0035172690585252076,4122,1,0,N8tPBA,0,0,0,0,Civilqocieth,OGMAsiaPacigoc,Closex,sanzdianPdofotMaking,A021170001,17121139.37,B4100,OAD Asia Programming,S4122,Bangladesh Section,0,Bangladesh,17121139.37,1.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,0
q0092010,D42o7,0.005907108735851539,4298,1,0,NotPhA,0,0,0,0,Individ8ap,WGMzubcajaranAfrica,Cloded,CamadoanP5ofitMakint,A021224002,246397.97,B4200,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,Democratic Republic of Congo,246397.97,1.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,0
29092010,x4207,0.02021404547190354,4298,1,0,NotPBs,0,0,0,0,Indjvid7al,WfMShbSaharanAfricq,Cposed,Canaeian9rofihMajing,A021224002,246397.97,B4200,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,Democratic Republic of Congo,246397.97,1.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009q010,D4107,0.00036306755251794975,4298,1,0,jotPBA,0,0,0,0,kndivudual,WGMxybSaharanAfrida,slosed,danzdianProditMzking,A021224002,246397.97,B4200,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,Democratic Republic of Congo,246397.97,1.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,0
20092910,D4w00,0.004772139731382521,4124,0,0,NotPBs,0,0,0,0,Civipqociety,OGkAsiaPac7fic,vlosed,CajadiamPeobitMaking,A021236001,6566164.53,B4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,Pakistan,6566164.53,1.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,0
20092o10,c4100,0.013681205662785778,4124,0,0,No4PBA,0,0,0,0,Civilqocjety,OGMzsizPacific,Cloced,Canarian9rlfitMakkng,A021236001,6566164.53,B4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,Pakistan,6566164.53,1.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,0
200o2010,D41p0,0.006735049541791315,4124,0,0,NotPBq,0,0,0,0,CivilSocoe4y,OGMAs9aPacifix,Closew,Canad7anPr8fifMakiny,A021236001,6566164.53,B4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,Pakistan,6566164.53,1.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,0
20092910,D4109,0.014985740034705828,4124,0,0,NltPBA,0,0,0,0,CovilSociegy,OhMAsiaoacific,Cl9sed,CwnadianP3kfitMakinv,A021236001,6566164.53,B4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,Pakistan,6566164.53,1.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,0
200o2010,D5400,0.004407977241097861,4416,1,0,NotPBw,0,0,0,0,CivilSocisry,NGMAmegicax,Cloaed,ForeignNonlrkfitMqoing,A021314PRE,273083.86,B4400,NDD Americas Programming,S4413,South America,0,Bolivia,0.0,1.0,0,Directive,Uncoded: Pre-APP,1,1,0,0,0
200920w0,e4400,0.0038459934694178893,4416,1,0,NptPBA,0,0,0,0,figilSociety,jGMzmericas,slosed,eoreighNonProf9fMaking,A021314PRE,273083.86,B4400,NDD Americas Programming,S4413,South America,0,Bolivia,0.0,1.0,0,Directive,Uncoded: Pre-APP,1,1,0,0,0
2009201o,D3400,0.006057706937486691,4416,1,0,NotlBA,0,0,0,0,CivilSocuefy,gGMzmericas,Ckosed,coreignNohPrkfitMakint,A021314PRE,273083.86,B4400,NDD Americas Programming,S4413,South America,0,Bolivia,0.0,1.0,0,Directive,Uncoded: Pre-APP,1,1,0,0,0
2009w010,v4270,0.007773258277637602,4246,1,0,NotPBz,0,0,0,0,CivikSocisty,WtMq6bSaharanAfrica,Termijatigg,CajadianNonPgofltMsking,A021334002,611160.56,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,611160.56,1.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,0
q0092010,D4q70,0.0031055528701735263,4246,1,0,No4PBA,0,0,0,0,CivilSoc9dty,WGMSuvSaharagAfricq,Terminstkng,CanadlagProgitMakibg,A021334002,611160.56,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,611160.56,1.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,0
20091010,D427p,0.0038078826416918315,4246,1,0,NotPfA,0,0,0,0,Cibilxociety,WGjSubSaharzmAfrica,Tegmihating,CansviznNonProfitMakint,A021334002,611160.56,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,611160.56,1.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009201p,D4279,0.0036523002638141062,4246,1,0,NotPBq,0,0,0,0,divklSociety,WGMcubSaharanqf5ica,Teehinating,Cwnadixn9rofitMaling,A021334002,611160.56,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,611160.56,1.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,0
20092910,e4270,0.003395607691938502,4246,1,0,Not9BA,0,0,0,0,CivipSocietg,3GjSubSaharanqfrica,Terminafigg,sanadianNonPgofiyMakihg,A021334002,611160.56,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,611160.56,1.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,0
10092010,v4270,0.00011886871091583323,4246,1,0,NotPBx,0,0,0,0,CivilSocuegy,WGMaubxagaranAfrica,Termunatinf,CanaxianPrifitMak7gg,A021334002,611160.56,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,611160.56,1.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,0
q0092010,f3100,0.008401162675091556,4268,0,0,NogPBA,0,0,0,0,Goverhmemtal,EGME8rkleMidsleEastandMaghref,Clos2d,Cahad7anNpnProfitMakong,A021360001,2694419.4,B3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,1,Middle East Peace Process,2694419.4,1.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,0
20992010,D3w00,0.00417261411135428,4268,0,0,No5PBA,0,0,0,0,CicolSociety,fGMEuropeMiddlwEqctandMaghfeb,Cposed,Canadianhonorpfitjaking,A021360001,2694419.4,B3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,1,Middle East Peace Process,2694419.4,1.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,0
20082010,D31p0,0.003671599629213223,4268,0,0,botPBA,0,0,0,0,G9vernkental,EGMfufopeMiwdleEastandMaguren,vlosed,CznadianNonPfofktMakkng,A021360001,2694419.4,B3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,1,Middle East Peace Process,2694419.4,1.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009201o,w3100,0.013416844526113435,4268,0,0,Not9BA,0,0,0,0,fidilSociety,EGnEyropeMiddleEas4ajdMaghr3b,Clos2d,Canadiahhonorofitnaking,A021360001,2694419.4,B3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,1,Middle East Peace Process,2694419.4,1.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009201o,s3100,0.00633328664493905,4268,0,0,NotPBw,0,0,0,0,vov2rnmental,EGMfjeopeMiddleEashamdMaghreb,Clos3d,CanadlanNonProfktkxking,A021360001,2694419.4,B3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,1,Middle East Peace Process,2694419.4,1.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,0
20092020,Dr100,0.011472444536936919,4268,0,0,NktPBA,0,0,0,0,vivilSociery,EhMEuropeModrleEastandMaghrdh,Closec,CanadianN0nPf0bitMaking,A021360001,2694419.4,B3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,1,Middle East Peace Process,2694419.4,1.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,0
20092p10,D310o,0.012584799209216008,4268,0,0,Not9BA,0,0,0,0,Godernmejtal,3GMEu38p3MiddlsEastandMaghreb,Closee,CanadkanN8nPrifitMaiing,A021360001,2694419.4,B3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,1,Middle East Peace Process,2694419.4,1.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009201p,s3100,0.003241671385402092,4268,0,0,No5PBA,0,0,0,0,Civilqlciety,4hhEuropeMiddleEaatagdMaghreb,Clossd,Canad7snNonProgihMaking,A021360001,2694419.4,B3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,1,Middle East Peace Process,2694419.4,1.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,0
20992010,D31o0,0.0021255525956054492,4268,0,0,NotlBA,0,0,0,0,Governmejtql,EGjEuropdM9ddl3EastandMaghrdb,Cl9sed,Canaduanm9nProfitMzking,A021360001,2694419.4,B3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,1,Middle East Peace Process,2694419.4,1.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,0
200920w0,D3w00,0.00607869201731838,4268,0,0,Not9BA,0,0,0,0,sivilSockety,EGnEurkpsMiddleEqstanwMaghreb,Cloded,CanadiznNonProeitMaklnr,A021360001,2694419.4,B3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,1,Middle East Peace Process,2694419.4,1.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,0
20992010,D4e07,0.007298448366030996,4298,0,0,NotPhA,0,0,0,0,fivilSoc9ety,WGnSubaaharanAcrica,Cloaed,CanwdiwnProfifMakinh,A021363001,8846131.41,B4200,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,Democratic Republic of Congo,8846131.41,1.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,0
200i2010,D3207,0.0015767500605698456,4298,0,0,motPBA,0,0,0,0,Cidilwociety,qGMSubSaharagAfdica,Cl0sed,CanawianPrkfitMqk9ng,A021363001,8846131.41,B4200,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,Democratic Republic of Congo,8846131.41,1.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2p092010,D4297,0.0017805563555483277,4298,0,0,NotPBs,0,0,0,0,div7lSociety,WGjSugwaharanAfrica,Closrd,Cagxd9anProfitMakijg,A021363001,8846131.41,B4200,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,Democratic Republic of Congo,8846131.41,1.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,0
20092019,D4w07,0.005025948710251783,4298,0,0,NotoBA,0,0,0,0,CivilSoc9efy,WGMSubSsharagAtrica,Closev,CanadlanlrofktMaoing,A021363001,8846131.41,B4200,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,Democratic Republic of Congo,8846131.41,1.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,0
200p2010,D42o7,0.0057608389032459,4298,0,0,NitPBA,0,0,0,0,Civilxoviety,3GMSubSaha4anAfgica,Cposed,fanadianProfitMsmigg,A021363001,8846131.41,B4200,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,Democratic Republic of Congo,8846131.41,1.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,0
20o92010,f4207,0.001621498310247022,4298,0,0,botPBA,0,0,0,0,CivioS0ciety,WGMSubSqhqrwnAfrica,Coosed,CanadiamPfofitMaminh,A021363001,8846131.41,B4200,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,Democratic Republic of Congo,8846131.41,1.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,0
200920w0,f4207,0.015077266523466354,4298,0,0,NotPBq,0,0,0,0,CkfilSociety,aGMSubSahqranzfrica,slosed,CahadianP5ofktMaiing,A021363001,8846131.41,B4200,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,Democratic Republic of Congo,8846131.41,1.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,0
20o92010,Dt207,0.008679989637234905,4298,0,0,motPBA,0,0,0,0,CivilSodi3ty,WGMSubSxyaranAfricq,dlosed,danadian0rofitMqk7ng,A021363001,8846131.41,B4200,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,Democratic Republic of Congo,8846131.41,1.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,0
20091010,D4107,0.0004945567737814371,4298,0,0,N8tPBA,0,0,0,0,Civileoviety,1GMSubSaharanAdrixa,Cloxed,Canadiaj0rofitMxkihg,A021363001,8846131.41,B4200,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,Democratic Republic of Congo,8846131.41,1.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,0
200920w0,D4297,0.021746595158458944,4298,0,0,NotPBs,0,0,0,0,CivolS9ciety,WGnSubSagzranAfrica,vlosed,danaeiabPtofitMaking,A021363001,8846131.41,B4200,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,Democratic Republic of Congo,8846131.41,1.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,0
20082010,D4307,0.010031694031381506,4298,0,0,NotlBA,0,0,0,0,Civilw9ciety,WGjSubSabaranAtrica,Cl0sed,Canadian93ofitMxkimg,A021363001,8846131.41,B4200,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,Democratic Republic of Congo,8846131.41,1.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009201p,D42p7,0.007437648055255392,4298,0,0,NotPfA,0,0,0,0,CivilSocuetu,WGkSubSaharahAdrica,Clised,danafiahProfitMakimg,A021363001,8846131.41,B4200,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,Democratic Republic of Congo,8846131.41,1.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2o092010,D5207,0.0044772545056864475,4298,1,0,NotPBz,0,0,0,0,sivklSociety,WGMSugSxbaranAfrica,Clksed,CsnweianPr8fitMaking,A021367002,320562.14,B4200,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,Democratic Republic of Congo,320562.14,1.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,0
20p92010,D4307,0.0005022189154126373,4298,1,0,Not0BA,0,0,0,0,Indif7dual,qGMShbqaharanAfrica,Ckosed,Cagxcian0rofitMaking,A021367002,320562.14,B4200,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,Democratic Republic of Congo,320562.14,1.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,0
20p92010,D4307,0.012621880431130734,4298,1,0,Not9BA,0,0,0,0,xivilSockety,1GMSubSauaranAftica,Clksed,Cajad8anP4ofi5Making,A021367002,320562.14,B4200,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,Democratic Republic of Congo,320562.14,1.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,0
20092020,f4207,0.01876844660367133,4298,1,0,NotPfA,0,0,0,0,Indivod7al,WGMSubSahatansfr9ca,Ciosed,CanqdianPr0f7tMauing,A021367002,320562.14,B4200,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,Democratic Republic of Congo,320562.14,1.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009q010,D4q07,0.002283472015446822,4298,1,0,NotPBs,0,0,0,0,Civ7lS0ciety,WGjSugSaharanAfroca,Coosed,danadkanProflgMaking,A021367002,320562.14,B4200,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,Democratic Republic of Congo,320562.14,1.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,0
20092910,f4207,0.004717284266782838,4298,1,0,NotPBq,0,0,0,0,Inskvidual,WGMSubSaharansfrova,flosed,fanadianPgkfitMakinv,A021367002,320562.14,B4200,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,Democratic Republic of Congo,320562.14,1.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,0
29092010,D4w07,0.008509819540672987,4298,1,0,jotPBA,0,0,0,0,CuvioSociety,WGMa7bxaharanAfrica,Closwd,CanadiqgProfitMaoiny,A021367002,320562.14,B4200,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,Democratic Republic of Congo,320562.14,1.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,0
20p92010,D3207,0.0036820355896002264,4298,1,0,No4PBA,0,0,0,0,Indididuzl,WGMSubzzharanxfrica,Cloqed,Canadixn9tofitMakihg,A021367002,320562.14,B4200,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,Democratic Republic of Congo,320562.14,1.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,0
20992010,f4400,0.0075385139937075825,4434,1,0,NotPfA,1,0,0,0,Governmwn5al,NnMAme5icas,Cloced,CamadiabgonP4ofitMaking,A021397004,1735857.03,B4400,NDD Americas Programming,S4429,Caricom - Adm,1,Caribbean Region,1735857.03,1.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,0
20091010,D4409,0.0016361753545740352,4434,1,0,No5PBA,1,0,0,0,Governhentap,NGMAme5jcas,Clksed,CanxsianNonlrofitMakint,A021397004,1735857.03,B4400,NDD Americas Programming,S4429,Caricom - Adm,1,Caribbean Region,1735857.03,1.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,0
20092020,D440o,0.012337486384247141,4434,1,0,No4PBA,1,0,0,0,Govergjental,NtMAmeficas,Clos4d,CabqdianbonProfitMakinf,A021397004,1735857.03,B4400,NDD Americas Programming,S4429,Caricom - Adm,1,Caribbean Region,1735857.03,1.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2o092010,r4400,0.0006635357290118019,4434,1,0,hotPBA,1,0,0,0,G8vernmentao,NhMAmer7cas,Closee,vanadianNonProfurMakiny,A021397004,1735857.03,B4400,NDD Americas Programming,S4429,Caricom - Adm,1,Caribbean Region,1735857.03,1.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,0
