ss_d,ss_sbclllr_frctn,cnfdnc_scr,tss_d,vrnt_d,rltnshp_tp,ss_tss,ss_cll_tp,td,crtd_b,src_d,src_ss_d,chmbl_d,cll_d,b_frmt
324,,0,,,U,,,22226,Autocuration,1,,CHEMBL615297,,BAO_0000019
325,,0,,,U,,,22226,Autocuration,1,,CHEMBL615298,,BAO_0000019
326,,0,,,U,,,22226,Autocuration,1,,CHEMBL615299,,BAO_0000019
327,,0,,,U,,,22226,Autocuration,1,,CHEMBL615300,,BAO_0000019
328,,8,,,H,,,241,Autocuration,1,,CHEMBL615301,,BAO_0000357
329,,9,,,D,,,241,Expert,1,,CHEMBL615302,,BAO_0000357
330,,0,,,U,,,22226,Autocuration,1,,CHEMBL615303,,BAO_0000019
331,,8,,,H,,,12132,Autocuration,1,,CHEMBL615304,,BAO_0000019
332,,8,,,H,,,12132,Autocuration,1,,CHEMBL615305,,BAO_0000019
333,,8,,,H,,,12132,Autocuration,1,,CHEMBL615306,,BAO_0000218
334,,8,,,H,,,12132,Autocuration,1,,CHEMBL615307,,BAO_0000218
335,,8,,,H,,,12132,Autocuration,1,,CHEMBL615308,,BAO_0000218
336,,8,,,H,,,12132,Autocuration,1,,CHEMBL615309,,BAO_0000218
337,,0,,,U,,,22226,Autocuration,1,,CHEMBL615310,,BAO_0000019
338,,8,,,H,,,12132,Autocuration,1,,CHEMBL615311,,BAO_0000019
339,,0,,,U,,,22226,Autocuration,1,,CHEMBL615312,,BAO_0000019
340,,8,,,H,,,12132,Autocuration,1,,CHEMBL615313,,BAO_0000019
341,,8,,,H,,,12132,Autocuration,1,,CHEMBL615314,,BAO_0000019
342,,8,,,H,,,12132,Autocuration,1,,CHEMBL615315,,BAO_0000019
343,,0,,,U,,,22226,Autocuration,1,,CHEMBL615316,,BAO_0000218
344,,8,,,H,,,12132,Autocuration,1,,CHEMBL615317,,BAO_0000218
345,,8,,,H,,,12132,Autocuration,1,,CHEMBL615318,,BAO_0000218
346,,0,,,U,,,22226,Autocuration,1,,CHEMBL615319,,BAO_0000218
347,,8,,,H,,,12132,Autocuration,1,,CHEMBL615320,,BAO_0000019
348,,8,,,H,,,12132,Autocuration,1,,CHEMBL615321,,BAO_0000019
349,,0,,,U,,,22226,Autocuration,1,,CHEMBL615322,,BAO_0000019
350,,8,,,H,,,19690,Autocuration,1,,CHEMBL615323,,BAO_0000357
351,,8,,,H,,,19690,Autocuration,1,,CHEMBL615407,,BAO_0000357
352,,8,,,H,,,19690,Autocuration,1,,CHEMBL857267,,BAO_0000357
353,,8,,,H,,,19690,Autocuration,1,,CHEMBL615408,,BAO_0000357
354,,8,,,H,,,19690,Autocuration,1,,CHEMBL615409,,BAO_0000357
355,,8,,,H,,,19690,Autocuration,1,,CHEMBL615410,,BAO_0000357
356,,8,,,H,,,19690,Autocuration,1,,CHEMBL615411,,BAO_0000357
357,,8,,,H,,,19690,Autocuration,1,,CHEMBL615412,,BAO_0000357
358,,8,,,H,,,19690,Autocuration,1,,CHEMBL615413,,BAO_0000357
359,,0,,,U,,,22226,Autocuration,1,,CHEMBL615414,,BAO_0000019
360,Microsomes,9,2107.0,,D,Liver,,12236,Autocuration,1,,CHEMBL615415,,BAO_0000251
361,Microsomes,9,2107.0,,D,Liver,,12236,Autocuration,1,,CHEMBL615416,,BAO_0000251
362,Microsomes,9,2107.0,,D,Liver,,12236,Autocuration,1,,CHEMBL615417,,BAO_0000251
363,Microsomes,9,2107.0,,D,Liver,,12236,Autocuration,1,,CHEMBL615418,,BAO_0000251
364,Microsomes,9,2107.0,,D,Liver,,12236,Autocuration,1,,CHEMBL615419,,BAO_0000251
365,Microsomes,9,2107.0,,D,Liver,,12236,Autocuration,1,,CHEMBL615420,,BAO_0000251
366,Microsomes,9,2107.0,,D,Liver,,12236,Autocuration,1,,CHEMBL615421,,BAO_0000251
367,Microsomes,9,2107.0,,D,Liver,,12236,Autocuration,1,,CHEMBL615422,,BAO_0000251
368,Microsomes,9,2107.0,,D,Liver,,12236,Autocuration,1,,CHEMBL615423,,BAO_0000251
369,Microsomes,9,2107.0,,D,Liver,,12236,Autocuration,1,,CHEMBL872868,,BAO_0000251
370,Microsomes,9,2107.0,,D,Liver,,12236,Autocuration,1,,CHEMBL615424,,BAO_0000251
371,,4,,,H,,,104832,Autocuration,1,,CHEMBL825022,,BAO_0000224
372,,4,,,H,,,104832,Autocuration,1,,CHEMBL615425,,BAO_0000224
373,,4,,,H,,,104832,Autocuration,1,,CHEMBL615426,,BAO_0000224
374,,9,,,D,,,10612,Expert,1,,CHEMBL615427,,BAO_0000357
375,,1,,,N,,3677 melanoma cell line,80616,Intermediate,1,,CHEMBL615428,844.0,BAO_0000219
376,,1,,,N,,3677 melanoma cell line,80616,Intermediate,1,,CHEMBL615429,844.0,BAO_0000219
377,,1,,,N,,MC-38,80617,Intermediate,1,,CHEMBL615430,700.0,BAO_0000219
378,,0,,,U,,,22226,Intermediate,1,,CHEMBL615431,,BAO_0000019
379,,0,,,U,,B16,22226,Autocuration,1,,CHEMBL615432,798.0,BAO_0000218
380,,0,,,U,,B16,22226,Autocuration,1,,CHEMBL615433,798.0,BAO_0000218
381,,9,,,D,,,12464,Expert,1,,CHEMBL615434,,BAO_0000019
382,,1,,,N,,,50085,Intermediate,1,,CHEMBL615435,,BAO_0000218
383,,1,,,N,,,50679,Intermediate,1,,CHEMBL615436,,BAO_0000218
384,,1,,,N,,,50679,Intermediate,1,,CHEMBL615437,,BAO_0000218
385,,9,,,D,,,12464,Expert,1,,CHEMBL615438,,BAO_0000019
386,,9,,,D,,,12464,Expert,1,,CHEMBL615439,,BAO_0000019
387,,9,,,D,,,12464,Expert,1,,CHEMBL615440,,BAO_0000019
388,,9,,,D,,,12464,Expert,1,,CHEMBL615441,,BAO_0000019
389,,1,,,N,,,50665,Intermediate,1,,CHEMBL615641,,BAO_0000218
390,,1,,,N,,,50665,Intermediate,1,,CHEMBL872065,,BAO_0000218
391,,1,,,N,,,50665,Intermediate,1,,CHEMBL825023,,BAO_0000218
392,,1,,,N,,,50665,Intermediate,1,,CHEMBL615642,,BAO_0000218
393,,8,,,H,,,12464,Expert,1,,CHEMBL615643,,BAO_0000357
394,,0,,,U,,,22226,Autocuration,1,,CHEMBL615644,,BAO_0000019
395,,1,,,N,,3EM 37,80619,Intermediate,1,,CHEMBL615645,833.0,BAO_0000218
396,,1,,,N,,3EM 37,80619,Intermediate,1,,CHEMBL615646,833.0,BAO_0000218
397,,1,,,N,,3EM 37,80619,Intermediate,1,,CHEMBL615647,833.0,BAO_0000218
398,,1,,,N,,3EM 37,80619,Intermediate,1,,CHEMBL615648,833.0,BAO_0000218
399,,1,,,N,,3EM 37,80619,Intermediate,1,,CHEMBL615649,833.0,BAO_0000218
400,,1,,,N,,3EM 37,80619,Intermediate,1,,CHEMBL615650,833.0,BAO_0000218
401,,1,,,N,,3LL cell line,80620,Intermediate,1,,CHEMBL615651,847.0,BAO_0000218
402,,1,,,N,,3LL cell line,80620,Intermediate,1,,CHEMBL615652,847.0,BAO_0000218
403,,1,,,N,,3LL cell line,80620,Expert,1,,CHEMBL615653,847.0,BAO_0000218
404,,1,,,N,,3LL cell line,80620,Intermediate,1,,CHEMBL615654,847.0,BAO_0000219
405,,1,,,N,,3LL cell line,80620,Intermediate,1,,CHEMBL615655,847.0,BAO_0000219
406,,1,,,N,,3LL cell line,80620,Intermediate,1,,CHEMBL825024,847.0,BAO_0000219
407,,1,,,N,,3LL cell line,80620,Intermediate,1,,CHEMBL615656,847.0,BAO_0000219
408,,1,,,N,,3LL cell line,80620,Intermediate,1,,CHEMBL615657,847.0,BAO_0000219
409,,1,,,N,,3LL cell line,80620,Intermediate,1,,CHEMBL615658,847.0,BAO_0000219
410,,1,,,N,,3LL cell line,80620,Intermediate,1,,CHEMBL615659,847.0,BAO_0000219
411,,1,,,N,,3LL cell line,80620,Intermediate,1,,CHEMBL615660,847.0,BAO_0000219
412,,1,,,N,,3LL cell line,80620,Intermediate,1,,CHEMBL615661,847.0,BAO_0000219
413,,1,,,N,,3LL cell line,80620,Intermediate,1,,CHEMBL615662,847.0,BAO_0000219
414,,1,,,N,,3LL cell line,80620,Intermediate,1,,CHEMBL615663,847.0,BAO_0000219
415,,1,,,N,,3LL cell line,80620,Intermediate,1,,CHEMBL615664,847.0,BAO_0000219
416,,1,,,N,,3LL cell line,80620,Intermediate,1,,CHEMBL615665,847.0,BAO_0000219
417,,1,,,N,,3LL cell line,80620,Intermediate,1,,CHEMBL615666,847.0,BAO_0000219
418,,1,,,N,,3LL cell line,80620,Intermediate,1,,CHEMBL615667,847.0,BAO_0000219
419,,1,,,N,,3LL cell line,80620,Intermediate,1,,CHEMBL615668,847.0,BAO_0000219
420,,1,,,N,,3LL cell line,80620,Intermediate,1,,CHEMBL615669,847.0,BAO_0000219
421,,1,,,N,,3LL cell line,80620,Intermediate,1,,CHEMBL615670,847.0,BAO_0000219
422,,1,,,N,,3LL cell line,80620,Intermediate,1,,CHEMBL836739,847.0,BAO_0000219
423,,1,,,N,,3LL cell line,80620,Intermediate,1,,CHEMBL615671,847.0,BAO_0000219
424,,1,,,N,,3LL cell line,80620,Intermediate,1,,CHEMBL615672,847.0,BAO_0000219
425,,1,,,N,,3LL cell line,80620,Intermediate,1,,CHEMBL615791,847.0,BAO_0000219
426,,1,,,N,,3LL cell line,80620,Intermediate,1,,CHEMBL615792,847.0,BAO_0000219
427,,1,,,N,,3LL cell line,80620,Intermediate,1,,CHEMBL615793,847.0,BAO_0000219
428,,1,,,N,,3LL cell line,80620,Intermediate,1,,CHEMBL615794,847.0,BAO_0000219
429,,1,,,N,,3LL cell line,80620,Intermediate,1,,CHEMBL615795,847.0,BAO_0000219
430,,1,,,N,,3LLD122,80621,Intermediate,1,,CHEMBL615590,971.0,BAO_0000219
431,,0,,,U,,,22226,Autocuration,1,,CHEMBL615591,,BAO_0000218
432,,0,,,U,,,22226,Autocuration,1,,CHEMBL615592,,BAO_0000218
433,,0,,,U,,,22226,Autocuration,1,,CHEMBL615593,,BAO_0000218
434,,0,,,U,,,22226,Autocuration,1,,CHEMBL615594,,BAO_0000218
435,,1,,,N,,NIH3T3,80951,Intermediate,1,,CHEMBL615595,723.0,BAO_0000219
436,,1,,,N,,NIH3T3,80951,Intermediate,1,,CHEMBL615596,723.0,BAO_0000219
437,,8,,,H,,NIH3T3,11169,Expert,1,,CHEMBL615597,723.0,BAO_0000219
438,,1,,,N,,NIH3T3,80951,Intermediate,1,,CHEMBL615598,723.0,BAO_0000219
439,,1,,,N,,NIH3T3,80951,Intermediate,1,,CHEMBL615599,723.0,BAO_0000219
440,,1,,,N,,NIH3T3,80951,Expert,1,,CHEMBL615600,723.0,BAO_0000219
441,,1,,,N,,NIH3T3,80951,Expert,1,,CHEMBL615601,723.0,BAO_0000219
442,,1,,,N,,NIH3T3,80951,Expert,1,,CHEMBL615602,723.0,BAO_0000219
443,,1,,,N,,NIH3T3,80951,Expert,1,,CHEMBL615603,723.0,BAO_0000219
444,,1,,,N,,NIH3T3,80951,Intermediate,1,,CHEMBL615604,723.0,BAO_0000219
445,,1,,,N,,NIH3T3,80951,Intermediate,1,,CHEMBL615605,723.0,BAO_0000219
446,,1,,,N,,NIH3T3,80951,Intermediate,1,,CHEMBL615606,723.0,BAO_0000219
447,,1,,,N,,NIH3T3,80951,Expert,1,,CHEMBL884526,723.0,BAO_0000219
448,,1,,,N,,NIH3T3,80951,Expert,1,,CHEMBL615607,723.0,BAO_0000219
449,,1,,,N,,NIH3T3,80951,Intermediate,1,,CHEMBL615608,723.0,BAO_0000219
450,,1,,,N,,NIH3T3,80951,Expert,1,,CHEMBL615609,723.0,BAO_0000219
451,,1,,,N,,NIH3T3,80951,Expert,1,,CHEMBL615682,723.0,BAO_0000219
452,,1,,,N,,NIH3T3,80951,Intermediate,1,,CHEMBL615683,723.0,BAO_0000219
453,,1,,,N,,NIH3T3,80951,Expert,1,,CHEMBL615684,723.0,BAO_0000218
454,,7,,,D,,,104860,Autocuration,1,,CHEMBL615685,,BAO_0000219
455,,1,,,N,,NIH3T3,80951,Expert,1,,CHEMBL615686,723.0,BAO_0000219
456,,1,,,N,,NIH3T3,80951,Intermediate,1,,CHEMBL615687,723.0,BAO_0000219
457,,1,,,N,,NIH3T3,80951,Intermediate,1,,CHEMBL884523,723.0,BAO_0000219
458,,8,,,H,,,11169,Expert,1,,CHEMBL615688,,BAO_0000019
459,,1,,,N,,NIH3T3,80951,Intermediate,1,,CHEMBL615689,723.0,BAO_0000219
460,,1,,,N,,NIH3T3,80951,Intermediate,1,,CHEMBL615690,723.0,BAO_0000219
461,,8,,,H,,,11169,Expert,1,,CHEMBL615691,,BAO_0000019
462,,8,,,H,,,11169,Expert,1,,CHEMBL615692,,BAO_0000019
463,,1,,,N,,NIH3T3,80951,Intermediate,1,,CHEMBL615693,723.0,BAO_0000219
464,,1,,,N,,NIH3T3,80951,Expert,1,,CHEMBL615324,723.0,BAO_0000219
465,,9,,,D,,NIH3T3,9,Expert,1,,CHEMBL615325,723.0,BAO_0000219
466,,9,,,D,,NIH3T3,9,Expert,1,,CHEMBL615490,723.0,BAO_0000219
467,,9,,,D,,NIH3T3,188,Expert,1,,CHEMBL615491,723.0,BAO_0000219
468,,9,,,D,,NIH3T3,188,Expert,1,,CHEMBL615492,723.0,BAO_0000219
469,,1,,,N,,NIH3T3,80951,Intermediate,1,,CHEMBL615493,723.0,BAO_0000219
470,,1,,,N,,NIH3T3,80951,Intermediate,1,,CHEMBL615494,723.0,BAO_0000219
471,,1,,,N,,NIH3T3,80951,Intermediate,1,,CHEMBL615495,723.0,BAO_0000219
472,,1,,,N,,NIH3T3,80951,Intermediate,1,,CHEMBL615496,723.0,BAO_0000219
473,,1,,,N,,NIH3T3,80951,Intermediate,1,,CHEMBL615497,723.0,BAO_0000219
474,,1,,,N,,NIH3T3,80951,Expert,1,,CHEMBL615498,723.0,BAO_0000219
475,,1,,,N,,NIH3T3,80951,Intermediate,1,,CHEMBL615499,723.0,BAO_0000219
476,,1,,,N,,NIH3T3,80951,Expert,1,,CHEMBL835522,723.0,BAO_0000219
477,,1,,,N,,NIH3T3,80951,Intermediate,1,,CHEMBL615500,723.0,BAO_0000219
478,,1,,,N,,NIH3T3,80951,Intermediate,1,,CHEMBL615501,723.0,BAO_0000219
479,,1,,,N,,NIH3T3,80951,Intermediate,1,,CHEMBL615502,723.0,BAO_0000219
480,,1,,,N,,NIH3T3,80951,Intermediate,1,,CHEMBL615503,723.0,BAO_0000219
481,,1,,,N,,NIH3T3,80951,Intermediate,1,,CHEMBL615504,723.0,BAO_0000219
482,,1,,,N,,NIH3T3,80951,Intermediate,1,,CHEMBL615505,723.0,BAO_0000219
483,,1,,,N,,NIH3T3,80951,Expert,1,,CHEMBL615506,723.0,BAO_0000219
484,,1,,,N,,NIH3T3,80951,Intermediate,1,,CHEMBL615507,723.0,BAO_0000219
485,,1,,,N,,3T3-L1,80006,Intermediate,1,,CHEMBL615508,620.0,BAO_0000218
486,,1,,,N,,3T3-L1,80006,Intermediate,1,,CHEMBL615509,620.0,BAO_0000219
487,,1,,,N,,3T3-L1,80006,Intermediate,1,,CHEMBL615510,620.0,BAO_0000219
488,,1,,,N,,3T3-L1,80006,Intermediate,1,,CHEMBL615511,620.0,BAO_0000219
489,,1,,,N,,3T3-L1,80006,Intermediate,1,,CHEMBL615512,620.0,BAO_0000219
490,,1,,,N,,3T3-L1,80006,Intermediate,1,,CHEMBL615513,620.0,BAO_0000218
491,,1,,,N,,3T3-L1,80006,Intermediate,1,,CHEMBL615514,620.0,BAO_0000218
492,,1,,,N,,3T3-L1,80006,Intermediate,1,,CHEMBL615515,620.0,BAO_0000219
493,,1,,,N,,3T3-L1,80006,Intermediate,1,,CHEMBL615516,620.0,BAO_0000219
494,,1,,,N,,3T3-L1,80006,Intermediate,1,,CHEMBL615517,620.0,BAO_0000219
495,,1,,,N,,3T3-L1,80006,Intermediate,1,,CHEMBL615518,620.0,BAO_0000219
496,,1,,,N,,3T3-L1,80006,Intermediate,1,,CHEMBL615519,620.0,BAO_0000219
497,,1,,,N,,3T3-L1,80006,Intermediate,1,,CHEMBL615520,620.0,BAO_0000218
498,,1,,,N,,3T3-L1,80006,Intermediate,1,,CHEMBL615521,620.0,BAO_0000218
499,,1,,,N,,3T3-L1,80006,Intermediate,1,,CHEMBL615522,620.0,BAO_0000218
500,,1,,,N,,3T3-L1,80006,Intermediate,1,,CHEMBL615523,620.0,BAO_0000218
501,,1,,,N,,3T3-L1,80006,Expert,1,,CHEMBL615524,620.0,BAO_0000218
502,,1,,,N,,3T3-L1,80006,Expert,1,,CHEMBL615525,620.0,BAO_0000218
503,,1,,,N,,3T3-L1,80006,Intermediate,1,,CHEMBL615526,620.0,BAO_0000218
504,,1,,,N,,3T3-L1,80006,Intermediate,1,,CHEMBL615527,620.0,BAO_0000218
505,,1,,,N,,3T3-L1,80006,Intermediate,1,,CHEMBL615528,620.0,BAO_0000218
506,,1,,,N,,3T3-L1,80006,Expert,1,,CHEMBL615529,620.0,BAO_0000218
507,,1,,,N,,3T3-L1,80006,Expert,1,,CHEMBL615530,620.0,BAO_0000218
508,,1,,,N,,3T3-L1,80006,Expert,1,,CHEMBL615531,620.0,BAO_0000218
509,,1,,,N,,3T3-L1,80006,Intermediate,1,,CHEMBL615532,620.0,BAO_0000219
510,,1,,,N,,3T3-L1,80006,Intermediate,1,,CHEMBL615533,620.0,BAO_0000219
511,,1,,,N,,3T3-L1,80006,Intermediate,1,,CHEMBL615534,620.0,BAO_0000219
512,,1,,,N,,3T3-L1,80006,Intermediate,1,,CHEMBL615535,620.0,BAO_0000218
513,,1,,,N,,3T3-L1,80006,Intermediate,1,,CHEMBL615536,620.0,BAO_0000218
514,,1,,,N,,3T3-L1,80006,Intermediate,1,,CHEMBL615537,620.0,BAO_0000218
515,,1,,,N,,3T3-L1,80006,Intermediate,1,,CHEMBL615538,620.0,BAO_0000218
516,,1,,,N,,3T3-L1,80006,Intermediate,1,,CHEMBL836166,620.0,BAO_0000218
517,,8,,,H,,3T3-L1,11214,Expert,1,,CHEMBL615539,620.0,BAO_0000219
518,,1,,,N,,3T3-L1,80006,Intermediate,1,,CHEMBL615540,620.0,BAO_0000219
519,,8,,,H,,3T3-L1,11214,Expert,1,,CHEMBL615541,620.0,BAO_0000219
520,,1,,,N,,3T3-L1,80006,Expert,1,,CHEMBL615542,620.0,BAO_0000219
521,,1,,,N,,3T3-L1,80006,Intermediate,1,,CHEMBL615543,620.0,BAO_0000219
522,,1,,,N,,3T3-L1,80006,Expert,1,,CHEMBL615544,620.0,BAO_0000219
523,,1,,,N,,3T3-L1,80006,Expert,1,,CHEMBL615545,620.0,BAO_0000219
524,,1,,,N,,3T3-L1,80006,Expert,1,,CHEMBL615546,620.0,BAO_0000219
525,,1,,,N,,3T3-L1,80006,Expert,1,,CHEMBL615547,620.0,BAO_0000219
526,,1,,,N,,3T3-L1,80006,Expert,1,,CHEMBL615548,620.0,BAO_0000219
527,,1,,,N,,3T3-L1,80006,Expert,1,,CHEMBL615549,620.0,BAO_0000219
528,,1,,,N,,3T3-L1,80006,Expert,1,,CHEMBL615550,620.0,BAO_0000219
529,,1,,,N,,3Y1 cell line,80622,Intermediate,1,,CHEMBL615551,1118.0,BAO_0000219
530,,1,,,N,,3Y1 cell line,80622,Expert,1,,CHEMBL615552,1118.0,BAO_0000219
531,,1,,,N,,3Y1 cell line,80622,Expert,1,,CHEMBL615553,1118.0,BAO_0000219
532,,1,,,N,,3Y1 cell line,80622,Expert,1,,CHEMBL615554,1118.0,BAO_0000219
533,,1,,,N,,3Y1 cell line,80622,Intermediate,1,,CHEMBL615555,1118.0,BAO_0000219
534,,1,,,N,,3Y1 cell line,80622,Expert,1,,CHEMBL615556,1118.0,BAO_0000219
535,,0,,,U,,,22226,Autocuration,1,,CHEMBL615557,,BAO_0000019
536,,0,,,U,,,22226,Autocuration,1,,CHEMBL615558,,BAO_0000019
537,,0,,,U,,,22226,Autocuration,1,,CHEMBL872066,,BAO_0000019
538,,9,,,D,,,11607,Expert,1,,CHEMBL615559,,BAO_0000019
539,,8,,,H,,,11607,Autocuration,1,,CHEMBL615560,,BAO_0000019
540,,8,,,H,,,11607,Autocuration,1,,CHEMBL615561,,BAO_0000019
541,,8,,,H,,,11607,Expert,1,,CHEMBL857062,,BAO_0000019
542,,8,,,H,,,11607,Expert,1,,CHEMBL615562,,BAO_0000019
543,,8,,,H,,,11607,Autocuration,1,,CHEMBL615563,,BAO_0000019
544,,8,,,H,,,11607,Autocuration,1,,CHEMBL615564,,BAO_0000357
545,,8,,,H,,,11607,Autocuration,1,,CHEMBL615565,,BAO_0000019
546,,8,,,H,,,11607,Autocuration,1,,CHEMBL615566,,BAO_0000019
547,,9,,,D,,,11607,Expert,1,,CHEMBL615567,,BAO_0000019
548,,8,,,H,,,11607,Autocuration,1,,CHEMBL615568,,BAO_0000019
549,,8,,,H,,,11607,Autocuration,1,,CHEMBL615569,,BAO_0000357
550,,8,,,H,,,11607,Autocuration,1,,CHEMBL615570,,BAO_0000019
551,,8,,,H,,,11607,Autocuration,1,,CHEMBL615571,,BAO_0000019
552,,4,,,H,,,104733,Autocuration,1,,CHEMBL615572,,BAO_0000224
553,,0,,,U,,,22226,Autocuration,1,,CHEMBL615573,,BAO_0000019
554,,0,,,U,,,22226,Autocuration,1,,CHEMBL615574,,BAO_0000019
555,,0,,,U,,,22226,Autocuration,1,,CHEMBL615575,,BAO_0000019
556,,8,,,H,,,10619,Autocuration,1,,CHEMBL615576,,BAO_0000357
557,,8,,,H,,,10619,Autocuration,1,,CHEMBL615577,,BAO_0000357
558,,8,10000000.0,,H,Hippocampus,,51,Autocuration,1,,CHEMBL615578,,BAO_0000221
559,,8,,,H,,,51,Expert,1,,CHEMBL615579,,BAO_0000357
560,,8,,,H,,,51,Expert,1,,CHEMBL615580,,BAO_0000357
561,,8,,,H,,,51,Expert,1,,CHEMBL615581,,BAO_0000019
562,,8,10000000.0,,H,Hippocampus,,51,Autocuration,1,,CHEMBL615582,,BAO_0000221
563,,8,10000000.0,,H,Hippocampus,,51,Autocuration,1,,CHEMBL615583,,BAO_0000221
564,,8,10000000.0,,H,Hippocampus,,51,Autocuration,1,,CHEMBL615584,,BAO_0000221
565,,8,10000000.0,,H,Hippocampus,,51,Autocuration,1,,CHEMBL833691,,BAO_0000221
566,,8,10000000.0,,H,Hippocampus,,51,Autocuration,1,,CHEMBL615585,,BAO_0000221
567,,8,10000000.0,,H,Hippocampus,,51,Autocuration,1,,CHEMBL615586,,BAO_0000221
568,,8,10000000.0,,H,Hippocampus,,51,Autocuration,1,,CHEMBL884524,,BAO_0000221
569,,8,10000000.0,,H,Hippocampus,,51,Autocuration,1,,CHEMBL615587,,BAO_0000221
570,,8,10000000.0,,H,Hippocampus,,51,Autocuration,1,,CHEMBL615588,,BAO_0000221
571,Membranes,9,,,D,,,10576,Expert,1,,CHEMBL615589,,BAO_0000249
572,,8,10000000.0,,H,Hippocampus,,51,Expert,1,,CHEMBL615442,,BAO_0000221
573,,8,10000000.0,,H,Hippocampus,,51,Autocuration,1,,CHEMBL615443,,BAO_0000221
574,,8,10000000.0,,H,Hippocampus,,51,Autocuration,1,,CHEMBL615444,,BAO_0000221
575,,8,10000000.0,,H,Hippocampus,,51,Expert,1,,CHEMBL615445,,BAO_0000221
576,,8,10000000.0,,H,Hippocampus,,51,Autocuration,1,,CHEMBL615446,,BAO_0000221
577,,8,,,H,,CHO,51,Autocuration,1,,CHEMBL615447,449.0,BAO_0000219
578,,8,10000000.0,,H,Hippocampus,,51,Expert,1,,CHEMBL615448,,BAO_0000221
579,,8,10000000.0,,H,Hippocampus,,51,Expert,1,,CHEMBL615449,,BAO_0000221
580,,8,,,H,,CHO,51,Autocuration,1,,CHEMBL615450,449.0,BAO_0000219
581,,8,10000000.0,,H,Hippocampus,,51,Expert,1,,CHEMBL615451,,BAO_0000221
582,,8,,,H,,,51,Autocuration,1,,CHEMBL615452,,BAO_0000357
583,,8,10000000.0,,H,Hippocampus,,51,Autocuration,1,,CHEMBL615453,,BAO_0000221
584,,8,10000000.0,,H,Hippocampus,,51,Autocuration,1,,CHEMBL615454,,BAO_0000221
585,,8,10000000.0,,H,Hippocampus,,51,Autocuration,1,,CHEMBL615455,,BAO_0000221
586,,8,10000000.0,,H,Hippocampus,,51,Autocuration,1,,CHEMBL615456,,BAO_0000221
587,,8,10000000.0,,H,Hippocampus,,51,Autocuration,1,,CHEMBL615457,,BAO_0000221
588,,8,10000000.0,,H,Hippocampus,,51,Expert,1,,CHEMBL615458,,BAO_0000218
589,,8,10000000.0,,H,Hippocampus,,51,Expert,1,,CHEMBL615459,,BAO_0000221
590,,9,,,D,,CHO,51,Expert,1,,CHEMBL615460,449.0,BAO_0000219
591,,8,,,H,,,51,Autocuration,1,,CHEMBL615461,,BAO_0000019
592,,8,,,H,,,51,Autocuration,1,,CHEMBL615462,,BAO_0000019
593,,8,10000000.0,,H,Hippocampus,,51,Autocuration,1,,CHEMBL615463,,BAO_0000221
594,,8,2116.0,,H,Ileum,,51,Autocuration,1,,CHEMBL615464,,BAO_0000221
595,,8,2116.0,,H,Ileum,,51,Autocuration,1,,CHEMBL615465,,BAO_0000221
596,,8,2116.0,,H,Ileum,,51,Autocuration,1,,CHEMBL615466,,BAO_0000221
597,,8,2116.0,,H,Ileum,,51,Autocuration,1,,CHEMBL615467,,BAO_0000221
598,,8,2116.0,,H,Ileum,,51,Autocuration,1,,CHEMBL615468,,BAO_0000221
599,,8,2116.0,,H,Ileum,,51,Autocuration,1,,CHEMBL615469,,BAO_0000221
600,,8,,,H,,,51,Autocuration,1,,CHEMBL615470,,BAO_0000357
601,,8,,,H,,,51,Autocuration,1,,CHEMBL615471,,BAO_0000357
602,,8,,,H,,,51,Autocuration,1,,CHEMBL615472,,BAO_0000357
603,,8,10000000.0,,H,Hippocampus,,106,Autocuration,1,,CHEMBL883242,,BAO_0000221
604,,8,10000000.0,,H,Hippocampus,,106,Autocuration,1,,CHEMBL615473,,BAO_0000221
605,,8,,,H,,CHO,11863,Autocuration,1,,CHEMBL615474,449.0,BAO_0000218
606,,8,,,H,,,51,Autocuration,1,,CHEMBL615475,,BAO_0000357
607,,8,,,H,,HeLa,51,Autocuration,1,,CHEMBL615476,308.0,BAO_0000219
608,,8,,,H,,HeLa,51,Autocuration,1,,CHEMBL615477,308.0,BAO_0000219
609,,8,,,H,,,51,Autocuration,1,,CHEMBL615478,,BAO_0000019
610,,8,,,H,,CHO,51,Autocuration,1,,CHEMBL615160,449.0,BAO_0000219
611,,8,,,H,,CHO,51,Expert,1,,CHEMBL615161,449.0,BAO_0000219
612,,8,,,H,,CHO,51,Autocuration,1,,CHEMBL615162,449.0,BAO_0000219
613,,8,,,H,,CHO,51,Autocuration,1,,CHEMBL615163,449.0,BAO_0000219
614,,8,,,H,,CHO,51,Expert,1,,CHEMBL615164,449.0,BAO_0000219
615,,8,,,H,,CHO,51,Expert,1,,CHEMBL615165,449.0,BAO_0000219
616,,8,,,H,,CHO,51,Autocuration,1,,CHEMBL615166,449.0,BAO_0000219
617,,8,,,H,,,51,Autocuration,1,,CHEMBL615167,,BAO_0000219
618,,9,,,D,,HeLa,51,Expert,1,,CHEMBL615168,308.0,BAO_0000219
619,,9,,,D,,HeLa,51,Expert,1,,CHEMBL615169,308.0,BAO_0000219
620,,9,,,D,,CHO,51,Expert,1,,CHEMBL615170,449.0,BAO_0000219
621,,9,,,D,,CHO,51,Expert,1,,CHEMBL615171,449.0,BAO_0000219
622,,8,,,H,,,51,Autocuration,1,,CHEMBL615694,,BAO_0000019
