assay_id,assay_tax_id,src_assay_id,curated_by,assay_subcellular_fraction,tid,assay_test_type,chembl_id,tissue_id,assay_category,src_id,doc_id,description,assay_type,assay_organism,assay_strain,assay_tissue
167,9606.0,,Intermediate,,80609,,CHEMBL615379,,,1,11900,Inhibition of growth of 1-87 human tumor cell line,F,Homo sapiens,,
168,10116.0,,Expert,,12166,,CHEMBL615380,,,1,14864,Inhibition of 1-lipoxygenase (LOX)in RBL cells,B,Rattus norvegicus,,
169,3847.0,,Autocuration,,100171,,CHEMBL615381,,,1,16474,Inhibitory activity against soybean 1-lipoxygenase (SLO),B,Glycine max,,
170,3847.0,,Autocuration,,100171,,CHEMBL615382,,,1,16474,Inhibitory activity against soybean 1-lipoxygenase (SLO); no effect,B,Glycine max,,
171,3847.0,,Autocuration,,100171,,CHEMBL615383,,,1,16474,% inhibition against soybean 1-lipoxygenase (SLO),B,Glycine max,,
172,3847.0,,Autocuration,,100171,,CHEMBL615384,,,1,16474,percent inhibition against soybean 1-lipoxygenase (SLO);NI is no inhibition,B,Glycine max,,
173,3847.0,,Autocuration,,100171,,CHEMBL615385,,,1,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 10:90,B,Glycine max,,
174,3847.0,,Autocuration,,100171,,CHEMBL615386,,,1,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 1:99,B,Glycine max,,
175,3847.0,,Autocuration,,100171,,CHEMBL615387,,,1,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 25:75,B,Glycine max,,
176,3847.0,,Autocuration,,100171,,CHEMBL615388,,,1,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 35:65,B,Glycine max,,
177,3847.0,,Autocuration,,100171,,CHEMBL615214,,,1,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 50:50,B,Glycine max,,
178,3847.0,,Autocuration,,100171,,CHEMBL827087,,,1,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 76:24,B,Glycine max,,
179,3847.0,,Autocuration,,100171,,CHEMBL615215,,,1,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 87:13,B,Glycine max,,
180,3847.0,,Autocuration,,100171,,CHEMBL615216,,,1,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 89:11,B,Glycine max,,
181,3847.0,,Autocuration,,100171,,CHEMBL615217,,,1,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 95:5,B,Glycine max,,
182,3847.0,,Autocuration,,100171,,CHEMBL615218,,,1,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 97:3,B,Glycine max,,
183,3847.0,,Autocuration,,100171,,CHEMBL615219,,,1,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 99:1,B,Glycine max,,
184,10090.0,,Autocuration,,22226,,CHEMBL615220,,,1,10413,Evaluated for inhibitory activity on 10-formyltetrahydrofolate synthetase(L cell) at folate substrate concentration of 100 uM,B,Mus musculus,,
185,10090.0,,Intermediate,,80049,,CHEMBL615221,,,1,16929,Cells were harvested and were assayed for luciferase and -galactosidase activities (Transcriptional activity),F,Mus musculus,,
186,,,Intermediate,,22226,,CHEMBL615222,,,1,1229,In vitro anticancer activity against 11 NCI NSCLC cell lines; inactive,F,,,
187,,,Autocuration,,11489,,CHEMBL615223,,,1,16587,In vitro inhibitory activity against human 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),B,,,
188,,,Autocuration,,11862,,CHEMBL615224,,,1,16587,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),B,,,
189,,,Autocuration,,11862,,CHEMBL615225,,,1,16587,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA).,B,,,
190,,,Autocuration,,11489,,CHEMBL615226,,,1,16587,Ability to convert [3H]cortisol to the tritium labeled cortisone in the presence of human 11 beta hydroxysteroid dehydrogenase type 2,B,,,
191,,,Autocuration,,11862,,CHEMBL615227,,,1,16587,Inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 2 at a concentration of 0.2 mM; NI means no inhibition,B,,,
192,9913.0,,Expert,,12347,,CHEMBL615228,,,1,8058,Evaluated for inhibition of bovine adrenal cortical mitochondrial 11 beta-hydroxylase,F,Bos taurus,,
193,10116.0,,Expert,,100120,,CHEMBL615229,,,1,9065,Effect on adrenal 11-beta-hydroxylase activity at 10e-4 M; No significant effect,B,Rattus norvegicus,,
194,10116.0,,Expert,,100120,,CHEMBL615230,2369.0,,1,8865,Inhibition of 11 beta-hydroxylase from rat adrenal gland,B,Rattus norvegicus,,Adrenal gland
195,10116.0,,Expert,,100120,,CHEMBL615231,,,1,9066,Inhibition of rat adrenal 11-beta-hydroxylase,B,Rattus norvegicus,,
196,10116.0,,Expert,,100120,,CHEMBL884520,,,1,8394,Inhibition of rat adrenal 11-beta-hydroxylase,B,Rattus norvegicus,,
197,10116.0,,Expert,,100120,,CHEMBL615232,,,1,8394,Inhibition of rat adrenal 11-beta-hydroxylase at 10e-5 M,B,Rattus norvegicus,,
198,,,Autocuration,,10328,,CHEMBL615233,,,1,6431,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 1 of wistar rat liver cytosol at 10 uM was determined using [3H]cortisone,B,,,
199,,,Autocuration,,11490,,CHEMBL827088,,,1,6431,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,B,,,
200,,,Autocuration,,11490,,CHEMBL615234,,,1,6431,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,B,,,
201,,,Autocuration,,11134,,CHEMBL615235,,,1,9295,Compound was tested for the percent of inhibition against 12-LO at 10 uM,F,,,
202,,,Autocuration,,12052,,CHEMBL615236,,,1,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,B,,,
203,,,Autocuration,,11134,,CHEMBL615237,,,1,13622,Compound was tested in vitro for inhibition of 12-LO human platelet,B,,,
204,,,Autocuration,,11134,,CHEMBL615238,,,1,12079,Inhibitory concentration against human platelet 12-lipoxygenase,F,,,
205,,,Autocuration,,11134,,CHEMBL615239,,,1,13622,Compound at 100 uM was tested in vitro for inhibition of 12-LO human platelet,B,,,
206,9606.0,,Autocuration,,11134,,CHEMBL615240,,,1,12079,Inhibitory concentration against human platelet 12-lipoxygenase,F,Homo sapiens,,
207,,,Expert,,11835,,CHEMBL615241,,,1,13500,Tested for inhibition of 12-LO (12-lipoxygenase) as an inhibitor of 12(S)-HETE biosynthesis in mouse epidermal homogenates,B,,,
208,,,Expert,,11601,,CHEMBL615242,,,1,13723,Inhibitory activity against conversion of [1-14C]arachidonic acid to 12-HPETE and its reduction product 12-HETE by porcine leukocyte type 12-lipoxygenase,B,,,
209,,,Autocuration,,11134,,CHEMBL615243,,,1,16474,Inhibitory activity against human platelet 12-lipoxygenase (12-HLO),B,,,
210,,,Autocuration,,11134,,CHEMBL615244,,,1,1630,Inhibitory activity against human platelet 12-lipoxygenase,B,,,
211,,,Autocuration,,11134,,CHEMBL615245,,,1,167,Inhibitory activity against human platelet 12-lipoxygenase was evaluated,B,,,
212,,,Autocuration,,11134,,CHEMBL615246,,,1,16474,% inhibition against human platelet 12-lipoxygenase (12-HLO),B,,,
213,,,Autocuration,,11134,,CHEMBL615247,,,1,167,Inhibitory activity against human platelet 12-lipoxygenase was evaluated at 100 uM,B,,,
214,,,Autocuration,,11134,,CHEMBL615248,,,1,16474,percent inhibition against human platelet 12-lipoxygenase (12-HLO); NI is no inhibition,B,,,
215,,,Autocuration,,11601,,CHEMBL615249,,,1,10091,Inhibitory activity towards porcine 12-lipoxygenase,B,,,
216,,,Autocuration,,11601,,CHEMBL615250,,,1,11966,Tested for inhibition against porcine 12-LO,B,,,
217,,,Autocuration,,12052,,CHEMBL615251,,,1,951,Inhibition of 12-lipoxygenase was evaluated in rat platelets stimulated by thrombin up to a concentration of 10 uM; NE means No effect,B,,,
218,,,Autocuration,,12052,,CHEMBL615252,,,1,10997,Inhibitory activity against 12-lipoxygenase in rat platelet rich plasma,B,,,
219,,,Expert,,12052,,CHEMBL828340,,,1,10193,In vitro inhibition of rat platelet 12-lipoxygenase,B,,,
220,,,Autocuration,,12052,,CHEMBL615253,,,1,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,B,,,
221,,,Autocuration,,12052,,CHEMBL615254,,,1,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 100 uM,B,,,
222,,,Autocuration,,12052,,CHEMBL615255,,,1,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 30 uM,B,,,
223,,,Autocuration,,12052,,CHEMBL615256,,,1,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,B,,,
224,,,Autocuration,,12052,,CHEMBL615257,,,1,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase,B,,,
225,,,Autocuration,,12052,,CHEMBL615258,,,1,11087,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 uM,B,,,
226,9606.0,,Intermediate,,80007,,CHEMBL615259,,,1,15569,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,F,Homo sapiens,,
227,9606.0,,Expert,,80007,,CHEMBL615260,,,1,12989,In vitro antitumor activity against 41M cell line.,F,Homo sapiens,,
228,9606.0,,Intermediate,,80007,,CHEMBL615261,,,1,16745,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,F,Homo sapiens,,
229,9606.0,,Intermediate,,80007,,CHEMBL615262,,,1,15569,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,F,Homo sapiens,,
230,9606.0,,Expert,,80007,,CHEMBL615263,,,1,12989,In vitro antitumor activity against 41McisR cell line.,F,Homo sapiens,,
231,9606.0,,Expert,,80007,,CHEMBL838393,,,1,12989,Resistant factor was determined between IC50 of cisplatin-resistant human tumor cell lines to that of 41McisR cell line,F,Homo sapiens,,
232,9606.0,,Intermediate,,80007,,CHEMBL615264,,,1,16745,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,F,Homo sapiens,,
233,9606.0,,Expert,,84,,CHEMBL615265,,,1,6210,Inhibition of 5'-inosine monophosphate dehydrogenase type I (IMPDH I),B,Homo sapiens,,
234,9606.0,,Expert,,68,,CHEMBL615266,,,1,6210,Inhibition of 5'-inosine monophosphate dehydrogenase type II (IMPDH II),B,Homo sapiens,,
235,,,Expert,,68,,CHEMBL615267,,,1,6226,Inhibitory activity against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II),B,,,
236,,,Expert,,10201,,CHEMBL615268,,,1,17855,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase,B,,,
237,,,Expert,,10201,,CHEMBL615269,,,1,17855,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase; nd = Not determined,B,,,
238,,,Expert,,10201,,CHEMBL615270,,,1,17855,Initial dissociation constant towards human 5'-methylthioadenosine phosphorylase,B,,,
239,,,Autocuration,,12220,,CHEMBL615271,,,1,10413,"Evaluated for inhibitory activity on 5,10-Methenyl Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",B,,,
240,562.0,,Autocuration,,11303,,CHEMBL615272,,,1,10413,"Inhibitory activity against 5,10-methylenetetrahydrofolate dehydrogenase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",B,Escherichia coli,,
241,562.0,,Autocuration,,11303,,CHEMBL615103,,,1,10413,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",B,Escherichia coli,,
242,562.0,,Autocuration,,11303,,CHEMBL615104,,,1,10413,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM;NT=Not tested",B,Escherichia coli,,
243,,,Autocuration,,12220,,CHEMBL615105,,,1,10413,"Evaluated for inhibitory activity on 5,10-Methylene Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",B,,,
244,,,Autocuration,,12220,,CHEMBL872866,,,1,10413,"Evaluated for inhibitory activity on 5,10-methylenetetrahydrofolate dehydrogenase(L cell) at folate substrate concentration of 100 uM",B,,,
245,9823.0,,Autocuration,,11303,,CHEMBL615106,,,1,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",B,Sus scrofa,,
246,9823.0,,Autocuration,,11303,,CHEMBL615107,,,1,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (A,porcine liver) enzyme.",B,Sus scrofa,,
247,9823.0,,Autocuration,,11303,,CHEMBL615108,,,1,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-4 M inhibitory concentration",B,Sus scrofa,,
248,9823.0,,Autocuration,,11303,,CHEMBL615109,,,1,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-5 M inhibitory concentration",B,Sus scrofa,,
249,9823.0,,Autocuration,,11303,,CHEMBL615110,,,1,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",B,Sus scrofa,,
250,9823.0,,Autocuration,,11303,,CHEMBL840105,,,1,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",B,Sus scrofa,,
251,9823.0,,Autocuration,,11303,,CHEMBL615111,,,1,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-5 M inhibitory concentration",B,Sus scrofa,,
252,9823.0,,Autocuration,,11303,,CHEMBL615112,,,1,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-6 M inhibitory concentration",B,Sus scrofa,,
253,9823.0,,Autocuration,,11303,,CHEMBL615113,,,1,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-7 M inhibitory concentration",B,Sus scrofa,,
254,9823.0,,Autocuration,,11303,,CHEMBL615114,,,1,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme.",B,Sus scrofa,,
255,9823.0,,Autocuration,,11303,,CHEMBL615115,,,1,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",B,Sus scrofa,,
256,9823.0,,Autocuration,,11303,,CHEMBL615116,,,1,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",B,Sus scrofa,,
257,,,Autocuration,,11303,,CHEMBL615698,,,1,7323,"Compound was tested for in vitro inhibition of 5,10-Methylene Tetrahydrofolate Cyclohydrolase, competitive against (+)-L-5,10-methenyltetrahydrofolate",B,,,
258,9823.0,,Autocuration,,22226,,CHEMBL615699,,,1,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme at 10E-4 M inhibitory concentration",B,Sus scrofa,,
259,9823.0,,Autocuration,,22226,,CHEMBL615700,,,1,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme.",B,Sus scrofa,,
260,4932.0,,Expert,,100249,,CHEMBL615701,,,1,13750,Inhibition of 5-Desaturase involved in ergosterol biosynthesis,B,Saccharomyces cerevisiae,,
261,10116.0,,Autocuration,,22226,,CHEMBL615702,,,1,7662,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,B,Rattus norvegicus,,
262,10116.0,,Autocuration,,22226,,CHEMBL615703,,,1,7662,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,B,Rattus norvegicus,,
263,10116.0,,Autocuration,,22226,,CHEMBL615704,,,1,7662,"Irreversible inhibition of Walker 256 FUDR phosphorylase; expressed as Vo/Vi, velocity without inhibitor to that of velocity with inhibitor",B,Rattus norvegicus,,
264,,,Autocuration,,104698,,CHEMBL615705,,,1,12211,"Tested for 5-HT 3 receptor antagonist potency by ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",F,,,
265,,,Autocuration,,104698,,CHEMBL615706,,,1,12211,"Compound was tested for its 5-HT 3 receptor antagonist potency by their ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",F,,,
266,10141.0,,Intermediate,,20033,,CHEMBL615707,2116.0,,1,12211,Relative ability to increase cholinergically mediated contractions in isolated ileum of guinea pig,F,Cavia porcellus,,Ileum
267,,,Expert,,10623,,CHEMBL615708,,,1,12211,Stimulatory activity of intragastric pressure was tested in the rat,F,,,
268,,,Autocuration,,121,,CHEMBL615709,,,1,15453,% Decrease of 5-HT carrier-receptor -bound radioactivity using paroxetine as a radioligand.,B,,,
269,10116.0,,Autocuration,,22226,,CHEMBL615710,,,1,11884,Dose to reduce neuronal firing against 5-HT cells in rats (iv),F,Rattus norvegicus,,
270,,,Autocuration,,12688,,CHEMBL615711,,,1,7185,Antagonistic activity of corresponding methoxy compound against serotonin 5-HT receptor,F,,,
271,9606.0,,Expert,,121,,CHEMBL615712,,,1,6876,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine,B,Homo sapiens,,
272,9606.0,,Expert,,121,,CHEMBL836325,,,1,6876,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine; No data,B,Homo sapiens,,
273,,,Autocuration,,12198,,CHEMBL615713,,,1,11863,Inhibition of high affinity 5-HT uptake at concentration of 1 uM,F,,,
274,,,Autocuration,,12198,,CHEMBL615714,,,1,11863,Inhibition constant of high-affinity 5-HT uptake,B,,,
275,,,Autocuration,,12198,,CHEMBL615715,,,1,11863,Michaelis-Menten constant was reported for high affinity transport of 5-HT,F,,,
276,,,Autocuration,,12198,,CHEMBL615716,,,1,11863,Maximum rate was determined for high affinity transport of 5-HT,F,,,
277,,,Autocuration,,104714,,CHEMBL615717,,,1,4639,Compound was tested for agonistic activity against 5-HT uptake,F,,,
278,,,Expert,,10577,,CHEMBL881818,,,1,15796,Inhibition affinity against 5-HT-1B receptor in rat frontal cortex using radio binding assay,B,,,
279,9913.0,,Expert,,105,,CHEMBL884540,,,1,15796,Inhibition affinity against 5-HT-1D receptor in bovine caudate nucleus using radio binding assay,B,Bos taurus,,
