ss_d,src_d,ss_tst_tp,ss_sbclllr_frctn,cll_d,ss_tp,dc_d,b_frmt,crtd_b,ss_strn,ss_tss,rltnshp_tp,cnfdnc_scr,src_ss_d,chmbl_d,tss_d,vrnt_d
7796,1,In vivo,,,A,14941,BAO_0000218,Intermediate,,,N,1,,CHEMBL621328,,
7797,1,In vivo,,,A,5960,BAO_0000218,Intermediate,,,N,1,,CHEMBL621329,,
7798,1,In vivo,,,A,5022,BAO_0000218,Intermediate,,,N,1,,CHEMBL621330,,
7799,1,In vivo,,,A,4408,BAO_0000218,Intermediate,,,N,1,,CHEMBL621331,,
7800,1,In vivo,,,A,5983,BAO_0000218,Intermediate,,,N,1,,CHEMBL621332,,
7801,1,In vivo,,,A,4689,BAO_0000218,Intermediate,,,N,1,,CHEMBL621333,,
7802,1,In vivo,,,A,2792,BAO_0000218,Intermediate,,,N,1,,CHEMBL621334,,
7803,1,,,,A,15011,BAO_0000218,Intermediate,,,N,1,,CHEMBL621335,,
7804,1,,,,A,14180,BAO_0000218,Intermediate,,,N,1,,CHEMBL621336,,
7805,1,,,,A,14180,BAO_0000218,Intermediate,,,N,1,,CHEMBL621337,,
7806,1,,,,A,14599,BAO_0000218,Intermediate,,,N,1,,CHEMBL621338,,
7807,1,,,,A,14599,BAO_0000218,Intermediate,,,N,1,,CHEMBL875838,,
7808,1,,,,A,14599,BAO_0000218,Intermediate,,,N,1,,CHEMBL621339,,
7809,1,,,,A,14599,BAO_0000218,Intermediate,,,N,1,,CHEMBL621340,,
7810,1,,,,A,15675,BAO_0000218,Autocuration,,,U,0,,CHEMBL621341,,
7811,1,,,,A,12706,BAO_0000019,Autocuration,,,U,0,,CHEMBL621342,,
7812,1,,,,A,12706,BAO_0000019,Autocuration,,,U,0,,CHEMBL621343,,
7813,1,,,,A,9750,BAO_0000218,Intermediate,,,N,1,,CHEMBL621344,,
7814,1,,,,A,9750,BAO_0000218,Intermediate,,,N,1,,CHEMBL621345,,
7815,1,,,,A,14691,BAO_0000019,Autocuration,,,U,0,,CHEMBL621346,,
7816,1,,,,A,14691,BAO_0000218,Autocuration,,,U,0,,CHEMBL621347,,
7817,1,,,,A,14691,BAO_0000218,Intermediate,,,N,1,,CHEMBL621348,,
7818,1,,,,A,2939,BAO_0000019,Autocuration,,Blood,U,0,,CHEMBL621349,178.0,
7819,1,,,,A,2939,BAO_0000019,Autocuration,,Blood,U,0,,CHEMBL621350,178.0,
7820,1,,,,A,2939,BAO_0000019,Autocuration,,Blood,U,0,,CHEMBL875839,178.0,
7821,1,,,,A,2939,BAO_0000019,Autocuration,,Blood,U,0,,CHEMBL620211,178.0,
7822,1,,,,A,2939,BAO_0000019,Autocuration,,Blood,U,0,,CHEMBL620212,178.0,
7823,1,,,,A,2939,BAO_0000019,Autocuration,,Blood,U,0,,CHEMBL620213,178.0,
7824,1,,,,A,9552,BAO_0000218,Intermediate,,Plasma,N,1,,CHEMBL620214,1969.0,
7825,1,,,,A,9552,BAO_0000218,Intermediate,,Plasma,N,1,,CHEMBL620215,1969.0,
7826,1,,,,A,9552,BAO_0000218,Intermediate,,Plasma,N,1,,CHEMBL620216,1969.0,
7827,1,,,,A,9552,BAO_0000218,Intermediate,,Plasma,N,1,,CHEMBL620888,1969.0,
7828,1,,,,A,9552,BAO_0000218,Intermediate,,Plasma,N,1,,CHEMBL620889,1969.0,
7829,1,,,,A,9552,BAO_0000019,Autocuration,,Plasma,U,0,,CHEMBL620890,1969.0,
7830,1,,,,A,11911,BAO_0000218,Intermediate,,Plasma,N,1,,CHEMBL620891,1969.0,
7831,1,,,,A,16618,BAO_0000019,Autocuration,,,U,0,,CHEMBL620892,,
7832,1,,,,A,14387,BAO_0000218,Intermediate,,,N,1,,CHEMBL621079,,
7833,1,,,,A,14387,BAO_0000218,Intermediate,,,N,1,,CHEMBL621080,,
7834,1,,,,A,12836,BAO_0000218,Intermediate,,,N,1,,CHEMBL621081,,
7835,1,,,,A,12836,BAO_0000218,Intermediate,,,N,1,,CHEMBL621082,,
7836,1,,,,A,12836,BAO_0000218,Intermediate,,,N,1,,CHEMBL621083,,
7837,1,,,,A,14339,BAO_0000218,Intermediate,,,N,1,,CHEMBL621084,,
7838,1,,,,A,14339,BAO_0000218,Intermediate,,,N,1,,CHEMBL621085,,
7839,1,,,,A,14339,BAO_0000218,Intermediate,,,N,1,,CHEMBL621086,,
7840,1,,,,A,10524,BAO_0000218,Intermediate,,,N,1,,CHEMBL621087,,
7841,1,,,,A,9994,BAO_0000218,Intermediate,,,N,1,,CHEMBL622607,,
7842,1,,,,A,11325,BAO_0000218,Intermediate,,,N,1,,CHEMBL622608,,
7843,1,,,,A,12536,BAO_0000019,Autocuration,,,U,0,,CHEMBL624481,,
7844,1,,,,A,12536,BAO_0000019,Autocuration,,,U,0,,CHEMBL624482,,
7845,1,,,,A,12536,BAO_0000019,Autocuration,,,U,0,,CHEMBL624483,,
7846,1,,,,A,12536,BAO_0000019,Autocuration,,,U,0,,CHEMBL624484,,
7847,1,,,,A,12536,BAO_0000019,Autocuration,,,U,0,,CHEMBL624485,,
7848,1,,,,A,15556,BAO_0000218,Intermediate,,,N,1,,CHEMBL624486,,
7849,1,,,,A,2809,BAO_0000019,Autocuration,,,U,0,,CHEMBL624487,,
7850,1,,,,A,9511,BAO_0000019,Autocuration,,,U,0,,CHEMBL624488,,
7851,1,,,,A,12818,BAO_0000218,Intermediate,,,N,1,,CHEMBL624489,,
7852,1,,,,A,12818,BAO_0000218,Intermediate,,,N,1,,CHEMBL625184,,
7853,1,,,,A,15118,BAO_0000019,Autocuration,,,U,0,,CHEMBL625185,,
7854,1,,,,A,15118,BAO_0000019,Autocuration,,,U,0,,CHEMBL875954,,
7855,1,,,,A,15118,BAO_0000019,Autocuration,,,U,0,,CHEMBL625186,,
7856,1,,,,A,15118,BAO_0000019,Autocuration,,,U,0,,CHEMBL625187,,
7857,1,,,,A,2632,BAO_0000019,Autocuration,,,U,0,,CHEMBL625188,,
7858,1,,,,A,14346,BAO_0000218,Intermediate,,,N,1,,CHEMBL625189,,
7859,1,,,,A,14346,BAO_0000218,Intermediate,,,N,1,,CHEMBL625190,,
7860,1,,,,A,14346,BAO_0000218,Intermediate,,,N,1,,CHEMBL621733,,
7861,1,,,,A,14346,BAO_0000218,Intermediate,,,N,1,,CHEMBL621734,,
7862,1,,,,A,11149,BAO_0000218,Intermediate,,,N,1,,CHEMBL621735,,
7863,1,,,,A,17796,BAO_0000218,Intermediate,,Plasma,N,1,,CHEMBL621736,1969.0,
7864,1,,,,A,5247,BAO_0000218,Intermediate,,Plasma,N,1,,CHEMBL621737,1969.0,
7865,1,,,,A,4727,BAO_0000218,Intermediate,,,N,1,,CHEMBL621738,,
7866,1,In vivo,,,A,5654,BAO_0000218,Intermediate,,,N,1,,CHEMBL622806,,
7867,1,In vivo,,,A,5654,BAO_0000218,Intermediate,,,N,1,,CHEMBL623519,,
7868,1,In vivo,,,A,17260,BAO_0000218,Intermediate,,,N,1,,CHEMBL623520,,
7869,1,In vivo,,,A,17065,BAO_0000218,Intermediate,,,N,1,,CHEMBL623521,,
7870,1,In vivo,,,A,17671,BAO_0000218,Intermediate,,,N,1,,CHEMBL623522,,
7871,1,In vivo,,,A,6672,BAO_0000218,Intermediate,,,N,1,,CHEMBL623523,,
7872,1,In vivo,,,A,6673,BAO_0000218,Intermediate,,,N,1,,CHEMBL623690,,
7873,1,In vivo,,,A,5978,BAO_0000218,Intermediate,,,N,1,,CHEMBL623691,,
7874,1,In vivo,,,A,5978,BAO_0000218,Intermediate,,,N,1,,CHEMBL623692,,
7875,1,In vivo,,,A,5978,BAO_0000218,Intermediate,,,N,1,,CHEMBL623693,,
7876,1,In vivo,,,A,5978,BAO_0000218,Intermediate,,,N,1,,CHEMBL623694,,
7877,1,In vivo,,,A,4413,BAO_0000218,Intermediate,,,N,1,,CHEMBL623695,,
7878,1,In vivo,,,A,2661,BAO_0000218,Intermediate,,,N,1,,CHEMBL623696,,
7879,1,In vivo,,,A,2661,BAO_0000218,Intermediate,,,N,1,,CHEMBL623697,,
7880,1,In vivo,,,A,5005,BAO_0000218,Intermediate,,Plasma,U,0,,CHEMBL623698,1969.0,
7881,1,In vivo,,,A,5005,BAO_0000218,Intermediate,,Plasma,U,0,,CHEMBL623699,1969.0,
7882,1,In vivo,,,A,15765,BAO_0000218,Intermediate,,,N,1,,CHEMBL623700,,
7883,1,In vivo,,,A,3747,BAO_0000218,Intermediate,,,N,1,,CHEMBL623701,,
7884,1,In vivo,,,A,16366,BAO_0000218,Intermediate,,Plasma,N,1,,CHEMBL623702,1969.0,
7885,1,In vivo,,,A,4199,BAO_0000218,Intermediate,,,N,1,,CHEMBL623703,,
7886,1,In vivo,,,A,17267,BAO_0000218,Intermediate,,,N,1,,CHEMBL623704,,
7887,1,In vivo,,,A,6535,BAO_0000218,Intermediate,,,N,1,,CHEMBL623705,,
7888,1,In vivo,,,A,6535,BAO_0000218,Intermediate,,,N,1,,CHEMBL623706,,
7889,1,In vivo,,,A,5041,BAO_0000218,Intermediate,,,N,1,,CHEMBL623707,,
7890,1,In vivo,,,A,5960,BAO_0000218,Intermediate,,,N,1,,CHEMBL623708,,
7891,1,In vivo,,,A,5937,BAO_0000218,Intermediate,,,N,1,,CHEMBL623709,,
7892,1,In vivo,,,A,5871,BAO_0000218,Intermediate,,,N,1,,CHEMBL623710,,
7893,1,In vivo,,,A,5874,BAO_0000218,Intermediate,,,N,1,,CHEMBL623711,,
7894,1,In vivo,,,A,6504,BAO_0000218,Intermediate,,,N,1,,CHEMBL623712,,
7895,1,In vivo,,,A,6803,BAO_0000218,Intermediate,,,N,1,,CHEMBL623713,,
7896,1,In vivo,,,A,5041,BAO_0000218,Intermediate,,,N,1,,CHEMBL623714,,
7897,1,In vivo,,,A,5041,BAO_0000218,Intermediate,,,N,1,,CHEMBL623715,,
7898,1,In vivo,,,A,1916,BAO_0000218,Intermediate,,,N,1,,CHEMBL623716,,
7899,1,In vivo,,,A,5199,BAO_0000218,Intermediate,,,N,1,,CHEMBL622980,,
7900,1,In vivo,,,A,16367,BAO_0000218,Intermediate,,,N,1,,CHEMBL622981,,
7901,1,In vivo,,,A,6362,BAO_0000218,Intermediate,,,N,1,,CHEMBL622982,,
7902,1,In vivo,,,A,15662,BAO_0000218,Intermediate,,,N,1,,CHEMBL622983,,
7903,1,In vivo,,,A,6215,BAO_0000218,Intermediate,,,N,1,,CHEMBL622984,,
7904,1,In vivo,,,A,1466,BAO_0000218,Intermediate,,,N,1,,CHEMBL622985,,
7905,1,In vivo,,,A,15662,BAO_0000218,Intermediate,,Plasma,N,1,,CHEMBL623631,1969.0,
7906,1,In vivo,,,A,4723,BAO_0000218,Intermediate,,,N,1,,CHEMBL623632,,
7907,1,In vivo,,,A,2792,BAO_0000218,Intermediate,,Plasma,N,1,,CHEMBL623633,1969.0,
7908,1,In vivo,,,A,2792,BAO_0000218,Intermediate,,Plasma,N,1,,CHEMBL623634,1969.0,
7909,1,In vivo,,,A,5213,BAO_0000218,Intermediate,,,N,1,,CHEMBL623635,,
7910,1,In vivo,,,A,4687,BAO_0000218,Intermediate,,,N,1,,CHEMBL621195,,
7911,1,In vivo,,,A,3371,BAO_0000218,Intermediate,,,N,1,,CHEMBL621196,,
7912,1,In vivo,,,A,4690,BAO_0000218,Intermediate,,,N,1,,CHEMBL875287,,
7913,1,In vivo,,,A,5702,BAO_0000218,Intermediate,,,N,1,,CHEMBL621197,,
7914,1,In vivo,,,A,740,BAO_0000218,Intermediate,,Plasma,N,1,,CHEMBL621198,1969.0,
7915,1,In vivo,,,A,4853,BAO_0000218,Intermediate,,Plasma,N,1,,CHEMBL621199,1969.0,
7916,1,In vivo,,,A,5789,BAO_0000218,Intermediate,,,N,1,,CHEMBL621200,,
7917,1,In vivo,,,A,4527,BAO_0000218,Intermediate,,,N,1,,CHEMBL621201,,
7918,1,In vivo,,,A,4527,BAO_0000218,Intermediate,,,N,1,,CHEMBL621202,,
7919,1,In vivo,,,A,6518,BAO_0000218,Intermediate,,,N,1,,CHEMBL621203,,
7920,1,In vivo,,,A,6518,BAO_0000218,Intermediate,,,N,1,,CHEMBL621204,,
7921,1,In vivo,,,A,9866,BAO_0000218,Intermediate,,Heart,N,1,,CHEMBL621205,948.0,
7922,1,In vivo,,,A,9866,BAO_0000218,Intermediate,,Heart,N,1,,CHEMBL621206,948.0,
7923,1,In vivo,,,A,9866,BAO_0000218,Intermediate,,Heart,N,1,,CHEMBL621207,948.0,
7924,1,In vivo,,,A,9866,BAO_0000218,Intermediate,,Heart,N,1,,CHEMBL621208,948.0,
7925,1,In vivo,,,A,9866,BAO_0000218,Intermediate,,Heart,N,1,,CHEMBL621209,948.0,
7926,1,In vivo,,,A,9866,BAO_0000218,Intermediate,,Heart,N,1,,CHEMBL876484,948.0,
7927,1,In vivo,,,A,9866,BAO_0000218,Intermediate,,Heart,N,1,,CHEMBL621210,948.0,
7928,1,In vivo,,,A,9866,BAO_0000218,Intermediate,,Heart,N,1,,CHEMBL621211,948.0,
7929,1,In vivo,,,A,9866,BAO_0000218,Intermediate,,Heart,N,1,,CHEMBL621212,948.0,
7930,1,In vivo,,,A,9866,BAO_0000218,Intermediate,,Heart,N,1,,CHEMBL621213,948.0,
7931,1,In vivo,,,A,9866,BAO_0000218,Intermediate,,Heart,N,1,,CHEMBL621214,948.0,
7932,1,In vivo,,,A,9866,BAO_0000218,Intermediate,,Heart,N,1,,CHEMBL621215,948.0,
7933,1,In vivo,,,A,9866,BAO_0000218,Intermediate,,Heart,N,1,,CHEMBL621216,948.0,
7934,1,In vivo,,,A,9866,BAO_0000218,Intermediate,,Heart,N,1,,CHEMBL621217,948.0,
7935,1,In vivo,,,A,9866,BAO_0000218,Intermediate,,Heart,N,1,,CHEMBL621218,948.0,
7936,1,In vivo,,,A,9866,BAO_0000218,Intermediate,,Heart,N,1,,CHEMBL621219,948.0,
7937,1,In vivo,,,A,9866,BAO_0000218,Intermediate,,Heart,N,1,,CHEMBL621220,948.0,
7938,1,In vivo,,,A,9866,BAO_0000218,Intermediate,,Heart,N,1,,CHEMBL621221,948.0,
7939,1,In vivo,,,A,9866,BAO_0000218,Intermediate,,Heart,N,1,,CHEMBL621222,948.0,
7940,1,In vivo,,,A,9866,BAO_0000218,Intermediate,,Heart,N,1,,CHEMBL621223,948.0,
7941,1,In vivo,,,A,9866,BAO_0000218,Intermediate,,Heart,N,1,,CHEMBL876485,948.0,
7942,1,In vivo,,,A,9866,BAO_0000218,Intermediate,,Heart,N,1,,CHEMBL621224,948.0,
7943,1,In vivo,,,A,9866,BAO_0000218,Intermediate,,Heart,N,1,,CHEMBL621225,948.0,
7944,1,In vivo,,,A,9866,BAO_0000218,Intermediate,,Heart,N,1,,CHEMBL621226,948.0,
7945,1,In vivo,,,A,9866,BAO_0000218,Intermediate,,Kidney,N,1,,CHEMBL621227,2113.0,
7946,1,In vivo,,,A,9866,BAO_0000218,Intermediate,,Kidney,N,1,,CHEMBL621228,2113.0,
7947,1,In vivo,,,A,9866,BAO_0000218,Intermediate,,Kidney,N,1,,CHEMBL621229,2113.0,
7948,1,In vivo,,,A,9866,BAO_0000218,Intermediate,,Kidney,N,1,,CHEMBL621230,2113.0,
7949,1,In vivo,,,A,9866,BAO_0000218,Intermediate,,Kidney,N,1,,CHEMBL621231,2113.0,
7950,1,In vivo,,,A,9866,BAO_0000218,Intermediate,,Kidney,N,1,,CHEMBL621232,2113.0,
7951,1,In vivo,,,A,9866,BAO_0000218,Intermediate,,Kidney,N,1,,CHEMBL621233,2113.0,
7952,1,In vivo,,,A,9866,BAO_0000218,Intermediate,,Kidney,N,1,,CHEMBL621234,2113.0,
7953,1,In vivo,,,A,9866,BAO_0000218,Intermediate,,Kidney,N,1,,CHEMBL621235,2113.0,
7954,1,In vivo,,,A,9866,BAO_0000218,Intermediate,,Kidney,N,1,,CHEMBL621236,2113.0,
7955,1,In vivo,,,A,9866,BAO_0000218,Intermediate,,Kidney,N,1,,CHEMBL621237,2113.0,
7956,1,In vivo,,,A,9866,BAO_0000218,Intermediate,,Kidney,N,1,,CHEMBL876486,2113.0,
7957,1,In vivo,,,A,9866,BAO_0000218,Intermediate,,Intestine,N,1,,CHEMBL622436,160.0,
7958,1,In vivo,,,A,9866,BAO_0000218,Intermediate,,Intestine,N,1,,CHEMBL622437,160.0,
7959,1,In vivo,,,A,9866,BAO_0000218,Intermediate,,Intestine,N,1,,CHEMBL622438,160.0,
7960,1,In vivo,,,A,9866,BAO_0000218,Intermediate,,Liver,N,1,,CHEMBL622439,2107.0,
7961,1,In vivo,,,A,9866,BAO_0000218,Intermediate,,Liver,N,1,,CHEMBL622440,2107.0,
7962,1,In vivo,,,A,9866,BAO_0000218,Intermediate,,Liver,N,1,,CHEMBL622441,2107.0,
7963,1,In vivo,,,A,9866,BAO_0000218,Intermediate,,Liver,N,1,,CHEMBL622442,2107.0,
7964,1,In vivo,,,A,9866,BAO_0000218,Intermediate,,Liver,N,1,,CHEMBL622443,2107.0,
7965,1,In vivo,,,A,9866,BAO_0000218,Intermediate,,Liver,N,1,,CHEMBL622444,2107.0,
7966,1,In vivo,,,A,9866,BAO_0000218,Intermediate,,Liver,N,1,,CHEMBL622445,2107.0,
7967,1,In vivo,,,A,9866,BAO_0000218,Intermediate,,Liver,N,1,,CHEMBL622446,2107.0,
7968,1,In vivo,,,A,9866,BAO_0000218,Intermediate,,Liver,N,1,,CHEMBL622447,2107.0,
7969,1,In vivo,,,A,9866,BAO_0000218,Intermediate,,Liver,N,1,,CHEMBL622448,2107.0,
7970,1,In vivo,,,A,9866,BAO_0000218,Intermediate,,Liver,N,1,,CHEMBL622449,2107.0,
7971,1,In vivo,,,A,9866,BAO_0000218,Intermediate,,Liver,N,1,,CHEMBL622450,2107.0,
7972,1,In vivo,,,A,9866,BAO_0000218,Intermediate,,Liver,N,1,,CHEMBL622451,2107.0,
7973,1,In vivo,,,A,9866,BAO_0000218,Intermediate,,Liver,N,1,,CHEMBL622452,2107.0,
7974,1,In vivo,,,A,9866,BAO_0000218,Intermediate,,Liver,N,1,,CHEMBL622453,2107.0,
7975,1,In vivo,,,A,9866,BAO_0000218,Intermediate,,Liver,N,1,,CHEMBL622454,2107.0,
7976,1,In vivo,,,A,9866,BAO_0000218,Intermediate,,Liver,N,1,,CHEMBL622455,2107.0,
7977,1,In vivo,,,A,9866,BAO_0000218,Intermediate,,Liver,N,1,,CHEMBL876024,2107.0,
7978,1,In vivo,,,A,2792,BAO_0000218,Intermediate,,,N,1,,CHEMBL622456,,
7979,1,In vivo,,,A,15078,BAO_0000218,Intermediate,,,N,1,,CHEMBL622457,,
7980,1,In vivo,,,A,15078,BAO_0000218,Intermediate,,,N,1,,CHEMBL622458,,
7981,1,,,,A,15022,BAO_0000218,Intermediate,,,N,1,,CHEMBL622459,,
7982,1,,,,A,15022,BAO_0000218,Intermediate,,,N,1,,CHEMBL873343,,
7983,1,,,,A,15022,BAO_0000218,Intermediate,,,N,1,,CHEMBL622460,,
7984,1,,,,A,4576,BAO_0000218,Intermediate,,Plasma,N,1,,CHEMBL622461,1969.0,
7985,1,In vivo,,,A,6681,BAO_0000218,Intermediate,,Plasma,N,1,,CHEMBL622462,1969.0,
7986,1,In vivo,,,A,16365,BAO_0000218,Intermediate,,,N,1,,CHEMBL622463,,
7987,1,In vivo,,,A,16365,BAO_0000218,Intermediate,,,N,1,,CHEMBL622464,,
7988,1,In vivo,,,A,16365,BAO_0000218,Intermediate,,,N,1,,CHEMBL622465,,
7989,1,In vivo,,,A,16365,BAO_0000218,Intermediate,,,N,1,,CHEMBL622466,,
7990,1,In vivo,,,A,16365,BAO_0000218,Intermediate,,,N,1,,CHEMBL622467,,
7991,1,,,,A,6824,BAO_0000218,Intermediate,,Plasma,N,1,,CHEMBL622468,1969.0,
7992,1,,,,A,6685,BAO_0000218,Intermediate,,Plasma,N,1,,CHEMBL876025,1969.0,
7993,1,,,,A,6685,BAO_0000218,Intermediate,,Plasma,N,1,,CHEMBL622469,1969.0,
7994,1,,,,A,6685,BAO_0000218,Intermediate,,Plasma,N,1,,CHEMBL622470,1969.0,
7995,1,In vivo,,,A,15662,BAO_0000218,Intermediate,,,N,1,,CHEMBL622471,,
7996,1,,,,A,1742,BAO_0000218,Intermediate,,Plasma,N,1,,CHEMBL622472,1969.0,
7997,1,In vivo,,,A,2774,BAO_0000218,Intermediate,,Plasma,N,1,,CHEMBL622473,1969.0,
7998,1,In vivo,,,A,5199,BAO_0000218,Intermediate,,Plasma,N,1,,CHEMBL624282,1969.0,
7999,1,In vivo,,,A,12873,BAO_0000218,Intermediate,,Plasma,N,1,,CHEMBL624283,1969.0,
8000,1,In vivo,,,A,12873,BAO_0000218,Intermediate,,Plasma,N,1,,CHEMBL624284,1969.0,
8001,1,In vivo,,,A,1916,BAO_0000218,Intermediate,,Plasma,N,1,,CHEMBL624285,1969.0,
8002,1,In vivo,,,A,16367,BAO_0000218,Intermediate,,,N,1,,CHEMBL624286,,
8003,1,In vivo,,,A,16366,BAO_0000218,Intermediate,,,N,1,,CHEMBL624287,,
8004,1,,,,A,216,BAO_0000218,Intermediate,,,N,1,,CHEMBL624288,,
8005,1,In vivo,,,A,6410,BAO_0000218,Intermediate,,Plasma,N,1,,CHEMBL624289,1969.0,
8006,1,In vivo,,,A,6410,BAO_0000218,Intermediate,,Plasma,N,1,,CHEMBL873344,1969.0,
8007,1,In vivo,,,A,6215,BAO_0000218,Intermediate,,,N,1,,CHEMBL619623,,
8008,1,In vivo,,,A,3598,BAO_0000218,Expert,,,N,1,,CHEMBL621399,,
8009,1,In vivo,,,A,4527,BAO_0000218,Intermediate,,,N,1,,CHEMBL621400,,
8010,1,In vivo,,,A,17670,BAO_0000218,Intermediate,,,N,1,,CHEMBL621401,,
8011,1,,,,A,1465,BAO_0000218,Intermediate,,,N,1,,CHEMBL621402,,
8012,1,,,,A,2552,BAO_0000218,Intermediate,,,N,1,,CHEMBL621403,,
8013,1,In vivo,,,A,5656,BAO_0000218,Intermediate,,,N,1,,CHEMBL621121,,
8014,1,In vivo,,,A,17764,BAO_0000218,Intermediate,,,N,1,,CHEMBL872525,,
8015,1,,,,A,5610,BAO_0000218,Intermediate,,,N,1,,CHEMBL621122,,
8016,1,In vivo,,,A,6046,BAO_0000218,Intermediate,,,N,1,,CHEMBL621123,,
8017,1,In vivo,,,A,5874,BAO_0000218,Intermediate,,,N,1,,CHEMBL621124,,
8018,1,,,,A,17596,BAO_0000218,Intermediate,,,N,1,,CHEMBL621125,,
8019,1,In vivo,,,A,17804,BAO_0000218,Intermediate,,,N,1,,CHEMBL621126,,
8020,1,In vivo,,,A,1908,BAO_0000218,Intermediate,,,N,1,,CHEMBL621127,,
8021,1,In vivo,,,A,2959,BAO_0000218,Intermediate,,,N,1,,CHEMBL621128,,
8022,1,In vivo,,,A,6757,BAO_0000218,Intermediate,,,N,1,,CHEMBL618263,,
8023,1,In vivo,,,A,6757,BAO_0000218,Intermediate,,,N,1,,CHEMBL618264,,
8024,1,In vivo,,,A,6757,BAO_0000218,Intermediate,,,N,1,,CHEMBL618265,,
8025,1,In vivo,,,A,4186,BAO_0000218,Intermediate,,Plasma,N,1,,CHEMBL618266,1969.0,
8026,1,In vivo,,,A,15662,BAO_0000218,Intermediate,,,N,1,,CHEMBL618267,,
8027,1,,,,A,429,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL618450,1088.0,
8028,1,,,,A,429,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL618451,1088.0,
8029,1,,,,A,5546,BAO_0000218,Intermediate,,,N,1,,CHEMBL618452,,
8030,1,,,,A,3173,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL618453,1088.0,
8031,1,,,,A,3173,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL618454,1088.0,
8032,1,,,,A,3173,BAO_0000218,Intermediate,,Urine,N,1,,CHEMBL618455,1088.0,
8033,1,In vivo,,,A,4257,BAO_0000218,Intermediate,,,N,1,,CHEMBL618456,,
8034,1,In vivo,,,A,6011,BAO_0000218,Intermediate,,,N,1,,CHEMBL618457,,
8035,1,In vivo,,,A,5472,BAO_0000218,Intermediate,,,N,1,,CHEMBL618458,,
8036,1,,,,A,14346,BAO_0000218,Intermediate,,,N,1,,CHEMBL618459,,
8037,1,,,,A,14346,BAO_0000218,Intermediate,,,N,1,,CHEMBL876733,,
8038,1,,,,A,14346,BAO_0000218,Intermediate,,,N,1,,CHEMBL618460,,
8039,1,,,,A,14346,BAO_0000218,Intermediate,,,N,1,,CHEMBL618461,,
8040,1,,,,A,15469,BAO_0000019,Autocuration,,,U,0,,CHEMBL618462,,
8041,1,,,,A,14346,BAO_0000218,Intermediate,,,N,1,,CHEMBL618463,,
8042,1,,,,A,14346,BAO_0000218,Intermediate,,,N,1,,CHEMBL618464,,
8043,1,,,,A,14346,BAO_0000218,Intermediate,,,N,1,,CHEMBL618465,,
8044,1,,,,A,14346,BAO_0000218,Intermediate,,,N,1,,CHEMBL618466,,
8045,1,,,,A,14346,BAO_0000218,Intermediate,,,N,1,,CHEMBL618467,,
8046,1,,,,A,15372,BAO_0000218,Intermediate,,,N,1,,CHEMBL618468,,
8047,1,,,,A,12935,BAO_0000218,Intermediate,,Plasma,N,1,,CHEMBL618469,1969.0,
8048,1,,,,A,12935,BAO_0000218,Intermediate,,Plasma,N,1,,CHEMBL618470,1969.0,
8049,1,,,,A,14813,BAO_0000218,Autocuration,,,U,0,,CHEMBL618471,,
8050,1,,,,A,15792,BAO_0000218,Intermediate,,,N,1,,CHEMBL618472,,
8051,1,,,,A,3579,BAO_0000218,Autocuration,,,U,0,,CHEMBL618473,,
8052,1,,,,A,12487,BAO_0000218,Intermediate,,,N,1,,CHEMBL621699,,
8053,1,,,,A,12487,BAO_0000218,Intermediate,,,N,1,,CHEMBL621700,,
8054,1,,,,A,12487,BAO_0000218,Intermediate,,,N,1,,CHEMBL621701,,
8055,1,,,,A,12487,BAO_0000218,Intermediate,,,N,1,,CHEMBL621702,,
8056,1,,,,A,12487,BAO_0000218,Intermediate,,,N,1,,CHEMBL621703,,
8057,1,,,,A,12487,BAO_0000218,Intermediate,,,N,1,,CHEMBL621704,,
8058,1,,,,A,12902,BAO_0000218,Intermediate,,,N,1,,CHEMBL624259,,
8059,1,,,,A,12902,BAO_0000218,Intermediate,,,N,1,,CHEMBL624260,,
8060,1,,,,A,12902,BAO_0000218,Intermediate,,,N,1,,CHEMBL624430,,
8061,1,,,,A,12902,BAO_0000218,Intermediate,,,N,1,,CHEMBL624431,,
8062,1,,,,A,12902,BAO_0000218,Intermediate,,,N,1,,CHEMBL624432,,
8063,1,,,,A,12902,BAO_0000218,Intermediate,,,N,1,,CHEMBL624433,,
8064,1,,,,A,12902,BAO_0000218,Intermediate,,,N,1,,CHEMBL624434,,
8065,1,,,,A,12902,BAO_0000218,Intermediate,,,N,1,,CHEMBL624435,,
8066,1,,,,A,12745,BAO_0000218,Intermediate,,,N,1,,CHEMBL618570,,
8067,1,,,,A,12745,BAO_0000218,Intermediate,,,N,1,,CHEMBL618571,,
8068,1,,,,A,12745,BAO_0000218,Intermediate,,,N,1,,CHEMBL618572,,
8069,1,,,,A,12745,BAO_0000218,Intermediate,,,N,1,,CHEMBL618573,,
8070,1,,,,A,12745,BAO_0000218,Intermediate,,,N,1,,CHEMBL619267,,
8071,1,,,,A,12745,BAO_0000218,Intermediate,,,N,1,,CHEMBL619431,,
8072,1,,,,A,12745,BAO_0000218,Intermediate,,,N,1,,CHEMBL619432,,
8073,1,,,,A,12745,BAO_0000218,Intermediate,,,N,1,,CHEMBL619433,,
