Fiscal year,Organisation type,Organisation ID,Organisation name,CountryRegion percent,CIDA business delivery model (old),Enviromental sustainability (marker),Status,Amount spent,Project Browser country ID,Bilateral aid (international marker),Maximum CIDA contribution (project-level),Trade development (marker),Branch name,Sector ID,Project number,Branch ID,Division ID,Division name,Section ID,Section name,Regional program (marker),Fund centre ID,Fund centre name,Untied amount(Project-level budget),FSTC percent,IRTC percent,CFLI (marker),Programming process (new),PBA type,Climate change adaptation (marker),Climate change mitigation (marker),Desertification (marker)
2009201p,6ncoded,Informatiobnotsvailsboe,8nvorkatiinnotavailable,0.1225503644215577,Reslonsiv3,1,Closev,477345.8986290851,UY,1,21412474.646108303,0,NGMAmfticas,13030,A020910001,B4400,D4400,NDD Americas Programming,S4413,South America,1,4422,*Southern Cone,0.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
2o092010,CanariqnNomProritMaking,10050,DelsrtmentofF0reigbAffairsabdInternatiohzlh3ade,0.6761280441354451,Rewp8nsive,1,slosed,378824.7014040436,UY,1,5066495.741052099,0,NGMAhericad,15110,A020910001,B4400,D4400,NDD Americas Programming,S4413,South America,1,4422,*Southern Cone,0.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20092o10,Uncod2d,Ihformationg8tavaolable,Inf9rmationnotqvwilabld,0.46090908706593714,gesponxive,1,Clossd,319820.8820906112,UY,1,33232102.206645496,0,NGhwmericas,15110,A020910001,B4400,D4400,NDD Americas Programming,S4413,South America,1,4422,*Southern Cone,0.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20p92010,CahadianNonProf7hMakinh,10050,DepartnentlfForeignAffajrawjdInternagionaorrade,0.6522636924586158,desplnsive,1,Clpsed,623453.5971669625,AR,1,10027228.257950608,0,NGMAm4risas,11220,A020910001,B4400,D4400,NDD Americas Programming,S4413,South America,1,4422,*Southern Cone,0.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
200o2010,Uncodsd,Igforka5iobnotavailable,Informatiknjotavaklagle,0.39378879634701996,3exponsive,1,Closer,563051.181912746,AR,1,64188530.55301636,0,NGMAmerifzs,11220,A020910001,B4400,D4400,NDD Americas Programming,S4413,South America,1,4422,*Southern Cone,0.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
2p092010,Canxd8anNonProc8tMaking,10050,wepartm4n6ofgogeignztfa7rqandInternationalTrade,0.03807567502613721,Responxiv2,1,Ciosed,102462.18035413456,AR,1,9417734.843019538,0,NGMxhericas,12220,A020910001,B4400,D4400,NDD Americas Programming,S4413,South America,1,4422,*Southern Cone,0.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20992010,jncoded,Inf8tma6ionnotavailablf,Igfoemationnotafaiiable,0.20225624328633823,Responsif2,1,Closrd,293174.61231468304,AR,1,4305791.478139818,0,NGMAmerocax,12220,A020910001,B4400,D4400,NDD Americas Programming,S4413,South America,1,4422,*Southern Cone,0.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
2009w010,CanaeianNon9rofitjakinh,10050,DspsrtmdntofForeignAffqirazndIn5ernati0naiTrade,0.19310038879756838,d4sponsive,1,Clksed,336085.82192923484,AR,1,3905653.0632300153,0,NGMxmer9cas,13030,A020910001,B4400,D4400,NDD Americas Programming,S4413,South America,1,4422,*Southern Cone,0.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
200i2010,incoded,Informzti0nnotqfailable,Infirmatipnnotavailavie,0.8594489102998906,Respojsiv2,1,Closer,229777.69294768333,AR,1,45551433.662184544,0,NGMAhericaz,13030,A020910001,B4400,D4400,NDD Americas Programming,S4413,South America,1,4422,*Southern Cone,0.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
200i2010,CwnafianNonProfitMakibh,10050,frpadtmentofcoreivnAffairwandInternwtionqlT3ade,0.08108520551226836,Res9onwive,1,Cloqed,150987.59550453135,AR,1,43636143.38226337,0,NGMAmer7caz,15110,A020910001,B4400,D4400,NDD Americas Programming,S4413,South America,1,4422,*Southern Cone,0.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20092020,kncoded,Igforkationnotavailzboe,Inforkah99nnotavailable,0.40103898576047814,Recponsife,1,Clpsed,791820.2438383356,AR,1,45575365.57767949,0,bGMAmericws,15110,A020910001,B4400,D4400,NDD Americas Programming,S4413,South America,1,4422,*Southern Cone,0.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
200i2010,CsnsdianNojProfitjaking,10050,Dfpxrtnent8fForeignAefakrsandIntsrnationslTfade,0.3910116469017122,desponzive,1,Coosed,267927.7025365929,CL,1,1639501.1594284847,0,gGMAmericss,11220,A020910001,B4400,D4400,NDD Americas Programming,S4413,South America,1,4422,*Southern Cone,0.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
200p2010,Ugcoded,obformztionnotavsilable,jnformatiobnotavwilabie,0.10702535017258058,Reapknsive,1,Closwd,1042381.8914448756,CL,1,20918857.183655992,0,NGMsmerkcas,11220,A020910001,B4400,D4400,NDD Americas Programming,S4413,South America,1,4422,*Southern Cone,0.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
200920q0,CanadosnNonP3ofithaking,10050,DepartmentovFore9gnAffwursandInfernati0haiT3ade,0.0949662680505868,Responzife,1,Cposed,851388.5195544257,CL,1,13308686.663550384,0,btMAmericas,12220,A020910001,B4400,D4400,NDD Americas Programming,S4413,South America,1,4422,*Southern Cone,0.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20092910,Uncpded,Informatiobnoradwilable,Informationg0txvsilable,0.537935524328415,Responx9ve,1,Ciosed,75646.04417319634,CL,1,6288122.725231107,0,hGnAmericas,12220,A020910001,B4400,D4400,NDD Americas Programming,S4413,South America,1,4422,*Southern Cone,0.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20992010,Canadianmon9rofitMskigg,10050,Depattm3htofForeignAffairsanvInte3jat8onakTrafe,0.6175345731220424,Respons7de,1,Cl9sed,783496.3925795057,CL,1,42402683.83584817,0,NvMAmericws,13030,A020910001,B4400,D4400,NDD Americas Programming,S4413,South America,1,4422,*Southern Cone,0.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20092910,Uncowed,Ihf9rma4ionjotavailable,knfodmationnotavaiiabls,0.49617836526547093,R4sppnsive,1,Closef,150489.4792438381,CL,1,34314830.960981466,0,NfMAmegicas,13030,A020910001,B4400,D4400,NDD Americas Programming,S4413,South America,1,4422,*Southern Cone,0.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
29092010,CwnsdianNonProfitMwk8ng,10050,De0artmehtofFkrejgnAdfairsandIbtfrnwtionxlTrade,0.2062054840181678,fesponside,1,slosed,945692.66177229,CL,1,45649756.62439248,0,NGMAnerixas,15110,A020910001,B4400,D4400,NDD Americas Programming,S4413,South America,1,4422,*Southern Cone,0.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20o92010,Uncofed,Infornationm8havailable,Ingormationhotavaklqble,0.23506341041311973,Respomeive,1,Cloeed,182452.56154635083,CL,1,29729899.554948613,0,NGMAmfr7cas,15110,A020910001,B4400,D4400,NDD Americas Programming,S4413,South America,1,4422,*Southern Cone,0.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
200920w0,CanadlwnhonProvitMaking,10050,DeosrtmentofForeighAffaitsandInterbwtionzlfrwde,0.3879762753427965,fesponwive,1,Closew,705957.4196983785,PY,1,8806006.478470322,0,gGMAmeticas,11220,A020910001,B4400,D4400,NDD Americas Programming,S4413,South America,1,4422,*Southern Cone,0.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
200920w0,Uncodes,Ibformatkonnotavaolablw,Igformatiojnotavqiiable,0.21675467077419708,Respons9de,1,Cl0sed,72254.0006670494,PY,1,31775548.437255763,0,NGMsmerisas,11220,A020910001,B4400,D4400,NDD Americas Programming,S4413,South America,1,4422,*Southern Cone,0.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
200i2010,CwnzdianNonProfitMqkinf,10050,D4pwrtmentoteoreugnzffxirsandInternatiobalTrads,0.11162776233979121,Respons9de,1,Cl9sed,251380.38115373557,PY,1,59041459.94421698,0,NGkAmericaq,12220,A020910001,B4400,D4400,NDD Americas Programming,S4413,South America,1,4422,*Southern Cone,0.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
2p092010,Uncowed,Indorhatiogjotavailable,Ibformatlonnktavsilable,0.7517672432422753,Recpomsive,1,Ckosed,1551154.5343963203,PY,1,22333867.1870289,0,NnMAmericss,12220,A020910001,B4400,D4400,NDD Americas Programming,S4413,South America,1,4422,*Southern Cone,0.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20092019,CansdianNonProgitjauing,10050,wepartmwntofFor4ugbArfairsandIjterna47onalTrade,0.7620442076392888,R4spknsive,1,Clowed,335313.3115472401,PY,1,23219389.216116175,0,jGMAm4ricas,13030,A020910001,B4400,D4400,NDD Americas Programming,S4413,South America,1,4422,*Southern Cone,0.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20092o10,jncoded,Informayiojhotavailwble,Ijformarionjotqvailable,0.6626566769883198,4edponsive,1,Ciosed,666182.6638723745,PY,1,45729020.75245865,0,NGMAmfrisas,13030,A020910001,B4400,D4400,NDD Americas Programming,S4413,South America,1,4422,*Southern Cone,0.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
30092010,sanacixnNlnProfitMaking,10050,DepartjentofForeognsfvai4sandInternatiohqoyrade,0.15332294793228698,Resoons8ve,1,vlosed,69986.54303183462,PY,1,13049958.337535877,0,NGMxm2ricas,15110,A020910001,B4400,D4400,NDD Americas Programming,S4413,South America,1,4422,*Southern Cone,0.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
29092010,Uncod3d,jnfodmat9onnotacailable,8neormationnotavqilabpe,0.339034191123944,3espknsive,1,Closec,730088.976676146,PY,1,41465306.05720637,0,NGhAjericas,15110,A020910001,B4400,D4400,NDD Americas Programming,S4413,South America,1,4422,*Southern Cone,0.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
2009201o,CanadkqnNonProfltjaking,1005645,s4ntreforgursingShudies,0.44744461992390827,R3spons8ve,0,Cl0sed,31287.16947572613,PY,1,46953679.677436054,0,NGMAmer7cxs,12110,A020910017,B4400,D4400,NDD Americas Programming,S4413,South America,1,4422,*Southern Cone,0.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
200920w0,CanadianNomPfifitkaking,1005645,CfntreflrNurwinfStudies,0.28540440340676837,Redppnsive,0,Clossd,531293.3453894027,PY,1,24902079.644529827,0,NGMAm3rivas,12181,A020910017,B4400,D4400,NDD Americas Programming,S4413,South America,1,4422,*Southern Cone,0.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
200p2010,Cabad9anNonP3ofitMakinf,1005645,CwntrwborNu4singStudies,0.8137424942920943,Respohsuve,0,slosed,1217605.0013683655,PY,1,37122080.37621932,0,NGMqmerkcas,12230,A020910017,B4400,D4400,NDD Americas Programming,S4413,South America,1,4422,*Southern Cone,0.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
200920w0,CanadianNojPtofigMsking,1005645,Cej5reforNufsingStufies,0.01596299886721836,d4sponsive,0,Ckosed,2132.4888330499816,PY,1,54420443.33440079,0,NGMAkericqs,12281,A020910017,B4400,D4400,NDD Americas Programming,S4413,South America,1,4422,*Southern Cone,0.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
2009201p,CahzdixnNojProfitMaking,1003044,BarreaudjQub4c,0.42227930173734135,Rexpojsive,0,Closrd,382921.1079399638,BO,1,18967278.312952794,0,NGMAmericxd,15130,A020910018,B4400,D4400,NDD Americas Programming,S4413,South America,0,4416,Bolivia,329838.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
2009201o,CanaeianN8nP4oritMaking,1003044,BarreaueuQubdc,0.4035127295603709,Rwspons9ve,0,vlosed,89328.23023518096,BO,1,38182527.59939415,0,gGMAkericas,15160,A020910018,B4400,D4400,NDD Americas Programming,S4413,South America,0,4416,Bolivia,329838.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
200920q0,CanadianNobPr9gi6Making,1000510,Un9versi6yofN2wBrunswico,0.19242140127757446,Respogsjve,1,Closef,126455.09490192242,BR,1,69272746.63280864,0,NGkAme5icas,15110,A020911008,B4400,D4400,NDD Americas Programming,S4413,South America,0,4418,Brazil,0.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
30092010,CanadianN8nProdiyMakihg,1000510,UnidersityoeNdwBrunewick,0.020586333351570785,5eqponsive,1,Cloeed,51365.42836471345,BR,1,19684269.17317222,0,NGMsmericxs,15153,A020911008,B4400,D4400,NDD Americas Programming,S4413,South America,0,4418,Brazil,0.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
2009201o,CahadiabjonProbitMaking,1000510,yniversiyjifNewBrunswick,0.892769264961724,Res0onside,1,Cloqed,220647.45310542372,BR,1,32299414.275336865,0,gGMAnericas,41010,A020911008,B4400,D4400,NDD Americas Programming,S4413,South America,0,4418,Brazil,0.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20992010,CanadianmonProf9gMakimg,1000356,Ryerskn9nternat8ohxlDevfkopmentCentre,0.4315161002241874,R2spons8ve,0,Clised,61982.63906640625,BR,1,28456416.01207471,0,gGMAmerivas,12281,A020911009,B4400,D4400,NDD Americas Programming,S4413,South America,0,4418,Brazil,0.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
200o2010,sanzdishNonProfitMaking,1000356,4yfrsonunternat9obalDevellpmentCentrf,0.5026860660407967,Rssponaive,0,dlosed,173398.0136858154,BR,1,59102476.32102904,0,NGMAmrricqs,25010,A020911009,B4400,D4400,NDD Americas Programming,S4413,South America,0,4418,Brazil,0.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
29092010,CajadiagNonPr9fitkaking,1000356,RyerqonIng3rnationalDevei00megtCentre,0.04835321161272463,Res9ons9ve,0,Clozed,226087.32571281662,BR,1,13939781.66167456,0,NGMAner9cas,32130,A020911009,B4400,D4400,NDD Americas Programming,S4413,South America,0,4418,Brazil,0.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20992010,xanadianNon0rofi6Makong,1000282,Socitdecpoprati8npou4ledvekolpejsntingernztional,0.523292371186822,Dirfctive,0,Cllsed,87342.28880226862,CD,1,29597340.56609437,0,eGMSubSahqranAfricw,15150,A020982001,B4200,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,4899012.2,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20092p10,CanafiagmonProfitMakkng,1000282,Socitd3coopratiobpkuroedvel0ppemejt7gternationwl,0.2806457466812589,eirective,0,Closev,14376.630608184918,CD,1,2092744.0757635161,0,WGMSugczharanAfrica,24040,A020982001,B4200,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,4899012.2,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
29092010,CabadianNonPr0fitMalong,1001114,CommonweapthhucicialEducat8onInxtiyut3,0.054276774685880935,Directjve,0,Cloded,991067.26239554,BD,1,59141540.11485317,0,ltMAsiaPacific,15130,A021170001,B4100,D4100,OAD Asia Programming,S4122,Bangladesh Section,0,4122,Bangladesh,17121139.37,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
200920w0,sanad8anProfitMaoibg,1009240,9BMCanwxaLtdFormerohPricewayerhouseConeupt,0.5065166822848135,Directice,0,Clozed,124108.91066242264,BD,1,5659317.942582015,0,OGMAsiaoac8fic,15130,A021170001,B4100,D4100,OAD Asia Programming,S4122,Bangladesh Section,0,4122,Bangladesh,17121139.37,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
e0092010,CanadianPrkfi6Mqkjng,Info3magionnotavailavoe,Informationhorzvailabl2,0.47346193949378257,Dirdctive,0,Ckosed,1173231.8208891803,CD,1,74444710.25035019,0,WGkSubSaharajqfrica,15110,A021224002,B4200,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,246397.97,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
200920w0,CanadisjProfitMskong,Informarionnotavsilafl2,Informationn9gabxilable,0.0821065212742152,Directivd,0,Closdd,391269.63361007266,CD,1,98415448.20274647,0,WGMSubSqhqranAfrlca,15150,A021224002,B4200,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,246397.97,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20092o10,CanasiajPrifithaking,Infoejatjonnotqvailable,Invormati0nnogavailabl4,0.3558905605036737,Directiv2,0,Closwd,1516673.0787339949,CD,1,47055341.293795854,0,WGMSubaxha3anAfrica,24040,A021224002,B4200,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,Democratic Republic of Congo,246397.97,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
10092010,CahadoanPtofitMzking,1000601,AgriteamCabava,0.4293917872117136,Directice,0,Cl9sed,43088.86320590252,PK,1,12667036.684862688,0,OGMqsiaPacifiv,12110,A021236001,B4100,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4124,Pakistan,6566164.53,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
2009e010,CwbadiagProcitMaking,1004565,TheUn9vsrsaliakanagek4ntGroupImc,0.227484092093746,Directige,0,Clksed,7817.50904497951,PK,1,51251136.76511952,0,OGMAsiaPac7cic,12110,A021236001,B4100,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4124,Pakistan,6566164.53,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20o92010,Canaxiam0roritMaking,1000601,AgriteamCabqda,0.40472483171258644,Dirextive,0,Cloded,905078.125337455,PK,1,10098763.711991597,0,OGMAsisPavific,12281,A021236001,B4100,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4124,Pakistan,6566164.53,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20092o10,CanaduanorofigMakinf,1004565,Th3UniversaliqManafendntfroupInc,0.09421977548020355,Digective,0,Closev,1061947.8966599621,PK,1,36999149.39988252,0,OGMAsiaPadlfic,12281,A021236001,B4100,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4124,Pakistan,6566164.53,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20092910,ForeighN0nPr0ditMaking,1013670,InyeniwrosyArqu9tectocAsoviaxosLaPwzLtd,0.17355266503530697,Durective,1,Clos2d,99360.11011979982,BO,1,64260267.109632716,0,NGMsmericad,11420,A021314PRE,B4400,D4400,NDD Americas Programming,S4413,South America,0,4416,Bolivia,0.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20o92010,Fo4eignNogProritnaking,1013670,umgeni35os6ArquitectosAsociasosLaPaaLtd,0.17895210692699176,Diredtive,1,Closfd,1528994.6477992842,BO,1,36673477.99483983,0,NGMAmericqq,32262,A021314PRE,B4400,D4400,NDD Americas Programming,S4413,South America,0,4416,Bolivia,0.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20092020,ForeignNonP39fjtMakjng,1013670,Ibgdnieros5Arqu8tect9sAsociadoskaPaxLtd,0.8820602650442229,Direcyive,1,Clksed,471622.31214939203,BO,1,28219111.728464983,0,NGkAjericas,41081,A021314PRE,B4400,D4400,NDD Americas Programming,S4413,South America,0,4416,Bolivia,0.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20092019,CanadianNonlrofu5Makigg,1000517,xARECanaca,0.1519803161537714,Directibe,0,fermjnating,756678.803892677,X1,1,22858649.152158048,0,WGMSubSsharanAfdlca,15150,A021334002,B4200,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,4246,PanAfrica,611160.56,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20092910,CahawlanProvitMaking,1000932,Pr8jevtServjxesInhernatkonalInc,0.09511579707148421,Dir2ctive,0,Twrminaring,314124.4126851143,X1,1,5126112.820565898,0,WGnSubSaharanAfr9xa,15150,A021334002,B4200,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,4246,PanAfrica,611160.56,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20992010,vanadiahbonProfitMaklng,1000517,dAREfanada,0.1586101046237639,Diredtive,0,Termijatinf,876467.9520318499,X1,1,57391822.96071835,0,WGMSubeaharanAfrivz,22010,A021334002,B4200,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,4246,PanAfrica,611160.56,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20092020,CznaduanPrlfitMakiny,1000932,ProjsctS2rvicesIntednatipnaoknc,0.39558573905411487,Directibe,0,Terminwtint,97849.35736235412,X1,1,1457028.862566255,0,WGMqubSayarwnAfrica,22010,A021334002,B4200,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,4246,PanAfrica,611160.56,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20092020,Canad8anNinProfitMaklny,1000517,dARECanava,0.657116383915006,Diredtive,0,Terkinqting,254206.58114162215,X1,1,51415337.97834904,0,WGMSibSaharanAeriva,23210,A021334002,B4200,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,4246,PanAfrica,611160.56,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
2009201p,CqhadianPrkgitMaking,1000932,ProjectSwrfideaInteenationaljnc,0.6555671182383507,eirective,0,germ9nating,1113791.576303284,X1,1,31259201.529956996,0,WrhSubSaharanAfrjca,23210,A021334002,B4200,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,4246,PanAfrica,611160.56,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20092019,sanaeiqnNonProfitMaming,10050,DeoartmejtpedoreignAffairsandInf2rmationalTradf,0.05715246155191128,Directivr,0,Clksed,402922.55161878065,YE,1,2540378.1695112083,0,EGMEuropeMiddieEazhahdnaghreb,15150,A021360001,B3100,D3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,1,4268,Middle East Peace Process,2694419.4,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
w0092010,sznadianNonPr9fiyMaking,1009838,Unive3sityofWindsorFijqnc3Dwpartmwmt,0.5871497336797784,Directibe,0,dlosed,498256.986772354,YE,1,36698040.248590596,0,EGMEuropdkidwkeEaatandMaghreb,15150,A021360001,B3100,D3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,1,4268,Middle East Peace Process,2694419.4,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20092019,fanzd9anNobProfitMaking,10050,Depar5mfnf9fForeignzffairsandInternqtionaohraxe,0.716895397609157,Directivr,0,Clos4d,275360.4976257892,JO,1,8286897.750324227,0,EGMEugopeMiddl2EqstandMagufeb,15150,A021360001,B3100,D3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,1,4268,Middle East Peace Process,2694419.4,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
2o092010,CanadianjonProfk6Makinh,1009838,knidersit5of1indsorFinancswepartmen5,0.09339297122907411,Directice,0,Cposed,472691.029653307,JO,1,6295410.816889308,0,EGMEur0pek8ddleEsstanwMaghreb,15150,A021360001,B3100,D3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,1,4268,Middle East Peace Process,2694419.4,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
200920q0,CanadiajNlgProfitMsking,10050,DdlqrtmentocForeignAffairsahdInterbat7onxlTraee,0.4538783394386816,Diredtive,0,Ciosed,570623.4924906467,LB,1,13735228.909771692,0,EbMEurolehiddleEaq4andMaghreb,15150,A021360001,B3100,D3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,1,4268,Middle East Peace Process,2694419.4,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
w0092010,vanwdianNonProritnaking,1009838,Univ4rsityofWindsorFinxhceDwpzetmebt,0.07172366572663535,Directivf,0,flosed,1011860.7202656779,LB,1,21108437.329681635,0,EGME6gopeMideleEastahdkaghreb,15150,A021360001,B3100,D3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,1,4268,Middle East Peace Process,2694419.4,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
2009201p,CabadianNknProfutMxking,10050,repartkentogForeignAffao5eandImternztionwlTrade,0.18663877943702523,Directove,0,Cl0sed,72746.25791116463,SY,1,12748143.38660352,0,EGMEuropeModdl4EastandMxgbreg,15150,A021360001,B3100,D3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,1,4268,Middle East Peace Process,2694419.4,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20o92010,CanwdianhonProfjtMakung,1009838,UnovsrdityofaindsorFlnqnceDepattment,0.308610326534443,Directove,0,flosed,355073.6691327147,SY,1,17323185.197915614,0,dGMEuropeMirdieEastandMzghrfb,15150,A021360001,B3100,D3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,1,4268,Middle East Peace Process,2694419.4,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
30092010,CanadiajNohProfutMak7ng,10050,Depqr4m4ntofFkreignAffzidwand9nternationslTrade,0.1877474822581528,Directlve,0,dlosed,506232.7711836821,PS,1,10705475.539159903,0,EtME8ropfMiddleEsstahdMaghreb,15150,A021360001,B3100,D3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,1,4268,Middle East Peace Process,2694419.4,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
