assay_strain,src_assay_id,description,cell_id,tid,assay_organism,curated_by,tissue_id,assay_tax_id,assay_id,assay_test_type,assay_cell_type,variant_id,assay_category,assay_tissue,assay_type,src_id,bao_format,doc_id,confidence_score,chembl_id,assay_subcellular_fraction,relationship_type
,,90% inhibition of the 20 Mycobacterium avium complex (MAC) clinical isolates,,19640,,Autocuration,,,139,,,,,,F,1,BAO_0000019,10543,8,CHEMBL615362,,H
,,Minimum inhibitory concentration of compound against 20 Mycobacterium avium complex (MAC) clinical isolates,,19640,,Expert,,,140,,,,,,F,1,BAO_0000019,10543,8,CHEMBL615363,,H
,,Minimum inhibitory concentration of compound against 20 Mycobacterium avium complex (MAC) clinical isolates,,19640,,Autocuration,,,141,,,,,,B,1,BAO_0000357,10543,8,CHEMBL615364,,H
,,90% inhibition of the 20 Mycobacterium avium complex (MAC) clinical isolates,,19640,,Expert,,,142,,,,,,F,1,BAO_0000019,10543,8,CHEMBL615365,,H
,,In Vitro evaluation for the growth inhibition of Subline (P388/AMSA) Leukemia cell lines,524.0,80360,Mus musculus,Intermediate,,10090.0,143,,P338,,,,F,1,BAO_0000219,11365,1,CHEMBL615366,,N
,,In Vitro evaluation for the growth inhibition of Subline (P388/CP) Leukemia cell lines,524.0,80360,Mus musculus,Intermediate,,10090.0,144,,P338,,,,F,1,BAO_0000219,11365,1,CHEMBL615367,,N
,,Compound was evaluated for the inhibition of cell replication human peripheral blood lymphocytes (PBL's).,554.0,80384,Homo sapiens,Intermediate,,9606.0,145,,PBL,,,,F,1,BAO_0000219,11803,1,CHEMBL615368,,N
,,Compound was evaluated for the inhibition of cell replication sheep choroid plexus (SCP) cells,,22226,Ovis aries,Autocuration,,9940.0,146,,,,,,F,1,BAO_0000019,11803,0,CHEMBL615369,,U
,,Compound was evaluated for the inhibition of cell replication sheep choroid plexus (SCP) cells.,,22226,Ovis aries,Autocuration,,9940.0,147,,,,,,F,1,BAO_0000019,11803,0,CHEMBL615370,,U
,,Compound is evaluated in vitro for the inhibition single mutant of HIV-1 RT (Y181C),,191,,Autocuration,,,148,,,,,,B,1,BAO_0000357,12278,8,CHEMBL615673,,H
,,Compound was evaluated for its inhibitory effect on thymidine [3H]dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-5,,22226,Homo sapiens,Autocuration,,9606.0,149,,,,,,F,1,BAO_0000019,8249,0,CHEMBL615674,,U
,,Compound was evaluated for its inhibitory effect on thymidine [3H]-dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-6,,22226,Homo sapiens,Autocuration,,9606.0,150,,,,,,F,1,BAO_0000019,8249,0,CHEMBL615675,,U
,,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in at conc. 10e-7,635.0,22226,Homo sapiens,Autocuration,,9606.0,151,,CCRF-CEM,,,,F,1,BAO_0000219,8249,0,CHEMBL615676,,U
,,Compound was evaluated for its inhibitory effect on thymidine ([3H]-dThd) incorporation into DNA of CEM cells in culture at conc. 10e-4,635.0,22226,Homo sapiens,Autocuration,,9606.0,152,,CCRF-CEM,,,,F,1,BAO_0000219,8249,0,CHEMBL615677,,U
,,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in culture at conc. 10e-5,635.0,22226,Homo sapiens,Autocuration,,9606.0,153,,CCRF-CEM,,,,F,1,BAO_0000219,8249,0,CHEMBL615678,,U
,,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in culture at conc. 10e-6,635.0,22226,Homo sapiens,Autocuration,,9606.0,154,,CCRF-CEM,,,,F,1,BAO_0000219,8249,0,CHEMBL615679,,U
,,Compound was evaluated for its inhibitory effect on thymidine ([3H]-dThd) incorporation into DNA of CEM/MTX cells in at conc. 10e-7.,,22226,Homo sapiens,Autocuration,,9606.0,155,,,,,,F,1,BAO_0000019,8249,0,CHEMBL615680,,U
,,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-4,,22226,Homo sapiens,Autocuration,,9606.0,156,,,,,,F,1,BAO_0000019,8249,0,CHEMBL615681,,U
,,In vitro binding affinity towards (alpha-4)2(beta-2)3 neuronal nicotinic acetylcholine receptor in P2 membrane fractions of rat forebrain,,104290,,Autocuration,,,157,,,,,,B,1,BAO_0000249,16992,6,CHEMBL857972,,H
,,Minimum inhibitory concentration of compound against Streptococcus pyogenus septicemia in the mouse,,50264,Streptococcus pyogenes,Intermediate,,1314.0,158,,,,,,F,1,BAO_0000218,10543,1,CHEMBL857899,,N
,,Antiviral activity against 07/1 strain of thymidine kinase negative (TK-) Varicella-Zoster Virus (VZV),,50527,Human herpesvirus 3,Intermediate,,10335.0,159,,,,,,F,1,BAO_0000218,17833,1,CHEMBL615371,,N
,,Antiviral activity against 07/1 strain of VZV in HEL (human erythroleukemia) cells.,468.0,50527,vericilla zoster virus,Expert,,10335.0,160,,HEL,,,,F,1,BAO_0000218,17290,1,CHEMBL615372,,N
,,Antiviral activity against 07/1 strain of VZV; ND: No data,,50527,vericilla zoster virus,Intermediate,,10335.0,161,,,,,,F,1,BAO_0000218,17290,1,CHEMBL615373,,N
,,Antiviral activity against 07/1 strain of VZV; ND=No data,,50527,vericilla zoster virus,Intermediate,,10335.0,162,,,,,,F,1,BAO_0000218,17290,1,CHEMBL615374,,N
,,"Antibacterial activity was determined against gram negative organism, Enterobacter cloacae (MA2646)",,50145,escherichia cloac,Intermediate,,561.0,163,,,,,,F,1,BAO_0000218,10932,1,CHEMBL615375,,N
,,Ratio of Ki at A2 to Ki at A1 receptors,,22226,,Autocuration,,,164,,,,,,B,1,BAO_0000019,9707,0,CHEMBL615376,,U
,,"In vitro inhibition of 1,3-beta-glucan synthase in Candida albicans membrane assay.",,11143,Candida albicans,Expert,,5476.0,165,,,,,,B,1,BAO_0000249,2346,8,CHEMBL615377,,H
,,"Inhibition of 1,3-beta-glucan synthase",,18077,Candida glabrata CBS 138,Expert,,284593.0,166,,,,,,B,1,BAO_0000357,2205,8,CHEMBL615378,,H
,,Inhibition of growth of 1-87 human tumor cell line,832.0,80609,Homo sapiens,Intermediate,,9606.0,167,,1-87 tumor cell line,,,,F,1,BAO_0000219,11900,1,CHEMBL615379,,N
,,Inhibition of 1-lipoxygenase (LOX)in RBL cells,,12166,Rattus norvegicus,Expert,,10116.0,168,,,,,,B,1,BAO_0000219,14864,9,CHEMBL615380,,D
,,Inhibitory activity against soybean 1-lipoxygenase (SLO),,100171,Glycine max,Autocuration,,3847.0,169,,,,,,B,1,BAO_0000357,16474,9,CHEMBL615381,,D
,,Inhibitory activity against soybean 1-lipoxygenase (SLO); no effect,,100171,Glycine max,Autocuration,,3847.0,170,,,,,,B,1,BAO_0000357,16474,9,CHEMBL615382,,D
,,% inhibition against soybean 1-lipoxygenase (SLO),,100171,Glycine max,Autocuration,,3847.0,171,,,,,,B,1,BAO_0000357,16474,9,CHEMBL615383,,D
,,percent inhibition against soybean 1-lipoxygenase (SLO);NI is no inhibition,,100171,Glycine max,Autocuration,,3847.0,172,,,,,,B,1,BAO_0000357,16474,9,CHEMBL615384,,D
,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 10:90,,100171,Glycine max,Autocuration,,3847.0,173,,,,,,B,1,BAO_0000357,3094,9,CHEMBL615385,,D
,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 1:99,,100171,Glycine max,Autocuration,,3847.0,174,,,,,,B,1,BAO_0000357,3094,9,CHEMBL615386,,D
,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 25:75,,100171,Glycine max,Autocuration,,3847.0,175,,,,,,B,1,BAO_0000357,3094,9,CHEMBL615387,,D
,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 35:65,,100171,Glycine max,Autocuration,,3847.0,176,,,,,,B,1,BAO_0000357,3094,9,CHEMBL615388,,D
,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 50:50,,100171,Glycine max,Autocuration,,3847.0,177,,,,,,B,1,BAO_0000357,3094,9,CHEMBL615214,,D
,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 76:24,,100171,Glycine max,Autocuration,,3847.0,178,,,,,,B,1,BAO_0000357,3094,9,CHEMBL827087,,D
,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 87:13,,100171,Glycine max,Autocuration,,3847.0,179,,,,,,B,1,BAO_0000357,3094,9,CHEMBL615215,,D
,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 89:11,,100171,Glycine max,Autocuration,,3847.0,180,,,,,,B,1,BAO_0000357,3094,9,CHEMBL615216,,D
,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 95:5,,100171,Glycine max,Autocuration,,3847.0,181,,,,,,B,1,BAO_0000357,3094,9,CHEMBL615217,,D
,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 97:3,,100171,Glycine max,Autocuration,,3847.0,182,,,,,,B,1,BAO_0000357,3094,9,CHEMBL615218,,D
,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 99:1,,100171,Glycine max,Autocuration,,3847.0,183,,,,,,B,1,BAO_0000357,3094,9,CHEMBL615219,,D
,,Evaluated for inhibitory activity on 10-formyltetrahydrofolate synthetase(L cell) at folate substrate concentration of 100 uM,,22226,Mus musculus,Autocuration,,10090.0,184,,,,,,B,1,BAO_0000019,10413,0,CHEMBL615220,,U
,,Cells were harvested and were assayed for luciferase and -galactosidase activities (Transcriptional activity),294.0,80049,Mus musculus,Intermediate,,10090.0,185,,C3H 10T1/2,,,,F,1,BAO_0000219,16929,1,CHEMBL615221,,N
,,In vitro anticancer activity against 11 NCI NSCLC cell lines; inactive,,22226,,Intermediate,,,186,,,,,,F,1,BAO_0000019,1229,0,CHEMBL615222,,U
,,In vitro inhibitory activity against human 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),,11489,,Autocuration,,,187,,,,,,B,1,BAO_0000357,16587,8,CHEMBL615223,,H
,,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),,11862,,Autocuration,,,188,,,,,,B,1,BAO_0000357,16587,8,CHEMBL615224,,H
,,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA).,,11862,,Autocuration,,,189,,,,,,B,1,BAO_0000357,16587,8,CHEMBL615225,,H
,,Ability to convert [3H]cortisol to the tritium labeled cortisone in the presence of human 11 beta hydroxysteroid dehydrogenase type 2,,11489,,Autocuration,,,190,,,,,,B,1,BAO_0000357,16587,8,CHEMBL615226,,H
,,Inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 2 at a concentration of 0.2 mM; NI means no inhibition,,11862,,Autocuration,,,191,,,,,,B,1,BAO_0000357,16587,8,CHEMBL615227,,H
,,Evaluated for inhibition of bovine adrenal cortical mitochondrial 11 beta-hydroxylase,,12347,Bos taurus,Expert,,9913.0,192,,,,,,F,1,BAO_0000019,8058,9,CHEMBL615228,,D
,,Effect on adrenal 11-beta-hydroxylase activity at 10e-4 M; No significant effect,,100120,Rattus norvegicus,Expert,,10116.0,193,,,,,,B,1,BAO_0000357,9065,9,CHEMBL615229,,D
,,Inhibition of 11 beta-hydroxylase from rat adrenal gland,,100120,Rattus norvegicus,Expert,2369.0,10116.0,194,,,,,Adrenal gland,B,1,BAO_0000357,8865,9,CHEMBL615230,,D
,,Inhibition of rat adrenal 11-beta-hydroxylase,,100120,Rattus norvegicus,Expert,,10116.0,195,,,,,,B,1,BAO_0000357,9066,9,CHEMBL615231,,D
,,Inhibition of rat adrenal 11-beta-hydroxylase,,100120,Rattus norvegicus,Expert,,10116.0,196,,,,,,B,1,BAO_0000357,8394,9,CHEMBL884520,,D
,,Inhibition of rat adrenal 11-beta-hydroxylase at 10e-5 M,,100120,Rattus norvegicus,Expert,,10116.0,197,,,,,,B,1,BAO_0000357,8394,9,CHEMBL615232,,D
,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 1 of wistar rat liver cytosol at 10 uM was determined using [3H]cortisone,,10328,,Autocuration,,,198,,,,,,B,1,BAO_0000019,6431,8,CHEMBL615233,,H
,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,,11490,,Autocuration,,,199,,,,,,B,1,BAO_0000357,6431,8,CHEMBL827088,,H
,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,,11490,,Autocuration,,,200,,,,,,B,1,BAO_0000357,6431,8,CHEMBL615234,,H
,,Compound was tested for the percent of inhibition against 12-LO at 10 uM,,11134,,Autocuration,,,201,,,,,,F,1,BAO_0000019,9295,8,CHEMBL615235,,H
,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,12052,,Autocuration,,,202,,,,,,B,1,BAO_0000019,10193,8,CHEMBL615236,,H
,,Compound was tested in vitro for inhibition of 12-LO human platelet,,11134,,Autocuration,,,203,,,,,,B,1,BAO_0000019,13622,8,CHEMBL615237,,H
,,Inhibitory concentration against human platelet 12-lipoxygenase,,11134,,Autocuration,,,204,,,,,,F,1,BAO_0000019,12079,8,CHEMBL615238,,H
,,Compound at 100 uM was tested in vitro for inhibition of 12-LO human platelet,,11134,,Autocuration,,,205,,,,,,B,1,BAO_0000019,13622,8,CHEMBL615239,,H
,,Inhibitory concentration against human platelet 12-lipoxygenase,,11134,Homo sapiens,Autocuration,,9606.0,206,,,,,,F,1,BAO_0000019,12079,9,CHEMBL615240,,D
,,Tested for inhibition of 12-LO (12-lipoxygenase) as an inhibitor of 12(S)-HETE biosynthesis in mouse epidermal homogenates,,11835,,Expert,,,207,,,,,,B,1,BAO_0000019,13500,8,CHEMBL615241,,H
,,Inhibitory activity against conversion of [1-14C]arachidonic acid to 12-HPETE and its reduction product 12-HETE by porcine leukocyte type 12-lipoxygenase,,11601,,Expert,,,208,,,,,,B,1,BAO_0000357,13723,8,CHEMBL615242,,H
,,Inhibitory activity against human platelet 12-lipoxygenase (12-HLO),,11134,,Autocuration,,,209,,,,,,B,1,BAO_0000019,16474,8,CHEMBL615243,,H
,,Inhibitory activity against human platelet 12-lipoxygenase,,11134,,Autocuration,,,210,,,,,,B,1,BAO_0000019,1630,8,CHEMBL615244,,H
,,Inhibitory activity against human platelet 12-lipoxygenase was evaluated,,11134,,Autocuration,,,211,,,,,,B,1,BAO_0000019,167,8,CHEMBL615245,,H
,,% inhibition against human platelet 12-lipoxygenase (12-HLO),,11134,,Autocuration,,,212,,,,,,B,1,BAO_0000019,16474,8,CHEMBL615246,,H
,,Inhibitory activity against human platelet 12-lipoxygenase was evaluated at 100 uM,,11134,,Autocuration,,,213,,,,,,B,1,BAO_0000019,167,8,CHEMBL615247,,H
,,percent inhibition against human platelet 12-lipoxygenase (12-HLO); NI is no inhibition,,11134,,Autocuration,,,214,,,,,,B,1,BAO_0000019,16474,8,CHEMBL615248,,H
,,Inhibitory activity towards porcine 12-lipoxygenase,,11601,,Autocuration,,,215,,,,,,B,1,BAO_0000357,10091,8,CHEMBL615249,,H
,,Tested for inhibition against porcine 12-LO,,11601,,Autocuration,,,216,,,,,,B,1,BAO_0000357,11966,8,CHEMBL615250,,H
,,Inhibition of 12-lipoxygenase was evaluated in rat platelets stimulated by thrombin up to a concentration of 10 uM; NE means No effect,,12052,,Autocuration,,,217,,,,,,B,1,BAO_0000019,951,8,CHEMBL615251,,H
,,Inhibitory activity against 12-lipoxygenase in rat platelet rich plasma,,12052,,Autocuration,,,218,,,,,,B,1,BAO_0000019,10997,8,CHEMBL615252,,H
,,In vitro inhibition of rat platelet 12-lipoxygenase,,12052,,Expert,,,219,,,,,,B,1,BAO_0000019,10193,8,CHEMBL828340,,H
,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,12052,,Autocuration,,,220,,,,,,B,1,BAO_0000019,10193,8,CHEMBL615253,,H
,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 100 uM,,12052,,Autocuration,,,221,,,,,,B,1,BAO_0000019,10193,8,CHEMBL615254,,H
,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 30 uM,,12052,,Autocuration,,,222,,,,,,B,1,BAO_0000019,10193,8,CHEMBL615255,,H
,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,12052,,Autocuration,,,223,,,,,,B,1,BAO_0000019,10193,8,CHEMBL615256,,H
,,In vitro inhibitory activity against rat platelet 12-lipoxygenase,,12052,,Autocuration,,,224,,,,,,B,1,BAO_0000019,10193,8,CHEMBL615257,,H
,,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 uM,,12052,,Autocuration,,,225,,,,,,B,1,BAO_0000019,11087,8,CHEMBL615258,,H
,,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,621.0,80007,Homo sapiens,Intermediate,,9606.0,226,,41M,,,,F,1,BAO_0000219,15569,1,CHEMBL615259,,N
,,In vitro antitumor activity against 41M cell line.,621.0,80007,Homo sapiens,Expert,,9606.0,227,,41M,,,,F,1,BAO_0000219,12989,1,CHEMBL615260,,N
,,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,621.0,80007,Homo sapiens,Intermediate,,9606.0,228,,41M,,,,F,1,BAO_0000219,16745,1,CHEMBL615261,,N
,,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,621.0,80007,Homo sapiens,Intermediate,,9606.0,229,,41M,,,,F,1,BAO_0000219,15569,1,CHEMBL615262,,N
,,In vitro antitumor activity against 41McisR cell line.,621.0,80007,Homo sapiens,Expert,,9606.0,230,,41M,,,,F,1,BAO_0000219,12989,1,CHEMBL615263,,N
,,Resistant factor was determined between IC50 of cisplatin-resistant human tumor cell lines to that of 41McisR cell line,621.0,80007,Homo sapiens,Expert,,9606.0,231,,41M,,,,F,1,BAO_0000219,12989,1,CHEMBL838393,,N
,,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,621.0,80007,Homo sapiens,Intermediate,,9606.0,232,,41M,,,,F,1,BAO_0000219,16745,1,CHEMBL615264,,N
,,Inhibition of 5'-inosine monophosphate dehydrogenase type I (IMPDH I),,84,Homo sapiens,Expert,,9606.0,233,,,,,,B,1,BAO_0000357,6210,9,CHEMBL615265,,D
,,Inhibition of 5'-inosine monophosphate dehydrogenase type II (IMPDH II),,68,Homo sapiens,Expert,,9606.0,234,,,,,,B,1,BAO_0000357,6210,9,CHEMBL615266,,D
,,Inhibitory activity against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II),,68,,Expert,,,235,,,,,,B,1,BAO_0000357,6226,8,CHEMBL615267,,H
,,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase,,10201,,Expert,,,236,,,,,,B,1,BAO_0000357,17855,8,CHEMBL615268,,H
,,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase; nd = Not determined,,10201,,Expert,,,237,,,,,,B,1,BAO_0000357,17855,8,CHEMBL615269,,H
,,Initial dissociation constant towards human 5'-methylthioadenosine phosphorylase,,10201,,Expert,,,238,,,,,,B,1,BAO_0000357,17855,8,CHEMBL615270,,H
,,"Evaluated for inhibitory activity on 5,10-Methenyl Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",,12220,,Autocuration,,,239,,,,,,B,1,BAO_0000357,10413,8,CHEMBL615271,,H
,,"Inhibitory activity against 5,10-methylenetetrahydrofolate dehydrogenase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",,11303,Escherichia coli,Autocuration,,562.0,240,,,,,,B,1,BAO_0000357,10413,8,CHEMBL615272,,H
,,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",,11303,Escherichia coli,Autocuration,,562.0,241,,,,,,B,1,BAO_0000357,10413,8,CHEMBL615103,,H
,,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM;NT=Not tested",,11303,Escherichia coli,Autocuration,,562.0,242,,,,,,B,1,BAO_0000357,10413,8,CHEMBL615104,,H
,,"Evaluated for inhibitory activity on 5,10-Methylene Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",,12220,,Autocuration,,,243,,,,,,B,1,BAO_0000357,10413,8,CHEMBL615105,,H
,,"Evaluated for inhibitory activity on 5,10-methylenetetrahydrofolate dehydrogenase(L cell) at folate substrate concentration of 100 uM",,12220,,Autocuration,,,244,,,,,,B,1,BAO_0000357,10413,8,CHEMBL872866,,H
,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,11303,Sus scrofa,Autocuration,,9823.0,245,,,,,,B,1,BAO_0000357,7587,8,CHEMBL615106,,H
,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (A,porcine liver) enzyme.",,11303,Sus scrofa,Autocuration,,9823.0,246,,,,,,B,1,BAO_0000019,7587,8,CHEMBL615107,,H
,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-4 M inhibitory concentration",,11303,Sus scrofa,Autocuration,,9823.0,247,,,,,,B,1,BAO_0000357,7587,8,CHEMBL615108,,H
,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-5 M inhibitory concentration",,11303,Sus scrofa,Autocuration,,9823.0,248,,,,,,B,1,BAO_0000357,7587,8,CHEMBL615109,,H
