assay_id,assay_organism,tid,chembl_id,variant_id,src_id,bao_format,assay_type,assay_tax_id,relationship_type,curated_by,doc_id,description,assay_test_type,assay_category,assay_strain,assay_tissue
154,Homo sapiens,22226,CHEMBL615679,,1,BAO_0000219,F,9606.0,U,Autocuration,8249,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in culture at conc. 10e-6,,,,
155,Homo sapiens,22226,CHEMBL615680,,1,BAO_0000019,F,9606.0,U,Autocuration,8249,Compound was evaluated for its inhibitory effect on thymidine ([3H]-dThd) incorporation into DNA of CEM/MTX cells in at conc. 10e-7.,,,,
156,Homo sapiens,22226,CHEMBL615681,,1,BAO_0000019,F,9606.0,U,Autocuration,8249,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-4,,,,
157,,104290,CHEMBL857972,,1,BAO_0000249,B,,H,Autocuration,16992,In vitro binding affinity towards (alpha-4)2(beta-2)3 neuronal nicotinic acetylcholine receptor in P2 membrane fractions of rat forebrain,,,,
158,Streptococcus pyogenes,50264,CHEMBL857899,,1,BAO_0000218,F,1314.0,N,Intermediate,10543,Minimum inhibitory concentration of compound against Streptococcus pyogenus septicemia in the mouse,,,,
159,Human herpesvirus 3,50527,CHEMBL615371,,1,BAO_0000218,F,10335.0,N,Intermediate,17833,Antiviral activity against 07/1 strain of thymidine kinase negative (TK-) Varicella-Zoster Virus (VZV),,,,
160,vericilla zoster virus,50527,CHEMBL615372,,1,BAO_0000218,F,10335.0,N,Expert,17290,Antiviral activity against 07/1 strain of VZV in HEL (human erythroleukemia) cells.,,,,
161,vericilla zoster virus,50527,CHEMBL615373,,1,BAO_0000218,F,10335.0,N,Intermediate,17290,Antiviral activity against 07/1 strain of VZV; ND: No data,,,,
162,vericilla zoster virus,50527,CHEMBL615374,,1,BAO_0000218,F,10335.0,N,Intermediate,17290,Antiviral activity against 07/1 strain of VZV; ND=No data,,,,
163,escherichia cloac,50145,CHEMBL615375,,1,BAO_0000218,F,561.0,N,Intermediate,10932,"Antibacterial activity was determined against gram negative organism, Enterobacter cloacae (MA2646)",,,,
164,,22226,CHEMBL615376,,1,BAO_0000019,B,,U,Autocuration,9707,Ratio of Ki at A2 to Ki at A1 receptors,,,,
165,Candida albicans,11143,CHEMBL615377,,1,BAO_0000249,B,5476.0,H,Expert,2346,"In vitro inhibition of 1,3-beta-glucan synthase in Candida albicans membrane assay.",,,,
166,Candida glabrata CBS 138,18077,CHEMBL615378,,1,BAO_0000357,B,284593.0,H,Expert,2205,"Inhibition of 1,3-beta-glucan synthase",,,,
167,Homo sapiens,80609,CHEMBL615379,,1,BAO_0000219,F,9606.0,N,Intermediate,11900,Inhibition of growth of 1-87 human tumor cell line,,,,
168,Rattus norvegicus,12166,CHEMBL615380,,1,BAO_0000219,B,10116.0,D,Expert,14864,Inhibition of 1-lipoxygenase (LOX)in RBL cells,,,,
169,Glycine max,100171,CHEMBL615381,,1,BAO_0000357,B,3847.0,D,Autocuration,16474,Inhibitory activity against soybean 1-lipoxygenase (SLO),,,,
170,Glycine max,100171,CHEMBL615382,,1,BAO_0000357,B,3847.0,D,Autocuration,16474,Inhibitory activity against soybean 1-lipoxygenase (SLO); no effect,,,,
171,Glycine max,100171,CHEMBL615383,,1,BAO_0000357,B,3847.0,D,Autocuration,16474,% inhibition against soybean 1-lipoxygenase (SLO),,,,
172,Glycine max,100171,CHEMBL615384,,1,BAO_0000357,B,3847.0,D,Autocuration,16474,percent inhibition against soybean 1-lipoxygenase (SLO);NI is no inhibition,,,,
173,Glycine max,100171,CHEMBL615385,,1,BAO_0000357,B,3847.0,D,Autocuration,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 10:90,,,,
174,Glycine max,100171,CHEMBL615386,,1,BAO_0000357,B,3847.0,D,Autocuration,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 1:99,,,,
175,Glycine max,100171,CHEMBL615387,,1,BAO_0000357,B,3847.0,D,Autocuration,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 25:75,,,,
176,Glycine max,100171,CHEMBL615388,,1,BAO_0000357,B,3847.0,D,Autocuration,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 35:65,,,,
177,Glycine max,100171,CHEMBL615214,,1,BAO_0000357,B,3847.0,D,Autocuration,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 50:50,,,,
178,Glycine max,100171,CHEMBL827087,,1,BAO_0000357,B,3847.0,D,Autocuration,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 76:24,,,,
179,Glycine max,100171,CHEMBL615215,,1,BAO_0000357,B,3847.0,D,Autocuration,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 87:13,,,,
180,Glycine max,100171,CHEMBL615216,,1,BAO_0000357,B,3847.0,D,Autocuration,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 89:11,,,,
181,Glycine max,100171,CHEMBL615217,,1,BAO_0000357,B,3847.0,D,Autocuration,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 95:5,,,,
182,Glycine max,100171,CHEMBL615218,,1,BAO_0000357,B,3847.0,D,Autocuration,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 97:3,,,,
183,Glycine max,100171,CHEMBL615219,,1,BAO_0000357,B,3847.0,D,Autocuration,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 99:1,,,,
184,Mus musculus,22226,CHEMBL615220,,1,BAO_0000019,B,10090.0,U,Autocuration,10413,Evaluated for inhibitory activity on 10-formyltetrahydrofolate synthetase(L cell) at folate substrate concentration of 100 uM,,,,
185,Mus musculus,80049,CHEMBL615221,,1,BAO_0000219,F,10090.0,N,Intermediate,16929,Cells were harvested and were assayed for luciferase and -galactosidase activities (Transcriptional activity),,,,
186,,22226,CHEMBL615222,,1,BAO_0000019,F,,U,Intermediate,1229,In vitro anticancer activity against 11 NCI NSCLC cell lines; inactive,,,,
187,,11489,CHEMBL615223,,1,BAO_0000357,B,,H,Autocuration,16587,In vitro inhibitory activity against human 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),,,,
188,,11862,CHEMBL615224,,1,BAO_0000357,B,,H,Autocuration,16587,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),,,,
189,,11862,CHEMBL615225,,1,BAO_0000357,B,,H,Autocuration,16587,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA).,,,,
190,,11489,CHEMBL615226,,1,BAO_0000357,B,,H,Autocuration,16587,Ability to convert [3H]cortisol to the tritium labeled cortisone in the presence of human 11 beta hydroxysteroid dehydrogenase type 2,,,,
191,,11862,CHEMBL615227,,1,BAO_0000357,B,,H,Autocuration,16587,Inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 2 at a concentration of 0.2 mM; NI means no inhibition,,,,
192,Bos taurus,12347,CHEMBL615228,,1,BAO_0000019,F,9913.0,D,Expert,8058,Evaluated for inhibition of bovine adrenal cortical mitochondrial 11 beta-hydroxylase,,,,
193,Rattus norvegicus,100120,CHEMBL615229,,1,BAO_0000357,B,10116.0,D,Expert,9065,Effect on adrenal 11-beta-hydroxylase activity at 10e-4 M; No significant effect,,,,
194,Rattus norvegicus,100120,CHEMBL615230,,1,BAO_0000357,B,10116.0,D,Expert,8865,Inhibition of 11 beta-hydroxylase from rat adrenal gland,,,,Adrenal gland
195,Rattus norvegicus,100120,CHEMBL615231,,1,BAO_0000357,B,10116.0,D,Expert,9066,Inhibition of rat adrenal 11-beta-hydroxylase,,,,
196,Rattus norvegicus,100120,CHEMBL884520,,1,BAO_0000357,B,10116.0,D,Expert,8394,Inhibition of rat adrenal 11-beta-hydroxylase,,,,
197,Rattus norvegicus,100120,CHEMBL615232,,1,BAO_0000357,B,10116.0,D,Expert,8394,Inhibition of rat adrenal 11-beta-hydroxylase at 10e-5 M,,,,
198,,10328,CHEMBL615233,,1,BAO_0000019,B,,H,Autocuration,6431,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 1 of wistar rat liver cytosol at 10 uM was determined using [3H]cortisone,,,,
199,,11490,CHEMBL827088,,1,BAO_0000357,B,,H,Autocuration,6431,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,,,,
200,,11490,CHEMBL615234,,1,BAO_0000357,B,,H,Autocuration,6431,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,,,,
201,,11134,CHEMBL615235,,1,BAO_0000019,F,,H,Autocuration,9295,Compound was tested for the percent of inhibition against 12-LO at 10 uM,,,,
202,,12052,CHEMBL615236,,1,BAO_0000019,B,,H,Autocuration,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,,,
203,,11134,CHEMBL615237,,1,BAO_0000019,B,,H,Autocuration,13622,Compound was tested in vitro for inhibition of 12-LO human platelet,,,,
204,,11134,CHEMBL615238,,1,BAO_0000019,F,,H,Autocuration,12079,Inhibitory concentration against human platelet 12-lipoxygenase,,,,
205,,11134,CHEMBL615239,,1,BAO_0000019,B,,H,Autocuration,13622,Compound at 100 uM was tested in vitro for inhibition of 12-LO human platelet,,,,
206,Homo sapiens,11134,CHEMBL615240,,1,BAO_0000019,F,9606.0,D,Autocuration,12079,Inhibitory concentration against human platelet 12-lipoxygenase,,,,
207,,11835,CHEMBL615241,,1,BAO_0000019,B,,H,Expert,13500,Tested for inhibition of 12-LO (12-lipoxygenase) as an inhibitor of 12(S)-HETE biosynthesis in mouse epidermal homogenates,,,,
208,,11601,CHEMBL615242,,1,BAO_0000357,B,,H,Expert,13723,Inhibitory activity against conversion of [1-14C]arachidonic acid to 12-HPETE and its reduction product 12-HETE by porcine leukocyte type 12-lipoxygenase,,,,
209,,11134,CHEMBL615243,,1,BAO_0000019,B,,H,Autocuration,16474,Inhibitory activity against human platelet 12-lipoxygenase (12-HLO),,,,
210,,11134,CHEMBL615244,,1,BAO_0000019,B,,H,Autocuration,1630,Inhibitory activity against human platelet 12-lipoxygenase,,,,
211,,11134,CHEMBL615245,,1,BAO_0000019,B,,H,Autocuration,167,Inhibitory activity against human platelet 12-lipoxygenase was evaluated,,,,
212,,11134,CHEMBL615246,,1,BAO_0000019,B,,H,Autocuration,16474,% inhibition against human platelet 12-lipoxygenase (12-HLO),,,,
213,,11134,CHEMBL615247,,1,BAO_0000019,B,,H,Autocuration,167,Inhibitory activity against human platelet 12-lipoxygenase was evaluated at 100 uM,,,,
214,,11134,CHEMBL615248,,1,BAO_0000019,B,,H,Autocuration,16474,percent inhibition against human platelet 12-lipoxygenase (12-HLO); NI is no inhibition,,,,
215,,11601,CHEMBL615249,,1,BAO_0000357,B,,H,Autocuration,10091,Inhibitory activity towards porcine 12-lipoxygenase,,,,
216,,11601,CHEMBL615250,,1,BAO_0000357,B,,H,Autocuration,11966,Tested for inhibition against porcine 12-LO,,,,
217,,12052,CHEMBL615251,,1,BAO_0000019,B,,H,Autocuration,951,Inhibition of 12-lipoxygenase was evaluated in rat platelets stimulated by thrombin up to a concentration of 10 uM; NE means No effect,,,,
218,,12052,CHEMBL615252,,1,BAO_0000019,B,,H,Autocuration,10997,Inhibitory activity against 12-lipoxygenase in rat platelet rich plasma,,,,
219,,12052,CHEMBL828340,,1,BAO_0000019,B,,H,Expert,10193,In vitro inhibition of rat platelet 12-lipoxygenase,,,,
220,,12052,CHEMBL615253,,1,BAO_0000019,B,,H,Autocuration,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,,,
221,,12052,CHEMBL615254,,1,BAO_0000019,B,,H,Autocuration,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 100 uM,,,,
222,,12052,CHEMBL615255,,1,BAO_0000019,B,,H,Autocuration,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 30 uM,,,,
223,,12052,CHEMBL615256,,1,BAO_0000019,B,,H,Autocuration,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,,,
224,,12052,CHEMBL615257,,1,BAO_0000019,B,,H,Autocuration,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase,,,,
225,,12052,CHEMBL615258,,1,BAO_0000019,B,,H,Autocuration,11087,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 uM,,,,
226,Homo sapiens,80007,CHEMBL615259,,1,BAO_0000219,F,9606.0,N,Intermediate,15569,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,,,,
227,Homo sapiens,80007,CHEMBL615260,,1,BAO_0000219,F,9606.0,N,Expert,12989,In vitro antitumor activity against 41M cell line.,,,,
228,Homo sapiens,80007,CHEMBL615261,,1,BAO_0000219,F,9606.0,N,Intermediate,16745,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,,,,
229,Homo sapiens,80007,CHEMBL615262,,1,BAO_0000219,F,9606.0,N,Intermediate,15569,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,,,,
230,Homo sapiens,80007,CHEMBL615263,,1,BAO_0000219,F,9606.0,N,Expert,12989,In vitro antitumor activity against 41McisR cell line.,,,,
231,Homo sapiens,80007,CHEMBL838393,,1,BAO_0000219,F,9606.0,N,Expert,12989,Resistant factor was determined between IC50 of cisplatin-resistant human tumor cell lines to that of 41McisR cell line,,,,
232,Homo sapiens,80007,CHEMBL615264,,1,BAO_0000219,F,9606.0,N,Intermediate,16745,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,,,,
233,Homo sapiens,84,CHEMBL615265,,1,BAO_0000357,B,9606.0,D,Expert,6210,Inhibition of 5'-inosine monophosphate dehydrogenase type I (IMPDH I),,,,
234,Homo sapiens,68,CHEMBL615266,,1,BAO_0000357,B,9606.0,D,Expert,6210,Inhibition of 5'-inosine monophosphate dehydrogenase type II (IMPDH II),,,,
235,,68,CHEMBL615267,,1,BAO_0000357,B,,H,Expert,6226,Inhibitory activity against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II),,,,
236,,10201,CHEMBL615268,,1,BAO_0000357,B,,H,Expert,17855,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase,,,,
237,,10201,CHEMBL615269,,1,BAO_0000357,B,,H,Expert,17855,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase; nd = Not determined,,,,
238,,10201,CHEMBL615270,,1,BAO_0000357,B,,H,Expert,17855,Initial dissociation constant towards human 5'-methylthioadenosine phosphorylase,,,,
239,,12220,CHEMBL615271,,1,BAO_0000357,B,,H,Autocuration,10413,"Evaluated for inhibitory activity on 5,10-Methenyl Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",,,,
240,Escherichia coli,11303,CHEMBL615272,,1,BAO_0000357,B,562.0,H,Autocuration,10413,"Inhibitory activity against 5,10-methylenetetrahydrofolate dehydrogenase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",,,,
241,Escherichia coli,11303,CHEMBL615103,,1,BAO_0000357,B,562.0,H,Autocuration,10413,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",,,,
242,Escherichia coli,11303,CHEMBL615104,,1,BAO_0000357,B,562.0,H,Autocuration,10413,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM;NT=Not tested",,,,
243,,12220,CHEMBL615105,,1,BAO_0000357,B,,H,Autocuration,10413,"Evaluated for inhibitory activity on 5,10-Methylene Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",,,,
244,,12220,CHEMBL872866,,1,BAO_0000357,B,,H,Autocuration,10413,"Evaluated for inhibitory activity on 5,10-methylenetetrahydrofolate dehydrogenase(L cell) at folate substrate concentration of 100 uM",,,,
245,Sus scrofa,11303,CHEMBL615106,,1,BAO_0000357,B,9823.0,H,Autocuration,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,,,
246,Sus scrofa,11303,CHEMBL615107,,1,BAO_0000019,B,9823.0,H,Autocuration,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (A,porcine liver) enzyme.",,,,
247,Sus scrofa,11303,CHEMBL615108,,1,BAO_0000357,B,9823.0,H,Autocuration,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-4 M inhibitory concentration",,,,
248,Sus scrofa,11303,CHEMBL615109,,1,BAO_0000357,B,9823.0,H,Autocuration,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-5 M inhibitory concentration",,,,
249,Sus scrofa,11303,CHEMBL615110,,1,BAO_0000357,B,9823.0,H,Autocuration,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,,,
250,Sus scrofa,11303,CHEMBL840105,,1,BAO_0000019,B,9823.0,H,Autocuration,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",,,,
251,Sus scrofa,11303,CHEMBL615111,,1,BAO_0000019,B,9823.0,H,Autocuration,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-5 M inhibitory concentration",,,,
252,Sus scrofa,11303,CHEMBL615112,,1,BAO_0000019,B,9823.0,H,Autocuration,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-6 M inhibitory concentration",,,,
253,Sus scrofa,11303,CHEMBL615113,,1,BAO_0000019,B,9823.0,H,Autocuration,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-7 M inhibitory concentration",,,,
254,Sus scrofa,11303,CHEMBL615114,,1,BAO_0000019,B,9823.0,H,Autocuration,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme.",,,,
255,Sus scrofa,11303,CHEMBL615115,,1,BAO_0000357,B,9823.0,H,Autocuration,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,,,
256,Sus scrofa,11303,CHEMBL615116,,1,BAO_0000019,B,9823.0,H,Autocuration,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",,,,
257,,11303,CHEMBL615698,,1,BAO_0000357,B,,H,Autocuration,7323,"Compound was tested for in vitro inhibition of 5,10-Methylene Tetrahydrofolate Cyclohydrolase, competitive against (+)-L-5,10-methenyltetrahydrofolate",,,,
258,Sus scrofa,22226,CHEMBL615699,,1,BAO_0000019,B,9823.0,U,Autocuration,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme at 10E-4 M inhibitory concentration",,,,
259,Sus scrofa,22226,CHEMBL615700,,1,BAO_0000019,B,9823.0,U,Autocuration,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme.",,,,
260,Saccharomyces cerevisiae,100249,CHEMBL615701,,1,BAO_0000357,B,4932.0,H,Expert,13750,Inhibition of 5-Desaturase involved in ergosterol biosynthesis,,,,
