assay_id,assay_organism,tid,tissue_id,assay_category,src_id,assay_test_type,src_assay_id,curated_by,doc_id,description,assay_subcellular_fraction,relationship_type,assay_cell_type,assay_type,assay_strain,assay_tax_id,assay_tissue,confidence_score
172,Glycine max,100171,,,1,,,Autocuration,16474,percent inhibition against soybean 1-lipoxygenase (SLO);NI is no inhibition,,D,,B,,3847.0,,9
173,Glycine max,100171,,,1,,,Autocuration,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 10:90,,D,,B,,3847.0,,9
174,Glycine max,100171,,,1,,,Autocuration,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 1:99,,D,,B,,3847.0,,9
175,Glycine max,100171,,,1,,,Autocuration,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 25:75,,D,,B,,3847.0,,9
176,Glycine max,100171,,,1,,,Autocuration,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 35:65,,D,,B,,3847.0,,9
177,Glycine max,100171,,,1,,,Autocuration,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 50:50,,D,,B,,3847.0,,9
178,Glycine max,100171,,,1,,,Autocuration,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 76:24,,D,,B,,3847.0,,9
179,Glycine max,100171,,,1,,,Autocuration,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 87:13,,D,,B,,3847.0,,9
180,Glycine max,100171,,,1,,,Autocuration,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 89:11,,D,,B,,3847.0,,9
181,Glycine max,100171,,,1,,,Autocuration,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 95:5,,D,,B,,3847.0,,9
182,Glycine max,100171,,,1,,,Autocuration,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 97:3,,D,,B,,3847.0,,9
183,Glycine max,100171,,,1,,,Autocuration,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 99:1,,D,,B,,3847.0,,9
184,Mus musculus,22226,,,1,,,Autocuration,10413,Evaluated for inhibitory activity on 10-formyltetrahydrofolate synthetase(L cell) at folate substrate concentration of 100 uM,,U,,B,,10090.0,,0
185,Mus musculus,80049,,,1,,,Intermediate,16929,Cells were harvested and were assayed for luciferase and -galactosidase activities (Transcriptional activity),,N,C3H 10T1/2,F,,10090.0,,1
186,,22226,,,1,,,Intermediate,1229,In vitro anticancer activity against 11 NCI NSCLC cell lines; inactive,,U,,F,,,,0
187,,11489,,,1,,,Autocuration,16587,In vitro inhibitory activity against human 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),,H,,B,,,,8
188,,11862,,,1,,,Autocuration,16587,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),,H,,B,,,,8
189,,11862,,,1,,,Autocuration,16587,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA).,,H,,B,,,,8
190,,11489,,,1,,,Autocuration,16587,Ability to convert [3H]cortisol to the tritium labeled cortisone in the presence of human 11 beta hydroxysteroid dehydrogenase type 2,,H,,B,,,,8
191,,11862,,,1,,,Autocuration,16587,Inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 2 at a concentration of 0.2 mM; NI means no inhibition,,H,,B,,,,8
192,Bos taurus,12347,,,1,,,Expert,8058,Evaluated for inhibition of bovine adrenal cortical mitochondrial 11 beta-hydroxylase,,D,,F,,9913.0,,9
193,Rattus norvegicus,100120,,,1,,,Expert,9065,Effect on adrenal 11-beta-hydroxylase activity at 10e-4 M; No significant effect,,D,,B,,10116.0,,9
194,Rattus norvegicus,100120,2369.0,,1,,,Expert,8865,Inhibition of 11 beta-hydroxylase from rat adrenal gland,,D,,B,,10116.0,Adrenal gland,9
195,Rattus norvegicus,100120,,,1,,,Expert,9066,Inhibition of rat adrenal 11-beta-hydroxylase,,D,,B,,10116.0,,9
196,Rattus norvegicus,100120,,,1,,,Expert,8394,Inhibition of rat adrenal 11-beta-hydroxylase,,D,,B,,10116.0,,9
197,Rattus norvegicus,100120,,,1,,,Expert,8394,Inhibition of rat adrenal 11-beta-hydroxylase at 10e-5 M,,D,,B,,10116.0,,9
198,,10328,,,1,,,Autocuration,6431,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 1 of wistar rat liver cytosol at 10 uM was determined using [3H]cortisone,,H,,B,,,,8
199,,11490,,,1,,,Autocuration,6431,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,,H,,B,,,,8
200,,11490,,,1,,,Autocuration,6431,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,,H,,B,,,,8
201,,11134,,,1,,,Autocuration,9295,Compound was tested for the percent of inhibition against 12-LO at 10 uM,,H,,F,,,,8
202,,12052,,,1,,,Autocuration,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,H,,B,,,,8
203,,11134,,,1,,,Autocuration,13622,Compound was tested in vitro for inhibition of 12-LO human platelet,,H,,B,,,,8
204,,11134,,,1,,,Autocuration,12079,Inhibitory concentration against human platelet 12-lipoxygenase,,H,,F,,,,8
205,,11134,,,1,,,Autocuration,13622,Compound at 100 uM was tested in vitro for inhibition of 12-LO human platelet,,H,,B,,,,8
206,Homo sapiens,11134,,,1,,,Autocuration,12079,Inhibitory concentration against human platelet 12-lipoxygenase,,D,,F,,9606.0,,9
207,,11835,,,1,,,Expert,13500,Tested for inhibition of 12-LO (12-lipoxygenase) as an inhibitor of 12(S)-HETE biosynthesis in mouse epidermal homogenates,,H,,B,,,,8
208,,11601,,,1,,,Expert,13723,Inhibitory activity against conversion of [1-14C]arachidonic acid to 12-HPETE and its reduction product 12-HETE by porcine leukocyte type 12-lipoxygenase,,H,,B,,,,8
209,,11134,,,1,,,Autocuration,16474,Inhibitory activity against human platelet 12-lipoxygenase (12-HLO),,H,,B,,,,8
210,,11134,,,1,,,Autocuration,1630,Inhibitory activity against human platelet 12-lipoxygenase,,H,,B,,,,8
211,,11134,,,1,,,Autocuration,167,Inhibitory activity against human platelet 12-lipoxygenase was evaluated,,H,,B,,,,8
212,,11134,,,1,,,Autocuration,16474,% inhibition against human platelet 12-lipoxygenase (12-HLO),,H,,B,,,,8
213,,11134,,,1,,,Autocuration,167,Inhibitory activity against human platelet 12-lipoxygenase was evaluated at 100 uM,,H,,B,,,,8
214,,11134,,,1,,,Autocuration,16474,percent inhibition against human platelet 12-lipoxygenase (12-HLO); NI is no inhibition,,H,,B,,,,8
215,,11601,,,1,,,Autocuration,10091,Inhibitory activity towards porcine 12-lipoxygenase,,H,,B,,,,8
216,,11601,,,1,,,Autocuration,11966,Tested for inhibition against porcine 12-LO,,H,,B,,,,8
217,,12052,,,1,,,Autocuration,951,Inhibition of 12-lipoxygenase was evaluated in rat platelets stimulated by thrombin up to a concentration of 10 uM; NE means No effect,,H,,B,,,,8
218,,12052,,,1,,,Autocuration,10997,Inhibitory activity against 12-lipoxygenase in rat platelet rich plasma,,H,,B,,,,8
219,,12052,,,1,,,Expert,10193,In vitro inhibition of rat platelet 12-lipoxygenase,,H,,B,,,,8
220,,12052,,,1,,,Autocuration,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,H,,B,,,,8
221,,12052,,,1,,,Autocuration,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 100 uM,,H,,B,,,,8
222,,12052,,,1,,,Autocuration,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 30 uM,,H,,B,,,,8
223,,12052,,,1,,,Autocuration,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,H,,B,,,,8
224,,12052,,,1,,,Autocuration,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase,,H,,B,,,,8
225,,12052,,,1,,,Autocuration,11087,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 uM,,H,,B,,,,8
226,Homo sapiens,80007,,,1,,,Intermediate,15569,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,,N,41M,F,,9606.0,,1
227,Homo sapiens,80007,,,1,,,Expert,12989,In vitro antitumor activity against 41M cell line.,,N,41M,F,,9606.0,,1
228,Homo sapiens,80007,,,1,,,Intermediate,16745,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,,N,41M,F,,9606.0,,1
229,Homo sapiens,80007,,,1,,,Intermediate,15569,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,,N,41M,F,,9606.0,,1
230,Homo sapiens,80007,,,1,,,Expert,12989,In vitro antitumor activity against 41McisR cell line.,,N,41M,F,,9606.0,,1
231,Homo sapiens,80007,,,1,,,Expert,12989,Resistant factor was determined between IC50 of cisplatin-resistant human tumor cell lines to that of 41McisR cell line,,N,41M,F,,9606.0,,1
232,Homo sapiens,80007,,,1,,,Intermediate,16745,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,,N,41M,F,,9606.0,,1
233,Homo sapiens,84,,,1,,,Expert,6210,Inhibition of 5'-inosine monophosphate dehydrogenase type I (IMPDH I),,D,,B,,9606.0,,9
234,Homo sapiens,68,,,1,,,Expert,6210,Inhibition of 5'-inosine monophosphate dehydrogenase type II (IMPDH II),,D,,B,,9606.0,,9
235,,68,,,1,,,Expert,6226,Inhibitory activity against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II),,H,,B,,,,8
236,,10201,,,1,,,Expert,17855,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase,,H,,B,,,,8
237,,10201,,,1,,,Expert,17855,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase; nd = Not determined,,H,,B,,,,8
238,,10201,,,1,,,Expert,17855,Initial dissociation constant towards human 5'-methylthioadenosine phosphorylase,,H,,B,,,,8
239,,12220,,,1,,,Autocuration,10413,"Evaluated for inhibitory activity on 5,10-Methenyl Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",,H,,B,,,,8
240,Escherichia coli,11303,,,1,,,Autocuration,10413,"Inhibitory activity against 5,10-methylenetetrahydrofolate dehydrogenase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",,H,,B,,562.0,,8
241,Escherichia coli,11303,,,1,,,Autocuration,10413,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",,H,,B,,562.0,,8
242,Escherichia coli,11303,,,1,,,Autocuration,10413,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM;NT=Not tested",,H,,B,,562.0,,8
243,,12220,,,1,,,Autocuration,10413,"Evaluated for inhibitory activity on 5,10-Methylene Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",,H,,B,,,,8
244,,12220,,,1,,,Autocuration,10413,"Evaluated for inhibitory activity on 5,10-methylenetetrahydrofolate dehydrogenase(L cell) at folate substrate concentration of 100 uM",,H,,B,,,,8
245,Sus scrofa,11303,,,1,,,Autocuration,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,H,,B,,9823.0,,8
246,Sus scrofa,11303,,,1,,,Autocuration,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (A,porcine liver) enzyme.",,H,,B,,9823.0,,8
247,Sus scrofa,11303,,,1,,,Autocuration,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-4 M inhibitory concentration",,H,,B,,9823.0,,8
248,Sus scrofa,11303,,,1,,,Autocuration,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-5 M inhibitory concentration",,H,,B,,9823.0,,8
249,Sus scrofa,11303,,,1,,,Autocuration,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,H,,B,,9823.0,,8
250,Sus scrofa,11303,,,1,,,Autocuration,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",,H,,B,,9823.0,,8
251,Sus scrofa,11303,,,1,,,Autocuration,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-5 M inhibitory concentration",,H,,B,,9823.0,,8
252,Sus scrofa,11303,,,1,,,Autocuration,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-6 M inhibitory concentration",,H,,B,,9823.0,,8
253,Sus scrofa,11303,,,1,,,Autocuration,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-7 M inhibitory concentration",,H,,B,,9823.0,,8
254,Sus scrofa,11303,,,1,,,Autocuration,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme.",,H,,B,,9823.0,,8
255,Sus scrofa,11303,,,1,,,Autocuration,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,H,,B,,9823.0,,8
256,Sus scrofa,11303,,,1,,,Autocuration,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",,H,,B,,9823.0,,8
257,,11303,,,1,,,Autocuration,7323,"Compound was tested for in vitro inhibition of 5,10-Methylene Tetrahydrofolate Cyclohydrolase, competitive against (+)-L-5,10-methenyltetrahydrofolate",,H,,B,,,,8
258,Sus scrofa,22226,,,1,,,Autocuration,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme at 10E-4 M inhibitory concentration",,U,,B,,9823.0,,0
259,Sus scrofa,22226,,,1,,,Autocuration,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme.",,U,,B,,9823.0,,0
260,Saccharomyces cerevisiae,100249,,,1,,,Expert,13750,Inhibition of 5-Desaturase involved in ergosterol biosynthesis,,H,,B,,4932.0,,8
261,Rattus norvegicus,22226,,,1,,,Autocuration,7662,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,,U,,B,,10116.0,,0
262,Rattus norvegicus,22226,,,1,,,Autocuration,7662,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,,U,,B,,10116.0,,0
263,Rattus norvegicus,22226,,,1,,,Autocuration,7662,"Irreversible inhibition of Walker 256 FUDR phosphorylase; expressed as Vo/Vi, velocity without inhibitor to that of velocity with inhibitor",,U,,B,,10116.0,,0
264,,104698,,,1,,,Autocuration,12211,"Tested for 5-HT 3 receptor antagonist potency by ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",,H,,F,,,,6
265,,104698,,,1,,,Autocuration,12211,"Compound was tested for its 5-HT 3 receptor antagonist potency by their ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",,H,,F,,,,6
266,Cavia porcellus,20033,2116.0,,1,,,Intermediate,12211,Relative ability to increase cholinergically mediated contractions in isolated ileum of guinea pig,,D,,F,,10141.0,Ileum,9
267,,10623,,,1,,,Expert,12211,Stimulatory activity of intragastric pressure was tested in the rat,,H,,F,,,,8
268,,121,,,1,,,Autocuration,15453,% Decrease of 5-HT carrier-receptor -bound radioactivity using paroxetine as a radioligand.,,H,,B,,,,8
269,Rattus norvegicus,22226,,,1,,,Autocuration,11884,Dose to reduce neuronal firing against 5-HT cells in rats (iv),,U,,F,,10116.0,,0
270,,12688,,,1,,,Autocuration,7185,Antagonistic activity of corresponding methoxy compound against serotonin 5-HT receptor,,H,,F,,,,8
271,Homo sapiens,121,,,1,,,Expert,6876,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine,,D,,B,,9606.0,,9
272,Homo sapiens,121,,,1,,,Expert,6876,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine; No data,,D,,B,,9606.0,,9
273,,12198,,,1,,,Autocuration,11863,Inhibition of high affinity 5-HT uptake at concentration of 1 uM,,H,,F,,,,8
274,,12198,,,1,,,Autocuration,11863,Inhibition constant of high-affinity 5-HT uptake,,H,,B,,,,8
275,,12198,,,1,,,Autocuration,11863,Michaelis-Menten constant was reported for high affinity transport of 5-HT,,H,,F,,,,8
276,,12198,,,1,,,Autocuration,11863,Maximum rate was determined for high affinity transport of 5-HT,,H,,F,,,,8
277,,104714,,,1,,,Autocuration,4639,Compound was tested for agonistic activity against 5-HT uptake,,H,,F,,,,4
278,,10577,,,1,,,Expert,15796,Inhibition affinity against 5-HT-1B receptor in rat frontal cortex using radio binding assay,,H,,B,,,,8
279,Bos taurus,105,,,1,,,Expert,15796,Inhibition affinity against 5-HT-1D receptor in bovine caudate nucleus using radio binding assay,,H,,B,,9913.0,,8
280,Rattus norvegicus,104744,,,1,,,Autocuration,12801,Binding affinity towards 5-hydroxytryptamine 1 receptor using [3H]5-HT as radioligand,,D,,B,,10116.0,,5
281,,104744,,,1,,,Autocuration,12801,The compound was evaluated for the binding affinity towards 5-hydroxytryptamine 1 using [3H]5-HT as radioligand,,H,,B,,,,4
282,,104744,,,1,,,Autocuration,12120,Percent inhibition of binding of 3.0 nM [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat caudate membranes at 10 e -5 M,Membranes,H,,B,,,,4
283,,104744,,,1,,,Autocuration,12120,Percent inhibition of binding of 3.0 nM [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat caudate membranes at 10 e -5 M.,Membranes,H,,B,,,,4
284,,104744,,,1,,,Autocuration,11963,Displacement of binding of [3H]-5-HT to 5-hydroxytryptamine 1 receptor in rat cerebral cortex,,H,,B,,,,4
285,,51,,,1,,,Autocuration,11701,Dose required to reduce neuronal firing of 5-HT1A cells by 50%,,H,,F,,,,8
286,,51,10000000.0,,1,,,Autocuration,9995,In vitro inhibition of [3H]5-HT (2 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,,H,,B,,,Hippocampus,8
287,,51,10000000.0,,1,,,Autocuration,9995,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-HT1A receptor from bovine hippocampus,,H,,B,,,Hippocampus,8
288,,51,10000000.0,,1,,,Autocuration,9995,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,,H,,B,,,Hippocampus,8
289,,10576,,,1,In vivo,,Autocuration,16394,Antagonistic activity at postsynaptic 5-HT1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (.26-3.52),,H,,F,,,,8
290,Cavia porcellus,105570,,,1,,,Intermediate,11574,Effect on forskolin stimulated adenylate cyclase activity at 5-HT1D receptor of guinea pig substantia nigra.,,D,,F,,10141.0,,9
