ss_d,cnfdnc_scr,ss_rgnsm,dscrptn,ss_tp,ss_tx_d,ss_tss,ss_sbclllr_frctn,ss_ctgr,chmbl_d,dc_d,rltnshp_tp,b_frmt,src_d,tss_d,ss_tst_tp,crtd_b,src_ss_d,cll_d,vrnt_d
7669,1,Rattus norvegicus,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in heart; Expressed as percent dose/organ,A,10116.0,Heart,,,CHEMBL627037,10130,N,BAO_0000218,1,948.0,,Intermediate,,,
7670,1,Rattus norvegicus,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in kidney; Expressed as percent dose/organ,A,10116.0,Kidney,,,CHEMBL627038,10130,N,BAO_0000218,1,2113.0,,Intermediate,,,
7671,1,Rattus norvegicus,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in liver; Expressed as percent dose/organ,A,10116.0,Liver,,,CHEMBL627039,10130,N,BAO_0000218,1,2107.0,,Intermediate,,,
7672,1,Rattus norvegicus,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in muscle; Expressed as percent dose/organ,A,10116.0,Muscle tissue,,,CHEMBL627040,10130,N,BAO_0000218,1,2385.0,,Intermediate,,,
7673,1,Rattus norvegicus,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in spleen; Expressed as percent dose/organ,A,10116.0,Spleen,,,CHEMBL624663,10130,N,BAO_0000218,1,2106.0,,Intermediate,,,
7674,1,Rattus norvegicus,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in thyroid; Expressed as percent dose/organ,A,10116.0,Thyroid gland,,,CHEMBL625963,10130,N,BAO_0000218,1,2046.0,,Intermediate,,,
7675,1,Rattus norvegicus,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in brain; Expressed as percent dose/organ,A,10116.0,Brain,,,CHEMBL876799,10130,N,BAO_0000218,1,955.0,,Intermediate,,,
7676,1,Rattus norvegicus,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in lung; Expressed as percent dose/organ,A,10116.0,Lung,,,CHEMBL626133,10130,N,BAO_0000218,1,2048.0,,Intermediate,,,
7677,1,Rattus norvegicus,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in skin; Expressed as percent dose/organ,A,10116.0,,,,CHEMBL626134,10130,N,BAO_0000218,1,,,Intermediate,,,
7678,1,Rattus norvegicus,In vivo concentration in rat liver exposure 8 hour after oral administration 50 mg/kg,A,10116.0,,,,CHEMBL626135,6295,N,BAO_0000218,1,,,Intermediate,,,
7679,1,Rattus norvegicus,In vivo concentration in rat liver exposure 8 hour after oral administration 50 mg/kg,A,10116.0,,,,CHEMBL626136,6296,N,BAO_0000218,1,,,Intermediate,,,
7680,1,Rattus norvegicus,In vivo concentration in rat liver exposure 8 hour after oral administration 50 mg/kg; Below detection limit,A,10116.0,,,,CHEMBL626137,6296,N,BAO_0000218,1,,,Intermediate,,,
7681,1,Rattus norvegicus,In vivo concentration in rat plasma exposure at 8 hour after oral administration 50 mg/kg,A,10116.0,,,,CHEMBL626138,6295,N,BAO_0000218,1,,,Intermediate,,,
7682,1,Rattus norvegicus,In vivo concentration in rat plasma exposure at 8 hour after oral administration 50 mg/kg,A,10116.0,,,,CHEMBL626139,6296,N,BAO_0000218,1,,,Intermediate,,,
7683,1,Rattus norvegicus,C max at a dose of 10 mg/Kg administered intravenously in female hanover-wistar rat,A,10116.0,,,,CHEMBL626140,17260,N,BAO_0000218,1,,In vivo,Intermediate,,,
7684,1,Rattus norvegicus,C max at a dose of 10 mg/Kg administered perorally in female hanover-wistar rat,A,10116.0,,,,CHEMBL626141,17260,N,BAO_0000218,1,,In vivo,Intermediate,,,
7685,1,Rattus norvegicus,C24h in rat p.o. at 20 mg/kg concentration,A,10116.0,,,,CHEMBL626142,17686,N,BAO_0000218,1,,,Intermediate,,,
7686,1,Rattus norvegicus,Biodistribution in normal rat muscle in the presence of 0.005 M Gd/0.01 M lig at 2 hr,A,10116.0,Muscle tissue,,,CHEMBL627930,9866,N,BAO_0000218,1,2385.0,In vivo,Intermediate,,,
7687,1,Rattus norvegicus,Biodistribution in normal rat muscle in the presence of 0.01 M Gd/0.05 M lig,A,10116.0,Muscle tissue,,,CHEMBL627931,9866,N,BAO_0000218,1,2385.0,In vivo,Intermediate,,,
7688,1,Rattus norvegicus,Biodistribution in normal rat muscle in the presence of NAC Gd 0.01 M lig at 2 hr,A,10116.0,Muscle tissue,,,CHEMBL627932,9866,N,BAO_0000218,1,2385.0,In vivo,Intermediate,,,
7689,1,Rattus norvegicus,Biodistribution in normal rat spleen in the presence of 0.005 M Gd/0.01 M lig at 2 hr,A,10116.0,Spleen,,,CHEMBL627933,9866,N,BAO_0000218,1,2106.0,In vivo,Intermediate,,,
7690,1,Rattus norvegicus,Biodistribution in normal rat spleen in the presence of 0.01 M Gd/0.05 M lig,A,10116.0,Spleen,,,CHEMBL627934,9866,N,BAO_0000218,1,2106.0,In vivo,Intermediate,,,
7691,1,Rattus norvegicus,Biodistribution in normal rat spleen in the presence of NAC Gd 0.01 M lig at 2 hr,A,10116.0,Spleen,,,CHEMBL627935,9866,N,BAO_0000218,1,2106.0,In vivo,Intermediate,,,
7692,1,Rattus norvegicus,Biodistribution in rat blood in the presence of 0.001 M/0.008 M GdDTPA-AEP,A,10116.0,Blood,,,CHEMBL627936,9866,N,BAO_0000218,1,178.0,In vivo,Intermediate,,,
7693,1,Rattus norvegicus,Biodistribution in rat blood in the presence of 0.01 M GdDTPA-BDP,A,10116.0,Blood,,,CHEMBL627937,9866,N,BAO_0000218,1,178.0,In vivo,Intermediate,,,
7694,1,Rattus norvegicus,Biodistribution in rat blood in the presence of 0.01 M/0.01 M GdDTPA-AEP,A,10116.0,Blood,,,CHEMBL627938,9866,N,BAO_0000218,1,178.0,In vivo,Intermediate,,,
7695,1,Rattus norvegicus,Biodistribution in rat blood in the presence of 0.05 M Gd/0.15 M lig,A,10116.0,Blood,,,CHEMBL627939,9866,N,BAO_0000218,1,178.0,In vivo,Intermediate,,,
7696,1,Rattus norvegicus,Biodistribution in rat blood in the presence of 0.05 M GdDTPA-BDP,A,10116.0,Blood,,,CHEMBL627940,9866,N,BAO_0000218,1,178.0,In vivo,Intermediate,,,
7697,1,Rattus norvegicus,Biodistribution in rat blood in the presence of 0.05 M/0.05 M GdDTPA-AEP,A,10116.0,Blood,,,CHEMBL627941,9866,N,BAO_0000218,1,178.0,In vivo,Intermediate,,,
7698,1,Rattus norvegicus,Biodistribution in rat blood in the presence of 0.05 M/0.08 M GdDTPA-HPDP,A,10116.0,Blood,,,CHEMBL876800,9866,N,BAO_0000218,1,178.0,In vivo,Intermediate,,,
7699,1,Rattus norvegicus,Biodistribution in rat blood in the presence of 0.10 M GdDTPA-BDP,A,10116.0,Blood,,,CHEMBL627942,9866,N,BAO_0000218,1,178.0,In vivo,Intermediate,,,
7700,1,Rattus norvegicus,Biodistribution in rat blood in the presence of 0.10 M/0.11 M GdDTPA-AEP,A,10116.0,Blood,,,CHEMBL627943,9866,N,BAO_0000218,1,178.0,In vivo,Intermediate,,,
7701,1,Rattus norvegicus,Biodistribution in rat blood in the presence of 50 Gd/kg at 15 min,A,10116.0,Blood,,,CHEMBL627944,9866,N,BAO_0000218,1,178.0,In vivo,Intermediate,,,
7702,1,Rattus norvegicus,Biodistribution in rat blood in the presence of 50 Gd/kg at 2 hr,A,10116.0,Blood,,,CHEMBL627945,9866,N,BAO_0000218,1,178.0,In vivo,Intermediate,,,
7703,1,Rattus norvegicus,Biodistribution in rat blood in the presence of 50 Gd/kg at 6 hr,A,10116.0,Blood,,,CHEMBL628584,9866,N,BAO_0000218,1,178.0,In vivo,Intermediate,,,
7704,1,Rattus norvegicus,Biodistribution in rat blood in the presence of GdDTPA at 15 min,A,10116.0,Blood,,,CHEMBL628585,9866,N,BAO_0000218,1,178.0,In vivo,Intermediate,,,
7705,1,Rattus norvegicus,Biodistribution in rat blood in the presence of GdDTPA at 1 hr,A,10116.0,Blood,,,CHEMBL628586,9866,N,BAO_0000218,1,178.0,In vivo,Intermediate,,,
7706,1,Rattus norvegicus,Biodistribution in rat blood in the presence of GdDTPA at 30 min,A,10116.0,Blood,,,CHEMBL628587,9866,N,BAO_0000218,1,178.0,In vivo,Intermediate,,,
7707,1,Rattus norvegicus,Biodistribution in rat blood in the presence of GdDTPA at 4 hr,A,10116.0,Blood,,,CHEMBL628588,9866,N,BAO_0000218,1,178.0,In vivo,Intermediate,,,
7708,1,Rattus norvegicus,Biodistribution in rat blood in the presence of GdDTPA-BDP at 15 min,A,10116.0,Blood,,,CHEMBL628589,9866,N,BAO_0000218,1,178.0,In vivo,Intermediate,,,
7709,1,Rattus norvegicus,Biodistribution in rat blood in the presence of GdDTPA-BDP at 30 min,A,10116.0,Blood,,,CHEMBL625304,9866,N,BAO_0000218,1,178.0,In vivo,Intermediate,,,
7710,1,Rattus norvegicus,Biodistribution in rat blood in the presence of GdDTPA-BDP at 4 hr,A,10116.0,Blood,,,CHEMBL625305,9866,N,BAO_0000218,1,178.0,In vivo,Intermediate,,,
7711,1,Rattus norvegicus,Biodistribution in rat blood in the presence of GdDTPA-BDPat 1 hr,A,10116.0,Blood,,,CHEMBL625306,9866,N,BAO_0000218,1,178.0,In vivo,Intermediate,,,
7712,1,Rattus norvegicus,Biodistribution in rat blood in the presence of GdDTPA-HPDP at 15 min,A,10116.0,Blood,,,CHEMBL625307,9866,N,BAO_0000218,1,178.0,In vivo,Intermediate,,,
7713,1,Rattus norvegicus,Biodistribution in rat blood in the presence of GdDTPA-HPDP at 30 min,A,10116.0,Blood,,,CHEMBL625308,9866,N,BAO_0000218,1,178.0,In vivo,Intermediate,,,
7714,1,Rattus norvegicus,Biodistribution in rat blood in the presence of GdDTPA-HPDP at 4 hr,A,10116.0,Blood,,,CHEMBL627740,9866,N,BAO_0000218,1,178.0,In vivo,Intermediate,,,
7715,1,Rattus norvegicus,Biodistribution in rat blood in the presence of GdDTPA-HPDPat 1 hr,A,10116.0,Blood,,,CHEMBL627741,9866,N,BAO_0000218,1,178.0,In vivo,Intermediate,,,
7716,1,Rattus norvegicus,Biodistribution in rat blood in the presence of NAC Gd/0.01 M GdDTPA-HPDP,A,10116.0,Blood,,,CHEMBL627742,9866,N,BAO_0000218,1,178.0,In vivo,Intermediate,,,
7717,1,Rattus norvegicus,Biodistribution in rat blood in the presence of NCA Gd/0.01 M lip,A,10116.0,Blood,,,CHEMBL627743,9866,N,BAO_0000218,1,178.0,In vivo,Intermediate,,,
7718,1,Rattus norvegicus,Biodistribution in rat blood in the presence of NCAGd/0.01 M lig,A,10116.0,Blood,,,CHEMBL627744,9866,N,BAO_0000218,1,178.0,In vivo,Intermediate,,,
7719,1,Rattus norvegicus,Biodistribution in rat bone in the presence of 0.01 M GdDTPA-BDP,A,10116.0,Bone,,,CHEMBL627745,9866,N,BAO_0000218,1,10000001.0,In vivo,Intermediate,,,
7720,1,Rattus norvegicus,Biodistribution in rat bone in the presence of 0.01 M/0.01 M GdDTPA-AEP,A,10116.0,Bone,,,CHEMBL627746,9866,N,BAO_0000218,1,10000001.0,In vivo,Intermediate,,,
7721,1,Rattus norvegicus,Biodistribution in rat bone in the presence of 0.01 M/0.08 M GdDTPA-AEP,A,10116.0,Bone,,,CHEMBL627747,9866,N,BAO_0000218,1,10000001.0,In vivo,Intermediate,,,
7722,1,Rattus norvegicus,Biodistribution in rat bone in the presence of 0.05 M Gd/0.15 M lig,A,10116.0,Bone,,,CHEMBL876810,9866,N,BAO_0000218,1,10000001.0,In vivo,Intermediate,,,
7723,1,Rattus norvegicus,Biodistribution in rat bone in the presence of 0.05 M GdDTPA-BDP,A,10116.0,Bone,,,CHEMBL627748,9866,N,BAO_0000218,1,10000001.0,In vivo,Intermediate,,,
7724,1,Rattus norvegicus,Biodistribution in rat bone in the presence of 0.05 M/0.05 M GdDTPA-AEP,A,10116.0,Bone,,,CHEMBL627749,9866,N,BAO_0000218,1,10000001.0,In vivo,Intermediate,,,
7725,1,Rattus norvegicus,Biodistribution in rat bone in the presence of 0.05 M/0.08 M GdDTPA-HPDP,A,10116.0,Bone,,,CHEMBL627750,9866,N,BAO_0000218,1,10000001.0,In vivo,Intermediate,,,
7726,1,Rattus norvegicus,Biodistribution in rat bone in the presence of 0.10 M GdDTPA-BDP,A,10116.0,Bone,,,CHEMBL618728,9866,N,BAO_0000218,1,10000001.0,In vivo,Intermediate,,,
7727,1,Rattus norvegicus,Biodistribution in rat bone in the presence of 0.10 M/0.11 M GdDTPA-AEP,A,10116.0,Bone,,,CHEMBL618729,9866,N,BAO_0000218,1,10000001.0,In vivo,Intermediate,,,
7728,1,Rattus norvegicus,Biodistribution in rat bone in the presence of GdDTPA at 15 min,A,10116.0,Bone,,,CHEMBL618730,9866,N,BAO_0000218,1,10000001.0,In vivo,Intermediate,,,
7729,1,Rattus norvegicus,Biodistribution in rat bone in the presence of GdDTPA at 1 hr,A,10116.0,Bone,,,CHEMBL618731,9866,N,BAO_0000218,1,10000001.0,In vivo,Intermediate,,,
7730,1,Rattus norvegicus,Biodistribution in rat bone in the presence of GdDTPA at 30 min,A,10116.0,Bone,,,CHEMBL618732,9866,N,BAO_0000218,1,10000001.0,In vivo,Intermediate,,,
7731,1,Rattus norvegicus,Biodistribution in rat bone in the presence of GdDTPA at 4 hr,A,10116.0,Bone,,,CHEMBL618733,9866,N,BAO_0000218,1,10000001.0,In vivo,Intermediate,,,
7732,1,Rattus norvegicus,Biodistribution in rat bone in the presence of GdDTPA-BDP at 15 min,A,10116.0,Bone,,,CHEMBL618734,9866,N,BAO_0000218,1,10000001.0,In vivo,Intermediate,,,
7733,1,Rattus norvegicus,Biodistribution in rat bone in the presence of GdDTPA-BDP at 1 hr,A,10116.0,Bone,,,CHEMBL618735,9866,N,BAO_0000218,1,10000001.0,In vivo,Intermediate,,,
7734,1,Rattus norvegicus,Biodistribution in rat bone in the presence of GdDTPA-BDP at 30 min,A,10116.0,Bone,,,CHEMBL876602,9866,N,BAO_0000218,1,10000001.0,In vivo,Intermediate,,,
7735,1,Rattus norvegicus,Biodistribution in rat bone in the presence of GdDTPA-BDP at 4 hr,A,10116.0,Bone,,,CHEMBL618736,9866,N,BAO_0000218,1,10000001.0,In vivo,Intermediate,,,
7736,1,Rattus norvegicus,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 15 min,A,10116.0,Bone,,,CHEMBL618737,9866,N,BAO_0000218,1,10000001.0,In vivo,Intermediate,,,
7737,1,Rattus norvegicus,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 1 hr,A,10116.0,Bone,,,CHEMBL618738,9866,N,BAO_0000218,1,10000001.0,In vivo,Intermediate,,,
7738,1,Rattus norvegicus,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 30 min,A,10116.0,Bone,,,CHEMBL618739,9866,N,BAO_0000218,1,10000001.0,In vivo,Intermediate,,,
7739,1,Rattus norvegicus,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 4 hr,A,10116.0,Bone,,,CHEMBL618740,9866,N,BAO_0000218,1,10000001.0,In vivo,Intermediate,,,
7740,1,Rattus norvegicus,Biodistribution in rat bone in the presence of NAC Gd/0.01 M GdDTPA-HPDP,A,10116.0,Bone,,,CHEMBL618741,9866,N,BAO_0000218,1,10000001.0,In vivo,Intermediate,,,
7741,1,Rattus norvegicus,Biodistribution in rat bone in the presence of NCA Gd/0.01 M lip,A,10116.0,Bone,,,CHEMBL618742,9866,N,BAO_0000218,1,10000001.0,In vivo,Intermediate,,,
7742,1,Rattus norvegicus,Biodistribution in rat bone in the presence of NCAGd/0.01 M lig,A,10116.0,Bone,,,CHEMBL618743,9866,N,BAO_0000218,1,10000001.0,In vivo,Intermediate,,,
7743,1,Rattus norvegicus,Half-life from rat plasma at a single oral dose of 25 mg/kg,A,10116.0,Plasma,,,CHEMBL618744,17752,N,BAO_0000218,1,1969.0,In vivo,Intermediate,,,
7744,1,Rattus norvegicus,Half-life in male rat,A,10116.0,,,,CHEMBL618745,5610,N,BAO_0000218,1,,,Intermediate,,,
7745,1,Rattus norvegicus,Half-life in rat after peroral administration at 10 mg/kg concentration,A,10116.0,,,,CHEMBL620479,5939,N,BAO_0000218,1,,In vivo,Intermediate,,,
7746,1,Rattus norvegicus,Half-life in rat after peroral administration at 5 mg/kg concentration,A,10116.0,,,,CHEMBL620480,5939,N,BAO_0000218,1,,In vivo,Intermediate,,,
7747,1,Rattus norvegicus,Half-life in rat at a dose of 3 mg/kg,A,10116.0,,,,CHEMBL620481,17771,N,BAO_0000218,1,,In vivo,Intermediate,,,
7748,1,Rattus norvegicus,Half-life was evaluated in rats,A,10116.0,,,,CHEMBL620482,1974,N,BAO_0000218,1,,,Intermediate,,,
7749,1,Rattus norvegicus,Half-life was measured in rat,A,10116.0,,,,CHEMBL876603,4239,N,BAO_0000218,1,,,Intermediate,,,
7750,1,Rattus norvegicus,Half-life period for the compound was determined in rats at 50 mg/kg dose,A,10116.0,,,,CHEMBL620483,6681,N,BAO_0000218,1,,In vivo,Intermediate,,,
7751,1,Rattus norvegicus,Half-life period in rats after intravenous administration at 5 mg/kg,A,10116.0,,,,CHEMBL620484,17752,N,BAO_0000218,1,,In vivo,Intermediate,,,
7752,1,Rattus norvegicus,Half-life period in rat at 10 mg/kg,A,10116.0,,,,CHEMBL620485,6046,N,BAO_0000218,1,,In vivo,Intermediate,,,
7753,1,Rattus norvegicus,"Half-life period was determined in rats at 10 mg/kg, p.o. dose",A,10116.0,,,,CHEMBL620486,6685,N,BAO_0000218,1,,In vivo,Intermediate,,,
7754,1,Rattus norvegicus,"Half-life period was determined in rats at 20 mg/kg, i.p. dose",A,10116.0,,,,CHEMBL620487,6685,N,BAO_0000218,1,,In vivo,Intermediate,,,
7755,1,Rattus norvegicus,"Half-life period was determined in rats at 2 mg/kg, i.v. dose",A,10116.0,,,,CHEMBL620488,6685,N,BAO_0000218,1,,In vivo,Intermediate,,,
7756,1,Rattus norvegicus,Half-life time in rat the dose of 2 mg/kg,A,10116.0,,,,CHEMBL620489,4727,N,BAO_0000218,1,,In vivo,Intermediate,,,
7757,1,Rattus norvegicus,Half-life was estimated from the elimination phase of the oral [C] vs time curves in 4 rats,A,10116.0,,,,CHEMBL620490,1088,N,BAO_0000218,1,,In vivo,Intermediate,,,
7758,1,Rattus norvegicus,In vivo activity against Staphylococcus aureus when administered orally for 1 hr in rat at a dose of 15 mg/kg,A,10116.0,,,,CHEMBL620491,5610,N,BAO_0000218,1,,In vivo,Intermediate,,,
7759,1,Rattus norvegicus,"In vivo half life of compound in rat plasma after a oral dose of 10 mg/kg (in water, N=4)",A,10116.0,Plasma,,,CHEMBL876604,3032,N,BAO_0000218,1,1969.0,In vivo,Intermediate,,,
7760,1,Rattus norvegicus,Oral half life was determined,A,10116.0,,,,CHEMBL620492,5199,N,BAO_0000218,1,,In vivo,Intermediate,,,
7761,1,Rattus norvegicus,"Pharmacokinetic Parameter, half life period measured in Female Wistar Rats at 100 mg/kg by po administration",A,10116.0,,,,CHEMBL620493,14941,N,BAO_0000218,1,,In vivo,Intermediate,,,
7762,1,Rattus norvegicus,Pharmacokinetic property (t1/2) in rat,A,10116.0,,,,CHEMBL620494,4408,N,BAO_0000218,1,,In vivo,Intermediate,,,
7763,1,Rattus norvegicus,Plasma elimination half-life was determined,A,10116.0,Plasma,,,CHEMBL620495,2552,N,BAO_0000218,1,1969.0,,Intermediate,,,
7764,1,Rattus norvegicus,Plasma elimination half-life was determined in female Sprague-Dawley rats following intravenous (iv) administration of drug (1 mg/kg).,A,10116.0,Plasma,,,CHEMBL620496,5199,N,BAO_0000218,1,1969.0,In vivo,Intermediate,,,
7765,1,Rattus norvegicus,Plasma half life was observed after intravenous administration in rat,A,10116.0,Plasma,,,CHEMBL620497,15662,N,BAO_0000218,1,1969.0,In vivo,Intermediate,,,
7766,1,Rattus norvegicus,Plasma half-life was determined,A,10116.0,Plasma,,,CHEMBL620498,1465,N,BAO_0000218,1,1969.0,,Intermediate,,,
7767,1,Rattus norvegicus,Plasma half-life following oral administration in Fisher rats,A,10116.0,Plasma,,,CHEMBL620499,1446,N,BAO_0000218,1,1969.0,In vivo,Intermediate,,,
7768,1,Rattus norvegicus,Plasma half-life in rat,A,10116.0,Plasma,,,CHEMBL620500,6824,N,BAO_0000218,1,1969.0,,Intermediate,,,
7769,1,Rattus norvegicus,Plasmatic Half-life after intravenous administration to rat,A,10116.0,Plasma,,,CHEMBL873809,17533,N,BAO_0000218,1,1969.0,In vivo,Intermediate,,,
7770,1,Rattus norvegicus,T1/2 (half life) of compound after 2 hr iv infusion of 8.4 mg/kg in three rat,A,10116.0,,,,CHEMBL620501,5979,N,BAO_0000218,1,,In vivo,Intermediate,,,
7771,1,Rattus norvegicus,Terminal half life after intravenous administration (1 mg/kg) in rat,A,10116.0,,,,CHEMBL620502,4689,N,BAO_0000218,1,,In vivo,Intermediate,,,
7772,1,Rattus norvegicus,Terminal half life in Rat at a oral dose of 5 mg/kg,A,10116.0,,,,CHEMBL620503,4689,N,BAO_0000218,1,,In vivo,Intermediate,,,
7773,1,Rattus norvegicus,Terminal phase half-life was evaluated in vivo in rat at a dose of 5 mg/kg by intra venous administration,A,10116.0,,,,CHEMBL620504,2463,N,BAO_0000218,1,,In vivo,Intermediate,,,
7774,1,Rattus norvegicus,Tested for half life value after intravenous administration at dose of 0.2 mg/kg in rat,A,10116.0,,,,CHEMBL876605,4883,N,BAO_0000218,1,,In vivo,Intermediate,,,
7775,1,Rattus norvegicus,Tested for half life value after oral administration at dosage of 4 mg/kg in rat,A,10116.0,,,,CHEMBL620505,4883,N,BAO_0000218,1,,In vivo,Intermediate,,,
