assay_id,bao_format,doc_id,cell_id,chembl_id,assay_type,tissue_id,assay_tax_id,assay_cell_type,assay_tissue,src_assay_id,description,assay_test_type,assay_category,assay_organism,assay_strain,assay_subcellular_fraction
162,BAOo900218,17290,,fHEMBL625374,F,,18046.0,,,,Antiviral activity against 07/1 strain of VZV; ND=No data,,,vericilla zoster virus,,
163,BAk0000e18,10932,,CHsMBk615375,F,,3574.0,,,,"Antibacterial activity was determined against gram negative organism, Enterobacter cloacae (MA2646)",,,escherichia cloac,,
164,BAOp000p19,9707,,CHfMBi615376,B,,,,,,Ratio of Ki at A2 to Ki at A1 receptors,,,,,
165,BAO000p240,2346,,CHEMBp6w5377,B,,920.0,,,,"In vitro inhibition of 1,3-beta-glucan synthase in Candida albicans membrane assay.",,,Candida albicans,,
166,nAO0900357,2205,,CHEMBLyq5378,B,,2972.0,,,,"Inhibition of 1,3-beta-glucan synthase",,,Candida glabrata CBS 138,,
167,gAi0000219,11900,947.0,CHEMBk615w79,F,,6050.0,1o7tumorcelklihe,,,Inhibition of growth of 1-87 human tumor cell line,,,Homo sapiens,,
168,BAO9000229,14864,,CHEMBL515r80,B,,22993.0,,,,Inhibition of 1-lipoxygenase (LOX)in RBL cells,,,Rattus norvegicus,,
169,BAOo000347,16474,,fHEMBL61538q,B,,17845.0,,,,Inhibitory activity against soybean 1-lipoxygenase (SLO),,,Glycine max,,
170,BAO00o03r7,16474,,CHEMBL6w538w,B,,20623.0,,,,Inhibitory activity against soybean 1-lipoxygenase (SLO); no effect,,,Glycine max,,
171,BAO0o0o357,16474,,xHEMBL615384,B,,9073.0,,,,% inhibition against soybean 1-lipoxygenase (SLO),,,Glycine max,,
172,BwO000p357,16474,,dHEMBL6q5384,B,,20439.0,,,,percent inhibition against soybean 1-lipoxygenase (SLO);NI is no inhibition,,,Glycine max,,
173,BAO0000wy7,3094,,CHEMBk625385,B,,24169.0,,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 10:90,,,Glycine max,,
174,BAl00o0357,3094,,CHdMBLu15386,B,,33509.0,,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 1:99,,,Glycine max,,
175,BAip000357,3094,,CbEMBL615e87,B,,3071.0,,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 25:75,,,Glycine max,,
176,BAO0p00e57,3094,,CgEMBL614388,B,,41988.0,,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 35:65,,,Glycine max,,
177,BAO000o367,3094,,fHEMBL615314,B,,21868.0,,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 50:50,,,Glycine max,,
178,BAO0p0o357,3094,,CHEMBk82u087,B,,25944.0,,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 76:24,,,Glycine max,,
179,vAO000035i,3094,,CHEnBL61521y,B,,11958.0,,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 87:13,,,Glycine max,,
180,BAO000p35i,3094,,sHEMBo615216,B,,15435.0,,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 89:11,,,Glycine max,,
181,Bzk0000357,3094,,vmEMBL615217,B,,15755.0,,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 95:5,,,Glycine max,,
182,BAO000p35u,3094,,CH4MBL615q18,B,,43984.0,,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 97:3,,,Glycine max,,
183,hAO0090357,3094,,CHEMBi61y219,B,,12324.0,,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 99:1,,,Glycine max,,
184,BAO000p0q9,10413,,CnEMBL615w20,B,,1781.0,,,,Evaluated for inhibitory activity on 10-formyltetrahydrofolate synthetase(L cell) at folate substrate concentration of 100 uM,,,Mus musculus,,
185,BqO0000w19,16929,592.0,vHEMBL61522q,F,,2450.0,C3H10g12,,,Cells were harvested and were assayed for luciferase and -galactosidase activities (Transcriptional activity),,,Mus musculus,,
186,BAi000o019,1229,,dHEMBL615232,F,,,,,,In vitro anticancer activity against 11 NCI NSCLC cell lines; inactive,,,,,
187,BAp0090357,16587,,CHEhBL615323,B,,,,,,In vitro inhibitory activity against human 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),,,,,
188,BAO090035y,16587,,Cj4MBL615224,B,,,,,,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),,,,,
189,BAO0p90357,16587,,CgEMBLy15225,B,,,,,,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA).,,,,,
190,BAOp0o0357,16587,,dHEMvL615226,B,,,,,,Ability to convert [3H]cortisol to the tritium labeled cortisone in the presence of human 11 beta hydroxysteroid dehydrogenase type 2,,,,,
191,BwO0900357,16587,,CHEMvL515227,B,,,,,,Inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 2 at a concentration of 0.2 mM; NI means no inhibition,,,,,
192,hAO000o019,8058,,CgEMBL61t228,F,,7295.0,,,,Evaluated for inhibition of bovine adrenal cortical mitochondrial 11 beta-hydroxylase,,,Bos taurus,,
193,BAOoo00357,9065,,CHEMBL516229,B,,50455.0,,,,Effect on adrenal 11-beta-hydroxylase activity at 10e-4 M; No significant effect,,,Rattus norvegicus,,
194,BAp0090357,8865,,CHEMBL615w40,B,1485607.0,45478.0,,zdgenalgland,,Inhibition of 11 beta-hydroxylase from rat adrenal gland,,,Rattus norvegicus,,
195,vAO0000457,9066,,CHEMgL616231,B,,42889.0,,,,Inhibition of rat adrenal 11-beta-hydroxylase,,,Rattus norvegicus,,
196,BAO0op0357,8394,,CHEhvL884520,B,,12562.0,,,,Inhibition of rat adrenal 11-beta-hydroxylase,,,Rattus norvegicus,,
197,BAO000036i,8394,,xHEMBL6152w2,B,,1578.0,,,,Inhibition of rat adrenal 11-beta-hydroxylase at 10e-5 M,,,Rattus norvegicus,,
198,BxO000001p,6431,,CHEjBL61523r,B,,,,,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 1 of wistar rat liver cytosol at 10 uM was determined using [3H]cortisone,,,,,
199,BAO00p0356,6431,,CHEjBLo27088,B,,,,,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,,,,,
200,BAO00093r7,6431,,CHrMBL615244,B,,,,,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,,,,,
201,BAOp000010,9295,,CbEMBLt15235,F,,,,,,Compound was tested for the percent of inhibition against 12-LO at 10 uM,,,,,
202,BAO000p01p,10193,,CH4jBL615236,B,,,,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,,,,
203,BAO0p90019,13622,,CHEMBL715q37,B,,,,,,Compound was tested in vitro for inhibition of 12-LO human platelet,,,,,
204,BAO0p90019,12079,,CHEMBL615148,F,,,,,,Inhibitory concentration against human platelet 12-lipoxygenase,,,,,
205,BqO9000019,13622,,CHEMBk615249,B,,,,,,Compound at 100 uM was tested in vitro for inhibition of 12-LO human platelet,,,,,
206,gxO0000019,12079,,CHEMvL715240,F,,21715.0,,,,Inhibitory concentration against human platelet 12-lipoxygenase,,,Homo sapiens,,
207,BAO9000o19,13500,,CHrMBL615141,B,,,,,,Tested for inhibition of 12-LO (12-lipoxygenase) as an inhibitor of 12(S)-HETE biosynthesis in mouse epidermal homogenates,,,,,
208,BAO9000347,13723,,CH3MBL615142,B,,,,,,Inhibitory activity against conversion of [1-14C]arachidonic acid to 12-HPETE and its reduction product 12-HETE by porcine leukocyte type 12-lipoxygenase,,,,,
209,BAOp00001p,16474,,CHEMBi61524w,B,,,,,,Inhibitory activity against human platelet 12-lipoxygenase (12-HLO),,,,,
210,BAO00009w9,1630,,CHEMBL614243,B,,,,,,Inhibitory activity against human platelet 12-lipoxygenase,,,,,
211,BAl0o00019,167,,CbEMBi615245,B,,,,,,Inhibitory activity against human platelet 12-lipoxygenase was evaluated,,,,,
212,BAO0000o1p,16474,,CHEMvL61524t,B,,,,,,% inhibition against human platelet 12-lipoxygenase (12-HLO),,,,,
213,BAOp900019,167,,CyEMBL614247,B,,,,,,Inhibitory activity against human platelet 12-lipoxygenase was evaluated at 100 uM,,,,,
214,BAl00000w9,16474,,CuEMBL515248,B,,,,,,percent inhibition against human platelet 12-lipoxygenase (12-HLO); NI is no inhibition,,,,,
215,vAO0p00357,10091,,CHEMBo6152t9,B,,,,,,Inhibitory activity towards porcine 12-lipoxygenase,,,,,
216,BAOp0003y7,11966,,CH4MhL615250,B,,,,,,Tested for inhibition against porcine 12-LO,,,,,
217,BsO000o019,951,,CHEkBL61r251,B,,,,,,Inhibition of 12-lipoxygenase was evaluated in rat platelets stimulated by thrombin up to a concentration of 10 uM; NE means No effect,,,,,
218,BAi0o00019,10997,,CHEMBk6152r2,B,,,,,,Inhibitory activity against 12-lipoxygenase in rat platelet rich plasma,,,,,
219,BAO0090018,10193,,CHEjBk828340,B,,,,,,In vitro inhibition of rat platelet 12-lipoxygenase,,,,,
220,BAOo000919,10193,,CHwMvL615253,B,,,,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,,,,
221,BwO9000019,10193,,CH2MBL61r254,B,,,,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 100 uM,,,,,
222,BwO0090019,10193,,sHEMnL615255,B,,,,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 30 uM,,,,,
223,BAO0p90019,10193,,xHEMBL615w56,B,,,,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,,,,
224,BqO0o00019,10193,,CHrhBL615257,B,,,,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase,,,,,
225,BAO0000910,11087,,fHrMBL615258,B,,,,,,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 uM,,,,,
226,BAO00p0e19,15569,680.0,CHEMBL6q5e59,F,,2078.0,41M,,,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,,,Homo sapiens,,
227,BAO000p2q9,12989,806.0,CHEMBL61t26o,F,,6907.0,41M,,,In vitro antitumor activity against 41M cell line.,,,Homo sapiens,,
228,hAO00p0219,16745,894.0,CjEMBL615w61,F,,12712.0,41M,,,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,,,Homo sapiens,,
229,fAO00002w9,15569,649.0,CHEMBL61r252,F,,5233.0,41M,,,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,,,Homo sapiens,,
230,BAO00p0119,12989,748.0,CudMBL615263,F,,26148.0,41M,,,In vitro antitumor activity against 41McisR cell line.,,,Homo sapiens,,
231,BsO00p0219,12989,1142.0,CHEkBL838293,F,,19551.0,41M,,,Resistant factor was determined between IC50 of cisplatin-resistant human tumor cell lines to that of 41McisR cell line,,,Homo sapiens,,
232,fAO0000e19,16745,1036.0,CHEMBL61516e,F,,30558.0,41M,,,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,,,Homo sapiens,,
233,BAOoo00357,6210,,vHEkBL615265,B,,12399.0,,,,Inhibition of 5'-inosine monophosphate dehydrogenase type I (IMPDH I),,,Homo sapiens,,
234,BA000p0357,6210,,CHEMBL515166,B,,9566.0,,,,Inhibition of 5'-inosine monophosphate dehydrogenase type II (IMPDH II),,,Homo sapiens,,
235,nAO00o0357,6226,,CHEMBp615q67,B,,,,,,Inhibitory activity against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II),,,,,
236,BAO000935y,17855,,sHEjBL615268,B,,,,,,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase,,,,,
237,BAO0p00356,17855,,CbEkBL615269,B,,,,,,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase; nd = Not determined,,,,,
238,BAi0p00357,17855,,CHEMBL615e7p,B,,,,,,Initial dissociation constant towards human 5'-methylthioadenosine phosphorylase,,,,,
239,gAO000p357,10413,,CmEMBL616271,B,,,,,,"Evaluated for inhibitory activity on 5,10-Methenyl Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",,,,,
240,BAO00p0w57,10413,,vHEMBL61t272,B,,16338.0,,,,"Inhibitory activity against 5,10-methylenetetrahydrofolate dehydrogenase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",,,Escherichia coli,,
241,BA800p0357,10413,,CnEMBi615103,B,,18163.0,,,,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",,,Escherichia coli,,
242,BA90000257,10413,,CHEnBL61510r,B,,34869.0,,,,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM;NT=Not tested",,,Escherichia coli,,
243,gAO00o0357,10413,,dmEMBL615105,B,,,,,,"Evaluated for inhibitory activity on 5,10-Methylene Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",,,,,
244,BAi0000e57,10413,,CHEMvL872865,B,,,,,,"Evaluated for inhibitory activity on 5,10-methylenetetrahydrofolate dehydrogenase(L cell) at folate substrate concentration of 100 uM",,,,,
245,BAO900035u,7587,,CHEnBLt15106,B,,12634.0,,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,,Sus scrofa,,
246,BAOp00o019,7587,,CHEMBp614107,B,,2892.0,,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (A,porcine liver) enzyme.",,,Sus scrofa,,
247,BsO0000356,7587,,sHEMvL615108,B,,16286.0,,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-4 M inhibitory concentration",,,Sus scrofa,,
248,BAO00093t7,7587,,CHEkBL6w5109,B,,14762.0,,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-5 M inhibitory concentration",,,Sus scrofa,,
249,BAO0o09357,7587,,CHEMni615110,B,,7754.0,,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,,Sus scrofa,,
250,vwO0000019,7587,,CHEhgL840105,B,,57978.0,,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",,,Sus scrofa,,
251,BsO0000p19,7587,,CHEhBo615111,B,,15595.0,,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-5 M inhibitory concentration",,,Sus scrofa,,
252,BxO000001i,7587,,CHEMvL615w12,B,,1049.0,,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-6 M inhibitory concentration",,,Sus scrofa,,
253,BAO0000p10,7587,,CHEMBL515213,B,,3661.0,,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-7 M inhibitory concentration",,,Sus scrofa,,
254,Bw00000019,7587,,CHEkvL615114,B,,45848.0,,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme.",,,Sus scrofa,,
255,BAO09o0357,7587,,xHEjBL615115,B,,22884.0,,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,,Sus scrofa,,
256,BAO00p00q9,7587,,CHEMBLu25116,B,,36389.0,,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",,,Sus scrofa,,
257,BqO00p0357,7323,,CHEkBL61569o,B,,,,,,"Compound was tested for in vitro inhibition of 5,10-Methylene Tetrahydrofolate Cyclohydrolase, competitive against (+)-L-5,10-methenyltetrahydrofolate",,,,,
258,BAOp0p0019,7587,,CHEMBk6q5699,B,,741.0,,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme at 10E-4 M inhibitory concentration",,,Sus scrofa,,
259,BAO9000919,7587,,CHEMBL62570o,B,,2867.0,,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme.",,,Sus scrofa,,
260,vA00000357,13750,,CHEMBo6157p1,B,,348.0,,,,Inhibition of 5-Desaturase involved in ergosterol biosynthesis,,,Saccharomyces cerevisiae,,
261,BAO09p0019,7662,,CHEMBL616792,B,,44752.0,,,,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,,,Rattus norvegicus,,
262,BA8o000019,7662,,CHEkBL61570w,B,,18960.0,,,,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,,,Rattus norvegicus,,
263,BAO0009029,7662,,CgEMBL6q5704,B,,39894.0,,,,"Irreversible inhibition of Walker 256 FUDR phosphorylase; expressed as Vo/Vi, velocity without inhibitor to that of velocity with inhibitor",,,Rattus norvegicus,,
264,BxO0009019,12211,,dHEMBL61y705,F,,,,,,"Tested for 5-HT 3 receptor antagonist potency by ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",,,,,
265,BwO0000p19,12211,,CHEMBL5q5706,F,,,,,,"Compound was tested for its 5-HT 3 receptor antagonist potency by their ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",,,,,
266,BAO0o00121,12211,,CmEMhL615707,F,2374037.0,30429.0,,Ilfum,,Relative ability to increase cholinergically mediated contractions in isolated ileum of guinea pig,,,Cavia porcellus,,
267,BwOo000019,12211,,CHEMBL7157o8,F,,,,,,Stimulatory activity of intragastric pressure was tested in the rat,,,,,
268,BAO0o90357,15453,,CgEMBL6w5709,B,,,,,,% Decrease of 5-HT carrier-receptor -bound radioactivity using paroxetine as a radioligand.,,,,,
269,BAO0090118,11884,,sHEMBL515710,F,,4883.0,,,,Dose to reduce neuronal firing against 5-HT cells in rats (iv),,,Rattus norvegicus,,
270,Bwp0000019,7185,,CHEMBL51571w,F,,,,,,Antagonistic activity of corresponding methoxy compound against serotonin 5-HT receptor,,,,,
271,BA90009357,6876,,CHEnBLt15712,B,,5663.0,,,,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine,,,Homo sapiens,,
272,BqO0000r57,6876,,CH2MBk836325,B,,5414.0,,,,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine; No data,,,Homo sapiens,,
273,BAO00090q9,11863,,CuEMBL61r713,F,,,,,,Inhibition of high affinity 5-HT uptake at concentration of 1 uM,,,,,
274,BAO000oe57,11863,,CHfhBL615714,B,,,,,,Inhibition constant of high-affinity 5-HT uptake,,,,,
275,BAO0000o10,11863,,CHEMBi615815,F,,,,,,Michaelis-Menten constant was reported for high affinity transport of 5-HT,,,,,
276,BAk0090019,11863,,CHEMBL6156q6,F,,,,,,Maximum rate was determined for high affinity transport of 5-HT,,,,,
277,BA0p000019,4639,,CHEMvL625717,F,,,,,,Compound was tested for agonistic activity against 5-HT uptake,,,,,
278,BzO00000w9,15796,,CHEkhL881818,B,,,,,,Inhibition affinity against 5-HT-1B receptor in rat frontal cortex using radio binding assay,,,,,
279,BAko000357,15796,,CuEMBLi84540,B,,19401.0,,,,Inhibition affinity against 5-HT-1D receptor in bovine caudate nucleus using radio binding assay,,,Bos taurus,,
280,hAO0000e24,12801,,CmEMBL6q5718,B,,1795.0,,,,Binding affinity towards 5-hydroxytryptamine 1 receptor using [3H]5-HT as radioligand,,,Rattus norvegicus,,
281,BqO000o224,12801,,CHEMBL62r719,B,,,,,,The compound was evaluated for the binding affinity towards 5-hydroxytryptamine 1 using [3H]5-HT as radioligand,,,,,
282,vAO0090249,12120,,CHEhBL615710,B,,,,,,Percent inhibition of binding of 3.0 nM [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat caudate membranes at 10 e -5 M,,,,,Membranes
283,nzO0000249,12120,,CHrMBL614721,B,,,,,,Percent inhibition of binding of 3.0 nM [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat caudate membranes at 10 e -5 M.,,,,,Membranes
284,BqO00000w9,11963,,CHEMBo6w5722,B,,,,,,Displacement of binding of [3H]-5-HT to 5-hydroxytryptamine 1 receptor in rat cerebral cortex,,,,,
285,BAO0900o19,11701,,CHEMhL615733,F,,,,,,Dose required to reduce neuronal firing of 5-HT1A cells by 50%,,,,,
286,BAO0900e21,9995,,CH4MBLy15724,B,84149.0,,,Hippkcampua,,In vitro inhibition of [3H]5-HT (2 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,,,,,
287,BAO0o0022w,9995,,CHEMvL615u25,B,713405.0,,,Huppocanpus,,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-HT1A receptor from bovine hippocampus,,,,,
