assay_id,src_assay_id,description,assay_category,bao_format,chembl_id,doc_id,assay_tax_id,curated_by,src_id,cell_id,assay_type,assay_test_type,assay_organism,assay_strain,assay_tissue,assay_cell_type
154,,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in culture at conc. 10e-6,,BAO_0000219,CHEMBL615679,8249,9606.0,Autocuration,1,635.0,F,,Homo sapiens,,,CCRF-CEM
155,,Compound was evaluated for its inhibitory effect on thymidine ([3H]-dThd) incorporation into DNA of CEM/MTX cells in at conc. 10e-7.,,BAO_0000019,CHEMBL615680,8249,9606.0,Autocuration,1,,F,,Homo sapiens,,,
156,,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-4,,BAO_0000019,CHEMBL615681,8249,9606.0,Autocuration,1,,F,,Homo sapiens,,,
157,,In vitro binding affinity towards (alpha-4)2(beta-2)3 neuronal nicotinic acetylcholine receptor in P2 membrane fractions of rat forebrain,,BAO_0000249,CHEMBL857972,16992,,Autocuration,1,,B,,,,,
158,,Minimum inhibitory concentration of compound against Streptococcus pyogenus septicemia in the mouse,,BAO_0000218,CHEMBL857899,10543,1314.0,Intermediate,1,,F,,Streptococcus pyogenes,,,
159,,Antiviral activity against 07/1 strain of thymidine kinase negative (TK-) Varicella-Zoster Virus (VZV),,BAO_0000218,CHEMBL615371,17833,10335.0,Intermediate,1,,F,,Human herpesvirus 3,,,
160,,Antiviral activity against 07/1 strain of VZV in HEL (human erythroleukemia) cells.,,BAO_0000218,CHEMBL615372,17290,10335.0,Expert,1,468.0,F,,vericilla zoster virus,,,HEL
161,,Antiviral activity against 07/1 strain of VZV; ND: No data,,BAO_0000218,CHEMBL615373,17290,10335.0,Intermediate,1,,F,,vericilla zoster virus,,,
162,,Antiviral activity against 07/1 strain of VZV; ND=No data,,BAO_0000218,CHEMBL615374,17290,10335.0,Intermediate,1,,F,,vericilla zoster virus,,,
163,,"Antibacterial activity was determined against gram negative organism, Enterobacter cloacae (MA2646)",,BAO_0000218,CHEMBL615375,10932,561.0,Intermediate,1,,F,,escherichia cloac,,,
164,,Ratio of Ki at A2 to Ki at A1 receptors,,BAO_0000019,CHEMBL615376,9707,,Autocuration,1,,B,,,,,
165,,"In vitro inhibition of 1,3-beta-glucan synthase in Candida albicans membrane assay.",,BAO_0000249,CHEMBL615377,2346,5476.0,Expert,1,,B,,Candida albicans,,,
166,,"Inhibition of 1,3-beta-glucan synthase",,BAO_0000357,CHEMBL615378,2205,284593.0,Expert,1,,B,,Candida glabrata CBS 138,,,
167,,Inhibition of growth of 1-87 human tumor cell line,,BAO_0000219,CHEMBL615379,11900,9606.0,Intermediate,1,832.0,F,,Homo sapiens,,,1-87 tumor cell line
168,,Inhibition of 1-lipoxygenase (LOX)in RBL cells,,BAO_0000219,CHEMBL615380,14864,10116.0,Expert,1,,B,,Rattus norvegicus,,,
169,,Inhibitory activity against soybean 1-lipoxygenase (SLO),,BAO_0000357,CHEMBL615381,16474,3847.0,Autocuration,1,,B,,Glycine max,,,
170,,Inhibitory activity against soybean 1-lipoxygenase (SLO); no effect,,BAO_0000357,CHEMBL615382,16474,3847.0,Autocuration,1,,B,,Glycine max,,,
171,,% inhibition against soybean 1-lipoxygenase (SLO),,BAO_0000357,CHEMBL615383,16474,3847.0,Autocuration,1,,B,,Glycine max,,,
172,,percent inhibition against soybean 1-lipoxygenase (SLO);NI is no inhibition,,BAO_0000357,CHEMBL615384,16474,3847.0,Autocuration,1,,B,,Glycine max,,,
173,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 10:90,,BAO_0000357,CHEMBL615385,3094,3847.0,Autocuration,1,,B,,Glycine max,,,
174,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 1:99,,BAO_0000357,CHEMBL615386,3094,3847.0,Autocuration,1,,B,,Glycine max,,,
175,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 25:75,,BAO_0000357,CHEMBL615387,3094,3847.0,Autocuration,1,,B,,Glycine max,,,
176,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 35:65,,BAO_0000357,CHEMBL615388,3094,3847.0,Autocuration,1,,B,,Glycine max,,,
177,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 50:50,,BAO_0000357,CHEMBL615214,3094,3847.0,Autocuration,1,,B,,Glycine max,,,
178,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 76:24,,BAO_0000357,CHEMBL827087,3094,3847.0,Autocuration,1,,B,,Glycine max,,,
179,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 87:13,,BAO_0000357,CHEMBL615215,3094,3847.0,Autocuration,1,,B,,Glycine max,,,
180,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 89:11,,BAO_0000357,CHEMBL615216,3094,3847.0,Autocuration,1,,B,,Glycine max,,,
181,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 95:5,,BAO_0000357,CHEMBL615217,3094,3847.0,Autocuration,1,,B,,Glycine max,,,
182,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 97:3,,BAO_0000357,CHEMBL615218,3094,3847.0,Autocuration,1,,B,,Glycine max,,,
183,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 99:1,,BAO_0000357,CHEMBL615219,3094,3847.0,Autocuration,1,,B,,Glycine max,,,
184,,Evaluated for inhibitory activity on 10-formyltetrahydrofolate synthetase(L cell) at folate substrate concentration of 100 uM,,BAO_0000019,CHEMBL615220,10413,10090.0,Autocuration,1,,B,,Mus musculus,,,
185,,Cells were harvested and were assayed for luciferase and -galactosidase activities (Transcriptional activity),,BAO_0000219,CHEMBL615221,16929,10090.0,Intermediate,1,294.0,F,,Mus musculus,,,C3H 10T1/2
186,,In vitro anticancer activity against 11 NCI NSCLC cell lines; inactive,,BAO_0000019,CHEMBL615222,1229,,Intermediate,1,,F,,,,,
187,,In vitro inhibitory activity against human 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),,BAO_0000357,CHEMBL615223,16587,,Autocuration,1,,B,,,,,
188,,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),,BAO_0000357,CHEMBL615224,16587,,Autocuration,1,,B,,,,,
189,,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA).,,BAO_0000357,CHEMBL615225,16587,,Autocuration,1,,B,,,,,
190,,Ability to convert [3H]cortisol to the tritium labeled cortisone in the presence of human 11 beta hydroxysteroid dehydrogenase type 2,,BAO_0000357,CHEMBL615226,16587,,Autocuration,1,,B,,,,,
191,,Inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 2 at a concentration of 0.2 mM; NI means no inhibition,,BAO_0000357,CHEMBL615227,16587,,Autocuration,1,,B,,,,,
192,,Evaluated for inhibition of bovine adrenal cortical mitochondrial 11 beta-hydroxylase,,BAO_0000019,CHEMBL615228,8058,9913.0,Expert,1,,F,,Bos taurus,,,
193,,Effect on adrenal 11-beta-hydroxylase activity at 10e-4 M; No significant effect,,BAO_0000357,CHEMBL615229,9065,10116.0,Expert,1,,B,,Rattus norvegicus,,,
194,,Inhibition of 11 beta-hydroxylase from rat adrenal gland,,BAO_0000357,CHEMBL615230,8865,10116.0,Expert,1,,B,,Rattus norvegicus,,Adrenal gland,
195,,Inhibition of rat adrenal 11-beta-hydroxylase,,BAO_0000357,CHEMBL615231,9066,10116.0,Expert,1,,B,,Rattus norvegicus,,,
196,,Inhibition of rat adrenal 11-beta-hydroxylase,,BAO_0000357,CHEMBL884520,8394,10116.0,Expert,1,,B,,Rattus norvegicus,,,
197,,Inhibition of rat adrenal 11-beta-hydroxylase at 10e-5 M,,BAO_0000357,CHEMBL615232,8394,10116.0,Expert,1,,B,,Rattus norvegicus,,,
198,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 1 of wistar rat liver cytosol at 10 uM was determined using [3H]cortisone,,BAO_0000019,CHEMBL615233,6431,,Autocuration,1,,B,,,,,
199,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,,BAO_0000357,CHEMBL827088,6431,,Autocuration,1,,B,,,,,
200,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,,BAO_0000357,CHEMBL615234,6431,,Autocuration,1,,B,,,,,
201,,Compound was tested for the percent of inhibition against 12-LO at 10 uM,,BAO_0000019,CHEMBL615235,9295,,Autocuration,1,,F,,,,,
202,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,BAO_0000019,CHEMBL615236,10193,,Autocuration,1,,B,,,,,
203,,Compound was tested in vitro for inhibition of 12-LO human platelet,,BAO_0000019,CHEMBL615237,13622,,Autocuration,1,,B,,,,,
204,,Inhibitory concentration against human platelet 12-lipoxygenase,,BAO_0000019,CHEMBL615238,12079,,Autocuration,1,,F,,,,,
205,,Compound at 100 uM was tested in vitro for inhibition of 12-LO human platelet,,BAO_0000019,CHEMBL615239,13622,,Autocuration,1,,B,,,,,
206,,Inhibitory concentration against human platelet 12-lipoxygenase,,BAO_0000019,CHEMBL615240,12079,9606.0,Autocuration,1,,F,,Homo sapiens,,,
207,,Tested for inhibition of 12-LO (12-lipoxygenase) as an inhibitor of 12(S)-HETE biosynthesis in mouse epidermal homogenates,,BAO_0000019,CHEMBL615241,13500,,Expert,1,,B,,,,,
208,,Inhibitory activity against conversion of [1-14C]arachidonic acid to 12-HPETE and its reduction product 12-HETE by porcine leukocyte type 12-lipoxygenase,,BAO_0000357,CHEMBL615242,13723,,Expert,1,,B,,,,,
209,,Inhibitory activity against human platelet 12-lipoxygenase (12-HLO),,BAO_0000019,CHEMBL615243,16474,,Autocuration,1,,B,,,,,
210,,Inhibitory activity against human platelet 12-lipoxygenase,,BAO_0000019,CHEMBL615244,1630,,Autocuration,1,,B,,,,,
211,,Inhibitory activity against human platelet 12-lipoxygenase was evaluated,,BAO_0000019,CHEMBL615245,167,,Autocuration,1,,B,,,,,
212,,% inhibition against human platelet 12-lipoxygenase (12-HLO),,BAO_0000019,CHEMBL615246,16474,,Autocuration,1,,B,,,,,
213,,Inhibitory activity against human platelet 12-lipoxygenase was evaluated at 100 uM,,BAO_0000019,CHEMBL615247,167,,Autocuration,1,,B,,,,,
214,,percent inhibition against human platelet 12-lipoxygenase (12-HLO); NI is no inhibition,,BAO_0000019,CHEMBL615248,16474,,Autocuration,1,,B,,,,,
215,,Inhibitory activity towards porcine 12-lipoxygenase,,BAO_0000357,CHEMBL615249,10091,,Autocuration,1,,B,,,,,
216,,Tested for inhibition against porcine 12-LO,,BAO_0000357,CHEMBL615250,11966,,Autocuration,1,,B,,,,,
217,,Inhibition of 12-lipoxygenase was evaluated in rat platelets stimulated by thrombin up to a concentration of 10 uM; NE means No effect,,BAO_0000019,CHEMBL615251,951,,Autocuration,1,,B,,,,,
218,,Inhibitory activity against 12-lipoxygenase in rat platelet rich plasma,,BAO_0000019,CHEMBL615252,10997,,Autocuration,1,,B,,,,,
219,,In vitro inhibition of rat platelet 12-lipoxygenase,,BAO_0000019,CHEMBL828340,10193,,Expert,1,,B,,,,,
220,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,BAO_0000019,CHEMBL615253,10193,,Autocuration,1,,B,,,,,
221,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 100 uM,,BAO_0000019,CHEMBL615254,10193,,Autocuration,1,,B,,,,,
222,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 30 uM,,BAO_0000019,CHEMBL615255,10193,,Autocuration,1,,B,,,,,
223,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,BAO_0000019,CHEMBL615256,10193,,Autocuration,1,,B,,,,,
224,,In vitro inhibitory activity against rat platelet 12-lipoxygenase,,BAO_0000019,CHEMBL615257,10193,,Autocuration,1,,B,,,,,
225,,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 uM,,BAO_0000019,CHEMBL615258,11087,,Autocuration,1,,B,,,,,
226,,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,,BAO_0000219,CHEMBL615259,15569,9606.0,Intermediate,1,621.0,F,,Homo sapiens,,,41M
227,,In vitro antitumor activity against 41M cell line.,,BAO_0000219,CHEMBL615260,12989,9606.0,Expert,1,621.0,F,,Homo sapiens,,,41M
228,,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,,BAO_0000219,CHEMBL615261,16745,9606.0,Intermediate,1,621.0,F,,Homo sapiens,,,41M
229,,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,,BAO_0000219,CHEMBL615262,15569,9606.0,Intermediate,1,621.0,F,,Homo sapiens,,,41M
230,,In vitro antitumor activity against 41McisR cell line.,,BAO_0000219,CHEMBL615263,12989,9606.0,Expert,1,621.0,F,,Homo sapiens,,,41M
231,,Resistant factor was determined between IC50 of cisplatin-resistant human tumor cell lines to that of 41McisR cell line,,BAO_0000219,CHEMBL838393,12989,9606.0,Expert,1,621.0,F,,Homo sapiens,,,41M
232,,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,,BAO_0000219,CHEMBL615264,16745,9606.0,Intermediate,1,621.0,F,,Homo sapiens,,,41M
233,,Inhibition of 5'-inosine monophosphate dehydrogenase type I (IMPDH I),,BAO_0000357,CHEMBL615265,6210,9606.0,Expert,1,,B,,Homo sapiens,,,
234,,Inhibition of 5'-inosine monophosphate dehydrogenase type II (IMPDH II),,BAO_0000357,CHEMBL615266,6210,9606.0,Expert,1,,B,,Homo sapiens,,,
235,,Inhibitory activity against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II),,BAO_0000357,CHEMBL615267,6226,,Expert,1,,B,,,,,
236,,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase,,BAO_0000357,CHEMBL615268,17855,,Expert,1,,B,,,,,
237,,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase; nd = Not determined,,BAO_0000357,CHEMBL615269,17855,,Expert,1,,B,,,,,
238,,Initial dissociation constant towards human 5'-methylthioadenosine phosphorylase,,BAO_0000357,CHEMBL615270,17855,,Expert,1,,B,,,,,
239,,"Evaluated for inhibitory activity on 5,10-Methenyl Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",,BAO_0000357,CHEMBL615271,10413,,Autocuration,1,,B,,,,,
240,,"Inhibitory activity against 5,10-methylenetetrahydrofolate dehydrogenase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",,BAO_0000357,CHEMBL615272,10413,562.0,Autocuration,1,,B,,Escherichia coli,,,
241,,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",,BAO_0000357,CHEMBL615103,10413,562.0,Autocuration,1,,B,,Escherichia coli,,,
242,,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM;NT=Not tested",,BAO_0000357,CHEMBL615104,10413,562.0,Autocuration,1,,B,,Escherichia coli,,,
243,,"Evaluated for inhibitory activity on 5,10-Methylene Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",,BAO_0000357,CHEMBL615105,10413,,Autocuration,1,,B,,,,,
244,,"Evaluated for inhibitory activity on 5,10-methylenetetrahydrofolate dehydrogenase(L cell) at folate substrate concentration of 100 uM",,BAO_0000357,CHEMBL872866,10413,,Autocuration,1,,B,,,,,
245,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,BAO_0000357,CHEMBL615106,7587,9823.0,Autocuration,1,,B,,Sus scrofa,,,
246,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (A,porcine liver) enzyme.",,BAO_0000019,CHEMBL615107,7587,9823.0,Autocuration,1,,B,,Sus scrofa,,,
247,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-4 M inhibitory concentration",,BAO_0000357,CHEMBL615108,7587,9823.0,Autocuration,1,,B,,Sus scrofa,,,
248,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-5 M inhibitory concentration",,BAO_0000357,CHEMBL615109,7587,9823.0,Autocuration,1,,B,,Sus scrofa,,,
249,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,BAO_0000357,CHEMBL615110,7587,9823.0,Autocuration,1,,B,,Sus scrofa,,,
250,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",,BAO_0000019,CHEMBL840105,7587,9823.0,Autocuration,1,,B,,Sus scrofa,,,
251,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-5 M inhibitory concentration",,BAO_0000019,CHEMBL615111,7587,9823.0,Autocuration,1,,B,,Sus scrofa,,,
252,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-6 M inhibitory concentration",,BAO_0000019,CHEMBL615112,7587,9823.0,Autocuration,1,,B,,Sus scrofa,,,
253,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-7 M inhibitory concentration",,BAO_0000019,CHEMBL615113,7587,9823.0,Autocuration,1,,B,,Sus scrofa,,,
254,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme.",,BAO_0000019,CHEMBL615114,7587,9823.0,Autocuration,1,,B,,Sus scrofa,,,
255,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,BAO_0000357,CHEMBL615115,7587,9823.0,Autocuration,1,,B,,Sus scrofa,,,
256,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",,BAO_0000019,CHEMBL615116,7587,9823.0,Autocuration,1,,B,,Sus scrofa,,,
257,,"Compound was tested for in vitro inhibition of 5,10-Methylene Tetrahydrofolate Cyclohydrolase, competitive against (+)-L-5,10-methenyltetrahydrofolate",,BAO_0000357,CHEMBL615698,7323,,Autocuration,1,,B,,,,,
258,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme at 10E-4 M inhibitory concentration",,BAO_0000019,CHEMBL615699,7587,9823.0,Autocuration,1,,B,,Sus scrofa,,,
259,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme.",,BAO_0000019,CHEMBL615700,7587,9823.0,Autocuration,1,,B,,Sus scrofa,,,
260,,Inhibition of 5-Desaturase involved in ergosterol biosynthesis,,BAO_0000357,CHEMBL615701,13750,4932.0,Expert,1,,B,,Saccharomyces cerevisiae,,,
261,,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,,BAO_0000019,CHEMBL615702,7662,10116.0,Autocuration,1,,B,,Rattus norvegicus,,,
262,,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,,BAO_0000019,CHEMBL615703,7662,10116.0,Autocuration,1,,B,,Rattus norvegicus,,,
263,,"Irreversible inhibition of Walker 256 FUDR phosphorylase; expressed as Vo/Vi, velocity without inhibitor to that of velocity with inhibitor",,BAO_0000019,CHEMBL615704,7662,10116.0,Autocuration,1,,B,,Rattus norvegicus,,,
264,,"Tested for 5-HT 3 receptor antagonist potency by ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",,BAO_0000019,CHEMBL615705,12211,,Autocuration,1,,F,,,,,
