curated_by,assay_tissue,assay_id,assay_strain,src_assay_id,tid,doc_id,relationship_type,assay_category,description,assay_subcellular_fraction,bao_format,assay_type,assay_test_type,chembl_id,src_id,tissue_id,variant_id,assay_tax_id,assay_cell_type,confidence_score,cell_id,assay_organism
Intermediate,,125.0,,,80613.0,10797.0,N,,In vitro inhibition of 2008/R ovarian cancer cell line; NA= Not achievable,,BAO_0000219,F,,CHEMBL615349,1.0,,,9606.0,2008/R,1.0,561.0,Homo sapiens
Intermediate,,126.0,,,80614.0,10797.0,N,,In vitro inhibition of 2008/S ovarian cancer cell line,,BAO_0000219,F,,CHEMBL615350,1.0,,,9606.0,2008/S,1.0,389.0,Homo sapiens
Intermediate,,127.0,,,80614.0,10797.0,N,,In vitro inhibition of 2008/S ovarian cancer cell line; NA= Not achievable,,BAO_0000219,F,,CHEMBL615351,1.0,,,9606.0,2008/S,1.0,389.0,Homo sapiens
Expert,,128.0,,,100256.0,4823.0,S,,Tested in vitro for inhibition of chymotrypsin like activity of purified human 20S proteasome,,BAO_0000220,B,,CHEMBL615352,1.0,,,9606.0,,2.0,,Homo sapiens
Intermediate,,129.0,,,100256.0,12912.0,S,,Compound was evaluated for inhibitory activity against 20S proteasome from human liver and brain,,BAO_0000220,B,,CHEMBL615353,1.0,,,9606.0,,2.0,,Homo sapiens
Expert,,130.0,,,100256.0,2957.0,S,,Inhibition of chymotrypsin-like activity of 20S proteasome,,BAO_0000220,B,,CHEMBL615354,1.0,,,,,2.0,,
Expert,,131.0,,,100256.0,2957.0,S,,Inhibition of chymotrypsin-like activity of 20S proteasome; value ranges from 10-20 uM,,BAO_0000220,B,,CHEMBL615355,1.0,,,,,2.0,,
Intermediate,,132.0,,,100256.0,3260.0,S,,Inhibitory activity against 20S proteosome,,BAO_0000220,B,,CHEMBL615356,1.0,,,,,2.0,,
Autocuration,,133.0,,,22226.0,3451.0,U,,Compound was tested for inhibitory activity against tryptase,,BAO_0000019,B,,CHEMBL615357,1.0,,,9606.0,,0.0,,Homo sapiens
Intermediate,,134.0,,,81020.0,13885.0,N,,Concentration required to inhibit 50% of extracellular circular replication of HBV DNA using 2215 cell line,,BAO_0000219,F,,CHEMBL615358,1.0,,,9606.0,HepG2,1.0,726.0,Homo sapiens
Intermediate,,135.0,,,81020.0,13885.0,N,,Concentration required to inhibit 50% of intracellular circular replication of HBV DNA using 2215 cell line,,BAO_0000219,F,,CHEMBL827086,1.0,,,9606.0,HepG2,1.0,726.0,Homo sapiens
Autocuration,,136.0,,,22226.0,3676.0,U,,Compound was tested for the inhibition of Alpha-glucosidase,,BAO_0000019,B,,CHEMBL615359,1.0,,,,,0.0,,
Autocuration,,137.0,,,235.0,6043.0,H,,Inhibitory concentration against human neutrophil elastase (HNE),,BAO_0000357,B,,CHEMBL615360,1.0,,,,,8.0,,
Autocuration,Heart,138.0,,,22226.0,11140.0,U,,Change in heart rate was expressed in percent at at a dose 0.002 mg/kg iv in anesthetized rat,,BAO_0000218,F,,CHEMBL615361,1.0,948.0,,10116.0,,0.0,,Rattus norvegicus
Autocuration,,139.0,,,19640.0,10543.0,H,,90% inhibition of the 20 Mycobacterium avium complex (MAC) clinical isolates,,BAO_0000019,F,,CHEMBL615362,1.0,,,,,8.0,,
Expert,,140.0,,,19640.0,10543.0,H,,Minimum inhibitory concentration of compound against 20 Mycobacterium avium complex (MAC) clinical isolates,,BAO_0000019,F,,CHEMBL615363,1.0,,,,,8.0,,
Autocuration,,141.0,,,19640.0,10543.0,H,,Minimum inhibitory concentration of compound against 20 Mycobacterium avium complex (MAC) clinical isolates,,BAO_0000357,B,,CHEMBL615364,1.0,,,,,8.0,,
Expert,,142.0,,,19640.0,10543.0,H,,90% inhibition of the 20 Mycobacterium avium complex (MAC) clinical isolates,,BAO_0000019,F,,CHEMBL615365,1.0,,,,,8.0,,
Intermediate,,143.0,,,80360.0,11365.0,N,,In Vitro evaluation for the growth inhibition of Subline (P388/AMSA) Leukemia cell lines,,BAO_0000219,F,,CHEMBL615366,1.0,,,10090.0,P338,1.0,524.0,Mus musculus
Intermediate,,144.0,,,80360.0,11365.0,N,,In Vitro evaluation for the growth inhibition of Subline (P388/CP) Leukemia cell lines,,BAO_0000219,F,,CHEMBL615367,1.0,,,10090.0,P338,1.0,524.0,Mus musculus
Intermediate,,145.0,,,80384.0,11803.0,N,,Compound was evaluated for the inhibition of cell replication human peripheral blood lymphocytes (PBL's).,,BAO_0000219,F,,CHEMBL615368,1.0,,,9606.0,PBL,1.0,554.0,Homo sapiens
Autocuration,,146.0,,,22226.0,11803.0,U,,Compound was evaluated for the inhibition of cell replication sheep choroid plexus (SCP) cells,,BAO_0000019,F,,CHEMBL615369,1.0,,,9940.0,,0.0,,Ovis aries
Autocuration,,147.0,,,22226.0,11803.0,U,,Compound was evaluated for the inhibition of cell replication sheep choroid plexus (SCP) cells.,,BAO_0000019,F,,CHEMBL615370,1.0,,,9940.0,,0.0,,Ovis aries
Autocuration,,148.0,,,191.0,12278.0,H,,Compound is evaluated in vitro for the inhibition single mutant of HIV-1 RT (Y181C),,BAO_0000357,B,,CHEMBL615673,1.0,,,,,8.0,,
Autocuration,,149.0,,,22226.0,8249.0,U,,Compound was evaluated for its inhibitory effect on thymidine [3H]dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-5,,BAO_0000019,F,,CHEMBL615674,1.0,,,9606.0,,0.0,,Homo sapiens
Autocuration,,150.0,,,22226.0,8249.0,U,,Compound was evaluated for its inhibitory effect on thymidine [3H]-dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-6,,BAO_0000019,F,,CHEMBL615675,1.0,,,9606.0,,0.0,,Homo sapiens
Autocuration,,151.0,,,22226.0,8249.0,U,,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in at conc. 10e-7,,BAO_0000219,F,,CHEMBL615676,1.0,,,9606.0,CCRF-CEM,0.0,635.0,Homo sapiens
Autocuration,,152.0,,,22226.0,8249.0,U,,Compound was evaluated for its inhibitory effect on thymidine ([3H]-dThd) incorporation into DNA of CEM cells in culture at conc. 10e-4,,BAO_0000219,F,,CHEMBL615677,1.0,,,9606.0,CCRF-CEM,0.0,635.0,Homo sapiens
Autocuration,,153.0,,,22226.0,8249.0,U,,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in culture at conc. 10e-5,,BAO_0000219,F,,CHEMBL615678,1.0,,,9606.0,CCRF-CEM,0.0,635.0,Homo sapiens
Autocuration,,154.0,,,22226.0,8249.0,U,,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in culture at conc. 10e-6,,BAO_0000219,F,,CHEMBL615679,1.0,,,9606.0,CCRF-CEM,0.0,635.0,Homo sapiens
Autocuration,,155.0,,,22226.0,8249.0,U,,Compound was evaluated for its inhibitory effect on thymidine ([3H]-dThd) incorporation into DNA of CEM/MTX cells in at conc. 10e-7.,,BAO_0000019,F,,CHEMBL615680,1.0,,,9606.0,,0.0,,Homo sapiens
Autocuration,,156.0,,,22226.0,8249.0,U,,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-4,,BAO_0000019,F,,CHEMBL615681,1.0,,,9606.0,,0.0,,Homo sapiens
Autocuration,,157.0,,,104290.0,16992.0,H,,In vitro binding affinity towards (alpha-4)2(beta-2)3 neuronal nicotinic acetylcholine receptor in P2 membrane fractions of rat forebrain,,BAO_0000249,B,,CHEMBL857972,1.0,,,,,6.0,,
Intermediate,,158.0,,,50264.0,10543.0,N,,Minimum inhibitory concentration of compound against Streptococcus pyogenus septicemia in the mouse,,BAO_0000218,F,,CHEMBL857899,1.0,,,1314.0,,1.0,,Streptococcus pyogenes
Intermediate,,159.0,,,50527.0,17833.0,N,,Antiviral activity against 07/1 strain of thymidine kinase negative (TK-) Varicella-Zoster Virus (VZV),,BAO_0000218,F,,CHEMBL615371,1.0,,,10335.0,,1.0,,Human herpesvirus 3
Expert,,160.0,,,50527.0,17290.0,N,,Antiviral activity against 07/1 strain of VZV in HEL (human erythroleukemia) cells.,,BAO_0000218,F,,CHEMBL615372,1.0,,,10335.0,HEL,1.0,468.0,vericilla zoster virus
Intermediate,,161.0,,,50527.0,17290.0,N,,Antiviral activity against 07/1 strain of VZV; ND: No data,,BAO_0000218,F,,CHEMBL615373,1.0,,,10335.0,,1.0,,vericilla zoster virus
Intermediate,,162.0,,,50527.0,17290.0,N,,Antiviral activity against 07/1 strain of VZV; ND=No data,,BAO_0000218,F,,CHEMBL615374,1.0,,,10335.0,,1.0,,vericilla zoster virus
Intermediate,,163.0,,,50145.0,10932.0,N,,"Antibacterial activity was determined against gram negative organism, Enterobacter cloacae (MA2646)",,BAO_0000218,F,,CHEMBL615375,1.0,,,561.0,,1.0,,escherichia cloac
Autocuration,,164.0,,,22226.0,9707.0,U,,Ratio of Ki at A2 to Ki at A1 receptors,,BAO_0000019,B,,CHEMBL615376,1.0,,,,,0.0,,
Expert,,165.0,,,11143.0,2346.0,H,,"In vitro inhibition of 1,3-beta-glucan synthase in Candida albicans membrane assay.",,BAO_0000249,B,,CHEMBL615377,1.0,,,5476.0,,8.0,,Candida albicans
Expert,,166.0,,,18077.0,2205.0,H,,"Inhibition of 1,3-beta-glucan synthase",,BAO_0000357,B,,CHEMBL615378,1.0,,,284593.0,,8.0,,Candida glabrata CBS 138
Intermediate,,167.0,,,80609.0,11900.0,N,,Inhibition of growth of 1-87 human tumor cell line,,BAO_0000219,F,,CHEMBL615379,1.0,,,9606.0,1-87 tumor cell line,1.0,832.0,Homo sapiens
Expert,,168.0,,,12166.0,14864.0,D,,Inhibition of 1-lipoxygenase (LOX)in RBL cells,,BAO_0000219,B,,CHEMBL615380,1.0,,,10116.0,,9.0,,Rattus norvegicus
Autocuration,,169.0,,,100171.0,16474.0,D,,Inhibitory activity against soybean 1-lipoxygenase (SLO),,BAO_0000357,B,,CHEMBL615381,1.0,,,3847.0,,9.0,,Glycine max
Autocuration,,170.0,,,100171.0,16474.0,D,,Inhibitory activity against soybean 1-lipoxygenase (SLO); no effect,,BAO_0000357,B,,CHEMBL615382,1.0,,,3847.0,,9.0,,Glycine max
Autocuration,,171.0,,,100171.0,16474.0,D,,% inhibition against soybean 1-lipoxygenase (SLO),,BAO_0000357,B,,CHEMBL615383,1.0,,,3847.0,,9.0,,Glycine max
Autocuration,,172.0,,,100171.0,16474.0,D,,percent inhibition against soybean 1-lipoxygenase (SLO);NI is no inhibition,,BAO_0000357,B,,CHEMBL615384,1.0,,,3847.0,,9.0,,Glycine max
Autocuration,,173.0,,,100171.0,3094.0,D,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 10:90,,BAO_0000357,B,,CHEMBL615385,1.0,,,3847.0,,9.0,,Glycine max
Autocuration,,174.0,,,100171.0,3094.0,D,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 1:99,,BAO_0000357,B,,CHEMBL615386,1.0,,,3847.0,,9.0,,Glycine max
Autocuration,,175.0,,,100171.0,3094.0,D,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 25:75,,BAO_0000357,B,,CHEMBL615387,1.0,,,3847.0,,9.0,,Glycine max
Autocuration,,176.0,,,100171.0,3094.0,D,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 35:65,,BAO_0000357,B,,CHEMBL615388,1.0,,,3847.0,,9.0,,Glycine max
Autocuration,,177.0,,,100171.0,3094.0,D,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 50:50,,BAO_0000357,B,,CHEMBL615214,1.0,,,3847.0,,9.0,,Glycine max
Autocuration,,178.0,,,100171.0,3094.0,D,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 76:24,,BAO_0000357,B,,CHEMBL827087,1.0,,,3847.0,,9.0,,Glycine max
Autocuration,,179.0,,,100171.0,3094.0,D,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 87:13,,BAO_0000357,B,,CHEMBL615215,1.0,,,3847.0,,9.0,,Glycine max
Autocuration,,180.0,,,100171.0,3094.0,D,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 89:11,,BAO_0000357,B,,CHEMBL615216,1.0,,,3847.0,,9.0,,Glycine max
Autocuration,,181.0,,,100171.0,3094.0,D,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 95:5,,BAO_0000357,B,,CHEMBL615217,1.0,,,3847.0,,9.0,,Glycine max
Autocuration,,182.0,,,100171.0,3094.0,D,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 97:3,,BAO_0000357,B,,CHEMBL615218,1.0,,,3847.0,,9.0,,Glycine max
Autocuration,,183.0,,,100171.0,3094.0,D,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 99:1,,BAO_0000357,B,,CHEMBL615219,1.0,,,3847.0,,9.0,,Glycine max
Autocuration,,184.0,,,22226.0,10413.0,U,,Evaluated for inhibitory activity on 10-formyltetrahydrofolate synthetase(L cell) at folate substrate concentration of 100 uM,,BAO_0000019,B,,CHEMBL615220,1.0,,,10090.0,,0.0,,Mus musculus
Intermediate,,185.0,,,80049.0,16929.0,N,,Cells were harvested and were assayed for luciferase and -galactosidase activities (Transcriptional activity),,BAO_0000219,F,,CHEMBL615221,1.0,,,10090.0,C3H 10T1/2,1.0,294.0,Mus musculus
Intermediate,,186.0,,,22226.0,1229.0,U,,In vitro anticancer activity against 11 NCI NSCLC cell lines; inactive,,BAO_0000019,F,,CHEMBL615222,1.0,,,,,0.0,,
Autocuration,,187.0,,,11489.0,16587.0,H,,In vitro inhibitory activity against human 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),,BAO_0000357,B,,CHEMBL615223,1.0,,,,,8.0,,
Autocuration,,188.0,,,11862.0,16587.0,H,,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),,BAO_0000357,B,,CHEMBL615224,1.0,,,,,8.0,,
Autocuration,,189.0,,,11862.0,16587.0,H,,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA).,,BAO_0000357,B,,CHEMBL615225,1.0,,,,,8.0,,
Autocuration,,190.0,,,11489.0,16587.0,H,,Ability to convert [3H]cortisol to the tritium labeled cortisone in the presence of human 11 beta hydroxysteroid dehydrogenase type 2,,BAO_0000357,B,,CHEMBL615226,1.0,,,,,8.0,,
Autocuration,,191.0,,,11862.0,16587.0,H,,Inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 2 at a concentration of 0.2 mM; NI means no inhibition,,BAO_0000357,B,,CHEMBL615227,1.0,,,,,8.0,,
Expert,,192.0,,,12347.0,8058.0,D,,Evaluated for inhibition of bovine adrenal cortical mitochondrial 11 beta-hydroxylase,,BAO_0000019,F,,CHEMBL615228,1.0,,,9913.0,,9.0,,Bos taurus
Expert,,193.0,,,100120.0,9065.0,D,,Effect on adrenal 11-beta-hydroxylase activity at 10e-4 M; No significant effect,,BAO_0000357,B,,CHEMBL615229,1.0,,,10116.0,,9.0,,Rattus norvegicus
Expert,Adrenal gland,194.0,,,100120.0,8865.0,D,,Inhibition of 11 beta-hydroxylase from rat adrenal gland,,BAO_0000357,B,,CHEMBL615230,1.0,2369.0,,10116.0,,9.0,,Rattus norvegicus
Expert,,195.0,,,100120.0,9066.0,D,,Inhibition of rat adrenal 11-beta-hydroxylase,,BAO_0000357,B,,CHEMBL615231,1.0,,,10116.0,,9.0,,Rattus norvegicus
Expert,,196.0,,,100120.0,8394.0,D,,Inhibition of rat adrenal 11-beta-hydroxylase,,BAO_0000357,B,,CHEMBL884520,1.0,,,10116.0,,9.0,,Rattus norvegicus
Expert,,197.0,,,100120.0,8394.0,D,,Inhibition of rat adrenal 11-beta-hydroxylase at 10e-5 M,,BAO_0000357,B,,CHEMBL615232,1.0,,,10116.0,,9.0,,Rattus norvegicus
Autocuration,,198.0,,,10328.0,6431.0,H,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 1 of wistar rat liver cytosol at 10 uM was determined using [3H]cortisone,,BAO_0000019,B,,CHEMBL615233,1.0,,,,,8.0,,
Autocuration,,199.0,,,11490.0,6431.0,H,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,,BAO_0000357,B,,CHEMBL827088,1.0,,,,,8.0,,
Autocuration,,200.0,,,11490.0,6431.0,H,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,,BAO_0000357,B,,CHEMBL615234,1.0,,,,,8.0,,
Autocuration,,201.0,,,11134.0,9295.0,H,,Compound was tested for the percent of inhibition against 12-LO at 10 uM,,BAO_0000019,F,,CHEMBL615235,1.0,,,,,8.0,,
Autocuration,,202.0,,,12052.0,10193.0,H,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,BAO_0000019,B,,CHEMBL615236,1.0,,,,,8.0,,
Autocuration,,203.0,,,11134.0,13622.0,H,,Compound was tested in vitro for inhibition of 12-LO human platelet,,BAO_0000019,B,,CHEMBL615237,1.0,,,,,8.0,,
Autocuration,,204.0,,,11134.0,12079.0,H,,Inhibitory concentration against human platelet 12-lipoxygenase,,BAO_0000019,F,,CHEMBL615238,1.0,,,,,8.0,,
Autocuration,,205.0,,,11134.0,13622.0,H,,Compound at 100 uM was tested in vitro for inhibition of 12-LO human platelet,,BAO_0000019,B,,CHEMBL615239,1.0,,,,,8.0,,
Autocuration,,206.0,,,11134.0,12079.0,D,,Inhibitory concentration against human platelet 12-lipoxygenase,,BAO_0000019,F,,CHEMBL615240,1.0,,,9606.0,,9.0,,Homo sapiens
Expert,,207.0,,,11835.0,13500.0,H,,Tested for inhibition of 12-LO (12-lipoxygenase) as an inhibitor of 12(S)-HETE biosynthesis in mouse epidermal homogenates,,BAO_0000019,B,,CHEMBL615241,1.0,,,,,8.0,,
Expert,,208.0,,,11601.0,13723.0,H,,Inhibitory activity against conversion of [1-14C]arachidonic acid to 12-HPETE and its reduction product 12-HETE by porcine leukocyte type 12-lipoxygenase,,BAO_0000357,B,,CHEMBL615242,1.0,,,,,8.0,,
Autocuration,,209.0,,,11134.0,16474.0,H,,Inhibitory activity against human platelet 12-lipoxygenase (12-HLO),,BAO_0000019,B,,CHEMBL615243,1.0,,,,,8.0,,
Autocuration,,210.0,,,11134.0,1630.0,H,,Inhibitory activity against human platelet 12-lipoxygenase,,BAO_0000019,B,,CHEMBL615244,1.0,,,,,8.0,,
Autocuration,,211.0,,,11134.0,167.0,H,,Inhibitory activity against human platelet 12-lipoxygenase was evaluated,,BAO_0000019,B,,CHEMBL615245,1.0,,,,,8.0,,
Autocuration,,212.0,,,11134.0,16474.0,H,,% inhibition against human platelet 12-lipoxygenase (12-HLO),,BAO_0000019,B,,CHEMBL615246,1.0,,,,,8.0,,
Autocuration,,213.0,,,11134.0,167.0,H,,Inhibitory activity against human platelet 12-lipoxygenase was evaluated at 100 uM,,BAO_0000019,B,,CHEMBL615247,1.0,,,,,8.0,,
Autocuration,,214.0,,,11134.0,16474.0,H,,percent inhibition against human platelet 12-lipoxygenase (12-HLO); NI is no inhibition,,BAO_0000019,B,,CHEMBL615248,1.0,,,,,8.0,,
Autocuration,,215.0,,,11601.0,10091.0,H,,Inhibitory activity towards porcine 12-lipoxygenase,,BAO_0000357,B,,CHEMBL615249,1.0,,,,,8.0,,
Autocuration,,216.0,,,11601.0,11966.0,H,,Tested for inhibition against porcine 12-LO,,BAO_0000357,B,,CHEMBL615250,1.0,,,,,8.0,,
Autocuration,,217.0,,,12052.0,951.0,H,,Inhibition of 12-lipoxygenase was evaluated in rat platelets stimulated by thrombin up to a concentration of 10 uM; NE means No effect,,BAO_0000019,B,,CHEMBL615251,1.0,,,,,8.0,,
Autocuration,,218.0,,,12052.0,10997.0,H,,Inhibitory activity against 12-lipoxygenase in rat platelet rich plasma,,BAO_0000019,B,,CHEMBL615252,1.0,,,,,8.0,,
Expert,,219.0,,,12052.0,10193.0,H,,In vitro inhibition of rat platelet 12-lipoxygenase,,BAO_0000019,B,,CHEMBL828340,1.0,,,,,8.0,,
Autocuration,,220.0,,,12052.0,10193.0,H,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,BAO_0000019,B,,CHEMBL615253,1.0,,,,,8.0,,
Autocuration,,221.0,,,12052.0,10193.0,H,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 100 uM,,BAO_0000019,B,,CHEMBL615254,1.0,,,,,8.0,,
Autocuration,,222.0,,,12052.0,10193.0,H,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 30 uM,,BAO_0000019,B,,CHEMBL615255,1.0,,,,,8.0,,
Autocuration,,223.0,,,12052.0,10193.0,H,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,BAO_0000019,B,,CHEMBL615256,1.0,,,,,8.0,,
Autocuration,,224.0,,,12052.0,10193.0,H,,In vitro inhibitory activity against rat platelet 12-lipoxygenase,,BAO_0000019,B,,CHEMBL615257,1.0,,,,,8.0,,
Autocuration,,225.0,,,12052.0,11087.0,H,,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 uM,,BAO_0000019,B,,CHEMBL615258,1.0,,,,,8.0,,
Intermediate,,226.0,,,80007.0,15569.0,N,,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,,BAO_0000219,F,,CHEMBL615259,1.0,,,9606.0,41M,1.0,621.0,Homo sapiens
Expert,,227.0,,,80007.0,12989.0,N,,In vitro antitumor activity against 41M cell line.,,BAO_0000219,F,,CHEMBL615260,1.0,,,9606.0,41M,1.0,621.0,Homo sapiens
Intermediate,,228.0,,,80007.0,16745.0,N,,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,,BAO_0000219,F,,CHEMBL615261,1.0,,,9606.0,41M,1.0,621.0,Homo sapiens
Intermediate,,229.0,,,80007.0,15569.0,N,,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,,BAO_0000219,F,,CHEMBL615262,1.0,,,9606.0,41M,1.0,621.0,Homo sapiens
Expert,,230.0,,,80007.0,12989.0,N,,In vitro antitumor activity against 41McisR cell line.,,BAO_0000219,F,,CHEMBL615263,1.0,,,9606.0,41M,1.0,621.0,Homo sapiens
Expert,,231.0,,,80007.0,12989.0,N,,Resistant factor was determined between IC50 of cisplatin-resistant human tumor cell lines to that of 41McisR cell line,,BAO_0000219,F,,CHEMBL838393,1.0,,,9606.0,41M,1.0,621.0,Homo sapiens
Intermediate,,232.0,,,80007.0,16745.0,N,,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,,BAO_0000219,F,,CHEMBL615264,1.0,,,9606.0,41M,1.0,621.0,Homo sapiens
Expert,,233.0,,,84.0,6210.0,D,,Inhibition of 5'-inosine monophosphate dehydrogenase type I (IMPDH I),,BAO_0000357,B,,CHEMBL615265,1.0,,,9606.0,,9.0,,Homo sapiens
Expert,,234.0,,,68.0,6210.0,D,,Inhibition of 5'-inosine monophosphate dehydrogenase type II (IMPDH II),,BAO_0000357,B,,CHEMBL615266,1.0,,,9606.0,,9.0,,Homo sapiens
Expert,,235.0,,,68.0,6226.0,H,,Inhibitory activity against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II),,BAO_0000357,B,,CHEMBL615267,1.0,,,,,8.0,,
Expert,,236.0,,,10201.0,17855.0,H,,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase,,BAO_0000357,B,,CHEMBL615268,1.0,,,,,8.0,,
Expert,,237.0,,,10201.0,17855.0,H,,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase; nd = Not determined,,BAO_0000357,B,,CHEMBL615269,1.0,,,,,8.0,,
