miller2_FiscalYear,miller2_IRTCPercent,miller2_UntiedAmount(Project-levelBudget),miller2_DisabilityIssues(marker),miller2_GenderEquality(marker),miller2_FundCentreName,miller2_OrganisationType,miller2_ProjectBrowserCountryID,miller2_CountryRegionName,miller2_UrbanIssues(marker),miller2_FundCentreID,miller2_FSTCPercent,miller2_EnviromentalSustainability(marker),miller2_SectionID,miller2_DivisionName,miller2_AmountSpent,miller2_SectorID,miller2_ClimateChangeMitigation(marker),miller2_OrganisationClass,miller2_BilateralAid(internationalMarker),miller2_ContinentID,miller2_OrganisationID,miller2_CountryRegionPercent,miller2_YouthIssues(marker),miller2_SectorName,miller2_Desertification(marker),miller2_ParticipatoryDevelopmentAndGoodGovernance,miller2_TradeDevelopment(marker),miller2_Biodiversity(marker),miller2_ChildrenIssues(marker),miller2_IndigenousIssues(marker),miller2_ICTAsAToolForDevelopment(marker),miller2_KnowledgeForDevelopment(marker),miller2_OrganisationName,miller2_OrganisationSub-class,miller2_ContinentName,miller2_CountryRegionID,miller2_SectorPercent
2009/2010,0.0,30000000.0,0,1,*World Bank Group,Foreign Non-Profit Making,DJ,Djibouti,0,5461,0.1,1,S5460,MED Economic Development,12000.0,31182,0,Multilateral,1,2,1001306,0.004,0,Agricultural research,0,0,1,0,0,0,0,0,World Bank,IFI,Africa,DJ,0.1
2009/2010,0.0,30000000.0,0,1,*World Bank Group,Foreign Non-Profit Making,DJ,Djibouti,0,5461,0.1,1,S5460,MED Economic Development,12000.0,31191,0,Multilateral,1,2,1001306,0.004,0,Agricultural services,0,0,1,0,0,0,0,0,World Bank,IFI,Africa,DJ,0.1
2009/2010,0.0,30000000.0,0,1,*World Bank Group,Foreign Non-Profit Making,DJ,Djibouti,0,5461,0.1,1,S5460,MED Economic Development,12000.0,31193,0,Multilateral,1,2,1001306,0.004,0,Agricultural financial services,0,0,1,0,0,0,0,0,World Bank,IFI,Africa,DJ,0.1
2009/2010,0.0,30000000.0,0,1,*World Bank Group,Foreign Non-Profit Making,ET,Ethiopia,0,5461,0.1,1,S5460,MED Economic Development,1332000.0,31110,0,Multilateral,1,2,1001306,0.222,0,Agricultural policy and administrative management,0,0,1,0,0,0,0,0,World Bank,IFI,Africa,ET,0.2
2009/2010,0.0,30000000.0,0,1,*World Bank Group,Foreign Non-Profit Making,ET,Ethiopia,0,5461,0.1,1,S5460,MED Economic Development,1332000.0,31120,0,Multilateral,1,2,1001306,0.222,0,Agricultural development,0,0,1,0,0,0,0,0,World Bank,IFI,Africa,ET,0.2
2009/2010,0.0,30000000.0,0,1,*World Bank Group,Foreign Non-Profit Making,ET,Ethiopia,0,5461,0.1,1,S5460,MED Economic Development,666000.0,31150,0,Multilateral,1,2,1001306,0.222,0,Agricultural inputs,0,0,1,0,0,0,0,0,World Bank,IFI,Africa,ET,0.1
2009/2010,0.0,30000000.0,0,1,*World Bank Group,Foreign Non-Profit Making,ET,Ethiopia,0,5461,0.1,1,S5460,MED Economic Development,666000.0,31161,0,Multilateral,1,2,1001306,0.222,0,Food crop production,0,0,1,0,0,0,0,0,World Bank,IFI,Africa,ET,0.1
2009/2010,0.0,30000000.0,0,1,*World Bank Group,Foreign Non-Profit Making,ET,Ethiopia,0,5461,0.1,1,S5460,MED Economic Development,666000.0,31166,0,Multilateral,1,2,1001306,0.222,0,Agricultural extension,0,0,1,0,0,0,0,0,World Bank,IFI,Africa,ET,0.1
2009/2010,0.0,30000000.0,0,1,*World Bank Group,Foreign Non-Profit Making,ET,Ethiopia,0,5461,0.1,1,S5460,MED Economic Development,666000.0,31182,0,Multilateral,1,2,1001306,0.222,0,Agricultural research,0,0,1,0,0,0,0,0,World Bank,IFI,Africa,ET,0.1
2009/2010,0.0,30000000.0,0,1,*World Bank Group,Foreign Non-Profit Making,ET,Ethiopia,0,5461,0.1,1,S5460,MED Economic Development,666000.0,31191,0,Multilateral,1,2,1001306,0.222,0,Agricultural services,0,0,1,0,0,0,0,0,World Bank,IFI,Africa,ET,0.1
2009/2010,0.0,30000000.0,0,1,*World Bank Group,Foreign Non-Profit Making,ET,Ethiopia,0,5461,0.1,1,S5460,MED Economic Development,666000.0,31193,0,Multilateral,1,2,1001306,0.222,0,Agricultural financial services,0,0,1,0,0,0,0,0,World Bank,IFI,Africa,ET,0.1
2009/2010,0.0,30000000.0,0,1,*World Bank Group,Foreign Non-Profit Making,GN,Guinea,0,5461,0.1,1,S5460,MED Economic Development,48600.0,31110,0,Multilateral,1,2,1001306,0.0081,0,Agricultural policy and administrative management,0,0,1,0,0,0,0,0,World Bank,IFI,Africa,GN,0.2
2009/2010,0.0,30000000.0,0,1,*World Bank Group,Foreign Non-Profit Making,GN,Guinea,0,5461,0.1,1,S5460,MED Economic Development,48600.0,31120,0,Multilateral,1,2,1001306,0.0081,0,Agricultural development,0,0,1,0,0,0,0,0,World Bank,IFI,Africa,GN,0.2
2009/2010,0.0,30000000.0,0,1,*World Bank Group,Foreign Non-Profit Making,GN,Guinea,0,5461,0.1,1,S5460,MED Economic Development,24300.0,31150,0,Multilateral,1,2,1001306,0.0081,0,Agricultural inputs,0,0,1,0,0,0,0,0,World Bank,IFI,Africa,GN,0.1
2009/2010,0.0,30000000.0,0,1,*World Bank Group,Foreign Non-Profit Making,GN,Guinea,0,5461,0.1,1,S5460,MED Economic Development,24300.0,31161,0,Multilateral,1,2,1001306,0.0081,0,Food crop production,0,0,1,0,0,0,0,0,World Bank,IFI,Africa,GN,0.1
2009/2010,0.0,30000000.0,0,1,*World Bank Group,Foreign Non-Profit Making,GN,Guinea,0,5461,0.1,1,S5460,MED Economic Development,24300.0,31166,0,Multilateral,1,2,1001306,0.0081,0,Agricultural extension,0,0,1,0,0,0,0,0,World Bank,IFI,Africa,GN,0.1
2009/2010,0.0,30000000.0,0,1,*World Bank Group,Foreign Non-Profit Making,GN,Guinea,0,5461,0.1,1,S5460,MED Economic Development,24300.0,31182,0,Multilateral,1,2,1001306,0.0081,0,Agricultural research,0,0,1,0,0,0,0,0,World Bank,IFI,Africa,GN,0.1
2009/2010,0.0,30000000.0,0,1,*World Bank Group,Foreign Non-Profit Making,GN,Guinea,0,5461,0.1,1,S5460,MED Economic Development,24300.0,31191,0,Multilateral,1,2,1001306,0.0081,0,Agricultural services,0,0,1,0,0,0,0,0,World Bank,IFI,Africa,GN,0.1
2009/2010,0.0,30000000.0,0,1,*World Bank Group,Foreign Non-Profit Making,GN,Guinea,0,5461,0.1,1,S5460,MED Economic Development,24300.0,31193,0,Multilateral,1,2,1001306,0.0081,0,Agricultural financial services,0,0,1,0,0,0,0,0,World Bank,IFI,Africa,GN,0.1
2009/2010,0.0,30000000.0,0,1,*World Bank Group,Foreign Non-Profit Making,GW,Guinea-Bissau,0,5461,0.1,1,S5460,MED Economic Development,24000.0,31110,0,Multilateral,1,2,1001306,0.004,0,Agricultural policy and administrative management,0,0,1,0,0,0,0,0,World Bank,IFI,Africa,GW,0.2
2009/2010,0.0,30000000.0,0,1,*World Bank Group,Foreign Non-Profit Making,GW,Guinea-Bissau,0,5461,0.1,1,S5460,MED Economic Development,24000.0,31120,0,Multilateral,1,2,1001306,0.004,0,Agricultural development,0,0,1,0,0,0,0,0,World Bank,IFI,Africa,GW,0.2
2009/2010,0.0,30000000.0,0,1,*World Bank Group,Foreign Non-Profit Making,GW,Guinea-Bissau,0,5461,0.1,1,S5460,MED Economic Development,12000.0,31150,0,Multilateral,1,2,1001306,0.004,0,Agricultural inputs,0,0,1,0,0,0,0,0,World Bank,IFI,Africa,GW,0.1
2009/2010,0.0,30000000.0,0,1,*World Bank Group,Foreign Non-Profit Making,GW,Guinea-Bissau,0,5461,0.1,1,S5460,MED Economic Development,12000.0,31161,0,Multilateral,1,2,1001306,0.004,0,Food crop production,0,0,1,0,0,0,0,0,World Bank,IFI,Africa,GW,0.1
2009/2010,0.0,30000000.0,0,1,*World Bank Group,Foreign Non-Profit Making,GW,Guinea-Bissau,0,5461,0.1,1,S5460,MED Economic Development,12000.0,31166,0,Multilateral,1,2,1001306,0.004,0,Agricultural extension,0,0,1,0,0,0,0,0,World Bank,IFI,Africa,GW,0.1
2009/2010,0.0,30000000.0,0,1,*World Bank Group,Foreign Non-Profit Making,GW,Guinea-Bissau,0,5461,0.1,1,S5460,MED Economic Development,12000.0,31182,0,Multilateral,1,2,1001306,0.004,0,Agricultural research,0,0,1,0,0,0,0,0,World Bank,IFI,Africa,GW,0.1
2009/2010,0.0,30000000.0,0,1,*World Bank Group,Foreign Non-Profit Making,GW,Guinea-Bissau,0,5461,0.1,1,S5460,MED Economic Development,12000.0,31191,0,Multilateral,1,2,1001306,0.004,0,Agricultural services,0,0,1,0,0,0,0,0,World Bank,IFI,Africa,GW,0.1
2009/2010,0.0,30000000.0,0,1,*World Bank Group,Foreign Non-Profit Making,GW,Guinea-Bissau,0,5461,0.1,1,S5460,MED Economic Development,12000.0,31193,0,Multilateral,1,2,1001306,0.004,0,Agricultural financial services,0,0,1,0,0,0,0,0,World Bank,IFI,Africa,GW,0.1
2009/2010,0.0,30000000.0,0,1,*World Bank Group,Foreign Non-Profit Making,HN,Honduras,0,5461,0.1,1,S5460,MED Economic Development,48600.0,31110,0,Multilateral,1,1,1001306,0.0081,0,Agricultural policy and administrative management,0,0,1,0,0,0,0,0,World Bank,IFI,America,HN,0.2
2009/2010,0.0,30000000.0,0,1,*World Bank Group,Foreign Non-Profit Making,HN,Honduras,0,5461,0.1,1,S5460,MED Economic Development,48600.0,31120,0,Multilateral,1,1,1001306,0.0081,0,Agricultural development,0,0,1,0,0,0,0,0,World Bank,IFI,America,HN,0.2
2009/2010,0.0,30000000.0,0,1,*World Bank Group,Foreign Non-Profit Making,HN,Honduras,0,5461,0.1,1,S5460,MED Economic Development,24300.0,31150,0,Multilateral,1,1,1001306,0.0081,0,Agricultural inputs,0,0,1,0,0,0,0,0,World Bank,IFI,America,HN,0.1
2009/2010,0.0,30000000.0,0,1,*World Bank Group,Foreign Non-Profit Making,HN,Honduras,0,5461,0.1,1,S5460,MED Economic Development,24300.0,31161,0,Multilateral,1,1,1001306,0.0081,0,Food crop production,0,0,1,0,0,0,0,0,World Bank,IFI,America,HN,0.1
2009/2010,0.0,30000000.0,0,1,*World Bank Group,Foreign Non-Profit Making,HN,Honduras,0,5461,0.1,1,S5460,MED Economic Development,24300.0,31166,0,Multilateral,1,1,1001306,0.0081,0,Agricultural extension,0,0,1,0,0,0,0,0,World Bank,IFI,America,HN,0.1
2009/2010,0.0,30000000.0,0,1,*World Bank Group,Foreign Non-Profit Making,HN,Honduras,0,5461,0.1,1,S5460,MED Economic Development,24300.0,31182,0,Multilateral,1,1,1001306,0.0081,0,Agricultural research,0,0,1,0,0,0,0,0,World Bank,IFI,America,HN,0.1
2009/2010,0.0,30000000.0,0,1,*World Bank Group,Foreign Non-Profit Making,HN,Honduras,0,5461,0.1,1,S5460,MED Economic Development,24300.0,31191,0,Multilateral,1,1,1001306,0.0081,0,Agricultural services,0,0,1,0,0,0,0,0,World Bank,IFI,America,HN,0.1
2009/2010,0.0,30000000.0,0,1,*World Bank Group,Foreign Non-Profit Making,HN,Honduras,0,5461,0.1,1,S5460,MED Economic Development,24300.0,31193,0,Multilateral,1,1,1001306,0.0081,0,Agricultural financial services,0,0,1,0,0,0,0,0,World Bank,IFI,America,HN,0.1
2009/2010,0.0,30000000.0,0,1,*World Bank Group,Foreign Non-Profit Making,HT,Haiti,0,5461,0.1,1,S5460,MED Economic Development,72600.0,31110,0,Multilateral,1,1,1001306,0.0121,0,Agricultural policy and administrative management,0,0,1,0,0,0,0,0,World Bank,IFI,America,HT,0.2
2009/2010,0.0,30000000.0,0,1,*World Bank Group,Foreign Non-Profit Making,HT,Haiti,0,5461,0.1,1,S5460,MED Economic Development,72600.0,31120,0,Multilateral,1,1,1001306,0.0121,0,Agricultural development,0,0,1,0,0,0,0,0,World Bank,IFI,America,HT,0.2
2009/2010,0.0,30000000.0,0,1,*World Bank Group,Foreign Non-Profit Making,HT,Haiti,0,5461,0.1,1,S5460,MED Economic Development,36300.0,31150,0,Multilateral,1,1,1001306,0.0121,0,Agricultural inputs,0,0,1,0,0,0,0,0,World Bank,IFI,America,HT,0.1
2009/2010,0.0,30000000.0,0,1,*World Bank Group,Foreign Non-Profit Making,HT,Haiti,0,5461,0.1,1,S5460,MED Economic Development,36300.0,31161,0,Multilateral,1,1,1001306,0.0121,0,Food crop production,0,0,1,0,0,0,0,0,World Bank,IFI,America,HT,0.1
2009/2010,0.0,30000000.0,0,1,*World Bank Group,Foreign Non-Profit Making,HT,Haiti,0,5461,0.1,1,S5460,MED Economic Development,36300.0,31166,0,Multilateral,1,1,1001306,0.0121,0,Agricultural extension,0,0,1,0,0,0,0,0,World Bank,IFI,America,HT,0.1
2009/2010,0.0,30000000.0,0,1,*World Bank Group,Foreign Non-Profit Making,HT,Haiti,0,5461,0.1,1,S5460,MED Economic Development,36300.0,31182,0,Multilateral,1,1,1001306,0.0121,0,Agricultural research,0,0,1,0,0,0,0,0,World Bank,IFI,America,HT,0.1
2009/2010,0.0,30000000.0,0,1,*World Bank Group,Foreign Non-Profit Making,HT,Haiti,0,5461,0.1,1,S5460,MED Economic Development,36300.0,31191,0,Multilateral,1,1,1001306,0.0121,0,Agricultural services,0,0,1,0,0,0,0,0,World Bank,IFI,America,HT,0.1
2009/2010,0.0,30000000.0,0,1,*World Bank Group,Foreign Non-Profit Making,HT,Haiti,0,5461,0.1,1,S5460,MED Economic Development,36300.0,31193,0,Multilateral,1,1,1001306,0.0121,0,Agricultural financial services,0,0,1,0,0,0,0,0,World Bank,IFI,America,HT,0.1
2009/2010,0.0,30000000.0,0,1,*World Bank Group,Foreign Non-Profit Making,KE,Kenya,0,5461,0.1,1,S5460,MED Economic Development,266400.0,31110,0,Multilateral,1,2,1001306,0.0444,0,Agricultural policy and administrative management,0,0,1,0,0,0,0,0,World Bank,IFI,Africa,KE,0.2
2009/2010,0.0,30000000.0,0,1,*World Bank Group,Foreign Non-Profit Making,KE,Kenya,0,5461,0.1,1,S5460,MED Economic Development,266400.0,31120,0,Multilateral,1,2,1001306,0.0444,0,Agricultural development,0,0,1,0,0,0,0,0,World Bank,IFI,Africa,KE,0.2
2009/2010,0.0,30000000.0,0,1,*World Bank Group,Foreign Non-Profit Making,KE,Kenya,0,5461,0.1,1,S5460,MED Economic Development,133200.0,31150,0,Multilateral,1,2,1001306,0.0444,0,Agricultural inputs,0,0,1,0,0,0,0,0,World Bank,IFI,Africa,KE,0.1
2009/2010,0.0,30000000.0,0,1,*World Bank Group,Foreign Non-Profit Making,KE,Kenya,0,5461,0.1,1,S5460,MED Economic Development,133200.0,31161,0,Multilateral,1,2,1001306,0.0444,0,Food crop production,0,0,1,0,0,0,0,0,World Bank,IFI,Africa,KE,0.1
2009/2010,0.0,30000000.0,0,1,*World Bank Group,Foreign Non-Profit Making,KE,Kenya,0,5461,0.1,1,S5460,MED Economic Development,133200.0,31166,0,Multilateral,1,2,1001306,0.0444,0,Agricultural extension,0,0,1,0,0,0,0,0,World Bank,IFI,Africa,KE,0.1
2009/2010,0.0,30000000.0,0,1,*World Bank Group,Foreign Non-Profit Making,KE,Kenya,0,5461,0.1,1,S5460,MED Economic Development,133200.0,31182,0,Multilateral,1,2,1001306,0.0444,0,Agricultural research,0,0,1,0,0,0,0,0,World Bank,IFI,Africa,KE,0.1
2009/2010,0.0,30000000.0,0,1,*World Bank Group,Foreign Non-Profit Making,KE,Kenya,0,5461,0.1,1,S5460,MED Economic Development,133200.0,31191,0,Multilateral,1,2,1001306,0.0444,0,Agricultural services,0,0,1,0,0,0,0,0,World Bank,IFI,Africa,KE,0.1
2009/2010,0.0,30000000.0,0,1,*World Bank Group,Foreign Non-Profit Making,KE,Kenya,0,5461,0.1,1,S5460,MED Economic Development,133200.0,31193,0,Multilateral,1,2,1001306,0.0444,0,Agricultural financial services,0,0,1,0,0,0,0,0,World Bank,IFI,Africa,KE,0.1
2009/2010,0.0,30000000.0,0,1,*World Bank Group,Foreign Non-Profit Making,KG,Kyrgyzstan,0,5461,0.1,1,S5460,MED Economic Development,48600.0,31110,0,Multilateral,1,3,1001306,0.0081,0,Agricultural policy and administrative management,0,0,1,0,0,0,0,0,World Bank,IFI,Asia,KG,0.2
2009/2010,0.0,30000000.0,0,1,*World Bank Group,Foreign Non-Profit Making,KG,Kyrgyzstan,0,5461,0.1,1,S5460,MED Economic Development,48600.0,31120,0,Multilateral,1,3,1001306,0.0081,0,Agricultural development,0,0,1,0,0,0,0,0,World Bank,IFI,Asia,KG,0.2
2009/2010,0.0,30000000.0,0,1,*World Bank Group,Foreign Non-Profit Making,KG,Kyrgyzstan,0,5461,0.1,1,S5460,MED Economic Development,24300.0,31150,0,Multilateral,1,3,1001306,0.0081,0,Agricultural inputs,0,0,1,0,0,0,0,0,World Bank,IFI,Asia,KG,0.1
2009/2010,0.0,30000000.0,0,1,*World Bank Group,Foreign Non-Profit Making,KG,Kyrgyzstan,0,5461,0.1,1,S5460,MED Economic Development,24300.0,31161,0,Multilateral,1,3,1001306,0.0081,0,Food crop production,0,0,1,0,0,0,0,0,World Bank,IFI,Asia,KG,0.1
2009/2010,0.0,30000000.0,0,1,*World Bank Group,Foreign Non-Profit Making,KG,Kyrgyzstan,0,5461,0.1,1,S5460,MED Economic Development,24300.0,31166,0,Multilateral,1,3,1001306,0.0081,0,Agricultural extension,0,0,1,0,0,0,0,0,World Bank,IFI,Asia,KG,0.1
2009/2010,0.0,30000000.0,0,1,*World Bank Group,Foreign Non-Profit Making,KG,Kyrgyzstan,0,5461,0.1,1,S5460,MED Economic Development,24300.0,31182,0,Multilateral,1,3,1001306,0.0081,0,Agricultural research,0,0,1,0,0,0,0,0,World Bank,IFI,Asia,KG,0.1
2009/2010,0.0,30000000.0,0,1,*World Bank Group,Foreign Non-Profit Making,KG,Kyrgyzstan,0,5461,0.1,1,S5460,MED Economic Development,24300.0,31191,0,Multilateral,1,3,1001306,0.0081,0,Agricultural services,0,0,1,0,0,0,0,0,World Bank,IFI,Asia,KG,0.1
2009/2010,0.0,30000000.0,0,1,*World Bank Group,Foreign Non-Profit Making,KG,Kyrgyzstan,0,5461,0.1,1,S5460,MED Economic Development,24300.0,31193,0,Multilateral,1,3,1001306,0.0081,0,Agricultural financial services,0,0,1,0,0,0,0,0,World Bank,IFI,Asia,KG,0.1
2009/2010,0.0,30000000.0,0,1,*World Bank Group,Foreign Non-Profit Making,KH,Cambodia,0,5461,0.1,1,S5460,MED Economic Development,24000.0,31110,0,Multilateral,1,3,1001306,0.004,0,Agricultural policy and administrative management,0,0,1,0,0,0,0,0,World Bank,IFI,Asia,KH,0.2
2009/2010,0.0,30000000.0,0,1,*World Bank Group,Foreign Non-Profit Making,KH,Cambodia,0,5461,0.1,1,S5460,MED Economic Development,24000.0,31120,0,Multilateral,1,3,1001306,0.004,0,Agricultural development,0,0,1,0,0,0,0,0,World Bank,IFI,Asia,KH,0.2
2009/2010,0.0,30000000.0,0,1,*World Bank Group,Foreign Non-Profit Making,KH,Cambodia,0,5461,0.1,1,S5460,MED Economic Development,12000.0,31150,0,Multilateral,1,3,1001306,0.004,0,Agricultural inputs,0,0,1,0,0,0,0,0,World Bank,IFI,Asia,KH,0.1
2009/2010,0.0,30000000.0,0,1,*World Bank Group,Foreign Non-Profit Making,KH,Cambodia,0,5461,0.1,1,S5460,MED Economic Development,12000.0,31161,0,Multilateral,1,3,1001306,0.004,0,Food crop production,0,0,1,0,0,0,0,0,World Bank,IFI,Asia,KH,0.1
2009/2010,0.0,30000000.0,0,1,*World Bank Group,Foreign Non-Profit Making,KH,Cambodia,0,5461,0.1,1,S5460,MED Economic Development,12000.0,31166,0,Multilateral,1,3,1001306,0.004,0,Agricultural extension,0,0,1,0,0,0,0,0,World Bank,IFI,Asia,KH,0.1
2009/2010,0.0,30000000.0,0,1,*World Bank Group,Foreign Non-Profit Making,KH,Cambodia,0,5461,0.1,1,S5460,MED Economic Development,12000.0,31182,0,Multilateral,1,3,1001306,0.004,0,Agricultural research,0,0,1,0,0,0,0,0,World Bank,IFI,Asia,KH,0.1
2009/2010,0.0,30000000.0,0,1,*World Bank Group,Foreign Non-Profit Making,KH,Cambodia,0,5461,0.1,1,S5460,MED Economic Development,12000.0,31191,0,Multilateral,1,3,1001306,0.004,0,Agricultural services,0,0,1,0,0,0,0,0,World Bank,IFI,Asia,KH,0.1
2009/2010,0.0,30000000.0,0,1,*World Bank Group,Foreign Non-Profit Making,KH,Cambodia,0,5461,0.1,1,S5460,MED Economic Development,12000.0,31193,0,Multilateral,1,3,1001306,0.004,0,Agricultural financial services,0,0,1,0,0,0,0,0,World Bank,IFI,Asia,KH,0.1
2009/2010,0.0,30000000.0,0,1,*World Bank Group,Foreign Non-Profit Making,KM,Comoros,0,5461,0.1,1,S5460,MED Economic Development,4800.0,31110,0,Multilateral,1,2,1001306,0.0008,0,Agricultural policy and administrative management,0,0,1,0,0,0,0,0,World Bank,IFI,Africa,KM,0.2
2009/2010,0.0,30000000.0,0,1,*World Bank Group,Foreign Non-Profit Making,KM,Comoros,0,5461,0.1,1,S5460,MED Economic Development,4800.0,31120,0,Multilateral,1,2,1001306,0.0008,0,Agricultural development,0,0,1,0,0,0,0,0,World Bank,IFI,Africa,KM,0.2
2009/2010,0.0,30000000.0,0,1,*World Bank Group,Foreign Non-Profit Making,KM,Comoros,0,5461,0.1,1,S5460,MED Economic Development,2400.0,31150,0,Multilateral,1,2,1001306,0.0008,0,Agricultural inputs,0,0,1,0,0,0,0,0,World Bank,IFI,Africa,KM,0.1
2009/2010,0.0,30000000.0,0,1,*World Bank Group,Foreign Non-Profit Making,KM,Comoros,0,5461,0.1,1,S5460,MED Economic Development,2400.0,31161,0,Multilateral,1,2,1001306,0.0008,0,Food crop production,0,0,1,0,0,0,0,0,World Bank,IFI,Africa,KM,0.1
2009/2010,0.0,30000000.0,0,1,*World Bank Group,Foreign Non-Profit Making,KM,Comoros,0,5461,0.1,1,S5460,MED Economic Development,2400.0,31166,0,Multilateral,1,2,1001306,0.0008,0,Agricultural extension,0,0,1,0,0,0,0,0,World Bank,IFI,Africa,KM,0.1
2009/2010,0.0,30000000.0,0,1,*World Bank Group,Foreign Non-Profit Making,KM,Comoros,0,5461,0.1,1,S5460,MED Economic Development,2400.0,31182,0,Multilateral,1,2,1001306,0.0008,0,Agricultural research,0,0,1,0,0,0,0,0,World Bank,IFI,Africa,KM,0.1
2009/2010,0.0,30000000.0,0,1,*World Bank Group,Foreign Non-Profit Making,KM,Comoros,0,5461,0.1,1,S5460,MED Economic Development,2400.0,31191,0,Multilateral,1,2,1001306,0.0008,0,Agricultural services,0,0,1,0,0,0,0,0,World Bank,IFI,Africa,KM,0.1
2009/2010,0.0,30000000.0,0,1,*World Bank Group,Foreign Non-Profit Making,KM,Comoros,0,5461,0.1,1,S5460,MED Economic Development,2400.0,31193,0,Multilateral,1,2,1001306,0.0008,0,Agricultural financial services,0,0,1,0,0,0,0,0,World Bank,IFI,Africa,KM,0.1
2009/2010,0.0,30000000.0,0,1,*World Bank Group,Foreign Non-Profit Making,LA,"Lao, Dem. Rep.",0,5461,0.1,1,S5460,MED Economic Development,24000.0,31110,0,Multilateral,1,3,1001306,0.004,0,Agricultural policy and administrative management,0,0,1,0,0,0,0,0,World Bank,IFI,Asia,LA,0.2
2009/2010,0.0,30000000.0,0,1,*World Bank Group,Foreign Non-Profit Making,LA,"Lao, Dem. Rep.",0,5461,0.1,1,S5460,MED Economic Development,24000.0,31120,0,Multilateral,1,3,1001306,0.004,0,Agricultural development,0,0,1,0,0,0,0,0,World Bank,IFI,Asia,LA,0.2
2009/2010,0.0,30000000.0,0,1,*World Bank Group,Foreign Non-Profit Making,LA,"Lao, Dem. Rep.",0,5461,0.1,1,S5460,MED Economic Development,12000.0,31150,0,Multilateral,1,3,1001306,0.004,0,Agricultural inputs,0,0,1,0,0,0,0,0,World Bank,IFI,Asia,LA,0.1
2009/2010,0.0,30000000.0,0,1,*World Bank Group,Foreign Non-Profit Making,LA,"Lao, Dem. Rep.",0,5461,0.1,1,S5460,MED Economic Development,12000.0,31161,0,Multilateral,1,3,1001306,0.004,0,Food crop production,0,0,1,0,0,0,0,0,World Bank,IFI,Asia,LA,0.1
2009/2010,0.0,30000000.0,0,1,*World Bank Group,Foreign Non-Profit Making,LA,"Lao, Dem. Rep.",0,5461,0.1,1,S5460,MED Economic Development,12000.0,31166,0,Multilateral,1,3,1001306,0.004,0,Agricultural extension,0,0,1,0,0,0,0,0,World Bank,IFI,Asia,LA,0.1
2009/2010,0.0,30000000.0,0,1,*World Bank Group,Foreign Non-Profit Making,LA,"Lao, Dem. Rep.",0,5461,0.1,1,S5460,MED Economic Development,12000.0,31182,0,Multilateral,1,3,1001306,0.004,0,Agricultural research,0,0,1,0,0,0,0,0,World Bank,IFI,Asia,LA,0.1
2009/2010,0.0,30000000.0,0,1,*World Bank Group,Foreign Non-Profit Making,LA,"Lao, Dem. Rep.",0,5461,0.1,1,S5460,MED Economic Development,12000.0,31191,0,Multilateral,1,3,1001306,0.004,0,Agricultural services,0,0,1,0,0,0,0,0,World Bank,IFI,Asia,LA,0.1
2009/2010,0.0,30000000.0,0,1,*World Bank Group,Foreign Non-Profit Making,LA,"Lao, Dem. Rep.",0,5461,0.1,1,S5460,MED Economic Development,12000.0,31193,0,Multilateral,1,3,1001306,0.004,0,Agricultural financial services,0,0,1,0,0,0,0,0,World Bank,IFI,Asia,LA,0.1
2009/2010,0.0,30000000.0,0,1,*World Bank Group,Foreign Non-Profit Making,LR,Liberia,0,5461,0.1,1,S5460,MED Economic Development,48600.0,31110,0,Multilateral,1,2,1001306,0.0081,0,Agricultural policy and administrative management,0,0,1,0,0,0,0,0,World Bank,IFI,Africa,LR,0.2
2009/2010,0.0,30000000.0,0,1,*World Bank Group,Foreign Non-Profit Making,LR,Liberia,0,5461,0.1,1,S5460,MED Economic Development,48600.0,31120,0,Multilateral,1,2,1001306,0.0081,0,Agricultural development,0,0,1,0,0,0,0,0,World Bank,IFI,Africa,LR,0.2
2009/2010,0.0,30000000.0,0,1,*World Bank Group,Foreign Non-Profit Making,LR,Liberia,0,5461,0.1,1,S5460,MED Economic Development,24300.0,31150,0,Multilateral,1,2,1001306,0.0081,0,Agricultural inputs,0,0,1,0,0,0,0,0,World Bank,IFI,Africa,LR,0.1
2009/2010,0.0,30000000.0,0,1,*World Bank Group,Foreign Non-Profit Making,LR,Liberia,0,5461,0.1,1,S5460,MED Economic Development,24300.0,31161,0,Multilateral,1,2,1001306,0.0081,0,Food crop production,0,0,1,0,0,0,0,0,World Bank,IFI,Africa,LR,0.1
