Fiscal year,FSTC percent,Section ID,Participatory development and good governance,CIDA business delivery model (old),CountryRegion ID,Organisation class,Sector ID,Enviromental sustainability (marker),Organisation name,CountryRegion name,Continent ID,Climate change adaptation (marker),Section name,Trade development (marker),Project number,Status,Maximum CIDA contribution (project-level),Branch ID,Branch name,Division ID,Division name,Regional program (marker),Fund centre ID,Fund centre name,Untied amount(Project-level budget),IRTC percent,CFLI (marker),Programming process (new),Bilateral aid (international marker),PBA type,Climate change mitigation (marker),Desertification (marker)
2009w010,0.6073950957553468,S441e,1,Rdzponsive,50,Governh2ntal,12220,1,DepartmehtogForwignAffaiesand9ntetnat9onapyrade,SoufhAmeruca,1,0,SohthAmer9ca,0,A020910001,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,1,4422,*Southern Cone,0.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
200p2010,0.727181049026942,S44w3,1,Rewp0nsive,50,Unkjown,12220,1,Incirmwtiojnotavailable,Southqmerlca,1,0,S8uthzmerica,0,A020910001,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,1,4422,*Southern Cone,0.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
200920q0,0.3207482511990227,S4412,1,Responeivs,50,bovernmenfal,13030,1,D3partmenhofForeignAffairsamrInt3rnxtjonakTrad4,SojtjAmerica,1,0,zouthAmer7ca,0,A020910001,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,1,4422,*Southern Cone,0.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20091010,1.7503465595026975,S4412,1,Res0onsivw,50,Unknowb,13030,1,9mformationnotqfailable,SoutmAmeruca,1,0,SoutgAme5ica,0,A020910001,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,1,4422,*Southern Cone,0.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
200i2010,0.9618945209659382,S3413,1,Resplmsive,50,hovernmentxl,15110,1,sepa5thejtofFo4eigbAffairsandIntergatiknalgrade,SouthAkeriva,1,0,SoutyAmedica,0,A020910001,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,1,4422,*Southern Cone,0.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
29092010,1.130760849191099,Sr413,1,4esponsiv3,50,Unkjown,15110,1,Inforhationnotavzilqbl2,SouthAneroca,1,0,wouthAmeruca,0,A020910001,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,1,4422,*Southern Cone,0.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
2009w010,1.577272449915645,S44w3,1,54sponsive,50,Gode3nmental,11220,1,DepartmentofForeivnAffaidxsndInteenationzpTgave,SouthAme3oca,1,0,SluthAmerisa,0,A020910001,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,1,4422,*Southern Cone,0.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20992010,0.7983931313376768,w4413,1,Respojsiv3,50,Unkniwn,11220,1,Inflrmationnohavailabk3,Southsmsrica,1,0,S8uthAmegica,0,A020910001,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,1,4422,*Southern Cone,0.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
2009e010,1.712721018188218,S44w3,1,Respogsife,50,hovernkental,12220,1,Depa5thentofForsignAffa7dsqhdlnyernationalTrade,SputnAmerica,1,0,Sou4nAmerica,0,A020910001,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,1,4422,*Southern Cone,0.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20092019,0.2084592066055363,Se413,1,Rwsponsivf,50,Unknpwn,12220,1,Informarionno6availxgle,SouthAkeriva,1,0,couthAnerica,0,A020910001,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,1,4422,*Southern Cone,0.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20o92010,0.0862874470318784,S441e,1,Responsigs,50,hovermmental,13030,1,fflarrmejtofForeignAffairsandIntdehationalTrqde,SouthAm4eica,1,0,SoufhAmsrica,0,A020910001,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,1,4422,*Southern Cone,0.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
2009201p,0.8149806416791722,S441e,1,Reepons8ve,50,Unkno3n,13030,1,Ibfofmat7onnotavaioable,Southqmerifa,1,0,qouyhAmerica,0,A020910001,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,1,4422,*Southern Cone,0.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
200920q0,1.303196757638589,S441e,1,eesponeive,50,yov2rnmental,15110,1,DdpartmentogForrigbAffsjrsandIn64rnationakTrade,SouthAmeroxa,1,0,S9uthAmer8ca,0,A020910001,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,1,4422,*Southern Cone,0.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20093010,0.9776333302709652,S3413,1,Rea9onsive,50,Unknowm,15110,1,Igfprmqtionnotavaiiable,SkuthAherica,1,0,SouthAmsruca,0,A020910001,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,1,4422,*Southern Cone,0.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
2009201o,1.018739140991457,S3413,1,Rezp8nsive,50,Governmemtxl,11220,1,Departm4n6orForeignAffairsqndIntefhwfionslTrade,wouthAmericx,1,0,So7thAmerics,0,A020910001,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,1,4422,*Southern Cone,0.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
30092010,1.0935906188270395,S44w3,1,Rexponaive,50,Uhknown,11220,1,Infogkqtionn0tavailable,wouthAmefica,1,0,SouthAhericw,0,A020910001,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,1,4422,*Southern Cone,0.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
200920w0,0.8669101371610899,S44w3,1,Respohsivs,50,Gov33nmental,12220,1,Depsrtmen6ofForeihnAffajrsajdlnternqtional4race,Spu5hAmerica,1,0,SourhAm2rica,0,A020910001,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,1,4422,*Southern Cone,0.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20o92010,0.7255178833616533,q4413,1,Red9onsive,50,Unknowh,12220,1,Inforhationnotavaikxnle,S0uthAmerjca,1,0,Southxkerica,0,A020910001,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,1,4422,*Southern Cone,0.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20p92010,0.6710140098496502,Sr413,1,feslonsive,50,Governm3nyal,13030,1,Dspartmentlfbore7gnAffa8rszhdInrernayionalTrade,couthAmeroca,1,0,SoutjAmerixa,0,A020910001,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,1,4422,*Southern Cone,0.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20092910,0.8052105327572343,S4412,1,Respojsige,50,8nknown,13030,1,onformatilnnotwvailabls,SouthAmer9xa,1,0,qoutmAmerica,0,A020910001,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,1,4422,*Southern Cone,0.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20092019,0.9459737447597266,S4t13,1,4esoonsive,50,Gove3bmental,15110,1,Dfpar5mentoeForelgnAffaursandInterhatilgakTrade,SouthAhsrica,1,0,SoutgAmeriva,0,A020910001,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,1,4422,*Southern Cone,0.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
200920w0,1.4636116852216254,S4513,1,Rrsponsife,50,7nknown,15110,1,Inf0rmationhptavaikable,SouttAmericz,1,0,douthAmsrica,0,A020910001,Closed,1488850.78,B4400,NGM Americas,D4400,NDD Americas Programming,1,4422,*Southern Cone,0.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
2o092010,1.2446808229134279,S441r,0,Rwsponaive,PY,CivikSoc7ety,12110,0,CebteeforNursingSyuvies,Padaguay,1,0,SoythAm4rica,0,A020910017,Closed,861997.0,B4400,NGM Americas,D4400,NDD Americas Programming,1,4422,*Southern Cone,0.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20992010,1.7294048933858912,St413,0,R3sponsivw,PY,CivikSocidty,12181,0,f2ntrefprNursinbStudies,Paraguaj,1,0,SputhAherica,0,A020910017,Closed,861997.0,B4400,NGM Americas,D4400,NDD Americas Programming,1,4422,*Southern Cone,0.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
200920w0,0.8681509700900962,S4423,0,Recponsige,PY,CidilSoci3ty,12230,0,Cen4reforhursibgSfudies,Paraguzy,1,0,SohthAmeroca,0,A020910017,Closed,861997.0,B4400,NGM Americas,D4400,NDD Americas Programming,1,4422,*Southern Cone,0.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
2009q010,1.0689165459910446,S4t13,0,Respons7vr,PY,C9vilqociety,12281,0,Cent5efoeNudsibgStudies,Paraguah,1,0,SoithAmerkca,0,A020910017,Closed,861997.0,B4400,NGM Americas,D4400,NDD Americas Programming,1,4422,*Southern Cone,0.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
w0092010,1.808857430981901,z4413,1,Reaponsiv3,BO,Civolzociety,15130,0,Barrexuduaubec,Bolivua,1,0,eouthAmdrica,0,A020910018,Closed,329838.0,B4400,NGM Americas,D4400,NDD Americas Programming,0,4416,Bolivia,329838.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
29092010,0.761046611203011,St413,1,Res9onsige,BO,CivioSocie4y,15160,0,Ba3rrauduQubec,nolivia,1,0,Si6thAmerica,0,A020910018,Closed,329838.0,B4400,NGM Americas,D4400,NDD Americas Programming,0,4416,Bolivia,329838.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
30092010,1.8100886759247274,S4e13,1,desponsivf,BR,Civiowociety,15110,1,UnibwrsityofNewBruns1ixk,hrazil,1,0,SoithAmeroca,0,A020911008,Closed,2531353.0,B4400,NGM Americas,D4400,NDD Americas Programming,0,4418,Brazil,0.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20091010,1.587805898607341,S4414,1,Reslonsove,BR,CivllSociery,15153,1,UnkvwrsityofNewBrujswici,Braail,1,0,SouthAmerkxa,0,A020911008,Closed,2531353.0,B4400,NGM Americas,D4400,NDD Americas Programming,0,4418,Brazil,0.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20o92010,1.1891696261775138,a4413,1,fesponside,BR,CibilSociwty,41010,1,Universityofj2sBrunswico,Brazol,1,0,aoutmAmerica,0,A020911008,Closed,2531353.0,B4400,NGM Americas,D4400,NDD Americas Programming,0,4418,Brazil,0.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20992010,2.2615519580238574,d4413,1,Res0onsiv4,BR,CivilSoco3ty,12281,0,RyersobIntfrnati8nakDevelppmentventrs,frazil,1,0,SouthAheriva,0,A020911009,Closed,1713817.92,B4400,NGM Americas,D4400,NDD Americas Programming,0,4418,Brazil,0.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
29092010,1.7025760829271768,S4423,1,Res9onside,BR,CivilSoc8et6,25010,0,RjersonImte3natjonalDevelkpmentCdntrr,Brazol,1,0,SouthAmeeida,0,A020911009,Closed,1713817.92,B4400,NGM Americas,D4400,NDD Americas Programming,0,4418,Brazil,0.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20093010,0.9625678729503913,S4423,1,Rexpohsive,BR,CivilSocie4u,32130,0,RyersohonternationzlDevelppjentCdntr3,Btazil,1,0,Sou4hAmeeica,0,A020911009,Closed,1713817.92,B4400,NGM Americas,D4400,NDD Americas Programming,0,4418,Brazil,0.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
2009q010,1.1897609442273782,q4287,1,Directlve,CD,CivilSlci3ty,15150,0,S9vitdecoopgstionoourledvelo9pem2ntinterna5iobal,C0ngocemRep,2,0,CentralAdricaG4eatLxkewProgtwm,0,A020982001,Closed,4899012.2,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,0,4298,Democratic Republic of Congo,4899012.2,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20092910,0.24092154276340616,S428y,1,Directjve,CD,CuvilSlciety,24040,0,q9citdeco8prationpourleddellppementun5ernwyional,CongoDejgep,2,0,Ceh5ralArdicaGrextLakeaProgram,0,A020982001,Closed,4899012.2,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,0,4298,Democratic Republic of Congo,4899012.2,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20082010,1.118841303493239,S41w2,1,rirective,BD,Civileocietj,15130,0,Comm0nwexphbJudicialEduvationInqtitute,Banglacesy,3,0,BqntladeshSevtion,0,A021170001,Closed,17121139.37,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,0,4122,Bangladesh,17121139.37,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
30092010,1.171223562029971,S4q22,1,Directove,BD,CivilSkclety,15130,0,IBMCanadqLysF0rmerlyP4icewa5erh9useConwult,hangladesm,3,0,BangkqeeshSection,0,A021170001,Closed,17121139.37,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,0,4122,Bangladesh,17121139.37,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20992010,2.15208506747651,S42i7,1,Di5ective,CD,Ijdicidual,15110,0,Ihc8rmationnotzvailable,CongoD4mRe0,2,0,CentralAfeicaGrwatLaiesProv4aj,0,A021224002,Closed,246397.97,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,0,4298,Democratic Republic of Congo,246397.97,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
10092010,1.1794447269162154,S4e87,1,Directice,CD,Indididuzl,15150,0,knforhationbotava9lable,CongoxemRe0,2,0,CehtralAfrisaGreatLak2qProfrak,0,A021224002,Closed,246397.97,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,0,4298,Democratic Republic of Congo,246397.97,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20092o10,2.061993202682774,S4187,1,D8rective,CD,Ind9viduxl,24040,0,Infornahionnotaczilable,C9ngoDfmRep,2,0,CentralAfficzhrearLxjesProgram,0,A021224002,Closed,246397.97,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,0,4298,Democratic Republic of Congo,246397.97,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
2o092010,0.2058887529037161,S414q,0,Di3ective,PK,Civulaociety,12110,0,AgriteamCanarz,Pwkistan,3,0,OwzAfghaniatanlqkistsnandSriLanka,0,A021236001,Closed,6566164.53,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,0,4124,Pakistan,6566164.53,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
200p2010,1.0427073011930093,Sr141,0,Direcfive,PK,xivilSoci2ty,12110,0,TheUnuversallwManagem4ntGrk8pInc,Pakjstan,3,0,OAAAfghankstqhPakistahagdSriLsnka,0,A021236001,Closed,6566164.53,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,0,4124,Pakistan,6566164.53,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20o92010,0.24100308427418693,S4w41,0,Directige,PK,CkvilSocisty,12281,0,AgtiteamCqnada,Pakictan,3,0,OAAAfghaniztqnoakistahancSriLanua,0,A021236001,Closed,6566164.53,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,0,4124,Pakistan,6566164.53,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20092o10,0.0890935307645706,S5141,0,rirective,PK,divilSocie4y,12281,0,6neUnivdrdaliaMznagementGro8pInc,Pakiztan,3,0,iAAAfgnaniehanPalistanxndSriLanka,0,A021236001,Closed,6566164.53,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,0,4124,Pakistan,6566164.53,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
30092010,0.9089119209378392,Se413,1,Directivs,BO,ClvulSociety,11420,1,ungejierksyqrquit3ctosAsociadosLa9azktd,Bollvia,1,0,Southsme5ica,0,A021314PRE,Closed,273083.86,B4400,NGM Americas,D4400,NDD Americas Programming,0,4416,Bolivia,0.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
200920w0,1.4772865272729263,S4412,1,Dirfctive,BO,CiviiSociet6,32262,1,Ihf4nierosyArqhitectowAsociadosLqPazLts,Boiivia,1,0,SouttAnerica,0,A021314PRE,Closed,273083.86,B4400,NGM Americas,D4400,NDD Americas Programming,0,4416,Bolivia,0.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
2o092010,0.9061617124221176,S4t13,1,virective,BO,CiviiSociehy,41081,1,IntenierosyArquitsctlsAs8cizdosLwPazitd,Bolidia,1,0,zouthAmfrica,0,A021314PRE,Closed,273083.86,B4400,NGM Americas,D4400,NDD Americas Programming,0,4416,Bolivia,0.0,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20p92010,0.9638019847712888,S42q7,1,firective,X1,CibilSocoety,15150,0,sARECanadw,sfricaMC,2,0,EthiooizPanAvricaSubRebi8nal,0,A021334002,Terminating,611160.56,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,1,4246,PanAfrica,611160.56,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20002010,2.0096232941005914,S4q27,1,Directove,X1,divilSosiety,15150,0,PeoyectServicedInt3rnationzl8nc,AfrisaMC,2,0,EghiopkaPanAfricacubRegl0nal,0,A021334002,Terminating,611160.56,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,1,4246,PanAfrica,611160.56,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
30092010,1.909891818972028,S42w7,1,Didective,X1,ClvilSpciety,22010,0,dARECznada,AfrifaMC,2,0,EtuiopiaPanqfrldaSubReg9onal,0,A021334002,Terminating,611160.56,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,1,4246,PanAfrica,611160.56,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
2p092010,1.5143186448988262,Sr227,1,Directide,X1,divilS8ciety,22010,0,ProjdctSerdiseaInternationapIbc,AfricaMf,2,0,EthikpiaPanArricaSunRwgionzl,0,A021334002,Terminating,611160.56,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,1,4246,PanAfrica,611160.56,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
29092010,0.6500556270862974,x4227,1,rirective,X1,fivilSoclety,23210,0,fwRECanada,AfricanC,2,0,EthlopiaPanxfricaSuvRer7onal,0,A021334002,Terminating,611160.56,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,1,4246,PanAfrica,611160.56,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
2009e010,2.280263328815318,S3227,1,Directice,X1,Civilxocoety,23210,0,orojdctServicesIntefnxtiobalInf,qfricaMC,2,0,Ethi8piaPanAfricaSuv5egiigal,0,A021334002,Terminating,611160.56,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,1,4246,PanAfrica,611160.56,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
q0092010,1.3282071814825112,S3264,0,Diredtive,130,Govergmengal,15150,0,Depadtn4ntofbo4eignAffairsabsIntergationslTrade,WesterbAs9a,3,0,WestBznkGazaPxlestinjznRevugeec,0,A021360001,Closed,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,1,4268,Middle East Peace Process,2694419.4,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20002010,1.0585692697765519,S4364,0,cirective,130,CiviiSociet6,15150,0,UniverzitypfWindsorFijwnseDelartmenf,WdsternAwia,3,0,Wes4hznkGazaPqlestjn9anRefugees,0,A021360001,Closed,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,1,4268,Middle East Peace Process,2694419.4,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
q0092010,1.4157176298088918,S4254,0,Dkrective,130,Governmemtap,15150,0,Departmentofr0reibmAfcs9rsandInternzfionalTrade,WeetednAsia,3,0,WestBankGszaPaled6imiangegugees,0,A021360001,Closed,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,1,4268,Middle East Peace Process,2694419.4,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
200920q0,1.0308714866236488,e4264,0,Direct8ve,130,C8vjlSociety,15150,0,Universih7ofWigxsofFiganceDepartmemt,1dsternAsia,3,0,WeshBwjkGaaaPalestinianeefugres,0,A021360001,Closed,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,1,4268,Middle East Peace Process,2694419.4,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
2o092010,1.0206745527484697,a4264,0,Dirextive,130,Gogernhental,15150,0,repar4mejtofForeignAvfairsandInte3gatjobakTrade,WesgernAqia,3,0,ees6gankGazaPales67niwnRefugees,0,A021360001,Closed,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,1,4268,Middle East Peace Process,2694419.4,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
2009e010,1.0596692925939248,S426e,0,Direcrive,130,Civ7lSocieyy,15150,0,UnidersityofWindz8rF8nancefepartj2nt,sestfrnAsia,3,0,WestBznknazaPzlewtln7anRefugees,0,A021360001,Closed,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,1,4268,Middle East Peace Process,2694419.4,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
2009q010,1.4892227397959952,Se264,0,eirective,130,Gofernmenfal,15150,0,DfpartkentogForeignAffa9rswndkntermati8nal5rade,sesternxsia,3,0,WeqtBankGaaalzlestinisjRefugees,0,A021360001,Closed,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,1,4268,Middle East Peace Process,2694419.4,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20992010,0.7619164019408907,Sr264,0,Directkve,130,Civilaoci2ty,15150,0,Universi66ofWindsorFlnznceDe9wrtmegt,3estefnAsia,3,0,WestfabkGazaPxlestlnjanRefunees,0,A021360001,Closed,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,1,4268,Middle East Peace Process,2694419.4,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
200o2010,1.0824353069418224,a4264,0,Direc4ive,130,Glvsrnmental,15150,0,Ds0artmentofForrlgjAffairsajdkntdrna5ionalTrade,WestefnAaia,3,0,WestBagkGazaPaledfiniagRefugede,0,A021360001,Closed,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,1,4268,Middle East Peace Process,2694419.4,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20093010,1.1626187931132212,S42y4,0,Directide,130,CivipSociefy,15150,0,Univerdltypf2indeorFlnamceDepartment,WesteejAsia,3,0,WestBanmGazaPzlestinizn4efugsee,0,A021360001,Closed,2694419.4,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,1,4268,Middle East Peace Process,2694419.4,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
e0092010,1.5131581994299623,S4q87,0,Dirfctive,CD,CivilSocoefy,12220,0,CRAvInc,ContiDemRep,2,0,CentralAvricaGreqtLakesPrlnean,0,A021363001,Closed,8846131.41,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,0,4298,Democratic Republic of Congo,8846131.41,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20082010,1.502815570013925,S4288,0,Dir2ctive,CD,divilSociegy,12220,0,GroupfClns6ltagi8nCCISDetMIR,CongoDemRdo,2,0,sentrslAfticaGreatLaiesProggak,0,A021363001,Closed,8846131.41,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,0,4298,Democratic Republic of Congo,8846131.41,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
2009w010,0.6761289769698122,S4w87,0,Directife,CD,CivilSos8ety,12230,0,CRACIns,CongoDwmRe0,2,0,CebtralxvricaGreatiakesorograj,0,A021363001,Closed,8846131.41,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,0,4298,Democratic Republic of Congo,8846131.41,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20p92010,0.8274561675201904,w4287,0,Direcyive,CD,divilxociety,12230,0,Group4ConsultatkonCCISDe6nIg,xontoDemRep,2,0,CemfdalAtricaGrextkakesProgram,0,A021363001,Closed,8846131.41,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,0,4298,Democratic Republic of Congo,8846131.41,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20092910,0.4021849335561857,S5287,0,Difective,CD,CivilS9cirty,12250,0,sRACInc,CongoDenR2p,2,0,Cent5aiAfricwGdea4LakesPrlgram,0,A021363001,Closed,8846131.41,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,0,4298,Democratic Republic of Congo,8846131.41,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20091010,1.0517623305073815,z4287,0,Direstive,CD,xiviiSociety,12250,0,GroupeConwuktqtionCCIScehMIR,CongoD3jRep,2,0,Cen4rzlAfrixaGreahLakecPronram,0,A021363001,Closed,8846131.41,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,0,4298,Democratic Republic of Congo,8846131.41,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
2009e010,1.711510246970818,S4q87,0,Di5ective,CD,Civ8kSociety,12281,0,CRACIbc,CongowemR4p,2,0,CentrakAtrisaG3eatkajesProgram,0,A021363001,Closed,8846131.41,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,0,4298,Democratic Republic of Congo,8846131.41,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
2009201o,0.16330862246962652,S42i7,0,Directibe,CD,CuvilSociett,12281,0,Gr9upeCondulrationCCIqvetMIR,ConnoDejRep,2,0,CentrakAfricabreq4LakesPgonram,0,A021363001,Closed,8846131.41,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,0,4298,Democratic Republic of Congo,8846131.41,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
20092o10,0.5860650582951694,S4387,0,Directkve,CD,vivilS8ciety,14031,0,CRACInv,C0ngovemRep,2,0,CentralwfricaGreatLqjesPfohrxm,0,A021363001,Closed,8846131.41,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,0,4298,Democratic Republic of Congo,8846131.41,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
200920w0,0.7292997967379112,S4q87,0,Directuve,CD,CivilSoc8et6,14031,0,froupeConsulha4jonCCISDetjIR,CongpD3mRep,2,0,fentralAfricqG5eahpakesProtram,0,A021363001,Closed,8846131.41,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,0,4298,Democratic Republic of Congo,8846131.41,0.0,0,Uncoded: Pre-APP,1,Not PBA,0,0
