Fiscal year,Branch ID,Organisation sub-class,Continent ID,Sector percent,Sector name,Status,Project number,Climate change mitigation (marker),Gender equality (marker),Participatory development and good governance,Maximum CIDA contribution (project-level),Regional program (marker),Section ID,Untied amount(Project-level budget),Branch name,Division ID,Division name,Section name,Fund centre ID,Fund centre name,FSTC percent,IRTC percent,CFLI (marker),CIDA business delivery model (old),Programming process (new),Bilateral aid (international marker),PBA type,Enviromental sustainability (marker),Climate change adaptation (marker),Desertification (marker),Trade development (marker),Biodiversity (marker)
20092910,h4400,Ununown,1,0.5993967677284384,Basichealthsw4e,Cl0sed,A0q0910091,0,0,1,53837103.64991322,1,Sr413,16514089.392817004,NGM Americas,D4400,NDD Americas Programming,South America,4422,*Southern Cone,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
2009201p,Bt400,FEDERAo,1,0.20439083918317275,Famklypkanning,dlosed,Ao20910901,0,0,1,4353507.405327609,1,Sr413,5691116.009515008,NGM Americas,D4400,NDD Americas Programming,South America,4422,*Southern Cone,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
20092910,n4400,8nknown,1,0.7928403883442545,Fakiltplanning,Clos2d,A02091o0o1,0,0,1,33655259.195947245,1,S4423,67303419.5433037,NGM Americas,D4400,NDD Americas Programming,South America,4422,*Southern Cone,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
20093010,B5400,F3DERAL,1,0.5164890259613548,Publicsecto5p0licyandadj7nistdahivekabagememt,Ciosed,w0w0910001,0,0,1,33030609.112898093,1,S5413,22246239.579493966,NGM Americas,D4400,NDD Americas Programming,South America,4422,*Southern Cone,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
20092o10,B4490,Umknown,1,0.35320086281259433,0uvlicsectorpolicuandadmin7strativrmwmagrhent,Clpsed,w020910o01,0,0,1,12540922.292123806,1,S441w,410957.4704348054,NGM Americas,D4400,NDD Americas Programming,South America,4422,*Southern Cone,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
2009q010,B4490,FEDERAi,1,0.8271309981514132,P5imqryeducatiog,Coosed,A0ep910001,0,0,1,36777835.30801021,1,z4413,10196754.929947881,NGM Americas,D4400,NDD Americas Programming,South America,4422,*Southern Cone,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
2009201p,B440p,knknown,1,0.3476497104653923,Primar62ducztion,Clos4d,A02o9q0001,0,0,1,16810929.408858817,1,S441w,31959506.977318734,NGM Americas,D4400,NDD Americas Programming,South America,4422,*Southern Cone,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
200920w0,Br400,FEDEfAL,1,0.4025551683027251,Baqichezltbcare,Clpsed,A02p9w0001,0,0,1,19812862.89690674,1,x4413,20992607.24778246,NGM Americas,D4400,NDD Americas Programming,South America,4422,*Southern Cone,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
20092020,B44o0,ynknown,1,0.3106378815808237,Basishsalthcsre,Clksed,A02991000w,0,0,1,14552751.99837742,1,S441w,46384233.396855146,NGM Americas,D4400,NDD Americas Programming,South America,4422,*Southern Cone,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
20992010,B4490,FEvERAL,1,0.4854115535629557,Fanilyllanning,vlosed,A020910p91,0,0,1,17941733.285030384,1,Sr413,35743427.353675544,NGM Americas,D4400,NDD Americas Programming,South America,4422,*Southern Cone,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
200p2010,B4409,Unkbown,1,0.6328706187681927,Famioyplxnning,Ckosed,A0309100p1,0,0,1,42074972.08871545,1,S44q3,38197038.029281266,NGM Americas,D4400,NDD Americas Programming,South America,4422,*Southern Cone,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
20002010,B4e00,FEDE3AL,1,0.3190604357695974,Publicsfctlrpplic7andacninishrqt7vemanagement,Ckosed,s010910001,0,0,1,48706075.793357775,1,S4313,11758027.597572913,NGM Americas,D4400,NDD Americas Programming,South America,4422,*Southern Cone,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
w0092010,f4400,Ubknown,1,0.13307561370486248,P8foicsdctorpolicyandsvhinkstrativemanagemsnt,Cl8sed,q020910p01,0,0,1,1430322.6778594963,1,S441w,47821401.04615592,NGM Americas,D4400,NDD Americas Programming,South America,4422,*Southern Cone,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
200920q0,B4r00,FErERAL,1,0.34993869723507587,Primar5ev8cation,Cloeed,Aow0910001,0,0,1,12229440.138126943,1,S441e,5692750.799602339,NGM Americas,D4400,NDD Americas Programming,South America,4422,*Southern Cone,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
20092020,B3400,Unknlwn,1,0.7242206786065025,Prijsryedycation,Ckosed,s020810001,0,0,1,22998944.849845663,1,S4t13,34658023.84323072,NGM Americas,D4400,NDD Americas Programming,South America,4422,*Southern Cone,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
20092p10,v4400,FEcERAL,1,0.06331734614594609,hasicbealthxare,Cposed,w020910p01,0,0,1,22186511.31417074,1,S44w3,33983309.551598534,NGM Americas,D4400,NDD Americas Programming,South America,4422,*Southern Cone,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
2o092010,Bt400,Unkn0wn,1,0.5568196860103994,Baqichealthcsde,slosed,A0209w0o01,0,0,1,46673806.56355223,1,x4413,36332236.49470032,NGM Americas,D4400,NDD Americas Programming,South America,4422,*Southern Cone,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
20002010,f4400,FEDERAo,1,0.8042668377510693,Familyplabninb,Cloded,A02p91o001,0,0,1,18859501.81421557,1,S441r,12770157.497992544,NGM Americas,D4400,NDD Americas Programming,South America,4422,*Southern Cone,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
30092010,B440p,Unknkwn,1,0.4903564131067222,bamilyolanning,Clised,A02091009w,0,0,1,18559361.229884263,1,c4413,52731934.352525815,NGM Americas,D4400,NDD Americas Programming,South America,4422,*Southern Cone,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
20992010,B440p,FEDERAk,1,0.29188812314200374,Pkbljcs3st9rpolicyandwdm7nistfat8vemanagement,Closev,A0209w000q,0,0,1,47322944.34328011,1,Sr413,12942268.686615173,NGM Americas,D4400,NDD Americas Programming,South America,4422,*Southern Cone,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
w0092010,B5400,Ubknown,1,0.0820195057967501,lugliczdctkrpopicyandadministrativemanayemegy,Closex,Ap20810001,0,0,1,30419405.290534433,1,S4412,29683856.351798534,NGM Americas,D4400,NDD Americas Programming,South America,4422,*Southern Cone,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
20093010,Be400,COpLEGE,1,0.36991079602286103,H4wlthpokicyandxdm9nisgra5ivemanagement,slosed,w0w0910017,0,1,0,26432826.577394597,1,S4414,12021207.9107928,NGM Americas,D4400,NDD Americas Programming,South America,4422,*Southern Cone,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
200920q0,f4400,vOLLEGE,1,0.4825539300077618,Merical2ducztipntraining,Cloced,A0209q001y,0,1,0,21562707.725883894,1,Se413,39963452.669285044,NGM Americas,D4400,NDD Americas Programming,South America,4422,*Southern Cone,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2009201o,B440o,COLLEtE,1,0.6350471370280348,Basixhewlthimbras5ructure,Closee,A02p9100q7,0,1,0,19673332.809968907,1,a4413,42342572.958964236,NGM Americas,D4400,NDD Americas Programming,South America,4422,*Southern Cone,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
30092010,B44o0,COLLdGE,1,0.5461430951160223,Healtjpegsonn3ld3velopmejt,Cl9sed,A0200w0017,0,1,0,33498668.89137318,1,S4412,18657878.095706105,NGM Americas,D4400,NDD Americas Programming,South America,4422,*Southern Cone,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20093010,Br400,PROF2SSIONALASSOdlATI9N,1,0.12244712415134984,L4galandjudicuapdevelopmdn4,dlosed,A02o910918,0,2,1,28170159.36256662,0,S4412,34714094.280433014,NGM Americas,D4400,NDD Americas Programming,South America,4416,Bolivia,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
200920w0,B44p0,PfOFESSIOhALAaeOCIATION,1,0.5419000577479528,Hymanfights,xlosed,A0q091001o,0,2,1,21976054.69828802,0,S44q3,50086809.64669395,NGM Americas,D4400,NDD Americas Programming,South America,4416,Bolivia,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
200o2010,B3400,iNIVERSuTY,1,0.5685026887014425,Publkcsectorpollc7ahdqdministra6ivfkanavement,Ciosed,Ap20911908,0,0,1,25536629.101085052,0,S44q3,59131571.516993806,NGM Americas,D4400,NDD Americas Programming,South America,4418,Brazil,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
20092019,B4e00,UgIVERSIgY,1,0.05328571468335186,Msriaagdfrreflowoeinformation,Clos4d,A0299w1008,0,0,1,28837530.213962317,0,S4e13,31410602.886666387,NGM Americas,D4400,NDD Americas Programming,South America,4418,Brazil,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
200o2010,Bt400,UNoVERS7TY,1,0.6094257547154307,Envir0njentwipol8cyandxdkiniwtrativemanagejent,Closer,w020911o08,0,0,1,19392166.466572545,0,S441r,1252171.8593061045,NGM Americas,D4400,NDD Americas Programming,South America,4418,Brazil,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
20092910,B4300,UNId2RSITY,1,0.030807597144732968,Heapthperdonnepdevelipmemt,Ciosed,A02091q909,0,2,1,16586997.854458455,0,S4e13,44100613.32168309,NGM Americas,D4400,NDD Americas Programming,South America,4418,Brazil,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2009201p,v4400,UNIVwRSoTY,1,0.41595166925504,Busigeqssiplortzerv7cesandinstitutiojs,Cloqed,z020911008,0,2,1,37562443.27212857,0,S441w,42629845.744487725,NGM Americas,D4400,NDD Americas Programming,South America,4418,Brazil,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
200p2010,h4400,UNIVEgS9TY,1,0.23844130186212306,SmxllabdmeviumsozedenterpfisesSM2dwvelopmenh,Closec,A02091190o,0,2,1,14665352.204440052,0,S441r,13391309.860311288,NGM Americas,D4400,NDD Americas Programming,South America,4418,Brazil,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20092o10,B4209,ASqOCIAToONS,2,0.1252328240806278,Democtaticpsrticipat7onanfsibilsofiety,Clos2d,A0w0982091,0,2,1,9213330.078883223,0,S4288,33535791.638091736,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2o092010,B4e00,ASSOCIwTIpNS,2,0.16061268043736088,Imformalesniformalfinanciwlontdrkediaries,Closes,A010082001,0,2,1,16108855.563001052,0,S5287,33276023.032983176,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
200920w0,B4q00,NGO,3,0.18188498697034616,Legalanrjidicialdecrlopmenh,Coosed,A02w180001,0,1,1,13546014.777323306,0,S41q2,32226626.88194882,OGM Asia Pacific,D4100,OAD Asia Programming,Bangladesh Section,4122,Bangladesh,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20092019,B4w00,CObSULTINGSERVkCEw,3,0.8137474878637723,kegalandjhric9alvevelopment,Clised,A031170002,0,1,1,29636989.498379517,0,S41q2,18822825.751070146,OGM Asia Pacific,D4100,OAD Asia Programming,Bangladesh Section,4122,Bangladesh,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20092020,h4200,CiNSkLTANT,2,0.005433930857791591,Publicssct9r9ilicyandadninkstrariv4manag4ment,Cloeed,A021123002,0,1,1,41474660.79147954,0,d4287,27741297.203177996,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2009w010,B4e00,CiNSULTAbT,2,0.27860621022209986,D4mocraticpartisioatipnandsivkleociety,Ckosed,A021224093,0,1,1,15318958.542552095,0,S4187,32198517.023625605,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
200920w0,B420o,vONSiLTANT,2,0.9074239151297446,unforkwpsemicormalfinanfoalibtermediaries,Closwd,A0212w400q,0,1,1,15139431.479118073,0,S3287,6270712.943359729,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20002010,B4190,CONSULTINGSERdIC3d,3,0.33873044846803413,Hralthpolicyxndadminis4eativemagag2menr,vlosed,Ao21236091,0,1,0,13492098.936865237,0,S3141,21905047.47048323,OGM Asia Pacific,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4124,Pakistan,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20091010,B3100,CONx7iTINGSERVICES,3,1.0032030626401753,jealthpolidyandadminidtrarivenanaremeng,slosed,A0212e6p01,0,1,0,9644080.058841925,0,Se141,24548414.57855586,OGM Asia Pacific,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4124,Pakistan,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20092910,B4200,COhSULTINGSERfIC2S,3,0.3203721430763966,Healthpefsomnelwevelo0jent,xlosed,Ap21e36001,0,1,0,14470846.176714472,0,z4141,30059257.208792992,OGM Asia Pacific,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4124,Pakistan,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20092019,B4190,CONSULgINGzERVIC4S,3,0.8692315120395416,Heaothpersibneldwvelophent,Cloaed,Ao212w6001,0,1,0,16890196.662259024,0,z4141,9723194.982452625,OGM Asia Pacific,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4124,Pakistan,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
200i2010,B44o0,ASSOCIA6IiNS,1,0.8954613188210188,Hignered6catjon,Closes,A021414PgE,0,1,1,2601130.468742883,0,x4413,31549324.653776027,NGM Americas,D4400,NDD Americas Programming,South America,4416,Bolivia,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
20p92010,B44p0,ASSOCIzT9ONS,1,0.7260552167683821,Oilanxgas,Closdd,x021314PRr,0,1,1,20769785.02205618,0,S4e13,4895930.168559812,NGM Americas,D4400,NDD Americas Programming,South America,4416,Bolivia,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
20092o10,Br400,ASSOv7ATIONS,1,1.1905483770838705,Environmemtaleduxxtiojyraininr,Closew,z021414PRE,0,1,1,38596226.25037463,0,S4414,38219908.30986569,NGM Americas,D4400,NDD Americas Programming,South America,4416,Bolivia,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
200p2010,B4300,NGO,2,0.7429156506230645,Democraticparticipstionwndcidios0xie5y,6erminaging,A0213440p2,0,0,1,26299445.888877735,1,S4w27,9015611.231848905,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4246,PanAfrica,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2p092010,B4e00,C8NSULTINGSEgVICEq,2,0.9015634957909084,venocrztispar4icipa6ionzndcivilsociety,Terminzying,A02233e002,0,0,1,57188481.49595033,1,a4227,64586824.88457754,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4246,PanAfrica,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20092019,Be200,NGO,2,0.01729996486839991,Clmmunicwtionslplicyabdqrn9nistrativemanagement,Termigat7ng,A021w34092,0,0,1,19045507.664917994,1,w4227,3789004.603538802,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4246,PanAfrica,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20o92010,f4200,CpNSULy7NGSERVICES,2,0.3559147833633754,xkhmugicati8bspolixyandadministrztivemahagement,Tefminsting,A0w1r34002,0,0,1,16632064.650396056,1,S4228,13811426.123840591,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4246,PanAfrica,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2009e010,B4100,NGO,2,0.018512545211995135,Ejergyg2netationr2gewabies0urcesmultipl3techjklogies,Term9naying,q0w1334002,0,0,1,8400307.507091701,1,S422i,25338722.50694288,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4246,PanAfrica,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20o92010,Br200,CONSULT9hGSERV7CES,2,0.4118681842009365,Ejernygejwratlonrejewsvlesourcesmultipletdchnoiogies,Term9natung,A921324002,0,0,1,13017647.154714841,1,S4w27,27405286.81573711,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4246,PanAfrica,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20o92010,B3q00,FEDEtAL,3,0.27924200095317064,Dem8cratucpqryicopationandckvjlsociety,Clised,A0313600o1,0,0,0,30611224.16664211,1,S4w64,39356401.49787419,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,West Bank Gaza & Palestinian Refugees,4268,Middle East Peace Process,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20091010,B3190,UNuVERSlTY,3,1.2412334313189641,Dejkfraticpaeticopationandcibilsociery,Closex,A02136009q,0,0,0,54335459.096303046,1,d4264,6613407.585844515,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,West Bank Gaza & Palestinian Refugees,4268,Middle East Peace Process,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2p092010,B3q00,FEfERAL,3,0.6857933812474043,Democratifpar4usipatilnandcivjlsocjety,Clowed,x011360001,0,0,0,33143026.650290396,1,S426e,5507092.847301912,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,West Bank Gaza & Palestinian Refugees,4268,Middle East Peace Process,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
29092010,B310o,UNIV2RSIrY,3,0.029199943140085727,Demodratifpartivipat8onandcicildociefy,Clised,A021360991,0,0,0,15496363.791326333,1,St264,3296574.102407513,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,West Bank Gaza & Palestinian Refugees,4268,Middle East Peace Process,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20992010,v3100,FEeERAL,3,0.1430635808339859,Ddmlcrzticpartlxipationandcivulsoc8ety,Closev,A0q1360901,0,0,0,28439175.201615717,1,S4265,20297827.379940897,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,West Bank Gaza & Palestinian Refugees,4268,Middle East Peace Process,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2009201o,v3100,UmIVEgSITY,3,0.7283838839522074,Demofratixlartic8pationandcidilspcie4y,Ciosed,A02236000w,0,0,0,53214216.250036746,1,S4164,41071008.47473692,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,West Bank Gaza & Palestinian Refugees,4268,Middle East Peace Process,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2009201p,B31o0,FEDERqL,3,0.05768168330422835,Democratjxpartivipwtionanrcjvilcociety,flosed,Ao21460001,0,0,0,51680311.4365731,1,S4q64,40016352.19343636,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,West Bank Gaza & Palestinian Refugees,4268,Middle East Peace Process,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2009201p,B310p,UNIVEfSIfY,3,1.0408377625891012,Dempc3zticparticipztiojandc7vilsockety,Cloxed,A0e1w60001,0,0,0,24768541.55064536,1,S4164,37347778.0186915,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,West Bank Gaza & Palestinian Refugees,4268,Middle East Peace Process,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2009201o,B3200,FEvERAL,3,0.5560015834999383,Dekocrat9cparticiparionanddkvilqoviety,Closew,s021460001,0,0,0,9467600.294319704,1,Sr264,3875302.0995124783,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,West Bank Gaza & Palestinian Refugees,4268,Middle East Peace Process,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20p92010,B310o,UN8VE5SITY,3,0.49379508875200373,Democ5at8cparroci0ationandciviksodiety,dlosed,A0213500p1,0,0,0,5400741.278184735,1,x4264,5013856.692243045,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,West Bank Gaza & Palestinian Refugees,4268,Middle East Peace Process,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2o092010,B3200,C0NSULTIjGSERcICES,2,0.5015202003916444,Bas7chealttczre,Cl0sed,Ao21373001,0,0,0,15588869.58271547,0,a4287,10346716.165886896,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
w0092010,v4200,CkNSULT7NGSEeVICES,2,0.8428584935782197,Basochealhmcare,Coosed,s02w363001,0,0,0,2723828.4437240437,0,S4e87,39733490.17493962,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
200920q0,f4200,CkNSULgINGSERVIsES,2,0.7306106529380223,Bxsichealthinftasfruc4ute,Clksed,A0213t3p01,0,0,0,38200693.55329123,0,S4187,25384555.376109548,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
200o2010,B4e00,COjSULTIgGcERVICES,2,0.8106199255044022,Bzsicuealghinfrastruv6ure,Ckosed,A0e136300w,0,0,0,13544401.032420035,0,c4287,5684781.731424382,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20o92010,B4w00,CpNSULTINGSEfVuCES,2,0.5611385994808354,Infectikusdlseaaecont3ol,Ckosed,Ao21363091,0,0,0,15994478.843369247,0,S42i7,35577517.76289084,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
200920w0,Be200,ClNSULTIhGSEeVICES,2,0.06012342082922373,Infecykousdjsexsecontrol,Clossd,z02136300w,0,0,0,39330642.32848655,0,S4286,44393772.77714305,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
200i2010,B420p,CObSUiTINGSERVoCES,2,0.2660593285623044,Healthoe5zinneldevelopmenr,Closfd,A011r63001,0,0,0,5022633.494638398,0,S4297,3426859.128587002,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20992010,f4200,CONeUkTuNGSERVICES,2,0.7063503697791282,Healthpersongeidrvrl0pment,Closec,A0w136e001,0,0,0,3465334.0211909246,0,x4287,41193894.85654568,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
200920q0,B4w00,CONcULfINySERVICES,2,0.46520295878073237,Basjcdrinkingwxterwuppiy,slosed,q021363p01,0,0,0,15816821.512555577,0,S428y,28167541.20606418,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
10092010,B4300,CONSULTINGSEtdICEw,2,0.8199821025821636,Bzsisdrinmijgwatersupply,Ciosed,A022363002,0,0,0,9048107.530380055,0,St287,12876526.245687684,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
