assay_id,curated_by,assay_subcellular_fraction,assay_tissue,tissue_id,description,tid,assay_organism,doc_id,bao_format,assay_strain,assay_type,assay_test_type,assay_category,assay_tax_id,assay_cell_type,relationship_type
166,Expert,,,,"Inhibition of 1,3-beta-glucan synthase",18077,Candida glabrata CBS 138,2205,BAO_0000357,,B,,,284593.0,,H
167,Intermediate,,,,Inhibition of growth of 1-87 human tumor cell line,80609,Homo sapiens,11900,BAO_0000219,,F,,,9606.0,1-87 tumor cell line,N
168,Expert,,,,Inhibition of 1-lipoxygenase (LOX)in RBL cells,12166,Rattus norvegicus,14864,BAO_0000219,,B,,,10116.0,,D
169,Autocuration,,,,Inhibitory activity against soybean 1-lipoxygenase (SLO),100171,Glycine max,16474,BAO_0000357,,B,,,3847.0,,D
170,Autocuration,,,,Inhibitory activity against soybean 1-lipoxygenase (SLO); no effect,100171,Glycine max,16474,BAO_0000357,,B,,,3847.0,,D
171,Autocuration,,,,% inhibition against soybean 1-lipoxygenase (SLO),100171,Glycine max,16474,BAO_0000357,,B,,,3847.0,,D
172,Autocuration,,,,percent inhibition against soybean 1-lipoxygenase (SLO);NI is no inhibition,100171,Glycine max,16474,BAO_0000357,,B,,,3847.0,,D
173,Autocuration,,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 10:90,100171,Glycine max,3094,BAO_0000357,,B,,,3847.0,,D
174,Autocuration,,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 1:99,100171,Glycine max,3094,BAO_0000357,,B,,,3847.0,,D
175,Autocuration,,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 25:75,100171,Glycine max,3094,BAO_0000357,,B,,,3847.0,,D
176,Autocuration,,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 35:65,100171,Glycine max,3094,BAO_0000357,,B,,,3847.0,,D
177,Autocuration,,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 50:50,100171,Glycine max,3094,BAO_0000357,,B,,,3847.0,,D
178,Autocuration,,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 76:24,100171,Glycine max,3094,BAO_0000357,,B,,,3847.0,,D
179,Autocuration,,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 87:13,100171,Glycine max,3094,BAO_0000357,,B,,,3847.0,,D
180,Autocuration,,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 89:11,100171,Glycine max,3094,BAO_0000357,,B,,,3847.0,,D
181,Autocuration,,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 95:5,100171,Glycine max,3094,BAO_0000357,,B,,,3847.0,,D
182,Autocuration,,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 97:3,100171,Glycine max,3094,BAO_0000357,,B,,,3847.0,,D
183,Autocuration,,,,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 99:1,100171,Glycine max,3094,BAO_0000357,,B,,,3847.0,,D
184,Autocuration,,,,Evaluated for inhibitory activity on 10-formyltetrahydrofolate synthetase(L cell) at folate substrate concentration of 100 uM,22226,Mus musculus,10413,BAO_0000019,,B,,,10090.0,,U
185,Intermediate,,,,Cells were harvested and were assayed for luciferase and -galactosidase activities (Transcriptional activity),80049,Mus musculus,16929,BAO_0000219,,F,,,10090.0,C3H 10T1/2,N
186,Intermediate,,,,In vitro anticancer activity against 11 NCI NSCLC cell lines; inactive,22226,,1229,BAO_0000019,,F,,,,,U
187,Autocuration,,,,In vitro inhibitory activity against human 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),11489,,16587,BAO_0000357,,B,,,,,H
188,Autocuration,,,,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),11862,,16587,BAO_0000357,,B,,,,,H
189,Autocuration,,,,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA).,11862,,16587,BAO_0000357,,B,,,,,H
190,Autocuration,,,,Ability to convert [3H]cortisol to the tritium labeled cortisone in the presence of human 11 beta hydroxysteroid dehydrogenase type 2,11489,,16587,BAO_0000357,,B,,,,,H
191,Autocuration,,,,Inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 2 at a concentration of 0.2 mM; NI means no inhibition,11862,,16587,BAO_0000357,,B,,,,,H
192,Expert,,,,Evaluated for inhibition of bovine adrenal cortical mitochondrial 11 beta-hydroxylase,12347,Bos taurus,8058,BAO_0000019,,F,,,9913.0,,D
193,Expert,,,,Effect on adrenal 11-beta-hydroxylase activity at 10e-4 M; No significant effect,100120,Rattus norvegicus,9065,BAO_0000357,,B,,,10116.0,,D
194,Expert,,Adrenal gland,2369.0,Inhibition of 11 beta-hydroxylase from rat adrenal gland,100120,Rattus norvegicus,8865,BAO_0000357,,B,,,10116.0,,D
195,Expert,,,,Inhibition of rat adrenal 11-beta-hydroxylase,100120,Rattus norvegicus,9066,BAO_0000357,,B,,,10116.0,,D
196,Expert,,,,Inhibition of rat adrenal 11-beta-hydroxylase,100120,Rattus norvegicus,8394,BAO_0000357,,B,,,10116.0,,D
197,Expert,,,,Inhibition of rat adrenal 11-beta-hydroxylase at 10e-5 M,100120,Rattus norvegicus,8394,BAO_0000357,,B,,,10116.0,,D
198,Autocuration,,,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 1 of wistar rat liver cytosol at 10 uM was determined using [3H]cortisone,10328,,6431,BAO_0000019,,B,,,,,H
199,Autocuration,,,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,11490,,6431,BAO_0000357,,B,,,,,H
200,Autocuration,,,,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,11490,,6431,BAO_0000357,,B,,,,,H
201,Autocuration,,,,Compound was tested for the percent of inhibition against 12-LO at 10 uM,11134,,9295,BAO_0000019,,F,,,,,H
202,Autocuration,,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,12052,,10193,BAO_0000019,,B,,,,,H
203,Autocuration,,,,Compound was tested in vitro for inhibition of 12-LO human platelet,11134,,13622,BAO_0000019,,B,,,,,H
204,Autocuration,,,,Inhibitory concentration against human platelet 12-lipoxygenase,11134,,12079,BAO_0000019,,F,,,,,H
205,Autocuration,,,,Compound at 100 uM was tested in vitro for inhibition of 12-LO human platelet,11134,,13622,BAO_0000019,,B,,,,,H
206,Autocuration,,,,Inhibitory concentration against human platelet 12-lipoxygenase,11134,Homo sapiens,12079,BAO_0000019,,F,,,9606.0,,D
207,Expert,,,,Tested for inhibition of 12-LO (12-lipoxygenase) as an inhibitor of 12(S)-HETE biosynthesis in mouse epidermal homogenates,11835,,13500,BAO_0000019,,B,,,,,H
208,Expert,,,,Inhibitory activity against conversion of [1-14C]arachidonic acid to 12-HPETE and its reduction product 12-HETE by porcine leukocyte type 12-lipoxygenase,11601,,13723,BAO_0000357,,B,,,,,H
209,Autocuration,,,,Inhibitory activity against human platelet 12-lipoxygenase (12-HLO),11134,,16474,BAO_0000019,,B,,,,,H
210,Autocuration,,,,Inhibitory activity against human platelet 12-lipoxygenase,11134,,1630,BAO_0000019,,B,,,,,H
211,Autocuration,,,,Inhibitory activity against human platelet 12-lipoxygenase was evaluated,11134,,167,BAO_0000019,,B,,,,,H
212,Autocuration,,,,% inhibition against human platelet 12-lipoxygenase (12-HLO),11134,,16474,BAO_0000019,,B,,,,,H
213,Autocuration,,,,Inhibitory activity against human platelet 12-lipoxygenase was evaluated at 100 uM,11134,,167,BAO_0000019,,B,,,,,H
214,Autocuration,,,,percent inhibition against human platelet 12-lipoxygenase (12-HLO); NI is no inhibition,11134,,16474,BAO_0000019,,B,,,,,H
215,Autocuration,,,,Inhibitory activity towards porcine 12-lipoxygenase,11601,,10091,BAO_0000357,,B,,,,,H
216,Autocuration,,,,Tested for inhibition against porcine 12-LO,11601,,11966,BAO_0000357,,B,,,,,H
217,Autocuration,,,,Inhibition of 12-lipoxygenase was evaluated in rat platelets stimulated by thrombin up to a concentration of 10 uM; NE means No effect,12052,,951,BAO_0000019,,B,,,,,H
218,Autocuration,,,,Inhibitory activity against 12-lipoxygenase in rat platelet rich plasma,12052,,10997,BAO_0000019,,B,,,,,H
219,Expert,,,,In vitro inhibition of rat platelet 12-lipoxygenase,12052,,10193,BAO_0000019,,B,,,,,H
220,Autocuration,,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,12052,,10193,BAO_0000019,,B,,,,,H
221,Autocuration,,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 100 uM,12052,,10193,BAO_0000019,,B,,,,,H
222,Autocuration,,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 30 uM,12052,,10193,BAO_0000019,,B,,,,,H
223,Autocuration,,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,12052,,10193,BAO_0000019,,B,,,,,H
224,Autocuration,,,,In vitro inhibitory activity against rat platelet 12-lipoxygenase,12052,,10193,BAO_0000019,,B,,,,,H
225,Autocuration,,,,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 uM,12052,,11087,BAO_0000019,,B,,,,,H
226,Intermediate,,,,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,80007,Homo sapiens,15569,BAO_0000219,,F,,,9606.0,41M,N
227,Expert,,,,In vitro antitumor activity against 41M cell line.,80007,Homo sapiens,12989,BAO_0000219,,F,,,9606.0,41M,N
228,Intermediate,,,,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,80007,Homo sapiens,16745,BAO_0000219,,F,,,9606.0,41M,N
229,Intermediate,,,,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,80007,Homo sapiens,15569,BAO_0000219,,F,,,9606.0,41M,N
230,Expert,,,,In vitro antitumor activity against 41McisR cell line.,80007,Homo sapiens,12989,BAO_0000219,,F,,,9606.0,41M,N
231,Expert,,,,Resistant factor was determined between IC50 of cisplatin-resistant human tumor cell lines to that of 41McisR cell line,80007,Homo sapiens,12989,BAO_0000219,,F,,,9606.0,41M,N
232,Intermediate,,,,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,80007,Homo sapiens,16745,BAO_0000219,,F,,,9606.0,41M,N
233,Expert,,,,Inhibition of 5'-inosine monophosphate dehydrogenase type I (IMPDH I),84,Homo sapiens,6210,BAO_0000357,,B,,,9606.0,,D
234,Expert,,,,Inhibition of 5'-inosine monophosphate dehydrogenase type II (IMPDH II),68,Homo sapiens,6210,BAO_0000357,,B,,,9606.0,,D
235,Expert,,,,Inhibitory activity against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II),68,,6226,BAO_0000357,,B,,,,,H
236,Expert,,,,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase,10201,,17855,BAO_0000357,,B,,,,,H
237,Expert,,,,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase; nd = Not determined,10201,,17855,BAO_0000357,,B,,,,,H
238,Expert,,,,Initial dissociation constant towards human 5'-methylthioadenosine phosphorylase,10201,,17855,BAO_0000357,,B,,,,,H
239,Autocuration,,,,"Evaluated for inhibitory activity on 5,10-Methenyl Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",12220,,10413,BAO_0000357,,B,,,,,H
240,Autocuration,,,,"Inhibitory activity against 5,10-methylenetetrahydrofolate dehydrogenase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",11303,Escherichia coli,10413,BAO_0000357,,B,,,562.0,,H
241,Autocuration,,,,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",11303,Escherichia coli,10413,BAO_0000357,,B,,,562.0,,H
242,Autocuration,,,,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM;NT=Not tested",11303,Escherichia coli,10413,BAO_0000357,,B,,,562.0,,H
243,Autocuration,,,,"Evaluated for inhibitory activity on 5,10-Methylene Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",12220,,10413,BAO_0000357,,B,,,,,H
244,Autocuration,,,,"Evaluated for inhibitory activity on 5,10-methylenetetrahydrofolate dehydrogenase(L cell) at folate substrate concentration of 100 uM",12220,,10413,BAO_0000357,,B,,,,,H
245,Autocuration,,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",11303,Sus scrofa,7587,BAO_0000357,,B,,,9823.0,,H
246,Autocuration,,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (A,porcine liver) enzyme.",11303,Sus scrofa,7587,BAO_0000019,,B,,,9823.0,,H
247,Autocuration,,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-4 M inhibitory concentration",11303,Sus scrofa,7587,BAO_0000357,,B,,,9823.0,,H
248,Autocuration,,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-5 M inhibitory concentration",11303,Sus scrofa,7587,BAO_0000357,,B,,,9823.0,,H
249,Autocuration,,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",11303,Sus scrofa,7587,BAO_0000357,,B,,,9823.0,,H
250,Autocuration,,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",11303,Sus scrofa,7587,BAO_0000019,,B,,,9823.0,,H
251,Autocuration,,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-5 M inhibitory concentration",11303,Sus scrofa,7587,BAO_0000019,,B,,,9823.0,,H
252,Autocuration,,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-6 M inhibitory concentration",11303,Sus scrofa,7587,BAO_0000019,,B,,,9823.0,,H
253,Autocuration,,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-7 M inhibitory concentration",11303,Sus scrofa,7587,BAO_0000019,,B,,,9823.0,,H
254,Autocuration,,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme.",11303,Sus scrofa,7587,BAO_0000019,,B,,,9823.0,,H
255,Autocuration,,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",11303,Sus scrofa,7587,BAO_0000357,,B,,,9823.0,,H
256,Autocuration,,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",11303,Sus scrofa,7587,BAO_0000019,,B,,,9823.0,,H
257,Autocuration,,,,"Compound was tested for in vitro inhibition of 5,10-Methylene Tetrahydrofolate Cyclohydrolase, competitive against (+)-L-5,10-methenyltetrahydrofolate",11303,,7323,BAO_0000357,,B,,,,,H
258,Autocuration,,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme at 10E-4 M inhibitory concentration",22226,Sus scrofa,7587,BAO_0000019,,B,,,9823.0,,U
259,Autocuration,,,,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme.",22226,Sus scrofa,7587,BAO_0000019,,B,,,9823.0,,U
260,Expert,,,,Inhibition of 5-Desaturase involved in ergosterol biosynthesis,100249,Saccharomyces cerevisiae,13750,BAO_0000357,,B,,,4932.0,,H
261,Autocuration,,,,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,22226,Rattus norvegicus,7662,BAO_0000019,,B,,,10116.0,,U
262,Autocuration,,,,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,22226,Rattus norvegicus,7662,BAO_0000019,,B,,,10116.0,,U
263,Autocuration,,,,"Irreversible inhibition of Walker 256 FUDR phosphorylase; expressed as Vo/Vi, velocity without inhibitor to that of velocity with inhibitor",22226,Rattus norvegicus,7662,BAO_0000019,,B,,,10116.0,,U
264,Autocuration,,,,"Tested for 5-HT 3 receptor antagonist potency by ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",104698,,12211,BAO_0000019,,F,,,,,H
265,Autocuration,,,,"Compound was tested for its 5-HT 3 receptor antagonist potency by their ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",104698,,12211,BAO_0000019,,F,,,,,H
266,Intermediate,,Ileum,2116.0,Relative ability to increase cholinergically mediated contractions in isolated ileum of guinea pig,20033,Cavia porcellus,12211,BAO_0000221,,F,,,10141.0,,D
267,Expert,,,,Stimulatory activity of intragastric pressure was tested in the rat,10623,,12211,BAO_0000019,,F,,,,,H
268,Autocuration,,,,% Decrease of 5-HT carrier-receptor -bound radioactivity using paroxetine as a radioligand.,121,,15453,BAO_0000357,,B,,,,,H
269,Autocuration,,,,Dose to reduce neuronal firing against 5-HT cells in rats (iv),22226,Rattus norvegicus,11884,BAO_0000218,,F,,,10116.0,,U
270,Autocuration,,,,Antagonistic activity of corresponding methoxy compound against serotonin 5-HT receptor,12688,,7185,BAO_0000019,,F,,,,,H
271,Expert,,,,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine,121,Homo sapiens,6876,BAO_0000357,,B,,,9606.0,,D
272,Expert,,,,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine; No data,121,Homo sapiens,6876,BAO_0000357,,B,,,9606.0,,D
273,Autocuration,,,,Inhibition of high affinity 5-HT uptake at concentration of 1 uM,12198,,11863,BAO_0000019,,F,,,,,H
274,Autocuration,,,,Inhibition constant of high-affinity 5-HT uptake,12198,,11863,BAO_0000357,,B,,,,,H
275,Autocuration,,,,Michaelis-Menten constant was reported for high affinity transport of 5-HT,12198,,11863,BAO_0000019,,F,,,,,H
276,Autocuration,,,,Maximum rate was determined for high affinity transport of 5-HT,12198,,11863,BAO_0000019,,F,,,,,H
277,Autocuration,,,,Compound was tested for agonistic activity against 5-HT uptake,104714,,4639,BAO_0000019,,F,,,,,H
278,Expert,,,,Inhibition affinity against 5-HT-1B receptor in rat frontal cortex using radio binding assay,10577,,15796,BAO_0000019,,B,,,,,H
279,Expert,,,,Inhibition affinity against 5-HT-1D receptor in bovine caudate nucleus using radio binding assay,105,Bos taurus,15796,BAO_0000357,,B,,,9913.0,,H
