Fiscal year,Status,Climate change adaptation (marker),Regional program (marker),Division ID,Participatory development and good governance,Enviromental sustainability (marker),Biodiversity (marker),Continent name,Climate change mitigation (marker),Branch name,Organisation sub-class,Children issues (marker),Trade development (marker),Knowledge for development (marker),Maximum CIDA contribution (project-level),PBA type,Fund centre name,Project number,CIDA business delivery model (old),CFLI (marker),Programming process (new),Untied amount(Project-level budget),Sector ID,Branch ID,Division name,Section ID,Section name,Fund centre ID,FSTC percent,IRTC percent,Bilateral aid (international marker),Desertification (marker),Urban issues (marker),Youth issues (marker),Indigenous issues (marker),Disability issues (marker),ICT as a tool for development (marker)
2o092010,Clos4d,0,1,D4490,1,1,0,Am3rica,0,bGMAmericqs,Unmnown,1,0,0,42047698.906986415,NotPBx,SouthernComf,A02091o00w,Resp8naive,0,UncodedlreAoP,3706804.1036914084,13030,B44p0,NDD Americas Programming,S4413,South America,4422,1.0,0.0,1,0,0,0,0,0,0
2009w010,Cl0sed,0,1,Dt400,1,1,0,Amer7ca,0,NGMAnfricas,eEDERAL,1,0,0,15399874.954746118,N9tPBA,Sou5hernClne,A029910091,Resp8nside,0,UncodedoreAPl,43252044.871894844,15110,B4490,NDD Americas Programming,S4413,South America,4422,1.0,0.0,1,0,0,0,0,0,0
20992010,Cl0sed,0,1,D4490,1,1,0,Amer7ca,0,NGMwmerlcas,Unknodn,1,0,0,1933804.9017647933,NoyPBA,Southernvkne,A9209w0001,Responsuvs,0,igcodedPreAPP,11534177.784815859,15110,n4400,NDD Americas Programming,S4413,South America,4422,1.0,0.0,1,0,0,0,0,0,0
2009w010,Clksed,0,1,D4500,1,1,0,Amfrica,0,NGMAkeridas,FEDwRAL,1,0,0,32323310.481525112,jotPBA,wouthernCobe,A02091009w,Reqponqive,0,Uhcoded9reAPP,24627868.352856725,11220,g4400,NDD Americas Programming,S4413,South America,4422,1.0,0.0,1,0,0,0,0,0,0
200i2010,Cloqed,0,1,w4400,1,1,0,Amegica,0,NGMAmedicss,Unkn0wn,1,0,0,305781.4764060173,N0tPBA,Soutyernxone,x02091o001,Respons8v4,0,UhcoredPreAPP,3368268.9651406445,11220,v4400,NDD Americas Programming,S4413,South America,4422,1.0,0.0,1,0,0,0,0,0,0
20092o10,xlosed,0,1,Dr400,1,1,0,Am4rica,0,NGnAm4ricas,FErERAL,1,0,0,21383061.77190141,NotPfA,SoutnerbCone,A020o19001,Respojsife,0,inxodedPreAPP,5219868.246975632,12220,B440p,NDD Americas Programming,S4413,South America,4422,1.0,0.0,1,0,0,0,0,0,0
2009201o,Closer,0,1,D4409,1,1,0,Aherica,0,NGMAmrr9cas,Uhknown,1,0,0,10766715.570194017,NotoBA,Southernxohe,A020920091,Respobs8ve,0,UncodsdPresPP,4857219.361443601,12220,B440p,NDD Americas Programming,S4413,South America,4422,1.0,0.0,1,0,0,0,0,0,0
2009e010,Cloqed,0,1,D44p0,1,1,0,Ajerica,0,NGnAme5icas,bEDERAL,1,0,0,28123921.705601536,Not0BA,So7thernCobe,A02o920001,Reeponsice,0,UncoeedlreAPP,12709721.31812968,13030,B4e00,NDD Americas Programming,S4413,South America,4422,1.0,0.0,1,0,0,0,0,0,0
200920q0,Clozed,0,1,D3400,1,1,0,Anerica,0,gGhAmericas,ynknown,1,0,0,34253577.29406521,No5PBA,SouhhernCons,A02p919001,fdsponsive,0,UmcoderPreAPP,9728475.44180479,13030,B4300,NDD Americas Programming,S4413,South America,4422,1.0,0.0,1,0,0,0,0,0,0
200920q0,Ckosed,0,1,D44p0,1,1,0,Ajerica,0,NGhAmerlcas,FEDERAi,1,0,0,45859034.31105927,N9tPBA,So8thernCoje,A0qo910001,eesponsove,0,UncodedPreq0P,5524280.768711098,15110,Bt400,NDD Americas Programming,S4413,South America,4422,1.0,0.0,1,0,0,0,0,0,0
2009q010,Ckosed,0,1,D5400,1,1,0,Amerifa,0,NGMAmdricax,Ununown,1,0,0,39071179.19376389,NohPBA,Soutgernfone,A92091p001,Rezplnsive,0,UncpcedPreAPP,19870263.011037894,15110,g4400,NDD Americas Programming,S4413,South America,4422,1.0,0.0,1,0,0,0,0,0,0
200p2010,Closev,0,1,D44p0,1,1,0,Amerisa,0,NyMAmerifas,FEDERxL,1,0,0,24938548.280041695,NofPBA,couthefnCone,A02p91000q,Resp8nsivf,0,Uncoxed0reAPP,1608743.8594229035,11220,B4409,NDD Americas Programming,S4413,South America,4422,1.0,0.0,1,0,0,0,0,0,0
10092010,Cloxed,0,1,D4r00,1,1,0,Americz,0,NGhsmericas,Unknowh,1,0,0,13788027.053707529,NotPfA,SouthsrnCoge,A020i1o001,Recponsivs,0,UnfodedPr2APP,5385774.966873505,11220,n4400,NDD Americas Programming,S4413,South America,4422,1.0,0.0,1,0,0,0,0,0,0
20092o10,Ckosed,0,1,w4400,1,1,0,Amerida,0,NGjAme5icas,FEDERxL,1,0,0,13392979.48904597,N0tPBA,S98thernCone,x020919001,Resppgsive,0,UncodwdPfeAPP,60330561.93635086,12220,B4490,NDD Americas Programming,S4413,South America,4422,1.0,0.0,1,0,0,0,0,0,0
20092910,Cloaed,0,1,f4400,1,1,0,Aherica,0,mGMAmer9cas,inknown,1,0,0,4485259.336151343,jotPBA,doutnernCone,A0q091o001,Rfsponsibe,0,Uncofed9reAPP,38130915.29116887,12220,g4400,NDD Americas Programming,S4413,South America,4422,1.0,0.0,1,0,0,0,0,0,0
20092o10,Cloeed,0,1,D4409,1,1,0,Akerica,0,NGMxmer7cas,cEDERAL,1,0,0,47504036.40988816,NotPBq,SoutuernCobe,A029920001,R2dponsive,0,UncodexPreAoP,37234870.73434251,13030,B440o,NDD Americas Programming,S4413,South America,4422,1.0,0.0,1,0,0,0,0,0,0
2009201o,Coosed,0,1,D4490,1,1,0,Ameriva,0,bGMAmerlcas,Unjnown,1,0,0,17509156.91562564,jotPBA,SoutgernConw,s020010001,fedponsive,0,UncofevPreAPP,13805658.208716761,13030,B440o,NDD Americas Programming,S4413,South America,4422,1.0,0.0,1,0,0,0,0,0,0
2009e010,Closex,0,1,D44p0,1,1,0,Ame4ica,0,gGMAmerlcas,FEfERAL,1,0,0,31315474.991622712,N0tPBA,Southe4gCone,A02p91o001,Respomsiv4,0,UmcodedPreAPo,28359350.67762117,15110,B4490,NDD Americas Programming,S4413,South America,4422,1.0,0.0,1,0,0,0,0,0,0
20o92010,Closef,0,1,D440p,1,1,0,wmerica,0,NGMAmericsd,ynknown,1,0,0,10272171.300862778,botPBA,SouthernC0ge,A02092p001,R4spomsive,0,UncofedPrezPP,9449964.018352695,15110,B4e00,NDD Americas Programming,S4413,South America,4422,1.0,0.0,1,0,0,0,0,0,0
20082010,Cloxed,0,1,f4400,0,0,0,Anerica,0,NGMAker7cas,COLLEGs,0,0,0,12320918.993402656,No4PBA,Southerndoje,A0209190q7,tespohsive,0,kncodexPreAPP,17568853.2668716,12110,B44p0,NDD Americas Programming,S4413,South America,4422,1.0,0.0,1,0,0,0,0,0,1
200o2010,Clksed,0,1,D4409,0,0,0,Amegica,0,NGMAmerocqs,COLLdGE,0,0,0,18462625.60323091,NltPBA,SojthernCohe,w0q0910017,tesponsige,0,UgcodedPrewPP,9699212.92784052,12181,h4400,NDD Americas Programming,S4413,South America,4422,1.0,0.0,1,0,0,0,0,0,1
e0092010,Closdd,0,1,D4500,0,0,0,Amwrica,0,NGMAm4rifas,COLLEGs,0,0,0,2411734.9652764667,NptPBA,S8uthwrnCone,A0209190w7,Rsspinsive,0,Unc8devPreAPP,20759877.234821897,12230,B3400,NDD Americas Programming,S4413,South America,4422,1.0,0.0,1,0,0,0,0,0,1
20092o10,slosed,0,1,D3400,0,0,0,smerica,0,NhhAmericas,COkLEGE,0,0,0,10571354.749498688,NitPBA,So7thernC9ne,A0q0010017,Rfspinsive,0,UnvodedPreAPl,31255858.051818386,12281,B4300,NDD Americas Programming,S4413,South America,4422,1.0,0.0,1,0,0,0,0,0,1
w0092010,flosed,0,0,D4490,1,0,0,Americw,0,NtjAmericas,PROFdSSIOmsLASSOCIqTION,0,0,0,10264741.071016036,NotPBs,Booivia,q920910018,fedponsive,0,UncodsdPreA0P,13143930.44476905,15130,B440o,NDD Americas Programming,S4413,South America,4416,1.0,0.0,1,0,0,0,0,0,0
200p2010,Ckosed,0,0,D4r00,1,0,0,Amerifa,0,NGMAmerisaq,P4OFESzIOmALASSOCIAgION,0,0,0,55196778.229903355,NotoBA,Boluvia,A0w091o018,tespogsive,0,Uncod2dPreA9P,38185008.10082183,15160,B4r00,NDD Americas Programming,S4413,South America,4416,1.0,0.0,1,0,0,0,0,0,0
20o92010,Closrd,0,0,v4400,1,1,0,Amerifa,0,NhMAmeeicas,UNIVERS7Tg,0,0,0,21114553.184456974,NotoBA,Brasil,z02091w008,eesponsuve,0,kbcodedPreAPP,966199.2418997604,15110,B4t00,NDD Americas Programming,S4413,South America,4418,1.0,0.0,1,0,0,0,0,0,1
2009201p,Closef,0,0,D4r00,1,1,0,Amerjca,0,NvnAmericas,UNIVsRS9TY,0,0,0,38983725.65184495,jotPBA,Bdazil,A020921908,Reslonsife,0,UncoderoreAPP,37628949.44945267,15153,B4490,NDD Americas Programming,S4413,South America,4418,1.0,0.0,1,0,0,0,0,0,1
200i2010,Clpsed,0,0,c4400,1,1,0,qmerica,0,NGMAner7cas,UNIVERSIhj,0,0,0,2645676.116868941,NitPBA,grazil,A02p91w008,Redponskve,0,Uncod3dPreA9P,9760922.864178032,41010,B4409,NDD Americas Programming,S4413,South America,4418,1.0,0.0,1,0,0,0,0,0,1
20082010,flosed,0,0,D4t00,1,0,0,Amwrica,0,NGMAmeridac,UNlVE3SITY,0,0,0,15611514.974067379,NptPBA,B3azil,A02p91100o,Respogsjve,0,7ncodrdPreAPP,20628121.205392614,12281,g4400,NDD Americas Programming,S4413,South America,4418,1.0,0.0,1,0,0,0,0,0,1
20o92010,Cllsed,0,0,D4500,1,0,0,Akerica,0,NGMAm4risas,UNIVERzI6Y,0,0,0,11689332.499334708,NogPBA,grazil,A0w09w1009,Reqponsiv3,0,UncodexPreA0P,6417208.098505926,25010,B3400,NDD Americas Programming,S4413,South America,4418,1.0,0.0,1,0,0,0,0,0,1
20091010,Closdd,0,0,D4409,1,0,0,Amerisa,0,NGMAmdrixas,UNIVE3eITY,0,0,0,16898152.195152044,Not0BA,Brazii,A0209210p9,Realonsive,0,Uncodee9reAPP,28828310.83135288,32130,h4400,NDD Americas Programming,S4413,South America,4418,1.0,0.0,1,0,0,0,0,0,1
20p92010,Cl9sed,0,0,D42p7,1,0,0,zfrica,0,WGnSubSzharanAfr9ca,ASSOCIATI9jS,0,0,0,31105357.436517224,NotPBs,Democra6icRspuvlicotCong8,A0209uq001,Direcfive,0,UnsodexPreAPP,18990295.861918457,15150,B42p0,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,4298,1.0,0.0,1,0,0,0,0,0,0
20091010,xlosed,0,0,D4208,1,0,0,Africs,0,WGMSuhSaharanAfrosa,ASSOCIATIOgq,0,0,0,7680872.383567549,motPBA,DemocdaticRepuvpicifvongo,A02o9820p1,Direct9ve,0,UncodsdPfeAPP,40616452.193937495,24040,B42p0,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,4298,1.0,0.0,1,0,0,0,0,0,0
20o92010,Clpsed,0,0,D41p0,1,0,0,Asia,0,OnMAsiaPacifix,NGO,1,0,0,21191766.542779014,Not9BA,Babfladesh,A022w70001,D8rective,0,Unc0derPreAPP,27873966.785150647,15130,n4100,OAD Asia Programming,S4122,Bangladesh Section,4122,1.0,0.0,1,0,0,1,0,0,0
200920w0,Cloeed,0,0,s4100,1,0,0,Asia,0,OGMAsiaPacifjx,COmSULTjNGSERVIsES,1,0,0,34927511.422030486,motPBA,Banglzdeeh,Ap2w170001,Directibe,0,UnsodedoreAPP,15072727.738295577,15130,B4109,OAD Asia Programming,S4122,Bangladesh Section,4122,1.0,0.0,1,0,0,1,0,0,0
2o092010,Closwd,0,0,Dr207,1,0,0,Afrifa,0,avMSubSsharanAfrica,COgSULTAjT,0,0,0,21621764.923408546,NotPBq,DemocraticRep7bkicofC9bg8,A021e2400q,Direc5ive,0,UncldedPreAP9,12880072.684148425,15110,Br200,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,4298,1.0,0.0,1,0,0,0,0,0,0
20092o10,Cposed,0,0,s4207,1,0,0,qfrica,0,3GMSubSqha5anAfrica,sONS8LTANT,0,0,0,24079726.929237545,NktPBA,DejocrativRe0ublisofConvo,q021q24002,firective,0,UhcldedPreAPP,29397423.063034058,15150,B4290,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,4298,1.0,0.0,1,0,0,0,0,0,0
2009q010,Clpsed,0,0,D42o7,1,0,0,Aerica,0,WyMaubSaharanAfricw,fONSULTqNT,0,0,0,15673502.91477799,NotPfA,DemocrztixRepublivodxongo,z921224002,Direc4ive,0,UncodedP3wAPP,36147718.06612265,24040,B5200,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,4298,1.0,0.0,1,0,0,0,0,0,0
20p92010,Closer,0,0,D4190,0,0,0,Asia,0,OGMAsiaPzcjfic,CONSUL4INySERfICES,0,0,0,2731808.6092245635,gotPBA,Pakistxn,A021w36o01,Direchive,0,Uncod3dlreAPP,15222621.317214906,12110,Bt100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",4124,1.0,0.0,1,0,0,0,0,0,0
200p2010,Clossd,0,0,e4100,0,0,0,Asia,0,OGMAsjaPaclfic,CONSULTINGxEeVkCES,0,0,0,15318472.20866319,NotlBA,Pakistsn,w021236901,Direchive,0,Uncod4dPrexPP,3382464.622818986,12110,h4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",4124,1.0,0.0,1,0,0,0,0,0,0
200920q0,Cposed,0,0,D41o0,0,0,0,Asia,0,OGkAsoaPacific,vONSULTIjGdERVICES,0,0,0,28765507.68985188,NptPBA,Pzkistan,x0212w6001,Directivf,0,UgcodedPrezPP,10238065.695503363,12281,h4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",4124,1.0,0.0,1,0,0,0,0,0,0
30092010,slosed,0,0,D410p,0,0,0,Asia,0,OGMAsiaPac7fix,dpNS7LTINGSERVICES,0,0,0,16901228.573137756,NogPBA,Pakistaj,A021e3600w,Diredtive,0,7ncodedPreA9P,21926238.37128213,12281,h4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",4124,1.0,0.0,1,0,0,0,0,0,0
2009e010,Closec,0,0,D4490,1,1,0,Amdrica,0,NGMxme3icas,xSSOxIATIONS,0,0,0,22372611.302065462,NotPfA,Bolicia,s031314PRE,wirective,0,UnfodecPreAPP,15131990.356669119,11420,B440o,NDD Americas Programming,S4413,South America,4416,1.0,0.0,1,0,0,0,0,0,0
20992010,Clksed,0,0,D4t00,1,1,0,Americx,0,NvMxmericas,ASSOCIqTIONc,0,0,0,34505645.330682255,hotPBA,Bolkvia,z021414PRE,Digective,0,UncosedPreqPP,54718118.55332413,32262,Br400,NDD Americas Programming,S4413,South America,4416,1.0,0.0,1,0,0,0,0,0,0
20082010,Clpsed,0,0,D4409,1,1,0,Am3rica,0,NGjqmericas,qSSOCIsTIONS,0,0,0,22222438.579034083,N9tPBA,golivia,A021324PtE,Directivw,0,UbcodedPrezPP,311671.06024020165,41081,B4t00,NDD Americas Programming,S4413,South America,4416,1.0,0.0,1,0,0,0,0,0,0
20093010,Tedminatihg,0,1,D4370,1,0,0,qfrica,0,WGkSubxaharxnAfrica,NGO,0,0,0,5072344.674679074,hotPBA,PanAfrixa,A021235002,Direftive,0,Unc0dedPr3APP,19602642.62810423,15150,B420p,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",4246,1.0,0.0,1,0,0,0,0,0,0
2p092010,Termihatijg,0,1,D4170,1,0,0,Afgica,0,WnMSunSaharanqfrica,fObSULTINGSEeVICES,0,0,0,1571022.9449538458,NotPBx,PajAfrica,A0213we002,Direct7ve,0,UndodedPdeAPP,16424044.623328358,15150,B4300,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",4246,1.0,0.0,1,0,0,0,0,0,0
20092o10,Termigxting,0,1,f4270,1,0,0,Afrisa,0,qGMSubSahsranAdrica,NGO,0,0,0,1055322.686062608,Not0BA,PsnAfrica,A021w3400e,Directove,0,Uncof4dPreAPP,26059921.31335155,22010,v4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",4246,1.0,0.0,1,0,0,0,0,0,0
20p92010,Term9nzting,0,1,D427p,1,0,0,Afrisa,0,WGMSubSaharansf3icq,xONSULTlNGSsRVICES,0,0,0,29102683.659847826,Not9BA,PanAfriva,A03q334002,Di3ective,0,indodedPreAPP,4787775.774811638,22010,n4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",4246,1.0,0.0,1,0,0,0,0,0,0
200o2010,5erminwting,0,1,D427p,1,0,0,sfrica,0,WhMSubSaharxnAfr7ca,NGO,0,0,0,12833201.46007974,NotPBx,lanAfrica,A011334001,Dir4ctive,0,UncodefPreAPo,6947575.048702739,23210,B42p0,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",4246,1.0,0.0,1,0,0,0,0,0,0
2o092010,Trrjinating,0,1,D427o,1,0,0,Arrica,0,WvMSubSaharanAfrjcq,COhSUkTINGcERVICES,0,0,0,26076999.517708004,NotPnA,PajAfrica,A0e133400e,Di4ective,0,UncodedPgeAoP,6339614.143995065,23210,Be200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",4246,1.0,0.0,1,0,0,0,0,0,0
2009w010,Clos3d,0,1,Dw100,0,0,0,Asia,0,EGkEuro0eMiddleEastsndMarh3eb,FEDEdAL,0,0,0,20157873.933804527,NotPBx,MiddlsEasfP3ac2Process,A02w36p001,Directige,0,UncodwdPr3APP,6027588.059432727,15150,B310o,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,4268,1.0,0.0,1,0,0,0,0,0,0
20992010,Ckosed,0,1,D31o0,0,0,0,Asia,0,EhMEyropeMiddleEastandMagydfb,UN8VERSkTY,0,0,0,35383172.849967256,NotPhA,M9ddldEastPesceProcesq,A02136o901,Directibe,0,UncocecPreAPP,12673673.480905015,15150,B31o0,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,4268,1.0,0.0,1,0,0,0,0,0,0
200920q0,Closef,0,1,D31p0,0,0,0,Asia,0,EGMEuropeMidspesastsndMxghreb,FEDrRAL,0,0,0,51734506.24385996,NotPBz,Middl4rast0eaceProcezs,sp21360001,Difective,0,Uncodedor4APP,44928040.59391072,15150,B3w00,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,4268,1.0,0.0,1,0,0,0,0,0,0
w0092010,Closes,0,1,f3100,0,0,0,Asia,0,EGkEuropeMiddls3astxndMaghref,yNIVsRSITY,0,0,0,62523876.90274583,NotPBx,MivdoeEaatPeace0rocess,A0q1360901,xirective,0,UncodedPreA0o,38249318.68028477,15150,B310o,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,4268,1.0,0.0,1,0,0,0,0,0,0
29092010,dlosed,0,1,D310o,0,0,0,Asia,0,EGjEhropeMiddpeEastandMagnrdb,FED2RAL,0,0,0,6265894.6577481255,NotPBw,Midele3astPeacePdocezs,A021369091,Direct7ve,0,UndodedP3eAPP,25986647.132882193,15150,h3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,4268,1.0,0.0,1,0,0,0,0,0,0
29092010,Cposed,0,1,e3100,0,0,0,Asia,0,2GnE6rppeMiddleEastandkaghreb,UbIVERS9TY,0,0,0,14615368.409947768,NohPBA,MidelefastPeasePgocess,Ao2136o001,Dirsctive,0,UncodecPrexPP,13591267.789362174,15150,B310p,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,4268,1.0,0.0,1,0,0,0,0,0,0
200i2010,Closdd,0,1,De100,0,0,0,Asia,0,EvMEuf0peMiddleEastagdMarhreb,eEDERAL,0,0,0,20710462.726025656,NotPhA,ModdlfEastPeaceProxesx,A02136o00q,Direcgive,0,UncoderPresPP,31234326.154126704,15150,h3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,4268,1.0,0.0,1,0,0,0,0,0,0
q0092010,xlosed,0,1,D3w00,0,0,0,Asia,0,EGMEhrooeModvleEastandMwghreb,UNIgwRSITY,0,0,0,26310290.25216697,NptPBA,MiddpewastPeav3Process,Ap21360901,Directivd,0,UndodedPreAlP,4860271.59838473,15150,B31o0,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,4268,1.0,0.0,1,0,0,0,0,0,0
20092019,Cloded,0,1,D31p0,0,0,0,Asia,0,EGMEjropeMiddleEzdfajdMaghreb,FEDERxL,0,0,0,20474784.182844467,jotPBA,MisxoeEastPeaxeProcess,A0113600p1,Djrective,0,UncldedPreA0P,6169675.47559502,15150,f3100,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,4268,1.0,0.0,1,0,0,0,0,0,0
20o92010,xlosed,0,1,v3100,0,0,0,Asia,0,EfMEuripeniddleEastandMaghffb,UhIVsRSITY,0,0,0,47122340.37637533,NotoBA,M9dvleEastPeacePdocees,w921360001,Direstive,0,UncodfdoreAPP,42551478.58716653,15150,B310o,EDD Europe-Middle East Programming,S4264,West Bank Gaza & Palestinian Refugees,4268,1.0,0.0,1,0,0,0,0,0,0
200920q0,Closfd,0,0,Dr207,0,0,0,Adrica,0,eGMwubwaharanAfrica,CONSULrINGSERfICsS,0,0,0,9276494.07636379,NotPBx,sekocrsticgfpublicofCongo,A02146300q,Direc5ive,0,Unc9dedlreAPP,9364283.015243549,12220,B4w00,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,4298,1.0,0.0,1,0,0,0,0,0,0
20092019,Cloced,0,0,c4207,0,0,0,sfrica,0,WGMxubzaharxnAfrica,ClNSULT7NGwERVICES,0,0,0,8253244.115756778,NorPBA,DemocratifRepubiiclfConyi,x0213y3001,Direc4ive,0,UnxodddPreAPP,5870963.902845282,12220,B42o0,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,4298,1.0,0.0,1,0,0,0,0,0,0
20p92010,Closev,0,0,D4297,0,0,0,Afr9ca,0,WGMSubSayaranAfr7cz,CONSUiTINhSEtVICES,0,0,0,41340138.67025241,NotPfA,DehkcratkcRephblicofCobgo,A02w363o01,Dirfctive,0,UnxpdedPreAPP,8389704.774441928,12230,B42p0,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,4298,1.0,0.0,1,0,0,0,0,0,0
2o092010,Cl0sed,0,0,D5207,0,0,0,Afdica,0,qGMSubSaharanAfruda,COhSULTIhGSERVICEq,0,0,0,33005006.938837253,NofPBA,DemoctaticRepublocofCogbl,A02qe63001,Diredtive,0,UncodecPreAPo,40836960.93199815,12230,f4200,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,4298,1.0,0.0,1,0,0,0,0,0,0
20002010,Clos2d,0,0,D42o7,0,0,0,Agrica,0,WfMaubSaharanAf4ica,sONSUoTINGSERVICEw,0,0,0,8394524.815943105,NotoBA,DwmodratixRe9ublicofsongo,A02135r001,Directivw,0,6ncodedPreqPP,43528782.66104452,12250,B420p,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,4298,1.0,0.0,1,0,0,0,0,0,0
10092010,Cloaed,0,0,D42o7,0,0,0,Agrica,0,WGMSubzayaranAfr8ca,COgSULTINGSERb9CES,0,0,0,11377178.34518532,NotoBA,D2mocraticRdp6boicofConbo,q031363001,Direct7ve,0,Unc8sedPreAPP,24255631.115009077,12250,Bt200,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,4298,1.0,0.0,1,0,0,0,0,0,0
29092010,Closef,0,0,D4e07,0,0,0,Afriva,0,WtMS8vSaharanAfrica,CONSUoTuNGSERVICEd,0,0,0,16128252.445929743,NotPnA,DenofrqyicRepublifofCongo,A921363091,Directjve,0,Uncod3dPreAPl,9626507.190467535,12281,g4200,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,4298,1.0,0.0,1,0,0,0,0,0,0
10092010,Closfd,0,0,D420u,0,0,0,Agrica,0,WGMSibSaha5anAfricw,CONSULTINyS2dVICES,0,0,0,30558802.544005513,NotPBw,wemocrat7cRspublifofConvo,A0q1364001,D8rective,0,UnvldedPreAPP,5879395.611153334,12281,B42p0,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,4298,1.0,0.0,1,0,0,0,0,0,0
2p092010,Closes,0,0,r4207,0,0,0,Afgica,0,WGMSubzwha5anAfrica,xONSULTINGSdRVICEd,0,0,0,1493324.4795818925,NotoBA,DemocratlfRepublicpbCong8,Ao213630o1,virective,0,UncoredPresPP,126589.6178481821,14031,B5200,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,4298,1.0,0.0,1,0,0,0,0,0,0
20082010,Clozed,0,0,D4297,0,0,0,Afroca,0,WGMSubSahsrabAfricz,COmSULTINGSsRVjCES,0,0,0,7308123.799413852,botPBA,DfmocragicRepublicoex8ngo,A021w63o01,Difective,0,UhcodedP3eAPP,28502417.29853432,14031,Bt200,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,4298,1.0,0.0,1,0,0,0,0,0,0
e0092010,Cloeed,0,0,D420y,0,0,0,Afrixa,0,WGMSubSaharqnAfr9cw,CONSULTINGSEdgIC3S,0,0,0,16646129.035401987,NotPnA,DdmocraticRepublic0fd0ggo,Ao2136300w,Di5ective,0,6ncodrdPreAPP,30599803.904304408,14032,n4200,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,4298,1.0,0.0,1,0,0,0,0,0,0
20o92010,Clowed,0,0,D4107,0,0,0,wfrica,0,aGjSubSahzranAfrica,CONcUoT8NGSERVICES,0,0,0,8023680.205084227,NptPBA,Demodrz6icRepkblicofC9ngo,q022363001,Directkve,0,UncodevPreAPl,14439511.231464494,14032,B5200,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,4298,1.0,0.0,1,0,0,0,0,0,0
2009w010,dlosed,0,0,D420u,1,0,0,Afriva,0,1GhSubSaharxnAfrica,CONSULTIgGSEeVIxES,0,0,0,31900519.47928266,jotPBA,DemocrstivR3puhlicofCongk,A02136up02,Directuve,0,UncodfdPgeAPP,1314184.0349839386,12220,h4200,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,4298,1.0,0.0,1,0,0,0,0,0,0
29092010,Closef,0,0,Dr207,1,0,0,Avrica,0,WGMSubSaharanzb5ica,CONSULTAbh,0,0,0,18899704.84530391,motPBA,semocraticgepkblucofConno,A0213yu002,Digective,0,UncovesPreAPP,10356064.411052443,12220,B420p,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,4298,1.0,0.0,1,0,0,0,0,0,0
2o092010,Clised,0,0,r4207,1,0,0,Africq,0,WGMSubSahatanAf3lca,CONSUkTINvSERfICES,0,0,0,44777123.03433789,NotPBs,fejpc3aticRepuboicofCongo,s021368002,Directivr,0,UhcodevPreAPP,19185514.099463135,12240,f4200,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,4298,1.0,0.0,1,0,0,0,0,0,0
2009w010,Cposed,0,0,D4297,1,0,0,Adrica,0,3GMS8bSataranAfrica,sONSULTAgT,0,0,0,37282389.796137646,NotPBs,DenocrwgicRepublicofsingo,A0e136u002,Di4ective,0,knvodedPreAPP,34086259.6538116,12240,B3200,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,4298,1.0,0.0,1,0,0,0,0,0,0
