assays_ASSI,assays_CEI,assays_BFO,assays_ASTI,assays_SRASI,assays_ASSTR,assays_CHEI,assays_ASSSUBCELFRA,assays_AST,assays_VAI,assays_Ti,assays_ASSCTY,assays_RELATITY,assays_CONFSCO,assays_CUB,assays_SRI,assays_TII
7808,,BAO_0000218,,,,CHEMBL621339,,A,,50588,,N,1,Intermediate,1,
7809,,BAO_0000218,,,,CHEMBL621340,,A,,50588,,N,1,Intermediate,1,
7810,,BAO_0000218,,,,CHEMBL621341,,A,,22224,,U,0,Autocuration,1,
7811,,BAO_0000019,,,,CHEMBL621342,,A,,22224,,U,0,Autocuration,1,
7812,,BAO_0000019,,,,CHEMBL621343,,A,,22224,,U,0,Autocuration,1,
7813,,BAO_0000218,,,,CHEMBL621344,,A,,50594,,N,1,Intermediate,1,
7814,,BAO_0000218,,,,CHEMBL621345,,A,,50594,,N,1,Intermediate,1,
7815,,BAO_0000019,,,,CHEMBL621346,,A,,22224,,U,0,Autocuration,1,
7816,,BAO_0000218,,,,CHEMBL621347,,A,,22224,,U,0,Autocuration,1,
7817,,BAO_0000218,,,,CHEMBL621348,,A,,50588,,N,1,Intermediate,1,
7818,,BAO_0000019,Blood,,,CHEMBL621349,,A,,22224,,U,0,Autocuration,1,178.0
7819,,BAO_0000019,Blood,,,CHEMBL621350,,A,,22224,,U,0,Autocuration,1,178.0
7820,,BAO_0000019,Blood,,,CHEMBL875839,,A,,22224,,U,0,Autocuration,1,178.0
7821,,BAO_0000019,Blood,,,CHEMBL620211,,A,,22224,,U,0,Autocuration,1,178.0
7822,,BAO_0000019,Blood,,,CHEMBL620212,,A,,22224,,U,0,Autocuration,1,178.0
7823,,BAO_0000019,Blood,,,CHEMBL620213,,A,,22224,,U,0,Autocuration,1,178.0
7824,,BAO_0000218,Plasma,,,CHEMBL620214,,A,,50797,,N,1,Intermediate,1,1969.0
7825,,BAO_0000218,Plasma,,,CHEMBL620215,,A,,50797,,N,1,Intermediate,1,1969.0
7826,,BAO_0000218,Plasma,,,CHEMBL620216,,A,,50797,,N,1,Intermediate,1,1969.0
7827,,BAO_0000218,Plasma,,,CHEMBL620888,,A,,50588,,N,1,Intermediate,1,1969.0
7828,,BAO_0000218,Plasma,,,CHEMBL620889,,A,,50588,,N,1,Intermediate,1,1969.0
7829,,BAO_0000019,Plasma,,,CHEMBL620890,,A,,22224,,U,0,Autocuration,1,1969.0
7830,,BAO_0000218,Plasma,,,CHEMBL620891,,A,,50597,,N,1,Intermediate,1,1969.0
7831,,BAO_0000019,,,,CHEMBL620892,,A,,22224,,U,0,Autocuration,1,
7832,,BAO_0000218,,,,CHEMBL621079,,A,,50594,,N,1,Intermediate,1,
7833,,BAO_0000218,,,,CHEMBL621080,,A,,50594,,N,1,Intermediate,1,
7834,,BAO_0000218,,,,CHEMBL621081,,A,,50588,,N,1,Intermediate,1,
7835,,BAO_0000218,,,,CHEMBL621082,,A,,100712,,N,1,Intermediate,1,
7836,,BAO_0000218,,,,CHEMBL621083,,A,,50597,,N,1,Intermediate,1,
7837,,BAO_0000218,,,,CHEMBL621084,,A,,50588,,N,1,Intermediate,1,
7838,,BAO_0000218,,,,CHEMBL621085,,A,,50588,,N,1,Intermediate,1,
7839,,BAO_0000218,,,,CHEMBL621086,,A,,50588,,N,1,Intermediate,1,
7840,,BAO_0000218,,,,CHEMBL621087,,A,,50588,,N,1,Intermediate,1,
7841,,BAO_0000218,,,,CHEMBL622607,,A,,50588,,N,1,Intermediate,1,
7842,,BAO_0000218,,,,CHEMBL622608,,A,,50588,,N,1,Intermediate,1,
7843,,BAO_0000019,,,,CHEMBL624481,,A,,22224,,U,0,Autocuration,1,
7844,,BAO_0000019,,,,CHEMBL624482,,A,,22224,,U,0,Autocuration,1,
7845,,BAO_0000019,,,,CHEMBL624483,,A,,22224,,U,0,Autocuration,1,
7846,,BAO_0000019,,,,CHEMBL624484,,A,,22224,,U,0,Autocuration,1,
7847,,BAO_0000019,,,,CHEMBL624485,,A,,22224,,U,0,Autocuration,1,
7848,,BAO_0000218,,,,CHEMBL624486,,A,,50597,,N,1,Intermediate,1,
7849,,BAO_0000019,,,,CHEMBL624487,,A,,22224,,U,0,Autocuration,1,
7850,,BAO_0000019,,,,CHEMBL624488,,A,,22224,,U,0,Autocuration,1,
7851,,BAO_0000218,,,,CHEMBL624489,,A,,50597,,N,1,Intermediate,1,
7852,,BAO_0000218,,,,CHEMBL625184,,A,,50597,,N,1,Intermediate,1,
7853,,BAO_0000019,,,,CHEMBL625185,,A,,22224,,U,0,Autocuration,1,
7854,,BAO_0000019,,,,CHEMBL875954,,A,,22224,,U,0,Autocuration,1,
7855,,BAO_0000019,,,,CHEMBL625186,,A,,22224,,U,0,Autocuration,1,
7856,,BAO_0000019,,,,CHEMBL625187,,A,,22224,,U,0,Autocuration,1,
7857,,BAO_0000019,,,,CHEMBL625188,,A,,22224,,U,0,Autocuration,1,
7858,,BAO_0000218,,,,CHEMBL625189,,A,,50588,,N,1,Intermediate,1,
7859,,BAO_0000218,,,,CHEMBL625190,,A,,50588,,N,1,Intermediate,1,
7860,,BAO_0000218,,,,CHEMBL621733,,A,,50597,,N,1,Intermediate,1,
7861,,BAO_0000218,,,,CHEMBL621734,,A,,50597,,N,1,Intermediate,1,
7862,,BAO_0000218,,,,CHEMBL621735,,A,,50597,,N,1,Intermediate,1,
7863,,BAO_0000218,Plasma,,,CHEMBL621736,,A,,50597,,N,1,Intermediate,1,1969.0
7864,,BAO_0000218,Plasma,,,CHEMBL621737,,A,,50597,,N,1,Intermediate,1,1969.0
7865,,BAO_0000218,,,,CHEMBL621738,,A,,50597,,N,1,Intermediate,1,
7866,,BAO_0000218,,,,CHEMBL622806,,A,,50597,,N,1,Intermediate,1,
7867,,BAO_0000218,,,,CHEMBL623519,,A,,50597,,N,1,Intermediate,1,
7868,,BAO_0000218,,,,CHEMBL623520,,A,,50597,,N,1,Intermediate,1,
7869,,BAO_0000218,,,,CHEMBL623521,,A,,50597,,N,1,Intermediate,1,
7870,,BAO_0000218,,,,CHEMBL623522,,A,,50597,,N,1,Intermediate,1,
7871,,BAO_0000218,,,,CHEMBL623523,,A,,50597,,N,1,Intermediate,1,
7872,,BAO_0000218,,,,CHEMBL623690,,A,,50597,,N,1,Intermediate,1,
7873,,BAO_0000218,,,,CHEMBL623691,,A,,50597,,N,1,Intermediate,1,
7874,,BAO_0000218,,,,CHEMBL623692,,A,,50597,,N,1,Intermediate,1,
7875,,BAO_0000218,,,,CHEMBL623693,,A,,50597,,N,1,Intermediate,1,
7876,,BAO_0000218,,,,CHEMBL623694,,A,,50597,,N,1,Intermediate,1,
7877,,BAO_0000218,,,,CHEMBL623695,,A,,50597,,N,1,Intermediate,1,
7878,,BAO_0000218,,,,CHEMBL623696,,A,,50597,,N,1,Intermediate,1,
7879,,BAO_0000218,,,,CHEMBL623697,,A,,50597,,N,1,Intermediate,1,
7880,,BAO_0000218,Plasma,,,CHEMBL623698,,A,,22224,,U,0,Intermediate,1,1969.0
7881,,BAO_0000218,Plasma,,,CHEMBL623699,,A,,22224,,U,0,Intermediate,1,1969.0
7882,,BAO_0000218,,,,CHEMBL623700,,A,,50597,,N,1,Intermediate,1,
7883,,BAO_0000218,,,,CHEMBL623701,,A,,50597,,N,1,Intermediate,1,
7884,,BAO_0000218,Plasma,,,CHEMBL623702,,A,,50597,,N,1,Intermediate,1,1969.0
7885,,BAO_0000218,,,,CHEMBL623703,,A,,50597,,N,1,Intermediate,1,
7886,,BAO_0000218,,,,CHEMBL623704,,A,,50597,,N,1,Intermediate,1,
7887,,BAO_0000218,,,,CHEMBL623705,,A,,50597,,N,1,Intermediate,1,
7888,,BAO_0000218,,,,CHEMBL623706,,A,,50597,,N,1,Intermediate,1,
7889,,BAO_0000218,,,,CHEMBL623707,,A,,50597,,N,1,Intermediate,1,
7890,,BAO_0000218,,,,CHEMBL623708,,A,,50597,,N,1,Intermediate,1,
7891,,BAO_0000218,,,,CHEMBL623709,,A,,50597,,N,1,Intermediate,1,
7892,,BAO_0000218,,,,CHEMBL623710,,A,,50597,,N,1,Intermediate,1,
7893,,BAO_0000218,,,,CHEMBL623711,,A,,50597,,N,1,Intermediate,1,
7894,,BAO_0000218,,,,CHEMBL623712,,A,,50597,,N,1,Intermediate,1,
7895,,BAO_0000218,,,,CHEMBL623713,,A,,50597,,N,1,Intermediate,1,
7896,,BAO_0000218,,,,CHEMBL623714,,A,,50597,,N,1,Intermediate,1,
7897,,BAO_0000218,,,,CHEMBL623715,,A,,50597,,N,1,Intermediate,1,
7898,,BAO_0000218,,,,CHEMBL623716,,A,,50597,,N,1,Intermediate,1,
7899,,BAO_0000218,,,,CHEMBL622980,,A,,50597,,N,1,Intermediate,1,
7900,,BAO_0000218,,,,CHEMBL622981,,A,,50597,,N,1,Intermediate,1,
7901,,BAO_0000218,,,,CHEMBL622982,,A,,50597,,N,1,Intermediate,1,
7902,,BAO_0000218,,,,CHEMBL622983,,A,,50597,,N,1,Intermediate,1,
7903,,BAO_0000218,,,,CHEMBL622984,,A,,50597,,N,1,Intermediate,1,
7904,,BAO_0000218,,,,CHEMBL622985,,A,,50597,,N,1,Intermediate,1,
7905,,BAO_0000218,Plasma,,,CHEMBL623631,,A,,50597,,N,1,Intermediate,1,1969.0
7906,,BAO_0000218,,,,CHEMBL623632,,A,,50597,,N,1,Intermediate,1,
7907,,BAO_0000218,Plasma,,,CHEMBL623633,,A,,50597,,N,1,Intermediate,1,1969.0
7908,,BAO_0000218,Plasma,,,CHEMBL623634,,A,,50597,,N,1,Intermediate,1,1969.0
7909,,BAO_0000218,,,,CHEMBL623635,,A,,50597,,N,1,Intermediate,1,
7910,,BAO_0000218,,,,CHEMBL621195,,A,,50597,,N,1,Intermediate,1,
7911,,BAO_0000218,,,,CHEMBL621196,,A,,50597,,N,1,Intermediate,1,
7912,,BAO_0000218,,,,CHEMBL875287,,A,,50597,,N,1,Intermediate,1,
7913,,BAO_0000218,,,,CHEMBL621197,,A,,50597,,N,1,Intermediate,1,
7914,,BAO_0000218,Plasma,,,CHEMBL621198,,A,,50597,,N,1,Intermediate,1,1969.0
7915,,BAO_0000218,Plasma,,,CHEMBL621199,,A,,50597,,N,1,Intermediate,1,1969.0
7916,,BAO_0000218,,,,CHEMBL621200,,A,,50597,,N,1,Intermediate,1,
7917,,BAO_0000218,,,,CHEMBL621201,,A,,50597,,N,1,Intermediate,1,
7918,,BAO_0000218,,,,CHEMBL621202,,A,,50597,,N,1,Intermediate,1,
7919,,BAO_0000218,,,,CHEMBL621203,,A,,50597,,N,1,Intermediate,1,
7920,,BAO_0000218,,,,CHEMBL621204,,A,,50597,,N,1,Intermediate,1,
7921,,BAO_0000218,Heart,,,CHEMBL621205,,A,,50597,,N,1,Intermediate,1,948.0
7922,,BAO_0000218,Heart,,,CHEMBL621206,,A,,50597,,N,1,Intermediate,1,948.0
7923,,BAO_0000218,Heart,,,CHEMBL621207,,A,,50597,,N,1,Intermediate,1,948.0
7924,,BAO_0000218,Heart,,,CHEMBL621208,,A,,50597,,N,1,Intermediate,1,948.0
7925,,BAO_0000218,Heart,,,CHEMBL621209,,A,,50597,,N,1,Intermediate,1,948.0
7926,,BAO_0000218,Heart,,,CHEMBL876484,,A,,50597,,N,1,Intermediate,1,948.0
7927,,BAO_0000218,Heart,,,CHEMBL621210,,A,,50597,,N,1,Intermediate,1,948.0
7928,,BAO_0000218,Heart,,,CHEMBL621211,,A,,50597,,N,1,Intermediate,1,948.0
7929,,BAO_0000218,Heart,,,CHEMBL621212,,A,,50597,,N,1,Intermediate,1,948.0
7930,,BAO_0000218,Heart,,,CHEMBL621213,,A,,50597,,N,1,Intermediate,1,948.0
7931,,BAO_0000218,Heart,,,CHEMBL621214,,A,,50597,,N,1,Intermediate,1,948.0
7932,,BAO_0000218,Heart,,,CHEMBL621215,,A,,50597,,N,1,Intermediate,1,948.0
7933,,BAO_0000218,Heart,,,CHEMBL621216,,A,,50597,,N,1,Intermediate,1,948.0
7934,,BAO_0000218,Heart,,,CHEMBL621217,,A,,50597,,N,1,Intermediate,1,948.0
7935,,BAO_0000218,Heart,,,CHEMBL621218,,A,,50597,,N,1,Intermediate,1,948.0
7936,,BAO_0000218,Heart,,,CHEMBL621219,,A,,50597,,N,1,Intermediate,1,948.0
7937,,BAO_0000218,Heart,,,CHEMBL621220,,A,,50597,,N,1,Intermediate,1,948.0
7938,,BAO_0000218,Heart,,,CHEMBL621221,,A,,50597,,N,1,Intermediate,1,948.0
7939,,BAO_0000218,Heart,,,CHEMBL621222,,A,,50597,,N,1,Intermediate,1,948.0
7940,,BAO_0000218,Heart,,,CHEMBL621223,,A,,50597,,N,1,Intermediate,1,948.0
7941,,BAO_0000218,Heart,,,CHEMBL876485,,A,,50597,,N,1,Intermediate,1,948.0
7942,,BAO_0000218,Heart,,,CHEMBL621224,,A,,50597,,N,1,Intermediate,1,948.0
7943,,BAO_0000218,Heart,,,CHEMBL621225,,A,,50597,,N,1,Intermediate,1,948.0
7944,,BAO_0000218,Heart,,,CHEMBL621226,,A,,50597,,N,1,Intermediate,1,948.0
7945,,BAO_0000218,Kidney,,,CHEMBL621227,,A,,50597,,N,1,Intermediate,1,2113.0
7946,,BAO_0000218,Kidney,,,CHEMBL621228,,A,,50597,,N,1,Intermediate,1,2113.0
7947,,BAO_0000218,Kidney,,,CHEMBL621229,,A,,50597,,N,1,Intermediate,1,2113.0
7948,,BAO_0000218,Kidney,,,CHEMBL621230,,A,,50597,,N,1,Intermediate,1,2113.0
7949,,BAO_0000218,Kidney,,,CHEMBL621231,,A,,50597,,N,1,Intermediate,1,2113.0
7950,,BAO_0000218,Kidney,,,CHEMBL621232,,A,,50597,,N,1,Intermediate,1,2113.0
7951,,BAO_0000218,Kidney,,,CHEMBL621233,,A,,50597,,N,1,Intermediate,1,2113.0
7952,,BAO_0000218,Kidney,,,CHEMBL621234,,A,,50597,,N,1,Intermediate,1,2113.0
7953,,BAO_0000218,Kidney,,,CHEMBL621235,,A,,50597,,N,1,Intermediate,1,2113.0
7954,,BAO_0000218,Kidney,,,CHEMBL621236,,A,,50597,,N,1,Intermediate,1,2113.0
7955,,BAO_0000218,Kidney,,,CHEMBL621237,,A,,50597,,N,1,Intermediate,1,2113.0
7956,,BAO_0000218,Kidney,,,CHEMBL876486,,A,,50597,,N,1,Intermediate,1,2113.0
7957,,BAO_0000218,Intestine,,,CHEMBL622436,,A,,50597,,N,1,Intermediate,1,160.0
7958,,BAO_0000218,Intestine,,,CHEMBL622437,,A,,50597,,N,1,Intermediate,1,160.0
7959,,BAO_0000218,Intestine,,,CHEMBL622438,,A,,50597,,N,1,Intermediate,1,160.0
7960,,BAO_0000218,Liver,,,CHEMBL622439,,A,,50597,,N,1,Intermediate,1,2107.0
7961,,BAO_0000218,Liver,,,CHEMBL622440,,A,,50597,,N,1,Intermediate,1,2107.0
7962,,BAO_0000218,Liver,,,CHEMBL622441,,A,,50597,,N,1,Intermediate,1,2107.0
7963,,BAO_0000218,Liver,,,CHEMBL622442,,A,,50597,,N,1,Intermediate,1,2107.0
7964,,BAO_0000218,Liver,,,CHEMBL622443,,A,,50597,,N,1,Intermediate,1,2107.0
7965,,BAO_0000218,Liver,,,CHEMBL622444,,A,,50597,,N,1,Intermediate,1,2107.0
7966,,BAO_0000218,Liver,,,CHEMBL622445,,A,,50597,,N,1,Intermediate,1,2107.0
7967,,BAO_0000218,Liver,,,CHEMBL622446,,A,,50597,,N,1,Intermediate,1,2107.0
7968,,BAO_0000218,Liver,,,CHEMBL622447,,A,,50597,,N,1,Intermediate,1,2107.0
7969,,BAO_0000218,Liver,,,CHEMBL622448,,A,,50597,,N,1,Intermediate,1,2107.0
7970,,BAO_0000218,Liver,,,CHEMBL622449,,A,,50597,,N,1,Intermediate,1,2107.0
7971,,BAO_0000218,Liver,,,CHEMBL622450,,A,,50597,,N,1,Intermediate,1,2107.0
7972,,BAO_0000218,Liver,,,CHEMBL622451,,A,,50597,,N,1,Intermediate,1,2107.0
7973,,BAO_0000218,Liver,,,CHEMBL622452,,A,,50597,,N,1,Intermediate,1,2107.0
7974,,BAO_0000218,Liver,,,CHEMBL622453,,A,,50597,,N,1,Intermediate,1,2107.0
7975,,BAO_0000218,Liver,,,CHEMBL622454,,A,,50597,,N,1,Intermediate,1,2107.0
7976,,BAO_0000218,Liver,,,CHEMBL622455,,A,,50597,,N,1,Intermediate,1,2107.0
7977,,BAO_0000218,Liver,,,CHEMBL876024,,A,,50597,,N,1,Intermediate,1,2107.0
7978,,BAO_0000218,,,,CHEMBL622456,,A,,50597,,N,1,Intermediate,1,
7979,,BAO_0000218,,,,CHEMBL622457,,A,,50597,,N,1,Intermediate,1,
7980,,BAO_0000218,,,,CHEMBL622458,,A,,50597,,N,1,Intermediate,1,
7981,,BAO_0000218,,,,CHEMBL622459,,A,,50597,,N,1,Intermediate,1,
7982,,BAO_0000218,,,,CHEMBL873343,,A,,50597,,N,1,Intermediate,1,
7983,,BAO_0000218,,,,CHEMBL622460,,A,,50597,,N,1,Intermediate,1,
7984,,BAO_0000218,Plasma,,,CHEMBL622461,,A,,50597,,N,1,Intermediate,1,1969.0
7985,,BAO_0000218,Plasma,,,CHEMBL622462,,A,,50597,,N,1,Intermediate,1,1969.0
7986,,BAO_0000218,,,,CHEMBL622463,,A,,50597,,N,1,Intermediate,1,
7987,,BAO_0000218,,,,CHEMBL622464,,A,,50597,,N,1,Intermediate,1,
7988,,BAO_0000218,,,,CHEMBL622465,,A,,50597,,N,1,Intermediate,1,
7989,,BAO_0000218,,,,CHEMBL622466,,A,,50597,,N,1,Intermediate,1,
7990,,BAO_0000218,,,,CHEMBL622467,,A,,50597,,N,1,Intermediate,1,
7991,,BAO_0000218,Plasma,,,CHEMBL622468,,A,,50597,,N,1,Intermediate,1,1969.0
7992,,BAO_0000218,Plasma,,,CHEMBL876025,,A,,50597,,N,1,Intermediate,1,1969.0
7993,,BAO_0000218,Plasma,,,CHEMBL622469,,A,,50597,,N,1,Intermediate,1,1969.0
7994,,BAO_0000218,Plasma,,,CHEMBL622470,,A,,50597,,N,1,Intermediate,1,1969.0
7995,,BAO_0000218,,,,CHEMBL622471,,A,,50597,,N,1,Intermediate,1,
7996,,BAO_0000218,Plasma,,,CHEMBL622472,,A,,50597,,N,1,Intermediate,1,1969.0
7997,,BAO_0000218,Plasma,,,CHEMBL622473,,A,,50597,,N,1,Intermediate,1,1969.0
7998,,BAO_0000218,Plasma,,,CHEMBL624282,,A,,50597,,N,1,Intermediate,1,1969.0
7999,,BAO_0000218,Plasma,,,CHEMBL624283,,A,,50597,,N,1,Intermediate,1,1969.0
8000,,BAO_0000218,Plasma,,,CHEMBL624284,,A,,50597,,N,1,Intermediate,1,1969.0
8001,,BAO_0000218,Plasma,,,CHEMBL624285,,A,,50597,,N,1,Intermediate,1,1969.0
8002,,BAO_0000218,,,,CHEMBL624286,,A,,50597,,N,1,Intermediate,1,
8003,,BAO_0000218,,,,CHEMBL624287,,A,,50597,,N,1,Intermediate,1,
8004,,BAO_0000218,,,,CHEMBL624288,,A,,50597,,N,1,Intermediate,1,
8005,,BAO_0000218,Plasma,,,CHEMBL624289,,A,,50597,,N,1,Intermediate,1,1969.0
8006,,BAO_0000218,Plasma,,,CHEMBL873344,,A,,50597,,N,1,Intermediate,1,1969.0
8007,,BAO_0000218,,,,CHEMBL619623,,A,,50597,,N,1,Intermediate,1,
8008,,BAO_0000218,,,,CHEMBL621399,,A,,50597,,N,1,Expert,1,
8009,,BAO_0000218,,,,CHEMBL621400,,A,,50597,,N,1,Intermediate,1,
8010,,BAO_0000218,,,,CHEMBL621401,,A,,50597,,N,1,Intermediate,1,
8011,,BAO_0000218,,,,CHEMBL621402,,A,,50597,,N,1,Intermediate,1,
8012,,BAO_0000218,,,,CHEMBL621403,,A,,50597,,N,1,Intermediate,1,
8013,,BAO_0000218,,,,CHEMBL621121,,A,,50597,,N,1,Intermediate,1,
8014,,BAO_0000218,,,,CHEMBL872525,,A,,50597,,N,1,Intermediate,1,
8015,,BAO_0000218,,,,CHEMBL621122,,A,,50597,,N,1,Intermediate,1,
8016,,BAO_0000218,,,,CHEMBL621123,,A,,50597,,N,1,Intermediate,1,
8017,,BAO_0000218,,,,CHEMBL621124,,A,,50597,,N,1,Intermediate,1,
8018,,BAO_0000218,,,,CHEMBL621125,,A,,50597,,N,1,Intermediate,1,
8019,,BAO_0000218,,,,CHEMBL621126,,A,,50597,,N,1,Intermediate,1,
8020,,BAO_0000218,,,,CHEMBL621127,,A,,50597,,N,1,Intermediate,1,
8021,,BAO_0000218,,,,CHEMBL621128,,A,,50597,,N,1,Intermediate,1,
8022,,BAO_0000218,,,,CHEMBL618263,,A,,50597,,N,1,Intermediate,1,
8023,,BAO_0000218,,,,CHEMBL618264,,A,,50597,,N,1,Intermediate,1,
8024,,BAO_0000218,,,,CHEMBL618265,,A,,50597,,N,1,Intermediate,1,
8025,,BAO_0000218,Plasma,,,CHEMBL618266,,A,,50597,,N,1,Intermediate,1,1969.0
8026,,BAO_0000218,,,,CHEMBL618267,,A,,50597,,N,1,Intermediate,1,
8027,,BAO_0000218,Urine,,,CHEMBL618450,,A,,50597,,N,1,Intermediate,1,1088.0
8028,,BAO_0000218,Urine,,,CHEMBL618451,,A,,50597,,N,1,Intermediate,1,1088.0
8029,,BAO_0000218,,,,CHEMBL618452,,A,,50597,,N,1,Intermediate,1,
8030,,BAO_0000218,Urine,,,CHEMBL618453,,A,,50597,,N,1,Intermediate,1,1088.0
8031,,BAO_0000218,Urine,,,CHEMBL618454,,A,,50597,,N,1,Intermediate,1,1088.0
8032,,BAO_0000218,Urine,,,CHEMBL618455,,A,,50597,,N,1,Intermediate,1,1088.0
8033,,BAO_0000218,,,,CHEMBL618456,,A,,50597,,N,1,Intermediate,1,
8034,,BAO_0000218,,,,CHEMBL618457,,A,,50597,,N,1,Intermediate,1,
8035,,BAO_0000218,,,,CHEMBL618458,,A,,50597,,N,1,Intermediate,1,
8036,,BAO_0000218,,,,CHEMBL618459,,A,,50597,,N,1,Intermediate,1,
8037,,BAO_0000218,,,,CHEMBL876733,,A,,50597,,N,1,Intermediate,1,
8038,,BAO_0000218,,,,CHEMBL618460,,A,,50588,,N,1,Intermediate,1,
8039,,BAO_0000218,,,,CHEMBL618461,,A,,50597,,N,1,Intermediate,1,
8040,,BAO_0000019,,,,CHEMBL618462,,A,,22224,,U,0,Autocuration,1,
8041,,BAO_0000218,,,,CHEMBL618463,,A,,50597,,N,1,Intermediate,1,
8042,,BAO_0000218,,,,CHEMBL618464,,A,,50597,,N,1,Intermediate,1,
8043,,BAO_0000218,,,,CHEMBL618465,,A,,50597,,N,1,Intermediate,1,
8044,,BAO_0000218,,,,CHEMBL618466,,A,,50597,,N,1,Intermediate,1,
8045,,BAO_0000218,,,,CHEMBL618467,,A,,50597,,N,1,Intermediate,1,
8046,,BAO_0000218,,,,CHEMBL618468,,A,,50597,,N,1,Intermediate,1,
8047,,BAO_0000218,Plasma,,,CHEMBL618469,,A,,50588,,N,1,Intermediate,1,1969.0
8048,,BAO_0000218,Plasma,,,CHEMBL618470,,A,,50588,,N,1,Intermediate,1,1969.0
8049,,BAO_0000218,,,,CHEMBL618471,,A,,22224,,U,0,Autocuration,1,
8050,,BAO_0000218,,,,CHEMBL618472,,A,,50594,,N,1,Intermediate,1,
8051,,BAO_0000218,,,,CHEMBL618473,,A,,22224,,U,0,Autocuration,1,
8052,,BAO_0000218,,,,CHEMBL621699,,A,,50506,,N,1,Intermediate,1,
8053,,BAO_0000218,,,,CHEMBL621700,,A,,50597,,N,1,Intermediate,1,
8054,,BAO_0000218,,,,CHEMBL621701,,A,,50597,,N,1,Intermediate,1,
8055,,BAO_0000218,,,,CHEMBL621702,,A,,50506,,N,1,Intermediate,1,
8056,,BAO_0000218,,,,CHEMBL621703,,A,,50588,,N,1,Intermediate,1,
8057,,BAO_0000218,,,,CHEMBL621704,,A,,50588,,N,1,Intermediate,1,
8058,,BAO_0000218,,,,CHEMBL624259,,A,,50597,,N,1,Intermediate,1,
8059,,BAO_0000218,,,,CHEMBL624260,,A,,50597,,N,1,Intermediate,1,
8060,,BAO_0000218,,,,CHEMBL624430,,A,,50597,,N,1,Intermediate,1,
8061,,BAO_0000218,,,,CHEMBL624431,,A,,50597,,N,1,Intermediate,1,
8062,,BAO_0000218,,,,CHEMBL624432,,A,,50597,,N,1,Intermediate,1,
8063,,BAO_0000218,,,,CHEMBL624433,,A,,50597,,N,1,Intermediate,1,
8064,,BAO_0000218,,,,CHEMBL624434,,A,,50597,,N,1,Intermediate,1,
8065,,BAO_0000218,,,,CHEMBL624435,,A,,50597,,N,1,Intermediate,1,
8066,,BAO_0000218,,,,CHEMBL618570,,A,,50594,,N,1,Intermediate,1,
8067,,BAO_0000218,,,,CHEMBL618571,,A,,50594,,N,1,Intermediate,1,
8068,,BAO_0000218,,,,CHEMBL618572,,A,,50594,,N,1,Intermediate,1,
8069,,BAO_0000218,,,,CHEMBL618573,,A,,50594,,N,1,Intermediate,1,
8070,,BAO_0000218,,,,CHEMBL619267,,A,,50594,,N,1,Intermediate,1,
8071,,BAO_0000218,,,,CHEMBL619431,,A,,50594,,N,1,Intermediate,1,
8072,,BAO_0000218,,,,CHEMBL619432,,A,,50594,,N,1,Intermediate,1,
8073,,BAO_0000218,,,,CHEMBL619433,,A,,50594,,N,1,Intermediate,1,
8074,,BAO_0000218,Plasma,,,CHEMBL619434,,A,,22224,,U,0,Autocuration,1,1969.0
8075,,BAO_0000218,Serum,,,CHEMBL619435,,A,,50594,,N,1,Intermediate,1,1977.0
8076,,BAO_0000019,Plasma,,,CHEMBL619436,,A,,22224,,U,0,Autocuration,1,1969.0
8077,,BAO_0000218,,,,CHEMBL619437,,A,,50597,,N,1,Intermediate,1,
8078,,BAO_0000218,,,,CHEMBL619438,,A,,22224,,U,0,Autocuration,1,
8079,,BAO_0000218,,,,CHEMBL619439,,A,,50594,,N,1,Intermediate,1,
8080,,BAO_0000218,,,,CHEMBL619440,,A,,50597,,N,1,Intermediate,1,
8081,,BAO_0000218,,,,CHEMBL619441,,F,,22224,,U,0,Autocuration,1,
8082,,BAO_0000218,,,,CHEMBL619442,,A,,50597,,N,1,Intermediate,1,
8083,,BAO_0000019,,,,CHEMBL875156,,A,,22224,,U,0,Autocuration,1,
8084,,BAO_0000019,,,,CHEMBL619443,,A,,22224,,U,0,Autocuration,1,
8085,,BAO_0000019,,,,CHEMBL619444,,A,,22224,,U,0,Autocuration,1,
8086,,BAO_0000019,,,,CHEMBL623464,,A,,22224,,U,0,Autocuration,1,
8087,,BAO_0000218,,,,CHEMBL623465,,A,,50594,,N,1,Intermediate,1,
8088,,BAO_0000218,,,,CHEMBL623466,,A,,50597,,N,1,Intermediate,1,
8089,,BAO_0000218,,,,CHEMBL623467,,A,,50597,,N,1,Intermediate,1,
8090,,BAO_0000218,,,,CHEMBL623468,,A,,50597,,N,1,Intermediate,1,
8091,,BAO_0000218,,,,CHEMBL622660,,A,,50597,,N,1,Intermediate,1,
8092,,BAO_0000218,,,,CHEMBL622661,,A,,50597,,N,1,Intermediate,1,
8093,,BAO_0000218,,,,CHEMBL622662,,F,,50597,,N,1,Intermediate,1,
8094,,BAO_0000218,,,,CHEMBL622663,,A,,50597,,N,1,Intermediate,1,
8095,,BAO_0000218,,,,CHEMBL622664,,A,,50597,,N,1,Intermediate,1,
8096,,BAO_0000218,,,,CHEMBL622665,,A,,50597,,N,1,Intermediate,1,
8097,,BAO_0000218,,,,CHEMBL622666,,A,,50597,,N,1,Intermediate,1,
8098,,BAO_0000218,,,,CHEMBL621615,,A,,50597,,N,1,Intermediate,1,
