assay_type,doc_id,assay_test_type,assay_category,src_id,src_assay_id,assay_tissue,relationship_type,bao_format,description,assay_cell_type,cell_id,curated_by,assay_subcellular_fraction,chembl_id,assay_tax_id,tissue_id,assay_organism,assay_id,variant_id,confidence_score,assay_strain,tid
F,10797.0,,,1.0,,,N,BAO_0000219,In vitro inhibition of 2008/R ovarian cancer cell line; NA= Not achievable,2008/R,561.0,Intermediate,,CHEMBL615349,9606.0,,Homo sapiens,125.0,,1.0,,80613.0
F,10797.0,,,1.0,,,N,BAO_0000219,In vitro inhibition of 2008/S ovarian cancer cell line,2008/S,389.0,Intermediate,,CHEMBL615350,9606.0,,Homo sapiens,126.0,,1.0,,80614.0
F,10797.0,,,1.0,,,N,BAO_0000219,In vitro inhibition of 2008/S ovarian cancer cell line; NA= Not achievable,2008/S,389.0,Intermediate,,CHEMBL615351,9606.0,,Homo sapiens,127.0,,1.0,,80614.0
B,4823.0,,,1.0,,,S,BAO_0000220,Tested in vitro for inhibition of chymotrypsin like activity of purified human 20S proteasome,,,Expert,,CHEMBL615352,9606.0,,Homo sapiens,128.0,,2.0,,100256.0
B,12912.0,,,1.0,,,S,BAO_0000220,Compound was evaluated for inhibitory activity against 20S proteasome from human liver and brain,,,Intermediate,,CHEMBL615353,9606.0,,Homo sapiens,129.0,,2.0,,100256.0
B,2957.0,,,1.0,,,S,BAO_0000220,Inhibition of chymotrypsin-like activity of 20S proteasome,,,Expert,,CHEMBL615354,,,,130.0,,2.0,,100256.0
B,2957.0,,,1.0,,,S,BAO_0000220,Inhibition of chymotrypsin-like activity of 20S proteasome; value ranges from 10-20 uM,,,Expert,,CHEMBL615355,,,,131.0,,2.0,,100256.0
B,3260.0,,,1.0,,,S,BAO_0000220,Inhibitory activity against 20S proteosome,,,Intermediate,,CHEMBL615356,,,,132.0,,2.0,,100256.0
B,3451.0,,,1.0,,,U,BAO_0000019,Compound was tested for inhibitory activity against tryptase,,,Autocuration,,CHEMBL615357,9606.0,,Homo sapiens,133.0,,0.0,,22226.0
F,13885.0,,,1.0,,,N,BAO_0000219,Concentration required to inhibit 50% of extracellular circular replication of HBV DNA using 2215 cell line,HepG2,726.0,Intermediate,,CHEMBL615358,9606.0,,Homo sapiens,134.0,,1.0,,81020.0
F,13885.0,,,1.0,,,N,BAO_0000219,Concentration required to inhibit 50% of intracellular circular replication of HBV DNA using 2215 cell line,HepG2,726.0,Intermediate,,CHEMBL827086,9606.0,,Homo sapiens,135.0,,1.0,,81020.0
B,3676.0,,,1.0,,,U,BAO_0000019,Compound was tested for the inhibition of Alpha-glucosidase,,,Autocuration,,CHEMBL615359,,,,136.0,,0.0,,22226.0
B,6043.0,,,1.0,,,H,BAO_0000357,Inhibitory concentration against human neutrophil elastase (HNE),,,Autocuration,,CHEMBL615360,,,,137.0,,8.0,,235.0
F,11140.0,,,1.0,,Heart,U,BAO_0000218,Change in heart rate was expressed in percent at at a dose 0.002 mg/kg iv in anesthetized rat,,,Autocuration,,CHEMBL615361,10116.0,948.0,Rattus norvegicus,138.0,,0.0,,22226.0
F,10543.0,,,1.0,,,H,BAO_0000019,90% inhibition of the 20 Mycobacterium avium complex (MAC) clinical isolates,,,Autocuration,,CHEMBL615362,,,,139.0,,8.0,,19640.0
F,10543.0,,,1.0,,,H,BAO_0000019,Minimum inhibitory concentration of compound against 20 Mycobacterium avium complex (MAC) clinical isolates,,,Expert,,CHEMBL615363,,,,140.0,,8.0,,19640.0
B,10543.0,,,1.0,,,H,BAO_0000357,Minimum inhibitory concentration of compound against 20 Mycobacterium avium complex (MAC) clinical isolates,,,Autocuration,,CHEMBL615364,,,,141.0,,8.0,,19640.0
F,10543.0,,,1.0,,,H,BAO_0000019,90% inhibition of the 20 Mycobacterium avium complex (MAC) clinical isolates,,,Expert,,CHEMBL615365,,,,142.0,,8.0,,19640.0
F,11365.0,,,1.0,,,N,BAO_0000219,In Vitro evaluation for the growth inhibition of Subline (P388/AMSA) Leukemia cell lines,P338,524.0,Intermediate,,CHEMBL615366,10090.0,,Mus musculus,143.0,,1.0,,80360.0
F,11365.0,,,1.0,,,N,BAO_0000219,In Vitro evaluation for the growth inhibition of Subline (P388/CP) Leukemia cell lines,P338,524.0,Intermediate,,CHEMBL615367,10090.0,,Mus musculus,144.0,,1.0,,80360.0
F,11803.0,,,1.0,,,N,BAO_0000219,Compound was evaluated for the inhibition of cell replication human peripheral blood lymphocytes (PBL's).,PBL,554.0,Intermediate,,CHEMBL615368,9606.0,,Homo sapiens,145.0,,1.0,,80384.0
F,11803.0,,,1.0,,,U,BAO_0000019,Compound was evaluated for the inhibition of cell replication sheep choroid plexus (SCP) cells,,,Autocuration,,CHEMBL615369,9940.0,,Ovis aries,146.0,,0.0,,22226.0
F,11803.0,,,1.0,,,U,BAO_0000019,Compound was evaluated for the inhibition of cell replication sheep choroid plexus (SCP) cells.,,,Autocuration,,CHEMBL615370,9940.0,,Ovis aries,147.0,,0.0,,22226.0
B,12278.0,,,1.0,,,H,BAO_0000357,Compound is evaluated in vitro for the inhibition single mutant of HIV-1 RT (Y181C),,,Autocuration,,CHEMBL615673,,,,148.0,,8.0,,191.0
F,8249.0,,,1.0,,,U,BAO_0000019,Compound was evaluated for its inhibitory effect on thymidine [3H]dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-5,,,Autocuration,,CHEMBL615674,9606.0,,Homo sapiens,149.0,,0.0,,22226.0
F,8249.0,,,1.0,,,U,BAO_0000019,Compound was evaluated for its inhibitory effect on thymidine [3H]-dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-6,,,Autocuration,,CHEMBL615675,9606.0,,Homo sapiens,150.0,,0.0,,22226.0
F,8249.0,,,1.0,,,U,BAO_0000219,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in at conc. 10e-7,CCRF-CEM,635.0,Autocuration,,CHEMBL615676,9606.0,,Homo sapiens,151.0,,0.0,,22226.0
F,8249.0,,,1.0,,,U,BAO_0000219,Compound was evaluated for its inhibitory effect on thymidine ([3H]-dThd) incorporation into DNA of CEM cells in culture at conc. 10e-4,CCRF-CEM,635.0,Autocuration,,CHEMBL615677,9606.0,,Homo sapiens,152.0,,0.0,,22226.0
F,8249.0,,,1.0,,,U,BAO_0000219,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in culture at conc. 10e-5,CCRF-CEM,635.0,Autocuration,,CHEMBL615678,9606.0,,Homo sapiens,153.0,,0.0,,22226.0
F,8249.0,,,1.0,,,U,BAO_0000219,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in culture at conc. 10e-6,CCRF-CEM,635.0,Autocuration,,CHEMBL615679,9606.0,,Homo sapiens,154.0,,0.0,,22226.0
F,8249.0,,,1.0,,,U,BAO_0000019,Compound was evaluated for its inhibitory effect on thymidine ([3H]-dThd) incorporation into DNA of CEM/MTX cells in at conc. 10e-7.,,,Autocuration,,CHEMBL615680,9606.0,,Homo sapiens,155.0,,0.0,,22226.0
F,8249.0,,,1.0,,,U,BAO_0000019,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-4,,,Autocuration,,CHEMBL615681,9606.0,,Homo sapiens,156.0,,0.0,,22226.0
B,16992.0,,,1.0,,,H,BAO_0000249,In vitro binding affinity towards (alpha-4)2(beta-2)3 neuronal nicotinic acetylcholine receptor in P2 membrane fractions of rat forebrain,,,Autocuration,,CHEMBL857972,,,,157.0,,6.0,,104290.0
F,10543.0,,,1.0,,,N,BAO_0000218,Minimum inhibitory concentration of compound against Streptococcus pyogenus septicemia in the mouse,,,Intermediate,,CHEMBL857899,1314.0,,Streptococcus pyogenes,158.0,,1.0,,50264.0
F,17833.0,,,1.0,,,N,BAO_0000218,Antiviral activity against 07/1 strain of thymidine kinase negative (TK-) Varicella-Zoster Virus (VZV),,,Intermediate,,CHEMBL615371,10335.0,,Human herpesvirus 3,159.0,,1.0,,50527.0
F,17290.0,,,1.0,,,N,BAO_0000218,Antiviral activity against 07/1 strain of VZV in HEL (human erythroleukemia) cells.,HEL,468.0,Expert,,CHEMBL615372,10335.0,,vericilla zoster virus,160.0,,1.0,,50527.0
F,17290.0,,,1.0,,,N,BAO_0000218,Antiviral activity against 07/1 strain of VZV; ND: No data,,,Intermediate,,CHEMBL615373,10335.0,,vericilla zoster virus,161.0,,1.0,,50527.0
F,17290.0,,,1.0,,,N,BAO_0000218,Antiviral activity against 07/1 strain of VZV; ND=No data,,,Intermediate,,CHEMBL615374,10335.0,,vericilla zoster virus,162.0,,1.0,,50527.0
F,10932.0,,,1.0,,,N,BAO_0000218,"Antibacterial activity was determined against gram negative organism, Enterobacter cloacae (MA2646)",,,Intermediate,,CHEMBL615375,561.0,,escherichia cloac,163.0,,1.0,,50145.0
B,9707.0,,,1.0,,,U,BAO_0000019,Ratio of Ki at A2 to Ki at A1 receptors,,,Autocuration,,CHEMBL615376,,,,164.0,,0.0,,22226.0
B,2346.0,,,1.0,,,H,BAO_0000249,"In vitro inhibition of 1,3-beta-glucan synthase in Candida albicans membrane assay.",,,Expert,,CHEMBL615377,5476.0,,Candida albicans,165.0,,8.0,,11143.0
B,2205.0,,,1.0,,,H,BAO_0000357,"Inhibition of 1,3-beta-glucan synthase",,,Expert,,CHEMBL615378,284593.0,,Candida glabrata CBS 138,166.0,,8.0,,18077.0
F,11900.0,,,1.0,,,N,BAO_0000219,Inhibition of growth of 1-87 human tumor cell line,1-87 tumor cell line,832.0,Intermediate,,CHEMBL615379,9606.0,,Homo sapiens,167.0,,1.0,,80609.0
B,14864.0,,,1.0,,,D,BAO_0000219,Inhibition of 1-lipoxygenase (LOX)in RBL cells,,,Expert,,CHEMBL615380,10116.0,,Rattus norvegicus,168.0,,9.0,,12166.0
B,16474.0,,,1.0,,,D,BAO_0000357,Inhibitory activity against soybean 1-lipoxygenase (SLO),,,Autocuration,,CHEMBL615381,3847.0,,Glycine max,169.0,,9.0,,100171.0
B,16474.0,,,1.0,,,D,BAO_0000357,Inhibitory activity against soybean 1-lipoxygenase (SLO); no effect,,,Autocuration,,CHEMBL615382,3847.0,,Glycine max,170.0,,9.0,,100171.0
B,16474.0,,,1.0,,,D,BAO_0000357,% inhibition against soybean 1-lipoxygenase (SLO),,,Autocuration,,CHEMBL615383,3847.0,,Glycine max,171.0,,9.0,,100171.0
B,16474.0,,,1.0,,,D,BAO_0000357,percent inhibition against soybean 1-lipoxygenase (SLO);NI is no inhibition,,,Autocuration,,CHEMBL615384,3847.0,,Glycine max,172.0,,9.0,,100171.0
B,3094.0,,,1.0,,,D,BAO_0000357,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 10:90,,,Autocuration,,CHEMBL615385,3847.0,,Glycine max,173.0,,9.0,,100171.0
B,3094.0,,,1.0,,,D,BAO_0000357,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 1:99,,,Autocuration,,CHEMBL615386,3847.0,,Glycine max,174.0,,9.0,,100171.0
B,3094.0,,,1.0,,,D,BAO_0000357,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 25:75,,,Autocuration,,CHEMBL615387,3847.0,,Glycine max,175.0,,9.0,,100171.0
B,3094.0,,,1.0,,,D,BAO_0000357,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 35:65,,,Autocuration,,CHEMBL615388,3847.0,,Glycine max,176.0,,9.0,,100171.0
B,3094.0,,,1.0,,,D,BAO_0000357,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 50:50,,,Autocuration,,CHEMBL615214,3847.0,,Glycine max,177.0,,9.0,,100171.0
B,3094.0,,,1.0,,,D,BAO_0000357,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 76:24,,,Autocuration,,CHEMBL827087,3847.0,,Glycine max,178.0,,9.0,,100171.0
B,3094.0,,,1.0,,,D,BAO_0000357,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 87:13,,,Autocuration,,CHEMBL615215,3847.0,,Glycine max,179.0,,9.0,,100171.0
B,3094.0,,,1.0,,,D,BAO_0000357,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 89:11,,,Autocuration,,CHEMBL615216,3847.0,,Glycine max,180.0,,9.0,,100171.0
B,3094.0,,,1.0,,,D,BAO_0000357,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 95:5,,,Autocuration,,CHEMBL615217,3847.0,,Glycine max,181.0,,9.0,,100171.0
B,3094.0,,,1.0,,,D,BAO_0000357,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 97:3,,,Autocuration,,CHEMBL615218,3847.0,,Glycine max,182.0,,9.0,,100171.0
B,3094.0,,,1.0,,,D,BAO_0000357,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 99:1,,,Autocuration,,CHEMBL615219,3847.0,,Glycine max,183.0,,9.0,,100171.0
B,10413.0,,,1.0,,,U,BAO_0000019,Evaluated for inhibitory activity on 10-formyltetrahydrofolate synthetase(L cell) at folate substrate concentration of 100 uM,,,Autocuration,,CHEMBL615220,10090.0,,Mus musculus,184.0,,0.0,,22226.0
F,16929.0,,,1.0,,,N,BAO_0000219,Cells were harvested and were assayed for luciferase and -galactosidase activities (Transcriptional activity),C3H 10T1/2,294.0,Intermediate,,CHEMBL615221,10090.0,,Mus musculus,185.0,,1.0,,80049.0
F,1229.0,,,1.0,,,U,BAO_0000019,In vitro anticancer activity against 11 NCI NSCLC cell lines; inactive,,,Intermediate,,CHEMBL615222,,,,186.0,,0.0,,22226.0
B,16587.0,,,1.0,,,H,BAO_0000357,In vitro inhibitory activity against human 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),,,Autocuration,,CHEMBL615223,,,,187.0,,8.0,,11489.0
B,16587.0,,,1.0,,,H,BAO_0000357,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),,,Autocuration,,CHEMBL615224,,,,188.0,,8.0,,11862.0
B,16587.0,,,1.0,,,H,BAO_0000357,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA).,,,Autocuration,,CHEMBL615225,,,,189.0,,8.0,,11862.0
B,16587.0,,,1.0,,,H,BAO_0000357,Ability to convert [3H]cortisol to the tritium labeled cortisone in the presence of human 11 beta hydroxysteroid dehydrogenase type 2,,,Autocuration,,CHEMBL615226,,,,190.0,,8.0,,11489.0
B,16587.0,,,1.0,,,H,BAO_0000357,Inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 2 at a concentration of 0.2 mM; NI means no inhibition,,,Autocuration,,CHEMBL615227,,,,191.0,,8.0,,11862.0
F,8058.0,,,1.0,,,D,BAO_0000019,Evaluated for inhibition of bovine adrenal cortical mitochondrial 11 beta-hydroxylase,,,Expert,,CHEMBL615228,9913.0,,Bos taurus,192.0,,9.0,,12347.0
B,9065.0,,,1.0,,,D,BAO_0000357,Effect on adrenal 11-beta-hydroxylase activity at 10e-4 M; No significant effect,,,Expert,,CHEMBL615229,10116.0,,Rattus norvegicus,193.0,,9.0,,100120.0
B,8865.0,,,1.0,,Adrenal gland,D,BAO_0000357,Inhibition of 11 beta-hydroxylase from rat adrenal gland,,,Expert,,CHEMBL615230,10116.0,2369.0,Rattus norvegicus,194.0,,9.0,,100120.0
B,9066.0,,,1.0,,,D,BAO_0000357,Inhibition of rat adrenal 11-beta-hydroxylase,,,Expert,,CHEMBL615231,10116.0,,Rattus norvegicus,195.0,,9.0,,100120.0
B,8394.0,,,1.0,,,D,BAO_0000357,Inhibition of rat adrenal 11-beta-hydroxylase,,,Expert,,CHEMBL884520,10116.0,,Rattus norvegicus,196.0,,9.0,,100120.0
B,8394.0,,,1.0,,,D,BAO_0000357,Inhibition of rat adrenal 11-beta-hydroxylase at 10e-5 M,,,Expert,,CHEMBL615232,10116.0,,Rattus norvegicus,197.0,,9.0,,100120.0
B,6431.0,,,1.0,,,H,BAO_0000019,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 1 of wistar rat liver cytosol at 10 uM was determined using [3H]cortisone,,,Autocuration,,CHEMBL615233,,,,198.0,,8.0,,10328.0
B,6431.0,,,1.0,,,H,BAO_0000357,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,,,Autocuration,,CHEMBL827088,,,,199.0,,8.0,,11490.0
B,6431.0,,,1.0,,,H,BAO_0000357,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,,,Autocuration,,CHEMBL615234,,,,200.0,,8.0,,11490.0
F,9295.0,,,1.0,,,H,BAO_0000019,Compound was tested for the percent of inhibition against 12-LO at 10 uM,,,Autocuration,,CHEMBL615235,,,,201.0,,8.0,,11134.0
B,10193.0,,,1.0,,,H,BAO_0000019,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,,Autocuration,,CHEMBL615236,,,,202.0,,8.0,,12052.0
B,13622.0,,,1.0,,,H,BAO_0000019,Compound was tested in vitro for inhibition of 12-LO human platelet,,,Autocuration,,CHEMBL615237,,,,203.0,,8.0,,11134.0
F,12079.0,,,1.0,,,H,BAO_0000019,Inhibitory concentration against human platelet 12-lipoxygenase,,,Autocuration,,CHEMBL615238,,,,204.0,,8.0,,11134.0
B,13622.0,,,1.0,,,H,BAO_0000019,Compound at 100 uM was tested in vitro for inhibition of 12-LO human platelet,,,Autocuration,,CHEMBL615239,,,,205.0,,8.0,,11134.0
F,12079.0,,,1.0,,,D,BAO_0000019,Inhibitory concentration against human platelet 12-lipoxygenase,,,Autocuration,,CHEMBL615240,9606.0,,Homo sapiens,206.0,,9.0,,11134.0
B,13500.0,,,1.0,,,H,BAO_0000019,Tested for inhibition of 12-LO (12-lipoxygenase) as an inhibitor of 12(S)-HETE biosynthesis in mouse epidermal homogenates,,,Expert,,CHEMBL615241,,,,207.0,,8.0,,11835.0
B,13723.0,,,1.0,,,H,BAO_0000357,Inhibitory activity against conversion of [1-14C]arachidonic acid to 12-HPETE and its reduction product 12-HETE by porcine leukocyte type 12-lipoxygenase,,,Expert,,CHEMBL615242,,,,208.0,,8.0,,11601.0
B,16474.0,,,1.0,,,H,BAO_0000019,Inhibitory activity against human platelet 12-lipoxygenase (12-HLO),,,Autocuration,,CHEMBL615243,,,,209.0,,8.0,,11134.0
B,1630.0,,,1.0,,,H,BAO_0000019,Inhibitory activity against human platelet 12-lipoxygenase,,,Autocuration,,CHEMBL615244,,,,210.0,,8.0,,11134.0
B,167.0,,,1.0,,,H,BAO_0000019,Inhibitory activity against human platelet 12-lipoxygenase was evaluated,,,Autocuration,,CHEMBL615245,,,,211.0,,8.0,,11134.0
B,16474.0,,,1.0,,,H,BAO_0000019,% inhibition against human platelet 12-lipoxygenase (12-HLO),,,Autocuration,,CHEMBL615246,,,,212.0,,8.0,,11134.0
B,167.0,,,1.0,,,H,BAO_0000019,Inhibitory activity against human platelet 12-lipoxygenase was evaluated at 100 uM,,,Autocuration,,CHEMBL615247,,,,213.0,,8.0,,11134.0
B,16474.0,,,1.0,,,H,BAO_0000019,percent inhibition against human platelet 12-lipoxygenase (12-HLO); NI is no inhibition,,,Autocuration,,CHEMBL615248,,,,214.0,,8.0,,11134.0
B,10091.0,,,1.0,,,H,BAO_0000357,Inhibitory activity towards porcine 12-lipoxygenase,,,Autocuration,,CHEMBL615249,,,,215.0,,8.0,,11601.0
B,11966.0,,,1.0,,,H,BAO_0000357,Tested for inhibition against porcine 12-LO,,,Autocuration,,CHEMBL615250,,,,216.0,,8.0,,11601.0
B,951.0,,,1.0,,,H,BAO_0000019,Inhibition of 12-lipoxygenase was evaluated in rat platelets stimulated by thrombin up to a concentration of 10 uM; NE means No effect,,,Autocuration,,CHEMBL615251,,,,217.0,,8.0,,12052.0
B,10997.0,,,1.0,,,H,BAO_0000019,Inhibitory activity against 12-lipoxygenase in rat platelet rich plasma,,,Autocuration,,CHEMBL615252,,,,218.0,,8.0,,12052.0
B,10193.0,,,1.0,,,H,BAO_0000019,In vitro inhibition of rat platelet 12-lipoxygenase,,,Expert,,CHEMBL828340,,,,219.0,,8.0,,12052.0
B,10193.0,,,1.0,,,H,BAO_0000019,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,,Autocuration,,CHEMBL615253,,,,220.0,,8.0,,12052.0
B,10193.0,,,1.0,,,H,BAO_0000019,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 100 uM,,,Autocuration,,CHEMBL615254,,,,221.0,,8.0,,12052.0
B,10193.0,,,1.0,,,H,BAO_0000019,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 30 uM,,,Autocuration,,CHEMBL615255,,,,222.0,,8.0,,12052.0
B,10193.0,,,1.0,,,H,BAO_0000019,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,,Autocuration,,CHEMBL615256,,,,223.0,,8.0,,12052.0
B,10193.0,,,1.0,,,H,BAO_0000019,In vitro inhibitory activity against rat platelet 12-lipoxygenase,,,Autocuration,,CHEMBL615257,,,,224.0,,8.0,,12052.0
B,11087.0,,,1.0,,,H,BAO_0000019,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 uM,,,Autocuration,,CHEMBL615258,,,,225.0,,8.0,,12052.0
F,15569.0,,,1.0,,,N,BAO_0000219,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,41M,621.0,Intermediate,,CHEMBL615259,9606.0,,Homo sapiens,226.0,,1.0,,80007.0
F,12989.0,,,1.0,,,N,BAO_0000219,In vitro antitumor activity against 41M cell line.,41M,621.0,Expert,,CHEMBL615260,9606.0,,Homo sapiens,227.0,,1.0,,80007.0
F,16745.0,,,1.0,,,N,BAO_0000219,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,41M,621.0,Intermediate,,CHEMBL615261,9606.0,,Homo sapiens,228.0,,1.0,,80007.0
F,15569.0,,,1.0,,,N,BAO_0000219,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,41M,621.0,Intermediate,,CHEMBL615262,9606.0,,Homo sapiens,229.0,,1.0,,80007.0
F,12989.0,,,1.0,,,N,BAO_0000219,In vitro antitumor activity against 41McisR cell line.,41M,621.0,Expert,,CHEMBL615263,9606.0,,Homo sapiens,230.0,,1.0,,80007.0
F,12989.0,,,1.0,,,N,BAO_0000219,Resistant factor was determined between IC50 of cisplatin-resistant human tumor cell lines to that of 41McisR cell line,41M,621.0,Expert,,CHEMBL838393,9606.0,,Homo sapiens,231.0,,1.0,,80007.0
F,16745.0,,,1.0,,,N,BAO_0000219,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,41M,621.0,Intermediate,,CHEMBL615264,9606.0,,Homo sapiens,232.0,,1.0,,80007.0
B,6210.0,,,1.0,,,D,BAO_0000357,Inhibition of 5'-inosine monophosphate dehydrogenase type I (IMPDH I),,,Expert,,CHEMBL615265,9606.0,,Homo sapiens,233.0,,9.0,,84.0
B,6210.0,,,1.0,,,D,BAO_0000357,Inhibition of 5'-inosine monophosphate dehydrogenase type II (IMPDH II),,,Expert,,CHEMBL615266,9606.0,,Homo sapiens,234.0,,9.0,,68.0
B,6226.0,,,1.0,,,H,BAO_0000357,Inhibitory activity against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II),,,Expert,,CHEMBL615267,,,,235.0,,8.0,,68.0
B,17855.0,,,1.0,,,H,BAO_0000357,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase,,,Expert,,CHEMBL615268,,,,236.0,,8.0,,10201.0
B,17855.0,,,1.0,,,H,BAO_0000357,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase; nd = Not determined,,,Expert,,CHEMBL615269,,,,237.0,,8.0,,10201.0
