ss_d,tss_d,b_frmt,vrnt_d,rltnshp_tp,crtd_b,ss_strn,ss_cll_tp,cll_d,src_d,ss_tss,td,ss_tst_tp,dc_d,ss_sbclllr_frctn,chmbl_d,ss_rgnsm,ss_tx_d,cnfdnc_scr,src_ss_d
7731,10000001.0,BAO_0000218,,N,Intermediate,,,,1,Bone,50597,In vivo,9866,,CHEMBL618733,Rattus norvegicus,10116.0,1,
7732,10000001.0,BAO_0000218,,N,Intermediate,,,,1,Bone,50597,In vivo,9866,,CHEMBL618734,Rattus norvegicus,10116.0,1,
7733,10000001.0,BAO_0000218,,N,Intermediate,,,,1,Bone,50597,In vivo,9866,,CHEMBL618735,Rattus norvegicus,10116.0,1,
7734,10000001.0,BAO_0000218,,N,Intermediate,,,,1,Bone,50597,In vivo,9866,,CHEMBL876602,Rattus norvegicus,10116.0,1,
7735,10000001.0,BAO_0000218,,N,Intermediate,,,,1,Bone,50597,In vivo,9866,,CHEMBL618736,Rattus norvegicus,10116.0,1,
7736,10000001.0,BAO_0000218,,N,Intermediate,,,,1,Bone,50597,In vivo,9866,,CHEMBL618737,Rattus norvegicus,10116.0,1,
7737,10000001.0,BAO_0000218,,N,Intermediate,,,,1,Bone,50597,In vivo,9866,,CHEMBL618738,Rattus norvegicus,10116.0,1,
7738,10000001.0,BAO_0000218,,N,Intermediate,,,,1,Bone,50597,In vivo,9866,,CHEMBL618739,Rattus norvegicus,10116.0,1,
7739,10000001.0,BAO_0000218,,N,Intermediate,,,,1,Bone,50597,In vivo,9866,,CHEMBL618740,Rattus norvegicus,10116.0,1,
7740,10000001.0,BAO_0000218,,N,Intermediate,,,,1,Bone,50597,In vivo,9866,,CHEMBL618741,Rattus norvegicus,10116.0,1,
7741,10000001.0,BAO_0000218,,N,Intermediate,,,,1,Bone,50597,In vivo,9866,,CHEMBL618742,Rattus norvegicus,10116.0,1,
7742,10000001.0,BAO_0000218,,N,Intermediate,,,,1,Bone,50597,In vivo,9866,,CHEMBL618743,Rattus norvegicus,10116.0,1,
7743,1969.0,BAO_0000218,,N,Intermediate,,,,1,Plasma,50597,In vivo,17752,,CHEMBL618744,Rattus norvegicus,10116.0,1,
7744,,BAO_0000218,,N,Intermediate,,,,1,,50597,,5610,,CHEMBL618745,Rattus norvegicus,10116.0,1,
7745,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,5939,,CHEMBL620479,Rattus norvegicus,10116.0,1,
7746,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,5939,,CHEMBL620480,Rattus norvegicus,10116.0,1,
7747,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,17771,,CHEMBL620481,Rattus norvegicus,10116.0,1,
7748,,BAO_0000218,,N,Intermediate,,,,1,,50597,,1974,,CHEMBL620482,Rattus norvegicus,10116.0,1,
7749,,BAO_0000218,,N,Intermediate,,,,1,,50597,,4239,,CHEMBL876603,Rattus norvegicus,10116.0,1,
7750,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,6681,,CHEMBL620483,Rattus norvegicus,10116.0,1,
7751,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,17752,,CHEMBL620484,Rattus norvegicus,10116.0,1,
7752,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,6046,,CHEMBL620485,Rattus norvegicus,10116.0,1,
7753,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,6685,,CHEMBL620486,Rattus norvegicus,10116.0,1,
7754,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,6685,,CHEMBL620487,Rattus norvegicus,10116.0,1,
7755,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,6685,,CHEMBL620488,Rattus norvegicus,10116.0,1,
7756,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,4727,,CHEMBL620489,Rattus norvegicus,10116.0,1,
7757,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,1088,,CHEMBL620490,Rattus norvegicus,10116.0,1,
7758,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,5610,,CHEMBL620491,Rattus norvegicus,10116.0,1,
7759,1969.0,BAO_0000218,,N,Intermediate,,,,1,Plasma,50597,In vivo,3032,,CHEMBL876604,Rattus norvegicus,10116.0,1,
7760,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,5199,,CHEMBL620492,Rattus norvegicus,10116.0,1,
7761,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,14941,,CHEMBL620493,Rattus norvegicus,10116.0,1,
7762,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,4408,,CHEMBL620494,Rattus norvegicus,10116.0,1,
7763,1969.0,BAO_0000218,,N,Intermediate,,,,1,Plasma,50597,,2552,,CHEMBL620495,Rattus norvegicus,10116.0,1,
7764,1969.0,BAO_0000218,,N,Intermediate,,,,1,Plasma,50597,In vivo,5199,,CHEMBL620496,Rattus norvegicus,10116.0,1,
7765,1969.0,BAO_0000218,,N,Intermediate,,,,1,Plasma,50597,In vivo,15662,,CHEMBL620497,Rattus norvegicus,10116.0,1,
7766,1969.0,BAO_0000218,,N,Intermediate,,,,1,Plasma,50597,,1465,,CHEMBL620498,Rattus norvegicus,10116.0,1,
7767,1969.0,BAO_0000218,,N,Intermediate,,,,1,Plasma,50597,In vivo,1446,,CHEMBL620499,Rattus norvegicus,10116.0,1,
7768,1969.0,BAO_0000218,,N,Intermediate,,,,1,Plasma,50597,,6824,,CHEMBL620500,Rattus norvegicus,10116.0,1,
7769,1969.0,BAO_0000218,,N,Intermediate,,,,1,Plasma,50597,In vivo,17533,,CHEMBL873809,Rattus norvegicus,10116.0,1,
7770,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,5979,,CHEMBL620501,Rattus norvegicus,10116.0,1,
7771,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,4689,,CHEMBL620502,Rattus norvegicus,10116.0,1,
7772,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,4689,,CHEMBL620503,Rattus norvegicus,10116.0,1,
7773,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,2463,,CHEMBL620504,Rattus norvegicus,10116.0,1,
7774,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,4883,,CHEMBL876605,Rattus norvegicus,10116.0,1,
7775,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,4883,,CHEMBL620505,Rattus norvegicus,10116.0,1,
7776,1969.0,BAO_0000218,,N,Intermediate,,,,1,Plasma,50597,In vivo,15662,,CHEMBL873811,Rattus norvegicus,10116.0,1,
7777,,BAO_0000218,,N,Expert,,,,1,,50597,In vivo,3598,,CHEMBL624016,Rattus norvegicus,10116.0,1,
7778,,BAO_0000218,,N,Intermediate,,,,1,,50597,,4576,,CHEMBL624017,Rattus norvegicus,10116.0,1,
7779,,BAO_0000218,,N,Intermediate,,,,1,,50597,,4576,,CHEMBL624018,Rattus norvegicus,10116.0,1,
7780,,BAO_0000218,,N,Intermediate,,,,1,,50597,,4576,,CHEMBL624019,Rattus norvegicus,10116.0,1,
7781,955.0,BAO_0000218,,N,Intermediate,,,,1,Brain,50597,In vivo,4910,,CHEMBL624020,Rattus norvegicus,10116.0,1,
7782,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,4891,,CHEMBL624201,Rattus norvegicus,10116.0,1,
7783,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,429,,CHEMBL872528,Rattus norvegicus,10116.0,1,
7784,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,5974,,CHEMBL624202,Rattus norvegicus,10116.0,1,
7785,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,5974,,CHEMBL624203,Rattus norvegicus,10116.0,1,
7786,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,5974,,CHEMBL624350,Rattus norvegicus,10116.0,1,
7787,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,5974,,CHEMBL621320,Rattus norvegicus,10116.0,1,
7788,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,17582,,CHEMBL621321,Rattus norvegicus,10116.0,1,
7789,,BAO_0000218,,N,Intermediate,,,,1,,50597,,4026,,CHEMBL621322,Rattus norvegicus,10116.0,1,
7790,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,4890,,CHEMBL621323,Rattus norvegicus,10116.0,1,
7791,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,6571,,CHEMBL621324,Rattus norvegicus,10116.0,1,
7792,,BAO_0000218,,N,Intermediate,,,,1,,50597,,4727,,CHEMBL621325,Rattus norvegicus,10116.0,1,
7793,1969.0,BAO_0000218,,N,Intermediate,,,,1,Plasma,50597,In vivo,17651,,CHEMBL875837,Rattus norvegicus,10116.0,1,
7794,1969.0,BAO_0000218,,N,Intermediate,,,,1,Plasma,50597,In vivo,17651,,CHEMBL621326,Rattus norvegicus,10116.0,1,
7795,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,14465,,CHEMBL621327,Rattus norvegicus,10116.0,1,
7796,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,14941,,CHEMBL621328,Rattus norvegicus,10116.0,1,
7797,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,5960,,CHEMBL621329,Rattus norvegicus,10116.0,1,
7798,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,5022,,CHEMBL621330,Rattus norvegicus,10116.0,1,
7799,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,4408,,CHEMBL621331,Rattus norvegicus,10116.0,1,
7800,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,5983,,CHEMBL621332,Rattus norvegicus,10116.0,1,
7801,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,4689,,CHEMBL621333,Rattus norvegicus,10116.0,1,
7802,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,2792,,CHEMBL621334,Rattus norvegicus,10116.0,1,
7803,,BAO_0000218,,N,Intermediate,,,,1,,50594,,15011,,CHEMBL621335,Mus musculus,10090.0,1,
7804,,BAO_0000218,,N,Intermediate,,,,1,,50588,,14180,,CHEMBL621336,Canis lupus familiaris,9615.0,1,
7805,,BAO_0000218,,N,Intermediate,,,,1,,50597,,14180,,CHEMBL621337,Rattus norvegicus,10116.0,1,
7806,,BAO_0000218,,N,Intermediate,,,,1,,50588,,14599,,CHEMBL621338,Canis lupus familiaris,9615.0,1,
7807,,BAO_0000218,,N,Intermediate,,,,1,,50588,,14599,,CHEMBL875838,Canis lupus familiaris,9615.0,1,
7808,,BAO_0000218,,N,Intermediate,,,,1,,50588,,14599,,CHEMBL621339,Canis lupus familiaris,9615.0,1,
7809,,BAO_0000218,,N,Intermediate,,,,1,,50588,,14599,,CHEMBL621340,Canis lupus familiaris,9615.0,1,
7810,,BAO_0000218,,U,Autocuration,,,,1,,22224,,15675,,CHEMBL621341,,,0,
7811,,BAO_0000019,,U,Autocuration,,,,1,,22224,,12706,,CHEMBL621342,,,0,
7812,,BAO_0000019,,U,Autocuration,,,,1,,22224,,12706,,CHEMBL621343,,,0,
7813,,BAO_0000218,,N,Intermediate,,,,1,,50594,,9750,,CHEMBL621344,Mus musculus,10090.0,1,
7814,,BAO_0000218,,N,Intermediate,,,,1,,50594,,9750,,CHEMBL621345,Mus musculus,10090.0,1,
7815,,BAO_0000019,,U,Autocuration,,,,1,,22224,,14691,,CHEMBL621346,,,0,
7816,,BAO_0000218,,U,Autocuration,,,,1,,22224,,14691,,CHEMBL621347,,,0,
7817,,BAO_0000218,,N,Intermediate,,,,1,,50588,,14691,,CHEMBL621348,Canis lupus familiaris,9615.0,1,
7818,178.0,BAO_0000019,,U,Autocuration,,,,1,Blood,22224,,2939,,CHEMBL621349,,,0,
7819,178.0,BAO_0000019,,U,Autocuration,,,,1,Blood,22224,,2939,,CHEMBL621350,,,0,
7820,178.0,BAO_0000019,,U,Autocuration,,,,1,Blood,22224,,2939,,CHEMBL875839,,,0,
7821,178.0,BAO_0000019,,U,Autocuration,,,,1,Blood,22224,,2939,,CHEMBL620211,,,0,
7822,178.0,BAO_0000019,,U,Autocuration,,,,1,Blood,22224,,2939,,CHEMBL620212,,,0,
7823,178.0,BAO_0000019,,U,Autocuration,,,,1,Blood,22224,,2939,,CHEMBL620213,,,0,
7824,1969.0,BAO_0000218,,N,Intermediate,,,,1,Plasma,50797,,9552,,CHEMBL620214,Macaca mulatta,9544.0,1,
7825,1969.0,BAO_0000218,,N,Intermediate,,,,1,Plasma,50797,,9552,,CHEMBL620215,Macaca mulatta,9544.0,1,
7826,1969.0,BAO_0000218,,N,Intermediate,,,,1,Plasma,50797,,9552,,CHEMBL620216,Macaca mulatta,9544.0,1,
7827,1969.0,BAO_0000218,,N,Intermediate,,,,1,Plasma,50588,,9552,,CHEMBL620888,Canis lupus familiaris,9615.0,1,
7828,1969.0,BAO_0000218,,N,Intermediate,,,,1,Plasma,50588,,9552,,CHEMBL620889,Canis lupus familiaris,9615.0,1,
7829,1969.0,BAO_0000019,,U,Autocuration,,,,1,Plasma,22224,,9552,,CHEMBL620890,,,0,
7830,1969.0,BAO_0000218,,N,Intermediate,,,,1,Plasma,50597,,11911,,CHEMBL620891,Rattus norvegicus,10116.0,1,
7831,,BAO_0000019,,U,Autocuration,,,,1,,22224,,16618,,CHEMBL620892,,,0,
7832,,BAO_0000218,,N,Intermediate,,,,1,,50594,,14387,,CHEMBL621079,Mus musculus,10090.0,1,
7833,,BAO_0000218,,N,Intermediate,,,,1,,50594,,14387,,CHEMBL621080,Mus musculus,10090.0,1,
7834,,BAO_0000218,,N,Intermediate,,,,1,,50588,,12836,,CHEMBL621081,Canis lupus familiaris,9615.0,1,
7835,,BAO_0000218,,N,Intermediate,,,,1,,100712,,12836,,CHEMBL621082,Cricetinae,10026.0,1,
7836,,BAO_0000218,,N,Intermediate,,,,1,,50597,,12836,,CHEMBL621083,Rattus norvegicus,10116.0,1,
7837,,BAO_0000218,,N,Intermediate,,,,1,,50588,,14339,,CHEMBL621084,Canis lupus familiaris,9615.0,1,
7838,,BAO_0000218,,N,Intermediate,,,,1,,50588,,14339,,CHEMBL621085,Canis lupus familiaris,9615.0,1,
7839,,BAO_0000218,,N,Intermediate,,,,1,,50588,,14339,,CHEMBL621086,Canis lupus familiaris,9615.0,1,
7840,,BAO_0000218,,N,Intermediate,,,,1,,50588,,10524,,CHEMBL621087,Canis lupus familiaris,9615.0,1,
7841,,BAO_0000218,,N,Intermediate,,,,1,,50588,,9994,,CHEMBL622607,Canis lupus familiaris,9615.0,1,
7842,,BAO_0000218,,N,Intermediate,,,,1,,50588,,11325,,CHEMBL622608,Canis lupus familiaris,9615.0,1,
7843,,BAO_0000019,,U,Autocuration,,,,1,,22224,,12536,,CHEMBL624481,,,0,
7844,,BAO_0000019,,U,Autocuration,,,,1,,22224,,12536,,CHEMBL624482,,,0,
7845,,BAO_0000019,,U,Autocuration,,,,1,,22224,,12536,,CHEMBL624483,,,0,
7846,,BAO_0000019,,U,Autocuration,,,,1,,22224,,12536,,CHEMBL624484,,,0,
7847,,BAO_0000019,,U,Autocuration,,,,1,,22224,,12536,,CHEMBL624485,,,0,
7848,,BAO_0000218,,N,Intermediate,,,,1,,50597,,15556,,CHEMBL624486,Rattus norvegicus,10116.0,1,
7849,,BAO_0000019,,U,Autocuration,,,,1,,22224,,2809,,CHEMBL624487,,,0,
7850,,BAO_0000019,,U,Autocuration,,,,1,,22224,,9511,,CHEMBL624488,,,0,
7851,,BAO_0000218,,N,Intermediate,,,,1,,50597,,12818,,CHEMBL624489,Rattus norvegicus,10116.0,1,
7852,,BAO_0000218,,N,Intermediate,,,,1,,50597,,12818,,CHEMBL625184,Rattus norvegicus,10116.0,1,
7853,,BAO_0000019,,U,Autocuration,,,,1,,22224,,15118,,CHEMBL625185,,,0,
7854,,BAO_0000019,,U,Autocuration,,,,1,,22224,,15118,,CHEMBL875954,,,0,
7855,,BAO_0000019,,U,Autocuration,,,,1,,22224,,15118,,CHEMBL625186,,,0,
7856,,BAO_0000019,,U,Autocuration,,,,1,,22224,,15118,,CHEMBL625187,,,0,
7857,,BAO_0000019,,U,Autocuration,,,,1,,22224,,2632,,CHEMBL625188,,,0,
7858,,BAO_0000218,,N,Intermediate,,,,1,,50588,,14346,,CHEMBL625189,Canis lupus familiaris,9615.0,1,
7859,,BAO_0000218,,N,Intermediate,,,,1,,50588,,14346,,CHEMBL625190,Canis lupus familiaris,9615.0,1,
7860,,BAO_0000218,,N,Intermediate,,,,1,,50597,,14346,,CHEMBL621733,Rattus norvegicus,10116.0,1,
7861,,BAO_0000218,,N,Intermediate,,,,1,,50597,,14346,,CHEMBL621734,Rattus norvegicus,10116.0,1,
7862,,BAO_0000218,,N,Intermediate,,,,1,,50597,,11149,,CHEMBL621735,Rattus norvegicus,10116.0,1,
7863,1969.0,BAO_0000218,,N,Intermediate,,,,1,Plasma,50597,,17796,,CHEMBL621736,Rattus norvegicus,10116.0,1,
7864,1969.0,BAO_0000218,,N,Intermediate,,,,1,Plasma,50597,,5247,,CHEMBL621737,Rattus norvegicus,10116.0,1,
7865,,BAO_0000218,,N,Intermediate,,,,1,,50597,,4727,,CHEMBL621738,Rattus norvegicus,10116.0,1,
7866,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,5654,,CHEMBL622806,Rattus norvegicus,10116.0,1,
7867,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,5654,,CHEMBL623519,Rattus norvegicus,10116.0,1,
7868,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,17260,,CHEMBL623520,Rattus norvegicus,10116.0,1,
7869,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,17065,,CHEMBL623521,Rattus norvegicus,10116.0,1,
7870,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,17671,,CHEMBL623522,Rattus norvegicus,10116.0,1,
7871,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,6672,,CHEMBL623523,Rattus norvegicus,10116.0,1,
7872,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,6673,,CHEMBL623690,Rattus norvegicus,10116.0,1,
7873,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,5978,,CHEMBL623691,Rattus norvegicus,10116.0,1,
7874,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,5978,,CHEMBL623692,Rattus norvegicus,10116.0,1,
7875,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,5978,,CHEMBL623693,Rattus norvegicus,10116.0,1,
7876,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,5978,,CHEMBL623694,Rattus norvegicus,10116.0,1,
7877,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,4413,,CHEMBL623695,Rattus norvegicus,10116.0,1,
7878,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,2661,,CHEMBL623696,Rattus norvegicus,10116.0,1,
7879,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,2661,,CHEMBL623697,Rattus norvegicus,10116.0,1,
7880,1969.0,BAO_0000218,,U,Intermediate,,,,1,Plasma,22224,In vivo,5005,,CHEMBL623698,Macaca mulatta,9544.0,0,
7881,1969.0,BAO_0000218,,U,Intermediate,,,,1,Plasma,22224,In vivo,5005,,CHEMBL623699,Rattus norvegicus,10116.0,0,
7882,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,15765,,CHEMBL623700,Rattus norvegicus,10116.0,1,
7883,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,3747,,CHEMBL623701,Rattus norvegicus,10116.0,1,
7884,1969.0,BAO_0000218,,N,Intermediate,,,,1,Plasma,50597,In vivo,16366,,CHEMBL623702,Rattus norvegicus,10116.0,1,
7885,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,4199,,CHEMBL623703,Rattus norvegicus,10116.0,1,
7886,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,17267,,CHEMBL623704,Rattus norvegicus,10116.0,1,
7887,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,6535,,CHEMBL623705,Rattus norvegicus,10116.0,1,
7888,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,6535,,CHEMBL623706,Rattus norvegicus,10116.0,1,
7889,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,5041,,CHEMBL623707,Rattus norvegicus,10116.0,1,
7890,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,5960,,CHEMBL623708,Rattus norvegicus,10116.0,1,
7891,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,5937,,CHEMBL623709,Rattus norvegicus,10116.0,1,
7892,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,5871,,CHEMBL623710,Rattus norvegicus,10116.0,1,
7893,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,5874,,CHEMBL623711,Rattus norvegicus,10116.0,1,
7894,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,6504,,CHEMBL623712,Rattus norvegicus,10116.0,1,
7895,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,6803,,CHEMBL623713,Rattus norvegicus,10116.0,1,
7896,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,5041,,CHEMBL623714,Rattus norvegicus,10116.0,1,
7897,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,5041,,CHEMBL623715,Rattus norvegicus,10116.0,1,
7898,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,1916,,CHEMBL623716,Rattus norvegicus,10116.0,1,
7899,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,5199,,CHEMBL622980,Rattus norvegicus,10116.0,1,
7900,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,16367,,CHEMBL622981,Rattus norvegicus,10116.0,1,
7901,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,6362,,CHEMBL622982,Rattus norvegicus,10116.0,1,
7902,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,15662,,CHEMBL622983,Rattus norvegicus,10116.0,1,
7903,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,6215,,CHEMBL622984,Rattus norvegicus,10116.0,1,
7904,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,1466,,CHEMBL622985,Rattus norvegicus,10116.0,1,
7905,1969.0,BAO_0000218,,N,Intermediate,,,,1,Plasma,50597,In vivo,15662,,CHEMBL623631,Rattus norvegicus,10116.0,1,
7906,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,4723,,CHEMBL623632,Rattus norvegicus,10116.0,1,
7907,1969.0,BAO_0000218,,N,Intermediate,,,,1,Plasma,50597,In vivo,2792,,CHEMBL623633,Rattus norvegicus,10116.0,1,
7908,1969.0,BAO_0000218,,N,Intermediate,,,,1,Plasma,50597,In vivo,2792,,CHEMBL623634,Rattus norvegicus,10116.0,1,
7909,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,5213,,CHEMBL623635,Rattus norvegicus,10116.0,1,
7910,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,4687,,CHEMBL621195,Rattus norvegicus,10116.0,1,
7911,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,3371,,CHEMBL621196,Rattus norvegicus,10116.0,1,
7912,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,4690,,CHEMBL875287,Rattus norvegicus,10116.0,1,
7913,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,5702,,CHEMBL621197,Rattus norvegicus,10116.0,1,
7914,1969.0,BAO_0000218,,N,Intermediate,,,,1,Plasma,50597,In vivo,740,,CHEMBL621198,Rattus norvegicus,10116.0,1,
7915,1969.0,BAO_0000218,,N,Intermediate,,,,1,Plasma,50597,In vivo,4853,,CHEMBL621199,Rattus norvegicus,10116.0,1,
7916,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,5789,,CHEMBL621200,Rattus norvegicus,10116.0,1,
7917,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,4527,,CHEMBL621201,Rattus norvegicus,10116.0,1,
7918,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,4527,,CHEMBL621202,Rattus norvegicus,10116.0,1,
7919,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,6518,,CHEMBL621203,Rattus norvegicus,10116.0,1,
7920,,BAO_0000218,,N,Intermediate,,,,1,,50597,In vivo,6518,,CHEMBL621204,Rattus norvegicus,10116.0,1,
7921,948.0,BAO_0000218,,N,Intermediate,,,,1,Heart,50597,In vivo,9866,,CHEMBL621205,Rattus norvegicus,10116.0,1,
7922,948.0,BAO_0000218,,N,Intermediate,,,,1,Heart,50597,In vivo,9866,,CHEMBL621206,Rattus norvegicus,10116.0,1,
7923,948.0,BAO_0000218,,N,Intermediate,,,,1,Heart,50597,In vivo,9866,,CHEMBL621207,Rattus norvegicus,10116.0,1,
7924,948.0,BAO_0000218,,N,Intermediate,,,,1,Heart,50597,In vivo,9866,,CHEMBL621208,Rattus norvegicus,10116.0,1,
7925,948.0,BAO_0000218,,N,Intermediate,,,,1,Heart,50597,In vivo,9866,,CHEMBL621209,Rattus norvegicus,10116.0,1,
7926,948.0,BAO_0000218,,N,Intermediate,,,,1,Heart,50597,In vivo,9866,,CHEMBL876484,Rattus norvegicus,10116.0,1,
7927,948.0,BAO_0000218,,N,Intermediate,,,,1,Heart,50597,In vivo,9866,,CHEMBL621210,Rattus norvegicus,10116.0,1,
7928,948.0,BAO_0000218,,N,Intermediate,,,,1,Heart,50597,In vivo,9866,,CHEMBL621211,Rattus norvegicus,10116.0,1,
7929,948.0,BAO_0000218,,N,Intermediate,,,,1,Heart,50597,In vivo,9866,,CHEMBL621212,Rattus norvegicus,10116.0,1,
7930,948.0,BAO_0000218,,N,Intermediate,,,,1,Heart,50597,In vivo,9866,,CHEMBL621213,Rattus norvegicus,10116.0,1,
7931,948.0,BAO_0000218,,N,Intermediate,,,,1,Heart,50597,In vivo,9866,,CHEMBL621214,Rattus norvegicus,10116.0,1,
7932,948.0,BAO_0000218,,N,Intermediate,,,,1,Heart,50597,In vivo,9866,,CHEMBL621215,Rattus norvegicus,10116.0,1,
7933,948.0,BAO_0000218,,N,Intermediate,,,,1,Heart,50597,In vivo,9866,,CHEMBL621216,Rattus norvegicus,10116.0,1,
7934,948.0,BAO_0000218,,N,Intermediate,,,,1,Heart,50597,In vivo,9866,,CHEMBL621217,Rattus norvegicus,10116.0,1,
7935,948.0,BAO_0000218,,N,Intermediate,,,,1,Heart,50597,In vivo,9866,,CHEMBL621218,Rattus norvegicus,10116.0,1,
7936,948.0,BAO_0000218,,N,Intermediate,,,,1,Heart,50597,In vivo,9866,,CHEMBL621219,Rattus norvegicus,10116.0,1,
7937,948.0,BAO_0000218,,N,Intermediate,,,,1,Heart,50597,In vivo,9866,,CHEMBL621220,Rattus norvegicus,10116.0,1,
7938,948.0,BAO_0000218,,N,Intermediate,,,,1,Heart,50597,In vivo,9866,,CHEMBL621221,Rattus norvegicus,10116.0,1,
7939,948.0,BAO_0000218,,N,Intermediate,,,,1,Heart,50597,In vivo,9866,,CHEMBL621222,Rattus norvegicus,10116.0,1,
7940,948.0,BAO_0000218,,N,Intermediate,,,,1,Heart,50597,In vivo,9866,,CHEMBL621223,Rattus norvegicus,10116.0,1,
7941,948.0,BAO_0000218,,N,Intermediate,,,,1,Heart,50597,In vivo,9866,,CHEMBL876485,Rattus norvegicus,10116.0,1,
