assays_ss_d,assays_dscrptn,assays_src_d,assays_rltnshp_tp,assays_src_ss_d,assays_ss_rgnsm,assays_vrnt_d,assays_ss_sbclllr_frctn,assays_ss_ctgr,assays_ss_tss,assays_ss_cll_tp,assays_tss_d,assays_b_frmt,assays_chmbl_d,assays_cnfdnc_scr,assays_crtd_b,assays_ss_tx_d,assays_ss_strn,assays_td,assays_cll_d
146,Compound was evaluated for the inhibition of cell replication sheep choroid plexus (SCP) cells,1,U,,Ovis aries,,,,,,,BAO_0000019,CHEMBL615369,0,Autocuration,9940.0,,22226,
147,Compound was evaluated for the inhibition of cell replication sheep choroid plexus (SCP) cells.,1,U,,Ovis aries,,,,,,,BAO_0000019,CHEMBL615370,0,Autocuration,9940.0,,22226,
148,Compound is evaluated in vitro for the inhibition single mutant of HIV-1 RT (Y181C),1,H,,,,,,,,,BAO_0000357,CHEMBL615673,8,Autocuration,,,191,
149,Compound was evaluated for its inhibitory effect on thymidine [3H]dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-5,1,U,,Homo sapiens,,,,,,,BAO_0000019,CHEMBL615674,0,Autocuration,9606.0,,22226,
150,Compound was evaluated for its inhibitory effect on thymidine [3H]-dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-6,1,U,,Homo sapiens,,,,,,,BAO_0000019,CHEMBL615675,0,Autocuration,9606.0,,22226,
151,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in at conc. 10e-7,1,U,,Homo sapiens,,,,,CCRF-CEM,,BAO_0000219,CHEMBL615676,0,Autocuration,9606.0,,22226,635.0
152,Compound was evaluated for its inhibitory effect on thymidine ([3H]-dThd) incorporation into DNA of CEM cells in culture at conc. 10e-4,1,U,,Homo sapiens,,,,,CCRF-CEM,,BAO_0000219,CHEMBL615677,0,Autocuration,9606.0,,22226,635.0
153,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in culture at conc. 10e-5,1,U,,Homo sapiens,,,,,CCRF-CEM,,BAO_0000219,CHEMBL615678,0,Autocuration,9606.0,,22226,635.0
154,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in culture at conc. 10e-6,1,U,,Homo sapiens,,,,,CCRF-CEM,,BAO_0000219,CHEMBL615679,0,Autocuration,9606.0,,22226,635.0
155,Compound was evaluated for its inhibitory effect on thymidine ([3H]-dThd) incorporation into DNA of CEM/MTX cells in at conc. 10e-7.,1,U,,Homo sapiens,,,,,,,BAO_0000019,CHEMBL615680,0,Autocuration,9606.0,,22226,
156,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-4,1,U,,Homo sapiens,,,,,,,BAO_0000019,CHEMBL615681,0,Autocuration,9606.0,,22226,
157,In vitro binding affinity towards (alpha-4)2(beta-2)3 neuronal nicotinic acetylcholine receptor in P2 membrane fractions of rat forebrain,1,H,,,,,,,,,BAO_0000249,CHEMBL857972,6,Autocuration,,,104290,
158,Minimum inhibitory concentration of compound against Streptococcus pyogenus septicemia in the mouse,1,N,,Streptococcus pyogenes,,,,,,,BAO_0000218,CHEMBL857899,1,Intermediate,1314.0,,50264,
159,Antiviral activity against 07/1 strain of thymidine kinase negative (TK-) Varicella-Zoster Virus (VZV),1,N,,Human herpesvirus 3,,,,,,,BAO_0000218,CHEMBL615371,1,Intermediate,10335.0,,50527,
160,Antiviral activity against 07/1 strain of VZV in HEL (human erythroleukemia) cells.,1,N,,vericilla zoster virus,,,,,HEL,,BAO_0000218,CHEMBL615372,1,Expert,10335.0,,50527,468.0
161,Antiviral activity against 07/1 strain of VZV; ND: No data,1,N,,vericilla zoster virus,,,,,,,BAO_0000218,CHEMBL615373,1,Intermediate,10335.0,,50527,
162,Antiviral activity against 07/1 strain of VZV; ND=No data,1,N,,vericilla zoster virus,,,,,,,BAO_0000218,CHEMBL615374,1,Intermediate,10335.0,,50527,
163,"Antibacterial activity was determined against gram negative organism, Enterobacter cloacae (MA2646)",1,N,,escherichia cloac,,,,,,,BAO_0000218,CHEMBL615375,1,Intermediate,561.0,,50145,
164,Ratio of Ki at A2 to Ki at A1 receptors,1,U,,,,,,,,,BAO_0000019,CHEMBL615376,0,Autocuration,,,22226,
165,"In vitro inhibition of 1,3-beta-glucan synthase in Candida albicans membrane assay.",1,H,,Candida albicans,,,,,,,BAO_0000249,CHEMBL615377,8,Expert,5476.0,,11143,
166,"Inhibition of 1,3-beta-glucan synthase",1,H,,Candida glabrata CBS 138,,,,,,,BAO_0000357,CHEMBL615378,8,Expert,284593.0,,18077,
167,Inhibition of growth of 1-87 human tumor cell line,1,N,,Homo sapiens,,,,,1-87 tumor cell line,,BAO_0000219,CHEMBL615379,1,Intermediate,9606.0,,80609,832.0
168,Inhibition of 1-lipoxygenase (LOX)in RBL cells,1,D,,Rattus norvegicus,,,,,,,BAO_0000219,CHEMBL615380,9,Expert,10116.0,,12166,
169,Inhibitory activity against soybean 1-lipoxygenase (SLO),1,D,,Glycine max,,,,,,,BAO_0000357,CHEMBL615381,9,Autocuration,3847.0,,100171,
170,Inhibitory activity against soybean 1-lipoxygenase (SLO); no effect,1,D,,Glycine max,,,,,,,BAO_0000357,CHEMBL615382,9,Autocuration,3847.0,,100171,
171,% inhibition against soybean 1-lipoxygenase (SLO),1,D,,Glycine max,,,,,,,BAO_0000357,CHEMBL615383,9,Autocuration,3847.0,,100171,
172,percent inhibition against soybean 1-lipoxygenase (SLO);NI is no inhibition,1,D,,Glycine max,,,,,,,BAO_0000357,CHEMBL615384,9,Autocuration,3847.0,,100171,
173,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 10:90,1,D,,Glycine max,,,,,,,BAO_0000357,CHEMBL615385,9,Autocuration,3847.0,,100171,
174,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 1:99,1,D,,Glycine max,,,,,,,BAO_0000357,CHEMBL615386,9,Autocuration,3847.0,,100171,
175,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 25:75,1,D,,Glycine max,,,,,,,BAO_0000357,CHEMBL615387,9,Autocuration,3847.0,,100171,
176,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 35:65,1,D,,Glycine max,,,,,,,BAO_0000357,CHEMBL615388,9,Autocuration,3847.0,,100171,
177,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 50:50,1,D,,Glycine max,,,,,,,BAO_0000357,CHEMBL615214,9,Autocuration,3847.0,,100171,
178,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 76:24,1,D,,Glycine max,,,,,,,BAO_0000357,CHEMBL827087,9,Autocuration,3847.0,,100171,
179,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 87:13,1,D,,Glycine max,,,,,,,BAO_0000357,CHEMBL615215,9,Autocuration,3847.0,,100171,
180,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 89:11,1,D,,Glycine max,,,,,,,BAO_0000357,CHEMBL615216,9,Autocuration,3847.0,,100171,
181,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 95:5,1,D,,Glycine max,,,,,,,BAO_0000357,CHEMBL615217,9,Autocuration,3847.0,,100171,
182,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 97:3,1,D,,Glycine max,,,,,,,BAO_0000357,CHEMBL615218,9,Autocuration,3847.0,,100171,
183,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 99:1,1,D,,Glycine max,,,,,,,BAO_0000357,CHEMBL615219,9,Autocuration,3847.0,,100171,
184,Evaluated for inhibitory activity on 10-formyltetrahydrofolate synthetase(L cell) at folate substrate concentration of 100 uM,1,U,,Mus musculus,,,,,,,BAO_0000019,CHEMBL615220,0,Autocuration,10090.0,,22226,
185,Cells were harvested and were assayed for luciferase and -galactosidase activities (Transcriptional activity),1,N,,Mus musculus,,,,,C3H 10T1/2,,BAO_0000219,CHEMBL615221,1,Intermediate,10090.0,,80049,294.0
186,In vitro anticancer activity against 11 NCI NSCLC cell lines; inactive,1,U,,,,,,,,,BAO_0000019,CHEMBL615222,0,Intermediate,,,22226,
187,In vitro inhibitory activity against human 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),1,H,,,,,,,,,BAO_0000357,CHEMBL615223,8,Autocuration,,,11489,
188,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),1,H,,,,,,,,,BAO_0000357,CHEMBL615224,8,Autocuration,,,11862,
189,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA).,1,H,,,,,,,,,BAO_0000357,CHEMBL615225,8,Autocuration,,,11862,
190,Ability to convert [3H]cortisol to the tritium labeled cortisone in the presence of human 11 beta hydroxysteroid dehydrogenase type 2,1,H,,,,,,,,,BAO_0000357,CHEMBL615226,8,Autocuration,,,11489,
191,Inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 2 at a concentration of 0.2 mM; NI means no inhibition,1,H,,,,,,,,,BAO_0000357,CHEMBL615227,8,Autocuration,,,11862,
192,Evaluated for inhibition of bovine adrenal cortical mitochondrial 11 beta-hydroxylase,1,D,,Bos taurus,,,,,,,BAO_0000019,CHEMBL615228,9,Expert,9913.0,,12347,
193,Effect on adrenal 11-beta-hydroxylase activity at 10e-4 M; No significant effect,1,D,,Rattus norvegicus,,,,,,,BAO_0000357,CHEMBL615229,9,Expert,10116.0,,100120,
194,Inhibition of 11 beta-hydroxylase from rat adrenal gland,1,D,,Rattus norvegicus,,,,Adrenal gland,,2369.0,BAO_0000357,CHEMBL615230,9,Expert,10116.0,,100120,
195,Inhibition of rat adrenal 11-beta-hydroxylase,1,D,,Rattus norvegicus,,,,,,,BAO_0000357,CHEMBL615231,9,Expert,10116.0,,100120,
196,Inhibition of rat adrenal 11-beta-hydroxylase,1,D,,Rattus norvegicus,,,,,,,BAO_0000357,CHEMBL884520,9,Expert,10116.0,,100120,
197,Inhibition of rat adrenal 11-beta-hydroxylase at 10e-5 M,1,D,,Rattus norvegicus,,,,,,,BAO_0000357,CHEMBL615232,9,Expert,10116.0,,100120,
198,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 1 of wistar rat liver cytosol at 10 uM was determined using [3H]cortisone,1,H,,,,,,,,,BAO_0000019,CHEMBL615233,8,Autocuration,,,10328,
199,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,1,H,,,,,,,,,BAO_0000357,CHEMBL827088,8,Autocuration,,,11490,
200,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,1,H,,,,,,,,,BAO_0000357,CHEMBL615234,8,Autocuration,,,11490,
201,Compound was tested for the percent of inhibition against 12-LO at 10 uM,1,H,,,,,,,,,BAO_0000019,CHEMBL615235,8,Autocuration,,,11134,
202,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,1,H,,,,,,,,,BAO_0000019,CHEMBL615236,8,Autocuration,,,12052,
203,Compound was tested in vitro for inhibition of 12-LO human platelet,1,H,,,,,,,,,BAO_0000019,CHEMBL615237,8,Autocuration,,,11134,
204,Inhibitory concentration against human platelet 12-lipoxygenase,1,H,,,,,,,,,BAO_0000019,CHEMBL615238,8,Autocuration,,,11134,
205,Compound at 100 uM was tested in vitro for inhibition of 12-LO human platelet,1,H,,,,,,,,,BAO_0000019,CHEMBL615239,8,Autocuration,,,11134,
206,Inhibitory concentration against human platelet 12-lipoxygenase,1,D,,Homo sapiens,,,,,,,BAO_0000019,CHEMBL615240,9,Autocuration,9606.0,,11134,
207,Tested for inhibition of 12-LO (12-lipoxygenase) as an inhibitor of 12(S)-HETE biosynthesis in mouse epidermal homogenates,1,H,,,,,,,,,BAO_0000019,CHEMBL615241,8,Expert,,,11835,
208,Inhibitory activity against conversion of [1-14C]arachidonic acid to 12-HPETE and its reduction product 12-HETE by porcine leukocyte type 12-lipoxygenase,1,H,,,,,,,,,BAO_0000357,CHEMBL615242,8,Expert,,,11601,
209,Inhibitory activity against human platelet 12-lipoxygenase (12-HLO),1,H,,,,,,,,,BAO_0000019,CHEMBL615243,8,Autocuration,,,11134,
210,Inhibitory activity against human platelet 12-lipoxygenase,1,H,,,,,,,,,BAO_0000019,CHEMBL615244,8,Autocuration,,,11134,
211,Inhibitory activity against human platelet 12-lipoxygenase was evaluated,1,H,,,,,,,,,BAO_0000019,CHEMBL615245,8,Autocuration,,,11134,
212,% inhibition against human platelet 12-lipoxygenase (12-HLO),1,H,,,,,,,,,BAO_0000019,CHEMBL615246,8,Autocuration,,,11134,
213,Inhibitory activity against human platelet 12-lipoxygenase was evaluated at 100 uM,1,H,,,,,,,,,BAO_0000019,CHEMBL615247,8,Autocuration,,,11134,
214,percent inhibition against human platelet 12-lipoxygenase (12-HLO); NI is no inhibition,1,H,,,,,,,,,BAO_0000019,CHEMBL615248,8,Autocuration,,,11134,
215,Inhibitory activity towards porcine 12-lipoxygenase,1,H,,,,,,,,,BAO_0000357,CHEMBL615249,8,Autocuration,,,11601,
216,Tested for inhibition against porcine 12-LO,1,H,,,,,,,,,BAO_0000357,CHEMBL615250,8,Autocuration,,,11601,
217,Inhibition of 12-lipoxygenase was evaluated in rat platelets stimulated by thrombin up to a concentration of 10 uM; NE means No effect,1,H,,,,,,,,,BAO_0000019,CHEMBL615251,8,Autocuration,,,12052,
218,Inhibitory activity against 12-lipoxygenase in rat platelet rich plasma,1,H,,,,,,,,,BAO_0000019,CHEMBL615252,8,Autocuration,,,12052,
219,In vitro inhibition of rat platelet 12-lipoxygenase,1,H,,,,,,,,,BAO_0000019,CHEMBL828340,8,Expert,,,12052,
220,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,1,H,,,,,,,,,BAO_0000019,CHEMBL615253,8,Autocuration,,,12052,
221,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 100 uM,1,H,,,,,,,,,BAO_0000019,CHEMBL615254,8,Autocuration,,,12052,
222,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 30 uM,1,H,,,,,,,,,BAO_0000019,CHEMBL615255,8,Autocuration,,,12052,
223,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,1,H,,,,,,,,,BAO_0000019,CHEMBL615256,8,Autocuration,,,12052,
224,In vitro inhibitory activity against rat platelet 12-lipoxygenase,1,H,,,,,,,,,BAO_0000019,CHEMBL615257,8,Autocuration,,,12052,
225,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 uM,1,H,,,,,,,,,BAO_0000019,CHEMBL615258,8,Autocuration,,,12052,
226,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,1,N,,Homo sapiens,,,,,41M,,BAO_0000219,CHEMBL615259,1,Intermediate,9606.0,,80007,621.0
227,In vitro antitumor activity against 41M cell line.,1,N,,Homo sapiens,,,,,41M,,BAO_0000219,CHEMBL615260,1,Expert,9606.0,,80007,621.0
228,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,1,N,,Homo sapiens,,,,,41M,,BAO_0000219,CHEMBL615261,1,Intermediate,9606.0,,80007,621.0
229,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,1,N,,Homo sapiens,,,,,41M,,BAO_0000219,CHEMBL615262,1,Intermediate,9606.0,,80007,621.0
230,In vitro antitumor activity against 41McisR cell line.,1,N,,Homo sapiens,,,,,41M,,BAO_0000219,CHEMBL615263,1,Expert,9606.0,,80007,621.0
231,Resistant factor was determined between IC50 of cisplatin-resistant human tumor cell lines to that of 41McisR cell line,1,N,,Homo sapiens,,,,,41M,,BAO_0000219,CHEMBL838393,1,Expert,9606.0,,80007,621.0
232,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,1,N,,Homo sapiens,,,,,41M,,BAO_0000219,CHEMBL615264,1,Intermediate,9606.0,,80007,621.0
233,Inhibition of 5'-inosine monophosphate dehydrogenase type I (IMPDH I),1,D,,Homo sapiens,,,,,,,BAO_0000357,CHEMBL615265,9,Expert,9606.0,,84,
234,Inhibition of 5'-inosine monophosphate dehydrogenase type II (IMPDH II),1,D,,Homo sapiens,,,,,,,BAO_0000357,CHEMBL615266,9,Expert,9606.0,,68,
235,Inhibitory activity against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II),1,H,,,,,,,,,BAO_0000357,CHEMBL615267,8,Expert,,,68,
236,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase,1,H,,,,,,,,,BAO_0000357,CHEMBL615268,8,Expert,,,10201,
237,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase; nd = Not determined,1,H,,,,,,,,,BAO_0000357,CHEMBL615269,8,Expert,,,10201,
238,Initial dissociation constant towards human 5'-methylthioadenosine phosphorylase,1,H,,,,,,,,,BAO_0000357,CHEMBL615270,8,Expert,,,10201,
239,"Evaluated for inhibitory activity on 5,10-Methenyl Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",1,H,,,,,,,,,BAO_0000357,CHEMBL615271,8,Autocuration,,,12220,
240,"Inhibitory activity against 5,10-methylenetetrahydrofolate dehydrogenase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",1,H,,Escherichia coli,,,,,,,BAO_0000357,CHEMBL615272,8,Autocuration,562.0,,11303,
241,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",1,H,,Escherichia coli,,,,,,,BAO_0000357,CHEMBL615103,8,Autocuration,562.0,,11303,
242,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM;NT=Not tested",1,H,,Escherichia coli,,,,,,,BAO_0000357,CHEMBL615104,8,Autocuration,562.0,,11303,
243,"Evaluated for inhibitory activity on 5,10-Methylene Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",1,H,,,,,,,,,BAO_0000357,CHEMBL615105,8,Autocuration,,,12220,
244,"Evaluated for inhibitory activity on 5,10-methylenetetrahydrofolate dehydrogenase(L cell) at folate substrate concentration of 100 uM",1,H,,,,,,,,,BAO_0000357,CHEMBL872866,8,Autocuration,,,12220,
245,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",1,H,,Sus scrofa,,,,,,,BAO_0000357,CHEMBL615106,8,Autocuration,9823.0,,11303,
246,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (A,porcine liver) enzyme.",1,H,,Sus scrofa,,,,,,,BAO_0000019,CHEMBL615107,8,Autocuration,9823.0,,11303,
247,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-4 M inhibitory concentration",1,H,,Sus scrofa,,,,,,,BAO_0000357,CHEMBL615108,8,Autocuration,9823.0,,11303,
248,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-5 M inhibitory concentration",1,H,,Sus scrofa,,,,,,,BAO_0000357,CHEMBL615109,8,Autocuration,9823.0,,11303,
249,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",1,H,,Sus scrofa,,,,,,,BAO_0000357,CHEMBL615110,8,Autocuration,9823.0,,11303,
250,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",1,H,,Sus scrofa,,,,,,,BAO_0000019,CHEMBL840105,8,Autocuration,9823.0,,11303,
251,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-5 M inhibitory concentration",1,H,,Sus scrofa,,,,,,,BAO_0000019,CHEMBL615111,8,Autocuration,9823.0,,11303,
252,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-6 M inhibitory concentration",1,H,,Sus scrofa,,,,,,,BAO_0000019,CHEMBL615112,8,Autocuration,9823.0,,11303,
253,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-7 M inhibitory concentration",1,H,,Sus scrofa,,,,,,,BAO_0000019,CHEMBL615113,8,Autocuration,9823.0,,11303,
254,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme.",1,H,,Sus scrofa,,,,,,,BAO_0000019,CHEMBL615114,8,Autocuration,9823.0,,11303,
255,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",1,H,,Sus scrofa,,,,,,,BAO_0000357,CHEMBL615115,8,Autocuration,9823.0,,11303,
256,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",1,H,,Sus scrofa,,,,,,,BAO_0000019,CHEMBL615116,8,Autocuration,9823.0,,11303,
257,"Compound was tested for in vitro inhibition of 5,10-Methylene Tetrahydrofolate Cyclohydrolase, competitive against (+)-L-5,10-methenyltetrahydrofolate",1,H,,,,,,,,,BAO_0000357,CHEMBL615698,8,Autocuration,,,11303,
