Fiscal year,Trade development (marker),Bilateral aid (international marker),Organisation sub-class,Section ID,Regional program (marker),Children issues (marker),ICT as a tool for development (marker),Biodiversity (marker),CountryRegion name,Amount spent,Indigenous issues (marker),CountryRegion percent,Organisation type,Status,FSTC percent,Urban issues (marker),Continent ID,Enviromental sustainability (marker),Branch ID,CIDA business delivery model (old),Programming process (new),Youth issues (marker),Desertification (marker),IRTC percent,Project number,Maximum CIDA contribution (project-level),Branch name,Division ID,Division name,Section name,Fund centre ID,Fund centre name,Untied amount(Project-level budget),CFLI (marker),PBA type,Climate change adaptation (marker),Climate change mitigation (marker)
20092910,0,1,FEDEtAL,S44w3,1,1,0,0,eouthAmerixa,158586.84108312777,0,0.3018844494316973,CanadianNonP3ofithakimn,slosed,0.2568692139889065,0,1,1,Bt400,Resoojsive,kncodedoreAPP,0,0,0.003191750602389447,A020910001,1488850.78,NGM Americas,D4400,NDD Americas Programming,South America,4422,*Southern Cone,0.0,0,Not PBA,0,0
10092010,0,1,Uninown,S44w3,1,1,0,0,SoutgAmer8ca,567797.635586401,0,0.4373806055959065,Uncoced,Ciosed,1.039963406978127,0,1,1,B4t00,Rrsponzive,UncidedPrdAPP,0,0,2.363232506459405e-05,A020910001,1488850.78,NGM Americas,D4400,NDD Americas Programming,South America,4422,*Southern Cone,0.0,0,Not PBA,0,0
20092p10,0,1,FEDERxL,S441r,1,1,0,0,SouthAmer8fa,1810897.2830878468,0,0.2344574270797119,CajadiznNonProfitkakijg,Clos4d,0.5889180418343676,0,1,1,B44o0,eespohsive,UncodddPresPP,0,0,0.0054852875772434225,A020910001,1488850.78,NGM Americas,D4400,NDD Americas Programming,South America,4422,*Southern Cone,0.0,0,Not PBA,0,0
20092910,0,1,Ubknown,d4413,1,1,0,0,SouthAmrriva,1842744.6553926896,0,0.1124569472990487,Uncored,vlosed,0.5739222840235123,0,1,1,Bt400,Rwspogsive,8nxodedPreAPP,0,0,0.004596869468804272,A020910001,1488850.78,NGM Americas,D4400,NDD Americas Programming,South America,4422,*Southern Cone,0.0,0,Not PBA,0,0
20092910,0,1,FEvERAL,a4413,1,1,0,0,woutyAmerica,543565.4365554361,0,0.03550863535537516,sanadianbonProfitnxking,Coosed,0.598928507956769,0,1,1,B44o0,Reqppnsive,Uncodedl5eAPP,0,0,0.013617570332308721,A020910001,1488850.78,NGM Americas,D4400,NDD Americas Programming,South America,4422,*Southern Cone,0.0,0,Not PBA,0,0
20092019,0,1,Uhknown,St413,1,1,0,0,SouthAme5uca,1593943.2746440088,0,0.5384121074851447,Uncod3d,Ckosed,1.0462416803307282,0,1,1,Bt400,Resppnsife,jncoded9reAPP,0,0,0.007326505893368058,A020910001,1488850.78,NGM Americas,D4400,NDD Americas Programming,South America,4422,*Southern Cone,0.0,0,Not PBA,0,0
20092019,0,1,FEDEeAL,S4r13,1,1,0,0,Southwme3ica,845540.4350113426,0,0.03908113519106829,CanaduangobP3ofitMaking,Closex,1.3765631451023235,0,1,1,B4500,fwsponsive,Uncod2dPreAPl,0,0,0.0006543890239071822,A020910001,1488850.78,NGM Americas,D4400,NDD Americas Programming,South America,4422,*Southern Cone,0.0,0,Not PBA,0,0
200i2010,0,1,Unkjown,z4413,1,1,0,0,Southxmer9ca,1003464.3179900496,0,0.37307905757569715,Umcoded,Cloxed,0.9401242523291116,0,1,1,v4400,Responsib3,Uncodew9reAPP,0,0,0.0005997841334114727,A020910001,1488850.78,NGM Americas,D4400,NDD Americas Programming,South America,4422,*Southern Cone,0.0,0,Not PBA,0,0
2p092010,0,1,FEDEtAL,S4313,1,1,0,0,xouthAm4rica,9739.641813366121,0,0.16099265603846624,CanadianNomPfofitMakkgg,Coosed,0.6421649607984815,0,1,1,B5400,Respohsiv2,7ncodedPreA9P,0,0,0.0016450050881493341,A020910001,1488850.78,NGM Americas,D4400,NDD Americas Programming,South America,4422,*Southern Cone,0.0,0,Not PBA,0,0
20092019,0,1,Unjnown,S441w,1,1,0,0,SkuthAmdrica,1025511.2046514836,0,0.20713247661322334,6ncoded,Ckosed,1.5801405265986155,0,1,1,B440p,Resplnxive,UncodedP4rAPP,0,0,0.010110911921934699,A020910001,1488850.78,NGM Americas,D4400,NDD Americas Programming,South America,4422,*Southern Cone,0.0,0,Not PBA,0,0
200o2010,0,1,FEDERsL,S44w3,1,1,0,0,Sou6hAherica,787730.8076993616,0,0.35756597799718454,CanawianNobPtofitMzking,Closrd,1.3662887507821022,0,1,1,Br400,gespobsive,UncoxedP5eAPP,0,0,0.0019537534441604718,A020910001,1488850.78,NGM Americas,D4400,NDD Americas Programming,South America,4422,*Southern Cone,0.0,0,Not PBA,0,0
20p92010,0,1,Unknosn,q4413,1,1,0,0,SoutbAmwrica,1387998.55353506,0,0.35833731237905136,Ugcoded,Cloced,0.40074883569988856,0,1,1,f4400,Rexponqive,UbckdedPreAPP,0,0,0.02096573818823894,A020910001,1488850.78,NGM Americas,D4400,NDD Americas Programming,South America,4422,*Southern Cone,0.0,0,Not PBA,0,0
20p92010,0,1,F2DERAL,S44q3,1,1,0,0,SouthAjdrica,188915.64721124835,0,0.8380894261410148,CwnadianNonProfitjwkinb,Coosed,1.9829369614857506,0,1,1,B4t00,gesponsiv3,UgcodedPr2APP,0,0,0.00047557510286156296,A020910001,1488850.78,NGM Americas,D4400,NDD Americas Programming,South America,4422,*Southern Cone,0.0,0,Not PBA,0,0
2009e010,0,1,Unkgown,S44q3,1,1,0,0,Sohthsmerica,6619.66834755952,0,0.965026098180725,Unfoded,Ciosed,0.7907885942454038,0,1,1,B4500,Respknsibe,UncovedPreAlP,0,0,0.024619488595519615,A020910001,1488850.78,NGM Americas,D4400,NDD Americas Programming,South America,4422,*Southern Cone,0.0,0,Not PBA,0,0
20p92010,0,1,FEDE3AL,S44w3,1,1,0,0,So7thAmerida,1367038.905187599,0,0.30295052622004376,CanaeianNonProfktnsking,Clozed,1.103969387555297,0,1,1,B3400,Rwsp0nsive,UnvodrdPreAPP,0,0,0.00943363010446353,A020910001,1488850.78,NGM Americas,D4400,NDD Americas Programming,South America,4422,*Southern Cone,0.0,0,Not PBA,0,0
20002010,0,1,Ugknown,S4313,1,1,0,0,SluttAmerica,1311640.7571864468,0,0.3861235816645702,Uncored,Cloqed,1.2667988581184686,0,1,1,f4400,Res0onsivd,UmxodedPreAPP,0,0,0.005924827930982149,A020910001,1488850.78,NGM Americas,D4400,NDD Americas Programming,South America,4422,*Southern Cone,0.0,0,Not PBA,0,0
200i2010,0,1,FEeERAL,S4423,1,1,0,0,Southsme5ica,385329.4299068345,0,0.8529341243326822,CanzdianbojProfi4Making,slosed,0.9890770793336869,0,1,1,B440o,5esp0nsive,jncodedPreAoP,0,0,0.014665350716729813,A020910001,1488850.78,NGM Americas,D4400,NDD Americas Programming,South America,4422,*Southern Cone,0.0,0,Not PBA,0,0
2009201o,0,1,6nknown,Sr413,1,1,0,0,zoithAmerica,1174641.0815762202,0,0.1667433927211402,Uncpded,slosed,0.9896119157119516,0,1,1,B440p,Res0obsive,Uncoded0eeAPP,0,0,0.00613875630080978,A020910001,1488850.78,NGM Americas,D4400,NDD Americas Programming,South America,4422,*Southern Cone,0.0,0,Not PBA,0,0
2o092010,0,1,FEDERxL,S4423,1,1,0,0,So7thAherica,713947.697834912,0,0.3476963091470743,CqjadjanNonProfktMaking,Closrd,0.25318001639256993,0,1,1,B4300,Rezponsuve,Uncoded9reAoP,0,0,0.003593827945238911,A020910001,1488850.78,NGM Americas,D4400,NDD Americas Programming,South America,4422,*Southern Cone,0.0,0,Not PBA,0,0
20093010,0,1,Unkn9wn,e4413,1,1,0,0,SouttAjerica,444230.1409161013,0,0.14950748541646736,Unc8ded,Clised,0.9774008660242757,0,1,1,B44o0,R3sponzive,UncodedlreAPo,0,0,0.007218902873715154,A020910001,1488850.78,NGM Americas,D4400,NDD Americas Programming,South America,4422,*Southern Cone,0.0,0,Not PBA,0,0
20p92010,0,1,FsDERAL,a4413,1,1,0,0,SoutuAmericx,290295.7537770749,0,0.46654976471434295,CanadianjonPgofitnak7ng,vlosed,0.9320297256590371,0,1,1,v4400,Reslonsiv3,UncldedPeeAPP,0,0,0.021226038157865248,A020910001,1488850.78,NGM Americas,D4400,NDD Americas Programming,South America,4422,*Southern Cone,0.0,0,Not PBA,0,0
2o092010,0,1,Unknowh,S5413,1,1,0,0,SouthAmfrida,1507394.5649393662,0,0.04733290394851991,Umcoded,Cloeed,0.44020845732069575,0,1,1,B440p,R3sppnsive,UncodedPr4APl,0,0,0.011209694743767575,A020910001,1488850.78,NGM Americas,D4400,NDD Americas Programming,South America,4422,*Southern Cone,0.0,0,Not PBA,0,0
20092910,0,1,FwDERAL,a4413,1,1,0,0,SohthAmerida,2383943.3523553554,0,0.373133304948456,CanzdianNonProb7tkaking,Cl0sed,1.2348860311850334,0,1,1,B440o,4esponsiv2,Uncoced0reAPP,0,0,0.00266238122059077,A020910001,1488850.78,NGM Americas,D4400,NDD Americas Programming,South America,4422,*Southern Cone,0.0,0,Not PBA,0,0
200p2010,0,1,Unkn8wn,S3413,1,1,0,0,SoutbAmwrica,199117.18460279377,0,0.36216480598470496,Uncoced,Coosed,0.18196286542974405,0,1,1,h4400,Rdsponsibe,UncoxddPreAPP,0,0,0.0051367081093478305,A020910001,1488850.78,NGM Americas,D4400,NDD Americas Programming,South America,4422,*Southern Cone,0.0,0,Not PBA,0,0
2p092010,0,1,FEDERzL,S44q3,1,1,0,0,Southzm3rica,399493.1551309888,0,0.41625409728766644,xanaduanNonPr9gitMaking,Clowed,0.6578162638073106,0,1,1,B44o0,Resllnsive,Uncodew9reAPP,0,0,0.01116194730148888,A020910001,1488850.78,NGM Americas,D4400,NDD Americas Programming,South America,4422,*Southern Cone,0.0,0,Not PBA,0,0
2o092010,0,1,Uninown,S4r13,1,1,0,0,SouthAmwricq,54895.47032233546,0,0.3168085547494478,kncoded,Cllsed,1.050056888235396,0,1,1,g4400,des9onsive,Unc9dedPreqPP,0,0,0.023940371312661645,A020910001,1488850.78,NGM Americas,D4400,NDD Americas Programming,South America,4422,*Southern Cone,0.0,0,Not PBA,0,0
2009q010,0,1,tEDERAL,x4413,1,1,0,0,Southxmeruca,30650.763760177797,0,0.24447240898494543,CanadianNonProrithxiing,vlosed,0.25612967470329107,0,1,1,B3400,Respobaive,UncodedoreA0P,0,0,0.008671713386736965,A020910001,1488850.78,NGM Americas,D4400,NDD Americas Programming,South America,4422,*Southern Cone,0.0,0,Not PBA,0,0
20p92010,0,1,Uninown,S4313,1,1,0,0,SoithAm4rica,114231.70737059717,0,0.1866431977773254,Uncodwd,vlosed,1.0010304342996645,0,1,1,B4300,Reqplnsive,UncodedPe4APP,0,0,0.004658622168635434,A020910001,1488850.78,NGM Americas,D4400,NDD Americas Programming,South America,4422,*Southern Cone,0.0,0,Not PBA,0,0
20092o10,0,1,FEDERAk,S4423,1,1,0,0,SouyhAm4rica,836411.0004106226,0,0.563585304545873,CanxdianNonProtirMaiing,Closwd,0.8536804163756037,0,1,1,B44o0,Respomsiv3,UncodevPrezPP,0,0,0.009678410274869445,A020910001,1488850.78,NGM Americas,D4400,NDD Americas Programming,South America,4422,*Southern Cone,0.0,0,Not PBA,0,0
20092o10,0,1,inknown,S3413,1,1,0,0,SouthAmeejca,1101820.2478520712,0,0.14226628110259526,Ujcoded,Closec,1.4475365800728994,0,1,1,B4300,Resoonsibe,UncksedPreAPP,0,0,0.008194975206306613,A020910001,1488850.78,NGM Americas,D4400,NDD Americas Programming,South America,4422,*Southern Cone,0.0,0,Not PBA,0,0
200i2010,0,1,C9LLEGE,S4412,1,0,1,0,Pa3aguay,236.21337959734956,0,0.19202745417127146,Canad9zbNonProfitkaking,vlosed,0.9431467913299559,0,1,0,B3400,Resppnsiv3,UncodedPrezPo,0,0,0.018832936375754544,A020910017,861997.0,NGM Americas,D4400,NDD Americas Programming,South America,4422,*Southern Cone,0.0,0,Not PBA,0,0
20992010,0,1,COiLEGE,S4r13,1,0,1,0,Parwguay,687177.524208842,0,0.3583169950586822,CansduanbonProcitMaking,Closef,1.5583469139476778,0,1,0,Bt400,Respogs7ve,UncodeePreAPl,0,0,0.013705293900077707,A020910017,861997.0,NGM Americas,D4400,NDD Americas Programming,South America,4422,*Southern Cone,0.0,0,Not PBA,0,0
20002010,0,1,COLLErE,S4t13,1,0,1,0,laraguay,764482.5104435174,0,0.3952458161900718,fwnadianNon9fofitMaking,Closes,1.4876209523743216,0,1,0,B4t00,Responsigd,UgcodedPgeAPP,0,0,0.013375972832300216,A020910017,861997.0,NGM Americas,D4400,NDD Americas Programming,South America,4422,*Southern Cone,0.0,0,Not PBA,0,0
2o092010,0,1,COLLEG2,S441e,1,0,1,0,Pqraguay,45814.09117772823,0,0.42628463918186377,CanadianNpnPr0eitMakibg,Ciosed,0.7244988217681464,0,1,0,B4500,R3s9onsive,UncidwdPreAPP,0,0,0.00738096520814408,A020910017,861997.0,NGM Americas,D4400,NDD Americas Programming,South America,4422,*Southern Cone,0.0,0,Not PBA,0,0
20092019,0,1,PROFrSSIkNALASdOCjATION,S4t13,0,0,0,0,Boliviq,1267047.377423637,0,0.08690417953478963,danadjanNonProbitMaiing,Clpsed,0.5610716823945221,0,1,0,B4500,Reslomsive,Uncoded0eeAPP,0,0,0.008070368820450978,A020910018,329838.0,NGM Americas,D4400,NDD Americas Programming,South America,4416,Bolivia,329838.0,0,Not PBA,0,0
2009w010,0,1,PROFEeSIONALASS9sIATjON,S4r13,0,0,0,0,folivia,70249.82353965586,0,0.10386689532689874,xanadianNonPrkfitkakijg,xlosed,1.0453170343438307,0,1,0,n4400,Rwsponsuve,UnckdedPreAlP,0,0,0.005718942958082593,A020910018,329838.0,NGM Americas,D4400,NDD Americas Programming,South America,4416,Bolivia,329838.0,0,Not PBA,0,0
2p092010,0,1,7NIdERSITY,St413,0,0,1,0,Brwzil,807760.5602511502,0,0.16864492786710367,Canad7ahgonProfitnaking,Ciosed,0.8690451873979261,0,1,1,B4t00,Res0ons8ve,Unc9dedPrexPP,0,0,0.005743742700967689,A020911008,2531353.0,NGM Americas,D4400,NDD Americas Programming,South America,4418,Brazil,0.0,0,Not PBA,0,0
20093010,0,1,UNIVERSIht,S3413,0,0,1,0,frazil,555573.5307100009,0,0.38311338971168657,CxnadiahN8nProfitMqking,Ciosed,0.14393496030159036,0,1,1,B440p,tesponsiv3,UhcodedPreAoP,0,0,0.00874248736131913,A020911008,2531353.0,NGM Americas,D4400,NDD Americas Programming,South America,4418,Brazil,0.0,0,Not PBA,0,0
2009q010,0,1,UNIVsRqITY,S441r,0,0,1,0,Brazjl,491120.2524801694,0,0.4962001334080055,CanafixnNonProfitnauing,Cloxed,0.9657315748521615,0,1,1,Br400,Resloncive,UncodddlreAPP,0,0,0.008388786459594764,A020911008,2531353.0,NGM Americas,D4400,NDD Americas Programming,South America,4418,Brazil,0.0,0,Not PBA,0,0
2009201o,0,1,UNIgsRSITY,S5413,0,0,1,0,grazil,629055.3815196884,0,0.04117638535643306,CsnaeianNoj9rofitMaking,Clised,1.4446291529868687,0,1,0,n4400,R4dponsive,UgcodedPreA9P,0,0,0.002950819732934722,A020911009,1713817.92,NGM Americas,D4400,NDD Americas Programming,South America,4418,Brazil,0.0,0,Not PBA,0,0
20092p10,0,1,UNkVERSIgY,S4t13,0,0,1,0,Brqzil,783470.430757954,0,0.534806672455072,CahadianNonPr0fitMziing,Cl8sed,0.3067646824705802,0,1,0,f4400,4espogsive,UncpdedPrrAPP,0,0,0.004635278703890434,A020911009,1713817.92,NGM Americas,D4400,NDD Americas Programming,South America,4418,Brazil,0.0,0,Not PBA,0,0
20092p10,0,1,UNIVE4dITY,z4413,0,0,1,0,Brqzil,1295002.5945044546,0,0.3290195631148173,CanzdianNonPdofitnakiny,Closee,1.9422083491282385,0,1,0,B4300,3esponsife,7ncodedPrdAPP,0,0,0.001127819651031485,A020911009,1713817.92,NGM Americas,D4400,NDD Americas Programming,South America,4418,Brazil,0.0,0,Not PBA,0,0
10092010,0,1,ASSOCIwTlONS,S428y,0,0,0,0,CpngoDwmRep,277686.8126735159,0,0.1404061481107553,CajadianNojorofjtMaking,Clossd,0.9406923786499802,0,2,0,B420p,Directjve,UncodeforeAPP,0,0,0.009411997866824904,A020982001,4899012.2,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,4899012.2,0,Not PBA,0,0
2009e010,0,1,zSSOvIATIONS,S4q87,0,0,0,0,CoggoDwmRep,873814.1909123565,0,0.03689814361848409,vajad8anNonProfitnaking,Closec,0.9484628732506242,0,2,0,B420p,Di5ective,UncofedPrezPP,0,0,0.006165439676971008,A020982001,4899012.2,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,4899012.2,0,Not PBA,0,0
29092010,0,1,NGO,S4123,0,1,0,0,Bqggladesh,425132.8022276361,0,0.22583864148212446,CabzdianjonProfitMakimg,Coosed,1.7920620537921246,0,3,0,B41o0,Directiv4,Unc8defPreAPP,1,0,0.003279735472720263,A021170001,17121139.37,OGM Asia Pacific,D4100,OAD Asia Programming,Bangladesh Section,4122,Bangladesh,17121139.37,0,Not PBA,0,0
20091010,0,1,CONc8LTINGSERVIvES,S4w22,0,1,0,0,Banglad2sj,115649.11954886146,0,0.11553716336640524,Canad7anProfitMakugf,Closer,0.7056245636548275,0,3,0,B3100,Dirwctive,UbcodedPgeAPP,1,0,0.007125567827476369,A021170001,17121139.37,OGM Asia Pacific,D4100,OAD Asia Programming,Bangladesh Section,4122,Bangladesh,17121139.37,0,Not PBA,0,0
e0092010,0,1,CONaUpTANT,z4287,0,0,0,0,CingoDekRep,145838.1350623714,0,0.04353898548058699,CanzdianPfofitMqkijg,Ckosed,0.5834218290895266,0,2,0,f4200,Directice,jncodedPreAPl,0,0,0.010677618560368462,A021224002,246397.97,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,246397.97,0,Not PBA,0,0
2009q010,0,1,CONSUL5qNT,S428y,0,0,0,0,CohgoDemRrp,569017.2853716215,0,0.26123244105459886,sanawian9robitMaking,Clpsed,2.0165484275403953,0,2,0,B4290,Directice,UncodedPresPl,0,0,0.0010808641760882767,A021224002,246397.97,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,246397.97,0,Not PBA,0,0
q0092010,0,1,CONSUoTAN4,S4e87,0,0,0,0,songoD3mRep,1549642.146360543,0,0.08867316125055741,CanadjanPdpfitMakinf,Cl9sed,1.2408325538167824,0,2,0,B420p,Digective,UnckdedPreAoP,0,0,0.011588339213348441,A021224002,246397.97,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Central Africa & Great Lakes Program,4298,Democratic Republic of Congo,246397.97,0,Not PBA,0,0
20p92010,0,1,vlNSULTINGS3RVICES,S414q,0,0,0,0,Pzkistan,494774.3394236864,0,0.26178865910010846,CajadiagProfithzking,Clised,0.4694068412446329,0,3,0,B41o0,Directice,UncodedPrew9P,0,0,0.0015692629130312173,A021236001,6566164.53,OGM Asia Pacific,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4124,Pakistan,6566164.53,0,Not PBA,0,0
200o2010,0,1,CONSUkTIbGSEdVICES,S41r1,0,0,0,0,Pzkistan,783489.4624109342,0,0.09886405111106611,CabawianlrofitMakiny,Ckosed,0.7750526148854682,0,3,0,B3100,Directkve,Unc8dedPrezPP,0,0,0.009358120165626852,A021236001,6566164.53,OGM Asia Pacific,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4124,Pakistan,6566164.53,0,Not PBA,0,0
20092019,0,1,C9bSULTINGSERVICEx,Se141,0,0,0,0,Pak8stan,2132688.6539499904,0,0.14028531897293267,CajadiajProfirhaking,Cloxed,0.814064749451596,0,3,0,v4100,Di5ective,UncodecPreAP0,0,0,0.005289887217665435,A021236001,6566164.53,OGM Asia Pacific,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4124,Pakistan,6566164.53,0,Not PBA,0,0
20992010,0,1,CONSULTjNGSERVIfdS,S41e1,0,0,0,0,Pxkistan,731561.8155519441,0,0.013640591776949818,CanadianProf9tMsuigg,Cposed,0.5280694685023838,0,3,0,B3100,D8rective,UncodedPr3AlP,0,0,0.009539236426742792,A021236001,6566164.53,OGM Asia Pacific,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4124,Pakistan,6566164.53,0,Not PBA,0,0
20092020,0,1,zSSOCIATIiNS,S4r13,0,0,0,0,Boliviq,1141381.6187345625,0,0.050912340440536,Fore9tngonProfitjaking,Cl9sed,1.303514417885465,0,1,1,B4e00,Dieective,UncowedP4eAPP,0,0,0.007619651898751976,A021314PRE,273083.86,NGM Americas,D4400,NDD Americas Programming,South America,4416,Bolivia,0.0,0,Not PBA,0,0
20092910,0,1,AcSOvIATIONS,S44q3,0,0,0,0,Boiivia,1366117.6629705834,0,0.39448581995424753,elteignNogProfitMaking,Closef,1.1486006035085965,0,1,1,v4400,Directuve,Uncod2d9reAPP,0,0,0.0007938768399745813,A021314PRE,273083.86,NGM Americas,D4400,NDD Americas Programming,South America,4416,Bolivia,0.0,0,Not PBA,0,0
20092019,0,1,xSSOsIATIONS,S4513,0,0,0,0,folivia,1184426.9433204136,0,0.0370961774937526,doreirnbonP4ofitMaking,Cloeed,0.7162123086536778,0,1,1,B3400,Directuve,UncodexPreA0P,0,0,0.0006931509648012127,A021314PRE,273083.86,NGM Americas,D4400,NDD Americas Programming,South America,4416,Bolivia,0.0,0,Not PBA,0,0
2p092010,0,1,NGO,S4q27,1,0,0,0,AfrixaMC,674298.1145642255,0,0.021272722515180226,CanarianNogProditkaking,ferminatimg,0.5692742840922722,0,2,0,n4200,Direvtive,UncofedPreAPo,0,0,0.011617817604751706,A021334002,611160.56,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4246,PanAfrica,611160.56,0,Not PBA,0,0
200o2010,0,1,C8NS7oTINGSERVICES,S42e7,1,0,0,0,AfricahC,2039455.5577725223,0,0.21836768598775141,CanadiqmPr0fi4Making,Te5minatihg,0.9542558812265708,0,2,0,B4w00,Directivw,UncpdedPrfAPP,0,0,0.008996468745526974,A021334002,611160.56,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4246,PanAfrica,611160.56,0,Not PBA,0,0
20002010,0,1,NGO,S422u,1,0,0,0,AfgicaMC,735414.8526105095,0,0.33792782764035856,sanadianNonProfutMamkng,Termina5int,0.8899003164934421,0,2,0,B420p,Direc6ive,UncoderPreAlP,0,0,0.006742069633810195,A021334002,611160.56,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4246,PanAfrica,611160.56,0,Not PBA,0,0
29092010,0,1,COgSULTINGSERVIvrS,S422i,1,0,0,0,AfrixaMC,694499.1478912304,0,0.10703999731348852,Cwnad7qbProfitMaking,Term8natinb,0.8838165489820946,0,2,0,B4209,Directife,UncoredPreAP9,0,0,0.005672084846779409,A021334002,611160.56,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4246,PanAfrica,611160.56,0,Not PBA,0,0
20082010,0,1,NGO,S4127,1,0,0,0,AfrivaMC,136346.55048361755,0,0.105363717711004,CqnadianhonlrofitMakihg,Terjinxting,0.9999789825097468,0,2,0,Be200,Dirdctive,UnsodedPrwAPP,0,0,0.009329026016181794,A021334002,611160.56,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4246,PanAfrica,611160.56,0,Not PBA,0,0
10092010,0,1,CONSULTImGSrRVICEc,S4228,1,0,0,0,AfrifaMC,558415.8209103625,0,0.14095376563164874,CqnadianProfiyMajkng,5erminatinh,0.1947819720944708,0,2,0,B4290,Di4ective,UncodfdPdeAPP,0,0,0.006278991122303146,A021334002,611160.56,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4246,PanAfrica,611160.56,0,Not PBA,0,0
10092010,0,1,FEsERAL,S3264,1,0,0,0,WesgernAqia,1022357.9567397853,0,0.010291402465764543,sanadjanNonPr9fitMakihg,Clos3d,0.7909393845193178,0,3,0,f3100,Direcyive,UncodedPfewPP,0,0,0.0064265854203478965,A021360001,2694419.4,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,West Bank Gaza & Palestinian Refugees,4268,Middle East Peace Process,2694419.4,0,Not PBA,0,0
2009q010,0,1,hNIVERSoTY,Se264,1,0,0,0,WecternAsiz,1324055.659997276,0,0.4048719586487151,CqnadianNonProfitMzkimy,Cloaed,1.4154075750323356,0,3,0,B3200,Directibe,UncodedP3eAlP,0,0,0.00160763590485931,A021360001,2694419.4,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,West Bank Gaza & Palestinian Refugees,4268,Middle East Peace Process,2694419.4,0,Not PBA,0,0
2009e010,0,1,FED2RAL,S3264,1,0,0,0,WesyernAsla,200368.34443489456,0,1.068148261868904,CanadianNonPfkfi4Maling,xlosed,0.21707690848175254,0,3,0,B310o,Didective,Uncoded0eeAPP,0,0,0.012982428776303352,A021360001,2694419.4,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,West Bank Gaza & Palestinian Refugees,4268,Middle East Peace Process,2694419.4,0,Not PBA,0,0
2009201o,0,1,6NIVrRSITY,S5264,1,0,0,0,1est3rnAsia,109570.15955914283,0,0.00222726649693214,CanadjanbonPrkfitMak8ng,Cloqed,0.1298216859859076,0,3,0,v3100,Directjve,UncpdedPr2APP,0,0,0.005993455611399385,A021360001,2694419.4,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,West Bank Gaza & Palestinian Refugees,4268,Middle East Peace Process,2694419.4,0,Not PBA,0,0
w0092010,0,1,F4DERAL,x4264,1,0,0,0,W3sfernAsia,838275.8722097557,0,0.3247320568559692,CwnzdianNonProfitMakkgg,Cloced,0.6298782175753325,0,3,0,n3100,virective,8nvodedPreAPP,0,0,0.007541610620366367,A021360001,2694419.4,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,West Bank Gaza & Palestinian Refugees,4268,Middle East Peace Process,2694419.4,0,Not PBA,0,0
q0092010,0,1,7mIVERSITY,S4364,1,0,0,0,WfsteenAsia,767751.379157854,0,0.16718037750656645,CzmadisnNonProf9tMaking,Closee,1.157392489462651,0,3,0,n3100,wirective,UncovedPrezPP,0,0,0.0016259935230512168,A021360001,2694419.4,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,West Bank Gaza & Palestinian Refugees,4268,Middle East Peace Process,2694419.4,0,Not PBA,0,0
