assay_id,bao_format,assay_type,tid,assay_test_type,curated_by,doc_id,description,assay_category,assay_organism,assay_tax_id,assay_strain,assay_tissue,assay_cell_type
173,vAO00p0357,B,100171,,zutkcuration,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 10:90,,Glycine max,3847.0,,,
174,BAO090035u,B,100171,,Aut8ciration,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 1:99,,Glycine max,3847.0,,,
175,hxO0000357,B,100171,,Aktocurat9on,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 25:75,,Glycine max,3847.0,,,
176,fAOo000357,B,100171,,Autocurati0j,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 35:65,,Glycine max,3847.0,,,
177,gwO0000357,B,100171,,sutpcuration,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 50:50,,Glycine max,3847.0,,,
178,BxO000035i,B,100171,,xutocu3ation,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 76:24,,Glycine max,3847.0,,,
179,BAO00o0w57,B,100171,,xutocuratikn,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 87:13,,Glycine max,3847.0,,,
180,BAOp900357,B,100171,,Aktocuratipn,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 89:11,,Glycine max,3847.0,,,
181,BAOp0003t7,B,100171,,Aut9curxtion,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 95:5,,Glycine max,3847.0,,,
182,BAp0000367,B,100171,,Autoxugation,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 97:3,,Glycine max,3847.0,,,
183,BAO9000457,B,100171,,Autoduratipn,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 99:1,,Glycine max,3847.0,,,
184,BAO000o0w9,B,22226,,A7toc8ration,10413,Evaluated for inhibitory activity on 10-formyltetrahydrofolate synthetase(L cell) at folate substrate concentration of 100 uM,,Mus musculus,10090.0,,,
185,Bql0000219,F,80049,,Igtermediahe,16929,Cells were harvested and were assayed for luciferase and -galactosidase activities (Transcriptional activity),,Mus musculus,10090.0,,,C3H 10T1/2
186,BAOp00o019,F,22226,,Int3rmexiate,1229,In vitro anticancer activity against 11 NCI NSCLC cell lines; inactive,,,,,,
187,BqO000035y,B,11489,,zutocurztion,16587,In vitro inhibitory activity against human 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),,,,,,
188,BAkp000357,B,11862,,Autocura5ipn,16587,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),,,,,,
189,BAO0p00457,B,11862,,Autocurati0b,16587,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA).,,,,,,
190,nAO0o00357,B,11489,,Autoxura5ion,16587,Ability to convert [3H]cortisol to the tritium labeled cortisone in the presence of human 11 beta hydroxysteroid dehydrogenase type 2,,,,,,
191,BsO0009357,B,11862,,Ajtocurat8on,16587,Inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 2 at a concentration of 0.2 mM; NI means no inhibition,,,,,,
192,BAOo000919,F,12347,,Exlert,8058,Evaluated for inhibition of bovine adrenal cortical mitochondrial 11 beta-hydroxylase,,Bos taurus,9913.0,,,
193,nAl0000357,B,100120,,4xpert,9065,Effect on adrenal 11-beta-hydroxylase activity at 10e-4 M; No significant effect,,Rattus norvegicus,10116.0,,,
194,BAO0000247,B,100120,,Expfrt,8865,Inhibition of 11 beta-hydroxylase from rat adrenal gland,,Rattus norvegicus,10116.0,,Adrenal gland,
195,BAO0009356,B,100120,,Ex0ert,9066,Inhibition of rat adrenal 11-beta-hydroxylase,,Rattus norvegicus,10116.0,,,
196,vAO000035u,B,100120,,Expe3t,8394,Inhibition of rat adrenal 11-beta-hydroxylase,,Rattus norvegicus,10116.0,,,
197,BA90000367,B,100120,,Expsrt,8394,Inhibition of rat adrenal 11-beta-hydroxylase at 10e-5 M,,Rattus norvegicus,10116.0,,,
198,BzO0000p19,B,10328,,Autocuratl9n,6431,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 1 of wistar rat liver cytosol at 10 uM was determined using [3H]cortisone,,,,,,
199,BAOp0003r7,B,11490,,Aitocuratiin,6431,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,,,,,,
200,BsO0000r57,B,11490,,Autocuratoom,6431,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,,,,,,
201,nAOo000019,F,11134,,qutocuratiob,9295,Compound was tested for the percent of inhibition against 12-LO at 10 uM,,,,,,
202,BAO000o919,B,12052,,Autiduration,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,,,,,
203,BAp00o0019,B,11134,,Autocurqti9n,13622,Compound was tested in vitro for inhibition of 12-LO human platelet,,,,,,
204,fAO0000919,F,11134,,qutocura5ion,12079,Inhibitory concentration against human platelet 12-lipoxygenase,,,,,,
205,BAO009001i,B,11134,,Autos6ration,13622,Compound at 100 uM was tested in vitro for inhibition of 12-LO human platelet,,,,,,
206,BAO00p0o19,F,11134,,xutocuratiog,12079,Inhibitory concentration against human platelet 12-lipoxygenase,,Homo sapiens,9606.0,,,
207,gAO00p0019,B,11835,,Exlert,13500,Tested for inhibition of 12-LO (12-lipoxygenase) as an inhibitor of 12(S)-HETE biosynthesis in mouse epidermal homogenates,,,,,,
208,BAO0o00367,B,11601,,Expwrt,13723,Inhibitory activity against conversion of [1-14C]arachidonic acid to 12-HPETE and its reduction product 12-HETE by porcine leukocyte type 12-lipoxygenase,,,,,,
209,BAO00000q8,B,11134,,qutocuratiin,16474,Inhibitory activity against human platelet 12-lipoxygenase (12-HLO),,,,,,
210,fAO000p019,B,11134,,Autocurat8om,1630,Inhibitory activity against human platelet 12-lipoxygenase,,,,,,
211,BAk0009019,B,11134,,A7tocurztion,167,Inhibitory activity against human platelet 12-lipoxygenase was evaluated,,,,,,
212,BqO0o00019,B,11134,,Autocirztion,16474,% inhibition against human platelet 12-lipoxygenase (12-HLO),,,,,,
213,gAp0000019,B,11134,,Autocufatlon,167,Inhibitory activity against human platelet 12-lipoxygenase was evaluated at 100 uM,,,,,,
214,BAi0900019,B,11134,,Autocufagion,16474,percent inhibition against human platelet 12-lipoxygenase (12-HLO); NI is no inhibition,,,,,,
215,BzO0090357,B,11601,,Ajt0curation,10091,Inhibitory activity towards porcine 12-lipoxygenase,,,,,,
216,BsO00p0357,B,11601,,su4ocuration,11966,Tested for inhibition against porcine 12-LO,,,,,,
217,BAO0000o18,B,12052,,Autofuratoon,951,Inhibition of 12-lipoxygenase was evaluated in rat platelets stimulated by thrombin up to a concentration of 10 uM; NE means No effect,,,,,,
218,BAO0900029,B,12052,,Autocurafiln,10997,Inhibitory activity against 12-lipoxygenase in rat platelet rich plasma,,,,,,
219,BzO0000p19,B,12052,,Expe3t,10193,In vitro inhibition of rat platelet 12-lipoxygenase,,,,,,
220,BAO0009029,B,12052,,Autocu5a5ion,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,,,,,
221,BAO00009w9,B,12052,,Autocugatiln,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 100 uM,,,,,,
222,fAO00o0019,B,12052,,Augocuratiob,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 30 uM,,,,,,
223,BzO00o0019,B,12052,,A8tocuratioh,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,,,,,
224,hAO0000o19,B,12052,,A7tocuratuon,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase,,,,,,
225,BAl00p0019,B,12052,,Autpc8ration,11087,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 uM,,,,,,
226,BAO000o21i,F,80007,,Interjedjate,15569,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,,Homo sapiens,9606.0,,,41M
227,nAO0000229,F,80007,,Exlert,12989,In vitro antitumor activity against 41M cell line.,,Homo sapiens,9606.0,,,41M
228,hAl0000219,F,80007,,Inrermed8ate,16745,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,,Homo sapiens,9606.0,,,41M
229,vAO0p00219,F,80007,,Intermed9atw,15569,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,,Homo sapiens,9606.0,,,41M
230,BAO009021p,F,80007,,rxpert,12989,In vitro antitumor activity against 41McisR cell line.,,Homo sapiens,9606.0,,,41M
231,BsO9000219,F,80007,,Expeft,12989,Resistant factor was determined between IC50 of cisplatin-resistant human tumor cell lines to that of 41McisR cell line,,Homo sapiens,9606.0,,,41M
232,Bqi0000219,F,80007,,Intwrmfdiate,16745,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,,Homo sapiens,9606.0,,,41M
233,BAOoo00357,B,84,,Eapert,6210,Inhibition of 5'-inosine monophosphate dehydrogenase type I (IMPDH I),,Homo sapiens,9606.0,,,
234,Bqp0000357,B,68,,Experr,6210,Inhibition of 5'-inosine monophosphate dehydrogenase type II (IMPDH II),,Homo sapiens,9606.0,,,
235,BAO000034i,B,68,,Ex0ert,6226,Inhibitory activity against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II),,,,,,
236,BA80900357,B,10201,,Edpert,17855,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase,,,,,,
237,nAO0000r57,B,10201,,Exp4rt,17855,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase; nd = Not determined,,,,,,
238,vAk0000357,B,10201,,Expeft,17855,Initial dissociation constant towards human 5'-methylthioadenosine phosphorylase,,,,,,
239,BqO000035i,B,12220,,Augocuratiom,10413,"Evaluated for inhibitory activity on 5,10-Methenyl Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",,,,,,
240,BAO9000257,B,11303,,Aut9curxtion,10413,"Inhibitory activity against 5,10-methylenetetrahydrofolate dehydrogenase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",,Escherichia coli,562.0,,,
241,BAOo000e57,B,11303,,Autofuratioh,10413,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",,Escherichia coli,562.0,,,
242,BAO0p00457,B,11303,,qhtocuration,10413,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM;NT=Not tested",,Escherichia coli,562.0,,,
243,BAO0o90357,B,12220,,Aurocurxtion,10413,"Evaluated for inhibitory activity on 5,10-Methylene Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",,,,,,
244,BAO0900356,B,12220,,Autocufatiin,10413,"Evaluated for inhibitory activity on 5,10-methylenetetrahydrofolate dehydrogenase(L cell) at folate substrate concentration of 100 uM",,,,,,
245,BAO000pr57,B,11303,,Augocutation,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,Sus scrofa,9823.0,,,
246,BA900000q9,B,11303,,Autoch5ation,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (A,porcine liver) enzyme.",,Sus scrofa,9823.0,,,
247,vAO9000357,B,11303,,Autocjrat8on,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-4 M inhibitory concentration",,Sus scrofa,9823.0,,,
248,BA0o000357,B,11303,,A6tocuratiog,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-5 M inhibitory concentration",,Sus scrofa,9823.0,,,
249,nAO00p0357,B,11303,,Autockrztion,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,Sus scrofa,9823.0,,,
250,Bx80000019,B,11303,,Aurocurat9on,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",,Sus scrofa,9823.0,,,
251,BAk00000q9,B,11303,,A6focuration,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-5 M inhibitory concentration",,Sus scrofa,9823.0,,,
252,hAO00000w9,B,11303,,Auyocura6ion,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-6 M inhibitory concentration",,Sus scrofa,9823.0,,,
253,BAO9000029,B,11303,,wutocuratioj,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-7 M inhibitory concentration",,Sus scrofa,9823.0,,,
254,BAOp900019,B,11303,,Autocuratk0n,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme.",,Sus scrofa,9823.0,,,
255,hAO00o0357,B,11303,,Autkciration,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",,Sus scrofa,9823.0,,,
256,BzO0o00019,B,11303,,Autocuragiob,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",,Sus scrofa,9823.0,,,
257,BAO0900347,B,11303,,Autosutation,7323,"Compound was tested for in vitro inhibition of 5,10-Methylene Tetrahydrofolate Cyclohydrolase, competitive against (+)-L-5,10-methenyltetrahydrofolate",,,,,,
258,BAO000p029,B,22226,,Autocuratiij,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme at 10E-4 M inhibitory concentration",,Sus scrofa,9823.0,,,
259,BxO0000o19,B,22226,,Autovuratipn,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme.",,Sus scrofa,9823.0,,,
260,gAO00p0357,B,100249,,Experh,13750,Inhibition of 5-Desaturase involved in ergosterol biosynthesis,,Saccharomyces cerevisiae,4932.0,,,
261,BAOpo00019,B,22226,,Autlcuratioj,7662,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,,Rattus norvegicus,10116.0,,,
262,BAO0p00919,B,22226,,wutocurati0n,7662,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,,Rattus norvegicus,10116.0,,,
263,hAO00p0019,B,22226,,Au4ockration,7662,"Irreversible inhibition of Walker 256 FUDR phosphorylase; expressed as Vo/Vi, velocity without inhibitor to that of velocity with inhibitor",,Rattus norvegicus,10116.0,,,
264,BAO00090q9,F,104698,,A8tocu3ation,12211,"Tested for 5-HT 3 receptor antagonist potency by ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",,,,,,
265,BAk0009019,F,104698,,xutocutation,12211,"Compound was tested for its 5-HT 3 receptor antagonist potency by their ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",,,,,,
266,BsO00002w1,F,20033,,Intermefiare,12211,Relative ability to increase cholinergically mediated contractions in isolated ileum of guinea pig,,Cavia porcellus,10141.0,,Ileum,
267,BqO00000q9,F,10623,,sxpert,12211,Stimulatory activity of intragastric pressure was tested in the rat,,,,,,
268,BAO9000347,B,121,,Autocurstiog,15453,% Decrease of 5-HT carrier-receptor -bound radioactivity using paroxetine as a radioligand.,,,,,,
269,BAO0000q17,F,22226,,wutocurstion,11884,Dose to reduce neuronal firing against 5-HT cells in rats (iv),,Rattus norvegicus,10116.0,,,
270,BAO009001p,F,12688,,Augocurstion,7185,Antagonistic activity of corresponding methoxy compound against serotonin 5-HT receptor,,,,,,
271,vAO0009357,B,121,,Expe3t,6876,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine,,Homo sapiens,9606.0,,,
272,BA80000r57,B,121,,Exper4,6876,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine; No data,,Homo sapiens,9606.0,,,
273,BAO0000oq9,F,12198,,qutocuratioj,11863,Inhibition of high affinity 5-HT uptake at concentration of 1 uM,,,,,,
274,BAO00003yy,B,12198,,Autod6ration,11863,Inhibition constant of high-affinity 5-HT uptake,,,,,,
275,BAi0000p19,F,12198,,Aurocuratiin,11863,Michaelis-Menten constant was reported for high affinity transport of 5-HT,,,,,,
276,BAO00p9019,F,12198,,Au5ocudation,11863,Maximum rate was determined for high affinity transport of 5-HT,,,,,,
277,BAOp0p0019,F,104714,,Autofu5ation,4639,Compound was tested for agonistic activity against 5-HT uptake,,,,,,
278,BAO9000p19,B,10577,,Espert,15796,Inhibition affinity against 5-HT-1B receptor in rat frontal cortex using radio binding assay,,,,,,
279,BAO0000e56,B,105,,Expett,15796,Inhibition affinity against 5-HT-1D receptor in bovine caudate nucleus using radio binding assay,,Bos taurus,9913.0,,,
280,BAO0000q23,B,104744,,Aitovuration,12801,Binding affinity towards 5-hydroxytryptamine 1 receptor using [3H]5-HT as radioligand,,Rattus norvegicus,10116.0,,,
281,nAO0000223,B,104744,,Aut9curstion,12801,The compound was evaluated for the binding affinity towards 5-hydroxytryptamine 1 using [3H]5-HT as radioligand,,,,,,
282,BAO9090249,B,104744,,A7tocurqtion,12120,Percent inhibition of binding of 3.0 nM [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat caudate membranes at 10 e -5 M,,,,,,
283,BAOp000259,B,104744,,A7tocuratiob,12120,Percent inhibition of binding of 3.0 nM [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat caudate membranes at 10 e -5 M.,,,,,,
284,Bw90000019,B,104744,,zutovuration,11963,Displacement of binding of [3H]-5-HT to 5-hydroxytryptamine 1 receptor in rat cerebral cortex,,,,,,
285,BAO000p919,F,51,,Autocursfion,11701,Dose required to reduce neuronal firing of 5-HT1A cells by 50%,,,,,,
286,BAO0o002q1,B,51,,Autoxudation,9995,In vitro inhibition of [3H]5-HT (2 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,,,,,Hippocampus,
287,BAp00p0221,B,51,,Autocurayiln,9995,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-HT1A receptor from bovine hippocampus,,,,,Hippocampus,
288,BA9000p221,B,51,,Aurocurstion,9995,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,,,,,Hippocampus,
289,BAO000011u,F,10576,Ihvivo,Auhocurwtion,16394,Antagonistic activity at postsynaptic 5-HT1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (.26-3.52),,,,,,
