assays_ss_strn,assays_src_d,assays_ss_cll_tp,assays_vrnt_d,assays_ss_tst_tp,assays_ss_rgnsm,assays_b_frmt,assays_ss_tp,assays_rltnshp_tp,assays_src_ss_d,assays_ss_d,assays_chmbl_d,assays_ss_tss,assays_ss_sbclllr_frctn,assays_dc_d,assays_tss_d,assays_crtd_b,assays_ss_tx_d,assays_dscrptn,assays_cnfdnc_scr,assays_cll_d,assays_td,assays_ss_ctgr
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,7661,CHEMBL627030,Kidney,,10130,2113.0,Intermediate,10116.0,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in kidney; Expressed as percent dose/organ,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,7662,CHEMBL627031,Liver,,10130,2107.0,Intermediate,10116.0,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in liver; Expressed as percent dose/organ,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,7663,CHEMBL627032,Lung,,10130,2048.0,Intermediate,10116.0,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in lung; Expressed as percent dose/organ,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,7664,CHEMBL627033,Muscle tissue,,10130,2385.0,Intermediate,10116.0,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in muscle; Expressed as percent dose/organ,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,7665,CHEMBL627034,,,10130,,Intermediate,10116.0,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in skin; Expressed as percent dose/organ,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,7666,CHEMBL627035,Spleen,,10130,2106.0,Intermediate,10116.0,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in spleen; Expressed as percent dose/organ,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,7667,CHEMBL627036,Thyroid gland,,10130,2046.0,Intermediate,10116.0,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in thyroid; Expressed as percent dose/organ,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,7668,CHEMBL875340,Blood,,10130,178.0,Intermediate,10116.0,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in blood; Expressed as percent dose/organ,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,7669,CHEMBL627037,Heart,,10130,948.0,Intermediate,10116.0,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in heart; Expressed as percent dose/organ,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,7670,CHEMBL627038,Kidney,,10130,2113.0,Intermediate,10116.0,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in kidney; Expressed as percent dose/organ,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,7671,CHEMBL627039,Liver,,10130,2107.0,Intermediate,10116.0,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in liver; Expressed as percent dose/organ,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,7672,CHEMBL627040,Muscle tissue,,10130,2385.0,Intermediate,10116.0,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in muscle; Expressed as percent dose/organ,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,7673,CHEMBL624663,Spleen,,10130,2106.0,Intermediate,10116.0,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in spleen; Expressed as percent dose/organ,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,7674,CHEMBL625963,Thyroid gland,,10130,2046.0,Intermediate,10116.0,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in thyroid; Expressed as percent dose/organ,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,7675,CHEMBL876799,Brain,,10130,955.0,Intermediate,10116.0,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in brain; Expressed as percent dose/organ,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,7676,CHEMBL626133,Lung,,10130,2048.0,Intermediate,10116.0,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in lung; Expressed as percent dose/organ,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,7677,CHEMBL626134,,,10130,,Intermediate,10116.0,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in skin; Expressed as percent dose/organ,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,7678,CHEMBL626135,,,6295,,Intermediate,10116.0,In vivo concentration in rat liver exposure 8 hour after oral administration 50 mg/kg,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,7679,CHEMBL626136,,,6296,,Intermediate,10116.0,In vivo concentration in rat liver exposure 8 hour after oral administration 50 mg/kg,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,7680,CHEMBL626137,,,6296,,Intermediate,10116.0,In vivo concentration in rat liver exposure 8 hour after oral administration 50 mg/kg; Below detection limit,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,7681,CHEMBL626138,,,6295,,Intermediate,10116.0,In vivo concentration in rat plasma exposure at 8 hour after oral administration 50 mg/kg,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,7682,CHEMBL626139,,,6296,,Intermediate,10116.0,In vivo concentration in rat plasma exposure at 8 hour after oral administration 50 mg/kg,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,7683,CHEMBL626140,,,17260,,Intermediate,10116.0,C max at a dose of 10 mg/Kg administered intravenously in female hanover-wistar rat,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,7684,CHEMBL626141,,,17260,,Intermediate,10116.0,C max at a dose of 10 mg/Kg administered perorally in female hanover-wistar rat,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,7685,CHEMBL626142,,,17686,,Intermediate,10116.0,C24h in rat p.o. at 20 mg/kg concentration,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,7686,CHEMBL627930,Muscle tissue,,9866,2385.0,Intermediate,10116.0,Biodistribution in normal rat muscle in the presence of 0.005 M Gd/0.01 M lig at 2 hr,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,7687,CHEMBL627931,Muscle tissue,,9866,2385.0,Intermediate,10116.0,Biodistribution in normal rat muscle in the presence of 0.01 M Gd/0.05 M lig,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,7688,CHEMBL627932,Muscle tissue,,9866,2385.0,Intermediate,10116.0,Biodistribution in normal rat muscle in the presence of NAC Gd 0.01 M lig at 2 hr,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,7689,CHEMBL627933,Spleen,,9866,2106.0,Intermediate,10116.0,Biodistribution in normal rat spleen in the presence of 0.005 M Gd/0.01 M lig at 2 hr,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,7690,CHEMBL627934,Spleen,,9866,2106.0,Intermediate,10116.0,Biodistribution in normal rat spleen in the presence of 0.01 M Gd/0.05 M lig,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,7691,CHEMBL627935,Spleen,,9866,2106.0,Intermediate,10116.0,Biodistribution in normal rat spleen in the presence of NAC Gd 0.01 M lig at 2 hr,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,7692,CHEMBL627936,Blood,,9866,178.0,Intermediate,10116.0,Biodistribution in rat blood in the presence of 0.001 M/0.008 M GdDTPA-AEP,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,7693,CHEMBL627937,Blood,,9866,178.0,Intermediate,10116.0,Biodistribution in rat blood in the presence of 0.01 M GdDTPA-BDP,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,7694,CHEMBL627938,Blood,,9866,178.0,Intermediate,10116.0,Biodistribution in rat blood in the presence of 0.01 M/0.01 M GdDTPA-AEP,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,7695,CHEMBL627939,Blood,,9866,178.0,Intermediate,10116.0,Biodistribution in rat blood in the presence of 0.05 M Gd/0.15 M lig,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,7696,CHEMBL627940,Blood,,9866,178.0,Intermediate,10116.0,Biodistribution in rat blood in the presence of 0.05 M GdDTPA-BDP,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,7697,CHEMBL627941,Blood,,9866,178.0,Intermediate,10116.0,Biodistribution in rat blood in the presence of 0.05 M/0.05 M GdDTPA-AEP,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,7698,CHEMBL876800,Blood,,9866,178.0,Intermediate,10116.0,Biodistribution in rat blood in the presence of 0.05 M/0.08 M GdDTPA-HPDP,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,7699,CHEMBL627942,Blood,,9866,178.0,Intermediate,10116.0,Biodistribution in rat blood in the presence of 0.10 M GdDTPA-BDP,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,7700,CHEMBL627943,Blood,,9866,178.0,Intermediate,10116.0,Biodistribution in rat blood in the presence of 0.10 M/0.11 M GdDTPA-AEP,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,7701,CHEMBL627944,Blood,,9866,178.0,Intermediate,10116.0,Biodistribution in rat blood in the presence of 50 Gd/kg at 15 min,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,7702,CHEMBL627945,Blood,,9866,178.0,Intermediate,10116.0,Biodistribution in rat blood in the presence of 50 Gd/kg at 2 hr,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,7703,CHEMBL628584,Blood,,9866,178.0,Intermediate,10116.0,Biodistribution in rat blood in the presence of 50 Gd/kg at 6 hr,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,7704,CHEMBL628585,Blood,,9866,178.0,Intermediate,10116.0,Biodistribution in rat blood in the presence of GdDTPA at 15 min,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,7705,CHEMBL628586,Blood,,9866,178.0,Intermediate,10116.0,Biodistribution in rat blood in the presence of GdDTPA at 1 hr,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,7706,CHEMBL628587,Blood,,9866,178.0,Intermediate,10116.0,Biodistribution in rat blood in the presence of GdDTPA at 30 min,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,7707,CHEMBL628588,Blood,,9866,178.0,Intermediate,10116.0,Biodistribution in rat blood in the presence of GdDTPA at 4 hr,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,7708,CHEMBL628589,Blood,,9866,178.0,Intermediate,10116.0,Biodistribution in rat blood in the presence of GdDTPA-BDP at 15 min,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,7709,CHEMBL625304,Blood,,9866,178.0,Intermediate,10116.0,Biodistribution in rat blood in the presence of GdDTPA-BDP at 30 min,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,7710,CHEMBL625305,Blood,,9866,178.0,Intermediate,10116.0,Biodistribution in rat blood in the presence of GdDTPA-BDP at 4 hr,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,7711,CHEMBL625306,Blood,,9866,178.0,Intermediate,10116.0,Biodistribution in rat blood in the presence of GdDTPA-BDPat 1 hr,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,7712,CHEMBL625307,Blood,,9866,178.0,Intermediate,10116.0,Biodistribution in rat blood in the presence of GdDTPA-HPDP at 15 min,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,7713,CHEMBL625308,Blood,,9866,178.0,Intermediate,10116.0,Biodistribution in rat blood in the presence of GdDTPA-HPDP at 30 min,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,7714,CHEMBL627740,Blood,,9866,178.0,Intermediate,10116.0,Biodistribution in rat blood in the presence of GdDTPA-HPDP at 4 hr,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,7715,CHEMBL627741,Blood,,9866,178.0,Intermediate,10116.0,Biodistribution in rat blood in the presence of GdDTPA-HPDPat 1 hr,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,7716,CHEMBL627742,Blood,,9866,178.0,Intermediate,10116.0,Biodistribution in rat blood in the presence of NAC Gd/0.01 M GdDTPA-HPDP,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,7717,CHEMBL627743,Blood,,9866,178.0,Intermediate,10116.0,Biodistribution in rat blood in the presence of NCA Gd/0.01 M lip,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,7718,CHEMBL627744,Blood,,9866,178.0,Intermediate,10116.0,Biodistribution in rat blood in the presence of NCAGd/0.01 M lig,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,7719,CHEMBL627745,Bone,,9866,10000001.0,Intermediate,10116.0,Biodistribution in rat bone in the presence of 0.01 M GdDTPA-BDP,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,7720,CHEMBL627746,Bone,,9866,10000001.0,Intermediate,10116.0,Biodistribution in rat bone in the presence of 0.01 M/0.01 M GdDTPA-AEP,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,7721,CHEMBL627747,Bone,,9866,10000001.0,Intermediate,10116.0,Biodistribution in rat bone in the presence of 0.01 M/0.08 M GdDTPA-AEP,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,7722,CHEMBL876810,Bone,,9866,10000001.0,Intermediate,10116.0,Biodistribution in rat bone in the presence of 0.05 M Gd/0.15 M lig,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,7723,CHEMBL627748,Bone,,9866,10000001.0,Intermediate,10116.0,Biodistribution in rat bone in the presence of 0.05 M GdDTPA-BDP,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,7724,CHEMBL627749,Bone,,9866,10000001.0,Intermediate,10116.0,Biodistribution in rat bone in the presence of 0.05 M/0.05 M GdDTPA-AEP,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,7725,CHEMBL627750,Bone,,9866,10000001.0,Intermediate,10116.0,Biodistribution in rat bone in the presence of 0.05 M/0.08 M GdDTPA-HPDP,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,7726,CHEMBL618728,Bone,,9866,10000001.0,Intermediate,10116.0,Biodistribution in rat bone in the presence of 0.10 M GdDTPA-BDP,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,7727,CHEMBL618729,Bone,,9866,10000001.0,Intermediate,10116.0,Biodistribution in rat bone in the presence of 0.10 M/0.11 M GdDTPA-AEP,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,7728,CHEMBL618730,Bone,,9866,10000001.0,Intermediate,10116.0,Biodistribution in rat bone in the presence of GdDTPA at 15 min,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,7729,CHEMBL618731,Bone,,9866,10000001.0,Intermediate,10116.0,Biodistribution in rat bone in the presence of GdDTPA at 1 hr,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,7730,CHEMBL618732,Bone,,9866,10000001.0,Intermediate,10116.0,Biodistribution in rat bone in the presence of GdDTPA at 30 min,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,7731,CHEMBL618733,Bone,,9866,10000001.0,Intermediate,10116.0,Biodistribution in rat bone in the presence of GdDTPA at 4 hr,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,7732,CHEMBL618734,Bone,,9866,10000001.0,Intermediate,10116.0,Biodistribution in rat bone in the presence of GdDTPA-BDP at 15 min,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,7733,CHEMBL618735,Bone,,9866,10000001.0,Intermediate,10116.0,Biodistribution in rat bone in the presence of GdDTPA-BDP at 1 hr,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,7734,CHEMBL876602,Bone,,9866,10000001.0,Intermediate,10116.0,Biodistribution in rat bone in the presence of GdDTPA-BDP at 30 min,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,7735,CHEMBL618736,Bone,,9866,10000001.0,Intermediate,10116.0,Biodistribution in rat bone in the presence of GdDTPA-BDP at 4 hr,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,7736,CHEMBL618737,Bone,,9866,10000001.0,Intermediate,10116.0,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 15 min,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,7737,CHEMBL618738,Bone,,9866,10000001.0,Intermediate,10116.0,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 1 hr,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,7738,CHEMBL618739,Bone,,9866,10000001.0,Intermediate,10116.0,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 30 min,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,7739,CHEMBL618740,Bone,,9866,10000001.0,Intermediate,10116.0,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 4 hr,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,7740,CHEMBL618741,Bone,,9866,10000001.0,Intermediate,10116.0,Biodistribution in rat bone in the presence of NAC Gd/0.01 M GdDTPA-HPDP,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,7741,CHEMBL618742,Bone,,9866,10000001.0,Intermediate,10116.0,Biodistribution in rat bone in the presence of NCA Gd/0.01 M lip,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,7742,CHEMBL618743,Bone,,9866,10000001.0,Intermediate,10116.0,Biodistribution in rat bone in the presence of NCAGd/0.01 M lig,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,7743,CHEMBL618744,Plasma,,17752,1969.0,Intermediate,10116.0,Half-life from rat plasma at a single oral dose of 25 mg/kg,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,7744,CHEMBL618745,,,5610,,Intermediate,10116.0,Half-life in male rat,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,7745,CHEMBL620479,,,5939,,Intermediate,10116.0,Half-life in rat after peroral administration at 10 mg/kg concentration,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,7746,CHEMBL620480,,,5939,,Intermediate,10116.0,Half-life in rat after peroral administration at 5 mg/kg concentration,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,7747,CHEMBL620481,,,17771,,Intermediate,10116.0,Half-life in rat at a dose of 3 mg/kg,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,7748,CHEMBL620482,,,1974,,Intermediate,10116.0,Half-life was evaluated in rats,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,7749,CHEMBL876603,,,4239,,Intermediate,10116.0,Half-life was measured in rat,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,7750,CHEMBL620483,,,6681,,Intermediate,10116.0,Half-life period for the compound was determined in rats at 50 mg/kg dose,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,7751,CHEMBL620484,,,17752,,Intermediate,10116.0,Half-life period in rats after intravenous administration at 5 mg/kg,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,7752,CHEMBL620485,,,6046,,Intermediate,10116.0,Half-life period in rat at 10 mg/kg,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,7753,CHEMBL620486,,,6685,,Intermediate,10116.0,"Half-life period was determined in rats at 10 mg/kg, p.o. dose",1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,7754,CHEMBL620487,,,6685,,Intermediate,10116.0,"Half-life period was determined in rats at 20 mg/kg, i.p. dose",1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,7755,CHEMBL620488,,,6685,,Intermediate,10116.0,"Half-life period was determined in rats at 2 mg/kg, i.v. dose",1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,7756,CHEMBL620489,,,4727,,Intermediate,10116.0,Half-life time in rat the dose of 2 mg/kg,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,7757,CHEMBL620490,,,1088,,Intermediate,10116.0,Half-life was estimated from the elimination phase of the oral [C] vs time curves in 4 rats,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,7758,CHEMBL620491,,,5610,,Intermediate,10116.0,In vivo activity against Staphylococcus aureus when administered orally for 1 hr in rat at a dose of 15 mg/kg,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,7759,CHEMBL876604,Plasma,,3032,1969.0,Intermediate,10116.0,"In vivo half life of compound in rat plasma after a oral dose of 10 mg/kg (in water, N=4)",1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,7760,CHEMBL620492,,,5199,,Intermediate,10116.0,Oral half life was determined,1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,7761,CHEMBL620493,,,14941,,Intermediate,10116.0,"Pharmacokinetic Parameter, half life period measured in Female Wistar Rats at 100 mg/kg by po administration",1,,50597,
,1,,,In vivo,Rattus norvegicus,BAO_0000218,A,N,,7762,CHEMBL620494,,,4408,,Intermediate,10116.0,Pharmacokinetic property (t1/2) in rat,1,,50597,
,1,,,,Rattus norvegicus,BAO_0000218,A,N,,7763,CHEMBL620495,Plasma,,2552,1969.0,Intermediate,10116.0,Plasma elimination half-life was determined,1,,50597,
