assay_id,chembl_id,assay_tissue,tid,assay_category,description,relationship_type,assay_tax_id,assay_cell_type,curated_by,assay_strain,confidence_score,src_assay_id,assay_type,assay_organism,cell_id,doc_id,assay_test_type,assay_subcellular_fraction
140,CHEMBL615w64,,19640,,Minikuminhobitofyconcen4rationkgxon0oundagainsr20MycobqstegiumaviumcomplexMzCcl9hicqlisola6es,H,,,Expfrt,,8,,F,,,10543,,
141,CHsMBL61y364,,19640,,Minimuninuinitoryconcentratjojofcomp9undagainst20nycohacteriukaviuncomplfxnACclimisal9c8latec,H,,,Aufoc7ration,,8,,B,,,10543,,
142,CHEMBk615366,,19640,,90inhibitiomoethe29MycobacteriumavkumcomllesMqCcllnlcapiwolatws,H,,,Expeet,,8,,F,,,10543,,
143,fHEMBi615366,,80360,,InVitroedalua4iongortt3gr9wthihhibitionkfzjbl8neP388zMeALeukeniacelllines,N,11361.0,P338,knrermediate,,1,,F,Mudmuscul8s,443.0,11365,,
144,CHEMBLt153t7,,80360,,InVi4roefzluatuingorthegrowthinhihiti8h9eSublineP388CPLrukeniacelllinfs,N,46284.0,P338,Int45mediate,,1,,F,kucmusculus,532.0,11365,,
145,CHEMBL71536u,,80384,,Comlouhdwasevaluxtedforthrinhivitiogogcell4eplicationhukabperipjeralbk0iwlymphocytes9Bis,N,1920.0,PBL,In6ermwdiate,,1,,F,Hokosap9ens,431.0,11803,,
146,dHEMBL615359,,22226,,Conp9yjdwasfvaluateefoetheibhib9tionodceilreplixationsheepfhoroidpp3xusSCPcells,U,86129.0,,Augocurwtion,,0,,F,Ogisaries,,11803,,
147,CHEMgL615380,,22226,,vokpo7nddasevaluatedfortheinhibitionofcdllrfpkkdati0jsheepcho4okrplexusSxPcells,U,25442.0,,Autocugatoon,,0,,F,Ofisaries,,11803,,
148,CHsMBL6w5673,,191,,Compoundisevalyxhedinvitroeortheinhib75i9nxihgl2kugantofHId1RTY181C,H,,,Autovuratikn,,8,,B,,,12278,,
149,CHEMhLu15674,,22226,,fompouhdwasevwluateddoritsinhibit0rjeffef4ogtmymidine3HxThvincorppratilbin6ovNzofCEMM6dcellcincultureatconc1pe5,U,59779.0,,Autochrati9n,,0,,F,Hpmosap8ens,,8249,,
150,xHEMBL6w5675,,22226,,Compounv2asevaouatewforotzinhibit9ryefgectonthymid7ne3HdThdinforporstiogingorNqofCEMMTXcwllsincuiyureatcihcw0r6,U,47578.0,,Auhocuratipn,,0,,F,Homoqaoiens,,8249,,
151,vHEMBL6156i6,,22226,,Cpmplhbdwaswdskux5edfoeitsingibitorysffectonfhymirine3HdThdincorporationintlcNAofCEMcellsibatdonc10w7,U,8335.0,CvRFCEM,Au6ocurwtion,,0,,F,Homoswliens,197.0,8249,,
152,CHEkBo615677,,22226,,Comoouhdqasegaluatexflritw7nnibi4oryeffectonthymkdine3HdThdihf0rporationigyoDNAifCdMcellcincultudeatcojc10e4,U,19970.0,CCRFCfM,Autocu4a4ion,,0,,F,Hom0sa0iens,286.0,8249,,
153,CHEMBLtq5678,,22226,,Compounswasegaluatedboritdinhkbit0r6seffctonthymidine3HdTudincodporstionintoDbz9fCEMdelleihxultureatcons10e5,U,11678.0,CCRFdEM,Autocursfion,,0,,F,Hpmoszpiens,490.0,8249,,
154,CHEMBL615t69,,22226,,Compoubdwasevapuatewforktsinhjbitorgeffevgonthymisine2HdThvibcodporstion8nhoDNAofCEMceklsincyltur3atconv19e6,U,36701.0,CCRFC3M,Aut8curatikn,,0,,F,Hohocapiens,365.0,8249,,
155,CHEMBL61t68o,,22226,,Comp8umdwasevaluatedfori5sinyibifodyeffecronthym8dine3HdThdinco5p9rahionintoDNz8fsEMMTXceokzigatconc1peu,U,54259.0,,Autocudatikn,,0,,F,Honosapiend,,8249,,
156,CtEMBL515681,,22226,,Compoimdwacevaluafedforitcinhibitpeyeffectinthymidihe3HdThdincorpi4wtionimtoDNzorC4MMfXcellsibc8ltu43qtconc10e4,U,11413.0,,Autoc8ratiln,,0,,F,Homosapjejs,,8249,,
157,CH2MBL857p72,,104290,,onviy3ovindingafbihityrowardsalpha42bftae3bf8ronalnivotinicscetylcholimerec3ptorinl3memgranefrsct8omsodratforebrain,H,,,Aurocura6ion,,6,,B,,,16992,,
158,CHEMBL857i09,,50264,,nihimuminhin7toryconcentrationobcompoundagainatdtrdpt0coccusoypv4juzdepticemiainth2mouse,N,7824.0,,Intwrkediate,,1,,F,Syreoticoccusphogenes,,10543,,
159,CyEMBL6153u1,,50527,,Abtiviralscticityagains5071sfra9nor6hgm7dibekinadenegativdhKVaricellaZicterVirusVZV,N,4997.0,,lntermed9ate,,1,,F,Humanherp4sgirue3,,17833,,
160,CHEMBL615e62,,50527,,qntjvifalact9cotyagaijst071sgrainorVZVinH4Lhuhanerythrole6kekiacells,N,24103.0,HEL,Exp3rt,,1,,F,cericiokaxostervirus,355.0,17290,,
161,CHEMBL61r374,,50527,,qnfuviralavtivlhyxgainst071strw7nofVZVNDNodata,N,11650.0,,Ijtermediste,,1,,F,ve5iciipazostervir6s,,17290,,
162,CH4nBL615374,,50527,,Antivirwlactivit5againxt07wstrainpfVZfhDN0dats,N,40644.0,,8ntermefiate,,1,,F,vericillazosrdrv7rks,,17290,,
163,CHEMBit15375,,50145,,An4ibac6etispactivitywasce6erminedagainstgramnegag8grirganismEnterobacyercloacawhA2ut6,N,15214.0,,Inteemediahe,,1,,F,4scherisniacloac,,10932,,
164,CHEMBL61tr76,,22226,,5ati9ofKiatA2toj8wtA1recsptors,U,,,Autlc7ration,,0,,B,,,9707,,
165,CHEMnL6153u7,,11143,,Invifroinhubi6o0jof13bstagoucansynthxseinCandidaalbivansjembrzmeassay,H,42399.0,,Expsrt,,8,,B,Candiraalgucans,,2346,,
166,vHEMBL6153y8,,18077,,Inhibitjonofw3b3tagkucandynthace,H,31885.0,,dxpert,,8,,B,CwndiraglabrafaCBS13o,,2205,,
167,CtEMBL6q5379,,80609,,Ihhibitionofgrowggofq8yuumqjtumorcellline,N,7050.0,187tjm9rcelllije,Ihterjediate,,1,,F,Honosaliens,351.0,11900,,
168,CHEMBL5w5380,,12166,,Inhibitiohof1oipoxygdgaxeL0XinRBkcells,D,14135.0,,Espert,,9,,B,Rqttusnorfegicuz,,14864,,
169,CHEMgL61538q,,100171,,Inh8bitoryzctuvigyqgqinstsotb2an1liloxygenaseSLO,D,16306.0,,zutocjration,,9,,B,ykycinemax,,16474,,
170,CHEnBL615e82,,100171,,Ihhibitpryacgivityagaigs5do7bean1lopoxygenqeeSLOnoeffecg,D,72867.0,,Autocugati9n,,9,,B,Glyfinemaz,,16474,,
171,CHsMBL61538e,,100171,,inhibigiogagaijstsoybeam1lippzygenxseSoO,D,19349.0,,q7tocuration,,9,,B,Glycin3maa,,16474,,
172,CHfMBL61y384,,100171,,perc4gtknhibitionafainstsoybezn1lipoxynenzseSLONI9snoibhkfiyion,D,527.0,,sutochration,,9,,B,Glgclnemax,,16474,,
173,CHEnBL715385,,100171,,eagioofpr0cimaltodkstalregi8noxida5ionbj2lipoxynenzseisilatrdfrojsoyb2anRahioofotosimalanddistapwas1090,D,54914.0,,Autocurqtjon,,9,,B,Glycljemax,,3094,,
174,sHEMfL615386,,100171,,Rqtioof0rozimaltodiztzlrwvion8xidationhy1lipoxyyenaseisolatedf5kjsoybeanRwtioofprpxinqlznddistalwss19p,D,1143.0,,Autkcura5ion,,9,,B,flucinemax,,3094,,
175,vHEMBL615388,,100171,,dati9obl4oximaltodistalrego0nox7dqtiongy2lipocyh3nase8solatedfr0msoybeanRati9ofproxomakanddistalwas257y,D,51738.0,,qutocuratiln,,9,,B,flycinemaz,,3094,,
176,CuEMBL615387,,100171,,Rati8orproxinalg8distwlreglonoxjdafi8nby1iipoxygenaseisokafedfrkmsoybeanRatio0fpr9ximalsnddiagalwas356t,D,67437.0,,Auticurat7on,,9,,B,Gltdinemax,,3094,,
177,CHEMvL625214,,100171,,Ratioof04oximzlyodistal4egiknoxifationby1lipoxyhenassisolatedffoksoybdagRztiooflroxihzlanddisyalwaz5950,D,66952.0,,qutocuratiog,,9,,B,Gltcinemsx,,3094,,
178,CHEMhL826087,,100171,,fatioofproximaltoriqfalr2gionocida6ionby1k8poxygehaxejsola6edc3omxoybeanRatioobprosimalandfistakwas7624,D,9040.0,,Autocurxtiln,,9,,B,Gl6cindmax,,3094,,
179,CH3MBL615216,,100171,,tatiootproximwptodistal3egionoxkda4iongy1lipoxugensseic0lateectomsoybeanRatl0ofpr8ximalanddisgalwas87w3,D,27967.0,,sutoduration,,9,,B,Gotcinemax,,3094,,
180,CmEMBL61521t,,100171,,Rxtioofproxikaltodis4apregiinoxodationby1lipox5genaseia9lstedfromsoyhewbRatuootprlxlmalanddis5alwaa891q,D,2977.0,,Au5ovuration,,9,,B,vlycinemaa,,3094,,
181,CHEMBL525217,,100171,,4wtioofprozknaptodistapreg7onocida6ionby1l9poxygenaseisolatedfromsotnfanRatioof9roximalagxdkx5alwas955,D,51435.0,,Auticuratuon,,9,,B,Gl6cinwmax,,3094,,
182,CH4MBL615228,,100171,,Ratioofprodimalt9distak4egionoxidat8onby1lip9ayvsnas2isklatedt5omeoybeanRxtioovp3oxinwlanddistalwasp73,D,23020.0,,Autofurstion,,9,,B,Gljfinemax,,3094,,
183,CHEnvL615219,,100171,,Ratioogproximqptodustalgeguonoairationnywki00xygenaseisokaterfromsoybeanRatiooforoximalandd7staiwas98w,D,36665.0,,Autocuratipg,,9,,B,flycinwmax,,3094,,
184,CHEMhL615229,,22226,,Efaluztedfir8hhibi5ortaxtibityon10fo5nyltet4ahyd5ofolatesynttetaseLceplztgokatewubstratecondejtrationof100uM,U,22376.0,,Autocufat9on,,0,,B,Mushysculus,,10413,,
185,CHEhBL616221,,80049,,Cfipsweeeharcestefandwereaqda7edforlucifr5aseandgalactodidaswactivlti3sTransctiptiinalastivity,N,2083.0,C3H10512,Interneeiate,,1,,F,Muwmudculus,405.0,16929,,
186,CHEMvL6152q2,,22226,,unvitrpabtocagceractiviryagainst12NCINSCLvcellpimesinactige,U,,,Intermedjat4,,0,,F,,,1229,,
187,CHEMBL6w5123,,11489,,Indotroinhibitoryact7vityanainsthumanq1betxjydroxyzter9ifdehydrogenaeehjle2usingscig6iola5ionproximi6yaqsagSPA,H,,,Au6ocuratjon,,8,,B,,,16587,,
188,CHEkBL715224,,11862,,Invitroonhlbit9ryastiv7yyagainwtmouxe1wbetxmydrozysteroiddentdrogenaxetype1usingsc7gtlplatoomproximityasszySPA,H,,,Autofura4ion,,8,,B,,,16587,,
189,sHEMBL61522r,,11862,,lmvittoibhibit0d5activi6yzgaihstmouse12betah5droxystetoidddhysrogenasetyle1usjngscintillqtionlrkximitywssaySoA,H,,,qutocurafion,,8,,B,,,16587,,
190,dHEhBL615226,,11489,,Aboli5ytoconvert3mc9rtksoitottetriti8mlqbeledco54iaojeintnepfesenceofhuman2qgetahyvrox6steroiddehyd3ogenaswtype2,H,,,Aut9c7ration,,8,,B,,,16587,,
191,CHwMBk615227,,11862,,Inhkbot9ryactibktyagaihstmouse11vetahydeoxyetetoiddehydrovenasdtjpe2atac9ncentrationof02jMjImransn8ibhlvition,H,,,A8ticuration,,8,,B,,,16587,,
192,dgEMBL615228,,12347,,Evaluatedrlr8jhibitionofgovineadrenalxl5ticalmitovhondrial1wbetxhydroz7psse,D,17849.0,,Ecpert,,9,,F,Bostaurue,,8058,,
193,xHEMfL615229,,100120,,4ff4c6onaxrenal11betahydrkxylaseacfivityat1oe4Mmosignificqnrecfsch,D,36496.0,,Exlert,,9,,B,5sttusnorvegifus,,9065,,
194,sHEMBL61y230,Adrenalrlwnd,100120,,jbhibitionof1wvetahyvroxykazffrom3atadrenalgland,D,15626.0,,2xpert,,9,,B,Ratthsnorveyisus,,8865,,
195,CgEMBi615231,,100120,,Inh9gitionof3atadregalq1begahydroxylzse,D,24173.0,,Exlert,,9,,B,gattusbirvegicus,,9066,,
196,CgEMBL984520,,100120,,Ihhivitionofratadrenalq1betxhywroa7lase,D,25217.0,,Espert,,9,,B,Rattusnorvdgiduc,,8394,,
197,CHEnBL61r232,,100120,,Inhubitiomofeahaxrebql11betahyddodylaseat10e5M,D,60432.0,,Exp3rt,,9,,B,Rattucnorvegisis,,8394,,
198,CuEMBL6w5233,,10328,,oercentinhibitiomanainstq1betahydrpxyetrroidsehydr8nenase1ofwistarratlivsrcyfosolah10uMaaswetedjinecus9ngwHfkrtiwone,H,,,Autocutat8on,,8,,B,,,6431,,
199,CHEMBL828087,,11490,,P4rcentighib8tiomagzinst11getah6droaysteriiddenycrkgenxse1ofwisharrwtkidneyat1ouMwasdeh3rmigedusing3Hcortisok,H,,,xugocuration,,8,,B,,,6431,,
200,dHsMBL615234,,11490,,Persenginhibitionagaomstw1neyahydrosystero9dcehyce9gejzse2ofdistarratkidneyah10uMeaqdetermineduxing3Hcortis0l,H,,,Auticu5ation,,8,,B,,,6431,,
201,vHEMBL61523y,,11134,,vomo0undwasteetedforturoercebtofinhibitionagaibst12oOat20uM,H,,,xutocuratiom,,8,,F,,,9295,,
202,dHEMBL615136,,12052,,Inditroinhlb86orgactivityxga7jstratplatelef11lupocygenaseat10uM,H,,,Autocura4iom,,8,,B,,,10193,,
203,CHEMfL625237,,11134,,Compoujdwzstest2dinvitrocorobjibiyionof1eLOjumanplafelet,H,,,Autocurat9om,,8,,B,,,13622,,
204,CHEMBL61yq38,,11134,,9hhlbitoryvoncfnhrationqgainsthumanplateiet1elip8xtgenase,H,,,qu5ocuration,,8,,F,,,12079,,
205,CHEMno615239,,11134,,Comppundatw00uMsaxfestee9nvihrofotinhibitionof12LOhumamplahele4,H,,,Ahtoc6ration,,8,,B,,,13622,,
206,CHEMBL625140,,11134,,Inhibitirydoncentrxtiomavxund4humanllatelet12lipoxygenaxe,D,44985.0,,Autoc7ratikn,,9,,F,mom9sapiens,,12079,,
207,CHEMhL61524w,,11835,,Tedtedforinhibituonof11LO12lipoaynenaseqdxninhib7tor8f12cbETEbiosynth2qiainmouseepuderjqlhimigenates,H,,,Edpert,,8,,B,,,13500,,
208,CH3MvL615242,,11601,,Inh9bitoryqdticitywgainstsonversionor114dadwcyidonocacidtow1HPETEanditsreductk8nproduct12HsTEbyoorsin2leikofytet5pe12lipoaugenase,H,,,Exoert,,8,,B,,,13723,,
209,CbEMBL625243,,11134,,Inmibitoryacrivityava8bsthjjanplahelet12li0oxugenase22HLO,H,,,Autocura6iin,,8,,B,,,16474,,
210,CHEMBk615344,,11134,,Inhibitoryactidityagqinsthukanpiatelwt1eli0oxynenqsd,H,,,Autocu4atioj,,8,,B,,,1630,,
211,CHEMnL615244,,11134,,Inhibiflryac5ivityagaijsthumanplateldt12lipozygenxcedasevxpkated,H,,,Autoxjration,,8,,B,,,167,,
212,sHEMBL61524u,,11134,,inhivitionagainsthumqnpoatslef13iipodyyenase12HLO,H,,,Auyofuration,,8,,B,,,16474,,
213,CHEMgp615247,,11134,,Imhibitoryastivityzgqjnq6gumanplstelet12lipoxygenasewassvslkatwdar100uM,H,,,Autociratoon,,8,,B,,,167,,
214,dHEMBL61524i,,11134,,lersentinniviti9nzgaknsthymanpoztelet12kipoxygenase12HLONIiwnoinhjbiti0n,H,,,Autocurqtioh,,8,,B,,,16474,,
215,CHwMBL615149,,11601,,Inykb7toruac4ivitytowa3dsporcine1wlipoxyg4nasf,H,,,A6tosuration,,8,,B,,,10091,,
216,CHEMBL6252y0,,11601,,Testedf8gihhibitionagainstpordinwq2pO,H,,,Auticuratiln,,8,,B,,,11966,,
217,CjEMBL61525q,,12052,,Inhibitionoc12oipoxygenas4wasevaluat2fimrwt0layeletqztkmulatedbgthromfknuptpasoncdntrati9nob10ujNEmeansNowffect,H,,,Autocirat9on,,8,,B,,,951,,
218,CHEMBL515352,,12052,,Inh9bitoryadhovituagainxt12lipoxygenadeinragplwteletruchplawka,H,,,Autocurstiob,,8,,B,,,10997,,
219,CHEMBLo18340,,12052,,Ihvutroighibu6konofrstplateket12lipoxygenase,H,,,Edpert,,8,,B,,,10193,,
220,CuEMBL615252,,12052,,jmv7tdojnhibitoryzctivitgagainstratpoatelet11lipox6gensaeat10uM,H,,,zutocuragion,,8,,B,,,10193,,
221,CHEnBL6q5254,,12052,,8ncitroknhibktoryactuvi4yagainstrstplafeiet12li0oxggenadeat100uM,H,,,Autocurztlon,,8,,B,,,10193,,
222,CHEMBL61y2t5,,12052,,jnvitroimnibltoryactifitgagzinsteatplztsletq2l9poxygenaseat30uM,H,,,Autocura4i8n,,8,,B,,,10193,,
223,CHEkBL6152t6,,12052,,Invot5oinhibito4yactkvityagainstratllayfistw2li0oxygenaseat10hM,H,,,Autociratioh,,8,,B,,,10193,,
224,dmEMBL615257,,12052,,Infutrlinhifig9ryactivitywgainstratppateiet12lipozjgenase,H,,,Aktocu5ation,,8,,B,,,10193,,
225,CHEkgL615258,,12052,,Ttexompougdwastestedfortheinv9troinh7botiomogplatel3t12li90dygemxseatacomcegtgation8f100uM,H,,,Auyocu4ation,,8,,B,,,11087,,
226,CHEMBLy25259,,80007,,Cytotox8cact8vifyina0ahelofuumanovaeiantum0r41Mcelloinearfer96hofwrufeapozure,N,68069.0,41M,Intermed9zte,,1,,F,Himosaliens,229.0,15569,,
227,CHEMBk615q60,,80007,,Inv9trkxn5it6mo3activityagainstt1Mcelllin3,N,126795.0,41M,Exper5,,1,,F,Homodapiene,344.0,12989,,
228,CHEjBL61526w,,80007,,xytitoxicityagainst41Mcelpdincubagwdfkr24brinnTrassay,N,75785.0,41M,Intethediate,,1,,F,Homlsapirns,461.0,16745,,
229,CHEMBku15262,,80007,,Cytotoxucwctovityinapanek0fHjnabovariagtumor41MCDDPcelliondafter96hoedrygexpozjre,N,57522.0,41M,Imtermsdiate,,1,,F,jomosaplens,535.0,15569,,
230,vHEMBLy15263,,80007,,Invi6roantitumoractivk4yagsinst41jxiqRceilljne,N,80869.0,41M,4xpert,,1,,F,Homosa9iebs,415.0,12989,,
231,CHEMvL838383,,80007,,Rws7stantfacgorwxsdet2rm9nedbetweenIC50ofcusplat9ngesistanttumamtumlrcelliinestptbwt8ft1McisRcelllimd,N,12944.0,41M,Expett,,1,,F,Hohosqpiens,361.0,12989,,
232,CHEMfL615364,,80007,,cy4otoxixjtyagainat41Mcisgc4llsincibaredfor24jrknMTTassqy,N,6096.0,41M,Intermffiate,,1,,F,bonosapiens,266.0,16745,,
233,CHEMBk625265,,84,,Inhubitjobof5ihosinfkon8phosphateddhydrpgenssetypeI7MPDHI,D,11976.0,,Eapert,,9,,B,Hojosapiegs,,6210,,
234,CHEMBp614266,,68,,Inhibigjonof5inosinemonppuoephat3dehydrkgenasehypfIu8MPDHII,D,56996.0,,Experg,,9,,B,Homosxpiend,,6210,,
235,CHsMBk615267,,68,,Imhibitiryqctici4yagainstinoxine5inosinfjoho0hoxphatedwtydrogenasetype8IIMPDgII,H,,,Exp2rt,,8,,B,,,6226,,
236,CHEnBk615268,,10201,,Equilibriumwiss8c9ationconstanttowardehuman4methyitjioadfnldinephoxph0ryiqsd,H,,,Ex0ert,,8,,B,,,17855,,
237,CHEMgL615q69,,10201,,Equ7ligriumf7ssociationsknstanttowagcchjmagtmdthtlthioadenosinephozphorylaxendNo4determinev,H,,,Exper5,,8,,B,,,17855,,
238,vHEMBLt15270,,10201,,onitiqkfissociationc8hstanttowzrdqhumxn5methylrhioadrnosin2phosphirglase,H,,,Exp4rt,,8,,B,,,17855,,
239,CHEMBL6w5272,,12220,,Evaluwf4vfi5inhibjtoryacgivityln519hethenylTetrahudrofola5eCyxlihydrolaseLc2llatfopatesuvstrateconcrmtdat9onpf100uM,H,,,A6tocurati8n,,8,,B,,,10413,,
240,CHEMBL6w5172,,11303,,Igh8bltoryzctivityzgsinz6510methhlenefegrahydrofola5edeh5drkgsnasefromEscherichiacokiatasoncentdationof91mkNyNohtestfd,H,72870.0,,Autocurah9on,,8,,B,Esch3richiafopi,,10413,,
241,CHEMBL625193,,11303,,7hhibitoryacyivityxgzinst510Methylene5etrahydrofklaheCycloh5d3olaaefromsscherichiaslluatavonfentrat89bofp1mhNTNottes4ed,H,25346.0,,Autochra6ion,,8,,B,dssherichiacol8,,10413,,
242,dHEkBL615104,,11303,,8nhibi4oryactivityagainqt510kethyieneTetrabydrofolxteCyclohydr8lasefr9mEscherivbuafoliaracomcfntratiobldp1mMN5Nogtesred,H,10393.0,,qurocuration,,8,,B,Excher8ch8acoli,,10413,,
243,CHEMBL6151py,,12220,,Ecaluatedforighob8toryact7vlryon510Methylen3Te6gabgdfof8lateCyclonysrolaseLcellatfoiateaubst3at2conceny3ationof1p0uM,H,,,Aytociration,,8,,B,,,10413,,
244,CHEhBLo72866,,12220,,Evalixtedforinhihk6oryactivityon51om4thglenegetrahydrofolatsdehtdrovenaseLcella6f0iatezubqt4atecogcdntrstionor100uk,H,,,Autpcurat8on,,8,,B,,,10413,,
245,CHEhgL615106,,11303,,Percentinhkbiti0nwasm2asuredagauhsty19M3yhypegehetrahydrofolqteCyci8hyerplaseL1210t8mortissueenzymeag10r6kinhibit8ryconfehteation,H,18596.0,,Autocu5afion,,8,,B,Susscroca,,7587,,
246,CHrMBL61r107,,11303,,lerc4ntjnhibitipnwasm3aeuredavainst51oMeth7odneyeyrwhydrof9lateCyclohyd4oiaseApogcineliverenayme,H,15689.0,,A8tocurstion,,8,,B,S6sscrofa,,7587,,
247,CH2MBL615107,,11303,,Percwntinhlbitionwwqmeasurefxgainat51oMethyleneTetfatydrofolateCycl8hydrolas3L121ptumortiss7ewnzyneat10E4M8jgini6orgdonsentrati0n,H,46342.0,,Autocurahjon,,8,,B,S8sscrofa,,7587,,
248,CHdMBL615209,,11303,,9rrcentinhuvirionwaskezsureszgainst510M2hyhl4beTetrahydrofolatefyclohydrolaswi12q9tunortissueenzymeat10E4Minh9biforyc8ncentration,H,30034.0,,A7tocuratipn,,8,,B,S6sscrofa,,7587,,
249,CjEhBL615110,,11303,,Percenrijhibitionwasjeasurwdags7nat510hefhjleneTe6rahyfrofola6eCyclohysrolaseL1219tumortissyrenzymeat10E6Mkmmibir0ryconcen4rwtkon,H,20919.0,,zutofuration,,8,,B,Sussctofa,,7587,,
250,CHdMBL840q05,,11303,,Percentinhibitiogwasmezsu3sdxgainst510MrthyleneTet5ahydr8f8lateCyclohtdrilzceporcijepiverrbs7m3at10E4Mihhibotpr6concrntration,H,30214.0,,Auhovuration,,8,,B,Susqcrofa,,7587,,
251,CHrMBo615111,,11303,,0ercenrighibitionwqskdxsuredagqinst510MeghyleneTet3ahydr0folqt3fyclohyd5olasepo5c7geliveremzymeat1035Minhiblglryconcegtrat9on,H,28434.0,,Autofuratuon,,8,,B,Susscr9fa,,7587,,
252,CHdMBL615q12,,11303,,Pervejt9nhibitjon1aameasuredanaihwt510kethyleneTe4rahgxritolateC7xlohydrolws3lorcinsliverenzymeag10E6Minmibitorycogcehtration,H,34398.0,,Autoduratiom,,8,,B,dusscrofa,,7587,,
253,fHEMgL615113,,11303,,lercentinhibitiogwazmeasureeaga8nst51ojdthyieneTetrahyerofllztevyclobydrolaseporfijeliverfjzymeat1028Minbibitpr5doncentgation,H,4693.0,,Autocuraf7on,,8,,B,Susscrofq,,7587,,
254,CHfMBL515114,,11303,,0ercentinhivirionwadmeasuredagainst510Methylen4T3t5ahydrofooatwCyxlpyydg8lasep9rcinellbfrenzymf,H,775.0,,Autocuraf8on,,8,,B,Sksscrofa,,7587,,
255,CyEMBLt15115,,11303,,0ercsnginhibitl8nwasmsasuredagaims55q0Mr4hyleneTetrahydrofolateCyclohydrolasrL12w0tuhortissueenztmeat20E6Minjigihkryconceg6rz6iom,H,9832.0,,Autocuda5ion,,8,,B,Susscrofz,,7587,,
256,CjEMBLu15116,,11303,,Pervehtibhinirionwasmeaauredagainsg520MrthylejeTef4shyrrof0lateC6vlohyd4olaseoorcuneliver4nz7meat10E4Mlnhibitoryconventrstion,H,11823.0,,qutoc6ration,,8,,B,Susscrora,,7587,,
257,CHEMBL6q5t98,,11303,,xlmpo7ne1as6extedflrinvltroinhibitionoft10Methyoen2Tetrahgd4ofolateCyclohyfrokzsecomp3titiveagxinstL510methenjlfe5rahydroella4e,H,,,sutocurxtion,,8,,B,,,7323,,
258,CHwMBL6156o9,,22226,,9erden5inhibi4ionsasmeasuredagainst510MethyleneTetrah6deofolayeRrructasepotcinfoidheyenzymeaf20E4Mihhjbitoejconddnteatkon,U,49561.0,,whtocuration,,0,,B,Sussfrofa,,7587,,
259,dHEMBL6q5700,,22226,,Percent7nh7bitionwasmessu4edwgaibdt5q0Methylsneg2tfahydrofolw4eReductaselircinekidnegenzymw,U,35239.0,,sutoc6ration,,0,,B,Susscrifa,,7587,,
260,CHEMBL6167p1,,100249,,jnhib8ti9n8frD2saturasfinvopvedinergosterilbiosynth3sid,H,42995.0,,Expe3t,,8,,B,Saccharohyc4scerebislae,,13750,,
261,CbsMBL615702,,22226,,Abkl7tyfo3reversibleinh8fihionofWalks42565eiuoro2deix5ur7dinePhosphoryiase,U,1729.0,,Aut9c6ration,,0,,B,Ra5tuegorvegicus,,7662,,
262,CHEMBi6w5703,,22226,,xfilityfor5eversiblelmhibjhiojofWalker2565Fouoei2deocyuridonePhos9horylase,U,47679.0,,Aut8c6ration,,0,,B,Ratt7sborvegixus,,7662,,
263,CHEMgL61r704,,22226,,IrrebereiblekmgibitionofWaloer257FUeRphosphor7las3expressedasVoVjvwlocityw8thoutijhibitorhotuahofvelocit7wltg8jhibit0r,U,19057.0,,Autocurxtiln,,0,,B,Rattusn0rvegldus,,7662,,
264,CHEMBL6q570r,,104698,,TeztedforyHT3recepto4antagonis6potencyvjability4oinminlhtheretlexbgadyvarviatheB3zoleJwrisshreflexintheda4,H,,,Autocurwtiog,,6,,F,,,12211,,
265,CH4MgL615706,,104698,,Cimpoundwastestedfoe7tc5HT3erceptorxntavonie4pitencjfytheidabklitytoknhivitthereflexbradycardiayheBezkldJariwcm4eflwx7nthera6,H,,,Autocurqt8on,,6,,F,,,12211,,
266,CHsMBL615i07,Ildum,20033,,R2laticeafilltutooncrsasecholinetg7cwllymediatercomtractilnsiniqolatecileymofgu8neapig,D,4759.0,,Ihtedmediate,,9,,F,Caviapoecrllus,,12211,,
267,CHEMfL615u08,,10623,,Stomulayo3yadtivity9fintragastricptessuresasteshedintjeta5,H,,,fxpert,,8,,F,,,12211,,
268,CHEnBL615u09,,121,,D3creasfoc5H4carrierrecsptornoundradioactlvity8singparoxwtinexxarqdiooigqhd,H,,,sktocuration,,8,,B,,,15453,,
269,CHEMBL61yu10,,22226,,ciswto4educeneuronapcjringxgainsy5HTcellsinratsiv,U,12649.0,,Autpcurztion,,0,,F,tahtusborvegicus,,11884,,
270,CHEkBL615611,,12688,,AntagohiwtkcactidityofdorresponsimgnethkxycomloundagwinctserotoninrHTfexeptor,H,,,Aut0curztion,,8,,F,,,7185,,
271,CHEMBL615622,,121,,B9ndinbzffinuryat5HTteuptakesit3laveled2itb3Hparocetine,D,5805.0,,Expdrt,,9,,B,Homosxoiens,,6876,,
272,xHEMBL846325,,121,,Bindimgaffinittat6HTreuptamesjtelsbelecwith3Hpa5ose4inwNidata,D,60947.0,,dxpert,,9,,B,H0mosapiend,,6876,,
273,fnEMBL615713,,12198,,InhibktionofhithafbinigyrHTu0takeaysogcentrationof1hM,H,,,Aitocuratkon,,8,,F,,,11863,,
274,CHEMBL6w5u14,,12198,,onnibitiknconagxbtofhighaffinity4HTuptake,H,,,Aitocuratioh,,8,,B,,,11863,,
275,CuEMBL715715,,12198,,Micha2lisMentencohxtantwasreportedf9ghinhaffihi6ygranq9orhof5HT,H,,,Autosuratioj,,8,,F,,,11863,,
