assay_id,assay_test_type,chembl_id,assay_strain,assay_cell_type,doc_id,description,assay_type,assay_category,assay_organism,assay_tax_id,assay_tissue,assay_subcellular_fraction,tid
181,,CHfMBL625217,,,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 95:5,B,,Glycine max,3847.0,,,100171
182,,CyEkBL615218,,,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 97:3,B,,Glycine max,3847.0,,,100171
183,,xHEMBL615e19,,,3094,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 99:1,B,,Glycine max,3847.0,,,100171
184,,CHsMBL615210,,,10413,Evaluated for inhibitory activity on 10-formyltetrahydrofolate synthetase(L cell) at folate substrate concentration of 100 uM,B,,Mus musculus,10090.0,,,22226
185,,CHdkBL615221,,C3H10T11,16929,Cells were harvested and were assayed for luciferase and -galactosidase activities (Transcriptional activity),F,,Mus musculus,10090.0,,,80049
186,,CHEMfL6152q2,,,1229,In vitro anticancer activity against 11 NCI NSCLC cell lines; inactive,F,,,,,,22226
187,,CyEMBL614223,,,16587,In vitro inhibitory activity against human 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),B,,,,,,11489
188,,CHEMnL615q24,,,16587,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),B,,,,,,11862
189,,CHEMBL6w522t,,,16587,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA).,B,,,,,,11862
190,,dHEMBL614226,,,16587,Ability to convert [3H]cortisol to the tritium labeled cortisone in the presence of human 11 beta hydroxysteroid dehydrogenase type 2,B,,,,,,11489
191,,CHEMBL625e27,,,16587,Inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 2 at a concentration of 0.2 mM; NI means no inhibition,B,,,,,,11862
192,,CHwMBL61r228,,,8058,Evaluated for inhibition of bovine adrenal cortical mitochondrial 11 beta-hydroxylase,F,,Bos taurus,9913.0,,,12347
193,,CyEMBL6w5229,,,9065,Effect on adrenal 11-beta-hydroxylase activity at 10e-4 M; No significant effect,B,,Rattus norvegicus,10116.0,,,100120
194,,CHEMBL71523o,,,8865,Inhibition of 11 beta-hydroxylase from rat adrenal gland,B,,Rattus norvegicus,10116.0,Adrenal gland,,100120
195,,CHEjBL615221,,,9066,Inhibition of rat adrenal 11-beta-hydroxylase,B,,Rattus norvegicus,10116.0,,,100120
196,,CHEMnL8845e0,,,8394,Inhibition of rat adrenal 11-beta-hydroxylase,B,,Rattus norvegicus,10116.0,,,100120
197,,CHwMBLt15232,,,8394,Inhibition of rat adrenal 11-beta-hydroxylase at 10e-5 M,B,,Rattus norvegicus,10116.0,,,100120
198,,CHEMvL61y233,,,6431,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 1 of wistar rat liver cytosol at 10 uM was determined using [3H]cortisone,B,,,,,,10328
199,,djEMBL827088,,,6431,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,B,,,,,,11490
200,,CHEMnL615224,,,6431,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,B,,,,,,11490
201,,CtEhBL615235,,,9295,Compound was tested for the percent of inhibition against 12-LO at 10 uM,F,,,,,,11134
202,,CHEhBL616236,,,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,B,,,,,,12052
203,,CHwMBL61523u,,,13622,Compound was tested in vitro for inhibition of 12-LO human platelet,B,,,,,,11134
204,,CHwMBp615238,,,12079,Inhibitory concentration against human platelet 12-lipoxygenase,F,,,,,,11134
205,,dHEMnL615239,,,13622,Compound at 100 uM was tested in vitro for inhibition of 12-LO human platelet,B,,,,,,11134
206,,CH3MBL615w40,,,12079,Inhibitory concentration against human platelet 12-lipoxygenase,F,,Homo sapiens,9606.0,,,11134
207,,CHEMBi615q41,,,13500,Tested for inhibition of 12-LO (12-lipoxygenase) as an inhibitor of 12(S)-HETE biosynthesis in mouse epidermal homogenates,B,,,,,,11835
208,,CHEMBL61525w,,,13723,Inhibitory activity against conversion of [1-14C]arachidonic acid to 12-HPETE and its reduction product 12-HETE by porcine leukocyte type 12-lipoxygenase,B,,,,,,11601
209,,CHEjBLy15243,,,16474,Inhibitory activity against human platelet 12-lipoxygenase (12-HLO),B,,,,,,11134
210,,CHEMBL62t244,,,1630,Inhibitory activity against human platelet 12-lipoxygenase,B,,,,,,11134
211,,CHEkBL6152r5,,,167,Inhibitory activity against human platelet 12-lipoxygenase was evaluated,B,,,,,,11134
212,,CH4MBL6152r6,,,16474,% inhibition against human platelet 12-lipoxygenase (12-HLO),B,,,,,,11134
213,,CyEMBL6q5247,,,167,Inhibitory activity against human platelet 12-lipoxygenase was evaluated at 100 uM,B,,,,,,11134
214,,CHEMBLt152t8,,,16474,percent inhibition against human platelet 12-lipoxygenase (12-HLO); NI is no inhibition,B,,,,,,11134
215,,CbEMBL615240,,,10091,Inhibitory activity towards porcine 12-lipoxygenase,B,,,,,,11601
216,,CHEMfL615150,,,11966,Tested for inhibition against porcine 12-LO,B,,,,,,11601
217,,CtEMBL615252,,,951,Inhibition of 12-lipoxygenase was evaluated in rat platelets stimulated by thrombin up to a concentration of 10 uM; NE means No effect,B,,,,,,12052
218,,CbEMBL61525e,,,10997,Inhibitory activity against 12-lipoxygenase in rat platelet rich plasma,B,,,,,,12052
219,,CHEMhL828r40,,,10193,In vitro inhibition of rat platelet 12-lipoxygenase,B,,,,,,12052
220,,vHEMBL61525e,,,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,B,,,,,,12052
221,,dHEMBL61y254,,,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 100 uM,B,,,,,,12052
222,,CHEMBo515255,,,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 30 uM,B,,,,,,12052
223,,CmEMBL615e56,,,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,B,,,,,,12052
224,,CHEnBi615257,,,10193,In vitro inhibitory activity against rat platelet 12-lipoxygenase,B,,,,,,12052
225,,CH3MBp615258,,,11087,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 uM,B,,,,,,12052
226,,CHEMBL614269,,41M,15569,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,F,,Homo sapiens,9606.0,,,80007
227,,CHEMnL615w60,,41M,12989,In vitro antitumor activity against 41M cell line.,F,,Homo sapiens,9606.0,,,80007
228,,dyEMBL615261,,41M,16745,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,F,,Homo sapiens,9606.0,,,80007
229,,CjEMBL615e62,,41M,15569,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,F,,Homo sapiens,9606.0,,,80007
230,,CHrMhL615263,,41M,12989,In vitro antitumor activity against 41McisR cell line.,F,,Homo sapiens,9606.0,,,80007
231,,CHEMBp8w8393,,41M,12989,Resistant factor was determined between IC50 of cisplatin-resistant human tumor cell lines to that of 41McisR cell line,F,,Homo sapiens,9606.0,,,80007
232,,CHEMBL615w54,,41M,16745,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,F,,Homo sapiens,9606.0,,,80007
233,,dHEkBL615265,,,6210,Inhibition of 5'-inosine monophosphate dehydrogenase type I (IMPDH I),B,,Homo sapiens,9606.0,,,84
234,,dHEMvL615266,,,6210,Inhibition of 5'-inosine monophosphate dehydrogenase type II (IMPDH II),B,,Homo sapiens,9606.0,,,68
235,,CHEhBL6w5267,,,6226,Inhibitory activity against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II),B,,,,,,68
236,,CHEMBL61y278,,,17855,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase,B,,,,,,10201
237,,CmEMBp615269,,,17855,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase; nd = Not determined,B,,,,,,10201
238,,CHEMBL7w5270,,,17855,Initial dissociation constant towards human 5'-methylthioadenosine phosphorylase,B,,,,,,10201
239,,CHsMBL615371,,,10413,"Evaluated for inhibitory activity on 5,10-Methenyl Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",B,,,,,,12220
240,,sHEMBk615272,,,10413,"Inhibitory activity against 5,10-methylenetetrahydrofolate dehydrogenase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",B,,Escherichia coli,562.0,,,11303
241,,CHEMBL51510r,,,10413,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM; NT=Not tested",B,,Escherichia coli,562.0,,,11303
242,,CHEkBL61510t,,,10413,"Inhibitory activity against 5,10-Methylene Tetrahydrofolate Cyclohydrolase from Escherichia coli at a concentration of 0.1 mM;NT=Not tested",B,,Escherichia coli,562.0,,,11303
243,,xHEMBL615106,,,10413,"Evaluated for inhibitory activity on 5,10-Methylene Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",B,,,,,,12220
244,,CHEkBL772866,,,10413,"Evaluated for inhibitory activity on 5,10-methylenetetrahydrofolate dehydrogenase(L cell) at folate substrate concentration of 100 uM",B,,,,,,12220
245,,CHfMBLy15106,,,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",B,,Sus scrofa,9823.0,,,11303
246,,CHEMBL6w4107,,,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (A,porcine liver) enzyme.",B,,Sus scrofa,9823.0,,,11303
247,,sH3MBL615108,,,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-4 M inhibitory concentration",B,,Sus scrofa,9823.0,,,11303
248,,CtEMBo615109,,,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-5 M inhibitory concentration",B,,Sus scrofa,9823.0,,,11303
249,,CHEjBL6w5110,,,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",B,,Sus scrofa,9823.0,,,11303
250,,CHEMgL840205,,,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",B,,Sus scrofa,9823.0,,,11303
251,,CH2MBLu15111,,,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-5 M inhibitory concentration",B,,Sus scrofa,9823.0,,,11303
252,,CbEMBL6w5112,,,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-6 M inhibitory concentration",B,,Sus scrofa,9823.0,,,11303
253,,CHEjBL615w13,,,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-7 M inhibitory concentration",B,,Sus scrofa,9823.0,,,11303
254,,CHdkBL615114,,,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme.",B,,Sus scrofa,9823.0,,,11303
255,,CHEMhL615w15,,,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (L1210 tumor tissue) enzyme at 10E-6 M inhibitory concentration",B,,Sus scrofa,9823.0,,,11303
256,,CHEMnL615126,,,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Cyclohydrolase (porcine liver) enzyme at 10E-4 M inhibitory concentration",B,,Sus scrofa,9823.0,,,11303
257,,CHEkBL614698,,,7323,"Compound was tested for in vitro inhibition of 5,10-Methylene Tetrahydrofolate Cyclohydrolase, competitive against (+)-L-5,10-methenyltetrahydrofolate",B,,,,,,11303
258,,CHEMnL625699,,,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme at 10E-4 M inhibitory concentration",B,,Sus scrofa,9823.0,,,22226
259,,CHEMBL615799,,,7587,"Percent inhibition was measured against 5,10-Methylene Tetrahydrofolate Reductase (porcine kidney) enzyme.",B,,Sus scrofa,9823.0,,,22226
260,,CHEMBL615y0w,,,13750,Inhibition of 5-Desaturase involved in ergosterol biosynthesis,B,,Saccharomyces cerevisiae,4932.0,,,100249
261,,CHEkBLu15702,,,7662,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,B,,Rattus norvegicus,10116.0,,,22226
262,,CHEMBLu16703,,,7662,Ability for reversible inhibition of Walker 256 5-Fluoro-2'-deoxyuridine Phosphorylase,B,,Rattus norvegicus,10116.0,,,22226
263,,CHEMBLu15794,,,7662,"Irreversible inhibition of Walker 256 FUDR phosphorylase; expressed as Vo/Vi, velocity without inhibitor to that of velocity with inhibitor",B,,Rattus norvegicus,10116.0,,,22226
264,,CnEMBp615705,,,12211,"Tested for 5-HT 3 receptor antagonist potency by ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",F,,,,,,104698
265,,CHEMBL615up6,,,12211,"Compound was tested for its 5-HT 3 receptor antagonist potency by their ability to inhibit the reflex bradycardia, the Bezold-Jarisch reflex in the rat",F,,,,,,104698
266,,CHEkBk615707,,,12211,Relative ability to increase cholinergically mediated contractions in isolated ileum of guinea pig,F,,Cavia porcellus,10141.0,Ileum,,20033
267,,CHEMBL51570u,,,12211,Stimulatory activity of intragastric pressure was tested in the rat,F,,,,,,10623
268,,fHEMBLy15709,,,15453,% Decrease of 5-HT carrier-receptor -bound radioactivity using paroxetine as a radioligand.,B,,,,,,121
269,,CHEMgp615710,,,11884,Dose to reduce neuronal firing against 5-HT cells in rats (iv),F,,Rattus norvegicus,10116.0,,,22226
270,,CHfMnL615711,,,7185,Antagonistic activity of corresponding methoxy compound against serotonin 5-HT receptor,F,,,,,,12688
271,,CH4MBL6157q2,,,6876,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine,B,,Homo sapiens,9606.0,,,121
272,,CmEMBLi36325,,,6876,Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine; No data,B,,Homo sapiens,9606.0,,,121
273,,vHEMBL614713,,,11863,Inhibition of high affinity 5-HT uptake at concentration of 1 uM,F,,,,,,12198
274,,CHEnhL615714,,,11863,Inhibition constant of high-affinity 5-HT uptake,B,,,,,,12198
275,,CHEMfL715715,,,11863,Michaelis-Menten constant was reported for high affinity transport of 5-HT,F,,,,,,12198
276,,CHEMBo6w5716,,,11863,Maximum rate was determined for high affinity transport of 5-HT,F,,,,,,12198
277,,CHEMgL61571y,,,4639,Compound was tested for agonistic activity against 5-HT uptake,F,,,,,,104714
278,,CHEkBL8o1818,,,15796,Inhibition affinity against 5-HT-1B receptor in rat frontal cortex using radio binding assay,B,,,,,,10577
279,,CuEMBo884540,,,15796,Inhibition affinity against 5-HT-1D receptor in bovine caudate nucleus using radio binding assay,B,,Bos taurus,9913.0,,,105
280,,CHdhBL615718,,,12801,Binding affinity towards 5-hydroxytryptamine 1 receptor using [3H]5-HT as radioligand,B,,Rattus norvegicus,10116.0,,,104744
281,,CHsMBLy15719,,,12801,The compound was evaluated for the binding affinity towards 5-hydroxytryptamine 1 using [3H]5-HT as radioligand,B,,,,,,104744
282,,CH4MBL61y720,,,12120,Percent inhibition of binding of 3.0 nM [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat caudate membranes at 10 e -5 M,B,,,,,Membranes,104744
283,,fHEMBLt15721,,,12120,Percent inhibition of binding of 3.0 nM [3H]5-HT to 5-hydroxytryptamine 1 receptor in rat caudate membranes at 10 e -5 M.,B,,,,,Membranes,104744
284,,CgEMBL6157e2,,,11963,Displacement of binding of [3H]-5-HT to 5-hydroxytryptamine 1 receptor in rat cerebral cortex,B,,,,,,104744
285,,CjEhBL615723,,,11701,Dose required to reduce neuronal firing of 5-HT1A cells by 50%,F,,,,,,51
286,,CHEMBLt157e4,,,9995,In vitro inhibition of [3H]5-HT (2 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,B,,,,Hippocampus,,51
287,,vHEMBL6q5725,,,9995,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-HT1A receptor from bovine hippocampus,B,,,,Hippocampus,,51
288,,CHEMBL61t72t,,,9995,In vitro inhibition of [3H]DPAT (1 nM) binding to 5-hydroxytryptamine 1A receptor from bovine hippocampus,B,,,,Hippocampus,,51
289,Invigo,CHEnBL6q5727,,,16394,Antagonistic activity at postsynaptic 5-HT1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (.26-3.52),F,,,,,,10576
290,,CbEMBL615729,,,11574,Effect on forskolin stimulated adenylate cyclase activity at 5-HT1D receptor of guinea pig substantia nigra.,F,,Cavia porcellus,10141.0,,,105570
291,,CHEMnLo57971,,CHO,15779,Binding affinity towards 5-HT1F (human cloned receptor) in CHO cells using [3H]5-HT as radioligand.,B,,,,,,279
292,,CHEMBLy16729,,,15363,Compound was tested for the displacement of [125I]DOI from clone human 5-hydroxytryptamine 2A receptor,B,,,,,,107
293,,CHEMBk515730,,,15363,Efficacy against 5-hydroxytryptamine 2A receptor,F,,Rattus norvegicus,10116.0,,,12687
294,,CHEMBLuw5731,,,15329,Intrinsic activity towards 5-HT2A receptor of rat tail artery,F,,,,,,12687
295,,CHEMBLu1r732,,,15329,Relative potency towards 5-HT2A receptor of rat tail artery,F,,,,,,12687
296,,CHEMBL615u3e,,,15329,Blocking 5-HT2A receptor-mediated contractions of rat tail artery,F,,,,,,12687
297,,CHEMBo625734,,,15329,Partial agonism at 5-HT2A receptor was evaluated in presence of ketanserin (3-10 nM) in isolated rat tail artery,F,,,,,,12687
298,,CHEhfL615735,,,15329,Compound was tested for the intrinsic activity against 5-HT2A receptors of rat tail artery.,F,,,,,,12687
299,,CHEMho615736,,,15329,Effectiveness in blocking 5-HT2A receptor-mediated contractions of rat tail artery,F,,,,,,12687
300,,CHEMnL61573i,,,273,Evaluated for the agonistic activity against 5-HT4 receptor in non-electrically stimulated guinea-pig ileum.,F,,Cavia porcellus,10141.0,Ileum,,20033
301,,CHEMfL6q5738,,,273,Agonistic activity against Serotonin 5-HT4 receptor in low frequency field stimulation of guinea-pig ileum (FSGPI),F,,Cavia porcellus,10141.0,Ileum,,20033
302,,CHEMBi715739,,,273,Evaluated for the agonistic activity against Serotonin 5-HT4 receptor in non-electrically stimulated guinea-pig ileum.,F,,Cavia porcellus,10141.0,Ileum,,20033
303,,CHEMBi6w5278,,,12092,The binding affinity was measured on 5-hydroxytryptamine 4 receptor using [3H]- GR-113808 as radioligand.,B,,,,,,10623
304,,CH2MBk615279,,,1317,Antagonist activity against 5-HT4 receptor mediated relaxation of rat carbachol contracted esophageal muscularis mucosae,F,,Rattus norvegicus,10116.0,,,10623
305,,CHEMBL714280,,,12409,Binding affinity against 5-hydroxytryptamine 4 receptor,B,,,,,,168
306,,CHEhBL615291,,,11126,Relative competitive index values for binding to 25-OH-D3-1-hydroxylase of chick intestine,B,,Gallus gallus,9031.0,,,22226
