assays_chmbl_d,assays_cnfdnc_scr,assays_cll_d,assays_src_d,assays_ss_strn,assays_ss_ctgr,assays_src_ss_d,assays_ss_tp,assays_ss_d,assays_crtd_b,assays_b_frmt,assays_tss_d,assays_rltnshp_tp,assays_ss_rgnsm,assays_ss_tss,assays_ss_tx_d,assays_ss_cll_tp,assays_ss_tst_tp,assays_vrnt_d,assays_dc_d,assays_td,assays_ss_sbclllr_frctn,assays_dscrptn
CHEMBL627030,1,,1,,,,A,7661,Intermediate,BAO_0000218,2113.0,N,Rattus norvegicus,Kidney,10116.0,,,,10130,50597,,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in kidney; Expressed as percent dose/organ
CHEMBL627031,1,,1,,,,A,7662,Intermediate,BAO_0000218,2107.0,N,Rattus norvegicus,Liver,10116.0,,,,10130,50597,,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in liver; Expressed as percent dose/organ
CHEMBL627032,1,,1,,,,A,7663,Intermediate,BAO_0000218,2048.0,N,Rattus norvegicus,Lung,10116.0,,,,10130,50597,,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in lung; Expressed as percent dose/organ
CHEMBL627033,1,,1,,,,A,7664,Intermediate,BAO_0000218,2385.0,N,Rattus norvegicus,Muscle tissue,10116.0,,,,10130,50597,,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in muscle; Expressed as percent dose/organ
CHEMBL627034,1,,1,,,,A,7665,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,10130,50597,,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in skin; Expressed as percent dose/organ
CHEMBL627035,1,,1,,,,A,7666,Intermediate,BAO_0000218,2106.0,N,Rattus norvegicus,Spleen,10116.0,,,,10130,50597,,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in spleen; Expressed as percent dose/organ
CHEMBL627036,1,,1,,,,A,7667,Intermediate,BAO_0000218,2046.0,N,Rattus norvegicus,Thyroid gland,10116.0,,,,10130,50597,,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in thyroid; Expressed as percent dose/organ
CHEMBL875340,1,,1,,,,A,7668,Intermediate,BAO_0000218,178.0,N,Rattus norvegicus,Blood,10116.0,,,,10130,50597,,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in blood; Expressed as percent dose/organ
CHEMBL627037,1,,1,,,,A,7669,Intermediate,BAO_0000218,948.0,N,Rattus norvegicus,Heart,10116.0,,,,10130,50597,,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in heart; Expressed as percent dose/organ
CHEMBL627038,1,,1,,,,A,7670,Intermediate,BAO_0000218,2113.0,N,Rattus norvegicus,Kidney,10116.0,,,,10130,50597,,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in kidney; Expressed as percent dose/organ
CHEMBL627039,1,,1,,,,A,7671,Intermediate,BAO_0000218,2107.0,N,Rattus norvegicus,Liver,10116.0,,,,10130,50597,,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in liver; Expressed as percent dose/organ
CHEMBL627040,1,,1,,,,A,7672,Intermediate,BAO_0000218,2385.0,N,Rattus norvegicus,Muscle tissue,10116.0,,,,10130,50597,,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in muscle; Expressed as percent dose/organ
CHEMBL624663,1,,1,,,,A,7673,Intermediate,BAO_0000218,2106.0,N,Rattus norvegicus,Spleen,10116.0,,,,10130,50597,,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in spleen; Expressed as percent dose/organ
CHEMBL625963,1,,1,,,,A,7674,Intermediate,BAO_0000218,2046.0,N,Rattus norvegicus,Thyroid gland,10116.0,,,,10130,50597,,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in thyroid; Expressed as percent dose/organ
CHEMBL876799,1,,1,,,,A,7675,Intermediate,BAO_0000218,955.0,N,Rattus norvegicus,Brain,10116.0,,,,10130,50597,,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in brain; Expressed as percent dose/organ
CHEMBL626133,1,,1,,,,A,7676,Intermediate,BAO_0000218,2048.0,N,Rattus norvegicus,Lung,10116.0,,,,10130,50597,,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in lung; Expressed as percent dose/organ
CHEMBL626134,1,,1,,,,A,7677,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,10130,50597,,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in skin; Expressed as percent dose/organ
CHEMBL626135,1,,1,,,,A,7678,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,6295,50597,,In vivo concentration in rat liver exposure 8 hour after oral administration 50 mg/kg
CHEMBL626136,1,,1,,,,A,7679,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,6296,50597,,In vivo concentration in rat liver exposure 8 hour after oral administration 50 mg/kg
CHEMBL626137,1,,1,,,,A,7680,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,6296,50597,,In vivo concentration in rat liver exposure 8 hour after oral administration 50 mg/kg; Below detection limit
CHEMBL626138,1,,1,,,,A,7681,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,6295,50597,,In vivo concentration in rat plasma exposure at 8 hour after oral administration 50 mg/kg
CHEMBL626139,1,,1,,,,A,7682,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,6296,50597,,In vivo concentration in rat plasma exposure at 8 hour after oral administration 50 mg/kg
CHEMBL626140,1,,1,,,,A,7683,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,In vivo,,17260,50597,,C max at a dose of 10 mg/Kg administered intravenously in female hanover-wistar rat
CHEMBL626141,1,,1,,,,A,7684,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,In vivo,,17260,50597,,C max at a dose of 10 mg/Kg administered perorally in female hanover-wistar rat
CHEMBL626142,1,,1,,,,A,7685,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,17686,50597,,C24h in rat p.o. at 20 mg/kg concentration
CHEMBL627930,1,,1,,,,A,7686,Intermediate,BAO_0000218,2385.0,N,Rattus norvegicus,Muscle tissue,10116.0,,In vivo,,9866,50597,,Biodistribution in normal rat muscle in the presence of 0.005 M Gd/0.01 M lig at 2 hr
CHEMBL627931,1,,1,,,,A,7687,Intermediate,BAO_0000218,2385.0,N,Rattus norvegicus,Muscle tissue,10116.0,,In vivo,,9866,50597,,Biodistribution in normal rat muscle in the presence of 0.01 M Gd/0.05 M lig
CHEMBL627932,1,,1,,,,A,7688,Intermediate,BAO_0000218,2385.0,N,Rattus norvegicus,Muscle tissue,10116.0,,In vivo,,9866,50597,,Biodistribution in normal rat muscle in the presence of NAC Gd 0.01 M lig at 2 hr
CHEMBL627933,1,,1,,,,A,7689,Intermediate,BAO_0000218,2106.0,N,Rattus norvegicus,Spleen,10116.0,,In vivo,,9866,50597,,Biodistribution in normal rat spleen in the presence of 0.005 M Gd/0.01 M lig at 2 hr
CHEMBL627934,1,,1,,,,A,7690,Intermediate,BAO_0000218,2106.0,N,Rattus norvegicus,Spleen,10116.0,,In vivo,,9866,50597,,Biodistribution in normal rat spleen in the presence of 0.01 M Gd/0.05 M lig
CHEMBL627935,1,,1,,,,A,7691,Intermediate,BAO_0000218,2106.0,N,Rattus norvegicus,Spleen,10116.0,,In vivo,,9866,50597,,Biodistribution in normal rat spleen in the presence of NAC Gd 0.01 M lig at 2 hr
CHEMBL627936,1,,1,,,,A,7692,Intermediate,BAO_0000218,178.0,N,Rattus norvegicus,Blood,10116.0,,In vivo,,9866,50597,,Biodistribution in rat blood in the presence of 0.001 M/0.008 M GdDTPA-AEP
CHEMBL627937,1,,1,,,,A,7693,Intermediate,BAO_0000218,178.0,N,Rattus norvegicus,Blood,10116.0,,In vivo,,9866,50597,,Biodistribution in rat blood in the presence of 0.01 M GdDTPA-BDP
CHEMBL627938,1,,1,,,,A,7694,Intermediate,BAO_0000218,178.0,N,Rattus norvegicus,Blood,10116.0,,In vivo,,9866,50597,,Biodistribution in rat blood in the presence of 0.01 M/0.01 M GdDTPA-AEP
CHEMBL627939,1,,1,,,,A,7695,Intermediate,BAO_0000218,178.0,N,Rattus norvegicus,Blood,10116.0,,In vivo,,9866,50597,,Biodistribution in rat blood in the presence of 0.05 M Gd/0.15 M lig
CHEMBL627940,1,,1,,,,A,7696,Intermediate,BAO_0000218,178.0,N,Rattus norvegicus,Blood,10116.0,,In vivo,,9866,50597,,Biodistribution in rat blood in the presence of 0.05 M GdDTPA-BDP
CHEMBL627941,1,,1,,,,A,7697,Intermediate,BAO_0000218,178.0,N,Rattus norvegicus,Blood,10116.0,,In vivo,,9866,50597,,Biodistribution in rat blood in the presence of 0.05 M/0.05 M GdDTPA-AEP
CHEMBL876800,1,,1,,,,A,7698,Intermediate,BAO_0000218,178.0,N,Rattus norvegicus,Blood,10116.0,,In vivo,,9866,50597,,Biodistribution in rat blood in the presence of 0.05 M/0.08 M GdDTPA-HPDP
CHEMBL627942,1,,1,,,,A,7699,Intermediate,BAO_0000218,178.0,N,Rattus norvegicus,Blood,10116.0,,In vivo,,9866,50597,,Biodistribution in rat blood in the presence of 0.10 M GdDTPA-BDP
CHEMBL627943,1,,1,,,,A,7700,Intermediate,BAO_0000218,178.0,N,Rattus norvegicus,Blood,10116.0,,In vivo,,9866,50597,,Biodistribution in rat blood in the presence of 0.10 M/0.11 M GdDTPA-AEP
CHEMBL627944,1,,1,,,,A,7701,Intermediate,BAO_0000218,178.0,N,Rattus norvegicus,Blood,10116.0,,In vivo,,9866,50597,,Biodistribution in rat blood in the presence of 50 Gd/kg at 15 min
CHEMBL627945,1,,1,,,,A,7702,Intermediate,BAO_0000218,178.0,N,Rattus norvegicus,Blood,10116.0,,In vivo,,9866,50597,,Biodistribution in rat blood in the presence of 50 Gd/kg at 2 hr
CHEMBL628584,1,,1,,,,A,7703,Intermediate,BAO_0000218,178.0,N,Rattus norvegicus,Blood,10116.0,,In vivo,,9866,50597,,Biodistribution in rat blood in the presence of 50 Gd/kg at 6 hr
CHEMBL628585,1,,1,,,,A,7704,Intermediate,BAO_0000218,178.0,N,Rattus norvegicus,Blood,10116.0,,In vivo,,9866,50597,,Biodistribution in rat blood in the presence of GdDTPA at 15 min
CHEMBL628586,1,,1,,,,A,7705,Intermediate,BAO_0000218,178.0,N,Rattus norvegicus,Blood,10116.0,,In vivo,,9866,50597,,Biodistribution in rat blood in the presence of GdDTPA at 1 hr
CHEMBL628587,1,,1,,,,A,7706,Intermediate,BAO_0000218,178.0,N,Rattus norvegicus,Blood,10116.0,,In vivo,,9866,50597,,Biodistribution in rat blood in the presence of GdDTPA at 30 min
CHEMBL628588,1,,1,,,,A,7707,Intermediate,BAO_0000218,178.0,N,Rattus norvegicus,Blood,10116.0,,In vivo,,9866,50597,,Biodistribution in rat blood in the presence of GdDTPA at 4 hr
CHEMBL628589,1,,1,,,,A,7708,Intermediate,BAO_0000218,178.0,N,Rattus norvegicus,Blood,10116.0,,In vivo,,9866,50597,,Biodistribution in rat blood in the presence of GdDTPA-BDP at 15 min
CHEMBL625304,1,,1,,,,A,7709,Intermediate,BAO_0000218,178.0,N,Rattus norvegicus,Blood,10116.0,,In vivo,,9866,50597,,Biodistribution in rat blood in the presence of GdDTPA-BDP at 30 min
CHEMBL625305,1,,1,,,,A,7710,Intermediate,BAO_0000218,178.0,N,Rattus norvegicus,Blood,10116.0,,In vivo,,9866,50597,,Biodistribution in rat blood in the presence of GdDTPA-BDP at 4 hr
CHEMBL625306,1,,1,,,,A,7711,Intermediate,BAO_0000218,178.0,N,Rattus norvegicus,Blood,10116.0,,In vivo,,9866,50597,,Biodistribution in rat blood in the presence of GdDTPA-BDPat 1 hr
CHEMBL625307,1,,1,,,,A,7712,Intermediate,BAO_0000218,178.0,N,Rattus norvegicus,Blood,10116.0,,In vivo,,9866,50597,,Biodistribution in rat blood in the presence of GdDTPA-HPDP at 15 min
CHEMBL625308,1,,1,,,,A,7713,Intermediate,BAO_0000218,178.0,N,Rattus norvegicus,Blood,10116.0,,In vivo,,9866,50597,,Biodistribution in rat blood in the presence of GdDTPA-HPDP at 30 min
CHEMBL627740,1,,1,,,,A,7714,Intermediate,BAO_0000218,178.0,N,Rattus norvegicus,Blood,10116.0,,In vivo,,9866,50597,,Biodistribution in rat blood in the presence of GdDTPA-HPDP at 4 hr
CHEMBL627741,1,,1,,,,A,7715,Intermediate,BAO_0000218,178.0,N,Rattus norvegicus,Blood,10116.0,,In vivo,,9866,50597,,Biodistribution in rat blood in the presence of GdDTPA-HPDPat 1 hr
CHEMBL627742,1,,1,,,,A,7716,Intermediate,BAO_0000218,178.0,N,Rattus norvegicus,Blood,10116.0,,In vivo,,9866,50597,,Biodistribution in rat blood in the presence of NAC Gd/0.01 M GdDTPA-HPDP
CHEMBL627743,1,,1,,,,A,7717,Intermediate,BAO_0000218,178.0,N,Rattus norvegicus,Blood,10116.0,,In vivo,,9866,50597,,Biodistribution in rat blood in the presence of NCA Gd/0.01 M lip
CHEMBL627744,1,,1,,,,A,7718,Intermediate,BAO_0000218,178.0,N,Rattus norvegicus,Blood,10116.0,,In vivo,,9866,50597,,Biodistribution in rat blood in the presence of NCAGd/0.01 M lig
CHEMBL627745,1,,1,,,,A,7719,Intermediate,BAO_0000218,10000001.0,N,Rattus norvegicus,Bone,10116.0,,In vivo,,9866,50597,,Biodistribution in rat bone in the presence of 0.01 M GdDTPA-BDP
CHEMBL627746,1,,1,,,,A,7720,Intermediate,BAO_0000218,10000001.0,N,Rattus norvegicus,Bone,10116.0,,In vivo,,9866,50597,,Biodistribution in rat bone in the presence of 0.01 M/0.01 M GdDTPA-AEP
CHEMBL627747,1,,1,,,,A,7721,Intermediate,BAO_0000218,10000001.0,N,Rattus norvegicus,Bone,10116.0,,In vivo,,9866,50597,,Biodistribution in rat bone in the presence of 0.01 M/0.08 M GdDTPA-AEP
CHEMBL876810,1,,1,,,,A,7722,Intermediate,BAO_0000218,10000001.0,N,Rattus norvegicus,Bone,10116.0,,In vivo,,9866,50597,,Biodistribution in rat bone in the presence of 0.05 M Gd/0.15 M lig
CHEMBL627748,1,,1,,,,A,7723,Intermediate,BAO_0000218,10000001.0,N,Rattus norvegicus,Bone,10116.0,,In vivo,,9866,50597,,Biodistribution in rat bone in the presence of 0.05 M GdDTPA-BDP
CHEMBL627749,1,,1,,,,A,7724,Intermediate,BAO_0000218,10000001.0,N,Rattus norvegicus,Bone,10116.0,,In vivo,,9866,50597,,Biodistribution in rat bone in the presence of 0.05 M/0.05 M GdDTPA-AEP
CHEMBL627750,1,,1,,,,A,7725,Intermediate,BAO_0000218,10000001.0,N,Rattus norvegicus,Bone,10116.0,,In vivo,,9866,50597,,Biodistribution in rat bone in the presence of 0.05 M/0.08 M GdDTPA-HPDP
CHEMBL618728,1,,1,,,,A,7726,Intermediate,BAO_0000218,10000001.0,N,Rattus norvegicus,Bone,10116.0,,In vivo,,9866,50597,,Biodistribution in rat bone in the presence of 0.10 M GdDTPA-BDP
CHEMBL618729,1,,1,,,,A,7727,Intermediate,BAO_0000218,10000001.0,N,Rattus norvegicus,Bone,10116.0,,In vivo,,9866,50597,,Biodistribution in rat bone in the presence of 0.10 M/0.11 M GdDTPA-AEP
CHEMBL618730,1,,1,,,,A,7728,Intermediate,BAO_0000218,10000001.0,N,Rattus norvegicus,Bone,10116.0,,In vivo,,9866,50597,,Biodistribution in rat bone in the presence of GdDTPA at 15 min
CHEMBL618731,1,,1,,,,A,7729,Intermediate,BAO_0000218,10000001.0,N,Rattus norvegicus,Bone,10116.0,,In vivo,,9866,50597,,Biodistribution in rat bone in the presence of GdDTPA at 1 hr
CHEMBL618732,1,,1,,,,A,7730,Intermediate,BAO_0000218,10000001.0,N,Rattus norvegicus,Bone,10116.0,,In vivo,,9866,50597,,Biodistribution in rat bone in the presence of GdDTPA at 30 min
CHEMBL618733,1,,1,,,,A,7731,Intermediate,BAO_0000218,10000001.0,N,Rattus norvegicus,Bone,10116.0,,In vivo,,9866,50597,,Biodistribution in rat bone in the presence of GdDTPA at 4 hr
CHEMBL618734,1,,1,,,,A,7732,Intermediate,BAO_0000218,10000001.0,N,Rattus norvegicus,Bone,10116.0,,In vivo,,9866,50597,,Biodistribution in rat bone in the presence of GdDTPA-BDP at 15 min
CHEMBL618735,1,,1,,,,A,7733,Intermediate,BAO_0000218,10000001.0,N,Rattus norvegicus,Bone,10116.0,,In vivo,,9866,50597,,Biodistribution in rat bone in the presence of GdDTPA-BDP at 1 hr
CHEMBL876602,1,,1,,,,A,7734,Intermediate,BAO_0000218,10000001.0,N,Rattus norvegicus,Bone,10116.0,,In vivo,,9866,50597,,Biodistribution in rat bone in the presence of GdDTPA-BDP at 30 min
CHEMBL618736,1,,1,,,,A,7735,Intermediate,BAO_0000218,10000001.0,N,Rattus norvegicus,Bone,10116.0,,In vivo,,9866,50597,,Biodistribution in rat bone in the presence of GdDTPA-BDP at 4 hr
CHEMBL618737,1,,1,,,,A,7736,Intermediate,BAO_0000218,10000001.0,N,Rattus norvegicus,Bone,10116.0,,In vivo,,9866,50597,,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 15 min
CHEMBL618738,1,,1,,,,A,7737,Intermediate,BAO_0000218,10000001.0,N,Rattus norvegicus,Bone,10116.0,,In vivo,,9866,50597,,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 1 hr
CHEMBL618739,1,,1,,,,A,7738,Intermediate,BAO_0000218,10000001.0,N,Rattus norvegicus,Bone,10116.0,,In vivo,,9866,50597,,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 30 min
CHEMBL618740,1,,1,,,,A,7739,Intermediate,BAO_0000218,10000001.0,N,Rattus norvegicus,Bone,10116.0,,In vivo,,9866,50597,,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 4 hr
CHEMBL618741,1,,1,,,,A,7740,Intermediate,BAO_0000218,10000001.0,N,Rattus norvegicus,Bone,10116.0,,In vivo,,9866,50597,,Biodistribution in rat bone in the presence of NAC Gd/0.01 M GdDTPA-HPDP
CHEMBL618742,1,,1,,,,A,7741,Intermediate,BAO_0000218,10000001.0,N,Rattus norvegicus,Bone,10116.0,,In vivo,,9866,50597,,Biodistribution in rat bone in the presence of NCA Gd/0.01 M lip
CHEMBL618743,1,,1,,,,A,7742,Intermediate,BAO_0000218,10000001.0,N,Rattus norvegicus,Bone,10116.0,,In vivo,,9866,50597,,Biodistribution in rat bone in the presence of NCAGd/0.01 M lig
CHEMBL618744,1,,1,,,,A,7743,Intermediate,BAO_0000218,1969.0,N,Rattus norvegicus,Plasma,10116.0,,In vivo,,17752,50597,,Half-life from rat plasma at a single oral dose of 25 mg/kg
CHEMBL618745,1,,1,,,,A,7744,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,5610,50597,,Half-life in male rat
CHEMBL620479,1,,1,,,,A,7745,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,In vivo,,5939,50597,,Half-life in rat after peroral administration at 10 mg/kg concentration
CHEMBL620480,1,,1,,,,A,7746,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,In vivo,,5939,50597,,Half-life in rat after peroral administration at 5 mg/kg concentration
CHEMBL620481,1,,1,,,,A,7747,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,In vivo,,17771,50597,,Half-life in rat at a dose of 3 mg/kg
CHEMBL620482,1,,1,,,,A,7748,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,1974,50597,,Half-life was evaluated in rats
CHEMBL876603,1,,1,,,,A,7749,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,,,4239,50597,,Half-life was measured in rat
CHEMBL620483,1,,1,,,,A,7750,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,In vivo,,6681,50597,,Half-life period for the compound was determined in rats at 50 mg/kg dose
CHEMBL620484,1,,1,,,,A,7751,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,In vivo,,17752,50597,,Half-life period in rats after intravenous administration at 5 mg/kg
CHEMBL620485,1,,1,,,,A,7752,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,In vivo,,6046,50597,,Half-life period in rat at 10 mg/kg
CHEMBL620486,1,,1,,,,A,7753,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,In vivo,,6685,50597,,"Half-life period was determined in rats at 10 mg/kg, p.o. dose"
CHEMBL620487,1,,1,,,,A,7754,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,In vivo,,6685,50597,,"Half-life period was determined in rats at 20 mg/kg, i.p. dose"
CHEMBL620488,1,,1,,,,A,7755,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,In vivo,,6685,50597,,"Half-life period was determined in rats at 2 mg/kg, i.v. dose"
CHEMBL620489,1,,1,,,,A,7756,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,In vivo,,4727,50597,,Half-life time in rat the dose of 2 mg/kg
CHEMBL620490,1,,1,,,,A,7757,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,In vivo,,1088,50597,,Half-life was estimated from the elimination phase of the oral [C] vs time curves in 4 rats
CHEMBL620491,1,,1,,,,A,7758,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,In vivo,,5610,50597,,In vivo activity against Staphylococcus aureus when administered orally for 1 hr in rat at a dose of 15 mg/kg
CHEMBL876604,1,,1,,,,A,7759,Intermediate,BAO_0000218,1969.0,N,Rattus norvegicus,Plasma,10116.0,,In vivo,,3032,50597,,"In vivo half life of compound in rat plasma after a oral dose of 10 mg/kg (in water, N=4)"
CHEMBL620492,1,,1,,,,A,7760,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,In vivo,,5199,50597,,Oral half life was determined
CHEMBL620493,1,,1,,,,A,7761,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,In vivo,,14941,50597,,"Pharmacokinetic Parameter, half life period measured in Female Wistar Rats at 100 mg/kg by po administration"
CHEMBL620494,1,,1,,,,A,7762,Intermediate,BAO_0000218,,N,Rattus norvegicus,,10116.0,,In vivo,,4408,50597,,Pharmacokinetic property (t1/2) in rat
CHEMBL620495,1,,1,,,,A,7763,Intermediate,BAO_0000218,1969.0,N,Rattus norvegicus,Plasma,10116.0,,,,2552,50597,,Plasma elimination half-life was determined
