assay_id,src_id,assay_cell_type,confidence_score,assay_organism,assay_test_type,assay_category,assay_tax_id,tissue_id,cell_id,description,assay_tissue,variant_id,src_assay_id,assay_subcellular_fraction,bao_format,doc_id,assay_type,assay_strain
153,1,CdRFCEM,0,Hkjosapiens,,,12042.0,,350.0,Compohndwss2vqluxtedf9riyzinhibitifhsffectonthyjidine3mw6hdincorporationintoDNqofCEMceolsincultyreatcomv10e5,,,,,BAO00o021i,8249,F,
154,1,CC3FCEM,0,Homosapkfns,,,3145.0,,752.0,Compoundwad2dal8atedfo4itainyibitoryeffextpnth5m8dine3HdTndkncof90rationjntoDmAofCwMcellcincuitureatconc10e6,,,,,BAO9o00219,8249,F,
155,1,,0,jomosqpiens,,,7681.0,,,Coj9ijndwwsdvaluq6edforohsihhibiy8rysgf3ftonthymidine4HeThdincorporationintoDNAofCEMMTXcellsinatconc1047,,,,,BAO000po19,8249,F,
156,1,,0,Homosapiwgs,,,32504.0,,,x8mpound1asevzpuatedforitsinhib7tofyefdectinthymidinerHwThdinc94oorxtionintoxNs9cCEMMTXcellsincuktk5eatconc10e4,,,,,BA80000010,8249,F,
157,1,,6,,,,,,,unvit5obindibgwffinitttowarddalpha42b4tq13neuronalnicotiniczcetyicyllindrefept0rin02mdmb5xnefractionsofratgor3b3ain,,,,,BAO090024i,16992,B,
158,1,,1,St5eptoc9ccus9gogenes,,,9912.0,,,Minikuminhigitoryconcentrationofcomp0unxags9nstS44ep48slscuspyogenusseo6icehiainthehouse,,,,,BAO0o002w8,10543,F,
159,1,,1,Hukanherpesb7rus3,,,3911.0,,,wntkviraiaxtkvitywnaimwt072etrainofthymidinekinasen4gativeTKbaricellaZoqterVi4uqVZV,,,,,BAi00p0218,17833,F,
160,1,HEL,1,v3fixillazosyervirus,,,1783.0,,952.0,qbticiralaxtiv9tyagainst071s5rainofVZVuhH3Lyunanerythropeukemiacellz,,,,,BA00o00218,17290,F,
161,1,,1,gsriciplazostervir8s,,,26006.0,,,Agtifiralactivityayainst0i1stra8nofcZVNeh0data,,,,,hAO00o0218,17290,F,
162,1,,1,fwricillasostervitus,,,21406.0,,,Antigjrqlactivityagains5ou1sttsinofVxVNDNodata,,,,,BA90p00218,17290,F,
163,1,,1,escue3ichkacloac,,,33984.0,,,Antihac5erialactivityqasdefermonedagsijdthramneyativekrganksmEnterobaftercl8afzeMx2646,,,,,gxO0000218,10932,F,
164,1,,0,,,,,,,datilofKiatq2yoKiatA1receptirz,,,,,BAO90o0019,9707,B,
165,1,,8,Canxicaaobicans,,,1872.0,,,7nbit4o9ngibi6ionof13betagluxansynthaseinCznd9faalbicansmdmbrageqssay,,,,,BAp00002r9,2346,B,
166,1,,8,vahdidaglabra4aCBd138,,,47807.0,,,unjkfitionpf13b2taglucansynthase,,,,,BAO00003t8,2205,B,
167,1,186tuhorcellkine,1,Hpmowapiens,,,19764.0,,406.0,Inhibiyionofveow6hofq87humantukorcelkoine,,,,,BA80000q19,11900,F,
168,1,,9,Rattjsnorveg7sus,,,4249.0,,,Ibhib9tionof2lipoxgtenaseL8zinRBLcells,,,,,hAO00o0219,14864,B,
169,1,,9,Glyclmemax,,,22790.0,,,Inhifi4oryact8viyyagainatdoybean1liloxyvenaseSLl,,,,,BAi0900357,16474,B,
170,1,,9,Glycinfnax,,,20695.0,,,9nh9hutoryactivitjagainstsoybean1lipoxygenaseqoOnoecb2cf,,,,,BAO0000r5u,16474,B,
171,1,,9,Glyvinejax,,,30165.0,,,ingibitionsgainstsoybeznwkipoxygsnzseSLi,,,,,BAO000o3y7,16474,B,
172,1,,9,Giycinemxx,,,8591.0,,,pefcentinhibirionagainstqoyheam1lipoxygrnaseSLijIjxnoinhibktioj,,,,,BwO00p0357,16474,B,
173,1,,9,flyxinemax,,,18061.0,,,Ratio8fproximxltodidtalr4gilnoxirationby1li9osygebaaeisolatedfromsoyb3anRztioofpriximslanee9stalwqsw080,,,,,BA00p00357,3094,B,
174,1,,9,Glycinekzx,,,9866.0,,,Ratioofproximaitodostal4egoon0xicstionby1lipoxyg4nsseisola6edfromspygexnRqtioofpfox7maoansdistal2as1o9,,,,,BAOp0o0357,3094,B,
175,1,,9,Glyc8nemxx,,,9941.0,,,3qtio0fproximaltodistalrebjpgoxidationby1lipoxygdnaseisolatedbromzkyheanRahkooflrox9hqlanwdistalwas25i5,,,,,BAO00003r6,3094,B,
176,1,,9,Glyxinemad,,,17400.0,,,fatioogpr9xijalhodistalrfgionoxirationby1lipodjg4naseisolatederomwoybeanRatio0f0r8x7maoanddis4al3ad3565,,,,,nAl0000357,3094,B,
177,1,,9,Glyclbemax,,,10813.0,,,Rqtikocp30ximqltod8stxlregionoxidqgipbgy1kipoxygenaseisolatedfromcoybeahRatiopfproximalanddistaiwssr050,,,,,BsO0000457,3094,B,
178,1,,9,Glycinenas,,,33036.0,,,Rsyiiofprlx9kaltodixtalregionoxudati0nny1lipkxygenasdisolaysefromsoybeahRatioofprox8malanddistalqasu724,,,,,BqO0009357,3094,B,
179,1,,9,ylydinemax,,,85065.0,,,4x5ilofprodimaltodoafqlregionoxidationby1lipoxugenaseiwooatrdfromsoybean4a4iopfproxinalanddistqlwad871e,,,,,BqO000035i,3094,B,
180,1,,9,Glycinehqx,,,38571.0,,,Ratiooflekxijaltodistairegionoxidationbt2lipozjgenaseic8latwcfromsoybeanRatiootoroximapanfdisgxl1as8911,,,,,BAO09003t7,3094,B,
181,1,,9,Glgcinemsx,,,15639.0,,,Ratioofprozimaktodictslregionoxidatiobby2lilocyg2naseoxolxredgromsogbeagRat9oofproximalandviatalwxs955,,,,,BAO0p0o357,3094,B,
182,1,,9,tlycin3max,,,11412.0,,,ea4ioofproxihaltkdistzlrfgionodidsyionfy1lipoxyg4nwswisoixyedfromsoubeanRatioofproximalandris4apwas973,,,,,BA9p000357,3094,B,
183,1,,9,Giycinehax,,,18586.0,,,Ratko8gprox8mait9distalregionkxidationby2lipoxygenasd8solatedffomsoybewnRxti0ofproximwlznddiwtapeqs991,,,,,BAO090035i,3094,B,
184,1,,0,Mucmusculuc,,,182.0,,,Evaluatfdfitintibi5or7avtivityon10eoemyltetgahyfrlfolateaynthetaseLcfllwteolayesubstrateconcenttagionofw0puM,,,,,BsO00p0019,10413,B,
185,1,C3Hq0T12,1,husmuqculus,,,14133.0,,991.0,v4llswerrharvedtedxndsefeassqyedforiuciferaseandhalacrosidaseactjvitiecTrqjscriptiojalzftivity,,,,,BAO00p0218,16929,F,
186,1,,0,,,,,,,Invitroanticanceract7biyyagqinst1wgCINaCLCceolpibesimactive,,,,,BAp0000o19,1229,F,
187,1,,8,,,,,,,Inditroinhibitoryactiv947againsthuman11getahydrozuwteroideehydrorrnasetype1usingscibtillatk8g9rkzimityaxsqhSlA,,,,,BAO00o0358,16587,B,
188,1,,8,,,,,,,Invitroinhibitoryactivihyavaibsfm8use11betahydroxystfrpiddfhydrogenzsett0e1usingsc7ntillatlkb0g8xkmithassxySoA,,,,,BAO0po0357,16587,B,
189,1,,8,,,,,,,Inditrkighibotp5yactivltjabaunstmouse1qhegahydr0xjsye4oiddehydrogenasefype1ueibgscint8llationproximltyassaySPA,,,,,BAO000o35i,16587,B,
190,1,,8,,,,,,,Abiiitjtocogvert3Hsortisolf84y3tritiumlavelescortisonwintheo5esenceofhumam11betahyrdoxystrroidwehgdrogenssetyle2,,,,,BAO0p00257,16587,B,
191,1,,8,,,,,,,Inj8nitor5activutyzgainsthouqe11fftahydrozysteroiddehtdronenaseftpe2atac8ncent4atiohof02mkNImeansnoinhibkti8n,,,,,BAO0009367,16587,B,
192,1,,9,Bostaufus,,,16196.0,,,Evaljxtevfo59nhibit7onofbovoneaeeegqlcorticalmitochond3ixl11bwtahydroxyiase,,,,,BzO0000919,8058,F,
193,1,,9,tst5usnorvegicus,,,11930.0,,,Effectlmadrenap11betqhhdrozjlasezctivityat1oe4MNoskgnif8cxnteff4ct,,,,,gAO0009357,9065,B,
194,1,,9,Rattuwno5vegidus,,,14912.0,2563516.0,,Inhibi6ionof11betahyer0xylasecromrqyadtemalvland,Aerenalglajd,,,,BAl0000367,8865,B,
195,1,,9,Rattuenorbegixus,,,42347.0,,,Inhlbitionofratadrenal12fetxhyxrkxylzse,,,,,BA0000035y,9066,B,
196,1,,9,Rsgtusnorvfgicus,,,4607.0,,,Inhlbiti9nofratacrenal11betayyvrlxjlase,,,,,BAO00p9357,8394,B,
197,1,,9,Ratfusnirvegisus,,,6750.0,,,Inhibitionifratadeenal1wbetahydrox7kssezh10etM,,,,,BAO00o9357,8394,B,
198,1,,8,,,,,,,Percejtibuibitionafainst21betahydr0dysyer0idddhjdrogenas31ofwizta5rstliverc7t8solat10uMwawdrt2rmineshsung3Hcortisone,,,,,BzO0000o19,6431,B,
199,1,,8,,,,,,,Persent8nhibitionzgainx41qbetaugdrkxysteroiddenudrogenaseeofwkstsgratkudneyat1ouMwasdetsrminesjsing3Hcortisop,,,,,BAO0000w47,6431,B,
200,1,,8,,,,,,,Percentigh9bkfiobagainst11b2tahydrkxysteroisd2hyd5og3nase2lgwisfarra4kidgeyst10uMwasdetermin2d8sing3bcortisoi,,,,,Bq00000357,6431,B,
201,1,,8,,,,,,,Compiunewastrstedvorthe0ersentofinhibutiomagainst12LOa41phM,,,,,BAO0o00029,9295,F,
202,1,,8,,,,,,,Incitrounhibi5oryactivihyagwibs5eatpia5el4t12lipoxygehaseat10uM,,,,,BAOop00019,10193,B,
203,1,,8,,,,,,,Compouhdwast4stedinvihrodorinjobitlkbof12LOgumanplatel4t,,,,,hAO9000019,13622,B,
204,1,,8,,,,,,,Inhibitor7condentrw6ionxgaibsthuhanpla5elet22lipoxyg2gase,,,,,BAO9090019,12079,F,
205,1,,8,,,,,,,Compoubdat1p08jwastestewknvitrlforinhibitionofq2LOmukanplztele6,,,,,BAl00o0019,13622,B,
206,1,,9,Honosaplens,,,12933.0,,,Inhkbitlrycincentrxtionzgainsthumabplatelet1wliopxyhenas3,,,,,BAO00000qo,12079,F,
207,1,,8,,,,,,,Trsgfdforinhibituojof11iO12l7poxygenaxeacznimtibitorlf13StETEbiosynthesjsinhouseepidedmalhomogenxtes,,,,,BAi0009019,13500,B,
208,1,,8,,,,,,,Inhibito3yactivityagainstconversiijob114Cxtashieonicxcidto12tPErEandutsr4ducti0bproductq2HETEbyoordinele8klcytf5toe12oipoxygenase,,,,,BAO0p003y7,13723,B,
209,1,,8,,,,,,,Inuibitoryactjd9tyagaincthymanllztelet12kipoxtgenase12bLO,,,,,BAOp900019,16474,B,
210,1,,8,,,,,,,Ijhibitot6activitgagainqthkmanplatelet13liooxygegasf,,,,,BAO0000929,1630,B,
211,1,,8,,,,,,,Ighibitpryactivityavaibstjymanplxtele612kipoxygenasewasevaluztrx,,,,,BzO0000p19,167,B,
212,1,,8,,,,,,,inhigoti8nwgqindthumanplatelet12lipkxjgenasr12HLO,,,,,BxOp000019,16474,B,
213,1,,8,,,,,,,knhibito4yactivutyagainsthumqnplatelet12li98cygwjaa4wasevaluatecatq008M,,,,,gAO000p019,167,B,
214,1,,8,,,,,,,percentinhibitionsgainsthunan0ixrelrt12lipoxygenzs212gLONIisboinnibktjon,,,,,BxO0000p19,16474,B,
215,1,,8,,,,,,,Inhibi5oryact7ciyytowardspo4cine12lip9x5genawr,,,,,BAO0o003r7,10091,B,
216,1,,8,,,,,,,Testedfodinyib7tiohagaims5porcine12L8,,,,,BAO00oo357,11966,B,
217,1,,8,,,,,,,Inhibjtionob12liplxygenaee2aseval8qt3einratplxtel4tsstimuiatervythrombinuptoaconcentratuon8f19ukNEmragsboefbect,,,,,BA9000001p,951,B,
218,1,,8,,,,,,,Igbifitortactivityqvainst12l8poxygenssein5atpiateketridhplasma,,,,,BAO0900919,10997,B,
219,1,,8,,,,,,,Invitroinhigitkon8fragpoztelet12l7poxyhenase,,,,,fAOo000019,10193,B,
220,1,,8,,,,,,,Invigroinh9bitoryaftivit5againstrwtplzr3ket12l7poxygebaseat10un,,,,,BAp0000010,10193,B,
221,1,,8,,,,,,,Imvitroibhihitoryactivltyagains6rafplateletq2iipoxtgenasea61o0uh,,,,,BAO9p00019,10193,B,
222,1,,8,,,,,,,Invirroihhibitoryadtiv9tyagajhstrstplatelet12iipoxygenwzeat3ohM,,,,,fAO000001o,10193,B,
223,1,,8,,,,,,,Incitroinhlnitoryact8vityagains4rahplateleg12lipixygehzqeat10uj,,,,,BAO0o0p019,10193,B,
224,1,,8,,,,,,,Invitroinhibitoryactivituagqinstratllateo4t1ek7olxygemase,,,,,BAO9o00019,10193,B,
225,1,,8,,,,,,,Thdcompokmdwastestedglrtyeinviyroinh7fitionkfplatelet12lopksygenzseataconcentrah8onoc190uM,,,,,BAO9p00019,11087,B,
226,1,41M,1,Hojosapiegs,,,33212.0,,602.0,Cytotkxicac4ivuyyinapanelofHhmahogariqhtumor41Mcelioibeafter96bofdrugwxposurd,,,,,gAO9000219,15569,F,
227,1,41M,1,Hkmosa0iens,,,41386.0,,526.0,Invitroantitumkracrkditjagains641Mselllune,,,,,BwO0p00219,12989,F,
228,1,41M,1,g8mosapiens,,,12171.0,,1072.0,cyto5oxjcityagainst41Mcellsijcuvatedfof2rmrknMTgawsay,,,,,BAO00092w9,16745,F,
229,1,41M,1,Homiswpiens,,,11644.0,,545.0,Cytotoxivactivit6inapanelpfHukxnovxriant7morrqMCDDPdelloineaft2ri6hofwrugesposute,,,,,BqO000021p,15569,F,
230,1,41M,1,Homosaplenw,,,18738.0,,826.0,Inditroagtihumoracgivityafaunshe1McisRcelkline,,,,,nqO0000219,12989,F,
231,1,41M,1,Hihosapiens,,,17373.0,,619.0,geslsgantfactorwasret2rminevbetw4enIC50ofcizplatibreeistanthimahtumorcelilinestothxtpf41Mcostxwlllone,,,,,BAl0090219,12989,F,
232,1,41M,1,Homocwpiens,,,12656.0,,1351.0,c5t0yoxicityagainst41hcisRcellsinckbwyedfog2ehgibMTTassay,,,,,BA800p0219,16745,F,
233,1,,9,Homosapirms,,,11910.0,,,7nhkbition9f5knosin4nonophoxphatedehydrogenaaeth9ejIMPDHI,,,,,BwO0p00357,6210,B,
234,1,,9,Hohosapiehs,,,18428.0,,,Inhibitionlf4iboq8nemonoptospjat3degyxrogenasetypeIIIMPDbII,,,,,BwO0000r57,6210,B,
235,1,,8,,,,,,,Inhib74oruactivityagainstinosijd58m9sinekon9phoqphatedwhydrorenasetypeI8IkPDHII,,,,,BAO000p356,6226,B,
236,1,,8,,,,,,,Ewuikibdiimdideoviati8hconstanttkwardshuman4metnylthiozdebosinephosphorylwse,,,,,BAO0000ey7,17855,B,
237,1,,8,,,,,,,E2uilibriujd7esociationfojstan4tosardshuman5kethylthioadenoxineljosphorylac3nvNotdefermimew,,,,,BAO9900357,17855,B,
238,1,,8,,,,,,,Initiakfuszodiatiohconqtanttowardshuman5hethyitmioawenocine9hosphorypase,,,,,BAO0o00e57,17855,B,
239,1,,8,,,,,,,Egaliatevforinhibi4oryachivi6yont10MetmehylTetgahydrofolateChclohtrrolaseLxepla4filatexufwtrztecondentrationof200uM,,,,,BAO0p0o357,10413,B,
240,1,,8,sscherichiavol9,,,21090.0,,,unhobitorysctiv8tyagainst510methylenetetdwhydrofooatedehhddogenaq2fr9mEwcmericmiacolkwtacogcentra6ionof01mnbTNot6rsted,,,,,BqO0000257,10413,B,
241,1,,8,Esche4ichkacolo,,,1822.0,,,Inyibitoryachigi47against510MethylenefetrahydrofilwtexjclohydeolasefromEscuwr8chiacpliataconcentratiinov91mMgTmoy6dsted,,,,,BAO0000r5u,10413,B,
242,1,,8,Eschegjchiacoll,,,42240.0,,,onhihit9ryactiviryagainst5w0MetgyienwTetrahyfrof9lateC5clkyydrolasefromEschwrictiacoloataconcen6rat80nof01nMNTNot5wstee,,,,,BAO00p0257,10413,B,
243,1,,8,,,,,,,Ebalhatedforinhivitoryactjvjtyon519Me6hglen2TdtrahhdrofolareCyvlihgdrolaseLseliatfolatesube4rayecogcengrationof10ouM,,,,,fAO0000r57,10413,B,
244,1,,8,,,,,,,rvaluztsdforinhibitorgactivitton41pjrtyyl2net2tragydrofolaheeehydr0nenaseLcellatf9lates7gstratexoncentrationor100hM,,,,,BAO0900w57,10413,B,
245,1,,8,Shsscrofa,,,17225.0,,,Peesemtighivitionwaemswsuredagq7nqt510MethylsneTetrahydrod0lat2Cycpohydrolqsei1210t7mo4tjssueebzhmeat10EuMinhibitoryconcentratkon,,,,,BAO9000e57,7587,B,
246,1,,8,Suzscrofa,,,23861.0,,,Peexentinh8blfionwawjeasurfeagaibet510MethylegeTerrahydrofola4es5clouydrolaseApo5cineliverrnzyme,,,,,BzO0000919,7587,B,
247,1,,8,Suzscrofa,,,11357.0,,,Percentighibitionwssmeasuredshzinst51oMethylenrTe4eahydrofolatesyclohydrolaseo121otumogt7sau2enzymeatw0f4Minhibi5ofyc0nceh6rati0h,,,,,BAO090o357,7587,B,
248,1,,8,Sudscrofa,,,8383.0,,,Prrcen6inhjbotionwasmeasufedahsinst51ojethyl4mfTet4ahyddofolwtrCycl9hydrolaseLw310tujortissueenzykeat20E5Minh7hitoryconcentrati0n,,,,,BAO9000w57,7587,B,
249,1,,8,Susscroga,,,377.0,,,P2gcentinnibitionwasmeasuredagainst510M4thyldneTetrzmydroc0lat2Cycl0h7rrokaefL1210tumpdtissueenzymeqt10E6jubhiniyofyconcentration,,,,,BAk000o357,7587,B,
250,1,,8,Susacrofa,,,16626.0,,,oercejtinhibitiobaasmszsu3edagainsf510Me5hhlenefetrahydr0folqtesyclihydrooaseporcinel9ve4enz6mear1oE4Mijhibiyoryckncentratlon,,,,,BAO0000918,7587,B,
251,1,,8,Susscrofs,,,6340.0,,,P2rcfmtinhibitipnwasksasuresqgaibst520MethyleneTetrahydeof8lzteCyclohydrllaseporcuneliveremaym4af2pE6Minhigitortvoncentration,,,,,BAO00po019,7587,B,
252,1,,8,Susscdofa,,,33865.0,,,P2rcentinhubifionwazmeadurddagainst5q0Meyhyl3neTetrqnyxeofola6fCyclohuerooaseporcijeliverrbzykest10E6Minhibitorycomcentra6ion,,,,,fAOo000019,7587,B,
253,1,,8,Susscgofa,,,10991.0,,,Pe3cemtinjib7tionwasmessuredagxinat5w0Methylemey4trzhydrlfokateCyclpyydrolasfporcineliverenaymezt10E7klnhibitorgconcengrztiog,,,,,BAOp009019,7587,B,
254,1,,8,Sudscrofa,,,21103.0,,,0ercentlnnibi6ionwasmezsudesabaindt510MdthylemeTetrwhydrofolatrxgclkhydropasepkrcinel9verenzyme,,,,,BAO000o01i,7587,B,
255,1,,8,Suxscrofa,,,18084.0,,,Perventijhibitiog1asneasuredsga7nst510MethtlenrTetrahyd5ofoiateCtciohydrppaseL121ptumor4ossueenzgmea4w0E6Minhibitorycijcebtratiom,,,,,BA00000367,7587,B,
256,1,,8,Susxcrofa,,,17621.0,,,Pefd2ntinhibiyionwasmeaxuredagainstt10Mwthylenefettahydror9lateCyvlohyfrolzzepprciheliverenztmeat10E3Mibhibitoryfoncegfratoln,,,,,BA80009019,7587,B,
257,1,,8,,,,,,,fkmpkundqaqtestedforinvitroighibitionod510MethyleneTe5rwhydfofilatrCyclojydr0paescoj0wtitivewgaonstL510hethenyltetratyd5ofolate,,,,,BAO00004r7,7323,B,
258,1,,0,Susscrifa,,,4239.0,,,Percebtihjibktionqwsmeasuredqgajnst510MetmyleneTetrahydrofolate4erjctaseporsinekidneydnzymrat10E4Minuib8tk5ycknc4nteat8og,,,,,fAOo000019,7587,B,
259,1,,0,Sussc3ofa,,,49275.0,,,Percen4ibh9bitionwasmeasurecagaibst510Me5h5lendTetrqnydr9folagededkctaseporckmekidns5enzyme,,,,,fAO0o00019,7587,B,
260,1,,8,Sacsharomyxesce5eviwiae,,,6219.0,,,8nhubiti9hod5vesaturqseinvoivedinetgost4rolbios6nthesis,,,,,BqO00o0357,13750,B,
261,1,,0,Rwttuanorvegixus,,,56808.0,,,wbilit5for4ecersjbleknbigitionpf3alkrr2565Flu9ro2deoxyuridinePhodphor5lase,,,,,BAO0099019,7662,B,
262,1,,0,Ragtuqnoevegicus,,,37306.0,,,Abil9tygorrevercivl2inhibition9fWalker2555tluork2deoxyurieihePgos0horylzse,,,,,Bxk0000019,7662,B,
263,1,,0,Raftusnkrveg8cus,,,18981.0,,,krregers7bleunhibitionofWaimer256FUDR9hosphorylzseexpressedasVoViveoocir6authouginyibirorto6hq5ofvelkc7tywithinhihotor,,,,,BxO0000029,7662,B,
264,1,,6,,,,,,,T2stedgor6HT4rrfeptorantagon8stlotencybysvili4yfoinhib8tthegefkexbrxdycardiathevrzolwJarischreglexintherwt,,,,,BAO9009019,12211,F,
265,1,,6,,,,,,,Comloundwacf3stedfo38tw5mTw3eceptoranywgonistpotemcybytheirabolktytiinhibitthereflexbradycarviatheneaoldJwrisdur3flexkntjerat,,,,,nzO0000019,12211,F,
266,1,,9,xaciaporcellus,,,38995.0,1137739.0,,Relatigezhility6ouncreacevholin3rhicallymsdia5ddcon6ractionsiniwolat3dileumofg6in4apig,7leum,,,,vAO0o00221,12211,F,
267,1,,8,,,,,,,Stkmulat0ryxctivityodintragwstrivpressureqawtedt2dijtherat,,,,,gAO00000q9,12211,F,
268,1,,8,,,,,,,D4cgeaseodyHTcarrierreceptorboundraeioacgivityusingparksetjndasarariolohahw,,,,,BA80p00357,15453,B,
269,1,,0,Rattysnorvegix6s,,,23247.0,,,Dkse6oreduceneufonalfjringagainsryHhcellsin4aysiv,,,,,BA80000228,11884,F,
270,1,,8,,,,,,,An6agonistjcadtivityifcotresponxinhmethoxgcohpoubwaraigstserotinin5HTteceptor,,,,,BA80000p19,7185,F,
271,1,,9,bomosaoiens,,,31730.0,,,Bindihgaftinityaf5HTre69takesitelabfledwith2Hpa5oxrhihe,,,,,BwO000035u,6876,B,
272,1,,9,Hlmosapiwns,,,17524.0,,,Bindingacfig8t7at5Hfreuphakesitelabeleswith3HpadisdtineNkdata,,,,,BAO00003ry,6876,B,
273,1,,8,,,,,,,lnhifitiobofnighaffim7ty5HTuptakearvonc2ntratiohof1uM,,,,,BAO0009p19,11863,F,
274,1,,8,,,,,,,Inhifitionconstwntofuigharfinihy5myuptame,,,,,gAO0000457,11863,B,
275,1,,8,,,,,,,MichaelisMentenconwtanrwadfeporteceofh7ggaffinitytranspoft8f4HT,,,,,gAO0900019,11863,F,
276,1,,8,,,,,,,jasinumratewasdetw5mimfeforhiyhaffinitytransportof6HT,,,,,BAO090p019,11863,F,
277,1,,4,,,,,,,Cokpoundwastes4edf0ragonisticac4ivityavaijztrHTu0taks,,,,,nwO0000019,4639,F,
278,1,,8,,,,,,,Inhibi4ionaffinihyagainst5H51vreceptorihratfr9nyakcorteaueingrweiobindinbaxsaj,,,,,BAOp009019,15796,B,
279,1,,8,vostaurus,,,12821.0,,,8nhibitiobxffinitgagzinst5HT1freceptorunbov7n4daudayenucleusysingradiob9ndijgqsswy,,,,,BAO0p00356,15796,B,
280,1,,5,Ratt8sno3veg9cus,,,7780.0,,,Bindinhadfinitytlwafdsrhyd5ixytgyptamihe1reseptorusing3H5H4acradloliganf,,,,,gAO0000w24,12801,B,
281,1,,4,,,,,,,Tjecohpoundwassvzpuztedfortmebindingaffinityyowagds5hywgoxytgypfwmine17sing4HrHTasradiolkgand,,,,,BzOp000224,12801,B,
282,1,,4,,,,,,,Percem5inhibitiohofbindingif30nM3H5tTfo5b5xrlxyt4yptzmige1d2cep4orin4atcaudatehembranesat10e5M,,,,Membranrs,BAO9000259,12120,B,
283,1,,4,,,,,,,Percentkghibitionocbindinrof3pnMwu5Hgto5bydroxytrg9tamineqrecepyorinrxtxwudatehembraneszt10e5M,,,,Membrqnes,BAO090024p,12120,B,
284,1,,4,,,,,,,DisplacdmentoebindknvofwH5HTto5hydroxyt5y9yajine1receptorigratcersbealco3t2z,,,,,BAO0o90019,11963,B,
285,1,,8,,,,,,,Doserequi3edto3wducendurlbalfirongof5HT1Aceklsbyyo,,,,,BAO0000020,11701,F,
286,1,,8,,,,,4618045.0,,Invi4roinhubjt8onof3H5H62njhind7ngto5hydr9xyteyptamine1Areveptorfrombovjh4hio9ocajpus,Hiplocamlus,,,,BAO000o2e1,9995,B,
287,1,,8,,,,,1603289.0,,Inbitroinhibitionof4nDPAy1nMbijding4p5Hr1Afeceptorfrombodinwgippocakpuw,H7ppocampys,,,,BqO0o00221,9995,B,
288,1,,8,,,,,2544470.0,,Ingitroinh7butionob3HD9AT1nMbineinntothyd3oxytgtptamine2Arexeptorgromnovinebippocamp7s,H8ppocam0us,,,,BA00900221,9995,B,
289,1,,8,,Ihvivo,,,,,Antavonisticactiviryatpostzghaptis5HT2Arec4ptorwssmeasjrerhyitsagjlity4oinhififgypothermiael9xitedbjscadminietrationoc8OHDPATinrstrangewrr0m2uw52,,,,,BAO0900228,16394,F,
290,1,,9,Caviaporceious,,,3819.0,,,Effedtonforsoolinst7mulatedadsnylsredyxlasdwctivigyat5HT1Dreceptorofruonexpigwubwtajtiajigra,,,,,BsO0o00019,11574,F,
291,1,CHO,8,,,,,,1085.0,Binvingwffjnirytowards5HT1Fmumxnclonerrece9gofinCb8celpsusigg3H5HTasradioligwnd,,,,,BAO900o219,15779,B,
292,1,,8,,,,,,,Compouhdwastestewv9rthedisplacsmejt8f135IDOIcrojflogehumag5hhdrixhtryptamine2Ar4ceptor,,,,,BAO0090356,15363,B,
293,1,,9,fatyusjorvegicus,,,10297.0,,,Effidac5qgainst5hudrox7ttyptamine2A3ecepyor,,,,,fAO0000018,15363,F,
294,1,,8,,,,,,,Intrins7cactivitytowards5HT2Aefcepylrovrq6tallarter5,,,,,BA80000919,15329,F,
295,1,,8,,,,,,,Relagjvepo4encyto3a5ds5HT2xr3ceptorofrattx8larter5,,,,,BAO090o019,15329,F,
296,1,,8,,,,,,,Blocking5H62Aresrpto4medizgecdonttactionsograttaipartery,,,,,BAp0900019,15329,F,
297,1,,8,,,,,,,Pa5tuwlagonismat5HT2Agecephorwssdvaouatdd9nlresendeofketabserin310nMimisolatefrwftaikartery,,,,,BAO0p0o019,15329,F,
298,1,,8,,,,,,,Compoundwssges5edgkrthfintrumsicactivityagxinsttjT2wreceotorsofrattailartfty,,,,,BAO009001o,15329,F,
299,1,,8,,,,,,,Effect9venessinnl9fking5HT2Arecept0rmedis6ewconydacri0ns0frattailarterj,,,,,fAO0900019,15329,F,
300,1,,9,Cav9aoorcellus,,,5119.0,8432386.0,,EvaluxtedfortgdagonisticactigjyyagsinstyjT4receltprinnonel4ct4icallystimulxtedguijeqpinileuk,Ileuj,,,,BsO0000211,273,F,
301,1,,9,Caviaporvelluw,,,3589.0,2628014.0,,Agoniqticactif9tyqgsonsfSe5ihonunryT4recdptorinlowfrrquencyfieldstimulatiobofguoneapigilrumFSnPI,Ile7m,,,,vAO0900221,273,F,
302,1,,9,Caviaporfellue,,,26053.0,1893923.0,,Evapuaterfortheayonistkcqctivitgagainstw4r0toj9nruT4refeptoribnoneoectricwllystumulatedyuineapigikeum,Ilrum,,,,BAOo000321,273,F,
303,1,,8,,,,,,,Thebinringabcknihywasheaeuredon5yydrodjtryptaminerreceptorusing3HrR113i08as4sdioligzgd,,,,,fAO000p357,12092,B,
304,1,,9,Ragtusjorvegicuz,,,11900.0,,,AntagonistactigityagajnstyHT4rec4ptogj2diayexr3lacztionofgatcarbacholc9nhractedes0pbateqlmuscularisjucosa4,,,,,BAOop00019,1317,F,
305,1,,8,,,,,,,vind9ntaffijityagsinsh5hyfroxytry0tamime4receptor,,,,,BzO000035y,12409,B,
306,1,,0,Gzllusgwllus,,,1709.0,,,Relahivecomp4ti5ifeinfsxdalkesforbindingto25OHD31tgveozylqseofchick9ntestine,,,,,BAO00o9019,11126,B,
