ABV,Brew_Factory_Name,Style,Beer_Name,id
5.30 %,Moosehead Breweries Ltd. .,American Amber / Red Ale,Moosehead Boundary Ale,323
5.20 %,Mountain State Brewing Co. .,American Amber / Red Ale,Almost Heaven Amber Ale,324
5.50 %,The Brew Kettle Taproom & Smokehouse / Production Works,American Amber / Red Ale,Ruddy Rye,325
5.50 %,Los Muertos Brewing,American Amber / Red Ale,Death Becomes You,326
6.50 %,Amarcord Birra Artigianale Italiana,American Amber / Red Ale,Nero _ ™ s Apecchio Red Ale,327
8.00 %,Right Brain Brewery,American Amber / Red Ale,Looping Owl,328
7.00 %,Iron Horse Brewery,American Amber / Red Ale,Double Rainbow Ale,329
6.20 %,Lompoc Tavern,American Amber / Red Ale,Proletariat Red,330
6.70 %,Goose Island Beer Co. .,American Amber / Red Ale,Autumn Ale,331
7.10 %,Bootlegger 's Brewery,American Amber / Red Ale,Rocco Red Ale,332
5.50 %,Pump House Brewery,American Amber / Red Ale,Fire Chief 's Red Ale,333
7.50 %,Bold City Brewery,American Amber / Red Ale,1901 Red Ale,334
5.80 %,Mountain Town Brewing Co. .,American Amber / Red Ale,Cow Catcher Red Ale,335
5.00 %,Lake Placid Craft Brewing Company,American Amber / Red Ale,Barkeater Amber Ale,336
5.60 %,Hoppy Brewing Co. .,American Amber / Red Ale,Stony Face Red Ale,337
6.50 %,Barrier Brewing Company,American Amber / Red Ale,Bulkhead Red,338
5.60 %,Liquid Hero Brewery,American Amber / Red Ale,American Hero,339
5.50 %,Minhas Craft Brewery,American Amber / Red Ale,Minhas Swiss Style Amber,340
6.00 %,Goose Island Beer Co. .,American Amber / Red Ale,Red Felt Ale,341
-,Ghost River Brewing,American Amber / Red Ale,Ghost River Riverbank Red,342
5.60 %,The Fort Collins Brewery,American Amber / Red Ale,Common Ground,343
5.50 %,Gray 's Brewing Company,American Amber / Red Ale,Rathskeller Amber Ale,344
5.40 %,Pensacola Bay Brewery,American Amber / Red Ale,Riptide Amber,345
8.30 %,Spring House Brewing Company,American Amber / Red Ale,Atomic Raygun,346
4.00 %,Meantime Brewing Company Limited,American Amber / Red Ale,Yakima Red,347
5.40 %,Carolina Brewery,American Amber / Red Ale,Copperline Amber Ale,348
6.00 %,Flat 12 Bierwerks,American Amber / Red Ale,Moustache Ride,349
5.60 %,Elysian Brewing Company,American Amber / Red Ale,Men 's Room Original Red,350
5.30 %,Triton Brewing Company,American Amber / Red Ale,Magnificent Amber,351
6.70 %,10 Barrel Brewing Co. .,American Amber / Red Ale,Project Failed Red Ale,352
5.50 %,Maritime Pacific Brewing Company,American Amber / Red Ale,Nightwatch Dark Amber Ale,353
9.20 %,Eel River Brewing Co. .,American Amber / Red Ale,Climax Noel - Imperial Red Ale,354
6.00 %,Uehara Shuzou Co. Ltd. / Echigo Beer Pub,American Amber / Red Ale,Premium Red Ale,355
8.00 %,Elysian Brewing Company,American Amber / Red Ale,Men 's Room Black Imperial Ale,356
12.00 %,Firestone Walker Brewing Co. .,American Amber / Red Ale,Rufus,357
5.80 %,Jekyll Brewing,American Amber / Red Ale,` Merican Amber,358
4.50 %,World Brews,American Amber / Red Ale,Barrel Trolley Amber Ale,359
5.00 %,DuClaw Brewing Company,American Amber / Red Ale,Moon Gun,360
7.00 %,Blue Pants Brewery,American Amber / Red Ale,Knickerbocker Red,361
6.50 %,Latitude 42 Brewing Company,American Amber / Red Ale,Red Beard Ale,362
5.38 %,Backcountry Brewery,American Amber / Red Ale,Backcountry Amber,363
6.50 %,Lake Superior Brewing Company,American Amber / Red Ale,Mesabi Red,364
7.20 %,Cigar City Brewing,American Amber / Red Ale,Citrus Wizard,365
6.20 %,Alpine Beer Company,American Amber / Red Ale,Red Card,366
5.20 %,Hawai'i Nui Brewing / Mehana Brewing Company,American Amber / Red Ale,Mehana Volcano Red Ale,367
5.50 %,Triple C Brewing Co. .,American Amber / Red Ale,Smoked Amber,368
5.10 %,Strand Brewing Co. .,American Amber / Red Ale,Beach House,369
5.70 %,Rock Bottom Restaurant & Brewery,American Amber / Red Ale,Red Ale,370
5.00 %,South Street Brewery,American Amber / Red Ale,Satan 's Pony Amber Ale,371
-,Dead Armadillo Craft Brewing,American Amber / Red Ale,Amber,372
5.10 %,Parish Brewing Company,American Amber / Red Ale,South Coast,373
4.70 %,Big River Grille & Brewing Works,American Amber / Red Ale,Rocket Red Ale,374
5.50 %,Beer Valley Brewing Co. .,American Amber / Red Ale,Owyhee Amber Ale,375
7.50 %,BottleTree Beer Co. .,American Amber / Red Ale,BottleTree Red,376
5.50 %,Madison River Brewing Company,American Amber / Red Ale,Irresistible Amber Ale,377
5.80 %,Smartmouth Brewing Company,American Amber / Red Ale,Murphy 's Law Amber Ale,378
5.50 %,Cerveceria Mexicana S.A. De C.V.,American Amber / Red Ale,Day Of The Dead Beer ( Cerveza De Los Muertos ) Death Becomes You,379
5.80 %,Mankato Brewery,American Amber / Red Ale,Organ Grinder Amber Ale,380
7.50 %,Lickinghole Creek Craft Brewery,American Amber / Red Ale,Gentleman Farmer Estate Hop Ale,381
8.50 %,Laurelwood Public House & Brewery,American Amber / Red Ale,Deranger Imperial Red,382
5.50 %,Devil 's Canyon Brewing Company,American Amber / Red Ale,Deadicated Amber Ale,383
5.20 %,Vancouver Island Brewery,American Amber / Red Ale,Sea Dog Amber Ale,384
5.70 %,New Orleans Lager & Ale Brewing Company ( NOLA ),American Amber / Red Ale,Flambeau Red,385
5.20 %,Brasseurs R.J.,American Amber / Red Ale,Belle Gueule Rousse,386
6.60 %,603 Brewery,American Amber / Red Ale,Winni Ale,387
5.50 %,Cannery Brewing Company,American Amber / Red Ale,Anarchist Amber Ale,388
6.00 %,North Country Brewing,American Amber / Red Ale,Stinky Hippie,389
5.50 %,Steamworks Brewing Co. .,American Amber / Red Ale,Lizard Head Red,390
7.50 %,River Horse Brewing Co. .,American Amber / Red Ale,Imperial Cherry Amber Ale,391
5.20 %,Henniker Brewing Co. .,American Amber / Red Ale,Amber Apparition,392
5.40 %,Bozeman Brewing Company,American Amber / Red Ale,Bozone Select Amber Ale,393
6.00 %,Fountain Square Brewing Co. .,American Amber / Red Ale,Preacher 's Daughter Amber Ale,394
5.00 %,Choc Beer Co. / Pete 's Place,American Amber / Red Ale,Pietro Piegari,395
8.60 %,Real Ale Brewing Company,American Amber / Red Ale,Red King,396
7.50 %,Matt Brewing Company / Saranac Brewery,American Amber / Red Ale,Saranac Immortality,397
5.00 %,Central City Brewers + Distillers,American Amber / Red Ale,Red Racer Copper Ale,398
9.00 %,Mispillion River Brewing,American Amber / Red Ale,Holy Crap,399
5.00 %,Old Credit Brewing Co. .,American Amber / Red Ale,Old Credit Amber Ale,400
5.50 %,Fish Brewing Company / Fishbowl Brewpub,American Amber / Red Ale,Leavenworth Oktoberfest Celebration Ale,401
6.30 %,Spanish Peaks Brewing Co. .,American Amber / Red Ale,Winter Cheer Ale,402
7.50 %,Fish Brewing Company / Fishbowl Brewpub,American Amber / Red Ale,Starfish Imperial Red Ale,403
8.00 %,Austin Beerworks,American Amber / Red Ale,Battle Axe,404
5.40 %,Brew Hub,American Amber / Red Ale,Keybilly,405
10.00 %,Ballast Point Brewing Company,American Amber / Red Ale,Tongue Buckler ( Bourbon Barrel Aged ),406
8.00 %,Trillium Brewing Company,American Amber / Red Ale,Deciduous,407
5.50 %,Grizzly Peak Brewing Company,American Amber / Red Ale,Steelhead Red,408
4.80 %,Big Bay Brewing Co. .,American Amber / Red Ale,Boatilla,409
9.20 %,Columbus Brewing Company,American Amber / Red Ale,Columbus Uncle Rusty,410
5.50 %,West Sixth Brewing Company,American Amber / Red Ale,Deliberation Amber,411
5.60 %,Denali Brewing Company / Twister Creek Restaurant,American Amber / Red Ale,Single Engine Red,412
6.50 %,Ritual Brewing Co. .,American Amber / Red Ale,Extra Red,413
-,Prescott Brewing Company,American Amber / Red Ale,Liquid Amber,414
4.70 %,Cold Spring Brewing Co. .,American Amber / Red Ale,Olde Johnnie Ale,415
4.90 %,Boulder Beer / Wilderness Pub,American Amber / Red Ale,Freshtracks Wet Hopped Ale,416
5.00 %,The Brew Kettle Taproom & Smokehouse / Production Works,American Amber / Red Ale,Copperhead Red,417
8.00 %,Grado Plato,American Amber / Red Ale,Strada S. Felice,418
8.30 %,Elevation Beer Co. .,American Amber / Red Ale,Downpour,419
7.00 %,New Albanian Brewing Company - Pizzeria and Public House,American Amber / Red Ale,Hoosier Daddy,420
6.20 %,Green Man Brewery,American Amber / Red Ale,Green Man Leaf Blower Whole Leaf Amber,421
8.00 %,Lighthouse Brewing Company,American Amber / Red Ale,Siren Red Ale,422
6.00 %,Green 's Gluten Free Beers,American Amber / Red Ale,Green 's Amber Ale,423
5.00 %,Quidi Vidi Brewing Company,American Amber / Red Ale,1892 Traditional Ale,424
5.00 %,The Gahan House,American Amber / Red Ale,Gahan House Island Red Amber,425
7.60 %,Aztec Brewing Company,American Amber / Red Ale,Sacrifice,426
7.80 %,Pinglehead Brewing Co. / Brewer 's Pizza,American Amber / Red Ale,Pinglehead,427
7.50 %,Atwater Brewery,American Amber / Red Ale,Atwater Double Down Imperial Amber Ale,428
4.50 %,Picaroons Brewing Co. .,American Amber / Red Ale,Simeon Jones River Valley Amber Ale,429
5.00 %,Jailbreak Brewing Company,American Amber / Red Ale,The Infinite,430
4.80 %,Epic Brewing Company,American Amber / Red Ale,Cross Fever,431
5.70 %,Pisgah Brewing Co. .,American Amber / Red Ale,Pisgah Leaf Amber,432
6.50 %,Portsmouth Brewery,American Amber / Red Ale,Portsmouth Hop Harvest # 1,433
5.90 %,Lagerheads Smokehouse & Brewing Co. .,American Amber / Red Ale,Bed Head Red,434
5.50 %,Utah Brewers Cooperative,American Amber / Red Ale,Squatters Radio From Hell,435
6.00 %,Blue Frog Grog & Grill,American Amber / Red Ale,Red Frog Ale,436
5.50 %,Iron Springs Pub & Brewery,American Amber / Red Ale,Epiphany Ale,437
6.00 %,Bloomington Brewing Company,American Amber / Red Ale,Ruby Bloom Amber,438
6.80 %,Cascade Lakes Brewing Co. .,American Amber / Red Ale,IRA ( India Red Ale ),439
6.00 %,Stoudts Brewing Co. .,American Amber / Red Ale,Stoudt 's Winter Ale ( 2010-2011 ),440
5.50 %,Beach Haus Brewery,American Amber / Red Ale,Kick Back Ale,441
4.00 %,Utah Brewers Cooperative,American Amber / Red Ale,Squatters Organic Amber Ale,442
4.20 %,Hockley Valley Brewing Co. .,American Amber / Red Ale,Hockley Amber,443
-,Trailhead Brewing Co,American Amber / Red Ale,Trailhead Red,444
7.10 %,603 Brewery,American Amber / Red Ale,9th State Red IPA,445
-,Eugene City Brewery,American Amber / Red Ale,100 Meter Ale,446
5.00 %,Boston Beer Works - Canal Street,American Amber / Red Ale,Victory Red,447
7.60 %,21st Amendment Brewery,American Amber / Red Ale,Toaster Pastry,448
5.00 %,Ruby Mountain Brewing,American Amber / Red Ale,Angel Creek Amber Ale,449
5.20 %,Tractor Brewing Co. .,American Amber / Red Ale,Farmer 's Tan,450
5.00 %,Kiuchi Brewery,American Amber / Red Ale,Hitachino Nest Amber Ale,451
5.00 %,Roscoe Beer Co. .,American Amber / Red Ale,Trout Town American Amber Ale,452
8.80 %,Anderson Valley Brewing Company,American Amber / Red Ale,Bahl Hornin ' Imperial Boont Amber Ale,453
-,Belmont Brewing Company,American Amber / Red Ale,Hop Head Red,454
5.70 %,Beachwood BBQ & Brewing,American Amber / Red Ale,Knucklehead Red Ale,455
6.80 %,Twisted Manzanita Ales,American Amber / Red Ale,Rustic Horizon Red Ale,456
-,Springfield Brewing Company,American Amber / Red Ale,Hop Lobster,457
5.50 %,Cumberland Brews,American Amber / Red Ale,Matt 's Red,458
5.20 %,Branchline Brewing Co. .,American Amber / Red Ale,Evil Owl Amber,459
6.50 %,Track 7 Brewing Co. .,American Amber / Red Ale,Daylight Amber,460
5.10 %,Stillmank Beer Company,American Amber / Red Ale,Wisco Disco,461
6.00 %,Boneyard Beer Company,American Amber / Red Ale,Skunk Ape,462
5.50 %,Mount Shasta Brewing,American Amber / Red Ale,Abner Weed Amber Ale,463
8.00 %,Rivertowne Brewing,American Amber / Red Ale,Patrick 's Poison,464
6.70 %,Sloop Brewing,American Amber / Red Ale,The Red C,465
5.70 %,Black Diamond Brewing Co. .,American Amber / Red Ale,Steep Trail Amber Ale,466
5.25 %,Upland Brewing Company,American Amber / Red Ale,Easy Chair,467
6.50 %,West O Beer,American Amber / Red Ale,Smoked Red Ale,468
6.00 %,Jailhouse Brewing Company,American Amber / Red Ale,Conjugal Visit,469
5.00 %,Scuttlebutt Brewing Company,American Amber / Red Ale,Tell Tale Red Ale,470
5.50 %,Tap It Brewing Co. .,American Amber / Red Ale,Ale Camino,471
5.50 %,Minhas Craft Brewery,American Amber / Red Ale,Gnarly Oak Hazelnut Dark,472
5.60 %,Lengthwise Brewing Company,American Amber / Red Ale,Triple Hop Red,473
6.90 %,Rubicon Brewing Company,American Amber / Red Ale,Irish Red,474
6.30 %,Ranger Creek Brewing & Distilling,American Amber / Red Ale,Red Headed Stranger,475
-,Blackhorse Pub & Brewery,American Amber / Red Ale,Barnstormer Red,476
4.90 %,The Hartford Better Beer Co. .,American Amber / Red Ale,Arch Amber Ale,477
5.50 %,Oak Creek Brewing Co. .,American Amber / Red Ale,Oak Creek Amber,478
5.00 %,Fish Brewing Company / Fishbowl Brewpub,American Amber / Red Ale,Vicious Circle Amber Ale,479
5.65 %,Yalobusha Brewing Company,American Amber / Red Ale,Copperhead Amber Ale,480
8.10 %,Rivertowne Pourhouse,American Amber / Red Ale,Rudolph 's Red,481
5.30 %,Brewery Terra Firma,American Amber / Red Ale,Manitou Amber Ale,482
4.60 %,Rohrbach Brewing Company ( Brewpub ),American Amber / Red Ale,Red Wing Red Ale,483
5.00 %,Flying Monkeys Craft Brewery,American Amber / Red Ale,Flying Monkeys Amber Ale,484
5.50 %,Naparbier Sdad . Coop .,American Amber / Red Ale,ZZ + Amber Ale,485
8.00 %,Worthy Brewing Co. .,American Amber / Red Ale,Eruption Imperial Red Ale,486
7.50 %,Howe Sound Inn & Brewing Company,American Amber / Red Ale,Three Beavers Imperial Red Ale,487
5.30 %,Schmohz Brewing Company,American Amber / Red Ale,Amber Tease,488
5.50 %,Sapporo Breweries Ltd. .,American Amber / Red Ale,Yebisu Kohaku,489
5.50 %,961 Beer,American Amber / Red Ale,961 Red Ale,490
13.00 %,West Sixth Brewing Company,American Amber / Red Ale,West Sixth / Country Boy Country Western ( Volume 3 Imperial Red Ale ),491
8.20 %,Phillips Brewing Company,American Amber / Red Ale,Double Dragon Imperial Red Ale,492
6.20 %,Berghoff Brewery,American Amber / Red Ale,Reppin ' Red Ale,493
-,Independence Brewing Co. .,American Amber / Red Ale,Oklahoma Suks,494
8.80 %,Urban Legend Brewing Company,American Amber / Red Ale,You Big Dummy,495
5.40 %,Mountain Goat Beer Pty Ltd,American Amber / Red Ale,Mountain Goat Fancy Pants Amber Ale,496
5.20 %,Liberty Street Brewing Company,American Amber / Red Ale,Red Glare,497
6.20 %,Radiant Pig Craft Beers,American Amber / Red Ale,Gangster Duck,498
3.40 %,Banner Beer Company,American Amber / Red Ale,Banner American Ale,499
5.50 %,Horseheads Brewing Inc. .,American Amber / Red Ale,Horseheads Brickyard Red Ale,500
7.50 %,Great Northern Brewing Co. / Black Star Draught House,American Amber / Red Ale,Good Medicine Strong Red Ale,501
5.60 %,Emmett 's Brewing Company,American Amber / Red Ale,McCarthy Red,502
5.00 %,Cigar City Brewing,American Amber / Red Ale,Sertoma Smoke,503
5.50 %,High Noon Saloon & Brewery,American Amber / Red Ale,Annie 's Amber Ale,504
6.70 %,One Trick Pony,American Amber / Red Ale,Storm Cat,505
5.50 %,Fire Station 5 Brewing Company,American Amber / Red Ale,Fire Boat Amber,506
5.80 %,RJ Rockers Brewing Company,American Amber / Red Ale,Honey Amber Ale,507
10.00 %,Santa Clara Valley Brewing,American Amber / Red Ale,New Almaden Red,508
5.00 %,Bolero Snort Brewery,American Amber / Red Ale,Ragin ' Bull,509
7.00 %,Cortland Beer Company,American Amber / Red Ale,Red Dragon Ale,510
4.80 %,Half Moon Bay Brewing Company,American Amber / Red Ale,Mavericks Amber Ale,511
5.45 %,Hawai'i Nui Brewing / Mehana Brewing Company,American Amber / Red Ale,Hawai'i Nui Sunset Amber Ale,512
5.80 %,Ram Restaurant & Brewery,American Amber / Red Ale,Buttface Amber,513
7.00 %,Ruckus Brewing,American Amber / Red Ale,Hedonism,514
5.30 %,Sun King Brewing Company,American Amber / Red Ale,Rathskeller Amber,515
7.00 %,Omnipollo,American Amber / Red Ale,En El Bosque,516
5.20 %,Two Beers Brewing Co. .,American Amber / Red Ale,Immersion Amber Ale,517
4.50 %,BJ 's Chicago Pizza & Brewery Inc. .,American Amber / Red Ale,Oasis Amber,518
7.18 %,Black Shirt Brewing Co. .,American Amber / Red Ale,American India Red Ale,519
4.00 %,Utah Brewers Cooperative,American Amber / Red Ale,Squatters Emigration Amber Ale,520
-,Thirsty Pagan Brewing,American Amber / Red Ale,Flat Tire Ale,521
8.00 %,Hop Valley Brewing Company,American Amber / Red Ale,Imperial Red,522
-,Anheuser-Busch,American Amber / Red Ale,Thirsty Frog Red Ale,523
5.00 %,Costa Rica 's Craft Brewing Co. .,American Amber / Red Ale,Segua,524
5.60 %,Central City Brewers + Distillers,American Amber / Red Ale,Red Racer India Style Red Ale,525
-,Heavy Seas Beer,American Amber / Red Ale,Phillips Amber Ale,526
7.00 %,Hi-Wire Brewing,American Amber / Red Ale,Lion Tamer Red,527
6.50 %,Georgetown Brewing Company,American Amber / Red Ale,Chopper 's Red Ale,528
4.00 %,Moab Brewery,American Amber / Red Ale,Derailleur Ale,529
6.50 %,Fordham Brewing Company,American Amber / Red Ale,Close Encounter Harvest Ale,530
5.70 %,Northshire Brewery,American Amber / Red Ale,Battenkill Ale,531
5.50 %,Bridge Brew Works LLC,American Amber / Red Ale,The Blunt,532
5.50 %,Piney River Brewing Co. .,American Amber / Red Ale,McKinney Eddy Amber Ale,533
7.10 %,Pikes Peak Brewing Company,American Amber / Red Ale,Devil 's Head Red,534
5.60 %,Mickey Finn 's Brewery,American Amber / Red Ale,Mickey Finn 's Amber Ale,535
9.20 %,Kane Brewing Company,American Amber / Red Ale,Hop Lab - Imperial Red,536
5.70 %,Orlando Brewing Partners,American Amber / Red Ale,Right On Red,537
4.00 %,Snoqualmie Falls Brewing Company & Taproom,American Amber / Red Ale,PGA ( Perfectly Great Amber ),538
5.25 %,Cahaba Brewing Company,American Amber / Red Ale,Liquidambar,539
5.00 %,Red Brick Station,American Amber / Red Ale,Something Red,540
5.00 %,Southend Brewery & Smokehouse,American Amber / Red Ale,Rip Tide Red,541
8.00 %,Lagerheads Smokehouse & Brewing Co. .,American Amber / Red Ale,Winter Mischief,542
-,Black Husky Brewing,American Amber / Red Ale,Harold The Red Ale,543
5.50 %,Eastern Shore Brewing,American Amber / Red Ale,St. Michaels Ale,544
5.00 %,Ezo Beer KK,American Amber / Red Ale,White Crane Ale ( Rogue 's Oregon Golden Ale ),545
6.10 %,Broad Brook Brewing Company,American Amber / Red Ale,Broad Brook Ale,546
5.00 %,August Schell Brewing Company,American Amber / Red Ale,One Five Five,547
5.30 %,River Rat Brewery,American Amber / Red Ale,Broad River Red Ale,548
5.42 %,A1A Aleworks,American Amber / Red Ale,Red Brick Ale,549
4.50 %,Jacob Leinenkugel Brewing Company,American Amber / Red Ale,Paradise Beach Ale,550
-,Phantom Canyon Brewing Company,American Amber / Red Ale,Railyard Ale,551
-,Portsmouth Brewing Co. / Mault 's Brewpub,American Amber / Red Ale,Portsmouth Brewing Red Bird Ale,552
5.30 %,Round Barn Brewery,American Amber / Red Ale,Indecision Ale,553
5.40 %,Marin Brewing Company,American Amber / Red Ale,Albion Amber,554
7.30 %,Lonerider Brewing Company,American Amber / Red Ale,Red Spur,555
5.50 %,Granville Island Brewery,American Amber / Red Ale,Gastown Amber Ale,556
5.30 %,Midland Brewing Company,American Amber / Red Ale,Copper Harbor Ale,557
5.50 %,The BrÃ 1/4 Rm . at BAR,American Amber / Red Ale,BruRm AmBAR Ale,558
6.50 %,North End Tavern & Brewery,American Amber / Red Ale,Roedy _ ™ s Red,559
6.30 %,Southern Oregon Brewing Company,American Amber / Red Ale,Woodshed Red,560
4.80 %,Broadhead Brewing Company,American Amber / Red Ale,Grindstone Amber,561
5.00 %,Atwater Brewery,American Amber / Red Ale,Atwater Rost,562
5.40 %,Capitol City Brewing,American Amber / Red Ale,Amber Waves Ale,563
4.50 %,Black Bear Brewery,American Amber / Red Ale,Black Bear Gearhead Ale,564
6.00 %,Mayday Brewery,American Amber / Red Ale,Angry RedHead,565
4.62 %,Galena Brewing Company,American Amber / Red Ale,Miner 's Treasure Late Amber,566
