ASSI,CUB,ASSUBCELFRAC,ASTI,TISI,Desc,Ti,ASORG,DI,BAFO,ASSST,CONFISC,SI,SASI,CHEI,CI,VARI
7681,Intermediate,,,,In vivo concentration in rat plasma exposure at 8 hour after oral administration 50 mg/kg,50597,Rattus norvegicus,6295,BAO_0000218,,1,1,,CHEMBL626138,,
7682,Intermediate,,,,In vivo concentration in rat plasma exposure at 8 hour after oral administration 50 mg/kg,50597,Rattus norvegicus,6296,BAO_0000218,,1,1,,CHEMBL626139,,
7683,Intermediate,,,,C max at a dose of 10 mg/Kg administered intravenously in female hanover-wistar rat,50597,Rattus norvegicus,17260,BAO_0000218,,1,1,,CHEMBL626140,,
7684,Intermediate,,,,C max at a dose of 10 mg/Kg administered perorally in female hanover-wistar rat,50597,Rattus norvegicus,17260,BAO_0000218,,1,1,,CHEMBL626141,,
7685,Intermediate,,,,C24h in rat p.o. at 20 mg/kg concentration,50597,Rattus norvegicus,17686,BAO_0000218,,1,1,,CHEMBL626142,,
7686,Intermediate,,Muscle tissue,2385.0,Biodistribution in normal rat muscle in the presence of 0.005 M Gd/0.01 M lig at 2 hr,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL627930,,
7687,Intermediate,,Muscle tissue,2385.0,Biodistribution in normal rat muscle in the presence of 0.01 M Gd/0.05 M lig,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL627931,,
7688,Intermediate,,Muscle tissue,2385.0,Biodistribution in normal rat muscle in the presence of NAC Gd 0.01 M lig at 2 hr,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL627932,,
7689,Intermediate,,Spleen,2106.0,Biodistribution in normal rat spleen in the presence of 0.005 M Gd/0.01 M lig at 2 hr,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL627933,,
7690,Intermediate,,Spleen,2106.0,Biodistribution in normal rat spleen in the presence of 0.01 M Gd/0.05 M lig,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL627934,,
7691,Intermediate,,Spleen,2106.0,Biodistribution in normal rat spleen in the presence of NAC Gd 0.01 M lig at 2 hr,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL627935,,
7692,Intermediate,,Blood,178.0,Biodistribution in rat blood in the presence of 0.001 M/0.008 M GdDTPA-AEP,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL627936,,
7693,Intermediate,,Blood,178.0,Biodistribution in rat blood in the presence of 0.01 M GdDTPA-BDP,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL627937,,
7694,Intermediate,,Blood,178.0,Biodistribution in rat blood in the presence of 0.01 M/0.01 M GdDTPA-AEP,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL627938,,
7695,Intermediate,,Blood,178.0,Biodistribution in rat blood in the presence of 0.05 M Gd/0.15 M lig,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL627939,,
7696,Intermediate,,Blood,178.0,Biodistribution in rat blood in the presence of 0.05 M GdDTPA-BDP,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL627940,,
7697,Intermediate,,Blood,178.0,Biodistribution in rat blood in the presence of 0.05 M/0.05 M GdDTPA-AEP,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL627941,,
7698,Intermediate,,Blood,178.0,Biodistribution in rat blood in the presence of 0.05 M/0.08 M GdDTPA-HPDP,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL876800,,
7699,Intermediate,,Blood,178.0,Biodistribution in rat blood in the presence of 0.10 M GdDTPA-BDP,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL627942,,
7700,Intermediate,,Blood,178.0,Biodistribution in rat blood in the presence of 0.10 M/0.11 M GdDTPA-AEP,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL627943,,
7701,Intermediate,,Blood,178.0,Biodistribution in rat blood in the presence of 50 Gd/kg at 15 min,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL627944,,
7702,Intermediate,,Blood,178.0,Biodistribution in rat blood in the presence of 50 Gd/kg at 2 hr,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL627945,,
7703,Intermediate,,Blood,178.0,Biodistribution in rat blood in the presence of 50 Gd/kg at 6 hr,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL628584,,
7704,Intermediate,,Blood,178.0,Biodistribution in rat blood in the presence of GdDTPA at 15 min,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL628585,,
7705,Intermediate,,Blood,178.0,Biodistribution in rat blood in the presence of GdDTPA at 1 hr,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL628586,,
7706,Intermediate,,Blood,178.0,Biodistribution in rat blood in the presence of GdDTPA at 30 min,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL628587,,
7707,Intermediate,,Blood,178.0,Biodistribution in rat blood in the presence of GdDTPA at 4 hr,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL628588,,
7708,Intermediate,,Blood,178.0,Biodistribution in rat blood in the presence of GdDTPA-BDP at 15 min,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL628589,,
7709,Intermediate,,Blood,178.0,Biodistribution in rat blood in the presence of GdDTPA-BDP at 30 min,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL625304,,
7710,Intermediate,,Blood,178.0,Biodistribution in rat blood in the presence of GdDTPA-BDP at 4 hr,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL625305,,
7711,Intermediate,,Blood,178.0,Biodistribution in rat blood in the presence of GdDTPA-BDPat 1 hr,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL625306,,
7712,Intermediate,,Blood,178.0,Biodistribution in rat blood in the presence of GdDTPA-HPDP at 15 min,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL625307,,
7713,Intermediate,,Blood,178.0,Biodistribution in rat blood in the presence of GdDTPA-HPDP at 30 min,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL625308,,
7714,Intermediate,,Blood,178.0,Biodistribution in rat blood in the presence of GdDTPA-HPDP at 4 hr,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL627740,,
7715,Intermediate,,Blood,178.0,Biodistribution in rat blood in the presence of GdDTPA-HPDPat 1 hr,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL627741,,
7716,Intermediate,,Blood,178.0,Biodistribution in rat blood in the presence of NAC Gd/0.01 M GdDTPA-HPDP,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL627742,,
7717,Intermediate,,Blood,178.0,Biodistribution in rat blood in the presence of NCA Gd/0.01 M lip,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL627743,,
7718,Intermediate,,Blood,178.0,Biodistribution in rat blood in the presence of NCAGd/0.01 M lig,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL627744,,
7719,Intermediate,,Bone,10000001.0,Biodistribution in rat bone in the presence of 0.01 M GdDTPA-BDP,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL627745,,
7720,Intermediate,,Bone,10000001.0,Biodistribution in rat bone in the presence of 0.01 M/0.01 M GdDTPA-AEP,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL627746,,
7721,Intermediate,,Bone,10000001.0,Biodistribution in rat bone in the presence of 0.01 M/0.08 M GdDTPA-AEP,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL627747,,
7722,Intermediate,,Bone,10000001.0,Biodistribution in rat bone in the presence of 0.05 M Gd/0.15 M lig,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL876810,,
7723,Intermediate,,Bone,10000001.0,Biodistribution in rat bone in the presence of 0.05 M GdDTPA-BDP,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL627748,,
7724,Intermediate,,Bone,10000001.0,Biodistribution in rat bone in the presence of 0.05 M/0.05 M GdDTPA-AEP,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL627749,,
7725,Intermediate,,Bone,10000001.0,Biodistribution in rat bone in the presence of 0.05 M/0.08 M GdDTPA-HPDP,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL627750,,
7726,Intermediate,,Bone,10000001.0,Biodistribution in rat bone in the presence of 0.10 M GdDTPA-BDP,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL618728,,
7727,Intermediate,,Bone,10000001.0,Biodistribution in rat bone in the presence of 0.10 M/0.11 M GdDTPA-AEP,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL618729,,
7728,Intermediate,,Bone,10000001.0,Biodistribution in rat bone in the presence of GdDTPA at 15 min,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL618730,,
7729,Intermediate,,Bone,10000001.0,Biodistribution in rat bone in the presence of GdDTPA at 1 hr,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL618731,,
7730,Intermediate,,Bone,10000001.0,Biodistribution in rat bone in the presence of GdDTPA at 30 min,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL618732,,
7731,Intermediate,,Bone,10000001.0,Biodistribution in rat bone in the presence of GdDTPA at 4 hr,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL618733,,
7732,Intermediate,,Bone,10000001.0,Biodistribution in rat bone in the presence of GdDTPA-BDP at 15 min,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL618734,,
7733,Intermediate,,Bone,10000001.0,Biodistribution in rat bone in the presence of GdDTPA-BDP at 1 hr,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL618735,,
7734,Intermediate,,Bone,10000001.0,Biodistribution in rat bone in the presence of GdDTPA-BDP at 30 min,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL876602,,
7735,Intermediate,,Bone,10000001.0,Biodistribution in rat bone in the presence of GdDTPA-BDP at 4 hr,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL618736,,
7736,Intermediate,,Bone,10000001.0,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 15 min,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL618737,,
7737,Intermediate,,Bone,10000001.0,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 1 hr,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL618738,,
7738,Intermediate,,Bone,10000001.0,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 30 min,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL618739,,
7739,Intermediate,,Bone,10000001.0,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 4 hr,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL618740,,
7740,Intermediate,,Bone,10000001.0,Biodistribution in rat bone in the presence of NAC Gd/0.01 M GdDTPA-HPDP,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL618741,,
7741,Intermediate,,Bone,10000001.0,Biodistribution in rat bone in the presence of NCA Gd/0.01 M lip,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL618742,,
7742,Intermediate,,Bone,10000001.0,Biodistribution in rat bone in the presence of NCAGd/0.01 M lig,50597,Rattus norvegicus,9866,BAO_0000218,,1,1,,CHEMBL618743,,
7743,Intermediate,,Plasma,1969.0,Half-life from rat plasma at a single oral dose of 25 mg/kg,50597,Rattus norvegicus,17752,BAO_0000218,,1,1,,CHEMBL618744,,
7744,Intermediate,,,,Half-life in male rat,50597,Rattus norvegicus,5610,BAO_0000218,,1,1,,CHEMBL618745,,
7745,Intermediate,,,,Half-life in rat after peroral administration at 10 mg/kg concentration,50597,Rattus norvegicus,5939,BAO_0000218,,1,1,,CHEMBL620479,,
7746,Intermediate,,,,Half-life in rat after peroral administration at 5 mg/kg concentration,50597,Rattus norvegicus,5939,BAO_0000218,,1,1,,CHEMBL620480,,
7747,Intermediate,,,,Half-life in rat at a dose of 3 mg/kg,50597,Rattus norvegicus,17771,BAO_0000218,,1,1,,CHEMBL620481,,
7748,Intermediate,,,,Half-life was evaluated in rats,50597,Rattus norvegicus,1974,BAO_0000218,,1,1,,CHEMBL620482,,
7749,Intermediate,,,,Half-life was measured in rat,50597,Rattus norvegicus,4239,BAO_0000218,,1,1,,CHEMBL876603,,
7750,Intermediate,,,,Half-life period for the compound was determined in rats at 50 mg/kg dose,50597,Rattus norvegicus,6681,BAO_0000218,,1,1,,CHEMBL620483,,
7751,Intermediate,,,,Half-life period in rats after intravenous administration at 5 mg/kg,50597,Rattus norvegicus,17752,BAO_0000218,,1,1,,CHEMBL620484,,
7752,Intermediate,,,,Half-life period in rat at 10 mg/kg,50597,Rattus norvegicus,6046,BAO_0000218,,1,1,,CHEMBL620485,,
7753,Intermediate,,,,"Half-life period was determined in rats at 10 mg/kg, p.o. dose",50597,Rattus norvegicus,6685,BAO_0000218,,1,1,,CHEMBL620486,,
7754,Intermediate,,,,"Half-life period was determined in rats at 20 mg/kg, i.p. dose",50597,Rattus norvegicus,6685,BAO_0000218,,1,1,,CHEMBL620487,,
7755,Intermediate,,,,"Half-life period was determined in rats at 2 mg/kg, i.v. dose",50597,Rattus norvegicus,6685,BAO_0000218,,1,1,,CHEMBL620488,,
7756,Intermediate,,,,Half-life time in rat the dose of 2 mg/kg,50597,Rattus norvegicus,4727,BAO_0000218,,1,1,,CHEMBL620489,,
7757,Intermediate,,,,Half-life was estimated from the elimination phase of the oral [C] vs time curves in 4 rats,50597,Rattus norvegicus,1088,BAO_0000218,,1,1,,CHEMBL620490,,
7758,Intermediate,,,,In vivo activity against Staphylococcus aureus when administered orally for 1 hr in rat at a dose of 15 mg/kg,50597,Rattus norvegicus,5610,BAO_0000218,,1,1,,CHEMBL620491,,
7759,Intermediate,,Plasma,1969.0,"In vivo half life of compound in rat plasma after a oral dose of 10 mg/kg (in water, N=4)",50597,Rattus norvegicus,3032,BAO_0000218,,1,1,,CHEMBL876604,,
7760,Intermediate,,,,Oral half life was determined,50597,Rattus norvegicus,5199,BAO_0000218,,1,1,,CHEMBL620492,,
7761,Intermediate,,,,"Pharmacokinetic Parameter, half life period measured in Female Wistar Rats at 100 mg/kg by po administration",50597,Rattus norvegicus,14941,BAO_0000218,,1,1,,CHEMBL620493,,
7762,Intermediate,,,,Pharmacokinetic property (t1/2) in rat,50597,Rattus norvegicus,4408,BAO_0000218,,1,1,,CHEMBL620494,,
7763,Intermediate,,Plasma,1969.0,Plasma elimination half-life was determined,50597,Rattus norvegicus,2552,BAO_0000218,,1,1,,CHEMBL620495,,
7764,Intermediate,,Plasma,1969.0,Plasma elimination half-life was determined in female Sprague-Dawley rats following intravenous (iv) administration of drug (1 mg/kg).,50597,Rattus norvegicus,5199,BAO_0000218,,1,1,,CHEMBL620496,,
7765,Intermediate,,Plasma,1969.0,Plasma half life was observed after intravenous administration in rat,50597,Rattus norvegicus,15662,BAO_0000218,,1,1,,CHEMBL620497,,
7766,Intermediate,,Plasma,1969.0,Plasma half-life was determined,50597,Rattus norvegicus,1465,BAO_0000218,,1,1,,CHEMBL620498,,
7767,Intermediate,,Plasma,1969.0,Plasma half-life following oral administration in Fisher rats,50597,Rattus norvegicus,1446,BAO_0000218,,1,1,,CHEMBL620499,,
7768,Intermediate,,Plasma,1969.0,Plasma half-life in rat,50597,Rattus norvegicus,6824,BAO_0000218,,1,1,,CHEMBL620500,,
7769,Intermediate,,Plasma,1969.0,Plasmatic Half-life after intravenous administration to rat,50597,Rattus norvegicus,17533,BAO_0000218,,1,1,,CHEMBL873809,,
7770,Intermediate,,,,T1/2 (half life) of compound after 2 hr iv infusion of 8.4 mg/kg in three rat,50597,Rattus norvegicus,5979,BAO_0000218,,1,1,,CHEMBL620501,,
7771,Intermediate,,,,Terminal half life after intravenous administration (1 mg/kg) in rat,50597,Rattus norvegicus,4689,BAO_0000218,,1,1,,CHEMBL620502,,
7772,Intermediate,,,,Terminal half life in Rat at a oral dose of 5 mg/kg,50597,Rattus norvegicus,4689,BAO_0000218,,1,1,,CHEMBL620503,,
7773,Intermediate,,,,Terminal phase half-life was evaluated in vivo in rat at a dose of 5 mg/kg by intra venous administration,50597,Rattus norvegicus,2463,BAO_0000218,,1,1,,CHEMBL620504,,
7774,Intermediate,,,,Tested for half life value after intravenous administration at dose of 0.2 mg/kg in rat,50597,Rattus norvegicus,4883,BAO_0000218,,1,1,,CHEMBL876605,,
7775,Intermediate,,,,Tested for half life value after oral administration at dosage of 4 mg/kg in rat,50597,Rattus norvegicus,4883,BAO_0000218,,1,1,,CHEMBL620505,,
7776,Intermediate,,Plasma,1969.0,plasma half life was observed after intravenous administration in rat,50597,Rattus norvegicus,15662,BAO_0000218,,1,1,,CHEMBL873811,,
7777,Expert,,,,Half life of compound determined in rat after iv administration at a dose of 10 mg/kg,50597,Rattus norvegicus,3598,BAO_0000218,,1,1,,CHEMBL624016,,
7778,Intermediate,,,,Half life of compound determined in rat,50597,Rattus norvegicus,4576,BAO_0000218,,1,1,,CHEMBL624017,,
7779,Intermediate,,,,Mean residence time determined in rat,50597,Rattus norvegicus,4576,BAO_0000218,,1,1,,CHEMBL624018,,
7780,Intermediate,,,,Plasma half life determined in rat,50597,Rattus norvegicus,4576,BAO_0000218,,1,1,,CHEMBL624019,,
7781,Intermediate,,Brain,955.0,Compound was evaluated for Tmax in brain after intravenous administration in male rats,50597,Rattus norvegicus,4910,BAO_0000218,,1,1,,CHEMBL624020,,
7782,Intermediate,,,,Compound was evaluated for pharmacokinetic parameter maximum time period,50597,Rattus norvegicus,4891,BAO_0000218,,1,1,,CHEMBL624201,,
7783,Intermediate,,,,Evaluated for pharmacokinetic parameter tmax in rat at the dose 50 mg/kg,50597,Rattus norvegicus,429,BAO_0000218,,1,1,,CHEMBL872528,,
7784,Intermediate,,,,In vivo Tmax was determined after intravenous administration of compound (9.13+/-0.85 mg/kg) in male Sprague-Dawley rat,50597,Rattus norvegicus,5974,BAO_0000218,,1,1,,CHEMBL624202,,
7785,Intermediate,,,,In vivo Tmax was determined after peroral administration of compound (158.5+/-2 mg/kg) in male Sprague-Dawley rat,50597,Rattus norvegicus,5974,BAO_0000218,,1,1,,CHEMBL624203,,
7786,Intermediate,,,,In vivo Tmax was determined after peroral administration of compound (19.01+/-0.31 mg/kg) in male Sprague-Dawley rat,50597,Rattus norvegicus,5974,BAO_0000218,,1,1,,CHEMBL624350,,
7787,Intermediate,,,,In vivo Tmax was determined after peroral administration of compound (76.4+/-2.6 mg/kg) in male Sprague-Dawley rat,50597,Rattus norvegicus,5974,BAO_0000218,,1,1,,CHEMBL621320,,
7788,Intermediate,,,,In vivo maximum time required for clearance of compound after oral (po) administration at a dose of 10 mg/kg was measured in rats,50597,Rattus norvegicus,17582,BAO_0000218,,1,1,,CHEMBL621321,,
7789,Intermediate,,,,Maximum time (Tmax) required to reach Cmax in rats,50597,Rattus norvegicus,4026,BAO_0000218,,1,1,,CHEMBL621322,,
7790,Intermediate,,,,Maximum time constant was determined after oral administration at a dose 10 mg/kg to male Sprague-Dawley rats,50597,Rattus norvegicus,4890,BAO_0000218,,1,1,,CHEMBL621323,,
7791,Intermediate,,,,Maximum time of clearance of compound in rats after peroral administration,50597,Rattus norvegicus,6571,BAO_0000218,,1,1,,CHEMBL621324,,
